http://movie.douban.com/subject/2154868/	戏说乾隆 戲說乾隆
(4星)	 小时候就是喜欢古装片，没办法            
(4星)	 小时候因为玩的太累，午睡过了看这个电视剧的时间，结果哭得要死。哈哈            
(5星)	 童年的经典 看这部剧时我才刚上小学 那时只是觉得好看 但对爱情没有太多的感悟 前几年买了盘重看 突然感慨 最悲哀的莫过于万人之上 却得不到自己的所爱 这个乾隆时我心中永远的乾隆 唯一的！            
(5星)	 那时候觉得赵雅芝和郑少秋真的好配哦！特喜欢郑少秋，风流倜傥            
(3星)	 春喜~~~吼吼 看這劇時 我到底有多小？            
(4星)	 小时候的记忆了。。后来老片场看过，可是怎么都觉得不对劲。。貌似是放假时藏在小屋看的。。还要关上门，怕老爷知道我偷看电视回来告诉我爸妈。。如果可以回到那一天，我一定不再关门。            
(5星)	 还记得里面的一些台词还有些民国时期的文言文腔调，这真是让我欢喜哇。            
(4星)	 简直风靡一时            
(5星)	 山川载不动太多悲哀~太熟悉了- -            
(4星)	 好经典啊            
(3星)	 小时候觉得，世界上最美的女人是赵雅芝，最帅的男人是焦恩俊……            
(3星)	 主题曲,以及风流皇帝            
(4星)	 小时候跟奶奶一起看的，里面的歌很好听            
(3星)	 不记得剧情了- -            
(4星)	 最帅乾隆，口条张不要比            
(5星)	 最喜欢披着毛巾被耍着做活大尺装乾隆了。。            
(4星)	 那时觉得郑少秋老帅了            
(5星)	 小时候认为最帅和最美的两个人            
(4星)	 記得趙雅芝一直死去活來的            
(4星)	 男主女主无敌。老人家我还唱的出1和2的主题曲哪~~~            
(3星)	 还记得秋官从龙椅上站起来一挥袖子的动作            
(3星)	 童年回忆，记不清了            
(5星)	 赵雅芝郑少秋的经典银幕情侣组合，加上编剧宋项如过硬的剧本、台词设计，经典就是经典！经得起时间检验。            
(5星)	 经典中的经典            
(4星)	 顺便复习了一下            
(4星)	 郑少秋版的乾隆呀            
(5星)	 如今只记住主题曲了            
(3星)	 虽然乾隆只爱一种长相的女纸            
(4星)	 还记得程淮秀一甩袍子，说了句有缘千里来相会。            
(NA)	 我还记得主题曲。            
(4星)	 绝配。            
(5星)	 现在看起来还是相当的有味道，怀念啊            
(3星)	 ……            
(5星)	 那时候还特小呢，可是好多情节到现在都记得特清楚！小时候觉得郑少秋特帅~~还特喜欢里面的歌，现在还会唱呢！            
(4星)	 记得上次和好友唱歌时点了这部戏的主题曲，叫什么来的？我又忘了她说当时看的时候就奇怪怎么三个故事的女主都长得一样，可其实我当年还是对这一点很欣慰的            
(4星)	 童年啊童年 话说后来重播的时候觉得难看无比            
(4星)	 当初看的时候挺喜欢的~            
(5星)	 经典！不老的美女赵雅芝，超好听的片头片尾曲。            
(NA)	 打扇子就是看了这部剧学起来的！            
(4星)	 矮油~~            
(4星)	 被老爸残害的            
(5星)	 曾经有所有的录像带~            
(5星)	 主题曲真是令人难忘。            
(5星)	 当年迷郑少邱到一个不行啊。现在，才知道不那么完美            
(5星)	 又看了一遍程淮秀这一部，何等的深情啊，看得我神魂颠倒五脏俱焚。。。            
(5星)	 山川载不动太多悲哀，岁月经不起太多的等待            
(5星)	 还是上小学的时候看的            
(4星)	 小时候看觉得好有爱            
(4星)	 就记着小时候看过 情节 忘了~            
(5星)	 经典的剧情，最美的赵雅芝，还有最经典的主题曲。            
(4星)	 芝芝！对乾隆最初的印象就是郑少秋那样的！            
(4星)	 第一部嘿不错            
(4星)	 现在还记得那个片尾曲            
(5星)	 多配的一对，咋没成呢            
(4星)	 小时候每天不看就闹。。            
(5星)	 山川载不动太多的悲哀 岁月经不起太长的等待            
(3星)	 皇帝是色鬼建一个要一个            
(5星)	 这个如果不说经典那还真就没了……那时候这两个人都是巅峰啊，巅峰。            
(5星)	 秋官太帅了！            
(5星)	 郑少秋哈帅            
(5星)	 3            
(4星)	 主题歌好好听            
(5星)	 “江山载不动太多悲哀，岁月经不起太长的等待。。。”            
(4星)	 超喜欢小六子。。。            
(3星)	 看第二遍才发现是三女……曾经最喜欢金无箴，后来最喜欢程淮秀            
(3星)	 那个片头~~            
(5星)	 淮秀，忘不了的江南盐帮            
(NA)	 小时候一直以为他俩是夫妻……            
(4星)	 我现在还会唱那一句，山川经不起太多悲哀，以前老以为是是你拳法来的。            
(5星)	 赵雅芝赵雅芝赵雅芝 你一直很美 当时演员匮乏啊 这句话在这部电视剧里完美的验证了 要不 芝姐为毛一个银演了N个角色            
(5星)	 皇帝也是普通人。            
(5星)	 小时候觉得郑少秋好帅            
(NA)	 剧。即使无法真正的微服出访，想要避免满眼假象、满纸虚数据、华而不实的各类诉求机构，至少可以用心看看永远不给力的春晚节目，经过“太监化”的小品和歌曲多少还有那么一丝毫的民生、民意的公开诉求。            
(5星)	 雅芝阿姨真是美啊            
(NA)	 郑少秋是多少人的梦想啊。。。            
(4星)	 帅哥美女～～～～～            
(1星)	 看过一集            
(NA)	 小时候喜欢春喜            
(4星)	 我妈说我小时候老唱这里的歌            
(5星)	 小学时最痴迷的一部电视剧……            
(5星)	 剧情已经不记得了，唯一的印象就是赵雅芝一人分饰N角，还没人认出来……还有就是主题曲了            
(3星)	 小时候看 印象很深            
(5星)	 当年最爱看的乾隆故事，郑少秋赵雅芝版的            
(5星)	 保柱~贾六~春喜~            
(4星)	 小时被乾隆迷住了。。。            
(4星)	 片头、片尾曲，k歌的时候可以来一下，气氛佳~            
(NA)	 。。。            
(4星)	 记得上幼儿园宝宝班的时候看了，还有新白娘子传奇哈哈            
(3星)	 我一直纳闷为什么她演了三个人            
(4星)	 绝配，郑少秋和赵雅芝，在我心中真的很完美            
(4星)	 童年回忆，经典            
(4星)	 郑少秋最潇洒的那段岁月！            
(5星)	 经典！不解释！            
(4星)	 看这部戏。。。我会想起最怀念的长辈。。。他的最爱之一            
(5星)	 太经典了。            
(5星)	 还想再看一遍            
(4星)	 山川载不动太多悲哀，岁月禁不起太长的等待，春花最爱向风中摇摆。            
(5星)	 小时候最爱的主题歌 问情！            
(5星)	 据说在我还是一个婴儿的时候，我妈当时为了看这片子急的都不喂我吃奶了！！！！！！！！！            
(5星)	 小小时候最喜欢的剧啊，始终认为男女主角是绝配，前无古人后无来者。还有蔡幸娟的《问情》世上是有这样的歌 这样的曲 这样的名儿的呢。            
(5星)	 呃。。。            
(NA)	 当时我还坐我爸腿上呢            
(4星)	 经典啊。            
(5星)	 小时候的回忆！            
(NA)	 小学时看的，那时候娱乐真匮乏啊。。            
(4星)	 从小就看过的影片 在当时不激烈的影片市场 还是不错的一部连续剧            
(3星)	 郑少秋比张铁林好。            
(4星)	 实在是喜欢那春喜他们三个的紧。            
(3星)	 哇 那个主题歌不错 好像            
(5星)	 当时大概没有在想为什么赵雅芝一人分饰多角这件事            
(4星)	 这是一个传奇。我小时候的偶像就是陈淮秀了。            
(4星)	 爱江山更爱美人~            
(4星)	 刻骨铭心的程度当然比不上新白娘子，可是听到主题曲还是很亢奋，乾隆比许仙潇洒多啦            
(4星)	 我喜欢赵雅芝            
(5星)	 摘下梦中满天星~~~~~~~（¯﹃¯）            
(5星)	 小六子和春喜            
(4星)	 以前好喜欢好喜欢好喜欢。。。尤其沈芳那部～            
(NA)	 普哈哈,,,俺记得以前幼儿园的时候蹭爸爸妈妈的被窝,,,然后装睡觉偷偷看...嘻嘻...            
(5星)	 无可取代的四爷            
(5星)	 我的郑少秋就这么迷死我了```            
(3星)	 记忆中就是很色 小时候都有欲望了 那还了得。。            
(3星)	 那首好听的歌叫《谈笑一生》。            
(4星)	 真的是很小很小的时候看的了            
(4星)	 当初真的很爱看            
(4星)	 小时候的记忆！            
(3星)	 喜儿            
(5星)	 哎呦，我的个天啊！居然还有幼儿记忆的片子！            
(5星)	 哈哈  小时候第一次见秋官            
(3星)	 永远那么美的赵雅芝，永远那么年轻的郑少秋~            
(5星)	 初看这电视剧时，我还是小学生呢。            
(4星)	 最记得每次中途的插播分片头都要连放两遍，不知道是什么原因，哈哈，风格吧，抹不去的童年记忆            
(NA)	 每次看后和一群傻B玩儿重拍滴游戏！            
(5星)	 有芝姐和郑少秋的电视剧绝对好，从小到现在一直喜欢看。            
(5星)	 童年回忆            
(4星)	 话说，重看了一遍，我后悔了。。竟然有儿童不宜的情节啊。。。凌乱            
(5星)	 红尘一笑和你共徘徊            
(4星)	 这部很经典。            
(3星)	 好老啊~~~            
(4星)	 小时候最爱的电视剧            
(3星)	 很嫉妒这个皇帝，怎么能和那么多好看的女人好？看得我咬牙切齿，真像提醒那些女人，小心这个感情骗子。            
(4星)	 当年我其实是在这里认识赵雅芝的            
(2星)	 这个是远古时代的了啊。            
(5星)	 当时那么小的年岁，还以为戏里就是人生，还默默在心里想，这两人怎么都这么好看，这两人真是绝配。现在一听《问情》，还是会陷入回忆            
(3星)	 就是一个皇帝，每次出巡都带回个美女的故事美女还都是赵雅芝演的。            
(3星)	 我只能说，乾隆开创了戏说的先河。            
(5星)	 那时候觉得芝姐是天下最美的女子，秋官实在是风流倜傥。            
(5星)	 经典啊            
(3星)	 属于80后的回忆            
(4星)	 经典啊            
(5星)	 太经典了。。。            
(5星)	 小时候的最爱~~~~            
(4星)	 这都有……我幼儿园还唱着里面的歌儿呢            
(5星)	 小时候有多爱赵雅芝。            
(4星)	 永远的郑少秋永远的赵雅芝            
(4星)	 郑少秋赵雅芝这么般配，怎么没整到一起呢            
(NA)	 山川载不动太多悲哀，呜哈哈            
(3星)	 赵雅芝，很早的YY了            
(5星)	 赵雅芝！！！            
(4星)	 郑少秋+赵雅芝，荧屏最佳情侣。            
(4星)	 最早看过的一部古装剧...            
(4星)	 经典阿，主题歌很有味道。            
(5星)	 又一儿时经典~~~            
(5星)	 2岁时候看的~竟然还有印象~~~            
(5星)	 还有更经典的嘛。            
(5星)	 反正那个时候很爱。特别是每次开头那个登登登登。。            
(5星)	 秋官与芝姐的剧，哪能错过。            
(NA)	 曾经模仿过秋官当时在龙椅前潇洒转身摆手的动作。。。            
(4星)	 其实剧情有点……            
(3星)	 山川埋不住太多悲哀...            
(NA)	 中学看的，很好看            
(5星)	 好看。            
(5星)	 迷            
(3星)	 小时候天天盯着看~            
(5星)	 小时候特喜欢看！            
(NA)	 小时候的记忆，，，            
(4星)	 小时候纳闷乾隆咋老遇到长得一模一样的女人= =++            
(5星)	 小时候的偶像啊！            
(5星)	 小时候我是春喜。            
(5星)	 我妈妈的最爱阿 。             
(4星)	 乾隆真花花。。。。。。            
(5星)	 乾隆携太监与宫女欺骗众多民女失身的民间真实报道。            
(3星)	 据说我很小的时候电视就放过了，课时大学的时候我才看过。。。            
(4星)	 小时候萌啊            
(3星)	 这么经典的片子。那时候还一直觉得奇怪，这么乾隆遇到的每个女人，都长一个样。            
(NA)	 两个原来超喜欢，现在无感的人            
(4星)	 适合暑假无聊时看，说说闹闹的挺休闲            
(4星)	 那首歌至今都记得            
(5星)	 当时家里还没有电视天天去邻居家，当时大家的生活都是其乐融融邻里之间好有爱啊，这部戏还是我家买电视的导火索呢，感触好多啊            
(5星)	 小时候苦苦的等待阿```            
(4星)	 小时候看的 里面的歌经典的            
(5星)	 当年天天在沙发上模仿乾隆那个做龙椅的耍酷，哈哈，还专门搞大串佛珠挂上            
(4星)	 承载儿时的记忆            
(5星)	 小时候的最爱啊，赵雅芝太美了，喜欢贾六和宝柱嘿嘿            
(4星)	 秋官演乾隆和楚留香、丁蟹，三绝            
(4星)	 程淮秀，沈芳，金无箴。            
(4星)	 剧情真的不记得了，每次放完少女之春的广告就知道戏说乾隆开始了。。。满眼的赵雅芝呀，郑少秋一定要这样帅吗，宝珠贾六非要这样搞笑吗，哈哈~~            
(4星)	 小学时候看的，挺怀念的            
(5星)	 四爷～            
(4星)	 剧情都忘了 小时候看的~            
(5星)	 儿时经典            
(5星)	 其实不太记得剧情，不过印象里它很经典，主题曲一直念念不忘            
(4星)	 此剧及《雪山飞狐》并列童年印象最深的连续剧，还有主题曲……            
(5星)	 bong bong bong bong~~            
(5星)	 郑少秋是从小的偶像。。            
(5星)	 “伤的是盐帮！伤的是怀秀！”╮(╯_╰)╭            
(4星)	 不得不说 这个还真算经典 秋官 雅芝 真养眼呀            
(4星)	 难忘~~音乐很好听            
(5星)	 问情            
(NA)	 郑少秋蹿红大陆，我那时还买了把扇子~~            
(5星)	 小时候无限回忆啊            
(4星)	 情商比智商更重要            
(5星)	 经典呀~~            
(4星)	 小时候因为他都不去上学了也要看            
(NA)	 经典            
(4星)	 小时候觉得乾隆就是长这样的~赞            
(5星)	 康熙微服私访的老师            
(3星)	 当时还不理解啥叫风流……            
(3星)	 我不都知道我小时候都干嘛了。            
(3星)	 太久远了，没多少印象了只有片头曲记着很好听            
(4星)	 他俩太配了！美女爱英雄，尽管郑少秋戏外不怎么样            
(4星)	 山川载不动太多悲哀 岁月经不起太长的等待            
(4星)	 我娘说我爱看，好吧我爱看。            
(4星)	 秋官~还有‘问情’            
(5星)	 四爷··赵雅芝演了几个女主角··换在现在的话说·那就是精分挖            
(4星)	 那时候觉得赵雅芝老美老美的！            
(5星)	 我看过了            
(NA)	 全家人一起看过。很好！歌曲也好！            
(5星)	 我最爱的芝姐~~            
(4星)	 稀饭的两主角~            
(NA)	 恩，那个时候我迷恋糖醋排骨，每次会说成糖醋排骨最好看，戏说乾隆最好吃~~汗~~~            
(5星)	 很美好的回忆   很喜欢电视     很棒的剧情   很棒的演员            
(5星)	 风流多情皇帝与三个名女之间感人至深的爱情故事，武打，言情结合的紧密无间~赵雅芝扮相绝美            
(5星)	 这个算是小时候看过的最不CJ的电视剧了            
(3星)	 很小的时候的作品，只记得赵雅芝很美~~            
(4星)	 郑少秋+赵雅芝+《问情》+《来生再续缘》=4星            
(NA)	 没看完            
(4星)	 说话刚顺溜点就看了这个……所以在看完之后，可以清晰快速的说：“盐帮帮主陈淮秀”……老爹对此很汗            
(3星)	 看的不是电视，是姐的小学时光O(∩_∩)O哈哈~            
(4星)	 那年头超爱赵雅芝啊啊啊啊~            
(4星)	 那个时候脑子里再也没办法装下别的东西了，当时觉得这是世界上最帅的男人和最美的女人，不过现在依然觉得赵雅芝太美了~            
(NA)	 那时候惠英红很美的            
(4星)	 每天半夜十二点，真有劲头~~ps.越追溯越年轻。。。            
(5星)	 那时候竟然不知道这是港剧。90年代是港剧的黄金期啊            
(NA)	 神曲   帮主你好傲娇~            
(4星)	 当年我觉得郑少秋还是很帅气的            
(5星)	 电视剧和歌曲都那么经典。郑少秋演的乾隆别人比不了。            
(5星)	 必须经典啊 ！！！            
(4星)	 深深深深地记得那首 问情            
(5星)	 很喜欢的演员，很好听的主题歌，留住童年的记忆中。            
(3星)	 里面的女的 都长一个样啊            
(5星)	 以前的台剧比较好看呢。歌也好听。小时候可喜欢了。雅芝阿姨怎么都不会老呢。            
(4星)	 童年最爱~            
(4星)	 我承认我看过，在我出生的那个家中。只是年岁太过久远，早已尘烟~~            
(4星)	 突然想起【问情】这首歌，反复循环，以前都没发现这首歌的歌词写的那么好。联想到【戏说乾隆】，算是童年记忆吧，小时候很喜欢看。郑少秋很帅，赵雅芝很美。            
(5星)	 小时候没觉得，现在一看，这女主都是芝姐，各种性格各种身份，难道乾隆你看不出来。。。话说郑少秋和芝姐才是我心目中的官配~~~PS:看完这部剧落下的毛病，喜欢拿着扇子乱耍            
(5星)	 男的帅，女的靓，这个一点不发瞎！            
(4星)	 赵雅芝那~            
(NA)	 记得当时俺喜欢沈芳            
(5星)	 问情            
(5星)	 片头曲真是经典啊~            
(NA)	 童年            
(NA)	 以前的金童玉女啊~            
(5星)	 那时，都不知道何时            
(5星)	 经典不要多说，即使现在看你也不会觉得它差。印象中的秋官实在太帅气潇洒了，真没有什么赵雅芝的印象，系列里边好多美女啊。反而，双喜啊他们三个给我更深的印象～还有主题曲            
(5星)	 经典经典            
(5星)	 小时候很多幻想~木哈哈~            
(5星)	 心里面永远的乾隆，秋哥。一首《问情》成了我们心中永远的回忆。“一生的聪明，情愿糊涂。”            
(5星)	 好喜欢赵雅芝和郑少秋，最最最最最最最完美的荧幕情侣，最佳的拍档，也是一步经典之作啊，把皇上和民女之间的爱恨情仇演绎的那么完美与凄绝。            
(3星)	 小时候忒喜欢赵雅芝            
(4星)	 秋官当时真潇洒~潇洒哥和神仙姐姐~            
(3星)	 貌似里面的歌很好听，剧情是一点都记不住了            
(4星)	 小时候叫它“戏耍乾隆”...觉得“春喜”比女主角给力            
(5星)	 赵雅芝和郑少秋的无敌搭配！            
(3星)	 印象中我有生以来看的第一部电视剧            
(4星)	 那曲子还记得呢~！            
(5星)	 主题歌喜欢~            
(3星)	 回故            
(5星)	 它的不干贴占据了我家旧书柜的主要位置~            
(4星)	 小时候超喜欢他们呀~~俊男靓女~~好听的主题曲~~~            
(4星)	 经典的乾隆，经典的芝姐啊。            
(5星)	 大概是我小时候最喜欢的古装片。            
(4星)	 这台本写的，真叫一个好！现在的编剧都应该好好学学。小时候喜欢怀秀，长大了才发现，那个刁蛮泼辣的沈芳最让我疼惜。            
(4星)	 回忆回忆            
(4星)	 郑少秋影视后期经典之作！            
(4星)	 每年重播的时候还能耐着性子再看几集。            
(4星)	 就记得,歌好听,郑少秋帅            
(4星)	 至今都被无数80津津乐道的经典电视剧！            
(5星)	 小时候绝对的经典            
(5星)	 经典到不行!!我童年的记忆点            
(4星)	 秋官当年那叫一个帅啊~            
(5星)	 很怀念，音乐响起就会赶过去看。。            
(5星)	 郑少秋 我爱的第一个男人            
(3星)	 还蛮怀念的···            
(5星)	 超级好看，哈哈哈！            
(4星)	 音乐至今还很熟 情节却已经无从说起了            
(5星)	 经典啊，看过三四遍了！            
(4星)	 看着长大的..囧            
(3星)	 这个也是小时候的回忆。更记不得了。豆瓣真好，我在这里把我潜意识里不知躺了几件的记忆片段都捞回来重现了☺            
(5星)	 小时候看这部片子，对剧情并不太懂，只觉得一个风流倜傥，儒雅潇洒，一个美丽绝伦，风情万种，这样出彩的两个人把我这个小女孩的心深深俘虏了。事隔多年，无意中又听到了问情，美丽的记忆又被唤醒。重温此片，为淮秀和四爷最终相忘于江湖扼腕痛惜，那么完美的一对啊，终于明白，有些爱情终究无法圆满。            
(3星)	 那时候我还小，老爸天天拿个录音机放里面的主题歌= =            
(4星)	 小时候的最爱~~            
(4星)	 小时候的电视剧都好好看            
(5星)	 片尾曲超好听            
(4星)	 小时候印象最深的古装剧            
(4星)	 我爱片尾曲！            
(5星)	 后来我说我很萌里面前几部的宝柱……可是他们都不知道是谁……是一个侍卫……            
(4星)	 本科还重看了一遍如果剪掉最后一部深宫戏，我会更喜欢            
(5星)	 哦，我的赵雅芝时代~~~入迷到死，偷偷半夜爬起来打开电视，盖上床单看~~~上课时候偷记歌词，爱江山更爱美人~~这是我小时候的人生观呐哈哈 ，，，真有出息。。。。            
(5星)	 这也是我小学时YY的男主之一。。。            
(4星)	 喜欢那首片头曲.            
(5星)	 幼儿园时代的剧~~小P孩的我就觉得非常好看了~经典。            
(4星)	 小时候的装13pos就是他教的            
(3星)	 春喜！乾隆下江南——南下播种路……            
(NA)	 小时候超喜欢程淮秀。现在想想，那些女人赵雅芝都一个人演了，乾隆可真悲催。            
(5星)	 第一次记住的电视剧至今记忆特别深刻。懵懂间，只看到了美丽的人和美丽的景。余韵，留余韵的爱情，是长大才懂的。            
(4星)	 这个很老了，我总觉的 这个皇帝 有点像刘德华~哎            
(5星)	 影响一生啊。。            
(5星)	 一颦一笑都是经典．．．            
(5星)	 哦哟，皇帝开始成为梦中情人的电视剧，虽然女猪只有一个            
(4星)	 最潇洒的乾隆            
(4星)	 从郑少秋的脸上晓得了啥子叫阴笑~~就是喜欢看小太监和春喜吵架，哈哈~~            
(5星)	 小时候天天看            
(5星)	 小时候好喜欢……            
(5星)	 经典            
(4星)	 繁华过后成一梦~~            
(4星)	 看的为数不多TVB之一那时候好像很迷恋乾隆皇帝很帅。思密达~            
(4星)	 那首 问情 经典到不得了            
(NA)	 赵雅芝在里面演了多少个女子？一个沈芳，足矣。            
(4星)	 俊男靓女~            
(3星)	 童年回忆之一……            
(4星)	 那会就喜欢看那俩。。甲六 保住。。            
(5星)	 赵雅芝阿姨            
(4星)	 怀旧~~~最喜欢陈淮秀~~~            
(5星)	 小学的时候看的，记得那时候为了看电视剧，每天回家老老实实写作业，复习功课预习功课，表现特好，就为了能看上戏说乾隆。长大了之后就把戏说乾隆里的所有场景都去实地考察了一遍（旅游美得很～～～）现在还是每年必重看一遍，听听里面所有的激昂音乐            
(NA)	 小时候最爱这个            
(4星)	 没印象了，只记得风流倜傥的郑少秋。。。            
(5星)	 是叻 我童年看的就是这个            
(3星)	 分是给雅芝姐姐的            
(5星)	 儿时不懂得东西太多，但是却记住了他的潇洒！            
(4星)	 郑少秋年轻时            
(4星)	 不太记得了，只记得郑少秋好帅啊            
(4星)	 都忘的差不多了……            
(3星)	 还算蛮经典的老电视剧了。。两大主角郎才女貌。。呵呵。。            
(4星)	 山川载不动太多悲哀，岁月经不起太长的等待！            
(3星)	 经典组合。            
(3星)	 3.5分吧，觉得乾隆很色            
(4星)	 我现在还爱唱那首歌            
(4星)	 一代戏说剧元祖            
(3星)	 當年覺得很好看，現在覺得一般般            
(4星)	 小时候，角色扮演~春喜，皇上~~~            
(NA)	 我唯一记得的是江淑娜唱的那首歌。            
(NA)	 儿时的偶像剧            
(4星)	 哇 哈哈，好老的电视剧啊。            
(3星)	 主题曲灵。            
(5星)	 虽然现在看起来不怎么样，但是当时确实秒杀一切国产电视剧。            
(NA)	 扇子甩的挺有样儿            
(4星)	 经典中的经典啊，剧本也写得好，听剧中人说台词是种享受            
(5星)	 喜欢强强联合，为什么赵雅芝那么气质呢？想起那一脸的温柔，天呐。还有那首：爱到不能爱，聚到终须散，繁华过一成一梦啊。            
(4星)	 赵雅芝实在是厉害，三部，三个角色都是她，心中永远的偶像。。。。            
(2星)	 反正我觉得难看。            
(NA)	 很小时候，记忆中的一个片段            
(NA)	 还想看            
(NA)	 小时候怎么就那么爱看电视了~            
(3星)	 扭捏的爱情片。            
(3星)	 童年……很小的时候好像看过……            
(5星)	 媽媽說男人不能看皮相，但我就是喜歡即使是老了看起來也非常帥氣的人。            
(5星)	 多么美好的回忆            
(4星)	 郑少秋真帅啊~            
(4星)	 童年回憶之一            
(5星)	 比康熙微服要早得多了，着装华丽，动作效果设计独特，至情，至性，是个大手笔的作品。            
(5星)	 记忆中永远的经典。小时候旧旧的美好的时代与回忆。一个帅呆一个美呆。还有一个古灵精怪的小春喜。            
(5星)	 当赵雅芝遇见郑少秋……            
(4星)	 赵氏阿姨真绝色            
(5星)	 郑少秋好像就是这里开始大红大紫抛弃肥肥沈殿霞~还有女儿郑欣宜的。肥姐医生对这段恋情和秋仔耿耿于怀致死依旧这样子，小孩子现在好可怜，大家一起来支持欣宜吖！她其实没有媒体讲得那么讨厌，完全因为母亲保护太好的原因啦！JOYCE光靠前辈提携不能够支撑自己的生活开销吖！娱乐圈压力好大哒！！            
(1星)	 风流成性的乾隆 这个改的过于离谱了            
(5星)	 即使已经20年过去了，现在还是会经常翻出来看看这部剧，经典就是经典，这样的爱恨情仇无论放在任何年代都不过时            
(NA)	 往事啊，小时候我记住的第一个女主角            
(4星)	 小时候好爱看的片啊            
(5星)	 早就忘光了，但是当时一集没拉            
(3星)	 我小时候一度以为皇上就是长那个样子~            
(3星)	 啥時變成香港片拉?!?!            
(4星)	 童年记忆            
(5星)	 喜欢帅哥            
(5星)	 听到主题曲都会湿~               
(4星)	 回想当年和刘罗锅各分秋色日子            
(3星)	 小时候看的，就记得乾隆会武功            
(4星)	 其实吧~当年是跟奶奶一起看的，现在看来这种形式的剧还真是有点看不来。。话说~还是想起了好多事~有些事没来得及说对不起~很遗憾            
(3星)	 哎哟 主题曲有爱 青葱岁月啊            
(4星)	 小时候的我，每当中间插曲的时候我都很激动            
(NA)	 秋官芝姐的完美合作。            
(NA)	 哈哈，刚在微博上看了一个视频，80后的回忆——经典电视剧。真的是小时候看的，蛮有意思。            
(4星)	 呵呵，乾隆是我接触最早的皇帝            
(5星)	 山川载不动太多悲哀            
(5星)	 江南程怀秀、夏河沈芳            
(5星)	 那时多希望两人真的在一起a ~            
(5星)	 又是一部让我小时候为之花痴的电视剧。。。。。。            
(4星)	 其实已经忘了演的什么了，太小了当时            
(3星)	 乾隆，风流不知止啊、、、            
(3星)	 我的天，小学时看的。            
(4星)	 其實我已經忘了劇情了            
(4星)	 小学时候，我们还都起戏里的外号呢~ 春喜 小六子 都好听的名字。郑少秋不予评价            
(5星)	 小时候趁父母不在家和姐姐偷偷看完的            
(5星)	 恩哈哈哈            
(5星)	 好看……            
(3星)	 小的时候超爱看。后来重播的时候，发现更喜欢的是能找回小时候的心境            
(5星)	 太老了 不过小时候百看不厌~~            
(4星)	 很喜欢第一段            
(3星)	 大江大水天自高啊……            
(4星)	 儿时大爱的电视剧，那时候很喜欢哼唱剧中的主题曲            
(5星)	 我不知道导演，但是我记住了编剧！！！            
(4星)	 只是喜欢郑少秋和赵雅芝            
(5星)	 十分喜欢，主角、配角、故事、情节都很好            
(5星)	 只是回忆 了            
(1星)	 不喜欢ZYZ            
(3星)	 帅哥，其他没印象了            
(3星)	 那时候还很疑惑乾隆怎么来来去去都搞同一个女的            
(NA)	 片头片尾曲，彻底的好听！            
(4星)	 爷爷家的记忆            
(5星)	 那时每晚必看。            
(5星)	 很有范儿~            
(4星)	 两人挺配的            
(4星)	 很小很小的时候跟着爸妈看..主题曲还记得，剧情忘光了...            
(NA)	 很小的时候看的            
(NA)	 没有记忆了            
(3星)	 多年前半夜断断续续看的，今时今日对古装戏半点耐心都没有            
(3星)	 童年            
(NA)	 以前最爱            
(NA)	 当年。。。我爱死他们了            
(3星)	 好恶心...= = 唉            
(4星)	 山川载不动太多悲哀，还好是戏说，乾隆要是真那样，真不知道历史会怎样            
(4星)	 歌很美            
(5星)	 永远的经典  小时候就觉得这台词与别不同了 芝姐就是我多年的梦中情人！            
(5星)	 都忘了，就记得赵雅芝老漂亮了~~            
(4星)	 小时候，秋官是我的神……            
(4星)	 一个潇洒，一个美丽。。。。迷            
(5星)	 我一直以为赵雅芝和郑少秋只有20几岁……            
(5星)	 哈哈，想起了学前班时同学课间游戏。。。            
(5星)	 淮秀，跟朕回宫吧……╮(╯▽╰)╭            
(3星)	 我真的老了，初中时看的片子            
(5星)	 要是哪家电视台重播 我会支持的。            
(4星)	 不敢说有多好，但确实是儿时的回忆~~            
(3星)	 现在基本都忘咯！            
(5星)	 给五星只因自己喜欢            
(NA)	 四爷…            
(5星)	 虽然都忘了剧情了……还记得边看边吃爸爸泡的芝麻糊            
(5星)	 当年郑少秋演这部剧，你还别说，确实很帅了每年暑假的时候好像都要放的。每次都百看不厌            
(5星)	 那时好迷赵雅芝            
(4星)	 大爱啊大爱~~~那时还不知道女主角就是赵雅芝 就觉得女主角好漂亮好漂亮~~            
(4星)	 这应该是在我还比较小的时候看的剧。那时还风流倜傥的郑少秋和风姿卓越的赵雅芝            
(5星)	 多年了 我还是有些牵挂 心里还是会难过            
(5星)	 我只记得郑少秋老是调戏赵雅芝            
(3星)	 只记得看过了，看了些什么，实在想不起来了，那时还太小            
(4星)	 迷恋少秋的时代            
(3星)	 只记得赵雅芝在里面一人分饰多角。            
(4星)	 除了问情 我真的记不太清楚剧情了            
(5星)	 都以为这是港剧，其实它是部台湾剧。评价就不用评了，它不算经典谁算？！我指第一部，续就算了            
(NA)	 赵雅芝            
(5星)	 这个很小的时候看的，绝对经典。            
(5星)	 起码当时觉得很好看            
(5星)	 “江南、塞外、宫闱 ” 经典元素的鼻祖            
(4星)	 这个风流的皇帝哦。            
(5星)	 啊。。。。。。。。四爷            
(5星)	 90年代偶像剧非青春偶像……            
(4星)	 满满的都是爱。。            
(4星)	 小时候看不大懂 但依然如痴如醉。。。            
