http://movie.douban.com/subject/1786755/	冬日恋歌 겨울연가
(5星)	 中学时代对韩剧的记忆            
(2星)	 两主演都不是我喜欢的型            
(5星)	 对于两个相爱的人来说，彼此的心就是最好的房子···            
(4星)	 年輕時候看過的裴勇俊 現在看看我怎麼可能喜歡他呢            
(4星)	 Used to like it alot            
(5星)	 永远的经典！！无法超越            
(2星)	 不喜欢，over。。。            
(3星)	 没看完。            
(NA)	 我听过顺义台播放的盗版配音，真想拍死他，不过这个原声带我还买来听，好几首更琴曲都不错的说。            
(3星)	 我当年看的是深夜档。。。不过还是蛮赚眼泪哒~~            
(4星)	 在白雪皑皑的冬日，素净的爱情，素净的两颗心灵。很催泪的一部剧啊。            
(5星)	 怕冷的我也爱上了这美丽的冬天，美好的滑雪场。            
(NA)	 唔。。。这样算起来看过的韩剧还不少  裴叔叔你老了            
(2星)	 裴勇俊还大妈杀手！自己就是大妈！            
(5星)	 回忆里的经典，我是男人的话崔智友肯定是我的菜            
(4星)	 蛮唯美的爱情可惜男主眼睛最后看不见啦。            
(4星)	 唉 明知道这些剧情很狗血 但姐还是不争气的哭了            
(3星)	 一部不怎么喜欢 但却永远被记住的韩剧            
(4星)	 好吧，L，因为你，我再加一颗星...            
(5星)	 看的第一部韩剧。。。            
(4星)	 最爱的韩剧，没有之一            
(4星)	 最喜欢前面四五集，我觉得是这部戏的精华。。。            
(5星)	 曾经超迷的一部韩剧，滑雪场好美，裴勇俊好有味道            
(5星)	 最爱的韩剧，第一次能把一部电视反复看很多次            
(4星)	 初中晚上连播两集，我妈硬是只准我看一集！！！            
(4星)	 据说裴勇俊是这么发短信的：“好冷耶～”。。。            
(NA)	 不喜欢男主，崔智友很有气质，很漂亮。            
(5星)	 好感人。好单纯的初恋            
(3星)	 后来好像木有看完，但是冬天的感觉真好            
(5星)	 迷人的裴勇俊，幸福到不行的崔智友            
(4星)	 看到第三集就看不下去了。            
(5星)	None
(5星)	 人生第一部韩剧，也奠定了我大学初始的基调。。            
(4星)	 这是小学五年级的我看的第一部韩剧，眼泪没少流。            
(5星)	 那个时候好喜欢眼镜~            
(5星)	 竟然没标注！            
(4星)	 还借书来看了，记得书中说“他们染上了初恋的毒”……            
(5星)	 最爱~            
(4星)	 当时泪点很低啊！            
(3星)	 为什么在日本那么红，费解            
(5星)	 多久远的记忆~            
(3星)	 还可以..只记得那句&#34;命运的车轮已经开始转动了&#34;...            
(5星)	 很喜欢的片子。            
(5星)	 高中的热播的时候特意去剪了个和友真一样的发型。。剧情很虐。。而且慢。。孤认为这个时期的裴勇俊还是算好看的。。。            
(5星)	 风靡一时，赚了太多人的眼泪，也包括我。            
(5星)	 日本太太们似乎很知道和喜欢他~            
(4星)	 我看的第一部韩剧，那个痴情的初中一年级。            
(NA)	 我的老男人情结始于裴勇俊            
(5星)	 这种经典还需要说什么吗！            
(4星)	 还不错啦 = =            
(5星)	 因为这部剧爱上裴勇俊            
(3星)	 傻逼            
(3星)	 记得当年一朋友极力推崇下回家看了，结果正好看到裴勇俊上学那会，问同学这男主也叫帅的？朋友答曰：他一定要染个发，烫一下，再戴个眼镜才帅。。。            
(5星)	 初中看了三遍啊！纯为回忆和青春五星！            
(4星)	 高中的中毒片。。。裴勇俊~~            
(5星)	 韩剧的开山之作。可以让我爸认真看完的唯一一部韩剧。时至今日我爸看到韩剧中长得清秀的女演员出现，都会认定她就是维珍。。。。            
(5星)	 这种没完没了的折磨，我太懂了            
(NA)	 高中的一个梦            
(3星)	 悲剧，可是无感。。。。            
(3星)	 一度中国编剧模仿的范本啊            
(4星)	 很早就看过了  昨天闲来无事又看了几集  终于发现我的几个癖好原来就出自这里            
(5星)	 初二的时候每天五点半放学，马上飞奔回家看电视，哪怕只是听到片尾曲，我也觉得很幸福，那个时候的快乐真简单，当年非常喜欢，现在的我再看这部剧，已经完全没有那个感觉了，岁月啊……现在的我会给3星，但当年的我会给五星            
(4星)	 可怕的母亲的控制欲，这回搞的是车祸+失忆。            
(5星)	 那时总是单纯地被感动，从此迷上眼镜男            
(5星)	 最早认识的韩剧            
(5星)	 铭刻在记忆中的雪白            
(4星)	 又是老妈要看。。。无奈了。理由竟然是：裴大叔跟我同一天生日。            
(5星)	 唯一一部能让我看上几遍的韩剧~            
(4星)	 我记得我比较喜欢姜俊尚不怎么喜欢李民亨~            
(5星)	 最最美好的感觉            
(4星)	 那时觉得很美好            
(5星)	  我看两遍，现在还在回顾！            
(4星)	 裴勇俊一下子火了！            
(5星)	 回忆里的雪花真美            
(5星)	 经典！            
(4星)	 ost很赞，带眼镜的男人也可以这么帅            
(5星)	 我的最爱！！！            
(4星)	 老得我都不记得了...            
(NA)	 大叔万年大叔脸            
(5星)	 当年初一的我完全中毒            
(4星)	 我竟然又看了一遍，还很享受的。。。            
(NA)	 岁月流过，你我还有勇气回头吗？            
(5星)	 最爱。这种感觉无以取代。            
(3星)	 只是喜欢裴勇俊            
(3星)	 还好伐            
(5星)	 小时候跟妈妈一起看的            
(5星)	 有太多太多的经典句子了。每次看都会有不一样的感觉。            
(3星)	 喜欢崔智友，裴勇俊成为过去式            
(5星)	 永恒啊            
(2星)	 年幼时很是沉迷的片子，现在看来真是连一集都看不下去了。唉。。。            
(5星)	 02年看的第一部韩剧，也是最爱的，一直没忘记            
(4星)	 国民梦中王子啊~            
(4星)	 冬日里的爱情。。。。记得有失忆的情节。。            
(5星)	 韩剧鼻祖。。。。。。。。。            
(4星)	 里面的插曲很好听，裴勇俊在很长一段时间内都是我认为的韩剧的代表性人物            
(4星)	 当年哭得死去活来的~            
(4星)	 女孩子好可爱            
(4星)	 当初啊，追着看的……            
(NA)	 只记得裴勇俊摘掉眼镜真是不好看。            
(3星)	 典型的韩剧            
(5星)	 最喜欢的韩剧之一，那种意境堪称完美！            
(4星)	 那时候的裴勇俊啊！可是我怎么就喜欢不起来崔智友！            
(4星)	 小的时候真的很喜欢            
(5星)	 心中的美好。。。永远的            
(3星)	 当年租碟看完的啊啊啊……            
(3星)	 这个。。。我都不记得了。。            
(4星)	 我只是记得那个结局~~~美好的结局。。            
(4星)	 到现在还是觉得很好看            
(4星)	 我为数不多的坚持看完的韩剧。。。。            
(NA)	 淡淡的......            
(2星)	 不欣赏这种爱情，太繁琐了            
(4星)	 还是不明白为什么有这么多人喜欢裴勇俊            
(5星)	 我最爱最爱最爱的韩剧，也是唯一看完的一部。想当年，我爱裴勇俊的事儿在高中很是一个话题            
(5星)	 影响一生的韩剧            
(4星)	   經典啊，那時裴勇俊真的很紅，就因為這部片子，我對朴龙河那個BT角色有了偏見，不夠後面拍得《on air》就又覺得他其實很不錯            
(4星)	 还好还好，至少在一起了。            
(5星)	 很唯美, 看这个才喜欢上看 裴勇俊的戏            
(3星)	 戴眼镜的裴，很斯文。。只是剧情纠结人，不是我喜欢的类型            
(4星)	  讨厌悲剧。。。            
(4星)	 白雪皚皚            
(3星)	 和爸爸妈妈一起看了大概有一百遍。。而且是中文版。。每一句台词都会背了。。。            
(NA)	 如果把我囚禁在一个荒岛，让我选择一部电视剧来打发时光的话，毫无疑问，冬日恋歌。已经记不清看过多少遍了，每次都会心痛，都会流泪。自认自己不是一个疯狂的人，不是一个哈韩一族，可我还是买了冬日恋歌的光盘海报磁带贴画书籍一切相关的东西！还有循环播放的主题曲！手机铃声！            
(NA)	 这种电视剧一定只有女生爱看            
(5星)	 曾经多么的迷恋这个微笑眼镜男            
(5星)	 哎呀！那围巾戴的太有爱拉~            
(4星)	 高二的那个冬天            
(5星)	 雪白的毛衣，温暖的冬季            
(3星)	 不知道为嘛不大喜欢……            
(4星)	 想起来张信哲唱的中文版主题曲            
(3星)	 不喜悲剧            
(5星)	 一直喜欢这部            
(3星)	 初中的记忆了吧            
(5星)	 居然沒有看過這部電視的記錄……            
(NA)	 惟珍 感觉好人总是错失所爱 坏人得到世界 如果好人的男人是个昏君 好人 还是错失所爱 所以说男人多重要             
(4星)	 当年高三，没看结束就去学校了。结果整整两个月裴勇俊的笑容挥之不去。这部也只能看一次，没必要看两遍            
(NA)	 挚爱挚爱，裴帅，mylove            
(5星)	 最爱            
(5星)	 我的梦            
(3星)	 我妈的又一爱。。。            
(4星)	 为裴勇俊而来~            
(3星)	 现在回想起来。剧情一般。            
(5星)	 好早之前看过            
(4星)	 经典！雪景美啊~            
(4星)	 那个年代很火哦            
(3星)	 没有一个正常人……防御机制怎么都那么吓人啊？？            
(2星)	  da shi suo wang             
(4星)	 两次看通宵场都看了这部，第二次看到最后突然觉得睡不着了。            
(5星)	 经典的韩剧之一，为嘛现在可以让人坚持看完的连续剧找不出来了？？？~~~            
(5星)	 五颗星，不仅仅是冲着这部戏，更是因为说起这部电视剧就想起小学的时候买磁带听，跟小林子一起猜曲谱，然后用竖笛吹出来的时光，那么痴迷地热爱雪也是从这个时候开始的            
(5星)	 眼镜暖男~~~~~！！！！            
(NA)	 难得看完整的韩剧之一            
(NA)	 里面的那个小男孩也很可爱            
(5星)	 无数遍！！！            
(3星)	 记忆中妈妈经常在看的一部~            
(5星)	 承载了太多的经典            
(3星)	 初中一股恋裴潮就是从这部片引起的，我也是里面的一份子。记得我还写着有些人只可以远看，不可以亵玩焉。之后被人笑话一场。            
(5星)	 两部看完整的韩剧中的另一部。            
(3星)	 韩剧的经典嘛。当年很火            
(5星)	 大爱裴勇俊            
(3星)	 悲            
(5星)	 我的2002年？追此剧。            
(5星)	 最爱            
(4星)	 经典            
(NA)	 我娘每次回味的经典剧目            
(NA)	 又一经典！            
(5星)	 在大家都迷恋裴勇俊的时候我果断的同情着朴龙河.... 到现在崔智友已经升级为女神 提到朴龙河只想到可惜还有一张张哭肿了的脸            
(4星)	 当年很喜欢啊！现在已经不喜欢裴勇俊了啊            
(4星)	 要不是裴勇俊不是我的style，就完美了==            
(5星)	 对经典的最好诠释            
(NA)	 看的时间很早了,有点忘记了 ...            
(5星)	 以前心情不好的时候就看这个电影，哭个没完没了~~~            
(3星)	 感觉一般，没看完。            
(3星)	 灰常的煽情            
(5星)	 韩剧中的经典啊，            
(1星)	 曾经很火，可是俺不喜欢            
(4星)	 勇SAMA~            
(4星)	 看了不下十遍！            
(4星)	 最喜欢的韩剧            
(NA)	 一部笑片。            
(3星)	 不是我的菜.            
(5星)	 내 첫사랑..            
(4星)	 太悲啦~            
(3星)	 我爱裴勇俊，讨厌韩剧的拖沓！！            
(5星)	 看冬季恋歌恋上冬季恋上白色恋上裴勇俊！            
(NA)	 超级好看。            
(NA)	 你真的忘得了你的初恋情人么            
(5星)	 我控大叔            
(4星)	 小时候的经典            
(NA)	 师奶杀手 vs 纯情御姐            
(5星)	 奇怪……这分比我想想的低啊············            
(5星)	 看完难过地以后每每听到OST都会不可控制地有揪心的感觉。。。那样的爱情太纯粹太美好也太幻想了吧。。。            
(5星)	 挺感人的……            
(4星)	 经典韩剧！            
(3星)	 大学时代的韩剧啊            
(5星)	 最爱！            
(NA)	 o(≧v≦)o~~好棒            
(5星)	 崔智友气质至佳，裴勇俊安静优雅，好美~            
(5星)	 人生第一部韩剧            
(NA)	 一度超爱，经典的又一例            
(2星)	 没有蓝色生死恋好看            
(4星)	 可能再看还会哭吧。            
(5星)	 让我知道爱情就是执着的电视剧            
(4星)	 zhi ji de dang nian cui zhi you hen mei            
(5星)	 裴勇俊 眼鏡王子!!!!!!!!!            
(4星)	 无忧无虑的初一就爱自己找虐。从这部剧开始留意冬天的美            
(4星)	 也是初中看的.那时候迷裴勇俊迷了好一阵子.            
(5星)	 忘不了啊            
(5星)	 喜欢裴勇俊就是从冬剧开始，喜欢他的自信与体贴。“无法爱，那么远远看着你可以吗”            
(4星)	 虽然我喜欢的是姜俊尚不是李民亨，虽然我最心痛的是从头至尾一直守候在一旁最后为了爱情而不得不变得卑微，可怕，痛苦的金相奕，虽然我一点都不喜欢男主，虽然这样的爱情对我来说有点造作有点假，但，还是记忆里美好的回忆……            
(5星)	 当年LOLI的时候多少迷恋裴勇俊大叔啊            
(4星)	 第一次关于韩剧的记忆            
(5星)	 再看的时候，好像又想起当时的心情，一样的主题曲，一样的场景，有梦可做真好。             
(5星)	 韩剧的经典片，清新浪漫的场面一再被后人模仿重演。刚开始看，已经被打动。喜欢韩剧的人从这部片开始吧。            
(4星)	 小学还是初中看的            
(4星)	 白色的雪好美            
(5星)	 我那时候那么喜欢男主角            
(4星)	 很催泪的一部爱情剧。。。            
(5星)	 裴勇俊的都好看，但是最好看的还是情定大饭店！            
(4星)	 一个字……悲……            
(4星)	 这个也不用多说了！凄凄惨惨戚戚啊            
(3星)	 为什么 男主瞎了还戴眼镜。。不能理解。。造型需要么。            
(5星)	 因为这部剧，迷上了裴勇俊，怎么可以有笑容那么温暖的男人，即使是在下雪的冬天，也克让人暖和起来？！同样是很纠结的戏码，不过最后经过万般的挫折，两人能走在一起···            
(3星)	 韩剧有三宝有钱有病治不好            
(4星)	 同父异母，车祸失忆，俩人在一个场景都能瞎眼看不见而错开，对话要反复重复好几遍的纠结韩剧。            
(3星)	 我看过的为数不多的韩剧之一。最感动于那一声“哥”……            
(3星)	 喜欢不起来。。            
(4星)	 为了我妈看了无数遍也要给他四星            
(5星)	 依稀记得是初二的时候播的，迷的死去回来的，就因为根本没得看，而偏偏又从从10年后开始看的，和姐姐两个人一起看感动的啊，不过现在回忆起来姐姐那么表面满不在乎拒绝无数男生的人一直以为是她是不需要爱情的，原来也会和我一起迷恋那。。。因此冬天变成了最爱的季节，也爱上了下雪和整个故事            
(3星)	 当年倍儿疯狂...            
(5星)	 这是我看过的第一部韩剧            
(5星)	 经典爱情故事的顶级。很难有作品超越它            
(5星)	 看过次数第二多的韩剧，直到今天我都喜欢裴勇俊~~拍得美，大家演得也好~~            
(5星)	 不知道为什么 总是会被那种眼神所吸引 那种深爱一个人的眼神            
(5星)	 绝对的经典。            
(5星)	 经典            
(4星)	 太悲了            
(5星)	 只喜欢裴勇俊高中的那一段~~ 太灵了~~            
(5星)	 以前看的时候觉得好美好好看，男主角怎么就那么帅，女主角怎么就那么纯，现在觉得真的拍的一般，景色很漂亮啊            
(NA)	 没看完过            
(4星)	 没看全过，崔智友是韩剧女王，很难不被她吸引，情节太纠结了。。。            
(NA)	 教会了我好多系围巾的方法…………            
(4星)	 也是上初中看的一部剧了，很经典，歌曲很好听，演员的演技也很好，勇样真的上很有气质呢。。。。            
(5星)	 很典型吧，不是瞎了，就是绝症。不过仍然很喜欢他们那种又挺现实的爱情。那时的裴勇俊很帅，那时的崔智友很美丽。            
(4星)	 你会这样等一个人么。在若干个冬天。            
(4星)	 裴勇俊很帅            
(5星)	 女一冰清玉洁，男一很靠谱。男二长得很欠扁，女二典型反派。            
(5星)	 这个么，裴勇俊呀，当年凭这部韩剧一炮冲天的呀，里面的星星项链，我还收藏着...            
(5星)	 看的第一部韩剧，超经典！            
(5星)	 2004. 很难超越的韩剧，哭得很惨~ 爱裴勇俊！            
(3星)	 当初对这部的迷恋让我猛然明白原来少女心还在            
(5星)	 看过的第一部韩剧，经典之作！            
(3星)	 以前的韩剧太悲情，太柏拉图，太缓慢了            
(3星)	 当时就觉得裴勇俊很老来着。            
(5星)	 一直被山寨，从未被超越            
(4星)	 不错，音乐和相貌。            
(3星)	 看的第一部韩剧            
(5星)	 不看此剧，枉为韩剧迷            
(5星)	 裴勇俊 师奶杀手啊。。            
(5星)	 记得初三时几个好朋友每天中午和我跑到我家去看，很喜欢。是蓝色生死恋的第二部——冬。主题曲、插曲现在已经倒背如流了~演员的投入演出更不用说了，配上美丽的雪景和他们学生时代的回忆，把这个剧贯穿的很好。            
(NA)	 这里面冬天的场景和音乐都觉得很漂亮。当时首播的时候，正是高一的冬天~~不过，女主角的性格太磨磨唧唧了我不喜欢            
(3星)	 虽然悲切，不过还是天国的阶梯更悲切            
(5星)	 初中时候的梦中小情人儿~            
(5星)	 其实我不算看全过，剧情应该是很拖拉的。在什么都不知情的时候，我闲来无事在电视里看到了最后一集，却直接被感动到泪湿，应该是演员用了心的在表演吧。            
(5星)	 经典            
(5星)	 最爱！！            
(3星)	 不太喜欢崔智友            
(3星)	 有硬伤，只能给3.5星            
(3星)	 以前看的，顺便mark下。            
(4星)	 看得断断续续 韩剧拍的就是美            
(NA)	 高中的回忆            
(3星)	 初中那会吧，迷死了，一集不肯落            
(4星)	 曾经很喜欢裴勇俊。            
(3星)	 前面好看 后面太虐了 说话一如既往的温吞            
(NA)	 初中时一度跟着老妈追韩剧，现在连大概故事情节都快忘光了。            
(5星)	 初中时代的最爱呀~勇样~~            
(5星)	 继蓝色生死恋后 又一次被大韩民国的导演教育了两部剧都成了后来肥皂剧偶像剧等的鼻祖            
(NA)	 想当年真是迷死裴哥哥了，哈哈            
(3星)	 也算看过了            
(3星)	 裴大叔的成名作，后来就很少见了呀。            
(NA)	 两小无猜            
(5星)	 看过绝对超过十遍了吧。。。            
(5星)	 长大的我。。。一直在怀念的            
(5星)	 曾经让我看到凌晨四点的一部电视剧            
(2星)	 好简单的剧情 为什么要失忆 为什么啊            
(3星)	 我快不记得了，只是我不喜欢杯具            
(3星)	 话说上初中的时候很喜欢看。。            
(4星)	 其实这个男的很对我胃口            
(5星)	 男主，女主都喜欢            
(3星)	 韩剧看多了就不行了            
(4星)	 当年睡觉都想剧情啊 其实四个系列风格很像 缺点就是 后来桥段被其他韩剧用尽 导致 3 4 惨淡  但是依旧喜欢             
(3星)	 没有看完，实在无法忍受崔智友那副僵硬的老脸。            
(4星)	 那时候我还小。。            
(5星)	 看的第一部韩剧也是最喜欢的一部~            
(NA)	 我妈看过 跟着看过一点知道剧情~没看完全、 剧情好啊现在回过来感受就事故了唉~            
(5星)	 唯一两部让每个细节都记得的            
(3星)	 果然韩剧！！            
(5星)	 唯一看过超过两集的韩剧 而且看多少遍都不忍心错过任何细节 以前看觉得应该是裴吸引我  前不久又重温了一遍发现自己彻底迷上崔智友了 短发的造型坚强 独立 穿白衬衫的感觉很好            
(NA)	 经典。            
(4星)	 音乐镜头剧情都很韩国，更喜欢高中时的那一段儿。            
(5星)	 当年不知道看了多少遍，不知道哭了多少次啊。后来都哭得累了，有一天又看，结果没哭，我就知道自己过了这一关。从此看剧看片就没有什么眼泪了。            
(3星)	 节奏太慢了。            
(5星)	 第一部韩剧，总记得他为她穿鞋的样子，雪地里打雪仗的样子，她清澈的眼神，他温暖的笑容。多相爱。            
(5星)	 男女主角性格都太讨人喜欢了            
(4星)	 近日重温，愈觉其醇美芳香。无恶障，有真情。发梢清芬，日久弥香。早年的苦情、纯情、诸种鼻血套路，也能自然漫开。            
(5星)	 感动我            
(4星)	 那一年疯狂的流行起各种各样的围巾。。。            
(5星)	 贡献了N多泪水和感情，初中最美好的记忆，裴裴是我的大老公，哇哈哈~            
(5星)	 当年很喜欢~            
(3星)	 纠结            
(4星)	 为我妈妈投上一票。毕竟自己看的时候实在太小。只记得里边复杂的关系            
(5星)	 领略到韩国编剧能编之竭能，初恋，车祸，失忆，兄妹，失明，裴勇俊你辛苦了。            
(3星)	 。。这男人。。实在不知道为神马有人喜欢。。。            
(4星)	 总是该看什么的时候漏掉了什么             
(NA)	 想当年我如此爱你            
(5星)	 初中的时候和奶奶一起看 当时那个感动啊            
(5星)	 永恒            
(4星)	 纯爱            
(4星)	 好吧，以前跟老妈和姐姐一起看的，我妈还说裴勇俊很帅！            
(5星)	 心里的裴勇俊就这样定格在30岁左右的样子了。很想知道他现在的模样            
(5星)	 很喜欢的剧 配乐 外景什么的都很美 很喜欢有珍 喜欢他们小时候俊尚的样子            
(3星)	 其实我没有很喜欢 我讨厌温吞的男人！            
(3星)	 在日本多火啊 但是裴勇俊在这里面还真是很秒杀人的 但是就是剧情太狗血了 哎            
(NA)	 喜欢裴勇俊类型的            
(4星)	 当年多迷裴勇俊啊……后来才发现是眼镜和围巾的功劳~第一部韩剧，纪念下自己的高中~            
(5星)	 那是记忆中，最深的感动。            
(4星)	 高二迷死            
(4星)	 这个经典的韩剧 是最近才看的 终于知道了 裴勇俊 和崔智友的魔力了            
(4星)	 哭的我稀里哗啦的 我这心脏真是看不了这东西            
(5星)	 在tv前避广告的日子，裴帅催泪            
(NA)	 经典经典，深迷裴oba            
(4星)	 我真没想到朴龙河会自杀            
(4星)	 初恋都是难忘的。            
(5星)	 经典,不解释            
(3星)	 我喜欢郑惟珍的打扮~            
(3星)	 不走悲情会死啊。            
(5星)	 感人死了！            
(5星)	 右脚先抬起来，左脚，右脚，左脚，就这样连起来知道是什么吗？是时间            
(4星)	 女主角简直就是在虐观众的心！！！            
(5星)	 当年真的很喜欢崔智友，和她的围巾与风衣。。            
(3星)	 看了中国的山寨版再看韩国国语版，没味道            
(5星)	 看过多少遍。。            
(5星)	 裴帅整容后首部力作...            
(4星)	 经典不需要评论...            
(5星)	 俗就俗了，感动经久不衰            
(1星)	 裴大妈丑得没眼看了…!            
(5星)	 最近看秘密花园看疯了吗，怎么开始追忆看过的韩剧了为了人生第一部让我纠结至死买碟买歌的剧打五星            
(5星)	 刻骨铭心 特别是它的旋律            
(4星)	 重温了一遍，发现还是第一次看韩语原版的~            
(4星)	 围巾热~~            
(4星)	 算是韩剧中失忆派的鼻祖吗？            
(3星)	 后面显得很拖沓            
(NA)	 貌似看过            
(4星)	 小时候看的第一部韩剧。和妈妈一起看的。            
(4星)	 当时那是要哭死啊            
(3星)	 这个下雪的冬天只想到看这部剧……            
(4星)	 冬日高中那些片段很美好            
(5星)	 跟ex-舅妈一起追的剧 小学时代的回忆。            
(4星)	 年幼时看的 确实唯美            
(4星)	 眼镜大叔            
(5星)	 每次看都感动着我            
(5星)	 这个真是大爱！！！！！！！！！！！！！！在我心中绝对是韩剧的一个丰碑！            
(3星)	 我老妈的大爱，她觉得这部比那个《蓝色生死恋》靠谱...            
(2星)	 高中时候小姨租的碟片看的，我是认认真真看完每一集啊，不过无感，现在也回想不起任何片段            
(4星)	 很喜欢戏里的崔智友～耐看            
(3星)	 崔智友老有味道的，请问裴勇俊有撒赞の，眼镜拿掉还是人伐？！全剧只有两人再次邂逅惟真醉酒把民享当俊相那场有点意思。。。。每集的片尾都做的不错，有句刚句。。。            
(3星)	 当时没觉得好到哪。            
(5星)	 對於我 是永恆的經典            
(5星)	 看多少遍哭多少遍，对冬季和雪的喜爱完全是从这部剧开始的。水杉林道里的初恋太美了，经典中的金典啊~            
(NA)	 家里是娘学校是亲友，总之满世界都在迷裴SAMA            
(5星)	 绝对的经典！不喜欢看重复的东西，但是有时间的话，我会在看一遍。            
(4星)	 前些天刚看完 都能猜到下一集演啥 没新意   简直是琼瑶阿姨玩剩下的            
(5星)	 我初中看的第一步韩剧。非常喜欢~            
(3星)	 当年的经典棒子剧！            
(4星)	 裴勇俊帅气啊            
(4星)	 突然听插曲想起。裴勇俊还是很耐看滴。            
(5星)	 我的最爱~~            
(4星)	 一个韩剧能让你在某个季节总想到他也算是成功吧。。。现在想想当年怎么会感脚裴勇俊帅嘞 唉。。。希望龙河哥在天堂能够过轻松无忧的生活。。。Over~            
(5星)	 最近又重温了一遍，实在是经典啊。            
(3星)	 憋足了劲还是没哭得了，倒是好几个地方让我 笑翻了，哎            
(4星)	 一个关于失忆的故事            
(NA)	 不怎么喜欢。女主不好看。。。            
(5星)	 初一时看得 还哭了 最后一集 哭了两次 如果说对我最经典的韩剧就应该是这部了  对雪的喜爱 里面的音乐 很帅的男主角 还有每次女主角都很好看的衣服             
(NA)	 好吧，我承认我看的是小说            
(4星)	  从开始到现在……            
(5星)	 太悲伤了，不过总的来说是很美的片子，pure love            
(5星)	 好多年前的剧了，之所以成为经典，不光只有年限！关于冬天的浪漫唯美也可以诠释的那么好！            
(5星)	 那时好喜欢朴勇河，感觉好温柔的男人~            
(NA)	 波折啊            
(4星)	 当年年轻看的时候还觉得挺好看的            
(5星)	 等待一个人何尝不也是一种幸福~~~            
(4星)	  冬天美啊            
(3星)	 我妈来评分的话一定是超5星吧            
(5星)	 我最钟爱的韩剧！初二的寒假，我踏着雪冒着严寒，步行了半个小时去租碟，回家后和妈妈一口气看到凌晨三点.......一直到现在，读大学了，我也经常把这部剧翻出来看看，其实我也不是特别明白自己为何对这部剧如此着迷？！            
(4星)	 四星半。虽然情节落于俗套，但拍得好看！“爱人的心是最好的房子！”            
(5星)	 TAT 我很中招。他們在辦公室約見討論公事時，惟珍看著民亨看到流淚……太揪心了……            
(NA)	 话说，这部是老妈推荐给我的。。。            
(5星)	 当时电视台播了好多遍我都嫌韩剧烦 没看 挺没劲的一回看了 真好            
(5星)	 韩剧中不得不看的经典            
(3星)	 老妈喜欢.主题曲很好            
(5星)	 裴勇俊 帅呆了            
(3星)	 迟到也有迟到的好处！            
(3星)	 画面不错，配曲也好            
(3星)	 高中暑假看的            
(5星)	 This is the first Korean drama driving me crazy in 2002. I&#39;ll never forget that.             
(5星)	 美好的悲伤最能打动人。            
(4星)	 記得當初這部片子結束後 路上很多男人都開始凹裴勇俊造型            
(5星)	 又一个泪人            
(3星)	 纯洁            
(NA)	 人生第一部韩剧。            
(NA)	 韩版爱情剧。王子与灰姑娘的故事。老一套。不过以前却很喜欢。            
(4星)	 唉。。 崔智友啊             
(5星)	 韩剧就是纠结            
(5星)	 最美是你            
(3星)	 后面纠结得我很烦……            
(5星)	 崔智友拍得最美最好的一部片子            
(2星)	 黄头发树脂眼镜围巾男也有春天。            
(3星)	 不知道为什么还是觉得很一般呢            
(5星)	 很喜欢那雪 很美 有句台词一直印象深刻：结婚了 也可以离婚 何况只是订婚 不知道当时自己是怎么想的 反正就记住了            
(4星)	 韩剧经典啊            
(5星)	 很揪心的看完了，感觉没啥欢快的时候，一直是虐心的状态，但是仍然很喜欢            
(4星)	 挺喜欢崔智友的气质，不过那时候还觉得她如果真的跟裴勇俊在一起该有多好            
(3星)	 很是纠结，不喜欢朴龙河，不过当初的裴勇俊真的是灰常帅啊！！！            
(3星)	 车祸什么的失忆什么的            
(4星)	 又是一韩剧的经典剧集。            
(3星)	 比 蓝色生死恋 好点            
(5星)	 超喜欢，不愧是师奶杀手。漫画版也跟进了，yeah            
(4星)	 我记得俊尚为你穿鞋子的那一幕。突然爱上沉默寡言的理科男，前提是他有一双巧手来建造我们未来房子的模型~~            
(5星)	 唯一一部让我再看一眼就能吐的韩剧!这是谁啊,让我怨念的每播必看,还要下了繁复看…            
(4星)	 比较经典的            
(4星)	 我喜欢。            
(4星)	 真的是精典剧。我看了2、3遍了。很感人。张信哲唱的片歌很感人。            
(4星)	 那是人生唯一的初恋，美好、单纯。十年，我依然记得。            
(4星)	 唉 朴勇河啊            
(4星)	 喜欢崔智友            
(4星)	 裴勇俊裴勇俊！！！            
(4星)	 狗血即经典的典范……            
(5星)	 好怀念。。。            
(4星)	 伴随的是beautiful memory，，完全被大叔给迷住。。。。。            
(3星)	 时隔多年再看裴勇俊的扮相~真大妈呀            
(5星)	 这个当年追着看，我妈第一次发现我竟然喜欢看动画片以外的东西            
(4星)	 小时候看的第一部韩剧，依稀记得几个镜头，还是挺喜欢的，PS：崔智友果然是苦情女王······            
(3星)	 小女生看的             
(5星)	 555555555555            
(3星)	 初中看的，讲什么完全不记得……只记得那首歌            
(5星)	 有不开心时就会拿出来看！            
(5星)	 也是看了哭死的片子            
(4星)	 四季恋歌~            
(3星)	 歌好听的.......维珍            
(3星)	 我记得的是我看不下去啊。。。            
(4星)	 女主是对一个剧感觉的关键啊            
(2星)	 不喜欢，不知道怎么变成经典了的。            
(4星)	 几首歌曲蛮好听额，对裴大叔无感。            
(5星)	 永恒的经典，无可取代。            
(3星)	 受不了这么虐的            
(4星)	 貌似当年满街围巾很冬恋            
(5星)	 让我回想到那段看 冬季恋歌 的岁月~很感动...而且珍惜            
(5星)	 好几年前看的片子，现在还是能感动。            
(4星)	 忘了你，记忆会带我回来            
