http://movie.douban.com/subject/5958582/	裸婚时代
(4星)	 贫贱夫妻百事哀，这话是真理。另外就是千万别和任何一方父母住在一起，不然再小的事儿也会变成大事。选男人一定要选好，不然吃亏的还是自己~            
(4星)	 要不怎么说还是中戏的演员有实力。            
(4星)	 其他都是幌子，讲述了男主角深情绵长的爱，编剧与主演很成功的塑造了刘易阳这样一个即使有不少缺点却仍然让人挂心不已的角色。            
(5星)	 爱情伟大不过生活，不认输的总要重头来过。细节打败爱情            
(3星)	 东方人的词典里，没有爱情这个词，或者说这个词和“伪善”放在了一起。这就是我们这代人的不幸。            
(5星)	 最后那一句”你猜？“ 看的揪心啊~~~~              
(3星)	 多么富有的裸婚~~~~            
(4星)	 不如蜗居好看，裸婚裸到最后其实也没敌过现实。            
(4星)	 真的不想结婚了 可不可以一辈子只谈恋爱            
(3星)	 怎么说如果不是无聊到一定程度是不会看，因为看了让人很没有耐心，剧情一点也不紧凑，看完一集就没有想看下一集的感觉，另外不得不说，比《奋斗》差远了，现实性比蜗居也差远了，裸婚，或许只是冲这两个字和你苦逼的人生吧。            
(4星)	 爱情不是万能的。            
(NA)	 什么叫失无所失~~~~~~~~~~~~~            
(NA)	 #裸婚时代#生活真的需要电视剧让我有话说，让我找到案例跟父母解释，跟朋友聊天..            
(4星)	 没得到丈母娘同意的婚姻就不是好婚姻。千古真理啊！！            
(5星)	 《裸婚时代》，细节可以打败爱情，但是爱情可以维持两个人！八年恋爱没有被那一年婚姻打败，只是把结婚前的那几年奋斗插到离婚之后而已！杜毅相对于刘易阳的后期，实在是一点竞争力都没有！PS：1、关键的岗位上要有自己人；2、做决定前要弄清问题根源；3、童佳倩这个角色是越到最后越让人喜欢！            
(4星)	 还可以吧。太苦逼了点~            
(3星)	None
(5星)	 看完,給了我很深的體會呀..            
(3星)	 看了两集就一肚子火 就感觉男主是混蛋 女主脑子不清楚 还不孝顺 现实中女主他妈怎么可能就这样两下答应了 果断把它删了 看豆瓣影评果然就是个悲剧 女生果断不能下嫁 就算那人他出息了 估计也是婚后出轨的主 因为婚前没什么诱惑            
(4星)	None
(5星)	 很好看的电视剧            
(5星)	 很感动            
(5星)	 蛮吸引人的，每个女生都觉得自己有点像童佳倩吧。现实真的好残酷。两个人要一起才有力气面对，我想遇见那个你。            
(5星)	 我觉得还是《蜗居》比较现实比较残酷            
(2星)	 盲目            
(NA)	 你说你要自由的灵魂，而我要的是一个一生一世，你说你想去很多的地方看很多的人，付出很多的爱，而我只要一心一意，你说你不需要人跟随，而我要的是陪伴。。。。曾经我也是这样，但是因为有了喜欢的人，我不再想这样，果然心不被束缚，灵魂才是自由的。。。。。。。            
(NA)	 看了十集就停了，实在是不忍心看下去了，也不忍心打分；别人说《蜗居》很残酷，因为太现实了，而我却觉得离自己还很遥远，不就个房子么，不买就行了；而这个却像看见了近在咫尺的自己，美好的生活总比想象的遥远好多            
(5星)	 2011.6.25—2011.7.5            
(5星)	 忽略那些漏洞~            
(5星)	 五星给刘易阳~好男人啊~            
(5星)	 真是会慢半拍...现在看起~            
(4星)	 还是想好再结吧            
(4星)	 一定要看            
(5星)	 很现实啊。演员的演技没的说。            
(3星)	 是挺不错的。但始终不是特别感冒这种家长里短。很夸张的家长里短            
(3星)	 主题的新意直到两个人的婚姻开始就结束了            
(4星)	 开始的幸福只是为乐后面的酸楚铺垫，离婚后每当他们默默走开时就会想到曾经那么的黏糊，让人不忍。            
(5星)	 童爸挺逗的~戏还不错，有些感触吧~            
(4星)	 有点拖，本来20集就完事的            
(3星)	 只是太突然了，两个人还都是孩子。不过电视剧的痕迹太重，没有奋斗抑或是我的青春谁做主好看～            
(3星)	 一般··很一般·            
(5星)	 正常的爱都跑哪去了            
(4星)	 花了三天，看完了，有笑有泪，现实简单却残酷。1.天下没有免费的午餐，出来混迟早都要还的，比如娇娇；2.有情并不能饮水饱，这个就不用讲了，大家懂的；3.婚不能乱结，娃不能乱生，分分钟惨过单身剩着~~以上。            
(4星)	 文章和姚笛都是我爱的年轻演员～            
(NA)	 这部电视剧看的我真太揪心了。。我总觉得男人的压力为什么总是那么的大。。            
(4星)	 真是真实得让人觉得恐怖，谁都想像当初一样单纯幸福，但是现实似乎就有摧毁一切的魔力，在柴米油盐的围城生活中，爱情大厦轰然坍塌。但因为男二号离奇的再度登场这个bug，扣掉一颗星……            
(5星)	 恰到好处的扣人心弦            
(NA)	 片花拍的很精彩，看完后不知为什么喜欢起童佳倩，尤其是离婚后的，文章反倒没感觉了            
(5星)	 结婚真的不只是两个人的事儿。不想结婚也不是自己一个人说的算的事儿。            
(3星)	 80后的人很需要看看            
(NA)	 演到好多人的痛楚，可是现实永远是要比电视里残忍百倍            
(5星)	 够现实又够不现实   （之前都觉得杜毅根本不爱童佳倩，但是突然一个瞬间觉得怎样才是爱呢，本来每个人的定义也不一样，也许在杜毅看来，那是爱，那就是了。            
(3星)	 一切开始变好的转折点都是money。            
(4星)	 前半段为一般爱情剧，后半段让我纠结，文章永远被导演定位为悲情男，最后几集我都急了，俩人的感情就是一根绷到极限的皮筋，几近绷断，所幸最后还是圆满的结局，让人感觉有点为了悲情而悲情，还有离婚那段好像是刻意为之，不过能让我投入到剧情这点来看，已经很不赖了。            
(3星)	 童佳倩妈妈才是真实存在生活中的            
(NA)	 挺现实            
(5星)	 每个人都在里面找到自己。            
(3星)	 浮躁或许不是它的错            
(3星)	 每个人心中都有一个原配。            
(4星)	 唔。我就是觉得。满眼的Iphone好晃眼啊。            
(NA)	 是现实，还是不理解，细节打败爱情都是因为缺乏理解和同理心，裸婚无对错，相爱的信念需要彼此坚持。            
(3星)	 自己浮躁到一部电视都没办法一点一点耐心看。我应该不是不喜欢文章、不喜欢姚笛、不喜欢裸婚的唯一人吧……            
(4星)	 细节打败爱情            
(5星)	 灵的            
(NA)	 这部戏里让我找到了老公的影子，不需要很魁梧、很勇猛，只需要骨子里有那个爷们劲儿……很庆幸，在这个年代，我找到了那第十一个男人！            
(5星)	 疼痛，甜美            
(5星)	 很发人深省            
(5星)	 细节打败爱情            
(5星)	 不错，很现实。            
(4星)	 孙晓娆就是一傻逼吖傻逼我最讨厌这种不自知的人            
(3星)	 跟风看。真折腾，没钱生神马孩子结神马婚啊！大爱童麻麻~            
(5星)	 孙晓娆能找个漂亮点的演么            
(5星)	 当爱情剥离为精神与物质，而你只能选择其中一样的时候，你如何去选择？其实选择哪个都没有错，选择物质恋爱的可以去慢慢培养感情，选择精神恋爱的可以去创造财富。只不过一旦下定决心，就要坚定的走下去，无怨无悔            
(4星)	 刚开始看《裸婚时代》，刘易阳、童佳倩、杜毅三位年轻人悉数登场，三个家庭简单背景也都有介绍，地点也是熟悉的北京，快乐温馨幸福的准新人，絮叨顽固却也可敬的童妈妈，和蔼可亲却也固执的刘奶奶，各种人物关系角色对话言行已深深吸引了我，强大的编剧团队，不错的演员阵容，我表示要坚持看下去……             
(4星)	 文章,越看越喜欢,可真能恋爱            
(5星)	 一起看完了，很多东西不懂，明明刘易阳和童佳倩走在一起还是最默契的最惦记的，为什么那么倔强呢。。            
(NA)	 还不错            
(NA)	 73.            
(5星)	 80后给90后的一堂课            
(5星)	 细节打败爱情。2011年看过的最好的电视剧。            
(3星)	 电视上断断续续看的，还不错吧，就是觉着没必要为了他专门下来看完全的了。            
(4星)	 细节打败爱情。八年的恋爱基础都斗不过现实，没有任何基础的婚姻怎站得稳？还是喜欢这句话”The lord never give you more than you can handle.”            
(5星)	 挺好的 挺残酷的饿 其实就是一钱把爱情杀死的故事            
(4星)	 细节打败理想~            
(4星)	 “你要干吗，有劲吗？”   “把吗字去了，有劲！”            
(3星)	 前言不搭后语            
(4星)	 越往后越牵强            
(3星)	 真不喜欢童佳倩            
(4星)	 如果悲剧结尾，必须五颗星，可惜了~            
(3星)	 弃了            
(4星)	 婚姻要经历很多挑战            
(4星)	 最后的结局算不算开放式的？            
(2星)	 完全跳拉着看的，完全没感觉。。            
(4星)	 在这个时代没房、没车、没存款，也可以结婚，我们在没有面包的时候，爱情能否经得起考验？！电视剧终归是电视剧，结尾可以圆满，但现实中又是不是这样。。            
(NA)	 爱情，只有爱是不够的；爱情里需要太多东西去挥霍，只有当我们有了足够的勇气和资本的时候，才可以谈论爱情到底是个什么东西。            
(4星)	 细节打败爱情~            
(4星)	 男人难啊            
(4星)	 吵得我烦死了！！！！！！！！！！！！！！！！！！都不想结婚了！！！！！！！！            
(5星)	 结婚前那几集很精彩，后面稍微俗点，情节偏老套了            
(NA)	 这么两个小年轻是过不了日子的            
(5星)	 文章演得太好了！看完大结局我摒不牢去浴室哭了十分钟……            
(5星)	 借着他们 想着我们            
(4星)	 时间跨度太快= =你们每次都能遇上贵人 然后就顺了            
(5星)	 好想有一个像童妈一样管着我的妈妈。            
(NA)	 吵架戏出彩，其他一般            
(3星)	 文章的贫嘴贫进老子心。            
(4星)	 童佳倩是个好媳妇儿！没得说！刘易阳是条汉子！但是，这个必须得说，自己扛得忒多了，这不叫过日子，这叫自虐！            
(NA)	  这女的  妈呀 太现实了            
(4星)	 -.-              
(5星)	 细节打败爱情            
(3星)	 导演没脑子 编剧没思路            
(4星)	 这几天都沉浸裸婚中这么严酷的现实里面，然后观察到身边环境中各种原型……关于结局，一句“你猜”，虽说结局已然不重要，可是中国人重视这个，我也就猜一下，他俩应该在一起了吧，否则刚结婚的小两口（童合杜）怎么可能分开留下童一人在民政局呢！            
(4星)	 因果报应。            
(4星)	 看完之后不为婚事操心了，到时候肯定一堆妈给自己嫁不出去的姑娘介绍            
(5星)	 结局是好的~~大陆这个系列真的都不错！            
(NA)	 说的是现实的故事，可惜演的不是现实的戏！            
(3星)	 看到离婚我就看不下去了。烦烦的。            
(4星)	 看过以后，还是觉得，婚姻这玩意，太严肃，不能没有做好准备就开始哦。。。以后还是做好充分准备了再考虑结婚的事吧。。。            
(3星)	 终于看完了，真的没那么好看啊。。就像一个心急的人想讲很多故事，可是到最后什么也没讲清楚，太牵强了。冲着文章去的，可是他还只是向南            
(NA)	 看了三集。。。擦，我妈要是跟童佳倩她妈一样，我肯定早就跳楼了。。。            
(4星)	 不应该推荐那些像童佳倩一样的女生看这部剧的 真的很现实 可是 裸婚是两个人的选择 同样也是两个人的责任 这裸婚能否完整的走下去 不仅仅与爱情相关            
(4星)	 国产剧来告诉你什么是现实 什么是生活            
(4星)	 看了10集 很美 之后的剧情梗概解决 幸好幸好 不好肯定又闷又烦躁            
(4星)	 这么有钱都觉得高攀不上了哪里裸婚了            
(3星)	 我真心觉得他俩不应该在一起            
(4星)	 不是每个刘易阳都能遇到童佳倩 不是每个童佳倩都能确保他是刘易阳            
(3星)	 就觉得文章好看            
(5星)	 看得我纠结不已啊            
(3星)	 看完以后心情不怎么好            
(4星)	 千万别和婆婆住一起呀。。。            
(NA)	 还不错，呵呵            
(3星)	 第一集就送苹果，擦，裸你妹，不看了            
(5星)	 前半部分好看，后半部分很虐。            
(NA)	 爱上文章的女纸大把大把的～            
(4星)	 文章啊文章~~~            
(3星)	 如果真有这样的男子？            
(3星)	 有不现实的地方，就是那个大老板的女儿的情节。不过还是可以看得            
(4星)	 我喜欢童佳倩。看了六集他们终于结婚了。为了房子这么个剧情拖了六集 当妈的都太烦了---------------------------------------------------------------------辣天看了yp视频 感叹这剧我看算个毛线啊- -            
(3星)	 我把这个和《家的n次方》一起看的，感觉很压抑，没有《家》那么让人开心，可能《裸》太现实，而《家》相对而言太完美了吧，反正不是很喜欢《裸》的感觉……            
(5星)	 两极品妈            
(2星)	 真正的爱情不会被细节打败，看你怎么经营。            
(5星)	 适合我们的年龄，反省自己的爱情            
(4星)	 刘易阳太爱面子，童佳倩生孩子之后和之前的反差有点大啊。            
(4星)	 每个角色都挺饱满的，泪飙之处也不少啊，细节处理的也挺好的啊~前半段比后半段好看~            
(4星)	 总有我们的影子，但是。。。            
(4星)	 结婚了千万不要和老人一起住...            
(NA)	 不是童佳倩，怎么能得到一个孙易阳呢            
(NA)	 一般。            
(3星)	 浪费时间            
(4星)	 现实            
(NA)	 生活、要说简单也简单；要说难也挺难的。开启婚姻之门前，我们信誓坦坦地觉得生活就是美好的，我们会像童话里的公主和王子一样，幸福地在一起生活......最后的最后，我们沦落在了生活的琐琐碎碎中，推翻了所有的假象幸福。而我们还能做些什么。。。            
(4星)	 挺写实的，据说编剧是传媒大学的老师。            
(4星)	 演员们挺好..            
(4星)	 这世上刘易阳这样的男人不多了 遇到了就好好珍惜吧 婚姻和爱情是两回事            
(4星)	 文章演得好             
(4星)	 有点像看媳妇的美好时代和蜗居的感觉            
(NA)	 我真心不想说 第七集.. 23分钟开始  刘易阳他妈,那疯子样..我放弃了这部戏..   最后还是模模糊糊看完 结局到底想说什么 .. 很迷离.            
(NA)	 糟心            
(5星)	 剧情和演员都很赞！            
(5星)	 如果你是刘易阳，那么我愿意做你的童佳倩。            
(5星)	 裸婚几乎是一口气看完的，看了第一集后就放不下了。这是我最近看的最有感触的一部电视，很是有共鸣。刘易阳和童佳倩这对小情侣很是让人羡慕。。。            
(3星)	 看着心酸            
(4星)	 对于一个骨子里是理工科的严谨青年，去看一部包含偶像爱情片等诸多乱七八糟因素的肥皂剧，能做的是一边骂sb一边看还能更sb一点吗            
(4星)	 一年前的蜗居，也许那是在特殊的时间，对世俗社会略知皮毛的我，仿佛并未有多少感触，颇有情理之中之小感。一年后的裸婚时代，也许也处在一个特殊的分秒，真的少不了多少唏嘘。或许是编剧，哪怕是现实，小两口、两家人的一些事一些情，人生五味，在此，都应该被定义为渺小。            
(4星)	 片子一般般，电视剧漏洞蛮多，但是为什么一直吸引我看下去呢，我觉得可能他的生活和自己的生活很接近，或者说总有些地方有自己的影子，才让自己慢慢看下去。倒是觉得父母辈的演的很出彩，虽然过分夸张，但是现实中这样的影子还是很多的。            
(NA)	 假            
(1星)	 你可以在看“奋斗”时热血沸腾，因为那时你才20出头太幼稚，相信甜言蜜语、信誓旦旦编制出来的未来。但如果你现在还会为这种贫出来的爱感动的话，那就太不可救药了，因为那既不浪漫也不现实.....裸婚并不可怕，丈母娘也不都那么刁蛮，只要别把理想定得太离谱，从开始就现实点儿，两个人踏实过！            
(NA)	 比蜗居还现实......            
(4星)	 源于生活，高于生活。。。。            
(4星)	 细节打败爱情 成了这段婚姻的终结  爱的时候死去活来 一切都能被互相的思念 爱意 冲淡 生活在一起 生活的琐碎 两个家庭的生活 价值观的差异消磨着2人的感情 剧情整体而言比较老套 加入了些真实生活元素 更贴近现实             
(4星)	 因为文章才看的            
(5星)	 裸婚，裸婚---裸婚吧结局还算完美吧---伤感            
(4星)	 我知道，他们会在一起。            
(3星)	 佳倩真不错，就是性格有点直。刘易阳不会做人，很失败，该坚持的东西没坚持，活该            
(4星)	 佳倩妈那语速哦~~~            
(4星)	 看完更不想结婚了。            
(5星)	 唉            
(3星)	 一般般　            
(4星)	 爱情是建立在现实之上的。            
(4星)	 时代的产物。            
(NA)	 美丽的爱情终挡不住现实的残酷            
(5星)	 各种笑，各种泪，各种感动。我知道佳倩心里没有别人，只有刘易阳。复婚是大势所趋啊。但这部戏的现实道理很深刻，只有爱情没有物质基础的婚姻是不稳固的。            
(NA)	   终于看 完了            
(NA)	 只有最好才好看点。。。            
(5星)	 这个世界上没有谁是属于谁的，只有你的感情是属于你自己的            
(5星)	 姚笛演的不错，才发现原来她很美。看来演员还是要挑对角色。最爱刘易阳了，如果有这么好的男人，我也不介意裸婚……问题是找不到这样的男人呀~~            
(4星)	 这个时代伤不起啊            
(3星)	 看到表白的那一段，有些许小激动。            
(2星)	 反正觉得没看起劲            
(5星)	 没办法这就是现实 却也是现实中的非现实。文章演的这苦逼好男人感动的人一把鼻涕一把泪。相信会找回原来那份快乐幸福纯粹的真情。只要彼此相爱，没有过不去的坎，困难只是一时的，不要被现实打败            
(4星)	 婚前婚后的生活真是冰火两重天啊            
(4星)	 我们确实想裸都裸不起。。。。            
(1星)	 什么烂东西，吐了。            
(5星)	 文章是非白马型的王子            
(2星)	 不好，扭曲            
(4星)	 1   看来，孩子不能要早了。    2  姚笛这次的出演，算是归位了。真不明白长相如此甜美 的演员怎么能演王熙凤？我最喜欢她那一口小白牙了。            
(4星)	 高三读圣贤书不食人间烟火太久了.这电视剧恰好给我补习一下现实.虽然有点夸张.女主角生孩子前后判若两人 离婚后又变了一个人. 很多人说很多好听的话的时候应该是真心的.但是碰上现实都他妈的成了屁话 主题曲《重来》狠狠地刺伤了我的神经。表达的杂乱无章了 最后最大的收获是要永远对父母好            
(5星)	 好            
(4星)	 真正从头看到尾的电视剧……虽然为了广告很多细节都不怎么真实，但是足够了            
(4星)	 看来打发时间再合适不过了，拍得也挺好。            
(3星)	 做作了点            
(3星)	 这文章有梁朝伟的fu啊 这女的时儿像孙俪时而像李小冉...            
(4星)	None
(5星)	 婚姻=爱情+责任            
(5星)	 爱情这东西，开头越浪漫越幸福，结束时伤心的就越彻底。不是说每段爱情都必须有结束的一天，只是说“裸婚”这东西本身就存在潜在危机，一个连家长都不祝福的婚姻势必要深思熟虑，只能说做每一件事时候都要理智一点            
(5星)	 爱情还是打败细节了，结局虽然很突然，很短暂，可够了。。。- -不过瘾。。。             
(5星)	 看得我心都碎了。            
(4星)	 和常规的国产电视剧手法类似，说纯粹是打发时间有点对不住，还能乐呵乐呵，再有点小收获，就这样。喜欢里面童佳倩的穿着，打扮，感觉非常好！            
(4星)	 挺好一部剧，喜欢            
(3星)	 有时候的刘易阳让人满感动的            
(4星)	 前20集看的很顺溜，一口气看完，但是20到25集节奏让我有些难受，拖了好多天才看完，而最后5集实在没心思看了，到百度差了一下剧情就完了。刘易阳和童佳倩的双方家长一个个都是老戏骨，演的真不错！            
(3星)	 好有钱的裸婚啊            
(4星)	 离婚的根本原因——————价值观的落差            
(5星)	 是你的就是你的。            
(2星)	 迎合观众的伪现实片……            
(5星)	 绝对经典  给所有80后青年的情感大课            
(NA)	 80后的时代越来越明显了 80后一线当红小生文章是我们这代年轻人特点的体现            
(3星)	 后半段忽略，前面看着人家吵架就揪心啊            
(4星)	 喜欢男主角。。。不过剧情真的是好狗血啊。。。            
(NA)	 很现实，不做作的电视剧            
(5星)	 看完心里觉得特拧巴。。。            
(4星)	 我除了我爱你比你爱我多以外，没有任何条件优越过你。            
(3星)	 生活中尽是繁琐之事，但又不能说这大海般的小事毫无用处，至少是必须的铺垫，反正，我看下来觉得最有价值的就是，刘易阳、童佳倩成长后相互表白内心的感情时那份真、爱。特别是不得不分离但毅然坚决的爱。            
(4星)	 挺真实的吧。= =开头看着像媳妇的美好时代。。            
(4星)	 说不出的一种感觉。裸婚、我敢。只要足够爱。可是。我没信心能遇到那样一个人让我觉得这爱是足够多。是值得裸。            
(4星)	 后面的情节有点不靠谱            
(5星)	 献给80后~            
(5星)	 开头和结局超棒。。。            
(3星)	 看看更恐婚            
(4星)	 对于哥这种笑点低、哭点低的人来说，这剧看下来真是揪心揪死了。            
(NA)	 看完了《裸婚时代》，影视创作大多不温不火的想给观众一个安定的结局，剧情中的种种诱惑，现实中又有几人不为所动，圆满结局总是充当真实生活的慰安妇，用笑声与泪水掩面残酷人生的缺失感，然而，结局过后，现实涛声依旧。            
(3星)	 也许创作者的主要意图还是讴歌不屈服于现实、坚持真爱的小两口。反正我身边小朋友普遍表示看完觉得现实很残酷，绝不敢嫁给穷小子。            
(4星)	 很真实            
(4星)	 雖然劇本有些小漏洞，但是對話和情境的真實感很強烈。拋開各種不靠譜的贊助和某些略顯不合理的人物形象，在這個金錢物質比命重的年代，這部劇也算是給了愛情這種虛無飄渺的東西一點現實的定義。總結一句，如果你跟他/她媽處不來，那就算你倆愛死過去也是白搭。            
(4星)	 咋么男主性格越看越像大宝类。。。。我决定还是相信爱情的~~~            
(4星)	 即便事业成功如杜毅或是书读到崔博士一般，我们也只是赚同情票的男二号或是戴着绿帽子穿着别人鞋的过客，不会有那么多意气相挺的兄弟，更不会有那么花痴的富二代垂涎。这才是现实。配角人生的现实。ps:人人都爱冬瓜。人人想做冬瓜。            
(4星)	 蛮纠结。。。但愿我们的爱情不要这么曲折。。。            
(4星)	 时代剧~~~            
(4星)	 爱情有时像座大坝,能经得起惊涛骇浪,却经不起小蚂蚁的啄咬~            
(5星)	 现实让纯爱残酷            
(4星)	 平淡么。平淡。终究是平淡的。            
(4星)	 我觉得挺好的            
(4星)	 本来是很鄙视这类剧的，可是看着看着却有了那种该死的感动....            
(5星)	 感受最重要            
(4星)	 現實得可怕 其實結尾還是太美好了【默..】            
(4星)	 天天大吵非常给力；人物设定很成功，不过有些剧情有点狗血。            
(5星)	 从开始的腻歪 到后来吵架 刘易阳离婚的时候说 细节打败爱情 那会儿还是看着挺伤心的激情没了 婚姻只剩下油盐酱醋了 没钱时候的幸福真是穷开心啊 刘易阳在追去的车上回想他们在一起的那些场景还有手机里的视频 真是感伤啊 最痛痛不过回忆。陈娇娇最后还是和能给自己婚姻的崔彬在一起 这才是女人真正            
(NA)	 细节打败爱情。。。。细节可以让两个人重生，也可以让两个人决裂。            
(5星)	 细节打败爱情            
(3星)	 偶像剧和家庭伦理剧。。。            
(4星)	 我真的很想打个三星半，很多地方莫名其妙！但有意思的地方也不少            
(4星)	 这电视剧看得太tm的糟心了            
(5星)	 好看啊，这种轻松爱情电视剧，内地的，不错            
(3星)	 女主角的刘海看得人难受死了。。            
(4星)	 我始终相信有爱情存在。            
(4星)	 女猪脚不好看 ！            
(4星)	 一开始看还挺吸引人的，越到后面就觉得他们说话特贫，节奏还缓慢            
(NA)	 ·            
(5星)	 对爱情执着认真的人 是该得到幸福的 看裸婚你想到了谁            
(NA)	 我选择沉默            
(3星)	 他说适合情商低的人看 我是冲着他看            
(4星)	 前半部分很好看，婚前得甜蜜，婚后的矛盾，但刘易阳和童家倩离婚后就有点离谱了，会有这样的兄弟吗，连公司都给了，孙晓尧说不爱就不爱了，不爱了可以，立马就爱上冬瓜了？呵呵.....感觉看到最后就像在看偶像剧似的，就等着男女主角和好。但前半部分很精彩，尤其是婚后的矛盾，童佳倩是个不错女孩            
(3星)	 有时候女孩需要一个男孩,就像逃机者需要降落伞, 如果此时此刻他不在,那么以后他也不必在了.             
(4星)	 到了后面剧情有点跳啊!            
(3星)	 文章很适合演这种小男人。            
(3星)	 因为太奢侈的包包和衣服扣了一颗星~            
(4星)	 尽管剧中有这样那样的瑕疵，这样那样的不靠谱，但是在最后一个镜头里，童佳倩和刘易阳相视而笑还是深深的感动了我一下。            
(5星)	 虽然生活就是这么折磨人 但是看到我们在努力着爱 就足够了            
(3星)	 我用了一个周末的时间在家看完了..虐..各种虐心。我讨厌这种有点悬疑的结局~！！！我们锦心要爸爸啊，虽然那个叔叔长的不错，所以就应该贡献给我们这些..待嫁女青年吖~！！！孙晓娆跟南瓜还是冬瓜的 绝对是凑剧情！！！            
(5星)	 太好的一个电视剧            
(NA)	 演的很现实，            
(4星)	 挺贴近现实的，不过有的地方处理的欠考虑            
(4星)	 身边的朋友都因为这部电视剧跟男朋友吵架~~“你看看刘易阳对童佳倩多好！”            
(5星)	 觉得挺贴近生活的，现实啊现实，有很多小感动的地方            
(3星)	 俊男美吕儿，打发无聊时光            
(2星)	 看不下去了～这还叫裸啊～            
(5星)	 不管怎么说，还是很贴近生活的。            
(4星)	 细节打败爱情            
(3星)	 开头四五集拍的还蛮贴近真实的 后面基本是跳着看完的 而且女主不耐看 一直觉得电视剧的主角一定要耐看啊 要不马上看腻了多难受            
(5星)	 老公，你找到我这么好脾气的媳妇儿，你真有福气！            
(4星)	 现实的可怕，演得挺好的～～            
(4星)	 教育片            
(5星)	 跟爸妈一起看~偶妈说学到怎样做婆婆了哈哈~~~            
(4星)	 虽然广告充斥着角角落落，演员的level从电影到话剧到路人不等，两个主角的表现仍然是可圈可点的~还算是真实，但是有些馅饼仍然只是故事中才会掉落的。。            
(4星)	 细节打败婚姻，其实我更觉得婚姻是应该门当户对的，不然一个阶层没办法理解和接受另外一个阶层的生活，即使很努力地。另外爱情应该是平等地而不是硬抗着。只有在平等的爱情中，你觉得她和你在一起会是最幸福的，你为她做什么是幸福的而不是因为她下嫁了所以要好好对她，这种发自内心的幸福才是最真实的            
(4星)	 很多问题需要思考啊。。。            
(4星)	 虽然有些波折，但俩人挺幸福的~~            
(NA)	 80后的一代，结婚了大概都是这个样子，吵起来挺疯狂的，生活中更多的是茫然。。。看完觉得，婚姻还是必须得有物质基础的啊，否则对的都变得不对了            
(4星)	 今天刚看完。还行吧，文章下次你别哭了            
(NA)	 纯粹为了看文章，童佳倩他妈都快把我吵死了            
(NA)	 前半段好 后来清节越来越脱离人物性格            
(4星)	None
(4星)	None
(3星)	 不喜欢男主的角色性格。。这种男的实际要不得。            
(3星)	 不是开放式结局。            
(2星)	 太夸张            
(3星)	 如果缩成十集以内会更好            
(NA)	 每个人都想有个刘易阳一样贴心、疼爱自己、还常逗自己开心、省吃俭用就是为了我们两人假期或周末约会、为了给自己买礼物的好男人，大多数我们刚毕业的童鞋才工作，没钱，大部分都要面临的现实问题啊。。。不错,不错~~            
(3星)	 如果现实是这个样子的，中国的年轻人估计都在偷着乐了！现实个毛啊，真正现实就像蜗居那样禁播了。如果两口人的手机 手提都是苹果，如果买套化妆品要上千的，那么中国的年轻人还是很容易满足这种裸婚的……            
(4星)	 贫贱夫妻百事哀            
(4星)	 像刘易阳这样的绝世无敌好男人哪里找            
(NA)	 很粗略的看一遍，我觉得不是很现实吧            
(NA)	 我不喜欢刘易阳 也不喜欢童佳倩 我喜欢什么呢？            
(NA)	 快进+跳集的货            
(3星)	 剧中人物遇到的问题，我们每个人都会遇到，如何用最艺术的方式去解决，而不是在离婚以后又绕回了原点，才是我们应该学习的。            
(3星)	 说实在，这部剧越往后看越失望，20集之后完全是事赶事的在演，30集还没能把这个故事圆满的讲完实在有些不应该，另外这部剧为了剧情发展也给了观众一些错误的观念，后来的吵架离婚完全是在刻意为之，裸婚的意义没有呈现出来，甚至觉得好看程度还没有《婆婆来了》。            
(NA)	 。。。。            
(5星)	 我们是亲人            
(4星)	 刘易阳的性格不是很全面。            
(3星)	 戏如果再紧凑点就更好了~我觉得这并不比蜗居现实~可能看惯了年轻的小两口子别扭来别扭去有点审美疲劳了            
(4星)	 看完不想结婚了            
(3星)	 怎么说呢，看得还算愉快。不过捏，这类题材的电视剧不都这样么，只不过这剧里的演员好，台词也挺逗，情节安排挺奇妙的，落下一点儿就补不回来了。            
(5星)	 年轻人太不懂事            
(5星)	 细节打败爱情            
(5星)	 没有刘易阳的世界，怎能有裸婚的时代！            
(3星)	 其实更喜欢佳倩的老爹和老妈。            
(4星)	 最后一集真的是没有重点，还不如不拍。。。。            
(4星)	  某些地方很煽情有没有            
(4星)	 喜欢上姚笛            
(4星)	 那些争吵和琐碎都显得真实，现实中没有王子和公主的童话，柴米油盐酱醋茶，样样都能消磨曾经的浪漫，而这正是爱情变成亲情，两个人变成一个人的过程。我爱你，就像爱自己，就像爱生命一样。            
(4星)	 不喜欢后十集太伤感！            
(3星)	 纠结的一家人，都是面子惹的祸            
(5星)	 细节打败爱情：再轰轰烈烈的爱情一旦进入婚姻也就变成白开水了。            
(5星)	 细节败给爱情 几个意思 说谁谁知道 你以為四海之內皆你媽. 看完更現實了. 2011.7            
(3星)	 童佳倩妈妈真能说啊。。。老人演得都不错，年轻的就差点了。。。整部剧矛盾不是因为裸婚，而是双方家庭差距导致人生观价值观不同，这才是杯具            
(5星)	 结婚不能草率，离婚更不能草率，有的时候，就差那一句话。。。            
(3星)	 必需得接受贫贱夫妻百事哀么？            
(3星)	 离婚以后就开始扯了            
(NA)	 唉。            
