http://movie.douban.com/subject/6534065/	女人的香气 여인의 향기
(5星)	 第21个愿望是留给我们的~我已经想好啦            
(5星)	 我爱编剧-             
(3星)	 结尾太烂了 要死不死的赶脚            
(3星)	 不看都给五星 =w= 因为喜欢里面的演员 ...            
(NA)	 -,-            
(3星)	 遗愿清单的爱情版。这部与“癌”有关的爱情戏，男死鱼眼，女苦瓜脸，两个身体都很僵硬的木头人谈恋爱。            
(4星)	 剧情有突破。。不是到一半发现生病的= = 还算蛮好看的。。主要是演员好呀~            
(NA)	 我真的是过了看韩剧的年纪了，木有任何感觉。            
(4星)	  喜欢看前半部分，很多欢乐。后面就各种狗血……             
(5星)	 男女主的眼神都很有内容阿            
(5星)	 好剧本 好演员            
(3星)	 貌似从第十集开始 再也看不下去 韩剧无法深入人心了......            
(5星)	 老套但是好看挖~            
(4星)	 我喜欢的宣儿和东旭搭档，以前还跟玄彬和车胜元搭档过，宣儿的人生赞了！            
(3星)	 李东旭当兵回来之后真的变得有男人味多了，好帅的，看到三顺之后果断决定不减肥了.....            
(3星)	 三星全是打给李正旭的。一个男孩的蜕变。《我的女孩》里的翻毛鸡头是怎样煅烧成八块腹肌的。            
(4星)	 Des émanations inspirantes dégagent graduellement d&#39;une âme vivante et pleine à craquer d&#39;espoir            
(3星)	 一開始不錯，到後來看得越來越虐啊~            
(3星)	 开头比较无聊，中间有点意思，到后来男主女主之间没什么可纠结的了，编剧大人就开始各种凑剧情，最后总算是给编完了            
(3星)	 今年的韩剧总算让我发现了一部喜欢的~~            
(4星)	 很温馨 我要过不一样的人生 笑着流泪            
(NA)	 让我想起了··死不可怕·等死才可怕···但是···有了足够的勇气···一切都不是事~~            
(5星)	 两人绝配！            
(4星)	 看一集哭一集，555555555555            
(5星)	 那段海边夕阳下的tango真是各种美。            
(3星)	 听说很不错。。。            
(3星)	 画面还算漂亮。至今不觉得李东旭很英俊，但他有一双鹿一般的眼睛。            
(4星)	 编剧你真是创新了，让主角在第一集就得上了癌症......看的我心里那个悲凉啊~不过，在韩剧里，医疗技术往往都是卓越超群，医生最拿手的也是妙手回春，所以再苦逼的症状都能治好，不是happyending都不行~            
(4星)	 wish list            
(4星)	 就是想看完最后怎么编死亡的戏码，竟然。。。。！            
(5星)	 金善雅演技太牛逼了！            
(4星)	 演技不过关 难道是背景音乐不够煽情么。。。            
(3星)	 金姐姐廋得真心不好看呀。            
(3星)	 金雅善没了“金三顺”的气场，瘦了显老。李东旭倒是越来越正了。剧情依旧的狗血~            
(3星)	 韩剧有三宝：车祸 癌症 治不好.....这剧基本全占了吧.....三顺怎么现在变这么瘦了呢？You&#39;re so beautiful~~~~大家幸福....            
(4星)	 前几天一口气看完了这部片子，不得不说，我看偶像剧都是冲着女主去的，这部也一样，男主的表演只能说中规中矩，没啥可说的地方。不过女主的表演就真的是感情真挚，打动人心，我后面几集几乎都是流着泪看完的，虽然知道这只是偶像剧，而且也知道自己做不到女主的洒脱，但是内心的共鸣还是让我感触很深，            
(3星)	 狗血的结局，我爱里面的探戈            
(4星)	None
(5星)	 剧情有点新            
(3星)	 不管怎样 不管怎样 剧本是王道            
(4星)	 尽管结局真是乱来 但过程中有让人感动的闪光点            
(NA)	 坑爹啊，这叫尼玛喜剧啊，哭死老娘了！            
(5星)	 一如既往的喜欢三顺姐姐！            
(5星)	 喜欢女主角~            
(3星)	 我还是比较喜欢三顺的那个角色~~~            
(5星)	 很治愈的电视剧。但是男主角太爱哭了！但最近的编剧是怎么了，怎么这么爱让男主哭。ps男主好像我同学。            
(4星)	 还不错的韩剧，三顺真的好瘦啊~~            
(5星)	 算是看得快的了 说好七月一集一集追的 结果失约了。 金善雅姐姐还是那个金善雅姐姐 李东旭哥哥还是那个李东旭哥哥不知何时开始 发现到处的台词都是“你是真心的吗”“你真心这么想吗”真心。。。。。。。。。。。如此悲的剧情，很老套，很浪漫，很金善雅，也很李东旭，我没有哭~            
(3星)	 不变的韩剧套路，因有了金善雅，而不至太过于索然无味。但在这部戏中，她明显比三顺时老了很多，整个脸都跨下来了/一个人的一生到底能有多少日子可以挥霍呢？女主角只剩6个月，而普通人也不过几十年。            
(5星)	 我们都在走向死亡的路上，但绝大多数的时候，我们可以选择死亡的方式。            
(3星)	 三星全给李东旭 帅呆了 颜倍儿萌 身材倍儿好^_^    金善雅 瘦得太过 真是显老呀 -.-..            
(5星)	 超推!!            
(NA)	 如果不是得了绝症，恐怕不会这么幸福吧？            
(4星)	 我真是受不了金JJ的嘴巴一开一合，注意力都在那上面去了，我，我，我自行面壁去            
(5星)	 连着两个晚上看完的，说两句吧。剧情很老套，但某些部分戳中我的点。善雅姐演技真的一流，哭戏真的漂亮，很有感染力，不过瘦了没有三顺时好看了，而且善雅姐鼻孔真心大啊- -李东旭，前部分气场不太够，后面几集还不错我嚼的，不知道为什么我觉得他面无表情的时候有点天然呆非常萌，而且变帅好多有点            
(5星)	 很励志！            
(3星)	 演员很卖力，每集都要哭，鼓掌！！！            
(4星)	 可惜是悲剧            
(5星)	 这样的悬念的确是最好的结局            
(5星)	 我泪点低，哭的不是一集两集。            
(3星)	 冲着2位喜欢的演员去看的。但后面的剧情实在太拖沓，于是在12集之后依然决然的快进到最后一集的最后10分钟。大团圆~~oh yeah~~我终于解脱了~~              
(3星)	 如果生命只剩六个月,还有多少未了心愿呢            
(3星)	 剧情有硬伤，波折不够瞎折腾            
(5星)	 不知道自己还剩多少时日，以为总有明天，才会不愿积极地追随自己的心意地生活。            
(NA)	 追到第七集            
(4星)	 即使不真实 还是希望能有这样一个把自己当做礼物的好男人出现            
(2星)	 真的是看在演员的份上了。。。            
(5星)	 为撒子三顺和玄三石都瘦那么多诶            
(3星)	 俊秀的歌声总让我想起高三来着~            
(4星)	 总在要失去一切的时候才醒悟自己遗憾的东西是这么的多。我喜欢像是遗愿清单一样的剧情。喜欢那种洒脱的做自己想做的事情。结尾有点收的太快，并且平淡。没有感觉到高潮就已经平淡的结束了            
(3星)	 越看越无聊勒怎么办。。            
(4星)	 不知道是泪点低还是怎么地，从看就一直的哭不停~            
(3星)	 他们去日本旅行的场景看着很温暖。我也只喜欢那一小段。很老套但是有一定的思考意义，那就是什么才是人生命中最重要的，我们所最求的幸福到底是什么。至于爱情，还是觉得好不现实。            
(4星)	 看过《城市猎人》之后，真发现韩剧都是一个套路的。俊秀出场的那下还是小有激动的。            
(4星)	 感动 真实 内容            
(3星)	 李东旭帅了，金善雅老了。整部剧开始很喜欢，细致拍摄，后来发现像是旅游宣传片。            
(5星)	 洗翻屎锡，好萌好温柔的样子，看完这剧好想找个医生做未来的老公了\(≧▽≦)/~            
(3星)	 喜欢BE，不喜欢HE            
(4星)	 难得好看的韩剧 也没有走俗套 不过很费纸。。。            
(5星)	 李东旭太帅了！大爱！！！！            
(4星)	 少一颗在结局···两颗给金善雅的暴瘦！！！两颗给李东旭的赞爆身材！哦也！            
(NA)	 原谅我这么大还看韩剧、然后还看哭了。很多人都会列出「我爱你的100件事」或者「我人生要实现的100个梦想」。当如果知道生命的期限的话、列出「人生某某件遗愿清单」会更感动自己吧。喜欢剧里的那句话「随着年龄的增长、人生真的没有什么、只是跟爱的人天天面对面的把路活着走完」。            
(4星)	 生命只剩下六个月，怎能不纵情相爱？死神如影如形，我想活出我自己。向死而生，在死亡的大背景下讨论生命的方式和意义，于为物质而打拼的人们都有启示，遗憾的是悲情有点儿过于泛滥，这大约是电视剧避免不了的。            
(NA)	 他妈的女2漂亮 ????? 我还胎盘漂亮呢 !!!            
(4星)	 一觉起来就忘了神马观后感。。灰常不现实，但还是值得一看，挺三顺。。。            
(2星)	 四个主角 三个回炉重整了~~~            
(5星)	 看过这部电视剧 令我對我的人生重新審視            
(3星)	 不知我以后还剩下多少时间，无论几天，无论几个月，还是更久的日子，那并不重要，我只活在今天，活在此刻就好，毫无后悔的            
(4星)	 还挺搞笑的;终于把最后两集看完了 哎 就那样吧11.11.11            
(4星)	 开始还行-老女人的故事；中间很励志-并让人觉得2012快到了，珍惜时间，做一切想做的事情，比如表白；倒数二三集时担心结局会是得了癌症都不会死的狗血；还好，结局是不错的。。里面各位的演技都不错。            
(4星)	 我们往往在最后的生命里除了父母以外，碰不到所爱的和自己的爱的。            
(3星)	 事实证明金善雅是演技派的。Ps:李东旭的眼睛真的非常不自然。            
(4星)	 虐剧确实也可以拍得很美            
(5星)	 爱死李东旭和金宣儿了，李东旭就是找男友的典范啊啊啊啊啊啊啊            
(3星)	 完全是冲着＂金三顺＂看的，还好，看到最后也没失望。            
(3星)	 她没得病时是剩女+小职员，等到生病后却变身成两个极品男喜欢的香饽饽了，并且整个公司似乎没她不行的样子，处处都是她弄的了。颠倒事非观，个个大龄女是不都要盼望自己得了癌症呢～～～            
(5星)	 三顺永远不会让人失望~            
(NA)	 跳着看的。岁月催人老，好在李东旭还养眼。            
(4星)	 这俩人木有火花            
(3星)	 34岁的大龄小职员,黑框眼镜小卷长发,同事的排挤上司的骚扰,胆囊癌晚期只剩下6个月的生命。直到生命尽头才明何轻何重,便晚了.趁你还年轻,还健康,就好好珍惜现在,梦你想做的梦,做你想做的事,爱你想爱的人,别等了——看《女人香》有感            
(5星)	 我已经好有心理准备。            
(4星)	 本部长的深情的泪汪汪的双眼 真心迷人            
(NA)	 看了让人大有收获，人生苦短啊            
(5星)	 好感人            
(4星)	 三顺不错呦~  男主角还好~  各种配角..            
(5星)	 女一号非常打动人            
(5星)	 并不觉得这是一部关于麻雀变凤凰的故事，我觉得更多的是励志让你珍惜生命的剧。假若女主没有生病，女主和男主肯定都是凑凑活活的那么过一辈子的；但是因为病，让他们更努力抓住机会，更努力用心力和精力去做那些有意义的事情，去弥补之前的遗憾。另外瘦了以后的三顺姐姐都非常励志之～ 推！！            
(5星)	 我就是脑残粉！我就是爱李东旭啊啊啊啊啊！！！！！！！！            
(5星)	 大爱~~            
(3星)	None
(3星)	 三顺瘦了脸都夸了 看了三分之二 不用看了 因为一定是happyend 李东旭的玛索不错 小鹿眼神也不错            
(2星)	 金善雅腿真长，李东旭帅死了。            
(4星)	 剧很不错，虽然我一直很习惯金宣儿姐姐身边是玄彬 哈哈            
(4星)	 哭死我了            
(4星)	 因为李东旭看的，还是很不错。至少，自己有想到一些东西。挺好=v=            
(NA)	 是当年汉拿山上的金三顺咩~~遗愿清单神马的速度飙泪            
(2星)	 我可能坚持不到结局了……韩剧越来越没水准了跳着看完的，很失望            
(4星)	 小人物的梦想，如果生命只剩下6个月，我会有多少个愿望呢？            
(5星)	 很励志！很感人！但是因为题材所限 编剧后期难给力            
(4星)	 很久没看韩剧了。骨感三顺木有胖胖的时候阔耐鸟~            
(3星)	 已经不喜欢苦情的了。。。看了头几集，看不下去            
(4星)	 不错的一部韩剧 剧情发展也很自然 喜欢金善雅 她每次盈泪 我都要忍不住一起哦            
(5星)	 主旨积极向上，是为好剧。            
(4星)	 开放式结局……            
(4星)	 披着悲剧皮的喜剧……苦味糖。            
(4星)	 李东旭我瞎了，你那么美以前我怎么没发现呢。            
(3星)	 看到一半 又是富家公子与灰姑娘的穿插富家女2号的故事。。弃之            
(5星)	 把每一天都当做最后一天来活，才有意义。            
(5星)	None
(4星)	 里面的很多东西给了我很多启发            
(4星)	 结局算是不悲，中间曾一度想弃了，因为的确想起了伤心事。这部剧算是偶像剧，但是给我印象深刻的并不是男女主角之间的感情，而是女主角作为一病患对自己病患的一种态度和内心的挣扎，多么不公平患癌症的是我！！！我想着也只是电视剧，若是现实中，除了父母还能有谁会这样坚持照顾你。。。            
(5星)	 结尾好突然。。。。突然的我还以为有下集= =~            
(5星)	 为了男人的肉体，和三顺大姐的演技。我又给了五分！！            
(4星)	 第八集跳探戈那段，非常打动人心啊，气场好强，不过个人更喜欢严基俊这个男二啊，现在有暗恋的人，去表白，相爱的人，请珍惜，做过，做到，失败也无悔            
(NA)	 大把大把的催泪~蛋疼呢            
(5星)	 挺励志的。。不像传统的泡菜剧。。告诉我们爱情只是生活的一部分。。认真的活每一天            
(4星)	 前8集不错,后面看着看着就把两眼睛哭肿了,喜欢里面的喜珠,男二不错,男一现实生活中应该没有吧,另,结局很狗血...            
(5星)	 演员都非常棒 尤其是东旭 演技飙升 成功演好了一个成熟稳重的男人 真的很不错  虽然还是有韩剧老套的剧情  但是设计得更巧妙感人了   可能唯一的缺点就是 人看了之后会沦陷吧~~~       总之 是值得一看的好作品            
(4星)	 金善雅是韩国版的仲间由纪惠吗？。            
(4星)	 去旅游的日本那哪真不错。。。            
(3星)	 12            
(5星)	 这几天都疯狂迷恋这不电视剧。很喜欢女主的改变。人生在世。就是要想什么就做什么。为什么总是给自己那么多限制呢？所以很喜欢这不电视剧。哦yeah。永远爱你            
(NA)	 韩剧里面的生病死亡神马的最要命了。            
(5星)	 看了开头，就知道这是一部彻头彻底的虐剧。明明不喜欢看悲情剧，还是被美好的爱情，对于人生美好的希望打动。当然，男主很养眼，深情的眼神和健美的身形……三顺终于颠覆搞怪形象，百变的造型，魔鬼身材让人痴迷不已！            
(3星)	 重要的不是活多久，而是怎样活着。如果知道了生命的期限，你想做哪二十件事情呢？            
(4星)	 2011年夏天算是最吸引人的韩剧了。生活中总是充满奇迹，只是不要真的等到倒计时的时候才恍然大悟。喜欢死里面的俊秀^^            
(5星)	None
(3星)	 女主34岁偶然得知自己身患癌症生命之剩6个月，痛哭过后，反省自己的人生，改变了生活方式和生活态度，列下遗愿清单去一一完成…结尾时男主问如果没得病现在会是什么样引人深思…难道我们都一定要到生命的尽头才能勇敢选择自己想要的生活么 想起当时给舅舅买的《生命的留言》也更能理解当时舅舅的选择            
(4星)	 三顺姐的演技依旧非常厉害，开头几集背到家的各种事让我哭得跟个缺心眼似的，可是到了后半段，可能自己也苦累了，看一帮演员每5分钟就泛红眼圈也看累了，只能偶尔鼻酸了……            
(4星)	 对这四只都超好感 (只不过看到后面*集有点无聊了 )            
(NA)	 有些感同身受，我曾经也写过这样的清单。            
(2星)	 金善雅老了，老了            
(4星)	 最多只能打这么多分了～虽然饭饭会说JJ好瘦呀，JJ好漂亮呀～～同为剩女，还是要说一句，画再厚的妆，还是掩盖不了岁月的痕迹，跟李东旭根本不配～剧还行，也给了我很多启示——善待自己，珍惜身边爱自己的人～            
(4星)	 结尾很喜欢，不是悲伤~第七集，“这个样子，你怎么可以放下我”            
(1星)	 这一星给冲绳的美景~            
(5星)	 我真的好爱金善雅和李东旭啊，他们太配了，李东旭太帅了~尽管情节类似，还是很想看~~~            
(3星)	 减肥励志篇，三顺瘦成这样纸~情何以堪啊！            
(4星)	 喜欢李东旭。。但是看这部剧时会不耐烦的点快进···            
(3星)	 剧情太不给力了，第一集就宣告妍在得了癌症，不喜欢            
(4星)	 如果我也写下自己的愿望，会不会实现呢？如果我也把每一天当最后的日子过，会不会更精彩呢？那样就不会把时间浪费在麻木自责惶恐担忧上了，那样就会知道应该怎样生活。            
(2星)	 女主各种自私行不行啊，如果不是傲娇的男主和悲情的男二~            
(5星)	 上周刚刚结束~~很赞的韩剧~~有笑有泪也很真实~里面每个人的演技都很赞~~话说他们今儿还一起去菲律宾玩了呢~~很有爱的剧组~~挺期待他们能再次合作的呢·            
(3星)	 还是不怎么喜欢金宣儿。。。凹凸开。。。            
(NA)	 最后女主角撒狗血的没有死成，就好比灰姑娘的故事，那王子和灰姑娘真的相爱厮守到老了么。╮(╯_╰)╭            
(3星)	 剧情老套 前三集就能击退很多人            
(5星)	 虽然还是癌症的狗血剧情，但还是觉得很好看啊，宣儿瘦了好看很多，男主好像陈坤啊。那个女主闺蜜好像奶茶。这部剧一直忍着没去看剧情介绍，结果怎样也没所谓，过程好就可以了。隔了几个月，二月的时候突然想起这剧，又看了后几集，还是那么好看，哭死我了。            
(5星)	 不同的心境，看了之后有一些思考，要审视下自己的生活了。。。            
(5星)	 如果人可以把每一天当作最后一天来过的话，那我们会怎么过呢？那些我们所谓的明天再说，还会有吗？            
(5星)	 超级好看！！！            
(3星)	 话说直接悲剧也不粗错            
(NA)	 金善雅的演技真的很棒。。通宵一口气看完的。又赚了我不少眼泪。。            
(4星)	 很幸福，也很纠结。            
(4星)	 结局出乎意料的好！不过，三顺啊，你也太瘦啦~~~~~            
(4星)	 李东旭干净而帅气啊            
(4星)	 还蛮电影 蛮真实 蛮有小感触的            
(5星)	 你喜欢看喜剧么？那就去看《女人香气》吧~是个喜剧结尾你喜欢看杯具么？那就去看《女人香气》吧~每一集不把观众虐的哭死，编剧是不会罢休的............            
(5星)	 就為了那個哭和身材，我也得給滿分啊！            
(3星)	 海边落日与陌生外籍男子的探戈~或许人生就需要这样的浪漫邂逅            
(4星)	 三顺姐姐好久不见，东旭好帅。            
(4星)	 越看越好看的剧。虽然很典型的韩国式剧情。李东旭水润润的嘴唇啊!果然女人胖没有出路啊，你看三顺姐都瘦成这样了怎么还好意思吃？！            
(4星)	 励志。            
(3星)	 女主终于有勇气做自己以前不敢做的事，结果是因为还剩六个月的生命而无所畏惧。人的年纪大了，总是会越来越胆小，怕犯错。又破纪录，两天看完一部韩剧。。。            
(4星)	 一起好好活下去吧。            
(5星)	 狗血 俗套 都是我喜欢的            
(NA)	 看了几集看不下去了，三顺的松垮脸实在不忍看，剧情极其简单            
(5星)	 我没有把他归为爱情片，看着的时候，几乎一直在哭，也流着眼泪微笑，为李妍在的幸福从心底感到开心，虽然只是一部电视剧，虽然一开始不喜欢，但是结局很美好，像是癌症病人励志剧，只要幸福的生活，活多久有多重要呢？里面每个人都很可爱，因为李妍在，他们变得善良、宽容、坚强，所以幸福。。。。            
(3星)	 身体健康最好了            
(NA)	 感觉有点烂尾了            
(4星)	 在知道生命期限的时候，选择好好珍惜，列一个list把想做的做了。其实就算不知道，也应该这么做。男女主角跳tango那段很感人，留着泪吻着的那段也很感人。除了有两三集显得拖了一些，别的一直都很紧凑，编剧最后结局也编的不错            
(4星)	 虽然是狗血到不行的剧情，但还是看完了。。            
(5星)	 完全喜欢 男主女主演的超好 让我又相信了一把爱情 虽然有点假            
(4星)	 OST超级完美 原本不太喜欢金善雅 因为市政厅改观了一部分 现在又改观了一部分 剧情还是单薄了些            
(3星)	 是想告诉观众要把每一天都当成生命的最后一天来过吧，但是剧里发生的这些事情是根本就不会在现实里发生的吧，所以，这不过是个成人童话罢了。另外，金姐姐的身材真好啊！            
(4星)	 如果知道自己还有半年就会死去，我们就可以活的更加潇洒一点。到底是这样好还是碌碌无为的傻活着好呢？没有答案。            
(4星)	 过的生活是现在的每一天。珍惜。过程。            
(3星)	 金善雅的演技真的和她长的脸一样，不过运气和她的身材一样！从头哭到尾，人家开心也哭，不开心也哭，人家没说话还哭！剧情真是坑爹啊，从第一集就说要挂掉了，最后一秒钟都还没挂掉！            
(2星)	 真想给两星，浪费了男主角的身材，浪费了那么好的红色跑车，浪费了那么美的海滩……和一公升的眼泪相比，金善雅演的好烂啊……时不时的还装一下，挥之不去的三顺啊！  时隔几人，忍不住过来改成两星            
(4星)	 蛮好，哭出了一公升的眼泪，懂得珍惜了，醒悟了，改变了，就能活的更精彩。            
(3星)	 打发时间，变脑残的最好方法...            
(4星)	 抗癌患者的生活福音。            
(3星)	 三顺老了，皮好松哦。剧情很一般，节奏又慢。            
(2星)	 虽然很烂还是看了一半，而且竟然眼泪了，这就是小时候看言情小说的后遗症啊。男1实在不好看，后来发现原来是身材好            
(5星)	 不可能错过你，金善雅！演技完美！李东旭也大有长进，比在my girl的时候精瘦帅气，演技又提高了！~            
(3星)	 开头还挺搞笑的，最后的结局是在是狗血~~            
(4星)	 后面病恹恹的时候整个基调都变讨厌。但姜志旭还真是好啊、真是帅啊、十几集的韩剧都不错的样子，比起那种几百集的。。            
(5星)	 让我们大胆的热爱生活，追捧生活。别忘记自己拥有最独特的香气。            
(NA)	 稍微哭了几鼻子，三顺姐姐瘦成纸片啦，快告诉我减肥秘诀吧~~~            
(5星)	 片子太虐了 特别是女主角妈妈知道她女儿得癌症之后的场景            
(5星)	 李东旭的华丽回归之作 选对剧本了 没让我失望~！！BTW，再次感叹宣儿的运气实在佳，三部电视剧，和我喜欢的三个男人各拍一部。羡慕嫉妒恨啊。。。&gt;&lt;            
(4星)	 冲着三顺姐姐看得剧，但还是少了霸气多了泪水，终究有点老了卖萌的感觉，小李同学真执着，不过还是嫩了点，男二女二打酱油了，探戈的部分很赞，最后，是不是真的只剩下六个月的生命我们才会去追求幸福，不再战战兢兢地度过每一天，不为生活而活，为自己而活，大概就是平淡结局要表达的吧~            
(5星)	 我亲爱的金三顺。            
(3星)	 名字应该叫死前的20件小事，剧情略狗血，不过喜欢女猪在开始哭着骂人的勇敢，即使再狼狈也要为自己讨回公道。            
(3星)	 韩剧套路万年不变啊。            
(5星)	 第一次看的时候被震撼到了，为了这个女人的命运和勇气，那种想要活下去的强烈愿望和我的产生了共鸣，欣赏的是她有用于这样去做的勇气和破釜沉舟的坚决。不知道自己还能活多久，所以好好地珍惜现在吧。            
(3星)	 不知道为什么豆瓣给的评分那么高，我真觉得很莫名其妙的，结局没有死掉，也算是happy ending            
(4星)	 从第一集到十六集，一直哭的稀里哗啦的。女主人翁忍受了十年，在得知自己得了癌症之后，才开始对自己好一点。为了在剩下的日子里过上幸福的生活，写下了20条想要完成的事情。同时也找到了自己的真爱。            
(5星)	 五星给李东旭的颜+身材还有金宣儿的演技            
(4星)	 其实很久没有看韩剧了，最近看是因为金善雅才看的。韩剧挺好的，至少会让我们相信还是有不顾一切的爱情。            
(5星)	 看到有人说剧情老套  不管多老的剧本三顺都能演出不一样的味道不一样的精彩呢             
(3星)	 为了李东旭才看的，前面比较好玩~后面几集完全没剧情~但是看着还是有温暖的感觉            
(4星)	 好久米看到李东旭了！终于归来~超喜欢超喜欢！(╯3╰)            
(4星)	 韩剧得不能再韩剧了……            
(3星)	 开头不错，后面没意思···李东旭真没啥演技可言···            
(4星)	 很狗血的剧情，我竟然还飙泪……鄙视！！！            
(4星)	 生命的长短由神来抉择，而生活的态度确掌握在自己手里。（以每集5套衣服的速度来看，整部剧百来套衣服木有重样啊，姐！）            
(3星)	 太虐了，看一遍就行了。感叹三顺姐的演技，当然还有严基俊！李东旭我是喜欢的，不过相比之下演技就相形见拙了！            
(NA)	 最近的大爱            
(3星)	 第一集就开始催泪、            
(4星)	 梦想依旧光彩耀人。而且永恒。            
(5星)	 大概是２０１１年最好看的韓劇了。            
(5星)	 喜剧你个大头鬼！            
(4星)	 短暂的人生。活在这一秒，设想下一秒。：）生日快乐            
(4星)	 还是撞车那最经典啊            
(4星)	 结局有点烂尾，开头五集超级给力            
(5星)	 很漂亮很美丽很值得的电视剧，很心疼的看下去，有时候韩剧比生活更能励志，更能发现真谛。            
(5星)	 剧情很好，主演演技很棒，很有人生意义的一部电视剧。            
(4星)	 每当看到李东旭时总会想起要是车叔来演会是怎样一副光景。。            
(2星)	 看了三集就弃了。。            
(4星)	 传达的是一种精神。            
(5星)	 我稀饭李东旭！            
(5星)	 好好地活着。无论生命还有六十年，六年，还是六个月。健康，平安，幸福的活着。为自己、为家人。绚烂地活。            
(4星)	 男女主角都瘦了好多。妍在如果没有得癌症，也许还战战兢兢小心翼翼的活着，没有辞职，没有日本之行，没有遇见爱情。这样的爱情又如此令人压抑，拿不起，放不下，怎么忍心在爱人的怀里闭上眼睛，逝后无知，唯余生人空念，没有如果，有生之日，过自己想过的日子，没有遗憾。            
(2星)	 从先前的四星到现在的二星较差，这是一个多么大的跨度，还好不是20集，那样分会更低。圣母式的大结局还真是欢乐呀。            
(4星)	 前半部是搞笑情节，东旭还是一如既往地有型，真是又帅又萌，虽然我得承认你演技不咋滴，但姐看的不是演技啊            
(5星)	 探戈的身体接触果然可以将暧昧发挥到极限~            
(4星)	 把握当下，认真的过好每一天，或许就不会留下遗憾。不要到了自己在未来的某一天为现在的自己感到后悔，过去的在也不会回来。我们只能不断的向前跑            
(5星)	 给了我很多感悟，要尽力过好每一天，勇敢追求自己的幸福。把每一天都当做是最后一天去过。“我只过我自己的今天”            
(5星)	 今天中秋，看完了大结局....这部剧让我想了很多事情，有了很多感触......一个阶段会有一个阶段的人生思考的命题.....            
(3星)	 虽然女猪脚依旧生病了 但是结局挺美好~            
(5星)	 虽然从三顺就很爱女主 但是也不至于你每集都要哭吧= =            
(4星)	 没有市政厅好。            
(4星)	 我就活我的今天，今天这一瞬间，就够了。            
(3星)	 开头几集挺好看，后来越来越不喜欢看，女二在《他们生活的世界》里还是个笑得单纯的小姑娘，这里面实在是太不好看了，除了斜眼就是斜眼。虽然内容是励志的，我也是个泪点低的人，可是金善雅哭的时候我一点也哭不出来。。。后几集不太好看，都是快进看完的。。。比较不理解为什么评分那么高。。。            
(5星)	 珍惜身边的人 心里的话要随时随地的表达 不要留遗憾给自己            
(3星)	 还行啦。            
(4星)	 本来想给五星的，但是13集过后很无聊            
(NA)	 瘦下来就没有三顺当初的可爱气质了，而且和男主角怎么看起来都少了那份真正的爱情感，还是和车大叔比较配啦～害人家又跑回去重新看了遍金三顺，哈哈            
(4星)	 女主太瘦了，男主好帅            
(4星)	 虽然有人觉得不好看，但我还是喜欢啊喜欢，一直看到大结局~~            
(3星)	 如果在生命的尽头还能遇到浪漫的爱情 死也值得 更何况是李东旭这样的帅哥 只是剧情李东旭爱上三顺表现得有点生硬            
(5星)	 别到最后才知道自己要什么            
(4星)	 如果就死在男主角的怀里 就给5星了题材很不错的。。。            
(4星)	 里面的人物设定都挺有爱的 反面角色演到后面也很有爱~女二号后来真是越看越喜欢啊~就是男女主角一直哭挺让人郁闷的……不过李东旭好帅啊^ ^            
(3星)	 哭戏真多            
(3星)	 医生你好可怜。            
(3星)	 这样活者，每天都有意义            
(4星)	 豆油写得好，鲍鱼跌倒在了拌饭中。哇咔咔。            
(NA)	 刚开始看一直以为会错诊，看到后来也想要是不生病该多好，可是不生病也不会这样去过认识这样的男人。一切都是说不准啊            
(5星)	 结局终于没有死去，真是万幸。金善雅演戏真的好自然，连带李东旭也变得生动起来。            
(4星)	 不管能活多久，活好今天            
(4星)	 和你们在一起的时间就是我的人生，谢谢你们一直在我身边TAT PS.李东旭帅惨了。。            
(3星)	 看到最后实在看不下去了。            
(4星)	 虽然还是一样的韩剧，一样的浪漫故事，一样舒缓的步调，却不一样的让我思考，如果人生只剩下几个月，还会不会像原来一样活的蹑手蹑脚。每一天的平凡像每一天的美好一样，值得享受~            
(4星)	 剧名很烂，狗血泪弹不少，但总体还是个励志和舒服的故事。            
(3星)	 前十集是完整看的，之后就觉得不是我喜欢的风格了，善雅这次演的角色我不是很喜欢，感觉又回到老韩剧的风格了嘛！哭哭啼啼，拖拖拉拉。            
(5星)	 这俩人很有夫妻像啊            
(5星)	 呜啊啊~~T T             
(5星)	 幸好结尾不是悲剧。。。金善雅太美丽了。。。金俊秀的出场以及《You Are So Beautiful》绝对给这部剧加分了啊。。。            
(3星)	 活着就让自己和身边人幸福，随时死去都不会有遗憾            
(3星)	 开头还OK，越来越拖沓，后面毛啥意思咧~            
(4星)	 早就没有追韩剧的耐心了，尤其还是女主角得绝症的这种。不过导演很聪明，拍的哀而不伤。我喜欢的三顺不再是胖胖的样子，变得时尚清瘦，只是笑起来有明显的鱼尾纹。人都是这样：美好的东西希望成为永恒。还好，她严格算来，也不是什么美女。于是释怀了~现在还可以演姐弟恋，再下去就是中年危机了~~            
(5星)	 从一开始就知道的悲情剧集。却一直叩问着内心一些东西。即将结束的生命，包裹不住想要绽放想要灿烂的灵魂。我们都以为自己可以活很久，有些事，总以为以后再做也不迟。而其实，当下远比以后重要            
(3星)	 总体还是给人以希望的~            
(3星)	 很一般...            
(5星)	 眼泪大把大把的……珍惜生活中的每一天~            
(4星)	 “和每個人一起度過的所有時間，最後就拼湊成了我的人生。” 有這樣的結局也不好再挑什麽了。            
(NA)	 明天要干什么呢？            
