http://movie.douban.com/subject/1754882/	波士顿法律 第一季 Boston Legal (Season 1)
(NA)	 锻炼听力的好片子，两个男主角很有特色，就是男权主义思想严重            
(5星)	 绝对经典。            
(3星)	 啊啊啊。。。难怪觉得男主眼熟！！。原来在风流老板俏秘书里面的男主！！！            
(5星)	 两只......粉红火烈鸟...            
(4星)	 两个律师流氓的故事，很有喜剧感。有几个案子，对手太差了才让shore赢了。第二季monica走了。            
(5星)	 这帮大律们不用documentation，不用review memo，还有时间嘿咻，还是和不同的同事            
(NA)	 传递一些永恒的价值，让人感觉的正义的力量 。            
(NA)	 Alan的结案陈词和与Danny的阳台对话是经典。前者引人深思甚至足以审视自己的人生价值，后者则以更多的方式去看待问题。幽默足够，内涵也足够，只需慢慢欣赏。男主不经意间的魅力和平时的伪装会让人感到被打动。在感悟的时候让你被其逗笑，在你欢笑的时候又触动心中的感动。我所看过的最妙的！            
(5星)	 很好美国司法观察切入口。PS，alan，你怎么可以那么萌囧又性感？！！！            
(3星)	  先看了第五季，满篇的左派激进言论，情感上实在接受不了；两位主角的结婚让这部缩写为BL的剧彻底坐实，只是结婚的理由怎么那么说服不了自己呢。ps如果再来一次，我一定只看前三季。            
(5星)	 精彩，基情四射！大爱 james spader&amp; william shatner            
(5星)	 第一集5星，一上来就让我看进去的剧真少见            
(5星)	 OMFG!!!            
(5星)	 处于对律师很有好感的时期看的，感觉自然不一般。而且也比较喜欢技术流的美剧。            
(5星)	 还蛮不错的，很多涉及到各种美国现状，美国法律体系的东西，法庭辩论很精彩。尤其是Alan的closing真的很有激情。            
(5星)	 大爱，很男人的剧，越早看越好啊，我是看晚了……            
(5星)	 好片子。既能锻炼逻辑思维技巧。又能学习英美法知识。最重要的是美国人崇尚法治的精神很让人动容。一声叹息，我们要什么时候才能达到这样发达的社会治理境界？还有经典台词。denny crane!            
(5星)	 面对别人家的体制时，唉。。            
(5星)	 堪称经典            
(5星)	 强烈推荐!            
(5星)	 The last scene of season 1 is really striking! I guess the good Alan just might be aroused.            
(NA)	 练口语Ing            
(4星)	 前两季不错，后面alan感觉有点一成不变。不过结局的确雷到我了~            
(5星)	 就是喜欢，没办法            
(5星)	 ALL TIME FAVORITE!            
(5星)	 重看不止。每一遍都对英语expression、辩论技巧、美国文化有更多认识~~            
(5星)	 有意思有意思有意思，Denny Crane            
(5星)	 大饼脸也是可爱的            
(5星)	 律师其实都挺2的，做生意、也做事业、做理想、也做案子、做一切纠结的事、也纠缠着做爱。Allan的灵魂很快就纠结了。法律有法律的游戏规则，江湖有江湖的行走规矩。帮到了不该帮的家伙，或者没能帮助需要帮助的人，灵魂煎熬中默默体会着寂寞。所以荒诞，以嘲笑世间。            
(5星)	None
(5星)	 神片            
(NA)	 够玩世不恭！            
(NA)	 See, men don&#39;t have to be handsome to be charming.             
(5星)	 经典的Legal脱口秀，很好地诠释了美国律师有钱的原因！            
(5星)	 渐渐入味，越看越好看            
(5星)	 让人突然喜欢上美国法庭剧了。本来以为最厉害的是英国的《加罗律师》            
(5星)	 前前后后看了快半年吧 好些集很深刻 好些集很温情 考GRE前看这个必然高分啊            
(5星)	 法律强片            
(3星)	 我就爱看那老头子泡妞。。。            
(5星)	  Alan Shore 喜欢他，情节上是有些腻的，但还是喜欢~            
(5星)	 Denny~Crane~            
(4星)	 除了最后一集，都很好看。超爱Alan Shore            
(5星)	 my forever love            
(5星)	 quite good so far...            
(5星)	 律师，挑战、刺激、神圣的职业啊~            
(4星)	 哈哈哈。。。后知后觉发现其实是腐剧啊。。。            
(5星)	 Alan Shore 就爱这样的胖子            
(5星)	 alen的自信，学习deny的色，亦要学习            
(5星)	 喜欢第一部里的Lori            
(NA)	 Denny Crane!!!            
(5星)	 因为辩论的缘故接触到这部剧，从此深深爱上。。。虽然那时已经认识到律师并不是想象中香港律政片里面的那样能够侃侃而谈为自由正义而战，但是仍不可避免地痴迷律师这一职业，也许也间接影响了我去读法双的决定吧。。。不知为何此剧结束后却再没见过两位主演的身影。。。            
(5星)	 denny crane!            
(4星)	 好看好看~            
(NA)	 雷人的牛人！            
(3星)	 其实挺推荐的，可是最后一集搞的人上火            
(5星)	 神剧            
(5星)	 最爱每集结尾两只老男人的对话            
(5星)	 这一系列太精彩了！！！            
(5星)	 荐！            
(5星)	 五季全部看完过            
(4星)	 极佳的美国主义和美式民主的宣传片。不过看看第一季也就差不多了。            
(5星)	 主角真是大赞啊            
(4星)	 看看就腻了。。。不过两位男主角确实很有功力。每一集里最喜欢陈词和最后几分钟的阳台相会，哈哈~            
(5星)	 每集的close我都珍藏···大爱alen····            
(5星)	 心目中永远的美剧前三            
(4星)	 有时候不知所云……            
(5星)	 真不错 结词音乐人物 最后一集被震撼到了。            
(5星)	 最喜欢的美剧，没有之一！这种因为过于喜爱心中翻滚千言万语但是无法表达的郁闷真是太魂淡了！            
(5星)	 Alan的前女友Christine is really sth，这个女人-这个人可以那样看清自己！这种认识很不简单 // 恨一个人，就叫他去当律师吧！// 12集里的小老头-母亲口中的dung beetle真让人心酸            
(NA)	 最爱的美剧。因为有两个活宝，一段深刻的友谊，混一场盛宴般的人生。另，终于知道了世界上最浪漫又最实在的求婚是怎样的。亲爱的，嫁给我，你可以做你的公益律师的同时，又享受着奢侈的生活。            
(5星)	 人人都爱allan shore！            
(5星)	 alan一副欠揍的贱样，骚包~            
(NA)	 我慢慢慢慢的追……            
(5星)	 和 白宫风云 一样！            
(3星)	 看电视剧没看到喜欢的角色，就变成了纯粹的杀时间            
(5星)	 看懂美国的法律！            
(5星)	 Denny Crane!            
(5星)	 my favorite serial. Alan Shore &amp; Denny Crane            
(4星)	 Alan 的声音好好听。            
(4星)	 需要时间去适应这个节奏，不过我喜欢。            
(5星)	 超级好看！强力推荐！看到法庭的激辩，看到人性的光辉，看到律师的智慧！            
(5星)	 此剧太强悍            
(4星)	 其实没有坚持看完            
(3星)	 美国广告，宣传美利坚精神的！一般            
(5星)	 极好            
(4星)	 谁能有你们这对flamenco一样的感情呢？            
(5星)	 alan在放荡不羁的外在是这季的亮点，不顾办公室定律，挨着个的和女同事上床，上至公司老板，下到自己的女秘书。也是和crane培养感情的一季            
(NA)	 最爱，不解释            
(NA)	 没字幕就先将就着看吧~            
(5星)	 做律师要的是激情            
(5星)	 行云流水的段子            
(5星)	 为毛我爱上了一个老头子和两个老太太……            
(NA)	 大爱的律师剧            
(4星)	 看到Alan这张脸就想笑，还想给他一拳。            
(5星)	 denny crane            
(5星)	 有趣的两个人，有时候毒舌，不知天高地厚的爱调戏女人，尽管还是一样的风度翩翩，有着自己事业上的成功和手段。 喜欢他们每一次共同经历时的争吵与合作。喜欢Denny，尽管有时糊涂，但他的经历与观点确实是很厉害 ！            
(5星)	 大爱律政剧~~            
(5星)	 喜欢Alan Shore，更喜欢Denny Crane, 终极喜欢Shirley!!!            
(5星)	 大爱大爱，多看几遍才好            
(4星)	 这部电视剧的特点在于对人性的挖掘，而不是靠悬疑，案情的迷离。            
(5星)	 算起来是唯一一部让我每个礼拜等着追最新一集的律政剧了！人物太出彩了！节奏紧凑对白够犀利！            
(5星)	 Tara真TMD漂亮啊            
(5星)	 编的不是剧，是牛逼!            
(5星)	 神剧没什好说的            
(5星)	 英语听的姐很爽！            
(5星)	 前三季最好了...这不是法律剧,这是律师剧,这是基友剧            
(5星)	 终于看完了。Fantastic！            
(5星)	 alan不说话的时候好像佛祖啊，同意的举手            
(5星)	 虽然这部电影关于法律的东西不多，但确实点燃了很多人法律人的梦想~            
(NA)	 集集精彩            
(NA)	 典型的美国精英阶级价值观            
(NA)	 弃的第一步律政片，冲着那么高的评分看了五六集，啥玩意儿啊！！！！！！            
(5星)	 好剧情，好台词，黑色幽默。帅到不行的James Spader            
(5星)	 That&#39;s all about choices.            
(5星)	 这部剧是在太嗲了~~不解释~~            
(5星)	 ID名为junepig 肥皂剧不是万能膏药，不能乱贴BL本身的定位就是喜剧，而不是所谓的专业剧，除了展现美国律师的方方面面的同时也给大家展示了一个非常美国味的众生相，它是一种价值观和精神，虽然它不是专业剧，但其专业程度一点都不低，您对美国民事法律到底了解多少，足以让您大放厥词            
(3星)	 多年以前看的，看了不到一季，没有看下去~可能不是学这个专业的，实在不感兴趣吧。。。            
(5星)	 allen shore!你帅到无边！            
(5星)	 denny            
(4星)	 第一集片头的大大的BL一下就震住我了            
(5星)	 为了Alan叔和Danny叔            
(3星)	 如果不是11集那个恶心的苏丹话题。。。我一定会5星之            
(4星)	 开头五分钟，看到ALAN的时候，就想如果不是这个男人当主角的话，就弃了。            
(5星)	 要的找我            
(NA)	 了解美国社会和文化，欣赏两个SOUL MATE的阳台点评            
(5星)	 相见恨晚，让我从犯罪心理走出来了~智慧、语言的魅力            
(5星)	  Denny Crane！            
(5星)	 NB的法律，NB的制度，NB的律师~            
(5星)	 偏爱律师剧            
(5星)	 大爱Denny和Alan的口才            
(5星)	 aha~            
(4星)	 我表示这是我看过的最狗血的法律美剧~从帽子里面变出兔子。Alan Shore，大爱啊~            
(4星)	 死的都说成了活的            
(5星)	 Lock and load            
(NA)	 几乎是硬撑着看完第一季，可能台词太有深度的电视剧确实不适合我，台词听不懂的感觉太销魂了。。。不过，确实是毋庸置疑的好剧，可能会试着再看下去。。。等台词能听懂的先看完吧。。。            
(3星)	 看这部剧就是一个错误……三星全给DEK，太有才了！每次看Alan的closing都会呼吸不畅。语速不快，但是断句怎么就那么诡异呢？            
(5星)	 喜欢看他们在法理与情理之间的徘徊            
(5星)	 We all desperate to be relevant            
(5星)	 经典律政剧，没啥可说的            
(5星)	 大爱alan shore!            
(5星)	 最喜欢的剧集,从剧情到主角到配角.            
(5星)	 百看不厌            
(5星)	 看了无数遍。。。如果我老了以后有Alan Shore一般的魅力，就开心死了！            
(5星)	 2010-01-03 少当如Alan,老应似Denny            
(5星)	 最爱剧集，木有之一。            
(5星)	 目前唯一一部一集不落，兴致饱满看完的美剧。大爱            
(5星)	 精彩            
(5星)	 气场!            
(5星)	 力荐！美语超级棒！            
(5星)	 律师剧中的经典之作            
(4星)	 我的monica呀。。剧情太类似就木有意思了            
(4星)	 经典案例            
(5星)	 两个加起100++的男主角魅力真是大到爆，节奏快，很合我的口味            
(3星)	 一般，说实话不喜欢那男的            
(5星)	 臺詞可作段子背            
(5星)	 少当如Allen，老当如Danny             
(NA)	 没时间好好看T T 推荐法学专业的同志们看~门槛不高，不乏幽默。            
(5星)	 我爱alan shore！            
(5星)	 Allen:理想中的蓝颜知己。Shirley:我愿成为这样的女人。Brad:既见君子，云胡不喜。Sarah&amp;Jerry Espenson:半成宝器。Danny:让人说他什么好呢。。。            
(4星)	 Alan Shore 很有爱～～～            
(5星)	 美国的民情、信仰、观念都在法庭里，这部剧让我知道美国的practice Law 和种种人性的善恶、自由的维护、法律的信仰、司法的防线~            
(5星)	 相当棒！里面的外语过于复杂，引用的事例不是美国人可能看不太懂，但是两个男人在里面幽默的表演和男主角在法庭上演讲的功力还是相当的让人爽的。            
(4星)	 过于表现道德纠结了吧，庭审技巧好像欠了点            
(5星)	 男主角还能更挫点吗法庭辩论部分很精彩，没有对与错，只有嘴皮子功夫最爱还是Danny crane 和denny crane俩假父子的那两集，很欢乐            
(5星)	 嬉笑怒骂死不要脸老不正经下的悲天悯人，AlanShore和DannieCrane的阳台。。。            
(5星)	 DENNY CRANE            
(5星)	 精彩到无与伦比！做梦都想变成Alen Shore            
(5星)	 必须给五星啊！！太喜欢了。看完五季我的桌子估计都要拍烂了            
(5星)	 大爱超爱Alan Shore 不可抑止的爱...            
(4星)	 练听力不错～            
(4星)	 扣掉的一星给操他妈的编剧居然让老子女人撤了            
(5星)	 我的美剧启蒙者啊            
(5星)	 最后一集讲death penalty我整个人就傻了，这不是我的考试题么！！！            
(4星)	 S01E16: Let Sales Ring(2005), as Stuart Milch. Ryan多数时候就是坐在庭上听辩论。。。辩论很精彩，虽然我并不打算追剧            
(5星)	 被Alan吸引            
(4星)	 犯贱但有趣的剧。没能坚持看完，剖有些藐视女性的观点在里边是原因之一，电脑崩盘是原因之二。Alan Shore，我还是很欢喜他的。            
(5星)	 赞~            
(5星)	 for AL            
(5星)	 其实看到后面几集，辩论的逻辑已经不怎么清晰了...但是贱贱惹人爱啊...            
(5星)	 语言灰常的犀利，很好的学习英语的材料，就是片子有些老了            
(5星)	 那个死老头啊。。。            
(5星)	 大结局非得跟中国扯上边，让人很不爽……            
(4星)	 &#34;Denny Crane&#34;.....            
(5星)	 有张力的生活            
(4星)	 男人有了个性才有魅力            
(5星)	 我喜欢胖叔叔和肥爷爷的故事，那是一个很腐很腐的故事。            
(NA)	 经典的律政剧。            
(5星)	 看过很久，现在自己的肚子都快成Alan那样了，能回忆起的只有他说话的语气和不羁的视角。            
(5星)	 所有美国的价值观。            
(5星)	 绝对应该看的美剧 从该剧你能了解美国的法律 很多官司在我们看来很滑稽可笑 但这正是由于美国法律对人权的保障            
(4星)	 每集都很精彩，戛纳影帝詹姆斯·斯派德演技不是盖的            
(5星)	 他俩太有爱了            
(4星)	 allan永远都那么帅！            
(5星)	 我太爱这部剧鸟！            
(2星)	 作为一个诉讼律师我只能给它一个评价：太假了！大陆电视台演山寨律政佳人（就是曹颖演的那个）的时候，我就不由得想起Boston Legal。也许技术上有差，但实际上都是在给大众灌输关于这个行业的错误观念。            
(NA)	 oh~~~~~~~~~Danny~~~~~~~~~~~            
(5星)	 可以。。。颓废的理由，不是吗？            
(3星)	 好吧....看了那么多美国律政剧就是萌不起来这部...我觉得自己太悲剧了那么多人推荐...挑战了三次果然还是人物设定不是我的菜            
(4星)	 隔了大半年才看完~有些案子看不明白啊~智商跟不上啊~denny crane&amp;alen shore 俩活宝，闪耀着人性的光辉啊~哈哈哈            
(NA)	 也是很喜欢的一部剧，喜欢老头的气场            
(5星)	 等我再看他个10遍再来评价~~            
(3星)	 没有扣人心弦的剧情，也没有抓人眼球的角色，法庭辩论是看下去的唯一理由了            
(5星)	 I don&#39;t doubt your taste, you know. Actually, I love it.            
(4星)	 虽然很男权，可法律的世界里，这就是真实啊            
(5星)	 一开始很讨厌Alan，后来却爱死他了~~~~            
(5星)	 最爱之一。反复看反复看。            
(5星)	 不按牌理出牌的各种牛人            
(5星)	 Alan Shore结婚了，真是完美的婚姻呀！            
(4星)	 尽管看完一季还没发现一个令我喜欢的主角吧，为了剧情得看下去            
(5星)	 my alan&#39;s long cloze            
(5星)	 nice            
(5星)	 Alan Shore是我们都向往的那种人：表面玩世不恭、我行我素、对异性有奇妙的吸引力、时而黑暗堕落....但内心比任何人都有原则、善良、无所畏惧，并且才华横溢。只不过我们大多数人不敢承认想成为Alan Shore，或者没能力成为他。            
(5星)	 看法庭劇怎麼可以不看BL？！            
(5星)	 一帮巧舌如簧的律师把语言用到了极致！！！各种GRE超纲词汇            
(5星)	 法制            
(5星)	 最爱的美剧。大赞Alan和Danny。            
(5星)	 Alan的英语真漂亮            
(5星)	 不错~法律人必修~            
(5星)	 看完对欧美法系的一些问题有些感悟。            
(5星)	 极为优秀的律政剧，剧情紧凑，人物个性鲜明，而且很好地展现了法制体系下不为人知的一些手腕儿，非常欣赏主角Alan，每集的结案陈词都值得收藏。越往后越有深度，最后一集让人揪心            
(4星)	 第一季完。在“为毛所有姑娘都喜欢alan shore”这一点上，我和brad chase保持一致的疑问。最后的德州景色，美，翻，了。            
(NA)	 好看            
(5星)	 刚开始看这个剧,也太好看了吧啊啊啊            
(5星)	 精彩至极。            
(5星)	 看过最棒的美剧。            
(3星)	 谁愿打高分是他的事。3集，实在看不下去，男主很讨厌，Denny很不错，弃。            
(NA)	 看习惯了就看完了            
(5星)	 神剧。            
(NA)	 很好看！            
(4星)	 嗯，越来越爱~  :)            
(5星)	 两个矮胖的老男人竟然能够有如此大的魅力让人匪夷所思            
(5星)	 Alan和Denny都太帅了~互相之间那种深厚的感情也让人感动。美式幽默让我啼笑皆非。穿插始终的法律背景和法律英语又让我很受益。看到很多制度和观念的东西，然后从一定程度上了解到美国为什么是美国。            
(NA)	 爱极了Alan~            
(5星)	 永远的经典            
(NA)	 denny crane~老喜欢他了~^@^            
(5星)	 PHEONOMINAL!            
(4星)	 我的英语口语老师一直推荐来着。            
(4星)	 本来力荐的，后来看到最后一季的时候气得不行，不过怎么说，其他的都好的不能再好了，于是小气的四星            
(1星)	 到第9集就看不下去了。《律师本色》里的Alan Shore是我的偶像，但在《波士顿法律》里，Alan Shore“堕落”了，而且带着同事一起“堕落”。一男VS三女，俗，很俗。一星是给Denny crane的“Denny crane”的。            
(4星)	 每个角色都是很NB的怪咖            
(4星)	 专业的执着与偏执，让人又爱又恨            
(5星)	 看了5季            
(5星)	 denny            
(5星)	 Alan和Denny的友情太让人感动了。。两个人的关系是那么那么的好 哈哈 非常好奇他们的sleepover time~~            
(5星)	 超讽刺的现实题材喜剧，william shatner赞            
(5星)	 我喜欢ALAN和DENNY，好看到不行！！！            
(4星)	 挺有意思            
(5星)	 抽着雪茄喝着红酒聊着小天，生活便该如此            
(5星)	 很搞笑、逻辑性蛮强~            
(5星)	 没有什么比Alan Shore的激辩更让人享受了            
(4星)	 喜欢律政剧的不能不看。            
(3星)	 第一季最后一集是ALAN帮那个死刑犯打官司，其实最后一幕的意思就是输了，他被判了死刑，没有得到赦免。第二季又是新的开始了。没有衔接            
(5星)	 不说了，最喜欢的美剧之一。            
(4星)	 挺好看，对白有点多……语速有点快            
(3星)	 口才不错，闷骚也不错，就是感觉辩论的有点假            
(5星)	 爱死alan            
(4星)	 纯喜欢Alan shore的表情            
(5星)	 很值得一看。            
(5星)	 终于全看完了，失去Danny Crane 和 Alan Shore还真觉得生活里少了点什么。            
(5星)	 很深刻            
(5星)	 最喜爱的美剧 没有之一            
(4星)	 法律中并不是总是伸张正义与公正，也有很多案例是很难区分哪一方对错的，但在这些案例中都体现出律师的机智和个人对这些案例的独特看法。            
(5星)	 Alan Shore my love.            
(5星)	 喜欢alan shore,因此喜欢上了James Spader            
(5星)	 结局太给力了！！            
(5星)	 太棒了            
(5星)	 人性还有生存。。。            
(5星)	 经典法律剧，不容错过。            
(3星)	 前一秒还出现，后一秒便不见。前一分钟还是原告，后一分钟就变成了被告。前一天还信誓旦旦拔刀相助，再一天便犹犹豫豫只顾私心。前一年还装疯卖傻，后一年便急转直下。但不变的是，永远的合理性怀疑，永远的暂时性精神失常。            
(5星)	 Danny啊~~Alan啊~USA啊~            
(5星)	 那朵棕色的女子真是性感得一个球啊。。。            
(5星)	 重看第四季最后一集的时候，Alan在结案陈词的最后跟Denny说：“我爱这个国家！只是，有时候我不再认识他……”让我几欲落泪，这何尝不是当下我们许多国人的心声！            
(5星)	 前无古人，后无来者            
(3星)	 84我的肉            
(4星)	 很不错的一部关于律师的电视剧，有大量的法律实务和法庭辩论内容。            
(4星)	 Danny Crane~            
(4星)	 片头曲跟CSI LV是不是同一帮人搞得？//Alan Shore^_^      玩鸟~我怎么越来越萌这种微胖大叔型？            
(5星)	 A TV series that change my life.            
(5星)	 喜欢智慧男~~~            
(4星)	 第一季未完成，没踩到节奏            
(5星)	
(5星)	 法律是否也如同美酒咖啡般那样的香醇。            
(5星)	 我所看过的律师剧中我认为最经典的，看得我都想去读JD了            
(5星)	 俩儿字：经典！            
(5星)	 多么华丽滴Denny和Alan            
(5星)	 五星 绝对是我心目中的美剧top10！非常非常喜欢alan和danny这对partner！            
(5星)	 五季下来最适合alan的女人还是tara~~            
(5星)	 太绝了            
(5星)	 很好看~            
(5星)	 嗯，最爱第一季，虽然后几季中也有一些故事很好            
(5星)	 一口气看完的美剧。乐翻了。            
(3星)	 Alan的那些废话说多了，其实没多大意思。Crane的好色也不出新意啊……            
(5星)	 can&#39;t love u more.            
(5星)	 超越我看過的任何美劇            
(5星)	 究竟是法律禁止的事情不能做，还是只能做法律允许的事。            
(5星)	 it&#39;s so sexy and brilliant~~!            
(5星)	 必须承认他们这群人真的很棒，台词尤其精彩，每一集都涉及一个常见但不常被解决好的社会纷争            
(5星)	 必看的剧，名字太搞笑，BL,呵呵～            
(5星)	 老头子太可爱了，这样的律师是不是真的有哦？            
(5星)	 经典中的经典，没啥好说的了。            
(NA)	 我才真正的意识到智慧的伟大和这个行业的狡猾            
(5星)	 曾经看过这样的评论：“假如你是女人你应该看看，假如你是男人你更应该看看。”理由呢？看过你就知道理由了            
(5星)	 Alan Shore!!            
(NA)	 受益匪浅            
(NA)	 想继续。            
(5星)	 我喜欢Lori啊。            
(5星)	 最棒的律师剧，没有之一。老色鬼和小色鬼的阳台夜话很撩人，继续看第二季。            
(5星)	 最喜欢的调调            
(3星)	 还是不适合法律剧            
(5星)	 以前看不下律师戏，看完大为改观，Alan Shore 像是温和点的House            
(5星)	 最爱看的律政剧。            
(4星)	 手贱了一下,原来Shore是个长残了的胖子...我是想说残了还是蛮帅的            
(4星)	 不是我喜欢的type            
(5星)	 很喜欢。特别觉得Alan在法庭上很帅            
(5星)	 律政剧的经典！            
(5星)	 经典的经典。百看不厌！尤其喜欢benny crane，一早已经脱离了凡俗，进入自由世界了。            
(5星)	 Denny Crane!            
(4星)	 我喜欢最后结局！男一号和男二号最后终于承认这段禁忌之恋，甜蜜的结婚，幸福的生活在一起了！这才是重点～            
(4星)	 精彩的嘴仗            
(5星)	 Alan Shore是个好律师, 可惜他不是个真人。            
(5星)	 Alan迷人。至今看过最好的法律剧。            
(5星)	 神剧            
(5星)	 几乎一网打尽所有广受争议的美国政商社话题，不避矛盾，坦率面对，见解不俗。            
(5星)	 太厉害了，能从一个完全不同的角度来考虑案子~~~要是我有Alan一半的口才。。。            
(5星)	 非常经典             
(5星)	 自由思想,快乐生活            
(5星)	 Great cross examination and closing            
(5星)	 因为已经完结了，所以可以定论为近乎完美。那么多次被Alan Shore感动，这是真正的不说是非，但说尽是非的思辩。            
(3星)	 看了两级吧，后来没看下去，我是看中剧情的人            
(5星)	 denny cranenever lose, never will.            
(3星)	 not that into it            
(5星)	 Alan Shore 就爱这样的胖子            
(5星)	 准备看这个            
(3星)	 啊，这片名无敌了，还来个大缩写XD，哈哈~Alan很贫，很贱，还很腹黑，就是看着看着就会觉得乱，审美疲劳            
(5星)	 和豪斯一样属于类型片，不过对我来说，法律要比治病有趣多了，它让你对社会对制度了解更多            
(5星)	 最爱。            
(5星)	 Denny Crane            
(5星)	 Denny Crane I love chanllenge.            
(5星)	 辩论真是精彩，2个男主角也很有魅力。            
(3星)	 denny和其他几位配角更出彩，alan和paul，和suits里面两位男主角一样，永远只有一个表情。不喜欢alan,因为我不喜欢看人家的下巴。            
(4星)	 不错            
(NA)	 很喜欢Alan            
(5星)	 渐入佳境。。            
(NA)	 由前面乌克兰同学推荐            
(5星)	 必须好！            
(5星)	 ALAN, ROCK!!!!            
(4星)	 依旧不大懂美国的司法制度，想不清为什么这样就可以把官司打赢。喜欢Lori，喜欢Denny和Alan在露天阳台抽雪茄喝啤酒扯扯人生放下架子的真性情，也喜欢他们和的畅所欲言口若悬河。            
(5星)	 值得推荐给对律政剧感兴趣的朋友，每一集都有智慧的火花闪闪发光，幽默无处不在            
(5星)	 怎么会这么经典            
(4星)	 前几季超帅！第三季后面就混乱了，什么违反伦理纲常的case都出来了- -            
(4星)	 为你而看。            
(3星)	 太专业了，且主角不喜欢            
(5星)	 非常非常喜欢~Alan Shore和Danny Crane真是酷毙了~            
(5星)	 还有一两集没看，因为差到看不下去            
(5星)	 Alan，你绝对和sheldon有一拼~~            
(4星)	 镜头有时候莫名其妙的轻微zoom in和摇来摇去算是瑕疵吧            
(4星)	 don&#39;t tell me i have another child ~danny crane            
(3星)	 除了仅有的几集最后陈词比较有创新外，其余并不觉得有多高明            
(NA)	 最爱BL            
(5星)	 棒！最喜欢每集的结案成词！            
(5星)	 2个老男人，一堆稀奇古怪的CASE.好玩又好看，看完这剧，啥事都想告了。PS:做梦去吧。国品问题HOLD不住            
(3星)	 可惜我不学法律啊，好剧情，我看不进去啊            
(4星)	 看完第一季实在看不下去第二季，not my type            
(5星)	 第一本追完的美剧  在best buy买了s1 s4来收藏的            
(5星)	 lele            
(5星)	 完结了,美剧中可以说完美的片子了.            
(5星)	 The best court room drama in television history            
(NA)	 最米国的法务剧，一群最有爱的混蛋            
(5星)	 William!!!!            
(5星)	 Alan shore.....            
(5星)	 每个结案词我都背下来了。。。为什么没有第六季了。。。不过第五季那个对中国重男轻女的理解太无厘头了。。。中国啊快强大起来罢，就不会被美国人歧视了。。            
(5星)	 不是帅哥美女，但绝对精彩~~~            
(NA)	 重看，连连口语中。。。            
(5星)	 语速惊人 俺的听力            
(4星)	 了解美国司法制度与法律逻辑的快速切入点。             
(5星)	 Denny Crane说：I‘m SB I’m SB;另各位神勇的编剧们，乃们真的找不到稍微顺眼一点点的演员了么，那样的话也好歹给我们这些看到老太太嘴的Alan就犯恶心的粉丝一些些看下去的勇气啊！除此之外，这是部有爱的剧。            
(5星)	 嗲～            
(5星)	 剧中人物，你无法拒绝            
(5星)	 法律必须被信仰 否则形同虚设            
(5星)	 best ever            
(NA)	 Alan Pore和Danny Crane，ORZ啊            
(5星)	 五季，一集也没落！经典！！            
(5星)	 牛剧，精彩几乎持续，各种元素无所不有。Alan花样百出、匪夷所思的结案陈词真是终极杀器。            
(5星)	 学英语的好地方            
(5星)	 生活有很多种滋味，但坚持只有一种。            
(5星)	 真的没有第六季了吗？？？？？            
(5星)	 BL的结局是BL.....            
(3星)	 卖弄用力过度            
(5星)	 Alan很迷人~            
(5星)	 一直都很喜欢的美剧            
(5星)	 the closing rocks            
(5星)	 这片子之后我就很少看美剧了            
(5星)	 比正宗的情景喜剧还要打动我的笑点 老小孩搞笑起来真是天下无敌 btw denny crane             
(5星)	 三十岁以上成熟男士必看！            
(1星)	 看了第一季, 第二季与第五季; 感觉快看不下去了...编导David江郎才尽, 风光无限的&#34;Practice&#34;后的&#34;BL&#34;简直就是粗制烂造; 选角上除了Allen跟Danny外基本都是摆设, 无限失望. 老D晚节不保哦.            
(5星)	 目前为止，最钟爱的美剧            
(4星)	 后来我才发现，美国的民主不比中国的民主更民主。都只是相对的产物。所以，BL其实还不错，真正的开放的态度对待现实。而所谓的Justice并不是真的如同我们所看到的那样，从不同的角度看同一件事，的确是不一样的结果。            
(5星)	 非常不错，可惜国内的资源太少了。            
(4星)	 超有魅力的Alan 和 老Denny 的口才 友情 看到了美国的司法制度 还有人性 ！            
(5星)	 偶像Alan shore            
(4星)	 有的集挺有意思的            
(5星)	 lawyers            
(5星)	 再回头看，第一季的好，不在于嘴皮子上的功夫，而是很多丰富的情感。人性道德上的制衡较量。            
(5星)	 大爱啊！！！！  友情 爱情 伦理 法律 社会现况 sex  sexy  more sex  。。。反正包罗万象。幽默风趣得一塌糊涂，时而又感人至深，时而让人深思反虑。。。 不说了，看吧，看吧！！            
(5星)	 不错。可惜的是现实中很多案件都是很复杂而且很费时的，但是连续剧限于篇幅只能表现那些简单和简短的案子。            
(2星)	 看过几集，可能本人素质太差，看不下去。。。            
(5星)	 超好看的~            
(5星)	 Alan Shore和Danny Crane太搞笑了。太有人格魅力了。初次接触是上课老师放的。后来就迷上了。            
(5星)	 让我想到拿着政治书被美国宪法的日子~~            
(5星)	 这是神一样的，无法写评论的经典。简直是电视版的法律题材的百老汇剧。但它根本不是一部真实反映美国律师和法庭现状的剧，用这玩意来攻击中国法律体制和中国律师的呆逼们可以省省了。               
(4星)	 BL中最好看的也就是这第一部了，后面的就没那么“贱”、没那么好玩了。            
(5星)	 诙谐的..            
(NA)	 传统的律政片~~            
(5星)	 非常非常精彩，生动的美国法律面面观，排山倒海的激烈庭辩和力挽狂澜的案末陈词每每让人激动不已，超强的口才简直就是一种艺术。            
(5星)	 alan shore~~~~~~~~            
(5星)	 ALAN蜀黍赛高~            
