http://movie.douban.com/subject/2157176/	放羊的星星
(5星)	非常棒 看了N遍
(4星)	喜欢后半部分~很喜欢
(4星)	嘿嘿，俗不俗什么的，还是爱看的啊哈哈
(5星)	看过很多遍的剧，其实故事编排的还可以...
(4星)	小志的娃娃脸 还是很讨好这部剧的。
(4星)	各个台播了又播，看了又看，泪奔又泪奔。
(5星)	就是爱小志
(4星)	林志颖～太帅了
(5星)	百看不厌！
(5星)	虽然有些地方很搞很二,可是怎么办呢?一贯不喜欢看偶像剧的我,就是被一些瞬间莫名的感动着.
(4星)	那时流行呕像剧
(5星)	骗子跟逆子的故事，不溶于现实，却在虚拟的世界里绚烂绽放……
(3星)	只是为了林志颖才去看的，感觉，走的还是一般的台湾偶像剧的套路，几乎与我曾经看的《王子变青蛙》与《爱情魔发师》相差无几。
(NA)	4
(3星)	我就是无聊才看偶像剧
(NA)	♥ 因为喜欢而放手，原是因为星光之火太过闪烁
(5星)	还不错的一部 剧情不是很俗套
(3星)	就那样。不是很喜欢女主。。。
(5星)	额。。我真的少看偶像剧的==就算是为了小志吧。。虽然也是浮云一片~
(4星)	这部剧的剧情，集历年台湾偶像剧之大成……简直了……
(2星)	看到林志颖我就想笑……完全不知道为什么。
(NA)	当年的我是多么单纯.居然追完了.
(3星)	搞笑的部分能看看吧， 话说这种爱情电影也没有办法提多高的要求吧，凑合就这样看了……
(5星)	小志太帅了。。。。。
(2星)	唉。
(2星)	我个人觉得还是挺恶俗的。但是我还是看完了
(1星)	老子是有多寂寞才会看这种玩意儿啊！！！！！！！！！
(5星)	谎言里，唯有爱你，是唯一的真实。
(4星)	还挺感人的，感觉还是部不错的偶像剧吧~
(5星)	很不错哦，赚了很多感觉的同时，情节上也不输哦！情况很有意思会有让人意想不到的感觉林志颖年轻的时候我并没有很多的关注，很多的崇拜！到是现在，我觉得他的脸上多了很多男人的气质！脸庞还是那样的年轻帅气！~~男人的内在气质在这部戏中张显出来，很喜欢他！加油~
(3星)	看过一点 还可以
(3星)	可怜的小志和这么个女人演。
(4星)	这算是看的很完整的一部呕像剧了，虽然剧情很瞎，但是林志颖的不老娃娃脸实在是要把我shock死，你到底几岁啊你个天山童姥！
(4星)	典型的台湾偶像剧，不过林志颖还真是不老神童啊。。。
(4星)	几年来看过的唯一一部国产剧了，想念寝室一起看一起抹泪的感觉
(2星)	女主角不怎样
(NA)	养眼漂亮可爱心地善良理想的大众情人！当老婆的最佳力挺人哦
(5星)	我觉得这部算是台湾偶像剧里拍的最好的了
(3星)	披着台湾言情外套的偶像剧
(1星)	烦棒子女主，装13没话说。
(1星)	垃圾
(4星)	很久看了的，还有一些印象。
(3星)	林志颖不错
(4星)	先是被主题曲吸引了，意想不到的不错。
(5星)	善良的阿星，深爱着阿星的天骐，以及他们为对方做的一切的一切，都是爱。
(4星)	欧雅若有够卑鄙的~让人忍了又忍，还是忍不住了~
(3星)	不错
(4星)	開頭幾集有點悶~後面就激情啦！雖然劇情有點老套，但我這個鄙視台劇很多年的人就覺得好看~小志一如既往的帥
(3星)	那个无语的男二啊
(3星)	OST
(4星)	我就知道她不是中国人……
(4星)	林志颖都不老。。好嫩啊。
(4星)	林志颖扮嫩还可以哈
(4星)	林志颖还是那张颜，不过在里面很帅！！
(4星)	偶像剧的话这部不错的~
(4星)	安徽卫视在放，竟然从没看过~- - |||
(3星)	剧情够狗血，无奈林志颖太帅！
(NA)	看的时候很无奈。在电视上看到，一看那剧集就是最虐人的那段。看女主角扭嘴皱眉的表情，我就瞪，咋FEEL都是韩国妞。查了查，真相帝出现了。男女猪不配啊。感叹的是，娃娃面就是好，林先生3X岁了，还是这个嫩样。
(5星)	嗯，不知道这是第几遍看了额……我真是有够俗的。
(4星)	仲天祺、夏之星。
(3星)	谈不上有多好
(4星)	再泡沫不过的电视剧，可是看得我感动了
(4星)	曾让我看了几遍 啊
(4星)	四星全给帅气的小志
(3星)	很烦某台年年放~~囧死了~~~你丫的多花点钱搞点其他剧来看看行不~~囧死了的~
(5星)	林志颖出道这么久第一部偶像剧，力挺！在里面帅得一塌糊涂！
(4星)	是啊 你有全世界最美丽的心
(4星)	后半部好睇过前半部啊
(4星)	我看了三年了....ORZ
(3星)	台剧能不能有点出息！
(5星)	最后钟情的偶像剧。林志颖好帅哈哈～我承认我喜欢坏坏的好男生。还有这戏让我认识了韩志胤，不错的小子。【我们的纪念】我一直爱着——从她进入我的生命到她迫不及待的逃出我的生命。
(4星)	林志颖也是个不折不扣的万年高中生啊
(4星)	我是花痴，林志颖
(4星)	剧情挺雷的，不过林志颖真的是巨帅！
(2星)	典型偶像剧，没奋斗，没看头
(3星)	好一般。
(5星)	超级好看！极力推荐！
(5星)	赞~喜欢林志颖和这个韩国的俏皮小姑娘~~
(NA)	哈哈，当时的fav
(4星)	安徽台老是播,播到厌
(2星)	女主角的穿衣打扮不敢恭维
(3星)	林志颖。死老妖。人精。
(4星)	不错的~
(3星)	结尾挺美
(4星)	林志颖真是。。。二十年如一日的年轻啊
(5星)	比较经典的偶像剧了..情节紧凑...主要是林志颖那张脸实在太让人喜欢了!!~
(3星)	还可以，林志颖怎么看都那么的年轻，女主角长相没什么特色，韩国人都长那样吧，剧情还可以啦~
(NA)	我试着看了2次都没看下去……无缘也无爱
(NA)	好看.
(NA)	和爱的人一起看的
(5星)	掂！
(2星)	估计是我长大了
(4星)	不错。超级催泪。。可惜女主的眼睛我总觉得有点问题。。 一大一小 
(NA)	第一部 让我落泪的电视。
(NA)	假期偷看电视的节目之一。。。
(4星)	林志颖的baby face
(3星)	里面的几首歌蛮好听的
(4星)	纯粹是为了林志颖嗷嗷嗷、、、
(3星)	林志颖第一部现代偶像电视剧~
(4星)	高二的夏天，我还很迷恋呢...
(3星)	我还记得这是一部宿舍集体活动的产物
(4星)	小志还是很帅的。
(4星)	俊男美女
(5星)	我爱看,因为你喜欢夏之星一样的女孩,心是不可以被切割的.
(3星)	好奇林志颖为什么不老。
(3星)	林志颖很不错。
(NA)	只能说，当时觉得还行…
(1星)	偶像剧去死吧
(4星)	不老的林志颖和搞笑可爱的韩星组合，产生的化学反应，虽然有点泡沫偶像，但超喜欢呢
(4星)	蛮不错的~
(5星)	小志！
(NA)	看了那么几集 
(5星)	这个世界上真的有阿星这样的姑娘吗 i wish so
(NA)	第一遍我看的还是很感动的~
(4星)	毕竟狂热过
(3星)	还不错~~~
(4星)	可以吧
(5星)	不老林志颖
(3星)	小志复出，不是盖的
(3星)	又是一场误会的故事。
(3星)	林志颖还是那么嫩啊，把我和我妈都弄花痴了！
(4星)	其实还算不错吧，也是看过很多遍。很喜欢夏之星的衣服，和打扮。还有她默默无闻的五年。
(3星)	一般吧
(3星)	剧情好复杂哦 介于偶像剧与肥皂剧之间
(3星)	我也不懂为什么这部如此白痴的戏我居然有时候会拿出来作为消遣
(5星)	看过最好的一部所谓的偶像剧
(NA)	很好看的说
(4星)	神奇高三我把它看完了。
(4星)	虽然不能说完整看完，但是开头真的不错，我还看的流泪了
(5星)	狠狠好看！
(3星)	不喜欢台湾剧……
(4星)	哦，我看了哭过的~~
(4星)	理想中的爱情……
(3星)	林志颖好可爱
(4星)	虽然很俗套 但是让人忍不住想往下看 情节很紧凑 结局很完美
(3星)	万宝龙
(3星)	不过如此
(3星)	典型的台湾偶像剧
(4星)	不论是剧情结构还是演员的表演，都很喜欢~~难得的台剧佳品~~
(NA)	林怎么还不变老,变态!
(NA)	因为小志看的，呵呵剧情也没有让人失望还是喜欢小志
(4星)	难得不错的台湾偶像剧啊~终于不用什么杨丞琳啊王心凌了~
(4星)	傻傻纯纯的
(3星)	看过一点点，我想我已经脱离看偶像剧的年代了
(2星)	安徽台放的。。一般吧。。
(2星)	N个卫视轮流轰炸，难道林志颖缺钱吗？这么烂的片
(5星)	很喜欢这样浪漫的青春
(5星)	各方面好得很平衡，当然，最主要还是男主角太帅啦
(4星)	阿星~林志颖里面蛮帅哒~
(3星)	剧情很简单，根本不需要动脑经。一边打游戏，一边看，很不错。关键此片有美女压阵。
(4星)	林志颖在里面很年轻
(3星)	小志老了。。。
(4星)	林志颖萌动啊
(4星)	比较照搬韩国电影姜东元和金荷娜演的《不要相信她》。。。演的倒是不错，只是，台湾制片，你们能有点自己的思想吗？？不是韩剧，就是日剧，动漫的。。。。
(4星)	一夜奋斗是我看偶像剧的特色，因为很多故事只有在这里才能感动我
(4星)	不错，很少能看完台剧
(3星)	星星
(4星)	还不错 面孔剧情都算有点创意
(5星)	很不错的剧情~~林志颖那张不老的娃娃脸~~
(4星)	以前对林志颖没什么感觉，却因为放羊的星星喜欢上了小志
(3星)	复杂的嘞~
(4星)	剧情至少不是那么俗 主要是林志颖实在很帅 喜欢
(4星)	不知道是说好看还是不好看，看了两遍，却还是跟第一边看的是一样。不知道为什么这段时间那么喜欢看这种电视是。唉。。剧情中总有些无厘头，但是还是觉的不错。
(5星)	最喜欢5年后的剧情，喜欢仲夏夜之星
(2星)	电视台老在播，没办法的断断续续看了。
(4星)	每次看到都忍不住看啊！
(5星)	小志一直让我觉得他很帅。在这里面的，依然让人很喜欢。
(3星)	看到嘟嘟同学评论得多激动~~~就是啊~~我呸~~林志颖还法家~~跟到骂一盘儿
(4星)	重新爱上小志，永远的娃娃脸，实在太强了。李威还是演这种坏坏的角色最对味！
(5星)	大爱林志颖
(3星)	终于终于从头到尾看光。。纯粹冲着小志哦。。顺带发现一鞋子上额秘密=。=
(3星)	剧情很猥琐。
(4星)	都成了安徽台的主打节目了 放假必播....
(5星)	台剧的温柔
(5星)	好看，看的眼泪水汤汤滴
(4星)	18集的时候我哭了~
(3星)	林志颖那脸果然……适合偶像剧
(5星)	有时候也还是喜欢天骐那样占有欲报复欲超强的霸道男人。
(4星)	为什么林志颖永远都是baby face呢
(4星)	集合了偶像剧众多经典元素的一部不错的片子！
(4星)	太喜欢小志咯。。。
(NA)	自从林志颖讨了那个老婆后，我就不提到他。
(5星)	男女主角都很喜欢……尤其是男的，情节可以接受
(4星)	林志颖好帅的~
(5星)	因为Lisa，也因为Vienna，我看了以这一部电视剧，然后喜欢上这首歌
(4星)	这部台韩合作的是我看过的本国与韩国合作拍摄的电视剧中最好看的一部……
(5星)	喜欢他~~~
(3星)	完全不能忍受那么俗烂的配音!
(4星)	如果爱了,就不要欺骗. 是谎言,终有一天会被揭穿.
(4星)	情节不俗套~
(4星)	林志颖真是不老传奇~
(4星)	林志颖怎么不会老呢
(NA)	小志
(4星)	我当时纯粹是对刘荷娜比较上瘾。。哎。。。没想到panda也看过一刚（「我竟然和你看过一样的台剧，真恶」，我同感好伐！）
(4星)	不可否认它比其他白痴的台湾偶像剧要高级，至少就总体来说它不像其他的很做作虚假。2人恋情发展有时间见证，不是一见钟情，也没有迅速发展，有回味的空间。以前读初中时也有看过一些偶像剧，能这样让我持续喜欢的就这么一部。现在已经不看台湾偶像剧了，但我有时居然还会想看，电视一播绝不放过。
(4星)	当时看的时候很喜欢的~
(5星)	轰轰烈烈的爱情，总是那么让人神往！
(3星)	女主很赞。偶像剧本身无感。
(NA)	情节新颖了一点，不过 。没仔细看。
(3星)	没营养
(4星)	好看，小志现在都当爸爸咯。
(4星)	不管剧情怎样，当初是很喜欢夏之星这种性格的。。
(4星)	情节依然狗血，但是哈哈，小志怎么不老啊，~~~~
(4星)	林志颖~~林志颖~~
(4星)	还行、、
(3星)	我妈妈超喜欢夏之星，可是剧情还是累人，棒子我就是看不惯
(5星)	很不错的偶像剧
(5星)	有一种爱是寡言的，它的付出也许是独断的，它的温柔可能是执着有一种爱是朦胧的，它的付出也许是不自主，它的温柔可能是迷惘有一种爱是无形的，它的割舍是因为一种希冀，希冀所爱的人拥有比自己更幸福的人生，它的放弃是由于一种不舍，因为爱的太深，所以选择放弃对方的手。
(4星)	林志颖啊一点都不老，还是娃娃脸。。
(5星)	爸媽也都很喜歡 安徽衛視播放的時候 一起看了四邊
(3星)	老剧情
(3星)	当初看得挺疯狂 回想起来其实不怎么样 好吧 我变了
(5星)	超喜欢林志颖的 很有魅力  他演的什么都好看！！这不也不例外！！ 痞痞的  
(4星)	因为刘荷娜
(4星)	林志穎怎麼可以都不老.- - 
(4星)	跟郭德刚一般年纪的小志，还是会让人流口水！
(4星)	比较经典的偶像剧吧
(3星)	第一次看小志演偶像剧，不太习惯。不过他还是很帅！
(NA)	总觉得林很老&gt;&lt;。
(NA)	20岁喜欢看的电视剧
(3星)	我看在林志颖的娃娃脸上，给个三星吧...............典型的台湾言情剧..................无话多说.....
(4星)	林志颖的娃娃脸啊~~果然还是很有爱。
(3星)	偶像怎么这么老
(5星)	唯一一部我購買dvd的電視劇
(2星)	真的不知道为什么那么多亲戚小孩迷这个…… = =
(3星)	主题曲不错
(4星)	永远的娃娃脸啊~
(NA)	肥皂剧。。。。。&lt;&lt;放羊的星星&gt;&gt;  一部华丽真诚的浪漫幽默青春偶像电视剧!!!!真诚,感动,向往,................明白,反思,学习...........享受! 勾起青春无悔的岁月!有种回忆的画面,有影有忆就有味!原来我如此幸福过!!! 感谢您18+1,17......还有很多很多人!           不过来与生活而脱与生活的影
(5星)	至今看过的最好看的偶像剧
(5星)	难得的令人影响深刻的偶像剧~
(3星)	台湾摄像有点问题，刘荷娜的脸被拍的那么大！
(4星)	剧情不错···
(5星)	这种美妙，对我的人生有了新的启发，谢谢林志颖
(4星)	不错的 林志颖看起来好年轻
(3星)	觉得还挺昧良心的。
(4星)	很喜欢的一部台剧 
(5星)	剧情不老套。有新意。
(5星)	喜欢林志颖。。即使看了很多遍还是不会腻
(3星)	没有任何感觉……
(4星)	林老板好帅~
(4星)	仲天骐~~~
(5星)	真的很喜欢
(5星)	放羊的星星欺骗都是为了别人着想，台湾偶像剧的女主角色似乎大多都是不先为自己考虑的善良平民女生，然后遇到家境好的王子。
(3星)	这篇子绝对属于不能看第二遍的 第二遍就恶俗了 
(3星)	没看完，又是一部不知道为什么那么红的剧···看见里面的韩国女主那嘴型那表情那“滥熟”的演技我有点寒···唉
(NA)	搞不懂为什么那么多人喜欢看，林志颖从来就哭不出来~~~~
(4星)	啊，我竟然也看了半部偶像剧，剧情太绕弯了吧。。。
(3星)	我真是不知道这个电视剧有什么好看的了 额不过林志颖我还是挺挺你吧 就不给差评了
(3星)	第一部追到电脑上的连续剧。一度非常喜欢
(4星)	不错。台剧里还算像话的。喜欢。
(4星)	好看的一部剧  喜欢帅气的小志 善良的阿星 虽然有点俗气但依然吸引着我一帧一帧地看完这部剧  跟着他们一起哭一起笑
(5星)	有速度，有激动的情节......
(3星)	很老套的故事，唯一感动的是天骏，好想有一个这样的哥哥~~~
(NA)	当时超爱的
(3星)	喜欢小妮妮 嗯 喜欢
(4星)	不错，几年后重逢的那段很好看，也很搞笑
(4星)	林志颖是怎么长的啊~~都一把年纪的还是那么帅气！！抱着玩票的心情拍了部偶像剧，而且大红~~真是天才。剧情不错，只是想说怎么每次李威演男二号心里都没有别的人演的时候心里那么纠结呢~~斗牛也是希望Hebe跟小美好，之后的海派也是希望宝珠姐跟达浪好好的~~李威啊，可怜你了。。。
(3星)	周末大放送 我是间接毒害者
(5星)	这部戏经常会让人流泪，特别特别的好看，当初我看了这部戏，每天都半死不活的诶。
(5星)	看到天琪要离开明日乡，与阿星一起聊天的那段，哭的很伤心。
(3星)	哈哈~纯粹一蠢得！二少爷！
(5星)	就是喜欢林志颖  他的青春是那么的绚丽
(3星)	好吧，其实我觉得挺弱的。。。
(4星)	虐死我了啊啊啊
(4星)	还好没有错过这部剧。。
(4星)	完全是因为小志。
(NA)	只因林志颖。
(4星)	喜欢从小到大的偶像--小志，只是觉得他演戏不怎么样哦，可是剧情还行， 都是很感人的偶像剧。
(5星)	意外的发现林志颖帅的让我心里流鼻血了~额，难得看的台剧啊~难得的佳作！
(5星)	爱的感动。。。
(NA)	“我要离开你，去寻找我的一万种可能”过了这么多年，还是最喜欢林志颖。
(3星)	开始看的时候真的没意识到女主是韩国人
(3星)	三星半
(4星)	纠结
(4星)	林志颖先生，真不是盖的。
(5星)	插曲很好听
(3星)	连续看了几遍，还不错，不过越看越觉得没意思。。
(3星)	为了林志颖，加一颗星。
(4星)	近几年来不错的台湾剧,,小志还是那么帅,,
(4星)	纯粹因为喜欢林志颖
(5星)	特别是第二部，感人啊，啥也不说了，就是好看
(NA)	不要以为小志不会演戏　不要以为韩国女演员只会瞪眼撅嘴　不要以为成人没有童话　
(5星)	其实是喜欢女主角啦，O(∩_∩)O哈哈~。不过林志颖也很不错，30多岁的人啦，看上去始终好像十几岁的样子
(2星)	嘿嘿，居然我也看过
(4星)	林志颖不适合扮成熟……
(5星)	超级好看！女主角挺百变的~
(2星)	从小就很喜欢小志，不过这部剧让我挺受打击的
(4星)	五年前和五年后的小志真的变化好大哦，好像这部片子真是隔了五年拍的一样。
(3星)	看完的当时心潮澎湃.过后就心灰意冷
(5星)	仲天琪！！！
(5星)	仲夏夜之星，好美的名字，好美的爱情，想起小志和Ruby在现实中的故事，为什么没有美好结局...曾经沧海难为水，除却巫山不是云
(3星)	剧情很狗血。林志颖不错
(3星)	小志小志~~~
(4星)	因爱而恨。
(3星)	韩国女人有点做作，配音有点。。跳戏。
(3星)	林志颖你咋就不老呢...
(4星)	蛮好看的
(4星)	很久之前看的，就记得那个女二长得又难看人又很讨厌，然后立威廉居然那么容易就挂掉了，然后那首歌很好听，李雅微唱的
(4星)	我不是林志穎的飯，可是不得不說，他太帥了~
(NA)	剧情太假了
(3星)	小志真是太帅了，女主前几集表现得实在太弱智，只有狡诈不能让人怜惜，中间有一部分还比较好看
(5星)	第一部追看的剧，一星期一集熬死了。开始是为了林志颖看，后来完全被剧情吸引了
(4星)	当时喜欢。。
(5星)	有些人笑着面对，不知不觉就获得了一种意外的人生；有些人无论怎么努力地逃，都逃不过自己的宿命。
(2星)	一直不喜欢台湾所谓的青春偶像剧。。
(4星)	真实的力量
(4星)	年轻时候的林志颖还是很帅的！
(NA)	小志还是这么的棒，这部电视剧已经被我刻盘收藏啦，我又多了一部经典偶像剧。
(3星)	有点假！
(5星)	林志颖唯一的时装剧，超级好看，很有小说的味道，小志，帅呆了！！！
(4星)	林志颖很帅，女主角演的有点假
(3星)	年龄真的不是问题 林志颖太厉害了 还能演偶像剧
(NA)	好看
(2星)	女主角表情夸张，韩国味串进来了...没有台剧女主角应有的生动感觉。
(5星)	不可多得的好剧, 林志颖魅力未减, 与montblanc的合作也很成功.
(3星)	可以看得进去的偶像剧
(4星)	好看啊，哈哈，可惜了大帅哥死掉了
(4星)	喜欢林志颖，为什么他看起来永远这么年轻~~~
(4星)	林志颖！！~
(5星)	很好看 感人啊
(4星)	嫁接了很多韩剧的元素啊
(5星)	永远帅气的林志颖啊!
(NA)	比预想的编剧好
(4星)	情节还不错，刘荷娜演的也还蛮搞笑的！~特别是救火那场戏...居然哭到导演喊卡还在哭...
(NA)	刚开始兴趣不大，也就没给予多大的关注，只是听身边的人在说这部电视剧。当时是07年吧，在外学习生活。去年元旦无聊的搜索着电视频道，渐渐追着剧情来看。这就是变化。。。
(5星)	好看得不得了
(5星)	林志颖 我不老滴小帅哥 O(∩_∩)O~呵呵
(3星)	小志
(3星)	我们的纪念 这首歌都让我听吐了
(4星)	小志。爱了这么多年。帅了这么多年。这么多年来。最完美的男人非小志莫属。
(4星)	不老的林志颖啊。
(4星)	OK
(4星)	一般，不过因为有林志颖，所以喜欢
(5星)	很好看
(5星)	林志颖过了那么多年，依旧那么帅！
(4星)	让我重新爱上林志颖的偶像剧，女主角也很可爱O(∩_∩)O~
(NA)	恏恏睇
(4星)	不错
(3星)	完全冲林志颖去看的.... 话说,某哥你怎么保养的那么好..T^T
(4星)	怎么办..林志颖太TM迷人了。。视线不能转移。。
(5星)	经典
(4星)	小志那耀眼的耳钉 帅气的脸庞 我醉了
(4星)	依旧偶像剧！
(5星)	男女主角都喜欢~主题曲大赞！难得欣赏的几部偶像剧哈~
(5星)	从头看到尾，天天等更新的偶像剧
(4星)	为了 林志颖 给四颗星
(4星)	林志颖还真是神话，帅帅的都不会老！！
(5星)	赞
(3星)	剧情其实还行，但是林志颖和刘荷娜的组合看起来有种说不出来的怪
(3星)	剧情不错，就是人。。。。。不喜欢了
(3星)	说实话。。林志颖。。岁月不饶人哦
(NA)	在家无聊的时候看的，感觉林志颖还是那么的帅啊，还记得小时候看的旋风小子还有小鱼儿好喜欢他的。现在看放羊的星星总觉得有点幼稚，不是很喜欢，也许是我老掉了，现实一点的东西
(NA)	小志很帅
(5星)	浪漫
(5星)	夏之星，一个善良的无药可救的开爱诈欺犯。喜欢她，因为她的善良，她的执着，因为她对幸福的理解，对设计的把握。因为她是一个爱生活爱自己爱家人爱理想的女孩。
(5星)	很好看！！！林志颖太棒了！！！
(3星)	很夸张的是我竟然把它看完了，虽然是快进掉的，虽然我依然认为本片十分非常太很胡扯...倒是听喜欢那首歌。
(4星)	  5年后比之前还好看..
(NA)	林志颖很帅 
(3星)	林志颖，你还是当初那个林志颖么？！
(4星)	也是属于比较“俗”的那种，可以看！
(4星)	为了看林志颖而看
(3星)	一贯的台湾偶像剧。我只记得五个字“仲夏夜之星”
(NA)	不管时间的流逝 心里的那份牵挂还依然存在
(4星)	林志颖是我看的唯一目的，但是李威太让人失望了，丑死了~
(3星)	恩恩，主题歌还能听
(5星)	听那首主题曲，第一次让我哭
(4星)	看哭了~~~~
(4星)	各种偶像剧的叠加版~开胃大拌菜
(5星)	当时看它的时候还感动的哭了呢!
(3星)	刚开始看的时候觉得这个女主角的穿着以及演习方式好韩国，看完整部剧才知道原来她真的是韩国人。记得初三中考前那会儿很红，在停课自主复习那段还有很多同学中午奔回家看
(NA)	心柔推荐的，慢慢看
(5星)	剧情到卡司什么的，很喜欢，推荐
(5星)	极品小志
(NA)	到处都在播,连食堂都播= =
(NA)	好好看哦
(NA)	很浪漫的故事情节，现实生活中......
(2星)	消磨时间
(3星)	林志颖很好，就是有点老了，不喜欢女主
(4星)	台剧里算不错的了
(5星)	感人的爱情~
(4星)	只是冲着那张一把年纪还像17岁雨季时那么嫩的脸才去看的，还可以，就这样吧~~
(4星)	其实剧情有些狗血。。。但是之所以还是觉得很值得去看是因为该剧几乎是台湾偶像剧的精华集合版能想到的 一般偶像剧该有的桥段都有了 看一部可以省很多部 快速学习法~~ 
(4星)	还行吧。
(4星)	没有它，就没有一连串的台剧列表~
(3星)	还行吧，不过时间过得太久，几乎什么都不记得了。
(4星)	满优秀的一部台湾偶像剧。同学们都说很好看的说。
(4星)	看的零零落落的
(5星)	当年的小旋风在这部片子里足以发现还是没老。
(2星)	不喜欢
(4星)	莫非林志颖五十岁的时候还是这张脸。。
(5星)	曾经 每次听到主题曲就会哭
(5星)	2009
(4星)	冲着赛车，冲着不老的神话。。
(3星)	我是想看林志颖才看的这部片子.
(NA)	林志颖好帅
(5星)	我从小偶像林志颖的片子，喜欢剧情，喜欢里面的爱情
(4星)	完全是因为小志才看的，本以为事隔多年小志就这样淡出荧屏，没想到小志就这样又杀了回来，还是那么帅，嘿嘿，又刚刚得知，原来他和林心如有过一段很美好的情感，一直都挺喜欢心如的，真希望他们好，显然是不可能的了，小志都当爸爸了，祝福他吧！
(3星)	林志颖 明明40了 那张脸还是没太变啊
(5星)	无虐不欢!!!!!!
(5星)	巨好看啊~后半部很感人~
(NA)	是一部不错的偶像剧~~
(NA)	在杰普的日子，和朋友一起每星期等待一集的日子
(4星)	算是一部很好看的偶像剧！！有剧情，不仅仅是一群美女帅哥！！！
(4星)	被好几个人吹捧得N好看N好看~~只能说还不错，因为有林志颖在哈~~我只能说我对偶像剧真的没什么免疫力~~~
(5星)	看过的所有台湾偶像剧里最有深度的一部了，剧本比较多样化，没有围着爱情转圈圈，看得很感动。小志真是不老的传说啊！刘荷娜很乖，但是还是摆脱不了韩剧的风格，瞪大眼睛做无辜状～～洪小玲不错，反派演得深入人心，衣服也很漂亮～～
(5星)	我喜欢这个故事。里面的阿星 钟天琪 对感情的执着。片子让我流了不少眼泪。阿星那种不善表达感情和我确实很像
(4星)	看的时候很喜欢这部戏 仲夏夜之星 爱与信任 有意思的故事 林志颖演偶像剧居然一点也不显老 还挺可爱
(NA)	永远喜欢小志
(4星)	还挺好看的
(2星)	很一般
(4星)	8错啦~
(5星)	好看死了，我一个暑假就看了7次！觉得比其他的偶像剧都好看，里面的人都好帅好漂亮啊！经典台词全部都放到我的空间啦！喜欢放羊的星星
(5星)	个人觉得好过命中...!
(4星)	迷上小志了~~
(4星)	几年前看的没印象了
(4星)	虎头蛇尾
(4星)	希望每个人都能找到属于自己的“仲夏夜之星”，相信爱情的人都应该得到幸福。
(5星)	应该算是我看过的最好看的台湾偶像剧了。
(4星)	小志~~~~~
(5星)	喜欢林志颖，就这么简单！
(2星)	除了老帅哥跟主题曲，女主角为什么一定要是韩国人呢？
(3星)	主角不太好看
(3星)	就这样吧。。
(5星)	我喜欢~~
(3星)	因为深爱，所以欺骗，这样的逻辑令人纠结。
(NA)	觉得N年后重新相遇好看......
(3星)	额- -、果然台湾的有些偶像剧看不得~
(5星)	看了好几遍。。。一度发现原来林志颖蛮帅的
(NA)	轻松
(3星)	喜欢林志颖 喜欢 我们的纪念
(4星)	有感动有辛酸，最后的结局也在情理之中
(5星)	偶像剧里面算是剧情曲折最丰富的~
(5星)	喜欢林志颖
(4星)	那段热播的时候，很多人都认为很好看。
(3星)	偶像剧看多了 都一样
(5星)	看了两遍了很感人很好看林志颖还是那么帅
(NA)	我崇拜我的偶像
(4星)	不老志颖，哎
(3星)	不是很喜欢偶像剧~
(NA)	林先生是不老人
(4星)	曾经的曾经，谁陪我看完的呢。
(4星)	只能说。若是有爱。再久都会回来。
(3星)	还行！
(4星)	那时觉得还蛮喜欢的。更喜欢仲天琪蜕变后的那段```
(4星)	韩国人就是漂亮。。。
(2星)	女主的配音奇怪了点~
(3星)	烂俗偶像剧
(NA)	这个有我爱的娃娃脸小旋风么。当然要看的。
(3星)	可能是看之前期望太高，看好之后觉得不怎么样，随便看看
(3星)	果然我的大学很无聊~
(4星)	是小志的首部偶像剧哦~好好！
(NA)	一种心疼。纪念
(5星)	超喜欢林志颖坏帅坏帅的样子
(3星)	林志颖的帅真是要逆天了哇。。这么大年纪了还能这么帅
(2星)	在宾馆无聊看的。。。
(5星)	虽然狗血。但是还有感动吧。
(3星)	除了情节比较老套 林志颖太矮了以外 还行
(3星)	无聊打发时间。。。
(5星)	小志长大不，但是变帅了，最开始以为女主是中国人，结果是棒子
(5星)	绝对经典的偶像剧啊
(3星)	唯有天俊真男人！
(5星)	林志颖就是一个不会老的妖精/
(5星)	挺好的～
(5星)	“如果一直呆在他身边，我只有一种可能，就是痛苦。如果离开他的话，我的人生还有一万种可能。”曾经就因为这句话，放下了心里的那个人，开始了大学校园恋爱.....
(3星)	嗯 没看全 女主角的表情有时候很不喜欢
(3星)	某日到某人家某人力荐的，不过后来还是在电视里看的。还可以，一直觉得夏之星不是中国人，果然——韩国的。
(NA)	都不知道重播了几遍了。。。最后连看的勇气都没了。。。。
(NA)	很不错的一部电视剧
(4星)	小女生风格的偶像剧。永远善良却倔强不被人理解的女主角。永远身份显贵却性格顽劣的男主角。不被看好却经得起时间考验的爱情。我想。我只能做个旁观者。安静的看完这个故事。却不想留下任何幻想。
(5星)	林志颖从返演艺界，这部戏算拍得不错，而且还与韩国明星刘荷娜拍得这么自然，故事情节有意思。
(NA)	遥远的星光~ 加油的比划深深打动了我
(4星)	帅
(5星)	片尾曲拍得好唯美.
(3星)	真的很偶像剧啊，所有元素都具备了。。
(NA)	恶心
(3星)	看着玩儿
(NA)	感觉很好的一部
(5星)	精致 紧凑
(3星)	女主果然还是一贯的单蠢
(3星)	安徽台放滥了。
(3星)	这是唯一一部演员没一个喜欢还看完了的偶像剧,剧情不错
