http://movie.douban.com/subject/3727341/	囧探查过界 冏探查过界
(NA)	 为了Macy看了7.8.9三集,很庆幸Macy也只客串了三集,两个我不DJ的主角一起,我怎么能够把这部剧给看完,纵使它的剧情还算得上ok            
(4星)	 一起死一起投胎，拍个续吧。            
(3星)	 我我我 我今天就不正常...看见囧的电视电影就想点进去看 手jian了...            
(3星)	 刚开始的几集真的没兴趣。。。            
(3星)	 老实说，看钟嘉欣那种大块女人装无辜，扮可爱真是想拿东西打爆她的头！枪毙半个小时。            
(5星)	 反转反转再反转的破案好剧。            
(5星)	 欢乐\(≧▽≦)/            
(5星)	 钟嘉欣好可爱啊啊啊啊啊啊啊啊啊啊            
(3星)	 开始不怎么吸引人，中间还行，结局太傻            
(5星)	 怎么这么低的分，我觉得剧情还可以，私家侦探也可以这么做的，很过瘾啊！虽然钟嘉欣有点破坏这部剧，但是不至于给这么低的分吧。            
(4星)	 哈哈哈，加一星因為鐘嘉欣死了變鬼，這點子很新。。再加多一星是因為黃浩然！！！！他竟然在裏面還給別人孩子當爹地，當了那麼久！！太。。。震撼。。。哦，是太給力了！            
(3星)	 除了讨厌钟嘉欣，别的感觉都还好~~~            
(3星)	 轻松            
(3星)	 很好很囧……            
(4星)	 挺好笑的 虽然不怎么喜欢钟嘉欣。。。。            
(3星)	 原來還可以…            
(3星)	 剧情还蛮轻松的 虽然有些演员真的有点僵硬 。            
(3星)	 虽然是部肥皂剧，但是您能肥皂的稍微有点内涵吗。。。= =            
(4星)	 很有意思，虽然也是破案            
(2星)	 这部戏我都追完了            
(4星)	 看得异常舒服，牛哥就是牛哥，陈国邦也相当可爱            
(4星)	 不错不错，小题材大放异彩~配角很中意~结局有点囧            
(3星)	 结局总是觉得怪怪的..            
(5星)	 除了钟嘉欣太囧！这部剧~挺好看的。            
(4星)	 蛮欢乐的剧。王喜很讨喜的            
(4星)	 这剧看下来还行~挺好看的            
(NA)	 超级贱囧，钟嘉欣蛮适合这么傻傻的可爱的角色的。            
(NA)	 喜欢王喜            
(3星)	 钟嘉欣的靓模look太O嘴了~            
(3星)	 挺欢乐的～狗血的Happy Ending崩坏了整部剧，小虎阿昇我很看好乃们的啊！！可恶的编剧！既然放了线索就别和谐了嘛…            
(4星)	 都不错啊，挺温馨的。            
(4星)	 这部电视剧一开始看的时候觉得很不好玩,可是当看到第3集后就才真相大白,迫切的想知道结局会如何,所以给这片子打了个四星.            
(3星)	 还没被彻底的囧到            
(4星)	 结局......            
(2星)	 被鬼故事囧到了，看到是鬼故事那集就没兴趣～尽管有李思捷王喜黄浩然...            
(3星)	 很灵异！            
(3星)	 无聊时看的泡沫剧            
(4星)	 很搞笑，但钟嘉欣依然很烦。            
(3星)	 至少是钟嘉欣角色我不讨厌            
(2星)	 本来还行，因为钟嘉欣就较差了            
(2星)	 第一集才看了一半就看不下去了。。。            
(4星)	 其实钟mm蛮可爱的。pp的题材其实还蛮新颖的。            
(4星)	 灵异片，结局咋不全呢~            
(NA)	 20            
(3星)	 蛮不错的，看了心情很好            
(4星)	 人鬼。            
(4星)	 鬼怪+探案来到这地步算不错啦            
(3星)	 結局不錯，所以給三星(´・ω・`)            
(4星)	 鬼片 构思有新意            
(2星)	 看至第二集            
(4星)	 烂尾。            
(3星)	 好久没见着TVB出这么完整的剧了   结尾很好            
(NA)	 灵异事件么.....            
(4星)	 看了第一集，觉得不错，据说是灵异剧。期待后面剧情精彩。            
(4星)	 钟嘉欣在这里很可爱很漂亮。我追剧，轻松喜剧，就是结局很不过瘾。            
(2星)	 终于看完了。。。= =            
(4星)	 这部剧算是意外发现。夹心超可爱，也觉得王喜不错。            
(3星)	 这个结尾也太烂了吧。。。            
(4星)	 就酱就结局了。真囧            
(3星)	 都几奇怪咯。。好似现代版人鬼情为了+侦探柯南。。-_-|||            
(3星)	 说实话，里面的除了王喜和浩然哥没一个想看的，纯属打发时间。其實看完覺得還湊合            
(4星)	 看着很轻松的破案片            
(NA)	 瞎了            
(4星)	 tvb年末惊喜之作            
(5星)	 其实我觉得这样的结局能接受 毕竟是有关生死的 要么一起做鬼投胎 要么阴阳相隔 小bug就不说了 看这部片蛮搞笑的            
(3星)	 原来是灵异剧啊！            
(3星)	 黄浩然是我眼里的亮点~哇哇哇！            
(1星)	 港剧里的奇葩!!!            
(3星)	 身处炮灰档，难得小清新            
(3星)	 灵异剧。。真的囧了            
(2星)	 哎。钟嘉欣啊~            
(4星)	 最近TVB连着放了太多的警匪剧 有点审美疲劳了。反倒是王喜的这部让人有眼前一亮的感觉。剧情一直在我的想象之外。这个题材也不曾拍过。最主要是王喜演的好。有一星是给他的。            
(3星)	 刚开始有点受不了钟嘉欣，但看到后面又习惯了，还是蛮可爱的。。。            
(1星)	 绝对是今年最烂TVB剧~            
(5星)	 虽然前边有点无厘头，但最后我感动了！            
(3星)	 连结局都这么囧            
(3星)	 在周的劝导下也没看下去，迟点再说吧。            
(3星)	 王喜你好可怜。。。。。。。难得有钟嘉欣角色不是那么那么那么讨厌的，但我还是想说，她的年纪不适合演嫩模了，TVB你当AB是混假的吧？不知道钟小姐到了三十五岁是不是还能继续这样装傻卖萌，拜托你有点长进吧~            
(2星)	 钟嘉欣还是一如既往的影响我看剧的心情！            
(3星)	 人鬼殊途，结局有些许感动。。。            
(4星)	 没有抄袭，另辟蹊径，TVB终于找到刑侦剧新套路，“囧鬼”与调查公司一起越过警察，查过界。调查公司一群人个性迥异，外系案情，内理家事，钟嘉欣靓模角色设置，越看越可爱，再配上一只啰嗦道理鬼陈国邦，轻松查案，思考人生。只是最后2集太过匆忙，有故意拉长集数之嫌，实为弊端。            
(4星)	 總算看過了…竟然是鬼片﹗囧﹗不過睇得開開心心就算啦﹗            
