http://movie.douban.com/subject/1922656/	法证先锋
(4星)	 补看了1,1的设置真的不错，法政、法医、警察的贡献比例也很合理，1里面的好多面孔都参与了3呢。PS.小丑可能是法政系列的吉祥物。            
(3星)	 喜欢欧阳震华~~很Q~            
(4星)	 喜欢此类题材            
(4星)	 欧阳震华演的很好。            
(4星)	 科技感很强            
(5星)	 在港剧里法证先锋真的是可圈可点的好片子！            
(4星)	 经典之作            
(5星)	 和 舍友一起在教室看的            
(3星)	 也就最后那个案子还不错            
(3星)	 老港片还蛮好看的~            
(5星)	 欧阳震华。。真的好帅！！            
(5星)	 喜欢波比饰演的专业人士，律师或法政……            
(5星)	 算是经典。TVB里面好看的            
(4星)	 林文龙很帅            
(5星)	 干嘛第二部钟嘉欣要死啊！她再蠢我也爱大团圆结局!            
(4星)	 在这里钟嘉欣比以前好看了哈哈，蒙嘉慧的演技真系叻啊！！！欧阳震华依旧憨厚啊大爱~~~这部的前后几条感情线真的比2,3部要设计的好呢~            
(5星)	 所以嘛！！！！！！看什么法政先锋！！！！！！这段时间不知道多神经兮兮看哪都像凶案现场，看谁都像警察杀人犯被害人，闭上眼睛还抖是血！！！！！！！！！！胆小的滚进被窝都是一阵害怕+冷汗！！！！再也不看一点点会让我害怕的东西了！！！！！！！            
(4星)	 矮油~ 真好看！            
(4星)	 超好看            
(5星)	 是真的很好看啊  看的完全上瘾了            
(5星)	 GOOD            
(5星)	 第一部永远是最经典的            
(5星)	 蒙嘉慧这个时候特别清纯。            
(3星)	 还挺喜欢蒙嘉慧和胖子的哇 感觉很含蓄的感情戏            
(5星)	 活百科全书高彦博            
(4星)	 原来法政1和法政2是连着的呀，我竟然瓜西西的先看的法政2            
(4星)	 我更喜欢2            
(4星)	 不错，挺喜类似的港片~            
(4星)	 比第三部好看多了~            
(4星)	 章记，葱头，菜头。            
(4星)	 推理破案神马的最有爱了            
(4星)	 看的我吓死了 幸好有寝室的姐妹们            
(4星)	 为咩我觉得钟嘉欣在里面很可爱，虽然傻了点。            
(NA)	 好看的片子啊，作为TVB的忠实影迷，实在不容错过            
(4星)	 杀时间必备良品。            
(4星)	 看來看去，始終第一部是無法磨滅的。            
(5星)	 虽然案子没有CSI那么好看，但是我还是蛮喜欢的，特别是最后那个案子，模仿古采尼的书杀人，还是蛮经典的~~~            
(5星)	  蒙嘉慧             
(4星)	 看完后吓得不敢一个人活动了            
(4星)	 脑残剧情，不过2,3估计更傻            
(4星)	 法证、法医联合哦~~            
(4星)	 也就第一部可以看看            
(3星)	None
(4星)	 老纸奏四喜欢欧阳震华肿木地！            
(4星)	 没看完结局总是晚上不敢一个人单独行动            
(5星)	 这才是法证先锋啊！！！！尼玛以为添加溏心风暴就是追赶时代潮流吗？以为人手一ipad就是高科技吗？            
(4星)	 嗯嗯，很不错嘛。            
(4星)	 第一部剧情王道~~案子比第三部好看啊啊~~欧阳大叔浮云呐~~            
(5星)	 Tim sir!!            
(5星)	 非常之经典            
(4星)	 越往后面越精彩！            
(4星)	 经典的啊~~            
(4星)	 好看            
(4星)	 林文龙以前是长这样的咩....矮油            
(5星)	 自从蒙嘉慧演了杜琪峰的片儿，我就开始很喜欢她了            
(5星)	 除了钟嘉欣都很好            
(NA)	 “以后嫁人就嫁欧阳震华那种啦！” “......那我们现在来想象一下你们接吻的样子” “滚！！&#34;            
(3星)	 要是真有这样的法政，那还有那么多的不了了之的案子？            
(4星)	 钟嘉欣的角色真让人想掐着她脖子。真不知道这种又废物又二缺的人设计在剧里的意义何在。            
(4星)	 最喜欢这版了！！！无可替代！！！            
(4星)	 这样的片子现在tvb也少有了，虽然比不上之前的鉴证实录，但是也算是不错的了。            
(4星)	 喜欢这个系列            
(NA)	 一直都觉得还是第一部最好看，虽然是06年出来的，但是已经看了两遍了，就是觉得大陆为什么就拍不出这样好看的电视            
(5星)	 最后一幕大霸气了，笑            
(4星)	 大光明的蒙嘉慧增好看.            
(4星)	 第一季的情节最紧凑，故事的多样性也表现的最好。欧阳震华真是演得很赞！杀妻案好明显是编剧编到最后把有嫌疑的人都自己排除干净了于是找了个bug配角背黑锅。情感线各种混乱，情感路线和LIE TO ME好笑一看日期居然港剧先。过渡方面做得比美剧好，但案情弱了。最后……(ㄒoㄒ)//我是琛柔饭啊琛柔饭！            
(4星)	 还是不错的      节奏什么的蛮好            
(5星)	 喜欢琛哥~            
(3星)	 看完法证3再看这个果然觉得第一版的好太多……至少BUG比法证3少，而且案子相对复杂了一点，最最重要的是起码这里的法政法医不会踩线。真心觉得汀汀和SAM不搭……话说fala和钟嘉欣当时还真嫩……            
(5星)	 小生点到为止，中意你。            
(5星)	 很精彩的一部剧啊            
(4星)	 18集，没有人死，没有大案要查，只是看到一对乡村里的老夫妇，他们互相叫着老头子，老太婆，真是温暖的词汇。忍不住写下来，有天我们老了，我会叫他老头子，让他叫我老太婆O(∩_∩)O~            
(4星)	 一边追法3一边补法1，确实是经典，居然因为嫌弃钟夹心小姐而一直没有看，造孽！其实夹心的戏一点儿都不重要，快进掉她，对剧情发展没有分毫影响～看着法1case里死掉的绿叶们换个身份又到法3里死一次，好high哦！            
(5星)	 那个时候的蒙嘉慧还是满漂亮的，挺喜欢这部剧的            
(4星)	 我已经“有聊”沦落到这个地步了....没办法，就是喜欢大头欧阳震华！            
(4星)	 人间处处是杀机            
(NA)	 爱到爆             
(5星)	 好看啊            
(4星)	 港剧看多了，剧情的征服感就没那么浓烈了，当然，这种快餐式的剧集就是港剧的特点所在。从小就喜欢欧阳震华，也喜欢蒙嘉慧，只是她的声音实在不太好听。            
(5星)	 期待第四部            
(4星)	 第一部的时候喜欢古医生，第二部就倒向杨逸升了。            
(4星)	 虽然“暗战”中第一次认识蒙嘉慧，真正喜欢由此发端。            
(4星)	 那时年少各种剧~~            
(3星)	 胖子来了            
(4星)	 我喜欢莫淑媛            
(4星)	 用意念把超死的鐘嘉欣消除掉            
(3星)	 还可以啦，据说第二部有佘诗曼，，，哎，第二部还是不看了吧            
(5星)	None
(4星)	 喜欢港台的这种片子~觉得仪器都好先进哦~~            
(4星)	 一起看陀枪师姐的时候就很喜欢欧阳震华了。。。好久不看TVB了~很多人脸还是认识很熟诶，喜欢这种查案的片子~~~继续2和3啦~~~            
(3星)	 好吧，我只能说古采尼才是男主角，说一句话就让人杀人，让人自杀有木有。太尼玛牛逼了。            
(5星)	 法政系列最好的一部，蒙嘉慧的督察最棒了            
(4星)	 因為知道最近法證III很火火到黎耀祥會憑這部戲角逐TVB視帝，為了不讓劇情不明不白，所以從頭看起。中規中矩吧，維持了一貫水准，不過也没有太出彩。還是有興趣看下去。第一次覺得蒙嘉慧還算美哈。            
(5星)	 好看，蒙嘉慧不错            
(4星)	 很好，就是剧情太凶残            
(4星)	 案子不是很紧张和悬疑            
(5星)	 还是喜欢看1,2部            
(5星)	 就是最喜欢第一部            
(5星)	 经典啊            
(5星)	 经典            
(4星)	 美女真是要对比来看，蒙嘉慧在钟嘉欣的对比下，真是越看越漂亮；而钟嘉欣真是村出了境界~            
(5星)	 最初喜欢的警匪剧~~蒙嘉慧在第一部美翻了~            
(3星)	 标准的香港电视剧套路 还好            
(NA)	 原来蒙嘉慧长的挺好看的            
(4星)	 TVB真是作业小帮手= =我还是这么讨厌钟夹心( ﹁ ﹁ ) ~→ 欧阳胖胖和蒙嘉慧都那么萌&gt;&lt;            
(4星)	 我对欧阳震华有情结~~~还是很好看的，但是不够经典            
(4星)	 想打4颗半            
(4星)	 没钟嘉欣就好了=。=            
(5星)	 很好看            
(4星)	 看惯高科技修饰  以推理为主的尤为突出            
(4星)	None
(4星)	 欧阳震华真是个帅得掉渣的胖子哟~            
(5星)	 经典!!            
(4星)	 这才是tvb集大成于一体的作品~~            
(4星)	 难得让我连着几天，天天看，就是不喜欢大结局，一群人一起的样子，感觉港剧都这样 -。-            
(4星)	 偷偷瞄了一眼第三部，人马全换了，对第一部的好感顿生。            
(5星)	 欧阳~            
(4星)	 法政1的案子确实不错,但我更喜欢3里面的人            
(5星)	 案件很有看头，主角都很喜欢~            
(4星)	 系列剧这种东西，先河总是开得最好的。            
(4星)	 最爱tvb            
(4星)	 蒙嘉慧版本的Madam让人印象深刻            
(5星)	 “人会撒谎，但证据不会！”第一部的案例都很经典，极具代表性！            
(5星)	 因为这部片喜欢钟嘉欣 从此叫她我的叮叮~ 哈哈哈哈            
(5星)	 发神经             
(4星)	 反侦查。。            
(3星)	 补上补上            
(4星)	 怀念TVB            
(4星)	 虽然和犯罪现场没得比，但是节奏和叙事已经很好咯~蒙嘉慧很气场            
(4星)	 20111101，最近又迷上犯罪片，两天一部电视剧，疯了= =！追法证3ing~            
(5星)	 男女主角很有爱啊法政，很专业            
(4星)	 最近习惯看TVB的            
(5星)	 又重复看了一遍,已经是第三遍了...哈哈...话说法证先锋四出来时估计会来看第四遍..            
(5星)	 无论是案情还是人物都是不可复制的经典，爱死小柔了！            
(NA)	 三星半，林文龙戴上墨镜气场真足。            
(5星)	 很有正义感的片子。喜欢那些推理，喜欢“一切跟着证据走”的理念，喜欢主角们的责任心和嫉恶如仇。欧阳兄演技给力！情节环环相扣，引人入胜，让我欲罢不能啊。感觉港片还是老的好，虽说制作不是最先进的，演员形象刻画都很到位呀，台词经典，印象深刻。如今的那些新品，似乎黔驴技穷了。            
(5星)	 好看            
(4星)	 好看            
(3星)	 蒙嘉慧演得很好，冷而不冷漠。            
(4星)	 每个案子的结果怎么都有点狗血呢、            
(5星)	 喜欢            
(5星)	 经典            
(5星)	 格瑞特！！！            
(5星)	 从第一部到第三部 演员换了一批批 始终 最给力的还是第一部 在世界杯期间HOLD住了收视率 并为之后的续集铺好了路 从案件方面 需要仔细观察才能找到凶手 感情戏恰如其分 欧阳震华的收视一直HOLD住(但今年的《不速之约》)= = 第三部黎耀祥还是很给力的。            
(4星)	 欧阳还是那么可爱，发现他真的就适合演这种角色啊，很细腻            
(4星)	 蒙嘉慧在这里很靓女            
(NA)	 还是第二部好看。            
(5星)	 比较二三部 第一部绝对可以打5星            
(4星)	 欧阳震华的大脑袋哟            
(4星)	 钟同学真的很违和，欧阳胖胖真是理想中的好男人啊            
(4星)	 Oct 27th, 2011 蒙嘉慧奇艺/iTV            
(4星)	 感情戏比重大了点儿            
(5星)	 对主角都好有爱。这种题材的片子真是太心水了！            
(5星)	 好好看哇            
(5星)	 中意蒙嘉慧~~(*^__^*) ~~            
(4星)	 郑嘉颖还是现代装好看些●▽●            
(5星)	 好看好看！！！            
(4星)	 看了第一部便决定不会再看下去了。说到类似的，还是更喜欢鉴证实录。不过真的很喜欢欧阳胖胖。也很喜欢剧里的铁三角。小柔和sam没有勉强在一起真的是很明智的决定。原来，不是有感觉就可以的。放弃该放弃的，你总会遇到更适合的人。爱情，从来都不是委曲求全就可以的。最后一颗星给爱情戏。2011.11.01            
(5星)	 mua! (*╯3╰)  好愛林文龍呀~~哎喲應該老早就多看看這些劇啊，至少能培養下對法律的感情好咩            
(4星)	 很想问大家，喜欢胖胖的多还是林文龙的多？            
(5星)	 已经忘记什么时候看的了，总之超级无敌爱就对了            
(5星)	 蒙嘉慧实在太美丽。林文龙和欧阳震华更无需赘述是质量的保证！            
(4星)	 看法3时重看法1 法2   怀念有欧阳震华的的法证先锋            
(4星)	 国语配音听得有点想屎。            
(5星)	 蛛丝马迹神马            
(5星)	 好中意蒙嘉慧！            
(4星)	 2011.10 回顾            
(4星)	 总是第一部最经典呀            
(5星)	 经典            
(4星)	 國語版不給力...喜歡蒙嘉惠...            
(4星)	 我钟意啊……            
(NA)	 欧阳加菲也可以正经起来  演一把专业人士  还有什么不可能的呢？  林文龙很帅  但是古医生的感情路真的很诡异  不喜欢叮叮               
(NA)	 看了无数次还是喜欢，最喜欢第一部了。欧阳胖胖和所有的大家。            
(3星)	 从十几集往后的故事还可以，配角阵容强大啊！陈法拉 李思捷等。            
(3星)	 还可以咯，也不至于像大家说的那么好，太注重讲案子，以至于片子不够饱满。            
(5星)	 百看不厌，经典就是经典            
(5星)	None
(3星)	 欧阳震华一如既往。            
(3星)	 欧阳和蒙嘉慧像忘年恋            
(4星)	 看过了laughing，这个简直弱爆了，四星给蒙嘉慧，她好美！            
(5星)	 狂喝狂吃狂看            
(4星)	None
(5星)	 这个类型的我终究是蛮喜欢看的 哈哈 因为三才开始追前面两部的            
(5星)	 欧阳震华又一经典之作。            
(3星)	 片子还不错啦  喜欢欧阳震华            
(3星)	 看了十多集发现被拆CP了没看了……香港刑侦剧的特色就是总是有主角配角身边的人卷入案件←            
(4星)	 原来看过~再看了遍~            
(5星)	 没有laughing的TVB是遗憾的！！！！！世界上哪里有阿琛Tim sir这种好男人啊            
(4星)	 原来早在2006年吴尊他妹就已经上位了。第一次觉得蒙嘉慧美了。            
(5星)	 以前的剧就是好！            
(3星)	 好久不看港剧、无聊翻了一部老剧出来看、林文龙那时候好帅啊……            
(5星)	 都很有范儿。            
(NA)	 Dingding 蛮错其的...             
(4星)	 港版《重案六组》啊~            
(4星)	 一直很喜欢欧阳震华、蒙嘉慧~            
(4星)	 人会撒谎，但证据不会。            
(4星)	 女主角好漂亮   案情过于简单了  基本看了就知道凶手是谁            
(3星)	 港版推理小说            
(NA)	 好看！            
(5星)	 果然是香港片子越演越烂，法政3看得没点意思            
(4星)	 钟嘉欣能不能别演！真受不了！~全剧她表现最差~~演技烂死了！！~其他演员表现都很好！~好看的电视剧！~            
(5星)	 从这片子才知道法医是有多牛的职业。有欧阳震华的悬疑剧必看。            
(4星)	 边追第三部边补之前的，虽然觉得精彩程度稍逊当年的刑事侦缉档案，好在还有TVB一贯的剧情和节奏。律师、警察、医生，标准的港片专业人士，他们工作时的专业休闲时的潇洒感情上的峰回路转曾经和现在都是很多人追求的目标吧。专业气质一点的人生才更有魅力，才会有更完美的生活，我想我要更努力一点。            
(5星)	 法证3来了            
(5星)	 能把她看完的剧都是我认为的TVB好剧。            
(5星)	 我偶像的 我尽然没给评价 NND            
(4星)	 欧阳震华VS蒙嘉慧的法证先锋才是王道。钟嘉欣的叮叮很可爱。            
(5星)	 高中军训那会儿站对列的念想之物呐…看多少遍都不腻!!            
(3星)	 原来曾经看过几集，还记得胶袋杀人和模仿杀人那两个案子…以前题材算是蛮新颖，虽然弱化了警察的线，不过本来就是主打法证法医的嘛，案子多bug，不可深究~感情line方面，2号cp实在接受无能，1号还ok，不过我潜意识觉得欧阳震华还是和关咏荷比较搭XD，小生和娥姐，田味吉和苏苏，郭暧和升平，多少经典呐            
(5星)	 算是经典~            
(NA)	 好看 2011-10-17            
(4星)	 前面刚看完一遍洗冤录，有种穿越的感觉            
(3星)	 高sir冷静客套得像个机器，有没有真实感情啊？古医生呢，还是第二部鲜活一点，第一部里也像个机器……            
(3星)	 过得去            
(5星)	 bobby，yoyo什么时候还能看到你们牵手合作呢            
(3星)	 该片充分发扬了恶的很快就遭报应的传说            
(5星)	 这部真的很好看            
(3星)	 回顾中，看看当时的推理。。。。每部里总归有个让观众觉得不该死的女配.....            
(5星)	 经典剧目，不多说了            
(4星)	 好看的 除了主角靠谱外 配角也不错             
(5星)	 好看好看。。。。            
(5星)	 整体不错了，人物很饱满            
(5星)	 我就是爱这部            
(5星)	 赞~            
(NA)	 蒙嘉慧还是好漂亮~~~~~~~            
(4星)	 蒙嘉慧满载~            
(4星)	 剧情很紧凑，怎么看怎么觉得蒙嘉慧和林文龙般配呀，还有那个林汀汀真心觉得讨厌啊~~~据说第二部佘诗曼成了主角了，果断决定不追了            
(5星)	 记得当年一个人在宿舍里看到后面都不敢上厕所……            
(5星)	 看完之后对其他TVB电视剧都没有兴趣 太好看了            
(4星)	 不喜欢钟嘉欣，最后一个案子印象最深，其他都不够精彩的说~            
(5星)	 四顆半星，最後幾集出彩。            
(4星)	 看钟嘉欣那个角色好无语啊···            
(3星)	 TVB的剧很多桥段炒来炒去的，让人觉得好不熟悉而没有了悬念。            
(3星)	 凶手太明显了，http://blog.sina.com.cn/s/blog_630d9b850100xx7x.html            
(NA)	 发现郑晓东用塑料袋闷死人这个不现实啊… 一方面是不能封得这么牢，另一方便闷在里面的人可以用牙齿咬开塑料袋，然后就能呼吸了嘛（摊手            
(4星)	 很不错的刑侦剧。如今的几大花旦当年还都是些小角色，青涩的很可爱啊~            
(5星)	 经典的电视。。每一部都让人深陷其中，但是还是觉得第一部最好看，喜欢蒙嘉慧。。。第二部的造型就不敢恭维了~~            
(4星)	 欧阳震华 你可千万表老 我喜欢你的戏            
(5星)	 我不說什麽啦 太喜歡了             
(4星)	 哇咧。当年年轻的时候追得一逼。=v=            
(4星)	 很喜欢里面的蒙嘉慧啊！            
(3星)	 女主角很有气质。还有小刚那个萌受啊 萌死了！真的很多片模仿高远...无法喜欢林汀汀这种卖萌装纯性格的女生 最后配音真得很重要！            
(4星)	 除了不明白林文龙怎么会喜欢钟嘉欣之外，其他都不错。挺喜欢蒙嘉慧的。            
(4星)	 那个时候能拍成这样，真的不错啊。蒙嘉慧挺不错的~            
(4星)	 案子比较容易看透。            
(4星)	 好多眼熟的配角龙套~~蒙嘉嘉什么时候空降出来的完全没有眼缘，陈芷菁戏份好少。最后一个桥段美剧日剧港剧互相抄袭哇。。。            
(4星)	 作为案件类的剧还是够格的，尤其是眼花缭乱的各种取证方法是真的没有辜负剧名~~无奈感情戏实在太太不给力了，高彦博难道你就不能不那么理智吗。两对都无爱。            
(5星)	 非常好看 !!!            
(5星)	 超级喜欢~~            
(5星)	 前半段非常好，情节紧凑，但是后半部分感情纠葛稍微复杂了点，略施水准。            
(5星)	 近年来的好片呀            
(5星)	 非常喜欢梁小柔啊            
(5星)	 我爱欧阳震华            
(4星)	 不仅看欧阳的表现，剧情上编排的也不错，TVB的侦破剧果然经典。            
(NA)	 案子不错            
(4星)	 在港剧的没落年代里这部算是拔尖之作了            
(5星)	 最精彩的破案片            
(3星)	 我太out了            
(3星)	 就是爱破案戏！但是这个情节和台词很多太刻意，有点做作，漏洞也不少。真是没当年刑事侦缉档案带劲。            
(4星)	 不少运气成分……现实中破个案子很难花这么大劲            
(4星)	 很好看的刑侦剧，案子之间也很有关联~            
(4星)	 香港的警匪片很有自己的特色 看完潜行阻击再看这个 慢慢的会爱上的            
(5星)	 欧阳大叔神马的最牛逼了！            
(3星)	 看过了 情节不太清楚了 for bobby~            
(4星)	 欧阳震华+蒙嘉慧的组合 蒙嘉慧真的好漂亮 退出TVB真是可惜啊             
(4星)	 典型TVB破案题材嘛~但是没有狗血剧情还不错啦~            
(5星)	 好喜欢欧阳震华在里面的角色啊啊啊！            
(3星)	 编剧怎么不写死丁丁啊，太烦人了，古医生到处留情，活该死女朋友            
(4星)	 法政1完结，法政2剧情已经忘的差不多了，法政去3扫尾！            
(3星)	 看不下去。。好一般            
(4星)	 蒙嘉慧秒到我了            
(5星)	 经典，看着很悬疑，很专业            
(5星)	 GREAT!AWESOME!每一个CASE都很经典 每一个案例都经得起推敲 经得起时间的消化！赞啦五星推荐            
(5星)	 再细微的证据，敌不过最尖端的科技！超帅的……            
(5星)	 等待第三部            
(3星)	 钟傻妹子现在都上一线了            
(4星)	 我打从心里 喜欢古泽琛医生 他真的是个完美的男人             
(4星)	 很好            
(4星)	 CSI-HK            
(5星)	 很不错，学到很多东西~            
(3星)	 欧阳震华不错！            
(4星)	 虽然现在觉得案情什么的都不是特别出彩了，但着实还是部好剧呀~            
(4星)	 钟嘉欣不给力，除此以外都不错~~~            
(5星)	 欧阳震华演的很赞。            
(5星)	 第一部最好睇~~            
(3星)	 马马虎虎，冲着欧阳震华和林文龙看的。。。            
(4星)	 好看！！法政专家真专业！！            
(4星)	 为什么1和2的结尾都是这样的场面……            
(4星)	 2008年 深圳            
(5星)	 我喜欢欧阳震华啊。            
(4星)	 如果你喜欢推理..            
(4星)	 无聊时重温了一次，蛮有看头的...            
(NA)	 法政系列的电影都很喜欢！！            
(3星)	 太有CSI的影子了。。            
(4星)	 每个写文件的夜晚，就开始复习该剧，听声音，偶尔瞄几眼            
(3星)	 技术层面远没有CSI 好看~            
(4星)	 胖大叔还是这么可爱犯贱啊~~完全是冲着你来的哟~~林文龙也不错，可惜跟大叔一比，还是稚嫩了点。            
(4星)	 我就是看欧阳胖子的~走动的百科全书~~~终于和小柔HE了。。。钟嘉欣真心不讨好啊。。            
(5星)	 欧阳老师很棒哦。。            
(5星)	None
(3星)	 为什么我这么爱看香港警匪片啊~话说这么强大的阵容现在的TVB剧是再难见到了。蒙嘉慧真心美啊            
(3星)	 不是很紧凑，都可以猜到凶手了，还有，钟嘉欣是绝对的败笔！！！            
(5星)	 一直都很喜欢的 06年的片子还这么耐看            
(5星)	 喜欢古泽琛~            
(5星)	 期待三很久了。。。快点放呗。。。            
(5星)	 真相还敢说节奏快            
(3星)	 先看的第二部，可能是先入为主吧，觉得第二部的案件更精彩。            
(4星)	 法证系列超赞啦            
(5星)	 当年嘉欣姐还魁梧的时候。我当年一点都没注意到她。罪过            
(3星)	 不喜欢欧阳震华            
(4星)	 法证先锋1还是比较经典的，第二部像是为了佘诗曼而出的，但是反而没有什么效果            
(4星)	 重温下，期待第三部。            
(5星)	 好看~~~~            
(4星)	 时隔多年看港剧，还是那么些人，差不多的剧情，欧阳震华老了好多。            
(4星)	 好看好看，我还是喜欢里面的男主，蒙嘉慧说话真的很难听而且表情总是很僵硬，钟嘉欣真是越看越错气。林文龙和曹勇廉长得有点像有木有！！然后我找到了我的女神~郭！少！芸！            
(4星)	 蒙嘉慧一直很安静            
(5星)	 第一次喜欢欧阳震华和林文龙            
(5星)	 N遍了 就是喜欢欧阳震华            
(4星)	 真的很喜欢、、            
(5星)	 好看好看，大冬瓜真给力。            
(4星)	 蒙嘉慧！蒙嘉慧！            
(4星)	None
(4星)	 不错的刑侦片，欧阳震华是质量保证。            
(3星)	 看到钟嘉欣直接跳过，烦死了~~不过蒙嘉慧气场真的很大~            
(4星)	 一般吧            
(5星)	 最爱啊            
(5星)	 重案法政法医强强联合，tvb的刑侦片一直是心头最爱，爱死欧阳震华这个胖纸了~~~            
(4星)	 钟嘉欣在里面是多么的爱装可爱扮清纯，能忽略多好。。            
(5星)	 专业、高级的港剧            
(NA)	 很久以前看的            
(4星)	 好看哩--虽然都能猜得出凶手--囧--钟嘉欣当时不错呵--现在真是长残了--再囧--            
(4星)	 故事还是可以的，虽然有些瑕疵，有一些知识可以学到。她钟爱和推荐的电视剧。            
(4星)	 喜欢这样的电影。。。            
(4星)	 喜歡BoYo配 喜歡梁小柔            
(5星)	 挺好看的~~香港的CSI~~~            
(3星)	 案情一般            
(NA)	 特别喜欢            
(3星)	 如果男生都能像俩男主那么成熟稳重风趣幽默知识渊博就太欢乐了。减一颗星給最后傻逼的“屋里的人听着”。            
(5星)	 呵呵，似乎两三天就看完了，最喜欢看探案剧了... ... 2011-8-1            
(4星)	 钟嘉欣也太大只了~每次看港剧，都觉得香港真是小啊，案子都发生在自己身边            
(5星)	 高彦博一样的男人。            
(5星)	 第一部最好看，蒙嘉慧超正，案件也好看。第二部佘诗曼一出来就没意思了。            
(5星)	 爱小生！爱胖嘟嘟！            
(4星)	 又没剧追了~            
(4星)	 不错            
(5星)	 小柔哦！！            
(5星)	 不输外国电视剧的好看。看到后来比较腻了。结局加分            
(5星)	 跟嫣一块看的~            
(4星)	 看过怒火街头，朋友才力荐法证先锋。果真是一部高智商电视剧，也似乎显得主角们太过聪明了，反而觉得有些不现实。通过警察法证和法医的配合突破一起起案件，我终于明白了香港警方高效率的破案手段是怎样的高超。而其中纠结的情感方面，美丽的蒙嘉慧总是最可怜的那一个，她虽然强势但也需要疼爱。            
(4星)	 林文龙和钟嘉欣相当有爱            
(4星)	 不太喜欢蒙嘉慧，但非常喜欢欧阳震华。钟嘉欣在这里面也挺可爱的。            
(5星)	 活的百科全书。博学呀。            
(4星)	 熬夜看的、、            
(5星)	 基本上一分钟也没有落下，，看了好几天  终于看完了，虽然有的时候是晚上看的，有点恐怖，但还是一部不错的电视剧！            
(3星)	 不管怎样破案类的还是喜欢            
(NA)	 真的太美了！刚柔并济            
(4星)	 还是老片经典呐。            
(5星)	 神马时候出第三季啊！！            
(5星)	 很不错的~~            
(5星)	 重温！经典！古医生！帅死了！啊！            
(5星)	 好看            
(3星)	 模仿CSI？明显的东施效颦。每次遇到那俩人的感情戏都会跳过，太没意思了。            
(NA)	 佩服裏面用化學找出真凶的方法，yoyo不錯！！！            
(5星)	 法政+欧阳+YOYO+林SIR ，绝对推荐。            
(4星)	 爲什麽說蒙嘉慧趕客..很喜歡啊            
(4星)	 第一部还不错             
(4星)	 很久以前看过的            
(3星)	 看这类剧完全是长知识啊            
(5星)	 很吊的剧            
(4星)	 好看！！            
(5星)	 我的至爱之一            
(4星)	 每一个血淋淋的故事背后，所揭露的人性之丑恶，让人叹息。虽然剧集想透露与暗示的是积极的一面，但很多社会的阴影也毕露无遗。人有两面，周遭环境也如此。这，也许是一种平衡吧！            
(5星)	 喜欢蒙嘉慧演的 表情自然            
(5星)	 男的稳，女的靓            
(5星)	 第一部的案子都还是不错的 郑晓东的案子真是叫我记忆犹新            
(3星)	 剧情比第二部好。只是我不喜欢钟嘉欣。            
(5星)	 tvb又一经典刑侦剧~~            
(5星)	 非常喜欢            
(5星)	 不错~演员蛮喜欢的~            
(3星)	 6.5/10            
(3星)	 剧情安排的还算紧凑有悬念，但还是更喜欢鉴证实录。            
(5星)	 超好看！            
(3星)	 学美剧，案子很一般，主角们演技好。钟嘉欣像打了鸡血似的。            
(4星)	 还不错            
(4星)	 好喜欢林文龙。            
(NA)	 跟着同学一溜看完 还是无感            
(5星)	 2011年6月17日开始。最近很爱看港剧，不及美剧专业但可能是文化相通会觉得亲切。            
(5星)	 这个没得说,简直是极品的好看!不多谈...            
(5星)	 近年来比较好的刑侦剧了            
(4星)	 开始还是不错的。            
(5星)	 好讨厌第二部啊啊啊 还是第一部好            
(4星)	 欧阳宝宝严肃了一回            
(5星)	 欧阳震华，港剧，悬疑，很喜欢，希望继续出第三部，哈哈！            
(4星)	 扣一星系因为唔中意蒙嘉慧            
(5星)	 无法跨越的经典            
(4星)	 小柔好强势……不能学啊不能学……            
(5星)	 好好看~~最好看了。            
(5星)	 据说第三部欧阳什么的都不在了。。泪奔            
(4星)	 案件都不怎么样，不如刑事侦缉档案。不过蒙嘉慧真心好看！            
(4星)	 最后一集博回分数            
(5星)	 港剧崛起还是有希望的。            
(5星)	 从这部剧开始接受钟嘉欣，钟嘉欣其实不错。。法政先锋已经算是近年来比较好的刑侦剧了。。            
(NA)	 第一部同妈妈一起睇个TVB好次            
(4星)	 没什么惊喜，但还是可以看看的，蒙嘉慧气质很好。            
(5星)	 博学的人最魅力啦&gt;&lt;            
(4星)	 我就是喜欢蒙嘉慧            
(5星)	 欧阳胖子又是破案，怎么都给最高分。            
(4星)	 大爱小柔            
(NA)	 一直是这类剧的粉丝，期待第4部～            
(2星)	 冲着欧阳震华看的，可这片实在不怎么样，两对情侣都明显不来电。PS：钟嘉欣的角色还可以更讨厌些么。。            
(3星)	 法证先锋Ⅲ今日开播，想起来这短评，其实到底有没有看全这部，我都不记得了，大概在美元宿舍看了几集，记得那个傻女孩汀汀，再见已是名声在外的小花旦钟嘉欣了，喜欢林文龙，剧中和钟是一对，欧阳和蒙则是一对~            
(4星)	 丝丝入扣            
(4星)	 大一看的            
(4星)	 这题材，被拍了那么多回，再拍成这样，已经很不错了！欧阳震华，蒙嘉慧~~            
(NA)	 喜欢啊喜欢。。型~~tvb多出这些剧吧            
(NA)	 探案鼻祖            
(5星)	 30完、            
(4星)	 还可以            
(5星)	 那叫一个热爱            
(5星)	 力荐tvb电视剧            
(5星)	 经典！            
(5星)	 大爱大爱~            
