http://movie.douban.com/subject/4742378/	我的女友是九尾狐 내 여자친구는 구미호
(3星)	 还不错吧 女主角挺可爱的            
(4星)	 还可以啦……            
(NA)	 不是很喜欢看，断断续续看了很久的一个片，很平淡，不吸引人，不过还是都看下来了。            
(4星)	 洪氏姐妹的剧，应该算是韩剧中收视的保障，韩剧的元素都齐了。这部剧也不例外。前面够搞笑，后段不给力。喜欢女主漂亮            
(3星)	 还是很韩国            
(3星)	 a~baxida            
(5星)	 感人。            
(1星)	 真的不知道哪里好看了   烂片 0 0            
(4星)	 只能说虎头蛇尾吧，可能是因为题材在电视剧尤其现代剧里算新鲜            
(5星)	 很轻盈的一部韩剧。笑点很多。特别是那个洪导演。笑惨我了。            
(5星)	 李胜基并不帅，可是大雄很重情很可爱；申敏儿也不是惊艳美女，但是那单纯的眼神、巧笑嫣然、纯净可人。 他们站在九尾狐的剧情里，那么的登对，令人羡慕。            
(4星)	 同事最近天天中午看，我都被她“带坏”了。。。真的N久没看韩剧了。。。哦哦，男一大雄特别特别特别可爱思密达。            
(4星)	 依旧是韩剧以往的风格            
(4星)	 女的像个女的 男的像 30年前的我爸            
(5星)	 九尾狐的悲哀            
(NA)	 纯真.好看.尾狐啊~            
(4星)	 很有意思的一部，有很讨厌的那女的，有很想知道原型的朴东朱，还有end都很不错哦。在没有网上，电视看的日子里很能打发时间。。。            
(NA)	 结局很好            
(4星)	 看完后，完全成为肉食动物..            
(2星)	 真想看下去的 不过第九集的时候还是睡着了。。。            
(3星)	 我觉得很无聊 最后的几集都是快进过去的 只能说这几个人看起来很好看。            
(3星)	 还成            
(3星)	 看了一半，想象到结局了。前面还挺好玩的，朋友看完了，说后面挺感人的。            
(NA)	 狐狸珠            
(NA)	 最近才看完，很好看，最后一集好感人~            
(3星)	 嗯哼···前头不错 越看越无聊了            
(NA)	 尾狐啊。              
(4星)	 呀！！！男二是我的型！！！！呀！三天终于看完鸟！！老头推荐的就思CHUO WA!!傻傻的大雄！！我的大熊瑜卤呀！            
(5星)	 不解释。看过便懂。            
(4星)	 男女一号不是经典韩版俊男美女的长相，但是演的舒服自然。胜基的演技又有长诶~~相比之下诺珉宇就有点儿弱了，演得有点儿过，不自然。配乐多少有些失败，个别地方有点儿稍显嘈杂突兀。李善姬《太阳雨》很好听，主题曲《我想我是疯了》一度中毒，开头一段钢琴渐入佳境，中间钢琴和鼓点的配合惊艳喔~            
(3星)	 我只想说，水准下降了啊狗血也要有个度的。。            
(5星)	 看了两三次才看下来，前几次都中途放弃，可是真当耐下性子看的时候才发现真的让人意犹未尽。并不是因为剧情轰轰烈烈而感动，而是为了男女主人公慢慢的为彼此改变而心疼，而打动。狐狸雨，太阳雨，每次当太阳雨的伴奏响起，眼泪都会掉下来。月光太美，舍不得离开。还好最终还是在一起了。            
(NA)	 蛮搞笑的，就是有点太夸张，还有植入性广告真的很煞风景            
(4星)	 诺珉宇真的让我喜欢你 ~~            
(3星)	 还行吧，挺逗的，不过男女猪脚不够美~~            
(2星)	 那样的女主角都算是美女，那我们中国的校花去韩国都是大美人了！            
(NA)	 傻傻的九尾狐，懵懂的车大雄，迷迷糊糊的爱情，朦朦胧胧的未来！            
(4星)	 最后一集真的很感人啊。。。            
(5星)	 女主角的笑容纯粹。明亮。            
(5星)	 因为这个片子爱上看韩剧啦，大雄啊            
(4星)	 伴随着开心、纠结、美好的心情看完这部韩剧，哭了。。是因感动和不舍吧~想再看一次。最深刻的，是每当九尾狐伤心流泪时就会下起狐狸雨（太阳雨），情节温馨感人。主题曲《狐狸雨》非常好听，一直循环听着。很高兴，在2010寒冬年末时，看了这部喜剧中带着感人温暖的韩剧。            
(NA)	 和有爱，不错不错，赞一个，男二号好帅的            
(4星)	 最爱那句：我特别特别特别特别特别特别特别特别喜欢你~~~最可爱的是：啊~~~好好吃啊~~~            
(4星)	  申敏儿第一眼看起来很平常但她的表情超可爱的，尤其是在吃牛肉手舞足蹈的样子，哥心都酥掉了……            
(4星)	 一个梦而已            
(NA)	 尾狐好乖            
(NA)	 hoyi hoyi~ 无条件喜欢这部电视剧！！！太可爱了！~            
(4星)	 这片子就是挺逗的，尤其是女演员的表情非常丰富，还有说话的语气，看这个剧感觉很轻松呵呵！            
(5星)	 啊哈！！~口爱的李胜基。笑起来的样子超迷人的！~里面说有一种爱是不需要辩解或理由的，只要是为了对方就义无反顾，就算是牺牲自己。好！~搞笑中不乏感动ing...            
(1星)	 浪费了我一小时的电。            
(5星)	 I love Rose！！   诺珉宇啊！！！            
(NA)	 女主角很乖很可爱            
(5星)	 洪氏姐妹的片不得不说蛮好看的，剧情够给力，只不过就是后面有点墨迹而已，但是电视剧在写九尾狐付出的部分还是很感动到我的，恩恩，喜欢，期待下部洪氏姐妹作品~PS：男二帅的很啊            
(4星)	 申敏儿真的有无限的潜力，虽然不是一般意义上的美女，但尾狐的那种可爱被她演绎的淋漓尽致，GOOD……            
(3星)	 弃            
(4星)	 矫情  主题曲相当好听            
(NA)	 只要是韩剧~稍微温情些~我就给不出四星以下~            
(4星)	 这个1开始有点进不去，跟着S，觉得还蛮有趣的！申很自然，很可爱~~~            
(NA)	 好喜欢男一号！演技不错的！~~唱歌也好好听！            
(NA)	 更中国的古代故事有点像            
(4星)	 挺喜欢那个笑容单纯的狐狸            
(3星)	 简单轻松消遣。            
(3星)	 5：娘二，放弃了            
(NA)	   男二号 帅            
(4星)	 洪氏姐妹真的太能写戏了，每一部都好好看。一开始看这部戏没有太期待，但看完后真的很感动，申敏儿也越看越好看。人，只要心是善良的，外表也会跟着美起来。真的受不了朴东珠啦~~长那么好看干什么！！妖精啊~就像漫画里面的。居然跑到现实里面来演戏啊，受不了~~期待洪氏姐妹下一部戏~~            
(4星)	 搞笑，女主角漂亮啊！            
(5星)	 好喜欢他们的酒窝…笑起来甜甜的～            
(5星)	 深深被這部電視劇吸引.很好看啊!!!!!!!真的超級喜歡            
(3星)	 喜欢里面的歌曲~~~《狐狸雨》轻轻的感觉，好喜欢~            
(4星)	 还不错            
(4星)	 啧...又是开头无聊中间可爱结局狗血的玩意儿=皿=            
(4星)	 通宵达旦的看完了 感觉还不错 哈哈哈             
(5星)	 搞笑、爱情...            
(NA)	 挺喜欢的......            
(3星)	 不喜欢的风格            
(5星)	 很有意思，李胜基的演技的确很棒。结局也很喜欢~~~~~~            
(NA)	 女主角笑起来很甜            
(5星)	 无比感动            
(5星)	 九尾狐什么的就是喜欢~            
(4星)	 剧情比较新奇            
(4星)	 完美的结局，应该说是一个“出人意料”的结局，一只狐狸和一个人的爱情，本应该是悲剧，但却是一个完美结局收场。            
(5星)	 啊啊啊啊啊 好吧 我真的喜欢全民弟弟了~~            
(5星)	 申敏儿巨可爱            
(4星)	 申敏儿增自然美！小马哥你快点看完吧！            
(5星)	 陪我度过了半个学期的甜蜜时光            
(5星)	 看完了~~又要空虚了~~orz~~李胜基太帅鸟~~            
(4星)	 马西答~            
(NA)	 很感人！申敏儿很可爱！李胜基的演技也很棒！            
(5星)	 现实世界中的虚幻故事，结局是大团圆的，不过似乎是顺了观众的心，可是若是死了呢？是不是更好一点，申敏儿很可爱，灵气也很足            
(4星)	 男1女1演技好是大卖点,男2号是大亮点            
(5星)	 女主角太萌了。            
(4星)	 不给力的狐妖……不如看聊斋……如果是看李胜基的话，还行……            
(5星)	 我要做九尾狐！            
(4星)	 导演和姑姑也太搞笑了吧。插曲很好听            
(5星)	 又好笑又感人的一部偶像剧，非常的好看。现在力挺李胜基了，好喜欢他啊！真是又帅又可爱哦！            
(4星)	 前段时间看的 还不错 九尾狐是个很纯真的角儿 印象最深的是hoihoi 哈哈            
(4星)	 给四个星是因为终于有一部韩剧能让我看到第八集才弃的，后面的就没有耐心去追了。男女主角都很自然，就是那个男二号啊，那个妆！！还有万年不变的装与呆滞，长得帅都能让我看不顺眼的，男二号是第一个。            
(4星)	 第100天的那段哭惨了，李胜基演技小惊艳。            
(4星)	 好愉快~~            
(4星)	 男二好魅啊~~            
(4星)	 申敏儿很可爱，真的很像小动物~            
(4星)	 虽然不切实际，但是还是喜欢，真的很喜欢。            
(5星)	 这是我完整看过的第一部韩剧，情节轻松，剧情唯美、搞笑。            
(5星)	 如果  下雨的时候            
(3星)	 第四集很搞笑             
(4星)	 可爱的敏儿和胜基            
(5星)	 李胜基！            
(4星)	 搞笑，申敏儿很可爱，皇帝表演也不错，大叔大婶是亮点啊，大叔你可以更像周润发一点，呵呵            
(3星)	 很温馨。。。 申敏儿好乖哦~            
(3星)	 印象最深刻的就是插曲——狐狸雨，真的很好听。。。            
(2星)	 因为它爱上了rose            
(4星)	 三天才看完，够长的。~结局还算意料之中，男二号没牺牲自己，       o(︶︿︶)o             
(3星)	 无聊生活的最佳选择。            
(NA)	 韩剧多看了要傻掉的 不过 真的真的好喜欢男猪脚=。=            
(2星)	 男二帅的不真实。            
(NA)	 谁能给我做那个动作 哈哈            
(3星)	 男女猪脚都不养眼，长得不好看            
(3星)	 女主笑起来很好看            
(2星)	 看了几部韩剧，都感觉是用来消磨时间的，内容么有新意，演员很难看            
(NA)	 喜欢，可爱搞笑又感人~            
(3星)	 男二号码             
(4星)	 做小狐狸刚成人的时候多开心啊，越像个人越是融入人群就越是不开心了。。。不过至少还有个够坚定的男主            
(4星)	 做人有什么好？为什么一定要做人呢？            
(3星)	 不觉得好看            
(3星)	 完美帅哥 遇见可爱单纯 狐狸  挺搞笑的  适合无聊的时候            
(3星)	 前面感兴趣 后面越看越不行            
(4星)	 洪氏的剧一如既往的好            
(NA)	   我的 申敏儿    你好乖哦            
(3星)	 月月说了，韩剧就是无聊加胡说八道。。。            
(4星)	 颠覆了九尾狐的形象，不错。            
(3星)	 韩国的九尾狐真没用            
(4星)	 申敏儿真好看~            
(4星)	 女主角很可爱，演技自然。            
(2星)	 穿越的爱情 剧本写得牵强的让人蛋疼。但是最后还有少许让人心疼。两位主角的演技撑起了整个剧情。            
(4星)	 申敏儿在里面很纯真            
(4星)	 结尾太仓促，与前面衔接不自然....            
(4星)	 洪氏姐妹的电视剧总是吸引人的！这部剧的女主很漂亮，很可爱，还喜欢吃肉，配乐也很不错，李胜基也蛮搞笑的，男二号也很不错！            
(5星)	 太可爱了            
(4星)	 申敏儿很漂亮啊，是我喜欢的类型。妈妈说，你长得也不错嘛。哈哈，老妈，我赞美的女生可是很少啊， 而你不管看谁都觉得自家女儿很有优点。            
(4星)	 申敏儿可爱的无与伦比呀！            
(5星)	 看完好感动了，哦，我觉得我再也找不到男朋友了，好喜欢李胜基啊，怎么可以这么可爱            
(4星)	 男主角 真可爱            
(4星)	 尾狐啊~            
(3星)	 很韩剧，没新意。            
(4星)	 九尾狐的爱情故事~ 唉 又是个迷惑少男少女的故事~             
(4星)	 喜欢纯粹爱情的弟弟妹妹们，喜欢帅哥靓女的弟弟妹妹们，喜欢韩式爱情的，你们肯定会喜欢。我个人喜欢女一号的纯，善，美。男一号很帅。            
(NA)	 现代版人妖恋            
(5星)	 這部電視劇... 呵呵 劇情很搞笑 有點像韓版的《小美人魚》的愛情故事 女主角蠻可愛的 申敏兒的演技很好 OWO 國民弟弟李勝基的表現也出彩 配角也都很好             
(5星)	 九尾狐很可爱啊~~~            
(5星)	 大爱啊~ 为什么分数那么低呢             
(5星)	 感人            
(NA)	 车大雄真的很可爱哦，我们的胜基前途无量            
(3星)	 呃。。就是韩剧那样            
(3星)	 最后有点扯，国民弟弟演的还是不错的            
(4星)	 还不错。            
(3星)	 pa mal            
(1星)	 不咋地！            
(NA)	 女主角真的很漂亮,很适合这个角色~            
(NA)	 大姐，你比我们胜基大500岁呢。。。。我怎么那么爱你们。。。！！！            
(4星)	 我挺喜欢前头的，可惜十几集开始烂尾了……这个冲突解决。。。。真是。。。。            
(3星)	 好吧　是我花痴            
(4星)	 越看越有爱~            
(5星)	 男二號神似重樓呀呀呀！= =婚禮猜想那裡太強大了…… 申敏兒演的九尾狐太有神韻了！ &gt; &lt; 喜歡《狐狸雨》這首歌~ 循環聽了一個星期呢！            
(NA)	 喜欢男2，男1简直是太丑了。。。。。我简直花痴吖，哈哈             
(5星)	 真的是演技派的~剧情也很好~不错啊~推荐~哈哈            
(3星)	 阿西。拖了好久终于看完了。好吧。永远有完美的结局            
(4星)	 喜欢演员            
(5星)	 好看            
(3星)	 看着没那种叫人欲罢不能的感觉，很一般···            
(3星)	 喜欢男二啊男二~            
(5星)	 一如既往的支持敏儿啊 哈哈 而且好搞笑这部剧            
(4星)	 李胜基演的每一部电视剧都很好看呢！这次又有洪氏姐妹保驾护航，想不好看都不容易啊！            
(4星)	 好可爱，好喜欢女主角撒娇的来一句：“雄啊”。            
(4星)	 洪氏姐妹的剧。。。就是好。。ost真心好听            
(3星)	 纯粹消磨时间。            
(5星)	 非常好看啊            
(2星)	 烂尾            
(5星)	  满搞笑的片子            
(4星)	 申敏儿，真的很可爱~剧情不错。            
(2星)	 我想说，我看不下去...            
(4星)	 被人逼着一定要看。。但是看完之后感觉还不错~~            
(NA)	 虽然挺喜欢李胜基，但不得不说他还需磨练。申敏儿很漂亮。男二太妖。            
(3星)	 如果不是为了诺珉宇            
(3星)	 喜欢女主角吃肉的表情~            
(4星)	 洪氏出品不错啦。。            
(NA)	 一如既往的好声音，狐狸雨，连雨都可爱了起来            
(4星)	 很童话，很美好的人与妖的爱情            
(5星)	 原来爱情也可以这么无私！！！发现韩剧里面总有那些比女人还要好看多的男人            
(NA)	 挺有意思的            
(NA)	 很好看也很喜欢但是我还是喜欢朴东朱,可是为什么没有朴东朱的图片呢?            
(2星)	 没认真看。。感觉一般，编剧水准在下降。。。还有那个长得像俞灏明的男主角啊，你的颜真让我爱不起来            
(NA)	 希望他们真的在一起~            
(4星)	 申敏儿的演技与“这该死的爱”中完全不同，但更有魅力，男二也不错。画面感很好~            
(4星)	 我看完了 。。。只是骗自己世界还有童话。。            
(4星)	 挺搞笑            
(4星)	 后面好拖拉~虽然想弃但还是靠着意志力挺下来了XD于是男二果然是留给观众爱的么~捂脸            
(NA)	 申敏儿真的很强大。。让我感觉到当年的的全智贤，那长发……            
(4星)	 最后一集有点煽情了嘛。感觉粑粑还是像李胜基……尤其哭滴时候，那神态，啧啧啧            
(NA)	 看了开头和结尾，算看过乜，哈哈            
(5星)	 现代版的聊斋~超超超稀饭女主角~~~~~~~~~~~            
(2星)	 一般垃圾            
(3星)	 天马行空的故事，男二号真是漂亮。。。            
(5星)	 不用说什么 完全大发！！~~            
(2星)	 二星半吧。插曲很好听。            
(3星)	 给我买肉吧            
(3星)	 男二号实在太抢镜了，很给力            
(3星)	 主角好看            
(NA)	 有爱有爱~~            
(2星)	 不会吧！这种东西能得这么高的分！豆瓣怎么了！            
(NA)	 其实题材还OK ，但是太托了~            
(5星)	 剧情题材新颖            
(5星)	 神话的开始，美丽的结局~~            
(4星)	 李胜基真是个可爱的活宝~~            
(4星)	 活过来，就唯美了。            
(5星)	 还好、            
(4星)	 男二太美。挺可爱的一部剧，就是最后两集没什么耐心看。            
(3星)	 诺玫瑰重出江湖            
(4星)	 感觉动物比人有感情呢...申敏儿真漂亮啊...很清纯的感觉...            
(NA)	 我的爱情是真的            
(4星)	 搞笑+小虐            
(3星)	 剧情太慢了，2倍速看差不多            
(NA)	 想我当初如何迷恋,如今都是浮云~~            
(NA)	 麻烦顶一下。            
(4星)	 看了这部剧之后就很爱李胜基。。            
(NA)	 结尾很狗血。            
(3星)	 对狐仙穿越类很不感冒；            
(NA)	 大雄很可耐，美湖也可爱            
(5星)	 很好玩 很可爱 很纯情 很中国            
(3星)	 前半部分真的很好笑 .            
(4星)	 以后还是少看韩剧，总是会入戏太深            
(NA)	 好看好看好看~~            
(4星)	 男女主角都超可爱            
(3星)	 前面比后面好看太多            
(3星)	 快进和娱乐。            
(4星)	 居然一下子没有认出rose来。。。要一直一直大声的说，nuomonuomo qiwai yo            
(5星)	 挺好看的，就是觉得女主角有点亏，最后不但没有变成人类，不但少掉了八条尾巴，损失了九成的能力，还是留下了一条尾巴，从九尾狐变成普通狐狸精了，落差太大了……            
(4星)	 看了一半，觉得剧情拖沓就停下了。对狐狸雨那段印象颇深，还有月光下的尾巴。申敏儿是第一眼不好看，越看越迷人的那种，笑起来眼睛弯弯的。李胜基怎么每次都演这种角色啊，笑。他姑姑和导演倒是美好的一对，真不错。重点来了，男二超帅，迷死人啊！不过他到底是啥妖怪？据说是鼻荆郎？            
(2星)	 开始看感觉还不错，后面就软掉了。            
(5星)	 我也想找个九尾狐。            
(4星)	 怎么说呢 开始的时候是抱着期待的 可是轻松的前几集过后就开始了无止境的纠结纠结再纠结，不过还是看完了            
(5星)	 申敏儿什么的 最可爱了。            
(5星)	 近几年来看过最好看的韩剧了，集搞笑与感人一身。            
(5星)	 很久没看过这样题材特别的电视剧了、很好。            
(4星)	 还有两集结局没看，这样的韩国片儿还真少见……            
(3星)	 前10集还是蛮有趣的，但突然之间让人失去继续追下去的动力，最后看了下结局，也算给个结尾            
(4星)	 我喜欢男二啊~~            
(3星)	 快进着看完了。            
(4星)	 没想到申敏儿还蛮好看的，还有就是李胜基和俞灏明太像了。。。想到那个一起去看流星雨，就觉得这部片也降价了。。            
(4星)	 蛮好看的..关键有帅哥..            
(3星)	 女主角好看            
(5星)	 九条尾巴的狐狸~~            
(3星)	 我竟然看完了它            
(4星)	 剧情有奇术，还算不是那么的老套...不过李胜基和在《灿烂的遗产》里面，申敏儿和在《这该死的爱》里面的人物角色非常相似...ost很好听。            
(3星)	 唯一的亮点是男二……            
(3星)	 你为我牺牲我为你牺牲            
(4星)	 狐狸雨很动听            
(4星)	 真是深受韩剧的毒啊，不过是我自己要看啊，其实前几集都挺搞笑的，就很合我的胃口，可是越到后面男女的爱情太纠结了，反反复复的，揪心啊，都没兴趣看下去了。还有就是男女配角是长的揪心，演的也揪心啊，反正不喜欢男生长的这样的，那么的妖，不过，电视剧还可以的啦，看到后来都不是自己当初的味道的            
(3星)	 对韩剧没啥感觉。。我看得很困            
(5星)	 好看好看好看            
(5星)	 与以往的剧情不同            
(NA)	 唯美，值得一看            
(3星)	 如果有九尾狐那样纯粹的爱，是幸运还是不幸呢？            
(NA)	 算是韩剧中的另类。            
(5星)	 我喜歡 李勝基            
(5星)	 前面很搞笑，后面好悲伤T^T 哭死我了~ 李胜基和申敏儿真是耐看，越看越舒服，脸都嘟嘟的，看着多欢喜。男二很销魂，女二不要老瞪眼啊~ 活宝导演和姑妈还有御用老爷子，也都好可爱。张国荣的背景也很亮啊~            
(4星)	 卑微爱情的小心酸。            
(3星)	 男猪女猪很不好看。不过越看越有感觉了~~男二号真是美丽啊美丽啊~~~            
(4星)	 = =没看完= =            
(3星)	 奇怪的片子            
(4星)	 还可以            
(5星)	 很感人 很温馨 很浪漫 很喜欢 大雄就是很可爱 男二号每次出来都觉得帅到不行 总之很好看啊            
(5星)	 好看 好看 太好看了~~~~~~            
(5星)	 很好看... 冲着李胜基去看的            
(5星)	 幻想中的爱情，其实也有那么一股诱人的味道            
(4星)	 仅仅喜欢李胜基而已！有干净的感觉！            
(2星)	 不大喜欢            
(NA)	 题材很新颖，李胜基的确不错            
(5星)	 很久没看到这么好看的韩剧了，虽然最后几集也是跳着看的            
(5星)	 申敏儿 真可爱  似乎事成相似的 剧情，但有不一样的感动 这应该就是韩剧的魅力  不得不佩服 膜拜。。。            
(NA)	 又有几个朋友说我像女主角才去看的电视，爱 就是不计回报 爱 就是成全 爱 就是 只要我有 只要你要、、、            
(3星)	 没有传闻的好            
(4星)	 不错。纯纯的。不算白痴型的。我都哭了。            
(5星)	 好看好看~特别喜欢尾狐~            
(4星)	 最近又开始退化·考试真是伤人            
(NA)	 九尾狐很单纯。。。            
(3星)	 不是很好看~            
(5星)	 有点虎头蛇尾，不过有了男女主，值了            
(3星)	 没有想象中好看嘛            
(5星)	 我真的非常非常非常喜欢你            
(4星)	 狐狸真可爱~做人真难            
(5星)	 可爱的尾狐啊~            
(4星)	 很可爱的休闲片            
(4星)	 是不怎么看这种电视剧。。可是居然看下去了，，            
(NA)	 简单的思想，简单的爱！！            
(NA)	 很无聊，还是看完了。            
(5星)	 好喜欢女主角            
(NA)	 狐狸好美的。            
(4星)	 挺有意思的爱情喜剧~男2号长得也忒妖孽了点~            
(NA)	 吃肉肉儿啦            
(NA)	 兽医绝对帅            
(5星)	 喜欢他们拥抱的感觉            
(3星)	 冲着男二去看的，好帅啊~~不过结局真的很瞎            
(2星)	 看了几集。。我觉得我对韩剧果然完全无爱            
(4星)	 女一美美美美             
(5星)	 太好看了~~            
(2星)	 各种恶心聚集在一起~~~ 韩版俞灏明            
(4星)	 总的来说蛮有趣的            
(4星)	 洪式姐妹的剧本果然还是比较新颖，虽然觉得有些情节有些不连贯，但女主角的出色演出还是为剧增添不少色彩            
(3星)	 完全冲着男二去看的            
(NA)	 很可爱的一对            
(NA)	 虎头蛇尾 但是还不错            
(4星)	 没什么感觉 女主不是我的爱 男1也不是我喜欢的类型            
(3星)	 迷糊啊~狐狸开屏的时候还挺美的~Over~            
(5星)	 喜欢申敏儿自然的感觉，好亲切            
(2星)	 看了两集就关掉了            
(4星)	 看了九尾狐之后才去看的灿烂，觉得灿烂比较好看，但是很急人啊，九尾狐情节发展比较快，剧情比较简单~            
(NA)	 爱上了活泼的申敏儿~   第一次看关于九尾狐的题材，挺喜欢那只单纯善良的饭桶小狐狸的 哈哈            
(4星)	 虽然剧情很老套，不过帅哥美女养眼极了，音乐也非常不错，关键是~~男猪女猪都超级可爱啊~申敏儿演活了一只会让人和她一起哭，一起笑的娇俏小狐狸            
(5星)	 剧情不错            
(NA)	 喜欢申敏儿，好漂亮！            
(4星)	 我就想找一个像大雄那样的，即使自己是九尾狐他也愿意付出自己的所有~            
(3星)	 男二好妖媚            
(2星)	 喜欢敏儿丫头。但剧情，呃。韩剧现在就这样了。洪氏姐妹更一直这样。            
(4星)	 多可爱的吃相，吃牛肉可以吃得那么香，那么可爱。。            
(5星)	 感人耶            
(4星)	 喜欢那些个狐狸尾巴~~ 蓝色的很美~~男女主都很好看~~男二适合平面的看~~            
(2星)	 额，无感，无聊            
(3星)	 要不是因为前女友才不会看这种傻X韩剧～            
(4星)	 不介意 那就是爱情。            
(5星)	 所以要珍惜身边人呢～～            
(4星)	 韩剧一贯的作风。女主角很坚定。现社会很少看到这么单纯的女孩子了。            
(4星)	 好看~ 就是结尾有些拖沓.. hoi hoi \(^o^)/~            
(2星)	 星给：女一号的清新。男二号的妖孽劲。            
(4星)	 好可爱的电视剧，看得我还眼泪鼻涕一大把            
(5星)	 熬了一晚上把后面的几集看完  真真超级好看。 好可爱的李胜基  九尾狐也好可爱  大爱～LOVING            
(5星)	 OST好聽~            
(3星)	 還蠻搞笑的~            
(3星)	 一开始还不错  后面也就无聊了  韩剧都是这样。。。  不过九尾狐好幸福啊  吃这么多肉~~~            
(4星)	 仅作乐呵            
(5星)	 这是今天看的最好的韩剧之一，有开心的时候，也有伤心的时候，本来不太喜欢李胜基的，但是在这里却演的很棒。申敏儿也清澈的可爱～～wa~~ma xi da~~            
(4星)	 diubidiubidiurafa吼吼 可爱的申敏儿哦杜杜说最喜欢她的各种表情了我也是不知不觉就跟着想要做了那半人半妖哦 虽然很帅啦但是一看就是虚弱性的古装的时候 又羸弱又像女的 哦 笑出来了笑出来了恩 差不多知道结果所以总是没惊喜刚开始好看后面拖沓啦            
(4星)	 有点恶俗，            
(3星)	 女主角还蛮漂亮的说~貌似现在的韩剧真的都很一般了            
(5星)	 看开始看不下去，后来越来越有爱~偶尔看看韩剧也不错啊~申敏儿真是天然脱俗的美啊，喜欢~配乐也很好听~            
(4星)	 男2，rose....我就爱大冰山。PS也不能说是看过...看到一半弃之。我对女主的智商要求比较高。            
(4星)	 穿越时空，有些东西真的好无奈啊~~            
(3星)	 有点无聊，不过为什么我刚看的实话还有点感动，是我无聊 吧            
(4星)	 骗人眼泪的，明知道，现实怎么会有这样的爱情，却还是动容与期待。。。。。。唉            
(4星)	 虽然还是脱不了韩剧的老套剧情，但是无聊的我还是将韩剧进行到底之前搞笑之后就感动，最后大团圆结局！个人觉得集数刚好，不会像以前的韩剧演到后边编的成分严重。            
(3星)	 温馨，还是那个熟悉的韩剧。            
(NA)	 人妖相恋，确是违背了人伦常理，现实中这个问题不能深究，因为我们不是当事人。            
(5星)	 一开始觉得男女主角都好普通哦，可是越到后来越喜欢他们，尤其是李胜基慢慢喜欢上尾狐的时候，两人在一起到分开，到又在一起。心里面觉得好幸福~            
(NA)	 中国的九尾狐咋就没这创意啊             
(NA)	 真的很促进学习韩语 哈哈            
(5星)	 申敏儿……            
(NA)	 我就特喜欢看女主角吃东西的样子，吃的那么开心，我也想像她一样！我也特喜欢男主角，李胜基！            
(3星)	 男二号很赞，女主很可爱，男一也是越看越顺眼的            
(3星)	 居然还有rose  惊讶的大发现.!!            
(5星)	 喜欢申敏儿款的女生，很耐看~李胜基也帅了~不大喜欢那个医生，做作韩剧嘛，这个已经算不错了，不要指望没有煽情、跳出老套剧情，总之还不错啦~            
(4星)	 可爱的申敏儿，不算惊艳的美，但是邻家女孩的清新。剧情也算韩剧最近有点看头的一部。笑点比较多。至少不是看了第一集就知道最后一集的感觉。看人多过看剧，不就是韩剧的特点。            
(5星)	 让人又哭又笑的，好久没有完整的看完一部韩剧了，真好看            
(NA)	 ……看韩剧没感觉了             
(3星)	None
(5星)	 只因为爱你，其他什么都不重要！            
(3星)	 我只能说该剧一般，韩剧不能老是一个模式啊            
(4星)	 开头还好，看到一半的时候看不下去了，情节不怎么样            
(3星)	 每每到了她吃肉的时候 我就也想吃 以至于那一段时间吃了很多肉。。。            
(4星)	 花痴也是一种乐趣~            
(NA)	 7.8            
(3星)	 剩下最后几集看不下去了，出现了瓶颈            
(4星)	 我想吃牛肉            
(3星)	 前面几集还好，后来就木有意思了            
(5星)	 不错。音乐开始的地方。。。            
(4星)	 女主角是亮点            
(4星)	 喜歡前半部，比較輕鬆，後面流了好多眼淚；更喜歡男二號，又帥人又好，唉...            
(4星)	 申敏儿从她在《美丽的日子》到《这该死的爱》再到《魔王》又到《厨房》，最近就是这部九尾狐了。真的好喜欢她的表情和神态。狐狸与人的恋爱，不同物种由害怕到被迫在一起再到男主角真心爱上女主角，可是女主角却必须牺牲自己来成全男主角的生命与梦想，有一点我想不通，如果尾狐不想便成人，故事怎么走            
(4星)	 还可以看，中间有些情节还是多喜剧的！            
(3星)	 很热似的，所以看了些，胜基感觉演得还成。            
(5星)	 不看你就吃亏了            
(5星)	 九尾狐好可爱,看的我也好想吃肉            
(5星)	 导演好可爱啊。。。。。不喜欢医生，感觉假假的。。。            
(4星)	 小狐狸很可爱，敢爱。            
(3星)	 还行            
(4星)	 还不错~            
(3星)	 冲着诺珉宇多给一星            
(5星)	 到最后 都看哭了！            
(4星)	 很少看电视剧，这个算是看的完整的，看了也有一段时间了，只能说九尾狐的可爱和单纯有一段时间影响着我，但是很羡慕他们的纯真，有那么点时间会很有想谈恋爱的冲动。还不错的电视剧吧。            
(4星)	 男二号很帅很帅..            
(2星)	 跳集終於看完！            
(3星)	 想不到我居然看了棒子偶像剧            
(4星)	 好几年没看到让我笑的韩剧了，九尾狐可爱！O(∩_∩)O            
(NA)	 爱也许是一种习惯。            
(3星)	 一般般吧            
(4星)	 演东朱老师的是谁啊？长的也太漂亮了，男人怎么能长的那么精致！！            
(NA)	 结尾太仓促 不过这是韩剧现在比较普遍出现的问题 可能是集数有限制的原因吧···            
(4星)	 在没什么好看的韩剧的年代算不错了,李胜基很可爱哦!!            
(5星)	 人鱼公主的故事，还真的是有触动到我。            
(5星)	 男二号的嘴角啊。。。。。。。。            
(5星)	 真的很久不看韩剧了，不过这部真不错~            
