http://movie.douban.com/subject/2282477/	武林外史
(3星)	 书是很棒的，电视剧还是缺乏古龙的精髓            
(3星)	 呵呵呵            
(4星)	 猪七七            
(3星)	 那时超爱看            
(3星)	 N年前的了....最记得的是那个冰封的美人            
(5星)	 为么大家都这么爱飞飞，想为我家七七平反            
(3星)	 简介写的可真乐            
(4星)	 當時看的時候超迷的~            
(4星)	 搞得我又想看古龙了            
(4星)	 美丽如仙的白飞飞啊            
(5星)	 一种情结            
(5星)	 当年喜欢的不行的            
(3星)	 3.5，沈浪王怜花没有原著的味道~~~            
(1星)	 看标签            
(3星)	 哎哟。。当时还蛮喜欢看的。。囧。            
(4星)	 黄海冰能不能不要演完沈浪就去演唐僧啊，好幻灭。。。            
(4星)	 飞飞            
(4星)	 王艳真是美得冰清玉洁！            
(3星)	 小时候看觉得还行 沈浪好帅熊猫好可爱什么的 结果去年同寝一妞回顾了一遍 瞅了两眼 囧死我了 ==            
(4星)	 那时很爱            
(4星)	 当年我还是个小男人的时候很喜欢这个女主角。现在不太喜欢这类型了。现在单身。            
(4星)	 古龙笔下的男主总是或多或少地相似，游戏人间，风流倜傥，因爱成恨，敢做敢为，还有一堆红颜知己。opps,那是所有武侠小说的男主吧？！女孩爱做梦，梦里常常是一大群模子刻出来的男孩，哪个让人最动心，哪个便是最爱。我当然，也爱做梦爱到了骨子里。            
(3星)	 他选了朱七七，当时我很心痛            
(3星)	 小的时候看见过的一部古装武侠剧，剧情真是一点儿都不记得了。不过，王艳的美貌和气质却深深的影响了当时的我。            
(5星)	 假期必不可少的重播也要看的……虽然朱七七那个演员丑，但我俨然入戏了            
(4星)	 很迷白飞飞            
(4星)	 我喜欢沈浪白飞飞~~~喜欢王艳            
(5星)	 王艳那叫一个漂亮。            
(3星)	 严重歪曲原著            
(3星)	 童年回忆油麻油！！！            
(4星)	 潇洒从容不过那年的沈浪            
(4星)	 蝶儿闯入我梦，我在蝶梦之中            
(3星)	 剧情忘了好多....            
(4星)	 当时觉得黄海滨好帅好帅哇~~            
(4星)	 古龙的小说拍成电视剧就是这模样。            
(NA)	 小时候、、、、            
(3星)	 不喜欢白飞飞            
(4星)	 当年还很红的时候我还年幼无知所以是按当年的心境给打的分啊  仍记得白飞飞死的时候差点哭了=____=            
(5星)	 小时候最爱看的电视剧            
(4星)	 小时候最爱看的电视剧，哈哈。            
(4星)	 黄海冰能不能不要演完沈浪就去演唐僧啊，好幻灭。。。            
(3星)	 爱妻白飞飞之墓            
(4星)	 服装很怪异            
(2星)	 喜欢白飞飞。沈浪喜欢的人是白飞飞还是朱七七？很喜欢的一句话：白飞飞，为恨而生，为爱而死；生如梅魂傲骨，死若清水芙蓉。            
(3星)	 最后一分钟的狗屁结局.            
(3星)	 哈哈哈 小时候的武侠情结 女主不是王艳啊。。。            
(3星)	 這裡的七七完全被王艷比下去咯            
(4星)	 古龙一向很好，当年很痴迷，当年木有童鞋敢说喜欢朱七七的            
(4星)	 熊猫儿啊~熊猫儿~            
(5星)	 我的沈浪！！！！！            
(5星)	 当年好爱啊好爱啊。觉得王艳太美了，黄海冰太帅了……            
(5星)	 只记得王艳 惊为天人            
(5星)	 为了当时的那种喜欢。            
(4星)	 小时候看的哦。。。喜欢黄海冰的说            
(5星)	 白飛飛~~~            
(4星)	 稀饭七七，白飞飞沈浪什么的永远不记得谁是谁。            
(5星)	 室友最近在看..最爱啊啊~            
(5星)	 原来没有人跟我一样喜欢七七            
(4星)	 超喜欢白飞飞。。。            
(5星)	 生命重于泰山，轻如鸿毛            
(3星)	 原著完全被这电视剧毁了，朱七七那么可爱一姑娘给毁成这样，造成白飞飞一片倒的局势。            
(3星)	 沈浪很帅，朱七七很囧            
(3星)	 年少无知的我曾经觉得沈浪定义了“剑眉星目”这个词            
(4星)	 沈浪啊……童年時候的花癡啊……那時候可喜歡白冰冰了，討厭朱七七=w=            
(4星)	 黄海冰惊鸿一现            
(3星)	 虽然有王艳 还是喜欢七七            
(3星)	 电视版的沈浪是我第一个感觉非常讨厌的好设定男主            
(NA)	 当初一直想不透的问题是沈浪为什么没有跟白飞飞在一起，为什么没有？            
(3星)	 我曾经非常非常喜欢看这部电视剧…………那时我还很小            
(1星)	 小时候看的            
(3星)	 这个印象不深。。。好像剧情还不错。。。            
(5星)	 无论是原著还是翻拍，结局都是这样不完美。很现代的武侠剧，多少男人似沈浪。有了结局，过程已然不重要。 他的爱给了这个骄傲又可悲的女人，他到底输了的是什么，只有自己心中明白。无论飞飞做了什么，我都能理解原谅，她的绝决，注定一生悲苦。            
(3星)	 记得当时这主题歌只听了一遍就会了，，现在还能唱。。==            
(3星)	 那时候黄海冰英俊潇洒，可惜他选择朱七七的时候被我鄙视好久            
(3星)	 哈哈以前中午放学在家看的~江西?            
(4星)	 那时还小。。。 ╮(￣▽￣)╭            
(5星)	 当年的经典啊！！！            
(4星)	 看完原著后就觉得黄海冰的好挫。。            
(4星)	 白飞飞很美，朱七七选错了演员~            
(5星)	 初中时候看的。。。当时说不出的喜欢啊            
(4星)	 曾经那么美好，浪子沈浪，纯美白冰冰            
(5星)	 我的沈浪浪~~~~~~~~            
(3星)	 某年夏天期末燥热难耐边看边赶作业            
(4星)	 偶然和室友聊起这部剧，白飞飞和沈浪，把当时还是loli的我迷得七荤八素。。。            
(3星)	 因为电视剧的影响导致太喜欢电视里的白飞飞太讨厌朱七七。。。导致小说看不下去。。。            
(4星)	 我小时候可爱看了！            
(4星)	 童年            
(3星)	 七七怎么这么···像外星人的车祸现场~~~            
(5星)	 很多年前看过 那时候想 如果生命中有一个沈浪 那么做白飞飞又如何            
(5星)	 白飞飞            
(3星)	 那个时候的黄海冰真帅啊。。            
(3星)	 编剧喜欢白飞飞也不用那么踩低朱七七！！我就是喜欢朱七七╭(╯^╰)╮            
(4星)	 呃 当年看恶俗狗血片还是会感动的            
(4星)	 当年的回忆了            
(3星)	 其实那个谁谁和那个谁谁谁都是渣啊！但是还木有死！！！最后还HE了！！！！            
(4星)	 既然今天来搜以前的东西，索性都点上吧，当时还挺喜欢的            
(4星)	 喜欢白飞飞。。。童年的回忆。。。。            
(4星)	 小学时。。好喜欢看呀。。            
(5星)	 当年的沈浪真是迷倒一大片人啊            
(5星)	 小学时看的、当时迷到不行、            
(3星)	 时隔多年，好想再见朱七七…            
(NA)	 顺带标了   (￣_￣|||)            
(2星)	 金不换能笑死我......            
(4星)	 大脸口中的“成林处史”            
(3星)	 这货绝对不是武林外史            
(4星)	 还不错啦，白飞飞挺好看的            
(5星)	 超级喜欢的片子，我觉得沈浪就应该和朱七七在一起。编剧把原著中一些人的精髓改掉，但还是很好看。            
(5星)	 童年的回忆 它对我的影响还挺大的  看了它后 小学的我 就开始写剧本了            
(3星)	 当初一直在惋惜白飞飞为什么不能和沈浪在一起，觉得朱七七真是无比讨厌，各种丑和做作，其他剧情大概是武林恩怨什么的，还有白飞飞和朱七七的身世。            
(3星)	 爱油，王艳让上小学的我很是惊艳了一把。            
(3星)	 熊猫他GF倒是挺漂亮的..             
(3星)	 童年的回忆            
(NA)	 我还会那主题曲！            
(3星)	 大盗与淑女为嘛就是不伦之恋？是我太离经叛道吗？            
(4星)	 来到宁波第一年追着看的第一部剧~意义非常~喜欢黄海冰！~喜欢王艳！~            
(3星)	 跟原著比差了太多， 朱七七本来是原著中我很喜欢的一个妞儿，结果却让这个姑娘演， 白飞飞的扮演者王艳倒是清纯漂亮，只是少了一份狠毒和美艳。            
(NA)	 第一眼看见沈浪就迷上了，只喜欢沈浪~~~秦叔宝一般般啊~~            
(5星)	 片尾曲很感人。            
(3星)	 童年的宁波台！！            
(4星)	 超级喜欢白飞飞，尤其被她最后死之前说的那段话惊艳了：“我的生命不过是一场笑话，而你是我生命中唯一的真实与快乐。我怎么舍得如此待你...”            
(4星)	 按说以前的制作水准，算是上作了，比当下的累人电视剧而言。本为了飞飞的不值，仅仅想给三星的，好歹看在早年的回忆上追加一星。            
(5星)	 小时候看过的，挺不错。            
(NA)	 看了好多次 是很不错啊            
(NA)	 王艳在里面经验到爆哎。            
(4星)	 再次看这部电视剧。还是觉得飞飞可怜。            
(3星)	 好喜欢这里的王艳            
(3星)	 我擦…………小学时我多迷恋黄海冰啊=   =            
(5星)	 黄海冰是不是就这一个拿得出手的哇            
(4星)	 不止一次感叹为什么偶不是朱七七。            
(4星)	 有个朋友，很迷男主~            
(4星)	 王艳！！·~            
(4星)	 小时候可喜欢黄海滨演的沈浪了。            
(4星)	 黄海冰那个时候脸微大 但是王艳美歪歪 算了 有美女也行            
(3星)	 感觉没有什么特别的，角色特征比较鲜明            
(5星)	 我觉得要把古龙的书都看一遍了。觉得比金庸的武侠写得好。            
(4星)	 拈蝶微笑那真是秒人~~比较喜欢朱七七，书里也是~~            
(4星)	 四颗星全给当年绝美的白飞飞            
(4星)	 其实我喜欢熊猫儿…朱七七演员演她娘的时候挺好的，可是演朱七七的时候太用力了，把这倾城绝代的女人演成一八婆，王怜花长得太恶心，但是演的还8错~王艳啊，就是演得太好了，让我从小就喜欢反派女主…黄海冰长得挺好，造型搞笑，演得不错，人物设置的有问题。总的来说是个不错的武侠剧，比现在的强            
(3星)	 white fly fly；pig seven seven；            
(5星)	 绝对的五星！            
(3星)	 还不都是为了看王艳            
(NA)	 七七            
(3星)	 小时候看过的 现在看怎么那么sui            
(3星)	 剧情一般   但我就喜欢王艳^_^            
(4星)	 还是喜欢笨笨的朱七七，打一开始就不喜欢白飞飞，虽然最后也觉得她可怜。当时觉得沈浪是古装扮相最帅的，后也就小李飞刀可以媲美            
(4星)	 黄海冰、王艳当时那个赞            
(3星)	 这部剧唯一的亮点就是 演活了白飞飞 原著的女主角是朱七七 而电视剧的女主角 是白飞飞             
(3星)	 王艳那个美啊 咋不招男主喜欢呢 看得难受死了 那个女主恶心死了            
(3星)	 以前看的,还特地去看了古龙原著,发现根本不是同一个故事.擦            
(4星)	 还行            
(4星)	 剧情烂，但是我还是很喜欢白飞飞的            
(3星)	 好像是因为晴格格看的            
(3星)	 王艳可喜欢了！            
(4星)	 咋就喜欢朱七七了…            
(3星)	 我喜欢木头猫和百灵 想起了当年写情书的那位 哈哈            
(3星)	 回头看看暴好笑···            
(5星)	 ~            
(2星)	 ！！！！！            
(4星)	 记忆中的啦             
(NA)	 很小的时候看的，连故事情节都不记得了，印象里却依稀留了个朱七七活泼的样子。还好，她和沈浪在一起了。            
(NA)	 小学五年级时代电视剧&gt;&lt;其实我还是很希望沈浪，喜欢那个时候的黄海冰的，后来跑去眼唐僧干嘛！            
(3星)	 虽然扯，但是那个时候的王艳好美！            
(4星)	 很早以前看的电视剧了，只记得那首主题曲真好听。王艳算小时候很喜欢的女明星了。            
(3星)	 咱们总讨论            
(NA)	 矮油黄海冰啊王艳啊~我爱她挂的时候那套装扮呢，鬓角一片小树叶~            
(4星)	 那时候喜欢死沈浪和白飞飞了            
(4星)	 小学？初中？看的了 最后沈浪投朱怀抱扣一星 我的飞飞啊飞飞啊T T            
(3星)	 主演很养眼，男猪很欠扁，编剧绝对是二皮脸            
(4星)	 没认真看的时候，以为是又一部难看的大陆武侠剧，可是后来某个暑假，认真看了一遍，觉得还挺不错的！我比较喜欢朱七七，因为狠毒的角色，是不会受到我青睐的，而且我也没觉得王艳的白飞飞有多漂亮。            
(4星)	 記得看的時候特別喜歡白飛飛和沈浪。            
(4星)	 小时候的回忆呢              
(5星)	 这算是拍的不错的了，没什么大牌的电视剧看着舒服。            
(4星)	 很久很久很久以前看过。。。            
(NA)	 小时候看的 迷死黄海冰            
(2星)	 贵妇王艳的佳作            
(4星)	 既然有了白飞飞 直接忽略朱七七说起来古龙这名字取得。。。            
(3星)	 N年后只记得朱七七            
(1星)	 一群长的酸溜溜的人。。这几个人长得太酸了。。            
(5星)	 我还是喜欢黄海冰怎么办，只是从小生快变成大叔了            
(4星)	 当时每集必追，现在想起来傻死了。朱七七实在是没演好            
(4星)	 小时候好爱看啊！            
(3星)	 当年觉得沈浪超级帅~~            
(4星)	 黄海冰演的沈浪真是一个迷人的男子。            
(3星)	 结局不是很好啊。            
(4星)	 当时就喜欢朱七七。一个皮弹弓，比剑帅多了去了。            
(NA)	 2            
(3星)	 一直不喜欢结局.            
(4星)	 其实，我比较喜欢朱七七……            
(4星)	 喜欢朱七七和沈浪在一起。            
(2星)	 讨厌男主女主，王怜花这家伙居然迷恋朱七七，也讨厌。就王艳和后来那个叫火使的最喜欢了，为什么他们不在一起啊！！！            
(3星)	 记得那时年纪小，对飞飞的出现真真是惊为天人~            
(NA)	 曾经好爱的电视剧啊。            
(3星)	 黄海冰扮相很帅~            
(5星)	 飞飞····飞飞            
(4星)	 最喜欢白飞飞了。            
(4星)	 我喜欢那时候的黄海冰            
(4星)	 为神马我对这个情景剧感兴趣呢            
(5星)	 还记得一起去买碟片的时候 某人被问是否看片 哈哈            
(5星)	 评分太低            
(5星)	 王怜花好可怜~~~            
(5星)	 又是个经典片子，可惜女主角死了。。            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(3星)	 王怜花帅点就好了。沈浪演的没意思。            
(NA)	 一直喜爱。            
(3星)	 那個什麽沈浪的~是迷人在哪兒啊？美女都為他爭破頭~            
(5星)	 长得标志但爱装楚楚可怜又心狠手辣的女2，为啥这么多人喜欢            
(3星)	 清水出芙蓉的翠绿白衣裳的白飞飞。            
(4星)	 小时候觉得沈浪简直帅呆了！            
(NA)	 最近怀旧，白飞飞啊~！爱确实是不可以太重的            
(4星)	 古龙小说里大概只有沈浪是无可挑剔的了。这部剧当年说好的人不少，能将古龙剧拍好的人太少啦，这部可以一看。            
(3星)	 可能我本身真的还是喜欢古龙笔下的女子的。这电视剧和原著不同，王艳的白飞飞着实让人心疼。但无论如何，那年的我还是觉得沈浪和朱七七在一起并没有什么错。爱情是风花雪月的事，飞飞还是要在蝶梦里心碎。            
(3星)	 回忆            
(4星)	 黄海冰和王艳啊~~~            
(3星)	 好多情节现在都忘了            
(4星)	 当时超爱的……            
(3星)	 很小的时候看的，那个时候记得还敲准了我娘回来的时间赶忙把电视关了~            
(2星)	 朱七七和白飞飞之间我选择了活力四射热情奔放可爱调皮的那位。。            
(4星)	 飞飞~~~~~尽情地诅咒沈浪这个2B把~我支持你！            
(5星)	 童年的美好回忆吧。小学六年级时候看的啊，。每天晚上看完才安心睡觉。沈浪很帅啊，白飞飞很美，朱七七就不说神马了。            
(5星)	 很小很小的时候看过的了。今天闲来重看最后一集，飞飞替沈亮死的时候我竟然又飙泪了。小时候不懂剧里的恩怨，不懂沈亮为什么会喜欢上没大脑的七七，不懂猫儿怎么会突然选择百灵。只记得很爱看飞飞的树叶装，很喜欢她装温柔，很喜欢她腹黑。以前对结局耿耿于怀，现在发现，那就是很好的结局了。            
(3星)	 就放过一遍 在小学的时候 后面再也看不到了  朱七七 沈浪 白飞飞            
(4星)	 小时候狂追的...            
(2星)	 没机会天天泡电脑的时候只能天天泡电视            
(3星)	 小时候看的。。。早忘得差不多了。。沈浪~朱七七七七七七~~            
(4星)	 力挺沈浪白飞飞            
(4星)	 第一次对黄海冰和王艳来电            
(3星)	 当时我觉得男主角真是很帅啊            
(5星)	 曾经很迷得电视剧，今天在寝室引起共鸣。。。            
(2星)	 一看是梦继导的就知道又一部古龙剧被毁了            
(2星)	 为毛我连这个都看过            
(4星)	 我心疼白飞飞。            
(4星)	 这个我当时喜欢啊            
(4星)	 小时候 多小啊   浪浪            
(5星)	 爲什麽她們的名字都要ABB式咧            
(3星)	 当时觉得黄海冰是大帅哥。。剧情神马的，忘了            
(4星)	 也是一个当年            
(NA)	 王艳....唉            
(4星)	 初一的时候特别爱看来着            
(4星)	 不是武林外传 而是武林外史武林外或者武林中 重在情意            
(5星)	 小学时~谈论最多的片子啊~            
(3星)	 现在想来，觉得很好玩。            
(4星)	 一直很喜欢王艳的白飞飞。            
(4星)	 黄海冰那个时候嫩的。。。没话说。。。灵的            
(5星)	 rt            
(NA)	 竟然有这个，看的时候觉得很扯，现在更扯            
(4星)	 当时多喜欢沈浪那种侠客。            
(4星)	 这个片子的编剧就是想让我们讨厌朱七七，同情白飞飞是吗？我无奈中了编剧的圈套。            
(3星)	 想忘记烦恼的时候，就想看他……            
(5星)	 好看。            
(4星)	 我坦然接受了电视剧对于朱七七的诽谤。但那敢于强奸沈浪的白飞飞原本不该这么窝窝囊囊。            
(5星)	 我童年时滴美好回忆呐 小时候看时喜欢白飞飞 因为是晴儿演的嘛 现在就比较喜欢朱七七了 虽然演员不算好看 不过她饰演的李媚娘我很喜欢 还是比较喜欢原著的白飞飞吧 坏得有品 而电视剧这个 你觉得沈浪对不起你干嘛不去找他打呢 就会欺负不会武功的朱七七啊 传说中的羡慕嫉妒恨啊。。。            
(4星)	 属于回忆            
(4星)	 多经典啊。。。再ORZ也是经典            
(3星)	 内地第一部毒害我的武侠！！当时就觉得黄海冰咋就那么的帅喃。那和挥手的背影。简直是            
(3星)	 除了白飞飞，也就没什么了。            
(4星)	 朱77那个美啊            
(3星)	 天知道我怎么还看过这            
(4星)	 还是差小说很多……            
(3星)	 黄海冰惊艳的咧            
(NA)	 太经典了!!!            
(4星)	 烂剧的很好看            
(4星)	 我爱白飞飞~~            
(5星)	 大爱逍遥王            
(4星)	 换做你是沈浪，你会选择朱七七还是白飞飞？            
(4星)	 话说我还挺喜欢朱七七的，貌似很多人不喜欢啊            
(NA)	 原来好像是喜欢白飞飞的。            
(3星)	 聚聚散散浮云浮萍浮生如梦，虚虚幻幻人世人间人生几何            
(4星)	 很喜欢的电视剧。            
(4星)	 曾经梦到过黄海冰给我烧冬瓜，为什么是冬瓜TAT。            
(NA)	 虽然已经改编的差不多了，不过经典。            
(4星)	 当年几爱看了囧……            
(NA)	 感觉看过可是不知道讲啥            
(4星)	 当年还是很喜欢的~只是对结局不满意~            
(4星)	 沈浪~~~❤            
(4星)	 当时觉得飞飞很美            
(3星)	 作孽的白飞飞 不喜欢朱七七            
(4星)	 很爱沈浪啊~~~~~~~~~            
(4星)	 当年的大爱啊···            
(4星)	 那时的王艳真惹人爱。            
(3星)	 演技实在是。。。。            
(3星)	 小时候的记忆啦~            
(4星)	 白飞飞帮沈浪老般配的丫~            
(3星)	 小学的时候天天追的电视剧。其实再看原著，根本和电视剧是两码事，其实我觉得电视剧比较靠谱。@Home            
(4星)	 当时觉得白飞飞真tm漂亮            
(NA)	 好喜欢沈浪和白飞飞，还有熊猫，百灵。另外这个，朱七七……            
(3星)	 其实两个女主角我都不怎么喜欢。我倒是觉得那个小泥巴还蛮好玩的。            
(3星)	 朱七七   白飞飞  沈浪            
(4星)	 初中时候看得，就觉得怎一武侠剧配琼瑶词啊。当时跟朋友争朱七七和白飞飞谁更好，我喜欢七七，善良。            
(5星)	 我真的纠结过朱七七和白飞飞。            
(4星)	 当年觉得爱情真是捉弄人，喜欢的却深仇            
(4星)	 王艳真是漂亮            
(3星)	 我当时还真挺爱看的~就是给原著改的乱七八糟~朱七七~白飞飞~沈浪也应该叫沈浪浪~因为你真的很浪~            
(4星)	 晚上趴在窗户边偷看的电视剧……白飞飞和沈浪……讨厌朱七七！            
(3星)	 剧情忘光。            
(3星)	 不喜欢朱七七，喜欢白飞飞~            
(5星)	 小挚爱            
(3星)	 演朱七七的丑到爆……            
(3星)	 当时好爱这种痴恋坏女人的情节……真是恶趣味~朱七七很讨人厌呢。不过完全把小说里的黑白颠倒了，沈浪不是爱朱七七的嘛，朱七七不是很可爱的嘛~            
(5星)	 巨爱！！！！            
(4星)	 小时候好喜欢呀。老想黄海冰跟王艳在一起            
(3星)	 那个时候的王艳真是惊艳啊，永远记得她一袭白纱衣头上别着绿叶的样子            
(5星)	 小学迷死了。            
(4星)	 黄海冰的古装实在是帅             
(4星)	 其实我比较喜欢七七，但这里的七七感觉抵不上原著的性格强烈~            
(NA)	 泪奔啊。。。。            
(5星)	 我爱这个~！            
(4星)	 完全虐心            
(4星)	 我给四星，是纪念我美好的童年。看过原著，实在对剧情改编很无语。我风华绝代的朱七七，你真的悲剧了。古龙泉下有知，气活了~~            
(3星)	 女主角真讨人厌。            
(4星)	 骂吧骂吧，我就是喜欢朱七七胜过白冰冰。            
(3星)	 猪头被劫被救被劫被救被劫被救……终成眷属            
(4星)	 初中时候看的。想当年，追这个剧追的那叫个认真。            
(NA)	 回忆。            
(4星)	 到现在也很喜欢，女主角很搞笑，算是不错的古装剧了。            
(NA)	 呃            
(4星)	 只看飞飞  以及..媚娘                 
(3星)	 就电视剧本身，当时我是喜欢的。            
(3星)	 七七那个角色谁演的？挺不错的啊            
(4星)	 想起来似乎很迷了一阵子，具体迷什么就忘记了。            
(2星)	 所有人的扮相都透着股诡异的味道..谁能告诉我你们是如何从白飞飞头上的菜叶子看出她妩媚的? 整部剧熊猫儿跟傻帽儿没差,朱七七也残的跟猪八似的,沈浪是滥情男,白飞飞是娇骚女,这让人情何以堪? 幸好洒家爱看的是同人&lt;我是朱七七&gt;..            
(4星)	 给王艳的            
(4星)	 不是为了白飞飞，才不给这么高。。。            
(5星)	 我觉得王艳顶好！            
(4星)	 王艳在里面美极了~  朱七七  快活王 呵呵  好怀念            
(NA)	 可喜欢沈浪了当时            
(1星)	  - -。哈，真不知道，当年怎么看下去的，那是还很单纯很肤浅            
(5星)	 初中时第一次看这部电视剧，我很喜欢白飞飞，她可怜的身世，她美丽而看似柔弱的外表；大四时，重温了一遍，发现我从头到尾喜欢的都是朱七七。虽然她集万千宠爱于一身，但是她懂得爱情并不一定是拥有，她是一个真正懂得什么是爱的女子。她的纯真与善良深深地镌刻在我心底。            
(3星)	 ORZ这货。。现在看特傻ORZ            
(NA)	 这部剧对我打击有多大！飞飞死了！我不懂为什么要这么不公平！当时看见沈浪和朱七七在一起的时候我简直就想把电视机给砸了！别提有多难过了啊擦            
(4星)	 (*^__^*) 小时候看过的古装剧 都很喜欢            
(1星)	 。。。。。。。            
(3星)	 “萧剑”的扮相挺雷人的            
(4星)	 超级讨厌朱七七、、            
(4星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(4星)	 重看一遍，还是最喜欢熊猫和受气包，哈            
(5星)	 大爱的啊！女主角后来是不是不演戏了？            
(5星)	 无论外界如何说，我对于沈浪的爱慕这么多年从来没有淡过。到现在对于大侠的标准始终都是以沈浪作为基准，被人吐槽“你要求也太高了……”。作为沈七党，对于朱七七也诸多不爽诸多不满，但是大概我对朱七七的厌恶没有根深蒂固，也还是沈浪对于她温柔的包容吧……【又开始羡慕嫉妒恨了……            
(4星)	 看电视剧时不明白白飞飞和沈浪咋就爱得这么纠结呢，傻乎乎的跑去看书，看完更纠结了......            
(3星)	 喜欢王艳            
(4星)	 突然想起这部老剧，和当年很喜欢的片尾曲：碟儿闯入我梦，我在碟梦之中…            
(3星)	 记得还是小学看的，当时很喜欢白飞飞，结局很伤心啊，还很喜欢百灵，不喜欢朱七七甚至觉得她讨厌。长大后再次无意间看到时发现朱七七好可爱！果然人长大了是会变的。            
(3星)	 tv            
(NA)	 大爱王艳  顺便爱下黄海冰            
(4星)	 蝶儿闯入我梦 我在蝶梦之中~小时候经常唱呀~~~            
(NA)	 永远的白飞飞            
(4星)	 我还是喜欢朱七七            
(4星)	 最爱白飞飞，朱七七是毛线啊。            
(3星)	 白飞飞和上官小仙都是古龙书中难得一见的厉害女人，可惜沈浪和叶开并不是郭靖与令狐冲，女人既不愿为爱放弃自己的背负和野心，男人也不愿被她们占尽光芒。另外，如果朱七七能够换一个长得不那么脸大如盘的人来演，如果朱七七的角色设定能遵照原著并不那么讨厌，我会考虑看完全剧。            
(3星)	 当时看的还乐呼乐呼的~            
(4星)	 小时候很迷这个=..=            
(3星)	 黃海冰也很帥的，可惜女主不是王艷。朱七七神馬的都是路人。            
(3星)	 海冰哥一回眸,册那则男宁演古装是蛮帅额,不过也就仅此一部给我这个感觉了..            
(3星)	 这个。。。。唉。。拍不出古龙的意境已经不想说什么了。。。单从剧情看。。。依旧很雷人。。。            
(4星)	 小时候多爱王艳和黄海冰啊。。。            
(NA)	 超级喜欢白冰冰啊！            
(3星)	 白飞飞真是好，朱七七演员不恭维            
(3星)	 熊猫儿还是印象深刻的            
(4星)	 这部估计是很多人喜欢的。王艳的白飞飞夸得很厉害。黄海冰古装很赞。一开始觉得七七的造型真难看，就不能整好点么            
(3星)	 我同学告诉我女主再原作里是江湖第一美人的时候我一口血喷出去，我可怜的飞飞情何以堪~~            
(4星)	 当年真的很喜欢            
(4星)	 当年整个厂里都看这个，而且是聚一起看的，两个小屁孩每天傍晚沈浪白飞飞的叫嚣，哈哈哈哈            
(3星)	 荒唐            
(5星)	 几个演员都很喜欢~            
(3星)	 雷剧一部……            
(5星)	 记得小学那会特喜欢            
(3星)	 我就记得一个熊猫,女主角叫朱朱还是七七的            
(5星)	 好听的主题曲！            
(4星)	 曾经很喜欢黄海冰，至今很喜欢王艳。对朱七七无感。            
(NA)	 4            
(3星)	 小时候迷死这个了            
(3星)	 王艳在里面太得人心了            
(5星)	 黄海冰真是妖孽啊，我喜欢白飞飞呵呵            
(4星)	 我可爱看了呢            
(4星)	 十年            
(4星)	 这个好看，熊猫和他喜欢的那个女人，偶都爱~~嘻嘻这里面的女人都不错             
(4星)	 其实挺喜欢熊猫儿            
(3星)	 暧昧死，萝莉死，正太死，狗男女死死死            
(4星)	 小时候很萌的一部电视剧            
(4星)	 飞飞&gt;&lt;            
(4星)	 黄海冰那时候迷倒众生啊            
(4星)	 当时好喜欢白飞飞～            
(3星)	 我就是冲着王艳才看。。。            
(3星)	 朱七七            
(3星)	 挺喜欢朱七七这人的~            
(5星)	 纠缠得美妙。            
(4星)	 不赖             
(4星)	 王艳真是漂亮啊，整个剧里就属她的服装最出彩。黄海冰不够帅，熊猫身上的凉席我看一次笑一次。            
(5星)	 记得小时候那么迷恋你。十年之后还是很值得一看。            
(4星)	 喜欢白飞飞，讨厌朱七七            
(5星)	 我的童年！沈浪 白飞飞T.T            
(NA)	 小学六年级。那会儿一天到晚哼片头曲= =            
(4星)	 随便笑笑啦            
(4星)	 多好看啊 当年都把我看哭了 当年的王艳多美啊            
(3星)	 在各式各样对古龙先生的肆意改编与糟蹋的影视剧中，这部还是比较尊重先生的            
(5星)	 其实我小时候喜欢死这剧了也XD            
(2星)	 七七            
(3星)	 童年剧。当年讨厌死那个朱七七了。沈飞才是绝配。            
(3星)	 王艳很美，朱七七咋找的演员啊 = =  那么难看            
(3星)	 很多年以前的看的电视剧了，当时觉得挺好看。现如今看看当下播出的武侠剧，觉得武林外史简直是太棒了            
(5星)	 哎哟。我超级喜欢白飞飞。            
(5星)	 真是太好笑了！不能错过的情景剧！            
(NA)	 算是我看的国产古装剧里边 看着还不错的 不像那些个翻拍的做作剧            
(3星)	 改成啥玩意儿了。。。            
(NA)	 朱七七             
(4星)	 很旧很旧了            
(3星)	 当年很喜欢            
(5星)	 很经典的搞笑诙谐            
(4星)	 喜欢飞飞的            
(5星)	 当年很喜欢朱七七与沈浪，我总觉得这也算是黄海冰的巅峰之作呢            
(5星)	 初中的时候天天晚上偷摸看，最近重温了一下。觉得，能养成朱七七那样的性子，得多少人宠着爱着。那是多么幸福的事情。做一株温室的花朵，是多么幸福。            
(3星)	 小时候爱看。喜欢白飞飞。讨厌朱七七。            
(3星)	 白飞飞真是美。            
(4星)	 对沈浪和白飞飞没有在一起耿耿于怀~~~喜欢白飞飞~~~            
(4星)	 那时候我是真喜欢白飞飞啊            
(4星)	 我怀念的   是白飞飞的情敌    逍遥王的女儿 ！            
(4星)	 黄海冰很符合沈浪            
(4星)	 曾经的迷恋            
(4星)	 蝶儿闯入我梦，我在蝶梦之中，是梦是醒有什么不同             
