http://movie.douban.com/subject/2253613/	越狱  第三季 Prison Break Season 3
(4星)	 越来越墨迹  但是你还不能快进            
(4星)	 越狱是层层铺垫的 没有第三季 恐怕第四季是无法达到效果的            
(3星)	 剧情各种暴走            
(NA)	 再次越狱            
(3星)	None
(5星)	 总是不断给人惊喜            
(3星)	 sofia还没跟james说明白就扑向了林肯的怀抱，这我可以理解，毕竟最危险难熬的时候正牌男友不在，而林肯一直在身边，还说过要带她去巴黎。但是你不好这么快就把james的秘密出卖了吧。这个人物的设定和结果过于草率牵强了。james死的也好冤。            
(4星)	 将军有些神秘了。。            
(4星)	 么么么            
(4星)	 with qiqi            
(4星)	 米勒越长越丑了            
(NA)	 最无聊的一季            
(5星)	 换了新的监狱，有了新的挑战！            
(3星)	 又进去了，果然还是进去了好玩一些。但是感觉拍的有些仓促，导演编剧什么的没有想好            
(4星)	 是不咋好看。。。            
(5星)	 这一季感觉脏脏的。            
(2星)	 不咋的            
(3星)	 回归“越狱”，继续下降            
(5星)	 美剧的启门教材            
(NA)	 据说很短啊~~~啊啊SONA好恐怖啊。。。其实也很好看的啊            
(3星)	 重新看越狱，发现他哥真是个十足大傻逼。而micheal每次喘气都像在求爆菊            
(4星)	 第十集后比较好睇            
(2星)	 最无聊的一季            
(4星)	 再见 诸神们             
(3星)	 狗血剧情            
(3星)	 开始变难看了            
(3星)	 到第三季就不行了            
(5星)	 超棒            
(4星)	 第三季是最不好看的            
(NA)	 +-从第三季开始下滑            
(3星)	 越的好辛苦。。            
(4星)	 很明显越来越鸡肋~~~但是既然~开头了就要看到结尾            
(5星)	 sona多帅气            
(3星)	 莫名其妙。。。             
(5星)	 其实每一季多不错            
(3星)	 一季不如一季了啊。。。            
(5星)	 其实我感觉还不错            
(3星)	 第三季有点扯            
(4星)	 还是在狱中有紧张气氛            
(3星)	 又一次的越狱，没有事先的谋划，也成功了，可见MICHAEL真是聪明至极            
(NA)	 看帅哥            
(2星)	 米帅在这么个鬼地方也帅不起来了~Sara居然被BJ写死……，我要是追剧的，当时得背过气去。            
(3星)	 俺们家Mahone嗑药后真的很堕落……            
(4星)	 依然很精彩            
(5星)	 比第二季好            
(3星)	 Sara不在感觉剧情很牵强。这季Brad Bellick出场让我乐了一下~HOHO~            
(1星)	 比芒果台的电视剧还难看。            
(4星)	 开始残了。            
(4星)	 这季就看得我有点力不从心了　明显逊色于第一季～　逃出监狱　又被关进监狱　又逃出监狱～真是点题　汗！～　主要是　女主怀孕就把女主写死了！！！            
(4星)	 极端的冲击扭回了单纯推理剧的线路，出乎意料的是后来居上的人性因素            
(2星)	 跟之前两部没得比  四季中最差的一季            
(4星)	 第四季就真没看了。。            
(4星)	 好看！！！！！！！！！！            
(4星)	 为了整体的完整，有必要看看，一些微妙的的东西远比整体的情节精彩，ps，我不喜欢这部的场景。。很不舒服            
(5星)	 这季里面，那监狱真是太恶心了            
(NA)	 好多地方不符合常理 ：（            
(NA)	 michael的眼神好像近视眼加晃眼睛            
(5星)	 永远的经典            
(4星)	 不多说，没怎么看美剧的都会听说过吧~            
(3星)	 这一季有点囧啊...            
(NA)	 苏克尔好可怜好仗义~            
(3星)	 唉，不想说了。            
(3星)	 sara死后被惊悚到，看到sona我绝望了……            
(4星)	 一天到晚逃来逃去的有点木耐心了。。            
(4星)	 真是苦了米勒了            
(3星)	 编剧，你江郎才尽了么？            
(5星)	 我真的最喜欢这季。。。。            
(4星)	 老婆，虽说第三季没有前两季那么好看，但整体上还很好很好，老婆，抱抱……            
(5星)	 为你们的命运，生活儿叹息，可是我知道…            
(5星)	 ：）            
(3星)	 只是喜欢。。            
(5星)	 剧情很紧凑            
(5星)	 尼玛！我的爱啊！！！！！前后看了快三遍！！！！！！！！！！            
(5星)	 5星：一定要看！            
(5星)	 这季最彪悍了             
(5星)	 很不错            
(4星)	 场景转自巴拿马，一切都开始奔向句点了。最后的铺垫很好            
(5星)	  Miller ！！！            
(3星)	 四部里唯一也是最没意思的一部，看了三四集果断不看改看第四季了            
(5星)	 不错的一部电视剧！            
(3星)	 脏乱差的Sona监狱 折腾了十几集 倘若接上第四季的剧情 这一季完全是在浪费时间...10分钟就能把所有剧情得出的结论交代过去            
(3星)	 ３·５　巴拿马的彩色与色彩别的么了，话说这是最没技术含量的一季度。            
(NA)	 好！！！！！！！！！！！！！            
(5星)	 越的不是狱，是横亘在现实的无奈选择。            
(3星)	 米帅越来越没有掌控力。            
(1星)	 垃圾里面的垃圾            
(4星)	 欠缺点诚意了            
(4星)	 看了8集木有sara看不下去了 还是直接看第四季吧            
(4星)	 一般来说，第一部才是经典，此乃真理。            
(3星)	 编剧开始无力了             
(2星)	 从FR到Sona，从LB到MS…哦册那闲得蛋疼！Sara的**（防剧透）果然**，真没创意…不推荐浪费13×45m的时间。惟有感动于Sucre的“自掘坟墓”和临死前的“I&#39;m fine. It all worked out.”            
(3星)	 一般            
(5星)	 SucreSucreSucreSucreSucreSucre好男人！            
(3星)	 就跟到这季。            
(3星)	 明显不如前两季精彩            
(NA)	 也许经典不需要续集。            
(3星)	 你敢不敢再烂尾一点            
(NA)	 肮脏混乱的巴拿马，延续前两季的紧张            
(4星)	 走向狗血的开端            
(5星)	 大学时光啊            
(4星)	 一季不如一季~~~~            
(5星)	 无比好！            
(NA)	 like 猫女            
(3星)	 看越狱让我明白的是，即便你不主动招惹别人，也不意味着别人不会惹你。所以，手上一定要有筹码。最后一集的歌不错。            
(NA)	 越个没完了            
(5星)	 《越狱》第三季的四大缺点：已经有第一季；陌生人太多；非美国正规监狱；没有莎拉。初看甚至觉得像是鸡肋，不过到最后是越来越精彩，和刺激。而T-bag的角色也越来也让人喜欢，尽管没有MS的才能，却可以独自撑到最后，我甚至要用聪明来形容他后面做的每件事。PS：美国人把“我保证”看得很重！            
(4星)	 高潮迭起~            
(4星)	 仿佛在敷衍观众            
(4星)	 有那么几次，心跳得很快            
(4星)	 昨晚熬夜终于把第三季给看完了，事情越来越复杂了，每季最后都留了很大的悬念，让人欲罢不能。第四季已经下载完毕，今晚开始继续欣赏。            
(3星)	 还行，就是最后的逃狱太假了。            
(5星)	 个人觉得第三季最好            
(4星)	 虽然很多人说仓促啊什么的，不过作为我唯一一部打算追完的美剧，我觉得很美好，陪我度过了最不开心压力最大的两个时间段。            
(5星)	 我went,我dominic            
(3星)	 显然没有前两季好看            
(4星)	 悬念跌生，节奏情凑，不过给力程度相比第一二季还是逊了一点！            
(4星)	 四季都看过，第一次看的完整美剧，通过这部喜欢上了美剧...            
(NA)	 开始有点儿视觉疲劳了,Scofield居然又被关起来了，老是越来越去的，后来想想，毕竟人家名字就叫做prison break么。            
(3星)	 感觉有点像剧场版            
(5星)	 好纠结....            
(4星)	 第三季延续了前两季，水准还算可以            
(5星)	 经典就是经典。。。            
(3星)	 最難看的一季            
(3星)	 第一季神剧，可惜烂尾            
(4星)	 编剧完全蔑视我们的智商            
(5星)	 我是越狱迷            
(5星)	 比英雄、迷失都要牛叉的片片            
(3星)	 第三部感觉很多余。。。            
(4星)	 这一季有一点是为了越而越了 所以有点怪怪的 退步的感觉。            
(4星)	 就最后几集比较精彩            
(5星)	 这一部超有血性，sona监狱的氛围营造得很棒，格雷琴帅呆了！            
(5星)	 四部里最不好看的            
(3星)	 续集慢慢的就不行了            
(5星)	 It was real, sara, you and me, it&#39;s real            
(5星)	 ~!            
(3星)	 越做越垃圾            
(5星)	 我觉的还是不错的            
(4星)	 其实我开始追的时候已经在这季了。            
(3星)	 太脏了。。            
(4星)	 其实我还是挺喜欢的            
(3星)	 我记得第三季的时候米勒已经发福的不行了....            
(3星)	 本人认为最没意思的一季。            
(NA)	 最暴力，有点压抑。            
(4星)	 其实拍得还是不错的，不知道为什么就没有再追下去……            
(4星)	 虽然上瘾，但是已经感觉到不如一开始那么精致了。            
(4星)	 还是第一部 最好            
(5星)	 记得那时看的时候，每周等一集，等的我快心碎了！            
(NA)	 我的最爱            
(3星)	 跟着惯性追下来的            
(3星)	 因编剧罢工只出了13集。。。            
(NA)	 think a bit more            
(3星)	 显然没前面精彩～看的我都觉得疲乏鸟～            
(3星)	 不知道这季是拍来干嘛的            
(5星)	 Grechen很漂亮。            
(4星)	 这确实是四季中相对乏味的一季，不过承上启下，不能不看，另外还是有些许亮点可看的。            
(3星)	 第三季真的是连续剧~~            
(4星)	 米帅和林哥还真是敬业啊╮(╯▽╰)╭            
(5星)	 男人当如是!            
(3星)	 越狱也太简单了吧，难不成巴拿马比美国落后那么多？？            
(5星)	 我想打六颗星！！！            
(3星)	 这一部一般般~            
(5星)	    很来事 、不过还是第一季经典 。            
(4星)	 这一季还是不错的~            
(3星)	 我就知道 第一次越獄不會成功。            
(5星)	 留名            
(NA)	 没有sara的PB。            
(2星)	 鸡肋啊鸡肋。            
(NA)	 这个··有点夸张··也不喜欢·那个监狱·还是原来的监狱好··呵呵·            
(2星)	 一件事儿要做第二次总会让人不爽，更别说平淡的剧情。。。            
(4星)	 不如以好过二            
(3星)	 三。。有些没那么到位的感觉            
(4星)	 都到巴拿马了，当时很期待能来中国，网上也确实有过传言，后来被证明是假的了，blake很可怜了，必有可恨之处还就是真的            
(4星)	 有点... ...扯... ...            
(4星)	 完全就是番外篇啊！。。。- -            
(4星)	 “要和牛逼的人在一起” 就这样 虽然sona监狱有点无聊            
(4星)	 有点漏洞百出~            
(2星)	 我承认，我没看全，真不想看下去了……            
(4星)	 Michael Scofield            
(4星)	 使我坚持看的理由只有Tbag=。=            
(NA)	 剧情有点变生硬了            
(3星)	 烂啊烂            
(3星)	 这一季好脏            
(3星)	 怎么着也得回到监狱中，只有这样才对得起片名            
(NA)	 第一部更爽!            
(4星)	 看到最后庆幸还好Sucre和小麦迪没成为编剧为Michael主角光环下的炮灰……Sucre是不是会被救出来呢？期待……BELICK变好了点，但是不够……            
(NA)	 还是挺刺激的。。            
(NA)	 剧情太好了，很想亲身体验他的生活，女主角亦让我印象深刻            
(3星)	 打发时间还行吧……            
(3星)	 就像我的评价,还行~            
(5星)	 贊            
(3星)	 看不下去了已经 哈哈            
(3星)	 开始哥哥要救弟弟，感觉雷同的剧情            
(3星)	 更差一些            
(4星)	 仍旧好看··虽然有所下降            
(2星)	 烂啊.            
(4星)	 据说编剧罢工？明显比不上第一二季，不过觉得比第四季好            
(3星)	 看的真纠结。。。            
(3星)	 草草结束            
(3星)	 编剧组江郎才尽            
(NA)	 看过的最好看的美剧。            
(3星)	 用快进看完。            
(2星)	 没有可乐门的越狱不再是越狱            
(3星)	 怎么感觉没前两季爽了            
(4星)	 Michael总是一副皱着眉头疲倦不堪的样子，没了第一季的气场啊。            
(NA)	 担当项目经理的同学们可以好好品味一下这部片子，堪称代表作！            
(NA)	 很好看            
(4星)	 第三季后继无力，差强人意。            
(5星)	 完全因为女猪脚……            
(NA)	 胖ing            
(5星)	 追着看的好辛苦啊            
(4星)	 心惊胆战~            
(5星)	 嘿嘿！你还是那么帅啊！            
(3星)	 乏力……            
(5星)	 开始崇拜T-Bag了。真汉子。            
(5星)	 米勒T T。            
(NA)	 大学时期看的，剧情逻辑性很强，越看越有意思.            
(3星)	 与第一季相比，剧情的连贯性，真实度，逻辑性差的不是一点半点            
(3星)	 实在是无聊了。。不过老娘死也要看完！！            
(3星)	 很显然，只能用还行来说了，空间太狭小了            
(3星)	 这个监狱好乱。            
(4星)	 有点闷！看到萨拉死了，好难过~~~            
(3星)	 直面这样的血腥暴力。让越狱变成了被迫逃离集中营。            
(3星)	 第三季明显没有第一季聪明了，有些重复而又在细节处理得做作了            
(4星)	 凑合，sara的消失有点牵强。            
(4星)	 没前2季给力，差强人意              
(2星)	 谁能告诉我，这拍出来的是什么玩意儿？            
(3星)	 越扯越淡。            
(3星)	 只有最后才有之前的紧凑刺激的越狱感，前面十多集是在干什么摔！            
(3星)	 不精彩了...编剧不给力            
(5星)	 i am on my way~            
(3星)	 到后面两季越来越难看了            
(4星)	 一二三季都看了，发现这是个无底洞，不只是剧情，还有投入来看电影的时间，我~~~            
(4星)	 比第二部差            
(4星)	 麦克又重回监狱，只不过这是sona监狱，很精彩，越狱的速度也提高了不少            
(NA)	 最爱            
(3星)	 好多年了，还没看完            
(5星)	 王者            
(3星)	 越狱就毁在这一部上了~            
(5星)	 同二            
(3星)	 匆匆的开始，匆匆的结局，只能说故事在一条线索上勉强连接，估计是导演换了的缘故，制片风格和第一第二季有很大的差别，感觉逻辑性缺乏，但还是买米勒的场，凑合着看吧            
(NA)	 追着看            
(3星)	 越来越鬼扯。。            
(NA)	 越来越残......            
(4星)	 OK。            
(3星)	 不好看，真的不好看，是四季里最看不下去的            
(3星)	 时间是一切美好事物的敌人，不想看了……            
(3星)	 系列里算比较差的一部了，不过奉献了两位美女。            
(NA)	 偏头痛。哇~~~~眼神，绝对的秒杀。            
(3星)	 这季真的就这样了            
(3星)	 哎。            
(3星)	 从第二季开始米帅靠的就不是缜密的思维而是良好的RP            
(2星)	 后台播放看完的。。。            
(2星)	 当时后面没看完  越来越来着            
(3星)	 这季究竟是在拍神马- -            
(NA)	 又对它有了点希望了            
(5星)	 重新回归越狱。            
(4星)	 没前两季给力            
(4星)	 星星随着季数的递增而递减            
(4星)	 比起第一季，实在不给力。            
(4星)	 刚看完第二季，最后一部分当麦克再度走进监狱，心里忍不住叹到：开始狗血了，prison break又要开始了……虽然还没看第三季，但是心里真的想：就在第二部结束了吧~虽然我也很舍不得麦克            
(NA)	 wentworth miller!            
(4星)	 多棒啊             
(3星)	 这季比想象中好点            
(5星)	 虽然别人觉得后面不好看了，但是我还是蛮喜欢的，一直看了下去。感觉还ok            
(4星)	 其实前两季就很好了            
(4星)	 还好吧 就是有点假了             
(3星)	 第三季不好看。没有以前的高度。            
(NA)	 扯東扯西扯的我睡著500次看完了都沒印象。            
(4星)	 又越一次            
(NA)	 第三部当时就觉得T-Bag。让我觉得也很好。演出了痞子还有变态的形象。尤其是把裤兜往外翻的瞬间嘴角的邪恶。表现的真TM的逼真            
(3星)	 纯粹为了惯性            
(3星)	 看了前几集，就感觉不好看，后来罢工停了很久，就没看完了            
(3星)	 想象力            
(3星)	 就瞎忽悠吧，只剩TB依旧邪恶，算是唯一的坚持了            
(NA)	 感觉第三季没第一季那么经典，监狱的环境也很差，不过T-bag还是那么给力。。。。            
(3星)	 混乱，而且么得sarah            
(NA)	 学土木真好。            
(5星)	 最后几集看得我小心肝那个紧呀  太帅了~~啊啊  我要看第四季和特别篇！！！！            
(5星)	 监狱风格好棒            
(3星)	 扯淡            
(5星)	 看了好几年才看完的，怀念以前在学校每星期等一集，全寝室端着饭边吃边看的日子            
(5星)	 熬夜熬到3点多看完了            
(3星)	 实在是看不下去了            
(4星)	 SONA: the worst of the worst            
(3星)	 Extra one without any XXX            
(3星)	 这季看得累。。。            
(NA)	 第三季看不下去了。。。。。。。。            
(4星)	 现在评论有些晚了，但清晰记得，第三季开始有些失望了……            
(5星)	 好看!            
(3星)	 命途多舛啊他们            
(3星)	 一般            
(4星)	 人物性情还是很有看头的~            
(3星)	 直到这一季都看完了，我还是不愿意相信Sara就这么死了。            
(4星)	 又进监狱了。            
(3星)	 然后开始看不下去了……成鸡肋了            
(NA)	 跟1也差太远了            
(NA)	 最爱的电视剧            
(5星)	 哥哥救弟弟和弟弟的自救            
(4星)	 热情总会消退            
(NA)	 狂追的美剧。            
(4星)	 那个监狱很吊人胃口            
(4星)	 发现我看美剧看到第三季都会开始疲劳- -            
(3星)	 早年看的了            
(5星)	 ooxx  好看            
(4星)	 T BAG.            
(NA)	 又差了一些。            
(5星)	 爱上美剧的开始            
(5星)	 信念......            
(3星)	 忍不了了 进去出来出来进去有劲没            
(5星)	 最最完蛋的一部            
(5星)	 越编 越离谱儿···            
(NA)	 确实越来越烂了，剧情没第一季紧凑，人物关系简单，事件发展很平淡，缺少了很多惊喜。冗长啊！            
(5星)	 大爱米帅啊            
(5星)	 prison break            
(5星)	 还是可以吧 虽然看了有很久了            
(4星)	 画面不好玩！            
(4星)	 比第二季好             
(3星)	 印象没前2季深···而且有点假的明显了             
(4星)	 这次越狱很多地方不能让人信服！            
(5星)	 还有Alex，我也超喜欢。            
(3星)	 这实在是有点。。。            
(4星)	 后面两季也没有传说的那么不好看嘛~            
(NA)	 真心看不下去。。。            
(NA)	 这季太血腥 不好 不好            
(3星)	 美國的監獄比巴拿馬的精彩            
(4星)	 这一季略显鸡仂，不过为了米帅我继续看了下去。            
(4星)	 就知道Sara不可能死的想想，如果当年是一集集追，那不要疯掉了            
(3星)	 有开始觉得一季不如一季了~~~~            
(3星)	 什么时候才是个头啊。。。            
(4星)	 千呼万唤中终于又进监狱了 万岁！            
(3星)	 第一季 第二季 还算出彩 后面看着看着就不想看了。。。            
(NA)	 这是我看过的最精彩的电视剧，里面每个演员的表演都无可挑剔！            
(2星)	 都怪编剧罢工……            
(3星)	 这结局！！            
(4星)	 T BAG实在很有爱！            
(2星)	 越来越难看了。。            
(5星)	 5星给马洪......            
(4星)	 平淡的叙述中还是有亮点的。            
(4星)	 sona 是有多恐怖            
(4星)	 额。。虽然还是很紧张，但是明显开始有点看累了            
(NA)	 爽起            
(5星)	 温特沃斯米勒啊            
(4星)	 遇上编剧罢工，流产了            
(2星)	 有点烂            
(4星)	 第三季感觉有点~~怪异= =            
(3星)	 到第三季有点观赏疲劳了！            
(3星)	 第三季没什么意思 但是作为单独来看 还可以             
(5星)	 最惊险刺激的一部```            
(5星)	 Not so good as the first……            
(3星)	 剧本继续下滑            
(2星)	 鸡肋剧            
(3星)	 不喜欢这部的场景，，剧情也单调了            
(4星)	 还是喜欢第一季多一点            
(5星)	 爱            
(NA)	 彪悍的人生不需要解释            
(3星)	 这一季有点儿不能自圆其说            
(5星)	 索纳            
(1星)	 垃圾里面的垃圾            
(4星)	 米帅就是帅~~~！！！哈哈哈哈哈            
(2星)	 第三季就开始胡编了            
(5星)	 完美。            
(5星)	 有意思。            
(5星)	 始终是最爱            
(4星)	 不错的一季            
(3星)	 大叔们在这牢里真辛苦            
(5星)	 人不可貌相            
(5星)	 好看啊··主角太聪明了。            
(3星)	 越拍越烂。。到后来都懒的追了。。            
(5星)	 大爱啊            
(4星)	 竟然还能苟延残喘。不容易。麦克，拜托你别老是装近视了行不？            
(3星)	 就那样吧            
(5星)	 第四季看完，看完就好了。            
(2星)	 狗尾续貂            
(5星)	 索纳监狱，残酷的生活            
(NA)	 追的最完整的一部            
(3星)	 结局太傻X了……            
(3星)	 呈下滑趋势            
(4星)	 毫无疑问的经典！让你惊心动魄欲罢不能的励志故事。这个男人来自地球？            
(5星)	 还不错            
(5星)	 第一部好。            
(3星)	 这季的确瘆人            
(4星)	  那年编剧集体罢工 这是四季里相对不好看的一季了 和我的大三一样暗淡            
(3星)	 偏离越狱的主题 男主角发福 不过依然是那么的帅            
(4星)	 没前两季好，场面恶心            
(4星)	 看在米帅的面子上,我还是看完了.然后我就开始崇拜t-bag            
(NA)	 虚心学习技巧            
(5星)	 精彩！            
(5星)	 第三季开始一般了            
(NA)	 改变人生的一部剧            
(5星)	 力荐！！！！！！！！！！！            
(3星)	 没劲            
(4星)	 没想到来到了国外的监狱还可以看的这么过瘾。。。 太棒了!!! 不过没有前两部出彩了~~            
(1星)	 我竟然看完了第三季            
(5星)	 无论如何无可取代无与伦比            
(2星)	 鸡肋            
(5星)	 压抑，有点牵强，明显逊于第一季            
(4星)	 Michael你猜我还爱不爱你。            
(4星)	 就是愛美劇            
(NA)	 当做练口语            
(4星)	 有点闷            
(4星)	 监狱不是那么的。。。。怎么说呢。哎            
(4星)	 感觉没前两部好了 我们还是一起看完了 打发无聊的大学生活            
(4星)	 嗯            
(NA)	 水平跟第二季差不多，都没有第一季好看头脑            
(3星)	 一个调调，都能猜出来剧情会怎么发展，不过到最后还是有一些小意外的，凑合吧            
(NA)	 i admire Michael Scofield&#39;s unswerving determination            
(3星)	 这次换了个牢房，唉，无语            
(3星)	 脏兮兮的巴拿马监狱……………………            
(5星)	 看到这里 不得不承认 这个伟大的编剧组 唯一一部播放了第N集后 仍然令观众心脏纠结 呼吸困难的电视剧 近乎完美            
(NA)	 巴拿马的监狱，深藏的人性            
(4星)	 没想到第三季的重点保护对象第四季一开始就挂了。。。编剧你到底想干啥啊。。。            
(3星)	 难道是女主的演员没有档期了么？。。。。。。            
(4星)	 3有点鸡肋了            
(4星)	 有点扯~~            
(4星)	 高三迷上。。。            
(2星)	 鸡肋～            
(NA)	 赞...            
(2星)	 感觉越拍越烂            
(3星)	 与前两季相比，第三季稍显逊色。            
(4星)	 鸟类图文秘籍            
(NA)	 三！            
(4星)	 第二越~~            
(3星)	 这季都没印象了...            
(3星)	 剧情一般吧。。。没什么突破了已经，不过还算紧凑            
(3星)	 敗筆 這季編導腦子一定被夾了            
(NA)	 我就是很俗，就是喜欢帅哥~            
(2星)	 开始烂了，都不知道他们在干嘛，干脆都关了算了。连累那么多人。            
(4星)	 虽然没有第一季精彩 还是很棒            
(5星)	 我认为第三季远被认为的有价值。            
(3星)	 继续肯定是越来越差，但是还凑合！            
(5星)	 Prison break 这个标题一来，就是满分。            
(4星)	 剧情已疲软            
(3星)	 没有信任，只有利用监狱的场景是搭出来的还是本来就有的？！            
(4星)	 这季最好            
(5星)	 觉得第三季很不错，但是为何评分却不高阿            
(3星)	 拖沓            
(3星)	 没有完结的第三季            
(4星)	 有点乱了。            
(NA)	 凑集数 偏离主题            
(3星)	 最不喜欢的一部分            
(4星)	 以后打死不看连续剧~~一看就是二年多~            
(3星)	 草草了事            
(5星)	 不管网友怎么说第三季差，我却最喜欢这一季。            
(3星)	 最不喜欢的一季            
(4星)	 越来越难看了            
(2星)	 不行啊……            
(NA)	 经典之作            
(NA)	 我竟然一个晚上看完了。的确不如第一季好看，剧情的进展有些仓促。            
(3星)	 扯            
(2星)	 越狱中least favor one。特别是千辛万苦救出来似乎多重要的人，下一季没几秒就被finish了，no sence。            
(4星)	 这季短了一点。但是还是精彩！！            
(5星)	 越狱看到最后更是感到了震撼与感动，一切都归于平静，最后的宁静与祥和让人窒息，撕心裂肺，那是经历了那么多风风雨雨之后理所应当的最终的归宿。。。            
(NA)	 没二好看没四好看            
(3星)	 越来越不好玩            
(3星)	 没有印象的第三季            
(4星)	 第三季不怎么样。没前面的好看。            
(5星)	 没有女主角的一季。            
(5星)	 精彩！不逊于第一季！            
(5星)	 没看出味道的有点血腥            
(NA)	 没预期的好            
(4星)	 不如前两部            
(4星)	 因为第一季只能评五分，以后的各季都评4分吧，毕竟不能超越了，这一季中，迈克真是受虐啊，而且眼看消瘦了很多，不过还是满好看的              
(4星)	 最后几集是精粹            
(3星)	 有那么多狱越吗？当然，最后他们还是出来了...不过我觉得第一二季比较好看...            
(3星)	 忘记了有无看完了……            
(5星)	 看的心惊胆战            
(5星)	 感觉回来了！            
(3星)	 渐渐的就偏离了。。。            
(4星)	 2010.5.16            
(3星)	 第一季5分 第二季4分 第三季3分 第四季2分            
(4星)	 很不错 不过和前两季的风格有点不同 暴力元素相比前两季来说多了些 但是 作为本身的所特有的紧张感和 变化感 戏剧感 没有变  总体还是很不错的！            
(3星)	 相比前2季差远了。            
(3星)	 再进监狱，大家过了新鲜感，觉得很一般了            
(5星)	 MichaelScofield。。。。            
(3星)	 没法编了            
(2星)	 知道什么是鸡肋吗？这个就是完美的答案。            
(4星)	 说实话第一季最好后面都是靠之前的人气了            
(3星)	 今次就越得太简单啦，江郎才尽啦.            
(4星)	 一如既往的坚持，当真相赤裸裸的摆在眼前，摧毁的可能是追寻很久的幸福~~            
(NA)	 半途而废            
(3星)	 好笑的是我当时追的是这部            
(3星)	 死人都给写活了，这还能看么？            
(5星)	 oneday  , we will be together            
(3星)	 印象没前2季深···而且有点假了            
(3星)	 第三季里看到的已经不再是那个思维缜密，行事谨慎的迈克了，可能这使他魅力消失了很多吧。而且，剧本身失去了一张一弛，过度紧密的情节发生，让人神经绷断，这也许也是第三季草草结束的原因吧。            
(4星)	 又有意思了一点            
(NA)	 大家看看一群男爷们智慧的狂欢            
(4星)	 就第一季好看，越来越没劲            
(5星)	 越出一狱人            
(3星)	 编剧已经彻底短路了            
(3星)	 真的只是“还行”……            
(NA)	 Michael驱车远去 这才是越狱的真正终结 infinity            
(3星)	 每況愈下...=.=&#34;            
(4星)	 其实我爱的是Sucre~            
(4星)	 同上            
(3星)	 乌烟瘴气的一季            
(3星)	 感觉3的故事情节远远比不上1.有点失望啊。            
(4星)	 比第二季好些。            
(5星)	 哇哇啊  大爱越狱            
(3星)	 为了看第四季啊~            
(4星)	 故事又开始扯了。。。            
(5星)	 不错！            
(3星)	 感觉有点不好看了，Scorfield再次入狱，为了Sara在狱中再次执行越狱计划，但是绝对没有第一季那么精彩，但是暴力还是有很多呈现。。。            
(2星)	 就第一部好看            
(4星)	 又时头尾高潮，中间平淡。            
(4星)	 还是回到监狱才符合PB的主题            
(3星)	 还行            
(3星)	 剧情问题再扣一分            
(5星)	 很棒            
(2星)	 纯拖延~            
(5星)	 没什么多说的，看吧，经典            
(3星)	 不好看。            
(4星)	 爱            
(2星)	 What&#39;s the hell 这一季把女主角都搞掉了 找了个Bitch来填空 太失望了            
(NA)	 这一季在我看来是不得不按快进键的一季。好吧。我承认我比较想看儿女私情。            
(3星)	 胡编乱造的开始。。。            
(3星)	 soso            
(3星)	 编剧大罢工，当时很不理解这一行为            
(3星)	 本来以为新的无秩序监狱场景会给这部剧带来新的气息，但是看到的确是纠结的剧情和完全没逻辑没水平的再次越狱。            
(4星)	 虽说 一 二 三 很拖沓了，但能赚钱，说明值得一看。            
(4星)	 哀其不幸怒其不争            
(3星)	 看它的时候是遭高三集训时，可是我已经看不下去了。            
(5星)	 太好看了。            
(2星)	 不如不出！！            
(3星)	 看来看去，还是又绕回了监狱。是编剧太喜欢点题吗？            
(4星)	 希望在哪里？在你我心里            
(3星)	 开始扯蛋了~            
(4星)	 还是第一季最精彩~            
(5星)	 没有宣传，甚至从未引进，一部美剧竟让中国内地不计其数的观众通过各种渠道追看四年。《越狱》的神话很难再重演。米帅可真帅。HOHO~~　            
(3星)	 和前两季比差太多了,直接可以PASS了            
(3星)	 Gretchen            
(5星)	 看            
(2星)	 狗血的第三季            
(NA)	 继续支持！！            
(3星)	 欧……我累了。            
(4星)	 后来实在看不下去了             
(3星)	 冲着米帅坚持下来了……            
(3星)	 一季不如一季            
(1星)	 从原来喜欢到完全放弃            
(2星)	 越来越扯            
(4星)	 在SONA的时候又有了一点意思            
(3星)	 第三季，说实话，很鸡肋。            
(4星)	 很上瘾把四季都看了            
(2星)	 跟前两部比 第三部确实比较差了            
(4星)	 这才像监狱。。。            
(3星)	 第三季开始就不好看了            
(NA)	 刺激的剧情，第二次越狱！            
(4星)	 又有点精彩了            
(4星)	 现在还很清楚地记得在最后一集的最后，给副座上那两样东西特写的那个镜头。。（是这季的吧？）            
(4星)	 90分            
(3星)	 不如第二季            
(5星)	 大家不给好评,我给            
(3星)	 这一季就开始扯了            
(4星)	 大家得瑟到Sona了=x=            
(4星)	 被罢工影响，就只有作孽滴13集了            
(1星)	 乱来！。。。            
(3星)	 越拍越差            
(5星)	 michael scofiled            
(3星)	 编剧编得很恶心~            
(3星)	 这部太瞎，完全跳过都不带影响理解剧情的。            
(2星)	 无厘头            
(NA)	 男主角很聪明，从第一季到第四季都能学到好多知识，无论是英语知识还是处理事务的知识，和不会被人陷害的知识。。。。。            
(4星)	 this is the plan 说这句时太帅了            
(NA)	 越发的暴力了……我不太喜欢了……            
(4星)	 没看完            
(NA)	 好烂的一季，编剧大罢工的烂后果            
(3星)	 越来越无聊，不会再看下去了            
(5星)	 当大家HC米帅的时候，俺继续守着围观Dominic            
