http://movie.douban.com/subject/2311147/	绝代双骄
(3星)	 喜欢小辣椒，慕容九不好看啊            
(4星)	 还是小鱼儿招人喜欢。            
(4星)	 喜欢小辣椒！            
(3星)	 小鱼儿和花无缺~            
(4星)	 喜欢小鱼儿，讨厌花无缺；喜欢小辣椒，讨厌铁心兰。还很喜欢那只毒蝎子阿九~            
(4星)	 古龙的原版小说很好看的            
(4星)	 还行吧咋说呢，总觉得古龙的作品有点喜欢故弄玄虚╮(╯▽╰)╭            
(NA)	 很古龙            
(NA)	 经典啊            
(5星)	 因为它，让我心里永远多了一个牵挂想念的人--林志颖！呵呵O(∩_∩)O~当时好喜欢小鱼儿哦~但就是不知道他叫什么，也完全不懂得明星是怎么一回事，就更不用说追星了！虽然那时错过了很多，但很高兴，今生可以让我看到如此优秀完美的人！            
(4星)	 经典，尤其我极其喜欢林志颖，嘿嘿            
(4星)	 这个片子我看了几遍，晕的是电视台总是放一半就掐，搞得我一直不知道结局是啥。。。            
(4星)	 它绝对是腐剧，然而当年怀着一颗我绝对萌真人的心ORZ            
(3星)	 哦林志颖 你到今天还是这个样子 泪流满面            
(4星)	 男的还出来混 女的就不见了             
(5星)	 童年挚爱……            
(4星)	 林志颖这个妖精，30几岁还是显得那么年轻。相比之下陈德蓉那个老脸啊。苍天。电视剧还是很不错的            
(5星)	 小时候最喜欢小辣椒。可惜那个小鱼儿喜欢什么铁心兰~~什么眼光！！！            
(NA)	 当年觉得苏有朋真是超帅啊~~~岁月啊~~~            
(4星)	 小辣椒~            
(4星)	 OP与ED都是经典啊            
(3星)	 林志颖表演还是太肤浅 把帅气 机灵等特征表现出来了 但是 真的缺少内涵            
(4星)	 小鱼儿太有趣了，比书里的还可爱，林志颖            
(3星)	 我擦，= =             
(5星)	 李绮红啊！            
(4星)	 一直会与绝世双骄搞混~            
(4星)	 赞个。当年巨喜欢无比，小志版的江小鱼、苏有朋版的花无缺、李绮红版的小辣椒、陈德容版的铁心兰、郑嘉颖版的江玉郎。个个都是经典！@Home            
(NA)	 还是这版经典。            
(NA)	 奸情满满！            
(4星)	 好看的古装剧，因为有现代的味道            
(4星)	 一度让我长在电视机前=。-            
(4星)	 就当时我争取看剧权战争的激烈程度，必须要给他四星。            
(5星)	 只要为你再活一天            
(3星)	 陈德容造型与当年的白娘子略有异曲同工啊，都是Mickey头            
(4星)	 怀念怀念啊，花少从来都没笑过啊，还有可爱的小辣椒            
(4星)	 趁着暑假回放起码看过三遍            
(3星)	 我亲爱的小志啊~            
(4星)	 因为陈德容，少给一颗星            
(4星)	 你好，我叫小辣椒。你好，我叫小鱼儿。不知道如何重新开始的时候，从这一句开始。            
(5星)	 一个小旋风一个乖乖虎都是我小时候最爱的明星~(@^_^@)~            
(3星)	 看了下，太老的电影了，感觉没意思            
(5星)	 我爱的两个竟然在一部戏里出现，怎能不看            
(2星)	 那几个配角真恶心            
(4星)	 挖坟片= =！~            
(4星)	 电视剧-游戏-游戏续作-书-游戏再续作...被拉下水了            
(4星)	 恩，小学看的，当时觉得好喜欢，还记得小辣椒            
(3星)	 确实那时喜欢过林志颖，小鱼儿            
(3星)	 很特别            
(4星)	 这个才是经典的            
(3星)	 对没有苏樱表示强烈不满！            
(NA)	 一堆姐弟恋            
(NA)	 花无缺跟慕容九挺配的嘛            
(NA)	 喜欢            
(4星)	 觉得还可以吧   不是特别好            
(5星)	 很不错！            
(4星)	 林志穎是整部戲的亮點,演起小魚兒這個角色 真是討喜!!!            
(3星)	 不好……            
(3星)	 小时候看的，当时好像觉得挺好的            
(3星)	 只有电视也挺好、哈哈             
(5星)	 林志颖永远的偶像，一笑就受不了。            
(5星)	 我小时候快爱死林志颖和小辣椒了！            
(3星)	 林志颖版的小鱼儿偶喜欢。            
(4星)	 牵动到初中时最美好的回忆~~            
(3星)	 比后来的版本号太多了。            
(4星)	 在一个亲戚家开始看的 当时都演到铁心兰跟花无缺拜拜了            
(4星)	 很经典，很回忆            
(3星)	 蛮经典的一部剧            
(4星)	 这个版本很精彩，主角很喜欢~            
(5星)	 林志颖你个祸害~            
(3星)	 唯一亮点是小辣椒！还是中意梁朝伟的小鱼儿~            
(5星)	 超级超级超级萌            
(5星)	 感情分感情分。怀念怀念怀念。小时候看疯了。            
(3星)	 为了看林志颖而看的，从小的偶像。很喜欢小辣椒，更喜欢小鱼儿，很狡猾很有趣，花无缺看起来就显得呆板了。            
(4星)	 hao ji nian le a             
(5星)	 当年又一部很火的戏            
(5星)	 喜欢这两对~~小辣椒~~小鱼儿~~小花和小兰也不错~！            
(3星)	 小辣椒啊小辣椒~~            
(NA)	 把小鱼儿演蠢了，那些女的也一个都不靓，悲催。            
(4星)	 小学时的记忆.            
(3星)	 游戏我倒是玩得挺爽的= =            
(NA)	 4            
(3星)	 哦黑呀哦黑呀~~~            
(4星)	 不喜欢林志颖歪嘴巴。。。            
(3星)	 记得上小学 班里的同学说我长得像铁心兰。。            
(4星)	 当年。。还是挺喜欢的。。。因为演员帅。。            
(4星)	 主題曲很好聽  哀歎為何鐵心蘭沒和小魚兒在一起            
(NA)	 永琪！哈哈哈哈哈哈哈哈            
(4星)	 这是记忆            
(5星)	 这2个男人演得很到位~，不过里面陈德容有点丑，李绮红很可爱，慕容九和小黑的爱情也很亮点~尤其待见于莉，相当pp，邀月~            
(4星)	 我讨厌那铁观音喜欢小辣椒，当年我就控兄弟了            
(4星)	 天天半夜等着看~~~~            
(5星)	 喜欢于莉的邀月公主~~~~~~那个时候特迷苏有朋~~~            
(4星)	 就是看了这部开始一直喜欢林志颖。            
(3星)	 林志颖的小鱼儿不错。            
(4星)	 铁心兰的发型……            
(4星)	 剧情比较那个，人物是十分一流的，为了小鱼儿我追看林志颖很多年            
(4星)	 林志颖            
(5星)	 经典呀~！            
(3星)	 陈德容的发型 = =            
(3星)	 居然还有郑嘉颖！我震惊了            
(NA)	 曾经每个暑假必看的            
(4星)	 打从这戏开始讨厌苏有朋            
(5星)	 经典啊啊啊啊啊！            
(3星)	 不喜欢陈德容            
(3星)	 我喜欢小辣椒。。。            
(5星)	 好看好看好看            
(3星)	 虽然莫名的对原著改动颇大，两男却很有爱            
(NA)	 经典啊            
(3星)	 除了林志颖和于莉，别的都不好。苏樱呢？苏樱在哪里？            
(4星)	 唯一的问题是苏樱不存在。。。当然谁又能演好她呢            
(5星)	 当年我最喜欢的男人们就是苏有朋和林志颖了昂。            
(4星)	 偶然间看到的独特的武侠。            
(4星)	 纯粹因为这个版本比张卫健的版本好            
(3星)	 欧嘿呀欧嘿呀            
(4星)	 在当时来说是部不错的电视剧了。当时比较喜欢小辣椒，对陈德容没感觉，不明白为啥开始两大男主都为她要死要活的...==!            
(2星)	 照片那女人发型好雷            
(4星)	 当时我一个劲地想不通地问我妈，花无缺和小鱼儿是一个人演的吗，长得好像啊！现在石化了。            
(4星)	 什么都好 就是编剧是鸟..            
(4星)	 曾经的爱，只是记不起剧情了。。            
(3星)	 俊男美女，偶像剧啊            
(3星)	 小鱼儿应该和铁心兰才是一对嘛。            
(4星)	 小学的时候在同学家看的~开心捏~            
(NA)	 几个主角都还比较喜欢            
(4星)	 = =            
(4星)	 那时我小学四五年级  我对好友说： 你想跟我在一起伐啦？那你就当铁心兰吧。            
(4星)	 帅哥美女地~~~            
(3星)	 16            
(5星)	 最经典            
(4星)	 回忆            
(3星)	 一段时间看得特别厉害，结果晚上梦到小志帅死了…            
(5星)	 我的小志啊~            
(4星)	 喜欢坏坏的小鱼儿。。            
(1星)	 请问苏樱去了哪儿。            
(3星)	 铁心兰太惹人厌了...            
(4星)	 在那些偷偷看电视的日子里...当时好喜欢            
(4星)	 当年还挺喜欢的，现在看着不是我的菜。。还是按当年的感觉给分啊。。            
(4星)	 当初可喜欢了            
(NA)	 完全是小时候看的            
(NA)	 二宫主很不好看。            
(4星)	 儿时的记忆喜欢邀月和正常的慕容九            
(5星)	 小鱼儿脸上的刀疤很性感。            
(3星)	 儿时回忆。当时最大的感叹是原来武功高强的女人可以这么帅气。            
(NA)	 好小的时候看的了```            
(3星)	 苏有朋在里边感觉真胖……林志颖在里头老是抖啊抖啊抖啊抖的……            
(NA)	 当年还觉得苏有朋很帅的说...            
(4星)	 看来看去也没觉得有多大意思            
(5星)	 邀月怜星简直是我的偶像啊            
(4星)	 摊手，谁叫我那时候还是小少女呢            
(5星)	 小鱼儿x花无缺 = =+            
(4星)	 初中超迷的！            
(3星)	 都已经要印象模糊了。但当时的我真的喜欢这部里小鱼儿和花无缺，铁心兰和小辣椒那样的感觉。            
(4星)	 无缺 慕容九 小辣椒            
(3星)	 小时候无聊看过            
(3星)	 古装偶像剧            
(3星)	 小辣椒，就是pepper么。。。。            
(5星)	 喜欢林志颖            
(4星)	 改编得最成功的版本            
(3星)	 看到张卫健的小鱼儿后我想说，小志，还是你演得好。            
(3星)	 我说过 我真的什么都看过             
(3星)	 这时候喜欢林志颖版的小鱼儿            
(NA)	 纠结            
(4星)	 比小鱼儿与花无缺好多了~            
(4星)	 林志颖真把小鱼儿演活了，我想领养之········那时候我才几岁啊，我不是梦想嫁给小鱼儿，而是生个像小鱼儿那样的娃，o(╯□╰)o            
(NA)	 初中体育课许多同学在小卖部边啃葱饼边看            
(4星)	 小时候的事            
(3星)	 哦嘿呀哦嘿呀~            
(3星)	 这个当时是从录像店里租的碟片，全家人一集不落的看下来，怎么就有那么无聊的一家人呢！            
(NA)	 小时候为了看这个，还忘记背书了。            
(3星)	 哈哈哈哈            
(3星)	 只有电视也挺好、哈哈            
(3星)	 我同学过去式绝代双骄控。。。            
(4星)	 为什么没有郑嘉颖的常用标签？            
(4星)	 不错的~~亮点是，江玉郎，竟然是郑嘉颖演的！！！当年就觉得很帅~ 呵呵~            
(3星)	 本来想为童年，少年时光直接四星的，但你改的也忒多咯，还改的比原著差那么多~~~            
(4星)	 我連遊戲都玩了            
(4星)	 男主角可以凑成一对的说~            
(4星)	 比较喜欢这个版本~            
(4星)	 喜欢过林志颖。还听过那张叫期待的专辑。            
(5星)	 我。。看了有10遍么 林志颖呀林志颖 这剧情呦我能倒背如             
(3星)	 小时候很喜欢，每次都看到很晚            
(3星)	 哦黑呀哦黑呀            
(5星)	 最喜欢的版本啊！！！林志颖的小鱼儿还原度超高啊喂！看那斜斜嘴角的奸笑～            
(4星)	 当时超迷花无缺！            
(3星)	 林志颖美型            
(3星)	 小辣椒啊~            
(5星)	 ……那年年少。林志颖=v=/////            
(4星)	 个人比较喜欢的一个人物 小鱼儿            
(NA)	 小辣椒            
(3星)	 一般....            
(4星)	 《绝代双骄》最好的版本。李绮红是我喜欢的类型。苏有朋白衣飘飘的形象自律禁欲的核心都是令女人动心的东西。            
(3星)	 小辣椒.            
(3星)	 林志颖  适合演小鱼儿  但苏有朋不适合花无缺            
(4星)	 喜欢林志颖的小鱼儿，喜欢小辣椒，不喜欢铁心兰            
(3星)	 虽然之后再看，林志颖演的真的很浮，但是真的很帅啊~~~好像就是从这部剧开始喜欢他的~~那时候是初中吧~            
(4星)	 林志颖在这部戏里面太可爱了            
(5星)	 我不是个稻草人，看天亮，看日落，就等你给我一双手。            
(NA)	 现在想想陈德容的发型还挺囧的～～～            
(4星)	 太小的时候看过吧            
(4星)	 陈德容杯具的开始            
(3星)	 我就是不喜欢陈德容~            
(4星)	 自旋风小子后再次见识到林志颖的魅力。特别喜欢小鱼儿和小辣椒这对。李绮红的张菁比起她的郭襄更出彩。            
(5星)	 还是喜欢这个版本的 绝代双骄。            
(4星)	 林志颖演的很古灵精怪，也许他就是适合走这个路线的，想当年旋风小子也是这样，啊哈哈，很喜欢那时候的李绮红小辣椒，再看看现在的《老公万岁》，感叹时光飞逝啊。。我们真的都老了啊。。。            
(NA)	 还算可以吧····打发时间的            
(5星)	 是当年打了绝代双骄的游戏后，马上去影碟店租了回来看，一直记到现在啊，李绮红那个时候多可爱啊，现在都老啦            
(3星)	 苏有朋里面好呆            
(4星)	 邀月最美，小鱼儿最可爱。还有片尾稻草人~            
(4星)	 两个男主角都看着养眼，演的也还行，小辣椒挺可爱，花无缺的小姑姑挺漂亮，其他人也没有太雷人的，就是那个女主角陈德容不喜欢，觉得口眼歪斜的一点也不好看……            
(NA)	 喜欢里面的大姑姑            
(NA)	 讨厌陈德容            
(4星)	 我特喜欢小辣椒``            
(3星)	 这部剧撮合的邀月公主和燕南天是我心中永远的大爱            
(5星)	 在我心中无缺小鱼儿都比不过个郑嘉颖。喜欢移花宫主和小辣椒~            
(5星)	 哦，萧咪咪            
(3星)	 小时候爱看            
(3星)	 zzz            
(5星)	 唔，没办法，初中的我的最爱。不能否定过去哦~ ^^ 而且，真的喜欢小鱼儿。            
(4星)	 相对比较经典的版本，再没有人可以像林志颖一样演出小鱼儿的精灵和坏，也再没有人可以像苏有朋一样演出无缺的公子和深情。            
(4星)	 最好看的一版，也因此爱上李绮红            
(4星)	 还是林志颖比较像小鱼儿            
(2星)	 一直没觉得好看过~            
(3星)	 剧情有点对不起原著 我喜欢的苏樱哪里去了            
(5星)	 就是无可救药地爱            
(3星)	 当时感觉里面的小鱼儿真的很痞子哎，拍的也不好，但是我依然看完呢。            
(3星)	 我的童年            
(2星)	 就记得歌很好听。。。            
(3星)	 继续当年的有朋啊。            
(2星)	 那时我对苏和林极度顺眼，可是。。。它依然是烂片。            
(3星)	 没有书好看。            
(4星)	 我实在喜欢小辣椒和慕容九            
(4星)	 看过的为数不多的武侠剧            
(3星)	 喜欢这版里至情至性的小辣椒，林和苏的表演也算得上不过不失，铁心兰头上的两坨**让人印象深刻^0^            
(3星)	 陈德容怎么老的这么快。。。            
(4星)	 它让我把陈德容当铁心兰苏有朋当花无缺            
(4星)	 对这一版印象还好，看了它才去看书，而且觉得李绮红实在可爱            
(5星)	 只要开心就好~噢嘿呀噢嘿呀~            
(3星)	 小时候            
(4星)	 改编的很多…… 不过改的还好，算完整。只是，没有看到苏樱……            
(4星)	 我觉得还是这个版本的小鱼儿和花无缺成功一点。先入为主先入为主。            
(3星)	 林志颖~            
(4星)	 当年最不喜欢铁心兰            
(3星)	 %……%￥#……            
(4星)	 我喜欢小辣椒~            
(4星)	 小辣椒和小鱼儿终于在一起了            
(4星)	 好可爱的小辣椒            
(5星)	 我喜欢小辣椒            
(4星)	 林志颖~            
(3星)	 他在这部算本色演出昂            
(3星)	 铁心兰的头像雷毙了！            
(4星)	 林志颖那歪嘴笑的表情记忆犹新啊当年还学了好久的 嘿嘿            
(4星)	 天天晚上等在电视机前看的。            
(4星)	 不喜欢里面的陈德容，其他都还可以            
(4星)	 又是小時候            
(4星)	 曾经很喜欢，不过只有两礼拜            
(5星)	 那时候还以为陈德容是范冰冰呢，小鱼儿很搞怪~~            
(4星)	 林志颖的小鱼儿            
(NA)	 这个时候我还没觉得郑嘉颖咋的。            
(4星)	 我最喜欢这版的            
(3星)	 看的时候就一直郁闷为啥没苏樱....            
(4星)	 遇见你的那一刻，我就知道：此生，万劫不复            
(NA)	 才发现小鱼儿你和冷四爷真像            
(1星)	 看到这个就转台，一群精神病的故事            
(3星)	 还好            
(4星)	 在我心里，小鱼儿就是林志颖，林志颖就是小鱼儿~            
(4星)	 很喜欢小辣椒和小鱼儿~            
(4星)	 挺不错。演员都挺到位的。            
(5星)	 经典,            
(4星)	 至少比张卫健那版像样~            
(3星)	 额呵呵，邀月            
(3星)	 好多年轻时候看过的剧啊。。。当时的郑嘉颖太惊鸿一瞥了。。。            
(3星)	 喜欢小辣椒~            
(4星)	 小辣椒可可爱了~~            
(5星)	 儿时。。。            
(4星)	 好丑的铁心兰.......！！苏樱呢？？            
(4星)	 这部还不错            
(4星)	 就小辣椒看得舒心，李大嘴够什么的，作消遣看还是OK的。            
(3星)	 小辣椒不错~歌曲不错~林志颖做作了点，苏有朋倒是真还不错~            
(4星)	 那时挺火的。。。            
(4星)	 跟原著相比貌似改了很多? 虽然我觉着邀月喜欢上燕南天才恰当呢 几乎都是俊男美女呢 真是好看哈 片头曲也很有味道            
(3星)	 正解。            
(3星)	 俺幼年的偶像林志颖，你真不适合这种角色。            
(3星)	 里面竟然有郑嘉颖。。。            
(NA)	 。。。。。。。。。。。            
(5星)	 小辣椒知道小鱼儿永远不是她的小虾米。承载着我的回忆而已。            
(4星)	 喜欢林志颖            
(3星)	 小时候因为这剧而迷上了林哥哥....他现在还是一如当年的帅啊..            
(2星)	 当年的小志~~~            
(4星)	 小鱼儿~~            
(3星)	 竟然在演员表里看到芙蓉姐姐的名字~~这个。芙蓉姐姐竟然出道这么早？还是有另一个芙蓉呀~~            
(3星)	 满喜欢林志颖的            
(4星)	 谁来告诉我，那个芙蓉姐姐和曾轶可的名字为什么会出现……囧死了            
(5星)	 就是那个时候喜欢林志颖的            
(5星)	 很喜欢小辣椒。            
(4星)	 の            
(5星)	 看过不下4遍吧。。。汗。。            
(4星)	 小时候超喜欢，多加一颗星给小辣椒            
(3星)	 那时看着还不错的            
(4星)	 小鱼儿~            
(NA)	 超级喜欢小辣椒            
(4星)	 帅的。。我喜欢小辣椒            
(3星)	 小鱼儿            
(4星)	 小辣椒嘛 可爱死了。            
(2星)	 只记得片段。小辣椒恶人谷，还有移花宫宫主挺美的            
(4星)	 就是喜欢小志   还有小辣椒  除此之外  真是受不了那个陈德容            
(4星)	 陈德容是败笔，，其他地方都好经典            
(5星)	 噢~~我那可爱的无知的美好时光            
(2星)	 当年我可是很讨厌KC的...            
(4星)	 虽然其实很狗血，但是电视台播到我还是会很狗血的看...            
(5星)	 2004            
(4星)	 林志颖很帅··但在这里演的不可爱            
(3星)	 喜欢那个慕容九...            
(3星)	 有一种看穷摇剧的感觉            
(NA)	  好帅个。。。            
(NA)	 最哈的古装片。就是结局啥的有点凄惨。            
(1星)	 改编也就算了 竟然把苏樱给删了 不可原谅            
(4星)	 虽然是台湾的，说话不是那么嗲，还能接受。而且林志颖、苏有朋还是挺帅的，哈哈。            
(5星)	 小志&amp;苏有朋的完美配搭！ 喜欢的不得了！            
(4星)	 初中拼了命想看的，其实情节只能算还好，不过谁让我当初那么迷苏有朋呢            
(4星)	 小时候 很喜欢那个妖月~            
(3星)	 星给小志和李绮红~            
(3星)	 本来觉得他们演得不好，后来看了小鱼儿与花无缺，顿时觉得“好”，是要比出来的。            
(2星)	 其实我很怀念梁朝伟版的            
(5星)	 - -怎么说呢。- -大爱。- =            
(4星)	 这个还不错~林志颖那个时候还没完全痴呆            
(2星)	 2..            
(4星)	 我嗨呀   我嗨呀            
(4星)	 不喜欢陈德容，看到那张脸就觉得忒做作，不过有苏有朋在，总算弥补了一点。            
(4星)	 众女人的发型实在太搞笑了            
(5星)	 小鱼儿绝对是经典 林娃娃就适合这样的小鱼儿            
(3星)	 为虾米俺一直喜欢旧版            
(2星)	 陈德容在里面真的不好看，还是小辣椒好看。            
(3星)	 小辣椒TAT            
(3星)	 年代不同了,现在让我评论我说不出&#34;它很好&#34;了.            
(3星)	 多少小女生追逐啊~            
(4星)	 喜欢，经典            
(5星)	 因为这部剧让我喜欢上了林志颖            
(3星)	 呵呵            
(3星)	 貌似只因为 林志颖把小鱼儿的性格演得很符合我心意，所以挺喜欢小林的，可随着他日益对赛车的喜爱貌似改过演员而出的作品少了，对其也渐渐淡忘了~~            
(3星)	 讨厌铁心兰，搞不懂为什么小鱼儿和花无缺都喜欢她，小鱼儿和那什么海x珠结婚的时候我伤心死了，为小辣椒不值。话说这里我最喜欢最叹息的是邀月和燕南天的爱情，邀月是有多么爱燕南天才会因为他而变成这样，还有怜星也很喜欢~，话说江玉郎是做神马的？慕容九是喜欢他的么？我记得我也特别心水慕容九~            
(3星)	 也许林志颖更适合赛车和偶像剧。片尾曲很好听，谢霆锋主唱。            
(3星)	 林志颖美貌，里面一星给他的。            
(NA)	 我喜欢里面那个最坏的公主！            
(4星)	 啊！以前暑假一直看一直看            
(4星)	 一直喜欢着小鱼儿……            
(3星)	 呃...没感觉            
(4星)	 小辣椒            
(5星)	 这部电视剧就是冲着林志颖看的，他演的小鱼儿，亦正亦邪，可爱爱人，好看！            
(NA)	 哟~其实希望铁心兰和小鱼儿一起的            
(3星)	 三颗星全是给小志的            
(4星)	 跟我 妹妹 一起守在电视机旁看的            
(4星)	 为什么当年就是觉得很好看囧RZ            
(4星)	 难为苏有朋了。除了铁心兰，其他角色都还蛮好的。            
(4星)	 太帅了~~~重温旧梦中            
(3星)	 林志颖这脸真实一百年不变啊            
(5星)	 至今还会哼主题曲……            
(4星)	 还是不错的　虽然没有小时候看的那部经典            
(1星)	 不能给0分么........            
(3星)	 同志们都老了，现在看看只能感叹            
(4星)	 好怀念啊            
(3星)	 九妹·萍姑·            
(4星)	 江别鹤让人印象深刻            
(5星)	 游戏电视剧 一个都不放过            
(3星)	 稚气的脸与天真烂漫的江湖            
(3星)	 我怎么就那么不喜欢铁心兰……            
(NA)	 个人觉得~电视剧比原著好看~（呃·个人意见~表扔砖头）~里面的小辣椒很可爱也很痴情~            
(3星)	 说不清到底是喜欢还是不喜欢            
(3星)	 小时候超迷这部剧~            
(3星)	 永远的娃娃脸林志颖。            
(3星)	 书喜欢，拍的电视剧不喜欢            
(3星)	 远没有原著精彩            
(NA)	 小黑啊，眼睛虽然小，可是眼神真的好深情            
(3星)	 纯消遣片 而且不好看            
(NA)	 把原著改的乱七八糟,樱儿呐?            
(3星)	 喜欢小辣椒            
(3星)	 小鱼儿...            
(2星)	 想到陈德容在里面的扮相我就倒胃口……            
(NA)	 曾经，怀念            
(3星)	 请问苏樱哪去了～            
(3星)	 这一版每一次都看不下去            
(3星)	 当年看不下去现在也看不下去果然吸引的地方不多蛮做作的            
(2星)	 说真的小说实在是好太多了            
(4星)	 纵你聪明绝顶或是武功盖世,也不能改变一切            
(2星)	 陈德容还是留在有梅花的年代里算了            
(NA)	 当时很喜欢的            
(4星)	 很曲折的故事……唉            
(3星)	 囧，看过………………            
(NA)	 初中，暑假，刚有VCD，妈妈居然租来碟片让我看，实在不同寻常            
(4星)	 在我尚不厌恶武侠片的年代里看的一部尚不厌恶的武侠片。喜欢小辣椒。            
(4星)	 有林志颖~加一星            
(5星)	 书没看过，但电视还好吧            
(3星)	 这个真没多大感觉            
(5星)	 小时候把我萌死了            
(NA)	 林志颖同学太帅气了            
(1星)	 看见陈德容就恶心。            
(2星)	 太讨厌铁心兰的牛角辫了。            
(NA)	 小時候            
(5星)	 我是铁心兰            
(NA)	 有趣            
(3星)	 俩帅哥            
(3星)	 哦嘿哟哦嘿哟            
(NA)	 还不错            
(4星)	 林志颖演得还真帅。。            
(NA)	 很喜欢李绮虹演的小辣椒            
(NA)	 造型一个比一个song。。            
(5星)	 小鱼儿萌死人了。            
(4星)	 很喜欢林志颖的小鱼儿,不太喜欢这个花无缺.嘻嘻,喜欢小辣椒李绮虹.            
(3星)	 几位女角都不顺眼...            
(4星)	 没看过多少，但是很喜欢。然后决定先看小说吧。            
(4星)	 这一版的我还比较有在看耶~            
(4星)	 感情啊，尤其是爱情···会让天使变巫婆···兄弟情深，爱情可贵···            
(4星)	 林志颖和李绮虹的组合，那个年纪，爱看欢喜冤家好姻缘么            
(3星)	 娱乐片而已，看过原著发现全然不是那么回事            
(NA)	 由爱生恨...            
(NA)	 江湖爱情            
(4星)	 喜欢小鱼儿            
(3星)	 多年后觉得郑嘉颖很眼熟，原来如此。。。比较喜欢小鱼儿跟小辣椒            
(3星)	 初中时候从头追到尾，好囧~~~~            
(4星)	 小时候喜欢得不得了~~            
(NA)	 原来自己无聊时看过不少电视剧 现在很少看了            
(2星)	 不喜欢剧情，说白了就是讨厌古龙            
(5星)	 还是那句话，重拍的实在是糟蹋            
(3星)	 马马虎虎的。。。            
(3星)	 冲帅哥去的            
(4星)	 喜歡蘇有朋的花無缺，可不知為啥播了一半廣電總局禁播了。。。            
(1星)	 我K，恶心死了，那个就知道歪嘴巴的小鱼儿，看看陈德容的造型吧            
(4星)	 小学的时候觉得好好看好好看!!!林志颖真的好鬼帅!!            
(5星)	 很喜欢里面的姑姑            
(3星)	 记得当时看过之后只有一句话：我的苏樱呢？我的苏樱哪去了！！            
(3星)	 我家旁边拍的，凑凑热闹            
(3星)	 一般            
(3星)	 我是先玩游戏才知道有书，再看的电视剧            
(NA)	 还行吧            
(4星)	 因为是儿时的记忆            
(NA)	 林志颖真美好            
(2星)	 不喜欢这样的剧情，尽管算是古龙的代表作。其续集《绝世双骄》，反而更好看一点。            
(NA)	 这个组合很和我意。            
(NA)	 喜欢无缺            
(4星)	 KC大反派            
(NA)	 看了一部分～～还是书比较爽～～            
(NA)	 绝代双骄            
(3星)	 童年回忆            
(5星)	 我爱小辣椒TT我爱鱼仙~            
(NA)	 :-)            
(3星)	 没看完，比起梁朝伟那一版，差的实在是远            
(NA)	 最喜欢的是小鱼儿和邀月宫主。其实后来看了一集，发现以前看的时候真是幼稚的可以。            
(NA)	 那时候 看了这剧 我真的觉得林志颖老了 虽然有个朋友依然很喜欢            
(NA)	 1999年            
(4星)	 JIMMY LIN~ till now~CAT MWY 快乐之上~            
(4星)	 这个故事也复杂的……            
(NA)	 无语            
(2星)	 有点无聊，就喜欢看李绮虹来着。            
