http://movie.douban.com/subject/2002924/	冲上云霄
(4星)	 舒克 哈哈～～～·            
(4星)	 越看越喜欢。。。            
(5星)	 励志            
(5星)	 吴镇宇和他爸爸真的蛮搞笑的。那时黄宗泽还是一打酱油的。            
(5星)	 温馨，细腻，温暖            
(4星)	 剧情，演员，风景，都是质量很好的一部时装剧。            
(NA)	 很好看。。喜欢吴镇宇 。。很man啊            
(4星)	 突然发现的老片子，记得当年很是喜欢。            
(4星)	 头脑发热翻出看过很多遍连续剧，故事告诉我们，认识新的朋友的时候，一定要自我介绍：“你好，我叫lcy”            
(4星)	 TVB一贯的剧情风格，不过这个的结尾还是比较喜欢的，罗马的风景更是不错调剂，结尾我挺喜欢。另外吴镇宇饰演的琛哥很有型~~~            
(5星)	 初中最喜欢看了，每天守着电视机            
(4星)	 风景很不错啊，剧情还行，家庭里轻松的氛围很好，很久之前看过的啦！            
(4星)	 肥杏在里面巨烦            
(4星)	 当年迷陈慧珊看的。。但是还是对吴镇宇的演技比较有印象 马德钟也不错，感情纠葛的编剧也难得了            
(4星)	 陈慧珊真的很特别啊！            
(4星)	 主题曲真好听！EASON很棒            
(4星)	 暧昧一辈子的关系- -｝｝            
(4星)	 因为镇宇叔和慧珊姐打四星            
(4星)	 你妹啊 都看到我哭了。PS吴镇宇太帅！PPS陈奕迅的歌正！            
(3星)	 bosco            
(5星)	 回忆啊  回忆~ 当年看了多罗马的许愿池充满幻想，结果去年去看失望透顶。电视剧果然是电视剧~            
(4星)	 Vincent !!! TT            
(4星)	 续集就不看了            
(5星)	  吴镇宇 棒！            
(3星)	 当年无数女生在追的片子            
(5星)	 最爱的一部港剧~            
(5星)	 初中时一集一集追着看的~后来还看了好几遍```            
(5星)	 对于吴镇宇和胡杏儿这样的组合，很想吐槽。。。            
(NA)	 正在重温中。S4大爱有木有！            
(3星)	 真心不喜欢那时的胡杏儿 跟吴镇宇那是一丁点儿都不配！            
(5星)	 简直爱疯了。唐亦琛是我心目中的prefect man            
(5星)	 飞机师神马的帅死了！！！马德钟在里面超帅！！！            
(5星)	 真的很好看。。。TVB陪我一起走过了好多时间            
(4星)	 那时候可是大爱吖            
(3星)	 终于把整部片拖完了，中间几段纠缠要死的感情戏真的是让人打哈欠几个年轻机师的奋斗故事真的很羡慕 期待第二部的开拍就可以看到他们的成长了            
(NA)	 一般，但是s4从此扬名            
(2星)	 抄袭法国法国电影&#34;天使艾米莉&#34;            
(5星)	 剧中知道了一些航空知识 同时对剧中的插曲和主题曲也情有独钟~~~            
(4星)	 坚持下去，总会得到真爱。            
(NA)	 这是我看过的最后一部港剧吧貌似？            
(4星)	 岁月如歌❤            
(4星)	 喜歡上葉璿            
(NA)	 当年很崇拜的一部剧。很赞~~~            
(4星)	 若要永相依，今生莫相弃。很有回忆的片子            
(5星)	 这是近年来看到的难得的好看一部职业剧！感情戏好看，职业的部分也反映得很细不忽悠！            
(4星)	 喜欢亦琛和颖珊,故事开头太完美了,超喜欢里面那段女声的插曲,可惜中间到后半部分有些拖沓,但不影响我喜欢它            
(4星)	 吴镇宇啊 黄宗泽啊 吴卓羲啊 陈键锋啊穿上制服超帅啊             
(4星)	 经典的类            
(4星)	 一般不看港剧，除了中央台总放的那几部之外。但这是几部我爱看的港剧之一            
(4星)	 喜欢叶璇！            
(NA)	 缘分除了告诉你什么是对的人 也告诉你什么是不对的人 丢了三次捡到三次是有缘无分 最后能携手人生路才是真的缘分。方方说喜欢五个年轻飞机师之间的感情 真诚直接简单 不像中年人的矛盾和纠结 我说那我的感情方式应该是属于old的了 不喜欢胡杏儿。            
(4星)	 不知道说什么             
(NA)	 影响我爱情观的一部剧            
(4星)	 虐            
(5星)	 超喜欢亦琛啊            
(5星)	 2008            
(5星)	 噢~好洗翻马德钟~            
(4星)	 为什么最后没和吴卓羲在一起哇！            
(4星)	 虽然编剧手法tvb典型感情拖沓,但是感动点真的很多,而且讲飞机师和讲生活算是平衡的很好也都比较真实.我觉得最后belle和sam那种感情很能理解真的很羡慕.不过还是喜欢看5个年轻飞机师的戏.那几个老人的爱情纠葛看得烦死.过程真的会很爱飞机师.            
(NA)	 苗苗            
(5星)	 喜欢哦。            
(4星)	 当时可是喜欢的不得了            
(5星)	 经典 不解释            
(5星)	 最爱的TVB剧            
(4星)	 我只是因为喜欢陈慧珊演的电视剧才会看这个。感觉flora每次演的角色情感都说得不明不白的，和创世纪里hellen和荣添以及她老公的那段差不多。不过实在太不喜欢胡杏儿了，包括演员和角色~~~~            
(4星)	 看那几个年轻人的戏去了，可惜戏太少了没有展开。            
(4星)	 飞行员机司，挺不错的职业。            
(4星)	 03年。            
(5星)	 其实应该是4星半。。。主要是剧情设计太憋人了。。。居然硬是让陈慧娴和男猪变成有缘无分。。。还让胡杏儿那个丑女演女一！！！太生气了！！！            
(4星)	 結局有點兒不爽 感覺belle同阿sam還有感情= =            
(4星)	 我家阿珊才该是女主角啊！摔！            
(5星)	 这个超经典的~至今一直和JOJO处在怀旧状态            
(5星)	 最爱之一  风景都是美的            
(4星)	 喜欢吴镇宇，里面的配乐很棒，异国情调的爱情剧            
(5星)	 最喜欢的港剧没有之一！            
(5星)	 SAM哥            
(4星)	 小时候的记忆了，好像要出第二部了，期待            
(4星)	 陈慧珊，陈慧珊！！！气质啊，一个人肿么可以气质成这样！！胡杏儿同志，你的角色总是不讨喜            
(5星)	 大爱~！            
(5星)	 那时候对飞机师特敬佩。            
(5星)	 青春啊            
(4星)	 又看了一遍！！有些人错过了，就是错过了！！            
(4星)	 有纪念意义的一部戏，我都记得第一次看的具体时间，好难得。            
(5星)	 曾今多么爱的 还有吹神的歌            
(4星)	 再也没有那么温柔的sam了            
(4星)	 两个姓吴的我喜欢            
(3星)	 人真的丑啊            
(5星)	 对我有影响力最大的片子            
(4星)	 没看完呢，感觉好长，比较复杂~            
(5星)	 我喜欢唐亦琛和苏怡，。。            
(4星)	 终于补完了这出经典。期待第二部。            
(4星)	 无责任CP配对            
(4星)	 青葱五人组印象比较深            
(NA)	 好多现在的一线小生啊啊啊啊啊啊啊            
(5星)	 飞机师什么的最喜欢了            
(4星)	 对男女一号的浪漫缘分无感，倒是胡杏儿的角色给我不少惊喜。另外刚出道的四小生真是青葱水嫩啊！            
(4星)	 最难忘的是苏怡穿着黑裙子和亦琛走在桥上那一幕 不知道为什么 但片头曲岁月如歌却喜欢了这么些年             
(NA)	 好看！            
(4星)	 可惜经典不能复制...续集无法媲美，I BELIEVE            
(5星)	 当年迷到不行啊，TVB再也拍不出这种片子了！！！！            
(4星)	 还记得罗马的诺言吗？还记得那个暧昧的拥抱吗？那个年头的暧昧都是那么让人着魔。这魔力只因剧中的你们            
(5星)	None
(5星)	 缘分,谁能真正懂得它？缘分,不只是关于爱情?它还关于亲情,友情！有缘的人会聚在一起.至于后续发展成怎样的情,谁也说不准。我们不应该给缘分下定义,认定它是爱情,但结果它属于友情.往往太过执着,失去的更多.            
(5星)	 时有拖沓，但无碍青春。罗马佛城的景色胜过一切。擦身而过的恋情、紧紧抓住的缘分亦或是洒然一笑的友情，都那么鲜活动人。            
(4星)	 重新看了一遍 很好看啊 胡杏儿还是当时好看 陈键锋也是            
(4星)	 她付出，他接受；她离开，他顿悟；她生病，他不离；她好转，他欢喜。            
(4星)	 当年觉得好好看啊~            
(5星)	 那时候胡杏儿还蛮好的            
(5星)	 岁月如歌            
(5星)	 最爱            
(4星)	 让我记住了那个娃娃            
(NA)	 还是马国明！！开始真正的被人认识啦！哈哈！！            
(4星)	 Triangel。Triangel。Triangel。            
(4星)	 女生开灰机好帅气~！            
(5星)	 真是经典到无可复制了            
(4星)	 期待第二部            
(5星)	 我不记得看过多少遍了，现在再看，还真有点物是人非的感觉，不过，我还是认为这是我看过最经典的港片，没有之一。            
(5星)	 以前電視上經常放，但是没有全部看完，最近又翻出來看，呵呵，不錯哦~~            
(4星)	 在酒店再次邂逅这部，好久好久没看港剧了            
(5星)	 这应该是每个时间段内我最爱的港剧之一了！！！            
(4星)	 唐亦琛这样的男人，还是要得。            
(5星)	 顶级经典剧            
(4星)	 实在不喜欢胡杏儿            
(4星)	 只记得吴镇宇用了男N号的名字。。还有胡杏儿，印象挺深的 吴卓羲，黄宗泽，陈键锋，马国明 好多人哎            
(4星)	 有段时间迷上TVB            
(3星)	 机长空姐。            
(4星)	 只因这片的片头曲来的。            
(2星)	 有啲煩，已放棄…            
(4星)	 我自己比较像胡杏儿            
(4星)	 一开始看着很浪漫，后面剧情就不够给力了，有点tvb老套路的感觉啊            
(4星)	 当年台庆，无线力推新五虎，真还念那时的吴卓羲            
(5星)	 经典 治愈系            
(NA)	 竟然惊现陈奕迅和twins            
(5星)	 因為這部劇開始喜歡三苗            
(5星)	 S4当年真是帅啊！            
(3星)	 。。。主要是现在看。。演技很青涩            
(4星)	 淡淡的故事，美美的风景，娓娓道来~调调比较不一样的一部TVB剧            
(5星)	 下次坐飛機都要試下詐病先得，不過詐之前要睇定個機長夠靚仔先出手。            
(NA)	 当年迷恋的经典剧。。            
(5星)	 缘分这东西有时候真是让人纠结啊            
(5星)	 HC的对象又多咗。看完这个我又中意咗飞机师这个职业= =。虽然最后阿BELLE和阿SAM自称FAMILY的关系让我很无奈。但是这本03年的台庆剧真是超级好看。相看恨晚！            
(4星)	 记得的还是记得 忘记的还是忘记……            
(4星)	 悲欢离合皆是平常 最重要是学会爱 学会放下 学会重新开始 人都要学会找回自己。            
(5星)	None
(4星)	 三星半吧。            
(NA)	 臣哥本色出演~            
(5星)	 我更爱HK AIRPORT了~~哈哈  真舍不得vincent死....            
(4星)	 听说在筹拍第二部鸟            
(5星)	 这么久以后才看，男女主角虽然长得都很一般，但制服还是很帅啊，O(∩_∩)O哈哈~            
(4星)	 偶像劇來的，不是太喜歡，但是也不討厭，因為確實很帥啊!            
(4星)	 。。。。。。。。            
(5星)	 大爱，但是也因为这部戏，讨厌胡杏儿。            
(5星)	 当年看得很投入啊~~~            
(4星)	 云志死了，我的心也碎了~~~~(&gt;_&lt;)~~~~             
(5星)	 我也有那个triangle            
(4星)	 其实演员和剧本都还行不错，就是感觉，不是很特别……但在那几年的戏里，这已经算好的了            
(4星)	 一点都不记得有Eason了            
(4星)	 最帅吴镇宇            
(NA)	 什么时候看都是很舒服的阵容啊~            
(4星)	 为嘛我看着唐亦琛，觉着他的思想和脾气某方面和我的内心很像嘞~~难道说我内心已然老气横秋？倒没觉着他多帅，只是某些想法于我心有戚戚焉。。            
(4星)	 好多年以前看的咯。            
(5星)	 记得是初中还是小学看的~~印象很深~~尤其是那首陈奕迅的岁月如歌~~            
(5星)	 每个人都是好人，大家统统都为他人着想，共产主义就快实现了            
(5星)	None
(5星)	 看几遍，还是那么经典，要拍2啦            
(5星)	 这部剧才能称得上经典！！！！太好看了~~~~强烈推荐            
(4星)	 唐亦琛〒△〒....            
(4星)	 要经过很多年努力才可以实现梦想的！            
(5星)	 小生扎堆小生扎堆 可是吴镇宇的发型……            
(3星)	 不知道为啥提不起兴趣……断断续续的看了点            
(5星)	 看完了想去机场上班，有木有！            
(5星)	 云志死得很可惜~            
(4星)	 与我很有缘的一部片子。飞机师到现在还是我的梦想之一。            
(5星)	 尼玛TVB最经典的一部了！！！            
(3星)	 恩……喜欢开头的部分，有专业背景的积淀，有主角感情的发展，感觉越是往后对于机师，机场，飞机这些有强烈背景性内容越是有种淡化的感觉，将更多的笔墨放在了感情这个话题上，但是最终还是回到了机场这个有悲欢离合的舞台上            
(5星)	 這麼多年后重溫，依舊是最愛的港劇。有關人生、事業、機遇的道理，現在才看懂。            
(5星)	 应该是我看过的第一部TVB时装剧~~从那时候起~~就对hk、飞机师很向往了~~~不过现在已经好多年过去了~~~飞机师不大可能了~~~就努力奔向hk吧~~~~哈哈~~~~            
(5星)	 主角都很好，配角也很到位            
(5星)	 制服诱惑哇啊啊！！对唐亦琛这样的男人，喜欢，却也觉得他过的这样辛苦。很多东西，错过了就找不回了，除了珍惜现在拥有的，还能奢求什么呢。            
(4星)	 岁月如歌            
(5星)	 港剧这习惯戒不掉            
(NA)	 不错。            
(5星)	 亦琛和以珊~~~~好遗憾            
(5星)	 当时看得我很感动的，纠结与陈慧珊和马德钟和吴镇宇的三角恋~胡杏儿也是自此演技飞跃~陈奕迅唱的主题曲超级好听~这部作品是用心之作~如果有林峰就完美了~            
(3星)	 首先是很久之前看的，但我记得当时吴卓羲、黄宗泽当时特别火，吴镇宇的演技还是值得肯定的，挺励志的~            
(5星)	 我觉得我对爱情最美好的期待都存在于这部片子里了。唐亦琛和乐亦珊冥冥之中的缘分，还有苏伊天真单纯美好的感情，唐亦琛的木讷，深情，都让我好有印象。最喜欢的一个场景是苏伊和亦琛在日本，下雨时两人披着亦琛的外衣躲雨，两人由内散发出的幸福感，一直以来都让我觉得那也是我想要有份的感情，不加修            
(NA)	 没看完啊            
(4星)	 当时好喜欢。            
(3星)	 不觉得这个好看在哪里，可是挺多人喜欢看的。            
(4星)	 就是讨厌苏怡。。。            
(3星)	 TVB行业剧里比较好的了，如果没有车祸和绝症这些狗血的剧情就更好了。PS：mimi为什么无处不在？            
(4星)	 胡杏儿真痴情，换个人或许也守不到云开见月明~~~            
(4星)	 喜欢吴卓羲从这里开始~还有主题曲~Eason~            
(4星)	 飞机机械师，很赞            
(NA)	 好看            
(5星)	 年轻真好            
(4星)	 诶= =也是老剧了,当年看的时候还想当空姐呢= =囧            
(5星)	 很喜欢            
(5星)	 靓仔好多            
(NA)	 难得TVB黎Adelaide拍            
(NA)	 好久远的剧啦            
(5星)	 超好看。            
(3星)	 吴镇宇的角色是个亮点            
(5星)	 曾经一度采用samuel这个英文名就是因为这部剧。最爱的tvb电视剧之一。            
(5星)	 超爱            
(5星)	 天气不似预期。。。            
(5星)	 两段三角恋  超级爱机长            
(4星)	 I am an airplane :P            
(4星)	 很喜欢的一部剧，吴镇宇这剧中真是超帅，准确地说是唐亦琛很有味道。这剧里Ron很青葱、很阳光，很喜欢他和海马的感觉。            
(5星)	 这部片可以说是经典了  演员阵容很好  最喜欢年轻一辈的人些 现在都各自发展难聚首了  很不错              
(4星)	 没有看完，感觉还不不错。            
(5星)	 TVB难得的一部好戏，虽然有着TVB传统的毛病，但是在专业知识的处理和爱情戏路的编排都是突破传统的，几位主要演员也都很出色，难怪当时飞行师风靡了~~！            
(NA)	 岁月如歌概括晒。。我最早期看的长篇剧吧。。竟然要拍2了。。。            
(5星)	 三苗最嫩的时候啊            
(4星)	 记得当年我是追着看的            
(5星)	 这部剧真的是最爱啊，没有理由，就是喜欢            
(5星)	 当年那叫一个痴迷啊。            
(NA)	 Triangle玩偶&amp;岁月如歌            
(5星)	 非常棒的港剧            
(4星)	 不给五星的原因是，他娘的我不喜欢胡杏儿啊！！！            
(NA)	 演员阵容很强大，好多现在勒主角在这部电视上只是配角而已，但是剧情有点差强人意。。。            
(4星)	 吴镇宇帅死了有没有！            
(3星)	 乱配对!!            
(5星)	 仍然记忆犹新他问EASON要签名的那段。。。。            
(4星)	 S4 飞鹰寨 菜菜菜            
(4星)	 不喜欢结局...            
(4星)	 當時就喜歡上阿苗了～            
(4星)	 众星云又集，吴镇宇睿智有型型，陈慧珊依旧美丽型 ，马德钟好男人一枚型，黄宗泽酱油小生型，胡杏儿一点也不喜欢型。。            
(4星)	 线路老请桑，哪几条。。。从演员到剧情才么撒问题，唯一的遗憾是开始启用马德钟做男主了。。。可见当时TVB已经伐来赛么宁了呀。。。            
(4星)	 吴镇宇的角色真的很赞很有魅力，和陈慧珊初初在外国邂逅那段情缘很浪漫，十分可惜他和陈慧珊最终无法配在一起啊。            
(4星)	 港剧跟好莱坞大片一个味道 套路都熟了 到目前只喜欢家庭剧了            
(5星)	 很久以前看的，很好看            
(NA)	 “你果个明年今日，我一定去戏院捧你场” sam你真是太大叔了！            
(4星)	 还不错的片子是为了吴镇宇看的 结果意外的喜欢上了那时的四小生剧情有点纠结 所以有点看不下去            
(5星)	 当年看的时候爱死唐亦琛了，觉得他是世界最帅的男人了，现在我要说什么呢            
(4星)	 当年好喜欢看，在飞机上自由又浪漫            
(5星)	 Bell &amp; Vincent            
(4星)	 灰机！！            
(5星)	 承载着梦想的故事！            
(4星)	 5年前我會給5顆，現在給4顆星，再感嘆一下，經典也是有保質期的            
(5星)	 光那哥俩还不够吗            
(3星)	 吴镇宇真的真的很囧...            
(5星)	 看到35集 S和B決定不會在一起就突然不想往下看了 歲月如歌真的很好很好聽            
(5星)	 吴镇宇和罗马美景是我大爱            
(5星)	 “当世事再没完美，可远在岁月如歌中找你”            
(5星)	 我妈和我狂追的一部剧，机师帅翻了。            
(5星)	 曾经最爱的港剧之一！里面的明星我基本都喜欢！尤为待见马德钟哈哈~            
(5星)	 介个永恒经典            
(5星)	 经典~~            
(4星)	 前面看还不错啦~能让大家多了解一些民航有关的事挺好的~不过剧情就是越往后越狗血= =|||不能理解的阴阳对话啊。。。            
(3星)	 一般            
(4星)	 这剧对我阴影大了            
(3星)	 仅仅因为那美丽的意大利风景            
(NA)	 吳先生呀！！！！！            
(5星)	 经典！一直想重温。。            
(4星)	 啊哟好早了，不过很喜欢里面的吴镇宇            
(4星)	 曾经的最爱！            
(5星)	 老片            
(5星)	 最喜欢的电视剧~~~喜欢罗马也是因为这部电视剧~~~            
(4星)	 吴卓羲的第一次出场            
(4星)	 这个很赞。很赞。飞行员。、            
(5星)	 从这个剧开始爱吴镇宇，都快有7年了.....            
(4星)	 除了感情过分纠结折腾人以外。其他都很好。            
(3星)	 本来可以打五分，可是因为最后剧情大逆转让我很不爽~~~~            
(NA)	 这部应该是电视机前看的 都不知道重复某几集看了多少遍 没看的照旧没看。。。懒的再找全了。。            
(3星)	 电视台播的时候断断续续地看过，终究没看完！            
(4星)	 当年看的时候超讨厌胡杏儿。总觉得陈慧珊才是女一。那帮小孩现在都能挑大梁了。时光啊时光。            
(4星)	 吴镇宇蛮帅的 但是还是喜欢剧中的马德钟            
(NA)	 当时 冲吴镇宇的那发型去的~            
(5星)	 TVB制服戏~            
(4星)	 当时的四小生和叶璇都这么年轻，话说就是因为这部剧对意大利这个城市充满无限向往，也有了收集TRI ANGLE的癖好            
(3星)	 个triangle流行了不少年==            
(5星)	 我最喜欢的！！！！！！！！！            
(4星)	 好爱吴镇宇            
(5星)	 SAM应该和belle的。。绝对            
(NA)	 为什么我觉得Belle 和 Vicient应该在一起...            
(5星)	 狂爱吴镇宇            
(4星)	 我要举报 我要投诉 给黄宗泽找的那叫什么配音啊            
(5星)	 TVB四小生啊。大爱。剧里不喜欢ZOE的存在。            
(5星)	 多年后再看依然会回味和喜欢的剧            
(5星)	 叶璇！！            
(3星)	 讨厌胡杏儿            
(5星)	 难忘。还有各国风光            
(4星)	   推出了一批小生，还是不错的。            
(5星)	 一直都认为火车站飞机场就是个大舞台，悲欢离合，真真假假，不断上演，但作为旁观者，你永远都看得清。            
(4星)	 重看中。            
(5星)	 迷幻的罗马，辽阔的天空爱情、亲情、友情、兄弟情、还有梦想~            
(5星)	 最欣赏的是整剧“航空”的这条主线，从机场环境、员工、飞行员培训、到驾驶室内部运作，基本一展无余，气势如虹，开眼界啦！看完之后发现我好想做pilot!            
(5星)	 很早接触的港剧了            
(5星)	 评分好像很低哦,但是我很喜欢,觉得很好很好,推荐            
(3星)	 吴镇宇是这部剧的亮点。。。            
(4星)	 很虐人的一部剧啊，那么鬼多错过，那么有缘无份，看到想打人！            
(5星)	 觉得这部片子是小生们聚在一起时拍的最给力的，特别是RON演的阿风，非常喜欢。相比少年四大名捕也是一部小生云集的片子，这个真的相当不错。但是胡杏儿的出演似乎有点不合拍，特别是和吴镇宇一起的时候。            
(4星)	 这是最初知道马国明同学的戏！很喜欢！            
(4星)	 高三时我们小团体的午餐剧            
(4星)	 吴大哥太man啦~~~~            
(5星)	 &gt;&lt;~~~~            
(3星)	 吴镇宇            
(4星)	 吴镇宇帅啊，制服控哈哈             
(5星)	 爱死唐亦琛了            
(3星)	 当年都很青涩啊 - -            
(3星)	 看到最后终于把吴镇宇那发型看顺眼了。。。不容易啊。。。            
(3星)	 够励志            
(4星)	 不想让马德钟死            
(3星)	 看這種大劇，就是看的那麼多眼熟的演員演一個你可能都猜中的劇情，但是你還是會看會看！哎～            
(5星)	 最爱还是这部。。            
(5星)	 喜欢，只是我觉得胡杏儿演戏有的做着            
(5星)	 重新看了一遍 几度都哭断肠了 除了胡杏一切都太美好了            
(NA)	 岁月如歌~            
(4星)	 我就觉得立豪最好.苗苗不要那么痴情阿,阿肉,你...在罗马骑单车.....璇美女.咋就这么有风采呢!我的云志.....可愿在岁月如歌中找你!            
(5星)	 那个经典啊            
(5星)	 真的是星光熠熠的一群人哪。马德钟和陈键锋，你们为什么不能不和吴镇宇吴卓羲兄弟俩抢女人啊。            
(3星)	 so  也就冲着吴镇宇            
(5星)	 大爱~            
(5星)	 港片中最深刻的一部片            
(4星)	 开飞机好爽。            
(3星)	 这里面居然有twins。。。。。里面的现在都红了呢            
(5星)	 经典啊，，只是对胡杏儿帮吴镇宇的配对有点不能接受啊~~四大小生在这里也是初露头角 帅呀么帅            
(4星)	 吖sam真是超有型~~~~~！！！剧情到30集后有点拖 不过还是最喜欢sam同埋zoe一起~~~大家的演技都很自然            
(5星)	 ！！！！最爱的一部TVB剧！！！！然后从此爱上黄宗泽吴卓羲马国明了。。。            
(NA)	 最中意的台庆剧，之一。            
(5星)	 一部好剧！！！当年看过 后来又看了N次。明星云集不说，但是剧情和演技已经够好了。很喜欢亦琛这个角色，Vincent也不错，每个角色歌有一面。喜欢这样的结局，但阿belle就有点惨了。。。。好多后辈现在已经成了Star，总之让人很有fell            
(5星)	 才看完这部剧，太经典了，很多明星都来客串呢。。。。。            
(5星)	 帅哥很多，风景很美            
(5星)	 很喜欢，励志片！            
(5星)	 开创TVB专业剧的经典之作            
(5星)	 没有坏人的电视剧，每个人都在自己平凡的生活当中找到梦想与身边最珍贵的人            
(5星)	 当年。。。            
(5星)	 吴镇宇,肯定是他，比较出采            
(5星)	 爱sam哥            
(5星)	 SAM。。。。            
(5星)	 開頭一路都覺得好好睇```但系到後來的陳慧珊好似顛顛地咁`都覺得幾恐怖            
(5星)	 很平淡 没有阶级斗争  但是绝对温暖。            
(4星)	 重温一下            
(4星)	 很喜欢陈慧珊····            
(5星)	 台庆经典啊 在一堆TVB演员中某影帝很显眼！ 多么希望s亦琛可以和以珊在一起            
(4星)	 天气不似预期，但要走总要飞。愿你可以，留下共我曾愉快的忆记。            
(5星)	 非常棒            
(5星)	 飞机师很型！            
(5星)	 看不腻的经典            
(NA)	 以前看着部片子时，觉得吴真帅，现在。。。            
(5星)	 马明哟            
(NA)	 我看了52遍，这剧集太给力了。            
(4星)	 人生中有件小事叫做有缘，无份……当世事再没完美，可远在岁月如歌中找你……            
(4星)	 虽然还是会为吴镇宇和陈慧珊叹息。            
(5星)	 就记得吴镇宇帅帅的发型            
(3星)	 亦琛的发型啊！！！  苏怡你那嘴巴。你真的整了？            
(4星)	 珍惜眼前人。。。            
(5星)	 一开始觉得长没看，后来发现很吸引，慢热型的，感情方面很细腻            
(5星)	 这部很多人都超级喜欢..            
(4星)	 喜欢苏怡~            
(5星)	 都忘了自己看了几遍，但这部剧至今还有让我笑到肚痛，哭到煽情的魅力。            
(5星)	 迷它的时候，还是个什么都不懂的小女孩，却深深记下了迷人的“意大利”和phill cunningham...并许下有生之年必去罗马的誓言，而已经20的我，正一步一步向我的罗马迈进～！            
(4星)	 题材倒有些新鲜感。开头很吸引人，不过，以琛、以珊这俩名，一看就是“兄妹”排行，压根没有结果的嘛。至于胡杏儿的角色，为啥总是人缘好讨巧型的呢？            
(5星)	 胡杏儿&amp;吴镇宇很好很好            
(4星)	 不知道为啥当初对这部剧没兴趣，现在翻出来居然连看完了。更加坚定了我去罗马的信心。HC上老男人。            
(NA)	 我读书的时候熬夜看的电视，回想起来不可思议。            
(5星)	 看完就想去做机师            
(5星)	 唯一一部让我买碟收藏翻看好几遍也不觉腻味的剧集。爱sam跟zoe...            
(3星)	 喜欢陈慧珊，喜欢吴镇宇，喜欢马德钟，喜欢苏玉华，就是不喜欢胡杏儿。            
(5星)	 錯愛-尋找-真愛。            
(4星)	 这阵容，相当强大~            
(5星)	 因为它，我跟喜欢灰机啊机场什么的了~            
(5星)	 这些年来最喜欢的一部港剧。            
(NA)	 我的最爱            
(3星)	 不是因为吴镇宇，这片子显然没啥可看的            
(4星)	 那谁不就是因为这个跑去考空乘了么，哈哈，现在飞的无奈吧            
(5星)	 一个负责的好男人            
(5星)	 我的最爱啊。。            
(3星)	 基调很喜欢，但是搞不懂为什么让胡大脸来演这么重的戏份，真是扣分很多            
(5星)	 爱死SAM            
(NA)	 陈慧珊怎么那么美~~~~~~~            
(4星)	 Eason好多戏份。考试期间死皮赖脸地追。考完试不大想看。            
(4星)	 当年真心是冲着叶璇去看的。就是觉得吴卓羲够冲动的，吴镇宇的演技米有话讲啊，但是作为一个哥哥演得有点神叨。陈慧珊还不错。赞@Home            
(5星)	 vicent真可怜            
(5星)	 最美好的是拥有的            
(4星)	 好吧，看了胡杏儿和吴镇宇、胡杏儿和谢君豪的组合后，我对“忘年恋”还是挺期待的。            
(5星)	 ！！！！！！！            
(3星)	 外景很漂亮~            
(NA)	 突然想到高中那段日子，想到M，今天想要重温，可怕的网速            
(4星)	 真的不错，不过我没有那种特别爱的感觉            
(4星)	 胡杏儿那时候竟然已经出道            
(4星)	 怀念当年的loli时代            
(5星)	 这是关于青春的梦，S4也是由此开始飞扬。            
(5星)	 不解释。            
(4星)	 tvb五小生的首次合作吧 其实是冲这胡杏儿去的~            
(3星)	 那时的bosco好青涩 哈哈            
(5星)	 大爱啊大爱啊大爱啊大爱啊！经典啊经典啊经典啊！好像TVB现在主力的一批都是在这里的配角出现的~            
(5星)	 青葱真好。            
(4星)	 大爱吴镇宇            
(4星)	 一个没有反角的电视剧，于是他成了最善的那个            
(5星)	 五星给当年~            
(3星)	 剧情忘得差不多了            
(4星)	 陈医生的《岁月如歌》实在好听            
(4星)	 头次看吴镇宇演电视剧，赞啊！！            
(5星)	 经典中的经典。            
(5星)	 大爱            
(5星)	 离别 相聚 的地方 珍惜眼前人            
(5星)	 不知道为什么在这部戏中最希望的是吴卓羲和叶璇  陈慧珊和吴镇宇 最终成为一对  还是那么喜欢苏玉华            
(1星)	 太弱智了            
(5星)	 除了感动还是感动，人生中其实真是存在一些很本质的东西，这部剧中就是人的感情，亲情、爱情、友情，都同样的令人感动，令人觉得美好~~            
(5星)	 终于睇埋喇　彻底大叔控了…            
(5星)	 经典            
(4星)	 第一次看的时候还是高中呐 真快 陈胖子的片头曲现在听还是很给力            
(4星)	 还行            
(5星)	 完全大爱 各种不解释 谁看 谁爱Sam啊！            
(4星)	 这个时候多好，你还是一个被培养的妞。            
(NA)	 是好多年前看的了            
(5星)	 真的很好看。好久没有这么认真看过一部港剧了。感谢TVB最近重播这部剧。            
(4星)	 tvb最强势的阵容            
(4星)	 喜欢吴镇宇            
(4星)	 高考前一天晚上零点整，依然看的电视剧，纪念            
(NA)	 中午在重播 啊 以前TVB的剧真好看啊 感叹下            
(NA)	 很久以前看的了哦             
(5星)	 反复的看。很多情结在里面。            
(NA)	 喜欢陈慧珊~            
(5星)	 主题曲是岁月如歌，吴镇宇，陈慧珊都是喜爱的，黄宗泽和胡杏儿还是新人...还有一堆顺眼的演员....多美好呀~~~            
(4星)	 吴镇宇，多好的男人啊            
(4星)	 还是不喜欢胡杏儿            
(4星)	 岁月如歌            
(2星)	 就是惯性看下去的。。。。。            
(5星)	 tvb在重播，天天追看中。。。當年我好喜歡這劇的咩哈哈            
(5星)	 看过N遍还是会想看的冲动            
(5星)	 非常爱~            
(5星)	 大爱！            
