http://movie.douban.com/subject/3670446/	泡沫之夏
(3星)	 还我杉菜！大S那脸是怎么了。为了看何润东才看完了，幸好最后几集还算说点人话。            
(4星)	 剧情很喜欢，很好看，要是真的有想欧辰那样好的男人爱着自己是多么幸福的事情呀~黄晓明我不讨厌啦，就是洛溪这个角色不喜欢~烦死人了！！            
(5星)	 感动 不失望            
(3星)	 看过小说再看电视剧的，原来以为书里的若熙那么妖，估计谁都演不来，却想不到黄晓明原来可以这么妖魅，不过演起来有那么点点僵硬。大S怎么可以还那么年轻，笑起来一点点的皱纹都没有，恐怖啊！何润东大哥的鼻孔真的是有点大，而且演高中那段看上去还真的是“一点都不年轻啊！”            
(3星)	 何老湿很给力么..他蛮好..也就他蛮好.......大哎屎..开始还没觉得糟糕..哎..角色可以冷淡冷漠冷酷..可不温不火到让人丝毫感觉不到电波感觉不到爱跟心动就真的能毁掉这个好剧本..........至于黄教主..不予置评..大众的眼睛是雪亮的..嗯..就酱..            
(3星)	 黄某人怎么装酷摆帅，都像村里出来的。。。。欧辰好执着！东东演的好深情            
(2星)	 因为有教主所以V5所以一颗星是给教主的 第二颗是因为不明原因让我坚持看完了            
(3星)	 顶！两个大靓仔，拍成甘！好憎台湾d死剧！1d内涵都无！哎！浪费了两个大靓仔。好中意佢地！            
(3星)	 看了三集 实在看不下去了 大S真丑 晓明哥我就不说了 大家懂的 额额             
(2星)	 已经不适合我这个年龄了，初中女生也就对凑着看吧            
(4星)	 教主是个败笔，大S真的是老了，Peter太狡猾了，当了制作人果然不一样，这样就更突出他了            
(4星)	 黄晓明真让我快进了半部戏。。            
(3星)	 一个聪明的女人,不会想要太多,才会幸福~            
(2星)	 很喜欢几个演员，但是本片制作不够精良，有山寨之嫌。            
(4星)	 感觉还是不错的，虽然大家年龄都大了，可是大家都还是我们喜欢的，依然让观众感动，让观众做梦            
(2星)	 黄晓明 -1星            
(2星)	 我感觉给好评一点没看过原著  = =什么什么啊 还忠于原著 忠毛啊 完全是夏沫之泡 = =            
(3星)	 虽然三主角都奔四了，黄教主演得很做作，大S就一个表情；but Peter gives me a suprise. 他的感情是最饱满的。            
(3星)	 三星 黄晓明的错            
(4星)	 喜欢那样霸道而专一的爱，ps:黄晓明的发型真是失败            
(2星)	 血受 小黑猫            
(2星)	 哈哈哈哈哈哈哈……明哥你拯救了这部电视剧啊            
(4星)	 一天看完的 还好            
(4星)	 欧辰好帅，哎，我沦陷了            
(4星)	 我想说，应该要坚定信念。做事，一个人扛。越不联系反而越被重视。            
(4星)	 欧辰欧辰何润东~~~~~~~~受不了你的眼神！姐要沦陷了！！！！            
(2星)	 还能再假点么？            
(5星)	 在我看过的为数不多的偶像剧中，最喜欢的。明晓溪的故事很强，范晓萱的曲子很好.            
(5星)	 很精彩，何润东的欧辰演的特别好，期待续集！            
(NA)	 可以再纠结一些的            
(4星)	 比想象中的真实，不如小说唯美，但比小说大气！            
(3星)	 宣传很厉害，情节很一般~~而且居然是太普通不过的三角恋~~            
(3星)	 除了黄晓明，其他其实都还可以            
(4星)	 还可以吧，只是洛熙演得硬邦邦的，让人起鸡皮疙瘩~少爷很帅，连妈妈都被迷住了！呵呵~期待去图书馆借本书，扫一遍！            
(4星)	 除了黄小二这个装货，其他都还好。            
(3星)	 虽然有悬念，也有各种剧情设计发展，但是大S的脸部肌肉已经开始松弛了，黄晓明在我眼里已经是闹太套教主了所以演什么都不是黄晓明就是大汉天子里面的汉武帝，哎。何润东挺好。其他的女配都是为了衬托大S的存在吗？为啥姿色都不咋地？另，其实尹夏末还是挺自私的，相爱容易相处难，她做得太绝情。            
(3星)	 二二更健康么～～            
(NA)	 虽然没看过泡沫之夏这本书，但是觉得何润东演的很好            
(1星)	 小澄是个有恋姐情结的人            
(3星)	 黄晓明真是丑的来一塌糊涂！            
(3星)	 两个男的太丑了。            
(NA)	 Oh...何润东            
(3星)	 我更喜欢黄晓明演绎的洛熙            
(5星)	 大S太老了，有點不適合這個角色。至於黃曉明，實話說演的還行，挺到位的，就是我本身對他沒啥好感。可能唯一覺得最完美的就是何潤東飾演的歐辰了吧。。。我心中的歐辰應該就這樣。很喜歡這個結局。我喜歡的一對最終happily everfter。oh~yeah！            
(NA)	 电视大结局 所以就看了大结局而已 黄晓明的造型也太毁人了吧 结尾那一刻还可以吧            
(3星)	 给3星多了。2星又不忍- -大家54我吧。。            
(3星)	 我擦，吃宵夜的时候在红辣椒把结局看了，            
(5星)	 其实拍的挺好的~看到后面也不觉得雷，蛮感人的呢~~喜欢那个结尾~            
(NA)	 挺好看的，喜欢欧辰的霸道和深情，那种眼神真是让人很感动，小女生的心事哦，嘻嘻！虽然大S的确老了，不如十年前年轻了，可是还是很喜欢大S，看了这部戏以后觉得黄晓明也没以前那么讨厌了，嘿嘿，好喜欢何润东            
(3星)	 炒太热，太一般，有点假。黄晓明太太太做作了，大s的下巴怎么看怎么怪。            
(3星)	 挺没意思的            
(3星)	 真不知道为什么我还是喜欢这样的电视剧            
(4星)	 其实，我觉得泡沫之夏蛮好看的，虽然我一直觉得大S很装，不喜欢何润东，但就像风声能改变我对黄晓明的看法，我有理由相信泡沫之夏能像白色巨塔让我改变对台湾剧的看法一样让我改变一些。看到第四集，观望            
(3星)	 其实我是待见他们的，就是不是很满意结局。            
(5星)	 喜欢欧辰和夏沫在一起            
(4星)	 他和少爷一样霸道~            
(5星)	 喜欢欧辰，喜欢peter            
(4星)	 到底是谁教的男主们使劲用勾下巴这招的呢……。。Peter加油！努力的人终会得到肯定的~            
(NA)	 = =我也不知道我怎么看完的……            
(3星)	 很喜欢泡沫之夏的小说,才看的电视剧.,喜欢欧辰，虽然很霸道，但是爱得纯粹，让我感动；黄晓明不大合适演洛溪了，演技有待提高；感觉大S不适合演夏沫这个角色，还是小说里面自己想象好            
(2星)	 我就说过，看过原著再看电视剧，电视剧永远也比不上小说。自己心里才有最完美的角色。            
(5星)	 也许真实的表演和小说有差距，也许主角的年龄是大了一些，可是谁说三十多的人心中就没有了纯真的爱情，难道上了年龄的演员就无法演绎唯美的爱情了吗!那是什么蒙蔽了我们纯真的心，究竟是岁月还是自己哩！真的感觉他们是在认真的演绎他们心中的纯真与唯美，很赞的表演！            
(3星)	 跟黄教主一比，何润东实在变帅了            
(1星)	 如此二的电视剧由如此二的黄教主来演实在是太合适了。原谅我只看了一集就打星写看过，因为看过了一集，实在不想再看了。            
(4星)	 以为早已结束的偶像剧情结再次迸发，该为自己还有颗年轻驿动的心而庆幸吗？            
(2星)	 一群老男人和老女人在装嫩            
(4星)	 几乎是边摇头，但也中毒一条龙看完了，Peter很用功，恭喜他。            
(5星)	 何润东太有型了  演的很好  霸道的形象演示的淋漓尽致  无懈可击  堪称完美   支持你            
(3星)	 大S一副整容失败的脸            
(NA)	 我终于知道什么叫心痛了~            
(NA)	 不知道，夏沫是什么星座  哈哈            
(4星)	 怎么还不醒？            
(1星)	 看了一集 弃之 恶心死我了            
(4星)	 最后还是看了，因为当年的那个女孩和那本书。看完之后先前的成见没有了。谁说上了点岁数就不能演偶像剧呢？三个主角演得都不错，没有忸怩做作营造出的所谓青涩感，至少大S和何润东的吐词不刺耳吧，扮相上面也没有标新立异吧。P.S.豆瓣的评分系统太笼统，简单的几颗心实在没法分层次来打分。            
(3星)	 如果你有够无聊。。。。            
(1星)	 虽然很烂 但是很喜欢看            
(4星)	 欧辰，吼吼，大爱深情男            
(4星)	 被湖南台截的如此乱七八糟 我竟然也能断断续续的看下来 并且越来越不排斥            
(4星)	 虽然年纪大了点，不过大s和何润东还是可以看看的，只是到教主实在有点崩溃，只好快进。            
(4星)	 不仅仅是剧本身，只因为对于我有一些不一样的意义。            
(NA)	 没什么。我就是有点发花痴而已。            
(3星)	 爱的太自我，留下的只是伤害。。            
(4星)	 情节跟书基本完全吻合，连台词都一样。何润东太酷了，把黄晓明显得有点幼稚。。。。。            
(2星)	 泡沫之夏的书全套我都看了，很不错哦。但是不知道为什么导演要选大S来演夏沫。明显感觉她已经老了，完全没有清纯之气，只有造作。            
(3星)	 还算忠于原著大S虽然年龄有点不太合适，演的还是不错的接近我心中的夏沫            
(3星)	 哈哈哈，这么DRAMA且公主梦的剧情在小说出现会让人联想，但电视剧拍出来就难免很假。大S很用心，何润东演的不错，就是我一看到黄晓明僵硬的嘴角就想笑场阿！            
(4星)	 嘿嘿，作为泡沫剧，它很好看            
(4星)	 只为大S的表演，也很喜欢黄晓明            
(NA)	 我不知道怎么会有这么多人不喜欢何润东和大s以及黄晓明呢！！我觉得他们演的真的很好，你们说她们年龄大，可是换成现代偶像明星的话，有谁能演出夏沫的淡定，洛熙的狂妄不羁，尤其是欧辰高高的贵族气质以及对夏沫那种用整个生命去爱的感情，我被欧辰的感情深深打动着，我因为何润东而爱上了欧辰            
(3星)	 确实如传言：洛熙一角很让人厌，缺乏安全感的男人就如小孩一般，需要爱人不断的哄着；欧辰一角蛮讨人喜欢，对夏沫爱得纯粹、卑微；而夏沫一角，让人又爱又恨——恨她的自私，爱她的坚强；还有夏沫的弟弟，就纯粹一让人厌的角色了。            
(5星)	 偶尔在湖南卫视看了几眼 觉得洛熙有点受不了 在网上找了找小说 看了一点点小说 然后再看电视剧 觉得三个主演真的跟小说的气质好像啊            
(4星)	 无论有多少批评这部戏人！但是对于这部戏大家还是给出了自己的肯定，个人看法：这部戏拍的不错！            
(1星)	 偶然瞟到小明的长发和磨盘的大脸，剧情表演都很崩溃            
(3星)	 晓明在最后的颁奖典礼上发型终于正常了。最后一集的信上面的台词很感人，可是两人相遇在机场又很雷。发现欧辰好帅啊~~真心喜欢他的长睫毛~            
(3星)	 就对原著的尊重程度 相比芒果台 这个已经好太多了 扣分的都是黄晓明！            
(2星)	 开学之前堕落的看了这三个 做作之神的大作   我堕落啊    不过 大S那个大波浪学生服造型不错            
(4星)	 偶像劇來說是不錯的了，看到黃曉明伸著的脖子就完全沒辦法集中精神，對何潤東刮目相看了            
(4星)	 何润东不错。            
(4星)	 何润东很可爱。大S演的很好。黄晓明太做作，毁戏。            
(5星)	 充满童年创伤与停滞的自恋，一切得到了疗愈。。            
(4星)	 很早就看了小说……当时就有种喘不过气的感觉……不过现在看电视剧，这种闹听的感觉更厉害……我反而更希望夏沫跟洛熙在一起了！还有一个催泪弹就是小澄……看到他都好心痛……            
(5星)	 这是我看过的最尊重原著的电视剧！除了极个别地方稍微有点变化之外（有的改变使原著的思路更清晰更合理了），连人物的对白都几乎是原封不动的引用自小说。虽然三个主角的年龄大了些，但是演技真是无可挑剔。而且越到后来，越是渐入佳境。这部电视剧还是值得一看的。            
(NA)	 剧情虽然老套，可是我喜欢何润东。黄晓明今后演戏可以考虑换个表情……            
(5星)	 很好看的偶像剧哦~            
(NA)	 我以为我不会看，带着排斥的心情看了。我以为我不会感动，还是在一幕幕中泪流满面。唉……            
(3星)	 大S是不是肉毒杆菌打多了，脸部好僵硬            
(4星)	 其实还不错啦，把教主的戏跳过去这部剧还是可以的~            
(3星)	 没想象中那么糟，毕竟小说的剧情就够那啥啦            
(NA)	 我觉得还是很不错的偶像剧，值得大家一看            
(3星)	 超龄了            
(4星)	 看在Peter认真地功夫上，给4星。            
(2星)	 亮点是peter ho，令人刮目相看。            
(3星)	 大S在这部的妆画得一点都不好，何润东演的不错哦，黄晓明的声音是一个败笔，能配个音就OK乐            
(4星)	 亲情，才是这个世界上最应该抓住的东西            
(2星)	 挺好的故事，为何找个这么难看的女猪脚，还化这么难看的妆。看里面的人故作表情地爱来爱去，然后就觉得搞笑了            
(4星)	 大家都很用心，很好了            
(NA)	 因为看过书，才想看下电视。洛熙演的有点太轻薄了，不喜欢。演员年龄太大了。。。            
(5星)	 PETER感动我的，让我认识到他演技的片子            
(3星)	 我记得我爱过            
(4星)	 我知道，我不应该看的，但是我还是看了，看完我还觉得挺好的。            
(3星)	 黄晓明无容置疑的拖垮了整部剧的水准，选角失败！            
(3星)	 我讨厌这个结局！！！！            
(3星)	 为黄晓明和大S 这时代级绝配虚伪二人组减两星吧 他俩配死了 应该结婚            
(4星)	 不错，黄晓明演得让人很反感也不错            
(5星)	 何润东演欧辰演的实在是太好了            
(5星)	 洛熙给的爱情可以有很多 欧晨给的爱却如此的难得            
(NA)	 泡沫剧，看黄晓明会起鸡皮疙瘩            
(5星)	 没看过小说，只纯粹看过这个电视剧，很是被感动，相对于其他弱智的偶像剧，这个剧很好            
(3星)	 欧辰，你不要走~~~            
(NA)	 洛熙活得好累            
(4星)	 比原想的好看很多~ 建议没看过的同学不要有先入为主的负面情绪~            
(NA)	 家人是最重要的            
(3星)	 诶  我竟然一直不觉得何润东丑            
(NA)	 为了让时间过得快点            
(3星)	 大S演技一般般。何润东帅，黄晓明又拽演技又烂。            
(NA)	 为什么洛熙死的时候不是和晓溪的小说一样呢。还是小说好看。很多东西都太假了。支持小说。            
(NA)	 苦情戏没完没完没了            
(5星)	 最开始看片花，也是觉得演员年龄偏大，不适合青春偶像这个定位。可是，看了第一集之后就放不开了。更年轻的演员可能不会把角色驾驭得这么好，尤其是何润东，每次的眼神，令人心神为之一滞            
(4星)	 昨天传说有台风，于是龟缩在宿舍煲了一天《泡沫之夏》，去到17集终于受不了黄晓明这个面瘫，嚎叫两句睡鸟~~弃之~~            
(1星)	 小说看起来还蛮唯美的。。。这个拍出来实在是。。。唉            
(5星)	 5星都给了何润东~我就是超级喜欢他            
(NA)	 其实已不见明晓溪的踪影。            
(1星)	 极品了！三个年龄上30的大叔大妈们，能那么淡定的去演这样的纯偶像剧，我彻底崩溃了。大S一直都不是我喜欢的，我不懂她的美究竟在哪儿？我承认我看过小说，我也很不喜欢这样的小说，再加上那么做作的表演，我真想一颗星都不给的。明晓溪是不是脑残啊？还是那么喜欢做白日梦啊？这样都能写出来？            
(4星)	 我挺欧辰，霸气温柔，何润东的最完美演绎~~            
(4星)	 其实何润东还不错啦。            
(5星)	 这是我唯一看完的一部偶像剧。在此之前我没有看过它的小说和漫画，某天，看见芒果在放，鬼使神差地被剧情吸引了，两个晚上就从网上看完了全部26集。我不是任何人的粉丝，但是欧辰这个角色很有魅力，也一度看哭流泪。我不懂高深的剧情是要怎样，但至少这部连续剧吸引我一口气看完。            
(5星)	 很狗血的一部戲卻在結局讓我躺在床上淚濕了枕頭.大家不要看啊很無聊的.可是我要給5顆星.但眞的很狗血的相信我.            
(NA)	 教主你还能再雷一点吗            
(4星)	 大S演的不错  何润东演技有突破很喜欢欧辰 黄教主为毛老是抬夏莫下巴？            
(2星)	 毁了...            
(5星)	 至少感动了我。            
(2星)	 大龄男女青年演的青春偶像剧。。。看不下去了。。。以后大概不会再看大S了。。。            
(3星)	 非常不合情理的电视剧，基本上我觉得故事原来的脚本就有问题，所以也不能太怪演员。。。            
(3星)	 如果是我，这样的爱情怕不是幸福而是折磨。两个人用尽全力的拉扯最后的结果难免是把夏沫撕扯到分裂。所幸剧中的人都像神明一般高风亮节，让人不禁喟叹，没有谁是错的，错的是这个捉弄人的命运啊。不得不说，到结尾的时候几个主角都渐入佳境了，给3星啦~            
(5星)	 有被欧辰感动到~            
(3星)	 没有小说感人，或许是把小说中的人物幻想的太完美。何润东的演技还是很不错的，比较符合欧辰。            
(3星)	 我很空啊，居然看这部～            
(3星)	 小说太完美了。。。            
(2星)	 2位男猪脚对换演会合气质些，搞得我谁男1谁男2分不清楚..            
(3星)	 过多片段过多地重复～狮子天蝎天秤            
(4星)	 钻石王老五的艰难爱情            
(NA)	 这种爱情我不是很明白            
(2星)	 难以看下去            
(NA)	 喜欢洛溪的笑            
(2星)	 大s的脸是不是打太多肉毒杆菌了？感觉整部戏她就一副表情。            
(3星)	 可以拿去打发时间            
(NA)	 闹太套            
(5星)	 最大的亮点就是何润东饰演的欧辰了！5年前用权势把洛溪逼走，5年后用气场逼他放弃！气场强大！            
(3星)	 话说那两个星是教主抠掉的            
(NA)	 现在花痴东哥，我感觉我还年轻~            
(NA)	 因为欧辰才看完的。            
(3星)	 有點雷人。。。            
(3星)	 给三星是因为我一看它就笑ps：黄晓明越活越粉嫩勒（PS：貌似和郭晓冬是同学的，哈哈）            
(5星)	 觉得夏沫很自私，也很无奈。我觉得何润东演得很好啊，我觉得黄晓明的造型不是太好。            
(2星)	 哎哟 我是抱着自虐的心情膜拜黄教主的            
(3星)	 对黄晓明的好印象被这部剧完全颠覆             
(2星)	 基本无语。。。。黄晓明。。。大哥你把洛熙的美好形象完全毁了。。            
(4星)	 不喜欢黄晓明。。。何润东还不错~            
(5星)	 感觉整部剧清晰流畅，别具一格，比时下的一些没有情节、粗制滥造的偶像剧好太多了，从音乐和道具中可以感觉出来是精心打造的，下了血本啊！去看了一下小说，有其他网友说是主角年龄偏大，可是演技真的是非常不错的，赞一个！形象感觉不太能和原著合上，不过女主琥珀色和男主绿色的眸子怕是也不好找呢！            
(4星)	 其实泡沫之夏拍的挺不错啊，比很多偶像剧强多了，尤其是芒果台那一堆乱七八糟的            
(5星)	 好好喜欢。故事情节有张力，环环相扣，好紧凑。。演员又超有实力的，说掉泪就掉泪，就连眼神都诠释得很好。。            
(2星)	 为什么那么讨好的一个绝对漫画型男主角，却被黄晓明演的让人无法喜欢，只觉讨厌啊讨厌。幸好此剧还有一个何润东。哎，我已过了看偶像剧的时期鸟~            
(4星)	 权当是对青春读物的一次回忆。            
(5星)	 欧辰。。。哎呦我爱死你了！            
(3星)	 最好的爱情就是，经历之后，每个人都成长了，都变得更好了。            
(NA)	 最近看的一部偶像剧 算是拖着看完的吧            
(NA)	 看了几集，其实没大家说得那么差！            
(3星)	 一度觉得有鬼片的气质，晓明哥真是很好笑，不过最后又被感动了一把。原谅我没看过原著，我真是OUT，那曾经风靡高中的小说。            
(1星)	 弃。小苹果‘下巴一出现就不由自主的转台。。            
(5星)	 喜欢夏沫的坚强和独立，大S演技还是很不错的何润东超帅的，尤其是在后面几集便温柔后，我发现男人温柔的一面是非常有杀伤力的            
(3星)	 从抵制到接受，尽管知道故事会怎样发展，知晓结局，但不得不承认，这个欧辰让我感动了            
(2星)	 唉~ 以前挺期待这部小说的拍成片的。可是现在真的出来却又无比失望。 我只能说 或许 拿给韩国拍能拍出小说的感觉吧。            
(NA)	 日！！！            
(NA)	 这个……黄晓明演的真是无语，长得那么好看，真可惜！大s嘛，其实叫夏沫“杉菜”也可以……何润东，我不得不在看完了《泡沫之夏》之后看了两集《三国》，以打消我对剧中欧辰的不切实际的幻想。            
(5星)	 本来以为这部只不过是一部很普通的爱情剧...但是看完后本人认为这部戏是因为那三个主角把这部戏演活了....我看了这么多部的爱情剧....这部是最让我有感触的....而且是最不能让我自拔的....我很爱欧晨和夏沫这两个角色....也很感谢这部戏的制作人这么会挑人演这部戏....            
(NA)	 诶 蛋痛了            
(4星)	 推荐因为喜欢欧辰  明天绿丝带就到啦 我是欧辰的粉             
(5星)	 我愛何潤東 不過找一群三十多的老男老女跑來演青春偶像 還是不太像啊。。            
(4星)	 一直没什么偶像剧的概念，看这部剧因为泡沫之夏小说的大热和大S，看着觉得剧情、大东的演技真的很不错（就是不太喜欢黄晓明的恶心下巴）。。。也许是因为自身年纪大了的缘故吧，这岁数的演员，越看越顺眼。。。            
(3星)	 爱欧辰的霸道与自信            
(4星)	 其实是因为故事打动人心，喜欢洛熙            
(3星)	 从16集开始看到结束的，何润东打5颗星……            
(1星)	 看戏不看人。 其实相比其他的青春偶像剧，泡沫之夏在情节上就已经胜出了。            
(5星)	 明晓溪写的洛溪太让人纠结了，曾有段时间后面的那个情节真的看不下去，但还是忍不住被黄晓明版的洛溪吸引，结局虽然有点意外，但还会像洛溪最后的心情己经变的很平静。。。黄晓明这次的感情戏演的真好！            
(4星)	 何润东很帅，就为了看他也值了            
(4星)	 三个人的纠结            
(5星)	 很久没看电视剧了，这是台湾拍的吗，终于不那那泡沫了。还是度过算蛮美好的时光，只不过2天。            
(4星)	 四颗里面至少两颗给何润东的。。不容易啊。。。            
(4星)	 被感动了~            
(2星)	 无聊泡沫剧。。黄晓明很丑             
(4星)	  其实没有那么恐怖呀!什么中年版的....  形象还是不错的! 比较喜欢何润东的演绎! 整个剧情下来都觉得很感动....            
(4星)	 结局很美好。            
(3星)	 我觉得小说被你们给毁了，虽说演员不能永远年轻，但是在我们心里活着的青春有张力的夏末欧辰。我想，应该学习老谋子拿新人新鲜的面孔来演女主角。            
(3星)	 当个家庭纠结剧看吧            
(5星)	 每晚看一次难受一次.............            
(3星)	  真的觉得，黄晓明就是输在了声音，太突兀了。何润东前几集那表情真讨打。··· 大S头发好漂亮·            
(NA)	 看了这部电视剧才知道，原来何润东的演技也这么好！            
(NA)	 还凑合，消磨时间还行，但是。。。。。。。。            
(3星)	 很久没看过这种剧了，因为看了小s的微博。晓明演技真不敢恭维。大s真是老了啊。电视剧整体拍的太糙，回忆片段反复重复，剧情bug也很大胆。估计导演脑袋里就剩赚钱俩字了。ps：演艺圈还真挺恐怖的            
(NA)	 台湾偶像剧为毛找个大陆最装逼的人去演，破坏剧情，看的直想打人            
(NA)	 《泡沫之夏》这部电视剧太好看了，我很喜欢啊！            
(4星)	 no bad            
(5星)	 不是一部纯粹的偶像剧，喜欢夏末的坚强与善良，喜欢欧辰的执着和温暖，他俩很配！            
(3星)	 三个人+起来都要超过100岁了= =            
(3星)	 一向都不喜歡看偶像劇。只是這個片子裏的女主角還不錯。B型血的女生很有魅力。            
(5星)	 纠结的爱。            
(4星)	 何润东会因为这部泡沫之夏而大红的！            
(NA)	 书比电影好看多了~第三本《泡沫之夏》书是某人给买的。纪念下吧            
(4星)	 两男一女三个主角的表演都还不错，没有纯偶像。大S我一直都挺喜欢的，特别这部戏里的夏沫和流星花园里杉菜的强烈对比，感觉很不错。对黄晓明还是很失望，他的演技让我对看他的脸都变得没兴趣了，他一回忆或者唱歌我就快进。何润东演绎出的冰火二重天就太对我胃口了，霸道的温柔啊~~~我最萌了            
(4星)	 喜欢何润东～            
(5星)	 何润东拍的嘛，一定要给分            
(3星)	 一群大叔精彩演绎高中生活            
(2星)	 黄晓明让我实在看不下去啊！！！            
(3星)	 大S和何润东挺般配的阿            
(2星)	 看完回想了下，我看过了么，咋一点印象都没呢~~            
(NA)	 我没有看过这部电视剧的原著，在网上看到很多的网友评论说没有原著精彩，但是说真的我的感觉还是不错的，因为让我有种心动的感觉，演员我不评论，因为看过电视剧的人都知道在剧中也揭露了演员的心酸，挺不容易的。我之所以很喜欢是它让我有了上学时候的感觉，很真，我想在每个女孩、男孩的心里都向往过            
(3星)	 打发时间的肥皂剧~~~            
(3星)	 想说的太多            
(4星)	 偶像剧很多，好的不多，看过小说再看电视剧，感觉不错，不过不喜欢黄晓明演的洛溪            
(5星)	 没看过小说，觉得这部片很好看。大S的演技有提高哦            
(NA)	 　　夏沫、洛熙和欧辰都是寂寞的人。 　　寂寞而且缺乏安全感。他们向往幸福，然而又充满恐惧。 　　小时候被母亲遗弃在游乐场，在大雪中的长椅上乖乖地等候了母亲一整夜，全身冻僵被送往医院急救才捡回性命的洛熙，他童年时的人生是由一次又一次的离弃组成的。 　　洛熙是寂寞的，可是他害怕幸福。            
(4星)	 呃三天看完了。。我也肥猪牛了            
(NA)	 呵呵，我也不知道为啥，25的年纪总是爱看偶像剧。这个没办法了，话说自己一直不喜欢大S觉得假惺惺。小S我倒是喜爱有加~黄晓明最开始觉得挺好，可他的负面消息总让我郁闷。导致现在没啥感觉。讨厌也说不上。何润东啊。最近异常的喜欢！那身材啊！！！！            
(5星)	 何润东\(^o^)/~            
(2星)	 本来可以给3颗星的,就是因为黄晓明...哎!            
(4星)	 中年版偶像剧。。嘿嘿/        性格决定命运。出身决定性格。            
(4星)	 有当年看流星的冲动。。黄小二把洛熙演残了= 。=喜欢何叔叔。。。            
(1星)	 胡编乱造的典型，只会装B的表演。            
(3星)	 比想象中好很多...            
(NA)	 看到后来自杀那段。。。看不动了，弃之~反正小说也看光了，一半。。。            
(4星)	 黄二郎长地还真不错，大s和Peter都有数次失败和成功的造型            
(4星)	 正在看~教主V5            
(NA)	 看到明晓溪说她借着这些故事在思考什么什么的时候，我总有种荒谬感。            
(3星)	 哎~~我也不知道我为什么看，真的不怎么样的，可能是为了高中的小说情结            
(3星)	 两分全为黄晓明而扣~太作了~~            
(5星)	 永恒的主题，三角恋情，但是结局还是仓促了。。本来我已经脱偶像剧很久了，可是还是花两天看完DVD版本。爱情什么的，最无聊了。这部剧吸引我纯粹因为妈妈一见夏沫就说，就跟你长得一样么。。再者，前天又有男生说我冷酷了。。。            
(NA)	 失望            
(4星)	 有段时间没有看偶像剧了，今天跳过了中间一小部分片段看完了结局，每次看这类片子，我总是入戏很深，跟着剧情不停的情绪起伏，还有，一开始就喜欢欧辰，因为他的霸道。            
(3星)	 我又三俗了！其实是  我中学时代这么痴迷的小说 电影版总得看吧？又 而且我喜欢何润东            
(2星)	 惨不忍睹，何况我好歹是看过原著的。            
(2星)	 巨傻。。            
(3星)	 爱死欧辰了，片尾曲很惊艳，何润东啊，还是很爱你深情的样子，身材也好得没话说。。。            
(3星)	 越来越喜欢大S了，原本对她完全不感冒的，黄晓明依然表演很2            
(2星)	 实在不知道有什么好看的……            
(2星)	 黄晓明啊黄晓明....            
(2星)	 我也很想撕烂黄晓明那张嘴 太假了 太猥琐了 米有他 我会给3星            
(4星)	 欧辰的默默付出得到回报，抱着下午茶的心态去看吧，也没什么特别情节，只是看看演员            
(4星)	 这部偶像剧因为有了晓明的出演变得非常精彩，我从来不看偶像剧，可这部片子成了一个意外，我感受着洛熙每一丝的恐慌与不安全感，更是迷恋他每一个孩子般的甜蜜小镜头，晓明不应该后悔出演洛熙，这是一个让人深深的爱，深深怜悯的角色，很出彩，晓明很棒！            
(NA)	 还不错啦,没有别的偶像剧假的,太做.让人觉得它是不一样的www.tvqvod.com            
(NA)	 201008            
(3星)	 原著很美，电视剧so so-----大S虽也符合夏沫的部分形象，但是眼圈周围的黄眼影很难看昂；小明同学演什么都有点硬，有点过；其实何润东倒是演的不错，可惜，他挑战的是少爷也~~~~~混血的霸气的深沉的贵族的少爷~第一次看我几乎把他当成了暴发户 - -            
(4星)	 黄教主你个色B！还好夏沫选择了欧辰~~            
(4星)	 步惊云。。你穿越了，是吧？            
(4星)	 两个极端的男人，从开始看的那一刻起就一直在猜测最后的结局。洛熙的爱有点阴冷，而欧辰的爱开始表现的很自私，最后他想离开的那刻又让我有些不舍。幸好结局是我想要的。            
(3星)	 虽然在小说里我就不喜欢洛溪= =不过教主你还真是进一步毁了他            
(4星)	 我感觉蛮好看的，至少我看了这个片子想去看书了，不能说他们演的不好，书里的他们也都是冷冷的，只能说大S有点老了，看他们演高中生真有点不太习惯。            
(5星)	 刚进大学无聊时看的言情小说，没想到竟被翻拍成电视剧，少爷啊哈哈哈            
(NA)	 本来书就很NC，电视拍成这样算过得去了。。            
(NA)	 这妆 浓的吓人            
(4星)	 开始觉得很不错，看完小说后发觉好多东西都没演出来            
(2星)	 黄晓明下次拍偶像剧一点要记得和造型师打好关系啊！你被发型毁的一塌糊涂。PS:看此剧的动力就是无尽欢愉的吐槽            
(3星)	 算是很忠於原著啦~            
(5星)	 看过很感动, 本来对peter感觉就不错,现在更喜欢了            
(4星)	 偶像一回            
(3星)	 喜欢何润东，大S为什么不能和仔仔在一起呢？            
(4星)	 还行吧···没营养是真的            
(3星)	 各种装嫩，还是小说好看~~            
(4星)	 童年不完整的人，需要敬而远之；女孩子当如夏沫般沉静、刚强、大度、与众不同。            
(2星)	 觉得何润东的霸道是唯一支撑我看下去的原因，剧情不太喜欢！大S跟黄晓明的关系给人很奇怪的感觉，不爽            
(5星)	 是靠大S和何润东撑起来的剧情 最后五集实在很好看本来被教主毁掉的星星全部加上去了            
(1星)	 仅以此星 支持唯一的大陆演员！            
