http://movie.douban.com/subject/3356340/	古灵精探B 古靈精探B
(4星)	 没有当年古灵精探的轰动效果但是整体来说是一部好片            
(3星)	 挺有劲的~~ 打发时间么            
(1星)	 群众的眼睛雪亮的...再无聊我也没看下去...            
(3星)	 很莫名其妙！第一部明明就是女孩，第二部居然变男孩啦！剧情漏洞比较大！            
(3星)	 好几年以前看的~侦探类的是我最爱~虽然此剧有点“二”。。            
(4星)	 马明穿西装演正经人就是不适合嘛，所以说痞子律师多好。安仔傻的不太厉害。            
(3星)	 开头有点恐怖，感觉没有1好看            
(NA)	 个人认为没第一部经典！！！！            
(5星)	 郭羡妮郭晋安几衬吖~            
(NA)	 香港电视剧一直给我的感觉是家庭的重要性，很多东西可以没有，也许不能没有这个，我很喜欢的轻喜剧风格，不管剧情上有多少漏洞。            
(3星)	 恩 作为侦探片，还是可以的吧            
(4星)	      TVB都很不错啦,            
(3星)	 TVB版本的杀人游戏~~~            
(3星)	 因为 小定            
(3星)	 没第一部好看            
(3星)	 第一部永远都比较好            
(4星)	 搞笑~喜欢郭晋安            
(5星)	 最后那部分颇有点电锯惊魂游戏先生的味道            
(5星)	 Sonija同Jess好靓啊~~~            
(NA)	 刚看完，真是精彩            
(3星)	 情节和第一部算是有联系吧，不过不是很紧密。。。结尾部分有些牵强。。。有点小失望的            
(4星)	 以为BB的戏比较多，但……            
(4星)	 搞笑~            
(NA)	 剧情有点牵强，没有一流畅~            
(3星)	 郭羡妮的演技还是依旧....烂....            
(4星)	 续集黎讲喺咁上下啦            
(3星)	 港式!港式!            
(3星)	 没有第一部精彩，前几集为了介绍里面的人物所用的铺成感觉有点老套，但故事情节一样属于好看范畴，大故事部分不错，很峰回路转，好看！            
(5星)	 前面好看，后面太拖了            
(2星)	 无言了~            
(4星)	 不喜欢结局。。            
(3星)	 里面的案子设计的还是不错的，可是发现比第一部的时候演的傻了点，有时候蛮搞笑的……            
(3星)	 很本土很港剧            
(4星)	     总体还是蛮好看的。  奇特的破案方式，又带有些喜剧，在诙谐的氛围下与DIE一起思考破案。            
(NA)	 总体说来这部剧不错，算得上是一部佳作，只不过好像更加娱乐化了！超喜欢Icy姐姐~~大口英也够搞笑了，总是那么倒霉，感觉郭晋安和郭羡妮更有默契了~~            
(3星)	 比第一部差了点~案子不紧凑~            
(3星)	 打发时间还过得去..            
(5星)	 比1好看多啦，监制的水平影响很大            
(4星)	 我喜欢这种片子，情节不错，引人入胜，            
(4星)	 还可以            
(5星)	     TVB延续着第一部古灵精探的故事情节，看得超过瘾的。希望继续能有这样类型的电视剧吧。            
(4星)	 虽然没第一部感觉好看,还是推荐了....            
(3星)	 越看越觉得象 鉴证实录 了 案情也越发没意义了            
(3星)	 没有第一部好看，，推理太牵强了            
(2星)	 没有第一部好看~            
(5星)	 郭晋安演得每部TVB我都看，心中永远的一哥            
(4星)	 挺好玩的一部推理电视剧   不过就是晶晶那么冲动的性格 不太喜欢            
(3星)	 第一部真的很好看，到了第二部后面很多情节都和第一部差不多，可能是看多了有些审美疲劳 吧。 最后还弄了个从精神病院出来的弟弟，搞了段“死亡游戏” 让我想起“The Saw” 。总体来说没什么不好的，也不太多新意。            
(NA)	 一向很喜欢看港剧，特别是这种侦探型的。但是可以说这剧拍的不是很好。通过感灵这种方式，没有通过证据那么推敲来得吸引人。。但总体还是可以的。。            
(5星)	 从小看港剧呀            
(3星)	 感觉木有1好看~            
(3星)	 不知道还会不会拍续集，Icy姐姐不错            
(4星)	 继续古灵精怪额破案，超能力的bb，2个b咖男配角满有劲的~~就是郭羡妮好像有点点老了~~            
(4星)	 都几好睇～一同二都好睇            
(3星)	 一般的很，配角都挺出彩的。CASE太简单了，根本用不着猜就知道凶手是谁啦            
(3星)	 有点无厘头            
(5星)	 很好看。尤其这个事破案的片子一直都是TVB力挺的            
(5星)	 后面假了点..            
(3星)	 搞笑不足，侦探逻辑又不够            
(3星)	 感觉编剧是越来越黔驴技穷了            
(NA)	 好看哈··是我喜歡的類型。給我很大的想像空間。Ｄ。Ｉ。Ｅ。在別人眼裡好似是座被遺棄的荒島。那群住在荒島居上的一群人，他們卻樂在其中。如此可愛。那種狀態，人人為我　我為人人是我渴望的世界沒有傷害。            
(4星)	 情节有点太离奇了！            
(5星)	 比柯南还好看的推理&gt;&lt;!GOOD~            
(4星)	 还不错！            
(3星)	 5中意郭羨妮            
(4星)	 还不错。            
(4星)	 好好看的，但就是最后有点可怕！！极好的！            
(2星)	 为了今年凑数拍的吧……            
(3星)	 小BABY的出现的确算加了一点小乐趣。就剧情而言，只是TVB的老把戏吧。提示一样的无厘头            
(NA)	 感觉没第一部好            
(4星)	 情节比第一部更精彩了，不过案子倒是越来越简单了~他们家baby真是可爱啊~            
(3星)	 后面还真能扯            
(4星)	 还不错 香港的侦探剧一向是最爱            
(2星)	 剧情太扯了，对tvb的剧情有期望的我也太扯了            
(4星)	 最不喜欢的是它的结尾。            
(4星)	 有当年香港警察的味道了。            
(4星)	 因为看了1，所以期待2，还好，不出彩，也不失望            
(3星)	 不觉得很好看~~~剧情总觉得有点老，那些案件的悬念性很低，一猜就猜得出的~~~特别是对郭羡妮没什么好感            
(4星)	 很搞笑...            
(NA)	 我昨天刚看第一级耶~~~你看完了？有咩有第一部好看啊            
(4星)	 不错            
(3星)	 没1好。。。            
(3星)	 还行吧..没什么特别的感觉 只是觉得每次都靠感应破案 也太蠢了吧            
(4星)	 本来很期待的。不过看到那个超级电锯惊魂的密室逃生游戏的时候，就觉得很烂。完全就是抄袭。别人抄袭还加点自己想法，你没想法的?            
(4星)	 如果是1，我会给5颗星。2？4颗星还是有的，但真的觉得没有1好。为了剧情而搞笑才是王道，但这部剧一路就想着让一切为了搞笑而服务，就是去严谨的恶搞精神了。            
(4星)	 傻子配音持续可爱            
(4星)	 第一部就看了，是一部很好的娱乐片！            
(4星)	 还好啦，俺喜欢推理剧            
(3星)	 有点像柯南哎~不过我还是觉得柯南更好看*_*            
(5星)	 這是我最喜歡的電視劇，我很佩服于sir的推理。            
(4星)	 看了一，想看二            
(2星)	 坏人越来越坏，也越来越笨了。            
(4星)	 虽然案子并没有多精彩，凶手也太容易猜到。但由于角色设置的用心，个性特色相当有看头，实在是很搞笑的休闲TVB佳作。高才生和詹士邦还有罗Sir尤是～～^_^            
(5星)	 今天终于看到了结局。心情很复杂。对于人生或者某个过程来说，一个事情，一个人，只要能有个结局就好，不管结局怎样。但是看到了电视剧的结局还是会有小小的失落。好像辛辛苦苦养大的女儿要嫁人的心情。但是关注过程中的感思，还是值得回味的            
(3星)	 开头还是不错滴，但是最后收尾的案子还是觉得无厘头+古怪了点。            
(5星)	 好好看耶~很神奇的特异功能            
(4星)	 还算可以，只是有一些案子的解答太简单了，少了很多乐趣，而且baby也很少表现。            
(4星)	 喜歡2多過1..雖然後面的劇情編排上有點.....            
(5星)	 睇过第一集就一定要睇第二集，最好有第三集~            
(4星)	 看过了很多香港的这一类的电视剧，有点腻了。但是，当初看了古灵精探的第一部时，却意犹未尽。现在除了第二部，觉得比第一部好看多了。很遗憾的是，当初改的第二结局没看到。            
(3星)	 剧情么有第一部那么好看，案件说真的有点烂。这种没有深度的犯罪，一看就晓得凶手是谁啦~~~~~对于侦探片来说，是败笔啊            
(5星)	 才刚看完~和好看的说~            
(4星)	 终于结束了 其实无聊的时候看看蛮有劲的 是一个寄托 喜欢正义和佩佩            
(4星)	 个人感觉没有第一部好看。            
(4星)	 剧情还不错，跟法政先锋一样好看。            
(5星)	 最爱的居然是鼎爷和COCO,太悲剧太有喜感了。            
(NA)	 够晒古灵精怪···            
(4星)	 會拍第三部嗎.. 期待            
(NA)	 喜欢郭晋安和宝宝~~~~~~~            
(4星)	 番茄台在播跟着娘亲瞄了一哈还不错D            
(4星)	 还不错,比上部笑点多,也不觉得太白痴,个人觉得案情要是再复杂点就更好了,凶手太好猜了            
(5星)	 2 还没出完 看了1 挺不错的 还好2团圆了 不错的            
(3星)	 看过第一集            
(3星)	 虽然很不满意第一部的狗血结局，但是第二部真的不如上部            
(2星)	 要不是看在探案的份上，這種爛片。。。什麽時候有郭晋安的片子就等同烂片了。            
(4星)	 前面看起來還不錯，後面感覺就不好了。            
(3星)	 这部会不会太夸张啊，不过一家三口看着很温馨哦，所以也就忽略剧情的浅白，期待子朗和Icy姐姐的无限可能……嘿嘿            
(3星)	 憨夫成龙里的郭晋安傻得挺可爱的。不过以后的剧他总会有点傻子上身的感觉~~剧情还行吧。还是喜欢正统一点的~            
(3星)	 延续第一季，还不错啦~            
(4星)	 鉴证科的那个冷冰冰的沈卓盈真不错！ 罗sir女儿陈美诗其次！！郭羡妮老了！！！            
(4星)	 还不错啊。            
(3星)	 感觉比第一部要好看，挺搞笑的，大口英真是惨呀~而且为什么每部探案片都要有分裂的case呢？最后几集感觉有点闷，影响整体感觉，有几集的气氛实在挺恐怖的            
(3星)	 比期待的差。。。            
(4星)	 挺不错的～            
(2星)	 剧情没什么惊喜，不知道怎么的，总是勾不起我探求真相的兴趣与欲望，这也许是个比烂结局更糟糕的致命伤吧。            
(4星)	 还不错            
(2星)	 不喜欢郭羡妮            
(4星)	 很有日本推理小说的FEEL~剧情还算紧凑,值得赞扬~那些人都好好笑            
(3星)	 17            
(5星)	 個b.好得意吖            
(3星)	 一般            
(3星)	 有一点狗尾。。。            
(4星)	 挺不错的一部剧！            
(4星)	 这第一部很红            
(5星)	 1就很好看 2也不错~            
(3星)	 准备要看的。            
(3星)	 和第一部相比,这部剧情有些假            
(5星)	 很搞笑，感觉比第一部还好            
(4星)	 好看啊~比想象中的好，就当搞笑剧看了~案情什么的实在是弱            
(4星)	 没有第一部好！            
(3星)	 侦缉到底~~            
(3星)	 不知道说什么，看完就完事了，不会去回忆什么。            
(4星)	 22            
(NA)	 一般般，案件不是太多，没什么创意            
(4星)	 还挺好笑的...喜欢ICY姐姐..~            
(5星)	 我喜欢ice姐姐。            
(3星)	 冲着胡定欣。。但是目前为止真的，没有任何惊喜，与前一个钟头的《绝代商骄》不是一个等级            
(5星)	 一如既往的好看            
(NA)	 25            
(2星)	 傻。            
(3星)	 还是第一部好看～            
(4星)	 看过后心情愉快，虽然每个案子都基本上都可以猜到是谁，呵呵            
(3星)	 钢管舞 亮点啊亮点            
(NA)	 1,2,3,4,5,6,7,8,9,24,25[完]            
(4星)	 還是算不錯的劇集這次內容也蠻豐富的看得輕鬆            
(NA)	 第二部，不知道有没有比第一部精彩一点。还是喜欢这种破案类的剧集。            
(NA)	 晶晶b            
(NA)	 170809-190909            
(4星)	 非常期待这部戏会发生的通灵故事            
(2星)	 剧情不吸引人，和第一部比差很多~~~            
(4星)	 很搞笑的！！            
(NA)	 古灵精探1很好看哒~很期待2呢，但是貌似还没拍好还是怎么啦。找不到诶~            
(4星)	 下周二终于开播了...            
(3星)	 有案情的电视剧至少可以坚持到最后吧～郭同学自从演完阿旺，就始终保持这个状态 XD，怀念勇探的张Sir～            
(NA)	 虽然不符合逻辑 娱乐尚可            
(2星)	 冷饭能炒24集，真强！！！            
(3星)	 还是一样的冲动和没安全意识。。。            
(4星)	 很无聊，但很开心。            
(5星)	 2比1好看；国语版食之无味，港剧都应该看粤语版~            
(5星)	 还是最喜欢胡定欣...呵呵..最喜欢搞笑的侦探片...第一部为第二部补拍的加长版结局够囧！大爱！            
(NA)	 17号开播好像！！            
(NA)	 哈哈看的好上瘾啊~~            
(4星)	 定定            
(4星)	 看完了～不错～～不觉得无聊            
(4星)	 keep住第一部嘅水准。            
(4星)	 最后一集搞得像电锯惊魂一样的..            
