http://movie.douban.com/subject/2248526/	玉观音
(5星)	 玉观音 宁静又平安 安心 真的让人安心            
(4星)	 年轻的孙俪和佟大为            
(4星)	 女孩子还是不要从事危险的职业比较好。            
(4星)	 孙俪的安心很合适            
(5星)	 最喜欢剧中女主人公隐忍而又坚强的性格，面对三份爱情：初恋的甜蜜与后来与毛杰的邂逅与背叛，最后与杨瑞的相守相依。个人的恩怨情仇与国家与自己的理想交织在一起。让人回味无穷。            
(4星)	 喜欢这份沉甸甸的感情。            
(4星)	 虽然不喜欢佟大为，但孙俪还是相当不错的            
(NA)	 第一次认识孙俪            
(3星)	 毛杰好帅啊            
(5星)	 第一次让我哭了的电视剧  何润东好帅            
(4星)	 最好的海岩剧            
(NA)	 不管是书，还是电影或是电视连续剧我都看过。喜欢没道理。            
(3星)	 剧情离奇            
(3星)	 海岩警匪加爱情模式的典范之一，剧情的跌宕起伏性差了点~~超讨厌何Peter！            
(NA)	 孙俪与安心            
(5星)	 较成功的改编电视剧            
(4星)	 从这部片子喜欢上孙俪            
(2星)	 可怜的何润东            
(5星)	 无言以说；灵魂深处的触动。            
(5星)	 最喜欢海岩的这部小说啦~            
(5星)	 因为这部剧，喜欢上何润东~            
(NA)	 很久很久以前看的了，何润东比佟大为好多了！            
(NA)	 请你一定要比我幸福。            
(4星)	 看了此剧我才真正明白了什么叫深刻。。            
(4星)	 女主角的人生观价值观有问题            
(5星)	 演员演得很不错，跟书里的感觉很像            
(5星)	 这个叫安心的女子。            
(4星)	 還行吧 媽的            
(4星)	 蛮好看的            
(5星)	 喜欢孙俪。。。            
(NA)	 只为安心...            
(4星)	 出来混，迟早是要还的            
(4星)	 喜欢安心~~~~            
(2星)	 当时的孙俪（现在还比较顺眼哪里好看那 造型土 大饼脸  主角不好看就没什么兴趣            
(4星)	 对比着看了一下电影版的，感觉还是电视剧表现力强一些。看了整部戏后，觉得最委屈的就是毛杰。虽然身为毒贩，但是渴望爱情的心是那样真诚。自己深爱着的人害死了自己的家人，又因为这个人杀死了自己的儿子。这就是羊爱上狼的悲惨后果            
(4星)	 我看过的国产电视剧不多~但是这部还不错~以前不是很喜欢孙俪~但是慢慢就喜欢了~            
(5星)	 目前看过最喜欢的一部连续剧了            
(4星)	 孙俪当年很PP～～            
(NA)	 喜欢他写作的风格……            
(4星)	 一直没弄明白人物关系 直到百度知道...            
(5星)	 看得人真是纠心，没有每集都看。但已经深深被孙俪所吸引。很温柔。哎，为什么不让他们结婚呀。不过，以她的性格，也确实非走不可，看最后一集我哭的呀，稀里唏啦的。呵呵，有那样的爱情，也值了。            
(4星)	 孙俪还是蛮性感的            
(NA)	 ……很有演技的说，很喜欢这个情节。            
(4星)	 喜欢佟大为饰演的角色            
(4星)	 安心究竟算不算好女人？            
(4星)	 海岩的悲剧都太悲            
(4星)	 男戴观音女戴佛，不要戴错了            
(NA)	 1.孙俪有点矫情，其实我觉得她面相偏老，不适合装嫩！2.情节很古怪，爱情戏，扯来扯去又缉毒了，哎！            
(5星)	 当年觉得孙俪演的角色非常不错。            
(2星)	 海岩            
(5星)	 很完整的看过还几次  还是第一次如此对待海岩剧涅 (*^__^*) 嘻嘻……            
(5星)	 很nice。看过两部好的电视剧，这个算一，另外一个是，与青春有关的日子。            
(3星)	 孙俪是美人。            
(4星)	 这个女的也太...            
(5星)	 主要还是小东东在监狱里的咆哮让我永生难忘            
(5星)	 一个女子……            
(NA)	 喜欢安心这个角色。            
(5星)	 孙俪和佟大为的完美合作^_^代表作~            
(3星)	 完全没有办法和原著小说比较            
(5星)	 一晚读完            
(3星)	 何润东演的毛杰真不错···很贴切····            
(5星)	 有Peter，什么都力荐            
(3星)	 没有小说好看            
(4星)	 这时孙俪好看            
(3星)	 大学时看到哇哇哭~~            
(4星)	 当初还是真的很喜欢的            
(NA)	 孙俪也就演了这一部 不是滥片            
(4星)	 还行            
(5星)	 很好看            
(NA)	 喜欢，比我幸福；            
(5星)	 孙俪在里面很出色的说。            
(NA)	 从这部剧开始讨厌何润东的。演员啊，行差踏错一步，接错了一个角色，就可能丢掉一大批粉丝！            
(4星)	 怎么说当初也那么想让佟大为做一号来着...            
(5星)	 杨瑞,你太好了.            
(4星)	 海岩50%的经典剧            
(4星)	 还记得当然初中的我，是如何迷何润东的            
(5星)	 孙俪演得特别的好。情节不错，演员不错            
(4星)	 没原著好看            
(5星)	 是我对大陆剧的最初认识            
(5星)	 最喜欢            
(4星)	  孙俪             
(3星)	 演的很一般，剧情也很一般            
(3星)	 海岩的　还行            
(5星)	 玉观音 我真的非常非常喜欢 从场景的选择拍摄的手法到配乐旁白都很精致 是难得的一部高质量的内地剧 更值得推崇的是它的剧情 这是一个非常吸引人的故事 而且经得起推敲 那种看下去的欲望从片头曲的剪辑就开始了 还有 安心的配音很赞             
(4星)	 那时候的孙俪比较讨人喜欢            
(2星)	 抢佟大为的戏，嘿嘿            
(NA)	 我更喜欢电影版本的，可能有谢霆锋吧，我一直喜欢着努力的人            
(5星)	 最喜欢的电视剧，不可取代的地位~~            
(4星)	 好深沉。。。            
(4星)	 清楚地记得她的小裤子            
(3星)	 编剧海岩果然适合中国警察爱情故事 就是不是我喜欢的那种调调！！！            
(4星)	 当时的孙俪很不错~~            
(3星)	 看过。。的吧。应该是陆陆续续的看了一点，虽然没多喜欢孙俪但是当听说电影版是赵薇时还是晴天霹雳了。            
(3星)	 我不喜欢安心，不喜欢安心！            
(2星)	 不喜欢            
(NA)	 一个女人不应该有那么多故事 对那个男的很痛苦 对她自己更痛苦             
(5星)	 你说就这么经典的国内电视剧咋就没人支持饿.            
(3星)	 那时候就想不明白佟大为为什么不做小白脸。。多可惜啊。。。            
(3星)	 其实更喜欢小说。            
(5星)	 海岩经典，，捧红了俩主角            
(5星)	 看得我肝肠寸断的一部电视剧啊~跟何润东一样~我最喜欢毛杰~~            
(3星)	 如果是我，我会选择毛杰            
(3星)	 比电影版好            
(NA)	 同样是超级无敌爱            
(4星)	 第一次见识了孙俪的纯美。            
(3星)	 请你要记得比我幸福            
(5星)	 经典            
(5星)	 还是喜欢那时候刚出道的孙俪，自然没有一丝做作，无法描述的干净的感觉。喜欢这部片子，特别特别喜欢~            
(5星)	 我觉得是演得最好的一部   原著的精髓都诠释的很到位            
(NA)	 北京的那个秋天。。。            
(3星)	 本来想给4星的，但是很可惜，这么好的剧情和男女主角卖力的演出都让录音师的拾音器给毁了。整部片子可以看到无数次录音师的拾音器在画面的上方出现，可惜啊可惜！            
(4星)	 因为何润东。            
(4星)	 孙俪不错。            
(NA)	 最喜欢这一版的毛杰~            
(2星)	 电视剧版不好看。            
(4星)	 说实在的当时就那么多电视剧想不看也不行啊。            
(NA)	 没看到结局……            
(NA)	 这本书刚出的时候我就看啦 当时好希望能出电视剧 但是拍出来还是有点失望            
(NA)	 知道了海岩            
(2星)	 不喜欢安心,很讨厌杨瑞,可是向往他们的爱情.            
(4星)	 两个男主角都太符合我的审美了。            
(NA)	 大学时看的书先            
(5星)	 真的是经典，看过一遍又一遍··            
(4星)	 我很难接受改编            
(5星)	 是孙俪最好的一部戏            
(4星)	 故事确实不错            
(3星)	 警察美            
(3星)	 就是安心这个名字吸引。            
(4星)	 一直对男主演耿耿于怀，基于小说的评价            
(4星)	 看过一些！            
(NA)	 最早认识孙俪就是通过这部片子，所以对这部电视的印象很深啊            
(5星)	 很喜欢的电视剧 百看不厌            
(5星)	 2009.12            
(NA)	 我就是觉得小说写的挺牛的！            
(5星)	 三位演的都很棒，第一次认识佟大为这演员！~~~            
(4星)	 大陆 电视剧 连续剧            
(5星)	 喜欢玉观音里的佟大为            
(5星)	 当年追着海岩编剧的作品看.玩悬念,歌曲都特棒!            
(NA)	 在妈妈看的时候偷偷跟着看。            
(NA)	 爱人爱到安心的地步已经没有了  正是她的善良使她让人着迷而不是她的美丽            
(4星)	 看的片断。主要看海岩的书。孙俪和佟大为在本剧一炮而红。安心的形象教人想起永不瞑目里的陆毅。            
(3星)	 喜欢杨瑞，从此开始喜欢佟大为            
(3星)	 几集             
(4星)	 差不多在电视上看了80%，算不错            
(5星)	 喜欢安心            
(NA)	 啊，孙俪            
(4星)	 还不错吧            
(5星)	 海岩剧的经典            
(4星)	 喜欢.里面的人都喜欢            
(3星)	 年轻人都应该看看            
(4星)	 孙俪 令人惊讶的演员            
(NA)	 从这里开始喜欢孙俪            
(4星)	 悲情。            
(4星)	 清新的孙俪~~~让人心疼的毛杰，很过瘾的剧情            
(NA)	 很早以前看的当时是租的光盘2天全部看完看的过程中一会哭一会笑这个女子不寻常啊··            
(3星)	 先看的书，电视断断续续的看得            
(5星)	 相较于电影版的玉观音，我还是更偏爱这部电视剧版的玉观音~每个角色都很深入人心~！            
(5星)	 女人的一生中千万别犯错误。。。            
(NA)	 真实。喜欢云南！            
(NA)	 赵宝刚。孙俪。佟大为。            
(NA)	 淡淡的却爱地很深            
(4星)	 从这个时候爱上孙俪            
(NA)	 里面的孙MM真是清纯啊,那白色衬衣+蓝色牛仔裤^^^^^            
(5星)	 好爱安心。            
(NA)	 都红了            
(NA)	   为了爱情值得            
(NA)	 感动···            
(3星)	 不太记得了情节了，总觉的海岩的剧比琼瑶还那个，所以很少看，只是记得看到了孙俪，觉得她好像好像蒋勤勤的！            
(4星)	 认识孙俪，开始喜欢她            
(2星)	 断断续续的看的            
(3星)	 书绝对比电视好看~~            
(NA)	 看过书，断断续续看了很多遍电视剧，不错~            
(4星)	 就这样出名了            
(5星)	 我喜欢佟大为，这个里面的他是那么真实的一个人，爱他。孙俪的遭遇我只能说同情，她真的害死了很多人。怪谁？何润东好可怜，一辈子毁在一个女人的瞬间虚荣里了。哎！我喜欢这部片子。            
(4星)	 孙俪是从这里红的吧～            
(2星)	 虐得目不忍视            
(4星)	 苦戏！每个角色都无法幸福。            
(NA)	 2003            
(4星)	 高二的那一年，不知道看了多少遍。            
(5星)	 好看            
(4星)	 这个周末跟着电视台差不多把这个剧重看了一遍，只有跟爱的人在一起生活才是幸福的吧，还是要相信爱，总有那么个人让你觉得就是他、她了，彼此愿意牵手走完人生，那些柴米油盐的生活也从此美好起来，之前错过的放弃过的被放弃过的，还是因为不合适吧，勇敢的往前走，一切都会好起来的            
(3星)	 唉，请不要糟蹋书了            
(4星)	 何润东不错            
(NA)	 初识佟大为            
(4星)	 佟大为的第一个电视剧？孙俪也是新人？？还不错。            
(5星)	 妈妈说好看~~确实也比电影好看多了~~呵呵            
(NA)	 孙俪最适合平民装，华服倒使她失去了味道            
(NA)	 我喜欢 海岩的所有小说            
(4星)	 2005            
(NA)	 看海岩的第一部作品             
(4星)	 美丽的邂逅有时也是一种错误。            
(5星)	 单眼皮的大为呀             
(NA)	 经典的经典            
(NA)	 喜欢毛杰            
(4星)	 第一次看见佟大为            
(4星)	 人都需要保佑。            
(4星)	 还好....            
(4星)	 看过海岩的书，非常喜欢玉观音。虽然电视剧没有书好，但是也值得一看。            
(NA)	 玉观音            
(4星)	 情节挺复杂滴.            
(4星)	 孙俪不错。            
(4星)	 安心..            
(4星)	 海岩的作品中我很喜欢的一部            
(NA)	 倒叙方式。无间道的味道。            
(NA)	 玉观音            
(4星)	 佟大为老演这种痴情男人……            
(3星)	 开头是加拿大的风景吧，看得喜欢就看下去了，然后看完 。高三的无聊暑假。            
(5星)	 海岩作品中我很喜欢的一部            
(4星)	 妈妈很喜欢。我也喜欢            
(3星)	 觉得安心的经历过于复杂坎坷            
(4星)	 由此关注孙俪和佟大为。由此发现女人是否可爱与是否“离异有孩”无关。由此迷上单眼皮男人。            
(4星)	 海岩的小说挺好看的。            
(4星)	 海岩             
(4星)	 就是喜欢佟大为呢……            
(5星)	 孙俪实在是年轻漂亮，如果世界上有这样的女人，让我死我也要            
(3星)	 海岩作品            
(NA)	 好            
(NA)	 2003年            
(NA)	 如果可以，我也愿意这样的选择。在惶惶的恐惧中和爱情失之交臂。            
(5星)	 真的很喜欢佟大为演的杨瑞呢！ 也因为这个剧喜欢孙俪。只是后来发现她演什么都一样。有点质疑她的演技。            
(NA)	 书更好看～            
(4星)	 我深爱着云南这片土地。             
(4星)	 看了好多遍。            
(NA)	 真复杂            
(3星)	 还是电视剧好点。            
(NA)	 佟大为            
(NA)	 喜欢孙俪            
(NA)	 不错            
(3星)	 还是电影好看            
(4星)	 重温一遍，发现不少熟面孔，里面演佟大为女友的现在都火了，董璇、海清以及女主角孙俪。从头到尾哭了一溜。佟大为那时多瘦呀，不过还是有肌肉，脸也够小，虽不是标准帅哥，不过却别有味道。            
(3星)	 从那时开始讨厌佟大为，现在更讨厌了            
(5星)	 一直记得很清楚的场景，杨瑞坐火车去找安心，黑色的风衣，孤独，忧伤……            
(4星)	 喜歡麗江的風景.            
(NA)	 很少喜欢一个女演员，孙俪是一个。            
(5星)	 好看            
