http://movie.douban.com/subject/4967578/	秘密花园 시크릿 가든
(3星)	 情节紊乱呀。太奇怪了。            
(5星)	 太帅了！            
(4星)	 好玩好玩。            
(4星)	 后三分之一处有些拖沓。但是非常好看，玄彬变成小姑娘蹦蹦跳跳地说噢都开的时候真的非常非常的可耐。韩剧摆脱了简单的生病、病死，走向了新纪元啦。。玄彬演的非常的好。奥斯卡也非常的可爱，后面开始喜欢女2。            
(4星)	None
(2星)	 就因为好评如潮呀，为啥看了几遍都看不下去呀。对里面的演员完全无感呀。            
(5星)	 前面很搞笑，后面就感人了            
(NA)	 又回味了遍。。。。玄彬真的帅死了啊有木有啊。。。            
(5星)	 毫无疑问   完美的韩剧            
(4星)	 玄彬好帅啊好帅啊好帅            
(5星)	 很轻松，音乐也很好听。            
(4星)	 后半部分简直毁掉了前半部所有的感觉，韩剧只能是韩剧。@Home 终于看完了。。呼~~~~~~~~~~~~~~~            
(5星)	 追剧都把我整魔怔了╮(╯▽╰)╭             
(5星)	 很经典的片子 耐看            
(NA)	 感人！！！            
(4星)	 只是无聊 缺爱 就想着看看韩剧 特别喜欢玄彬啊啊啊 看了之后有些还没有看懂额额  总的来说 还是很喜欢的 虽然女主角需要帅气的那种感觉 但是河智苑的发型真的没把他的漂亮衬托出来。。。            
(4星)	 命运注定的 就是 在一起            
(5星)	 2011年初的那学期刚结束时，碰巧看到了秘密花园，看到最后一集时刚好演完，真是缘分啊~~同时，又惊为天人！完美的男人呐，完美的爱情呐~~            
(5星)	 不能自拔诶！我的巫婆！            
(4星)	 能看完。好像住在那样的屋子里，周围有大片的草坪和树林，围着芦苇的小湖。            
(3星)	 前面挺搞笑的，后面走感人路线，不太成功。玄的脸销的有点过了。。            
(NA)	 很美很温馨``            
(4星)	 堕落了  沉沦了            
(5星)	 有点像童话  但区别于以往那种狗血的模式  可以说是近年来难得的一部较有水准的偶像剧了吧  帅气的罗琳  真的 不能不爱上她...  很是让人嫉妒啊  罗琳和洙元  怎么可以生活的如此之幸福....            
(4星)	 后面看到车祸、失忆终于确定这是部韩剧。            
(4星)	 拍的不错，不过感动程度不及“九尾狐”            
(NA)	 爱就是  散步   漫步   陪伴  相随  白天 晚上 走走停停  停停走走            
(4星)	 萌那张脸啊~            
(2星)	 真心囧。。            
(5星)	 啊哈哈~~超级喜欢Oska啊~~            
(5星)	 真的很好看，玄彬在里面哈好玩，很可爱啊~~~经典的场面也很多~~~喜欢~~~            
(5星)	 很有爱~            
(5星)	 难得一部我看了50%以上的韩剧～～～玄彬的形象很讨喜啊～～～河智苑怎么成大饼脸了～～            
(5星)	 真的是好几年才能看到一部这么经典的韩剧            
(5星)	 玄彬真心帥！            
(NA)	 人鱼公主            
(5星)	 玄彬超级帅。            
(NA)	 2011.1            
(5星)	 爱死了玄彬            
(5星)	 不能自拔   作为少妇我为了追看这个熬了几天夜了            
(3星)	 演得不好……哎            
(2星)	 男女主互穿的狗血剧情。            
(NA)	 当时感觉还可以  就是结局 不太喜欢  虽然是圆满            
(4星)	 不错，没有王子与灰姑娘，但是依然很幸福            
(4星)	 剧情还行，主要看男主！！！            
(5星)	  為了玄彬給五顆星，那個角色真是太可愛了，而且很多場景很有愛~            
(5星)	 里面有些台词很Q，剧情其实并不突出，但是里面的主角足够抢眼，比一般的韩剧要好看吧，至少能吸引我的眼球。            
(5星)	 超好看~虽然也有一些老梗            
(4星)	 今年第一部韩剧，快进少于十次，玄彬是毒。。。            
(5星)	 在微博上看了仰卧起坐那一段之后我就彻底被秒杀了。。。噢~~小彬彬~~~(づ￣3￣)づ            
(2星)	 男二女二那段比较符合我口味            
(5星)	 玄彬是我心水的大叔款            
(5星)	 笑死了            
(5星)	 一无所有的人鱼会像泡沫一样消失，是因为她爱了            
(5星)	 很新颖            
(NA)	 玄彬。            
(5星)	 自诩为“社会指导层”的财阀三代与灰姑娘替身演员的魔幻爱情。最初不能接受暴瘦的玄彬，但奈何编剧把他塑造得太可爱了。对韩剧里面的王子和灰姑娘的故事永远没有抵抗力，谁叫人家编剧深谙腐女心理？谁叫人家的剧集从选角、剧本、台词、道具、配乐都能创新，这就是人家的偶像剧和咱的呕像剧的天渊之别。            
(4星)	 玄彬我爱死你的毒舌了……            
(3星)	 一部略带荒唐的典型韩剧~~~喜欢玄彬扮女人的表演~~~太搞了~~~            
(5星)	 好剧本，好演员            
(4星)	 玄彬完全就是我的菜啊，哈哈，配角们也好有爱~~~            
(3星)	 情节俗套，突兀且没有多少逻辑。但是，玄彬的帅气和搞笑让我舍不得错过。。。别人家的小孩都是怎么长的啊·！            
(4星)	 看完了！踏实了！搞论文！早睡早起！！！            
(5星)	 韩剧对我而言属于受不了太安静会拿来放的那种。但这部例外。玄彬的演技太好（萌+厚脸皮＋霸道），金朱元的书房太喜欢，制作很细心，OST很好听，有很多经典镜头，看一次心动一次呐。            
(4星)	 两人演技很棒。不过编剧明显偏爱男主，可惜了河智苑的演技。到后面女主的性格都没有了，男主倒犀利到底。            
(4星)	 介个 介个 不是电视剧吗            
(5星)	 河智苑我爱你            
(NA)	 这个嘛，一个字：好！2位演技都很好，而且玄彬你都帅到逆天了            
(3星)	 玄彬的房子装修很好            
(5星)	 完全被玄彬秒杀了！！ 是有多久没这种赶脚了！！！            
(4星)	 김 수한무 거북이와 두루미 삼천갑자 동방삭 치치카포 사리사리센타 워리워리 새부리깡 무드셀러 구름위 허리케인에 담벼락 서생원에 고양이 고양이는 바둑이             
(5星)	 好看的电视剧，因为秘密喜欢上玄彬，真的是很帅！有木有！！搞笑的部分和煽情的部分都有加分，虽然市带着童话色彩的电视剧，但是真的很完美。            
(5星)	 非常好看的一部韩剧            
(4星)	 逗乐剧 韩剧就是要你爱到死去活来- -            
(5星)	 玄彬很可爱            
(NA)	 时而逗你笑，时而被感动，时而觉得超级无厘头。演技很好。。。            
(4星)	 喜欢玄彬而已，河智苑蛮美的            
(5星)	 好吧~这个王子与灰姑娘的故事还是很动人的~            
(3星)	 我是不觉得有多么好看，不明白网友为什么反应那么好            
(5星)	 很棒~看过之后在想看一次~~            
(5星)	None
(5星)	 很出色，很努力的演员。            
(5星)	 一定会爱上它~            
(NA)	 好不错。。好神奇。。            
(4星)	 一星给二爷 一星给河姑娘 两星给辛苦干活的工作人员            
(4星)	 人鱼公主的故事被改写了尹尚贤与某人似曾相似            
(5星)	 继冬季恋歌后，让我狂飙泪的韩剧            
(3星)	 男主像猴子 剧情俗 依然没脱离韩式的俗套            
(5星)	 很久没看韩剧了,原因,你懂的.虽然依然梦幻,但是拍出了新意,泡沫kiss赞~\(≧▽≦)/~            
(5星)	 太tm好看了 后知后觉啊            
(4星)	 心动了            
(4星)	 轻松有趣~happy ending什么的最有爱了~            
(3星)	 我爲什麽總在考試季看這種無腦片...自從X之後,我口味真是大變...大便...            
(4星)	 会有这么精致的男人么？！童话童话！！！            
(5星)	 很搞笑的电视剧，玄彬与河智苑在一次意外中交换了灵魂，用对方的身体面对完全不一样的人生，在无法摆脱对方的同时渐渐萌生爱情。结局很感人！            
(5星)	 点解会甘好体~！晋升剧集第2啦！~            
(NA)	 跳着看的            
(4星)	 从不好看，然后一直想看，然后有又着没意思的过程。河智苑刚出场的时候好喜欢，之后就觉着长得好一般。玄彬这个锥子脸，我好想搁点肉给他。那个奥斯卡长得不怎么样，但是好可爱。那个恶毒女二越看越喜欢，挺美的，哈哈            
(5星)	 我已经中这个秘密花园的毒了·····            
(4星)	 太逗了            
(3星)	 这汝子，实在让我喜欢不起来            
(5星)	 前12集都是非常不错的，每集都有亮点，缺陷是后半截的悲情感觉相当不真实            
(4星)	 我是为了玄彬而投票的。剧情什么的就不值一提了。那个尹尚贤是不是整容了？和拜托小姐完全不一个样了啊。河智苑好难看啊。怎么还处处说她很漂亮。。真无语。不过玄彬是挺帅。还有小酒窝呢。            
(5星)	 让我感动到一塌糊涂`            
(5星)	 非常好看喔，~~~我本来是个不爱看很虚幻的电视的，看到两人换身时也觉得不想看，不喜欢看之类的情绪，但真的看完时还是觉得很好看。阿，~快被玄彬迷死了，~~~~~~让我又犯了一次花痴，嘿嘿。            
(4星)	None
(4星)	 有些狗血的剧情，但看到洙元决定最后跟罗琳换身那段还是忍不住哭的一塌糊涂。            
(5星)	 太好看！            
(3星)	 女二长得好好看啊~~~            
(NA)	 最爱他了            
(5星)	 新世纪好男人            
(4星)	 喜欢里面的主题曲。不过这个是电视剧啊~            
(4星)	 其实在点击“看过”时，心是虚的，因为只和朋友看过几集，但凭着对剧情的全位了解，颤巍巍的点完了看过。很是不错不错不错~周围朋友的反响好到一个不行~            
(5星)	 一开始被人害的快进看，结果失去了兴趣。直到后来一个人有机会安静的看了才发现情节真的很曲折，超级好看的。男人很帅诶！！            
(3星)	 前面部分还行，后面难逃韩剧宿命。            
(2星)	 不好看            
(4星)	 阿姆斯特丹布鲁塞尔慕尼黑，终于看完了…… 剧情狗血台词犀利主角配角设定什么的都好可爱~~            
(5星)	 第一次看到韩剧也可以拍成这样，挺新鲜滴。还有就是玄彬在里面好搞笑哦~只是看得我有点晕忽忽的。            
(3星)	 就是来看河智苑的，因为短发河智苑给3星，好美好美啊~~特招人疼的小女人~~男二号女二号之间的感情故事我有触动。奥斯卡、玄彬也都不错。            
(NA)	 刚开始是冲着玄彬看下去的，后来觉得互换角色后两个主演都演得超棒的，各自的个性使得这段恋情一直很纠结。。果然爱情里酷酷的性格注定要遭罪的~            
(4星)	 玄彬真心帅！！！            
(4星)	 今年上半年看过的难得一部好看的            
(3星)	 我很不喜欢河智苑。冲着玄彬看的，但是灵魂总换来换去的实在是换的我好烦，没看完。            
(5星)	 和以前俗套的韩剧不太一样，近几年最喜欢的，玄彬好帅啊……            
(5星)	 看的时候很激动 现在没感觉了            
(5星)	 很少看韩剧, 非创非常喜欢~~            
(NA)	 恩，不错的，可以看，现实中的童话，处理得比较好，最后男女主角的感觉稍微有点木讷            
(2星)	 磨叽            
(4星)	 从来不自己看韩剧的我还是看了这部。。玄彬帅呀帅呀~            
(4星)	 虽然我有一点一直搞不懂，女主角的爸爸的作用是什么不过看在玄彬这么帅的面子上就不介意了            
(5星)	 太好看的韩剧思密达~~~~            
(5星)	 河智苑的演技真的很赞            
(5星)	 最后一集特别有爱啊。其实，如果没有尹瑟的话OSKA和那个好可爱的小受在一块儿也特别有爱啊。又花痴了。            
(5星)	 小玄子最帅了~            
(NA)	 个别插曲还行              
(4星)	 多年不看韩剧，偶尔消遣自虐下            
(5星)	 很好的一部韩剧，互换灵魂那儿很搞笑..后几集太虐人了。。。看完这个韩剧才发现玄彬好帅啊- -            
(NA)	 其实很深情的刻薄男            
(4星)	 真的很久没看韩剧了~ 玄彬演的太好了，就算他把腮帮子都磨平了我也喜欢他！            
(4星)	 互换身体是亮点 歌也不错 喜欢            
(3星)	 好吧，这种东西真的很魅惑啊很想做梦啊……            
(5星)	 为二爷量身打造的么...            
(5星)	 “三石可以跟千秋SAMA组个脱水蔬菜二人组。。。”看到这个短评我就会心的喷了。。。每次他妈一出来长白山我就恐慌！你俩真的很配！在一起吧！            
(5星)	 着迷·沉迷·痴迷好看·喜欢·爱     玄彬的演技真是无可挑剔啊            
(NA)	 实力养眼的二人组 不能不爱啊。不过 只能看一遍。。。。            
(5星)	 追了一段时间            
(4星)	 玄彬狂帅，演被女主角上身演得很好！            
(3星)	 有点搞笑有点感动，但每次韩剧看到后面就有点不想看了呢            
(NA)	 更感动于两人同批一床被子什么都不干，静静地，流淌着幸福            
(3星)	 很玄乎的一部片，我觉得还不错            
(4星)	 嘎嘎，其实看完一段时间了。额，犯花痴，冲着玄彬去的。还是很好看的电影。            
(4星)	 玄彬真是太帅了。            
(5星)	 玄彬那就是我的大爱啊，还能说什么呢，就是喜欢啊。            
(2星)	 女主角的发型体型还有服装风格都不是我的菜。看到最后一集直接快进了。            
(4星)	 2011.04.30 end            
(NA)	 对爱情的偶像剧虽会看一些但潜意识的不接受。没有完全看完，不过对于两人互换灵魂那几集玄斌的表演，无比欣赏。            
(4星)	 虽然很多人推荐，我还是跳过中间直接看了最后一集，习惯了美剧的快节奏，看韩剧直接想睡觉。。。            
(3星)	 一切只因为玄彬！！剧情嘛 再减个两集的分量！！            
(4星)	 玄彬真是一个帅锅……            
(4星)	 依旧使经典，极富逻辑的思维            
(NA)	 看了好几遍，还是觉得感动····            
(5星)	 看完中毒了~~~ 很美好的故事,沉浸了很久&gt;&lt;            
(3星)	 剧情一般 可是为了玄彬还是看完了^^            
(4星)	 爱的死去活来的，帅哥果然是王道&gt;&lt;            
(4星)	 玄彬瘦了好多，里面笑点很多，很有爱呀。其实我觉得那个作词的泰善什么的，长的白白净净，给人冷冷清清的感觉，好帅啊。Oskar也很可爱。第十八集赔了不少眼泪，周元和昏迷的罗琳换身，罗琳在周元的身体中醒来时，泪啊~~~            
(NA)	 男猪帅，剧也很好看···大爱            
(5星)	 看过两遍了啦~            
(4星)	 好吧……剧情有够狗血但是为了玄彬多加一星~            
(5星)	 玄彬幼稚的很可爱。            
(5星)	 还真的不错。。。            
(5星)	 玄彬 玄彬 您好要好好当兵 然后出来拍“大爷” 强推韩剧两部之一            
(NA)	 很有爱，可惜只是是童话。。。            
(5星)	 玄彬太帅了！！            
(3星)	 故事本事太科幻了~            
(5星)	 看到玄彬，世界就安静了...            
(5星)	 不看就是损失！！！！！            
(5星)	 非常喜欢的韩剧，唯一追着看完的韩剧。不对情节发表评论，纯粹娱乐，非常好看。            
(5星)	 啊^不舍得!!!居然看完了TAT            
(5星)	 玄彬的脸真是艺术。            
(4星)	 玄彬真的好帅            
(5星)	 玄彬。玄彬。玄彬。玄彬。玄彬。            
(NA)	 好看呀！！玄彬穿西装帅呆了            
(4星)	 音乐不错，男主角非常到位，hmmmm。。。            
(5星)	 台词，剧情，演员，都灰常耐人寻味~~            
(4星)	 笑点很有趣~            
(4星)	 我爱帅锅锅~            
(5星)	 超级好看！玄彬这部片子里演太好了，扮相也非常喜欢~河智苑也不错            
(5星)	 经典呀···玄彬！老娘我爱上了你！            
(4星)	 我不是花痴，我是大花痴~吼吼~炫彬同学虽然比不上张东健童鞋那样有味道，但也是帅得掉渣啦~电视剧前部搞笑，后部太韩剧~喜欢河智苑那样的女生over~            
(5星)	 二爷入伍前的三部巨作之一，恩恩恩~   品味SG坐等二爷回归！！！            
(5星)	 改变了我对玄冰的成见，            
(4星)	 虽然我没有看后面几集，但前面的确不错            
(5星)	 ！！！            
(3星)	 一颗星给玄彬，消瘦了还是很好看.....一颗星给反串，两个主演的反串部分演技还不错，特别是泰平那巨萌无比的羞涩模样一颗星给金周元，他那一刻不停的散步的幻想            
(5星)	 男女交换身体，引发的一系列误会和笑点。太逗了，笑得我啊！！个人觉得玄彬和河智苑挺般配的。            
(5星)	 最爱❤金抽抽和吉喵咪            
(5星)	 帅哥啊帅哥啊帅哥啊！！！            
(5星)	 有段把人看的哭的呀  爱上戏里的玄彬了            
(3星)	 还可以啦。。。。            
(2星)	 挑战我的忍受极限            
(3星)	 青春末期，看不动咯，河智苑像个小伙子，跟玄彬站一块像哥俩儿。            
(5星)	 好看死了！还在连载的时候天天等着盼着，是2010年最好看的韩剧，深深的爱上小玄子~            
(5星)	 很温馨的片子 为什么韩国演员都如此含情脉脉诶~            
(5星)	 最近几年看的比较好看的韩剧了            
(3星)	 没看完。。            
(5星)	 韩剧排行榜第一呢 还是第二呢            
(NA)	 还是那种帅气霸气又可爱的人无敌啊~            
(5星)	 剧情轻松可爱 多一星给阿三哥  脸小的让人不能忍  卖萌太可爱了            
(3星)	 主要演员的演技没得说，就是这个来回变身让人情何以堪啊...            
(2星)	 好吧 我承认我居然看了十集 我确实有够无聊 btw 主题曲真的很难听 然后又一直复播            
(5星)	 看到海报我就忍不住想看了，果然没让我失望。            
(5星)	 刚开始看的时候觉得和王子与灰姑娘的老套剧情没什么不一样，到最后就是男猪脚爱上了相貌平平，家境贫困的女猪脚，可我还是深深的被这样的狗血俗套剧情迷住了，还流了很多眼泪~或许这样的电视剧表现出了我内心的美好愿望吧~这个社会是那么现实，神马神马都要和钱挂钩~多希望身边多一些和世俗挑战的人            
(4星)	 玄彬哥哥唱歌很好听            
(3星)	 是为了玄彬才看的 但是看到第三集就看不下去了，，，我更喜欢他们生活的世界             
(4星)	 SBS周末剧《秘密花园》中玄彬和尹尚贤的住宅及作为排练室登场的地点是位于京畿道骊州的Maim vision village。该处是宣传化妆品和绿色食品等业务的Maim企业的研究院。这里在《冬日恋歌》中作为裴勇俊的别墅登场，同时也未中断过被用作电视剧及广告拍摄地的联系邀请。            
(5星)	 看过会想念的电影！            
(5星)	 细节太给力了。玄彬太帅了            
(4星)	 矮油，帅死了啦～～            
(3星)	 得分这么高啊，觉得一般呀，不过脱离了以往韩剧的影子，最近4年来唯一看完的一部韩剧。            
(5星)	 连从来不看韩剧的人，都跟着看了，说明此剧魅力不假            
(4星)	 那个女人.......那个男人.....            
(5星)	 近期看的最好的韩剧，雨前赴死那段居然能把泪点上升中的我弄哭。音乐极好，成诗京的温柔声音依旧。            
(5星)	 玄彬你干嘛这么帅呀！！奥斯卡也很可爱。三十几岁的男人真的都能这么兼具男人和男孩的特质，多完美啊～依然是灰姑娘的故事，加入了互换身体的神神叨叨，虽然波折不断，但是最后发现其实全剧没有一个坏人，过程其实都很欢乐，即使剧情狗血，却依然是一部非常有爱的剧。玄彬好帅，真的好帅啊！！            
(4星)	 最后之舞+父女七日变+傲慢与偏见. 新意够了，但是不够让我中毒.呵呵。            
(5星)	 虽然还是走“灰姑娘”的套路，但是大部分剧情设置还是很有新意的，尤其是男女互换灵魂的桥段，演员的演出很有意思。还有喜欢看很有喜感的OSKA的部分。            
(4星)	 女主角不好看  别的还好            
(4星)	 女二太帅了！！！            
(3星)	 整部片子感觉玄彬很有魅力！            
(4星)	 玄彬yesyesyes~`            
(3星)	 第一次觉得玄彬帅 河智苑还是挺好 看了一半 实在看不下去的 纠结            
(5星)	 好看到正无穷            
(NA)	 玄彬 玄彬 玄彬            
(4星)	 故事还真是特别啊…            
(5星)	 good            
(5星)	 谢谢二爷！谢谢花园！寒假詪快乐。            
(5星)	 大爱 大爱不管是演员阵容还是剧情都很对味 特别是男主角和女主角的爱情 哦买噶 骗了我好多眼泪啊            
(NA)	 算韩剧中 真的不错的了            
(5星)	 这剧让我回不了现实。            
(5星)	 如果人的品位是随时间变化的，那么在2011年的4月份，在开学两个月左右的时候，我的品位就是《秘密花园》，爱到不行！我所能想到的最完美的剧情、模式就是这样子的！好的电视剧能让人迷恋里面的演员以及制作它的编导。我喜欢上了金大人。            
(5星)	 那个女人....嗯，好听            
(5星)	 真是被玄彬亮瞎了……太帅了            
(5星)	 俩人很有意思，演员挺喜欢，情节很不错。            
(5星)	 感动..            
(NA)	 好吧,我已经无聊到看韩剧了...但是玄彬瘦了真的更迷淫...爱死他了...            
(5星)	 爱这部片子，看完《对不起，我爱你》之后唯一看的完整的韩剧，话说就看过这么两部韩剧。虽然涉及神话的色彩，但是却感动的一趟糊涂，话说玄彬能不能不要这么的帅，太没天理。本来已经过了憧憬charming price的年龄，干嘛还要让我傻傻的花痴一把，唉，看来我的心里年龄成长的有些滞后了。            
(5星)	 34歲的金社長那麼那麼帥。21歲的金社長那麼那麼可愛。玄彬啊~~~~~PS：這把年紀還犯花癡的女銀，無論如何都傷不起啊~傷不起！            
(4星)	 没看完...据说烂尾了？有心情的时候还是看看吧..大爱玄彬~出乎意料..流畅地看完了..没有烂尾..玄彬一星..金莎朗一星（个人喜好）..四星推荐...            
(4星)	 很久没看韩剧了。又回到了当年追看《蓝色生死恋》时的心境。感动啊，还是。            
(4星)	 现在对这种女主有点接受无能=。=            
(4星)	None
(5星)	 挺喜欢的，虽然很不现实的矛盾着。。呵呵~代价是昨晚通宵了~哎~~~            
(5星)	 噢 玄彬帅死了！！            
(5星)	 这个也是童话            
(5星)	 今年寒假是你陪着我╭(╯3╰)╮            
(5星)	 都好看都好看啦~~            
(5星)	 让我一个晚上失眠……            
(4星)	 喜欢OSKA.怪不得那么眼熟,原来是《拜托小姐》里的男1啊,在那部剧里我就喜欢他了,虽然他有非常严重的罗圈腿.本剧有几首歌超级好听,除了几首纯音乐,还有4MEN的《理由》,BOIS的《只剩下伤痛》,白智英的《那个女人》||全部看完后觉得整部剧挺完整的,配角也都很出彩,不错.加1星            
(2星)	 我看不懂电视剧了怎么办！！！            
(4星)	 挺不错的~~            
(4星)	 好吧，这是我看的第一部韩剧，在一个空闲的档口加上舍友的力荐。应该每一个青春少女都有看韩剧的经历吧，可是我没有诶，连蓝色生死恋都没怎么看过。一直对韩剧里的所谓浪漫有些小鄙夷咯。可能我天生就比较现实。不过不得不承认这部剧的剧情还是有点意思的。不过我始终不会是看着韩剧哭哭啼啼的女生咯。            
(5星)	 原来你也是我的人鱼公主！            
(NA)	 看到过DVD封皮上的介绍，说这是一个浪漫彻骨的爱情故事，是这样的            
(NA)	 很好看，韩剧就像有魔法一样，虽然也是个灰姑娘的故事，但是百看不厌哦，细节上处理的都很好。            
(NA)	 姐，难道是深邃的大叔控？？            
(5星)	 印象深刻17集的时候哭死我插曲很好听            
(5星)	 太太太太太有爱啦！玄彬乃演的揍是一奇葩吖！生命不息，韩剧不SHI!            
(NA)	 人鱼公主的故事，是不是有了这些童话的憧憬，生活变得简单。早上七点多的时候看完，真的就下雨了。            
(NA)	 瘦成那个样子我的妈呀            
(4星)	 真的觉得玄彬的脸整过的！            
(NA)	 忘不了那个金抽抽啊！想你啊，近金帅！等你回来啊！            
(4星)	 值得纪念的一部片子，有很多回忆            
(NA)	 究竟可以多执着。是怎样被吸引的？我知道 都没有理由            
(4星)	 2011,04，19--2011,04,23            
(4星)	 玄彬就一小受样啊！表哥表弟CP是王道！            
(4星)	 难得看韩剧            
(4星)	 好美的梦~            
(5星)	 金朱元的好奇的刻薄的幽默的一切的一切，都是爱的理由。吉罗琳由河智苑果然是帅气的。奥斯卡大叔般的帅气= =\(^o^)/~总之。love没道理。玄彬，woli二爷。            
(4星)	 女猪脚太丑            
(5星)	 挚爱啊            
(5星)	 很久没看过这么好看的剧集了。            
(3星)	 俺好久没花痴了 哎            
(4星)	 玄彬加分！！！这男人太完美，简直让人难以接受            
(5星)	 不能给六星啊            
(5星)	 主角配角都很有爱！！            
(4星)	 小玄子(づ￣ 3￣)づ            
(3星)	 其实并不是特别好看，前后就看了四集，但是被一幕深深地打动了，就是玄彬做仰卧起坐时，河智苑帮他压腿，然后玄彬突然就坐起来贴到河智苑的脸面前。玄彬接受采访时说，当他演这幕时，他也被河智苑感动到了，我相信当时他们是用真感情来演的！            
(5星)	 难得那么花痴。             
(5星)	 矮油喂～～ 看第二次必须给五星！            
(5星)	 河智苑！！！pretty girl啊            
(3星)	 终于看完了~~            
(3星)	 一般。。。            
(4星)	 不得不承认，很专业，很敬业，让国内一味追求投资回报的电视电影人情何以堪            
(5星)	 一个有钱人狂追一个平民女孩，最后变得连身家都没了，大团圆的故事.......如果跟一个男的互换了灵魂，真的还能那么冷静...还能换完再换，最后变成浪漫爱情故事....            
(4星)	 还不错啊。玄彬演技好啊。河智苑很适合这个角色。            
(5星)	 大爱~            
(5星)	 好喜欢玄彬~~~            
(5星)	 玄彬帅啊！            
(4星)	None
(NA)	 不错            
(3星)	 当身份互换时 真的很逗 不过身为韩剧 还是有一点磨叽的 不过还是很好的 在近期的韩剧中 真的算不错了            
(4星)	 幸亏~河智苑变了回女人            
(NA)	 重新再看韩剧的起点啊。玄彬是个好男人，哈哈哈。            
(4星)	 玄彬好帅。            
(5星)	 玄彬我的男人，太TM帅了。            
(4星)	 玄彬，你是有多大的魅力啊。我身边的两个女人天天嚷着你的名字。            
(5星)	 它讲出了其他偶像剧不敢说出的话            
(NA)	 难得的佳作～            
(4星)	 突然发现，，我看过的韩剧都是有钱的社长或歌星和平凡但性格坚韧善良的女孩儿的故事。。。。= =            
(4星)	 女主应该再漂亮点，玄幻色彩再少点，就可以五颗星。。。。            
(NA)	 郑州            
(5星)	 灰姑娘的爱情            
(4星)	 最爱的一部韩剧。            
(2星)	 觉得没意思            
(NA)	 有史以来第一次发花痴  玄彬太帅啦 不是因为爱你 而是因为只爱你            
(5星)	 不错            
(5星)	 帅！养眼！            
(NA)	 蛮轻松的韩剧··还不错···我也好想灵魂交换啊···            
(5星)	 出了宋慧乔我看谁跟玄彬在一起都不顺眼！！！所以一直一次看点点才看完真讨厌河智苑啊啊啊！！！O瑟那对还比较喜欢~            
(5星)	 恩~值得一看            
(NA)	 和舍友一起看滴~~好玩            
(3星)	 玄彬还是那么可爱，有点儿痞有点儿帅。太长了点儿，有点儿啰嗦，浓缩一些会更好，总体还行吧            
(NA)	 很不错的韩剧            
(5星)	 喜欢玄彬的表演··            
(4星)	 小倔强的男女主，交换灵魂的桥段，又一个灰姑娘的故事            
(5星)	 值得看~~~让人羡慕的王子的执着...            
(NA)	 玄彬很帅，河智苑很有个性，目前最爱的韩剧了。。。            
(3星)	 玄彬小帅锅呀呀呀呀～剧情有点无厘头            
(4星)	 带有神秘的奇幻色彩啊……            
(5星)	 哲学家小姐喜欢的~             
(3星)	 玄彬瘦了更帅了            
(5星)	 只看了开始跟后面一部分，但发觉这戏里的玄彬很养眼...男生的发型原来也很关键~河智苑算是自己喜欢的为数不多的韩剧女星，但，这个剧里面的她好残，难道真的是岁月催人老？还是说整容后遗症出现了？做明星不容易啊~最后，再花痴的说句：这个剧里的玄彬好美貌            
(5星)	 我看过的，最好的，韩剧            
(4星)	 喜欢里面的好多配角，比如秘书，比如奥斯卡。            
(5星)	  生活太可怕 偶尔做场白日梦也是好的~            
(5星)	 因为这部电视剧完全爱上玄彬~不解释~            
(NA)	 玄彬好帅呀~            
(5星)	 最爱的韩剧~~~无可替代            
(5星)	 纪念又一次的花痴，在这把年纪……            
(5星)	 喔唷！玄彬太帅了，抵挡不了他的眼神！！！剧情一般，曲折的有点离谱，那个花酒……            
(4星)	 作为韩剧，它有所突破。            
(2星)	 碰到像韩剧这种没脑子的东西真是让人哭笑不得。。。            
(3星)	 王子与灰姑娘的故事。没什么悸动。有些无厘头。一直不明白为什么玄彬会喜欢上河智苑。难道是一见钟情吗？不理解。            
(5星)	 大爱            
(5星)	 太好看了。萌点好多，剧本也强。玄彬越来越有味道了：他的侧脸，他的眼神，他的身材，他的演技。“对所有人来说，都会经历魔法的瞬间，那一瞬间，也许久是爱情收获的瞬间。爱情也许跟打扫庭院一样，希望你的庭院里也开满鲜花。吹着凉风，照耀着灿烂的阳光，还有，偶尔下着魔法的雨。”            
(5星)	 我承认这是我去年看的唯一部棒子连续剧！            
(5星)	 不一样的灰姑娘和王子的戏码，同样的狗尾续貂。但是卖萌得很到点。            
(NA)	 很喜欢这部剧，剧情很好，不像有些韩剧般拖沓烂俗            
(4星)	 对于一部韩剧真是不能奢求更多了,玄斌太萌了!娇羞踮脚ing...            
(5星)	 最让人心动的毒舌王子。比女一还帅气，还爱耍酷的女二。最爱耍宝的男二。玄彬在这部戏里，俘获了万千大妈、大婶、大姐、小妹、gay男的心。            
(4星)	 换魂和男主角的毒舌是亮点，情节相对很不拖沓了            
(3星)	 有失意内容,后半部很老套的,前几级很好看呀            
(4星)	 还是有新意嘛            
(3星)	 如果没有奥斯卡和肖恩这剧谁看啊            
(5星)	 小玄子，你那忧郁气质啊！！！等你当兵回来啊            
(4星)	 怪不得你得到了3分2的top1排行咧~            
(4星)	 四月中旬，白羊运动美美 ~            
(3星)	 前面觉得还可以。。。后面就不知所云了。。。对高分表示不解            
(5星)	 扯当然是有的，但是萌点很多。读最后那封信的时候，泪崩了。这部剧闪光点不少，而玄彬大放异彩。            
(4星)	 玄彬瘦太多不好看            
(3星)	 玄彬还是挺喜欢的..             
(5星)	 好看好玩            
