http://movie.douban.com/subject/4935039/	新还珠格格
(1星)	 这部新还珠完全毁灭了芒果台在我心中的形象            
(NA)	 还是因为zt啊！就是看着玩的，看他们怎么个搞笑。。。。一边看一边指指点点哈哈笑笑            
(1星)	 本来当笑话看的，看到老燕子跟鸡商量班杰明的终身大事，简直悲愤了。老版你要养小鸽子，好歹是个人，新版的老燕子居然要养鸡，我去你个老燕子。昨晚还唱有一个姑娘，撅嘴装可爱，好嘛，我坚持到底才有发言权，看你恶心到什么地步。            
(1星)	 用小可爱的话来说，敢不敢有10S 就10S不雷呢            
(1星)	 木有零星可以打……            
(1星)	 恶心死我了！！容嬷嬷你怎么不虐死她们呢！！！！            
(1星)	 看了四五集，实在是不应该这么匆忙就评价，但是我估计是再也不会看下去了，小燕子太二，五阿哥长的也太欠扁了，尔康本来应该是个群众演员或者是太监水平的角色，真是撑不起场面，唯一想看的就是本杰明，但是也看不出啥吸引人的地方，紫薇有轻微的21三体综合征迹象，完全看不出是才女之后            
(4星)	 其实我觉得还不错啊......            
(1星)	 两个傻子的戏            
(5星)	 我就是喜欢。。            
(1星)	 冲这个狗血结局，三星改一星，什么玩意儿....            
(1星)	 我就想看皇后和容嬷嬷是怎么折磨三个妖怪的，这里显示出林心如的演技是多么的好。            
(5星)	 搞笑片！奇葩啊！！！！            
(1星)	 钛合金狗眼，瞎了            
(1星)	 太难看！            
(1星)	 这已经不是雷了，简直侮辱了前作。            
(1星)	 可以只给半星么=  =            
(1星)	 为毛里面人长的都很像。。为毛自慰长的确实很自慰。。为毛老燕子有颗媒婆痣还说自己有小燕子血。。为毛里面会有严重的A片。。天呐。。里面还会穿肯塔基。。神呐。。杀了我吧。。。            
(1星)	 现在的电视剧不知道从什么时候起老是喜欢拍这样雷人的片子，从电视剧就可以看出这个社会的一切向钱看，浮躁之风···这个新还珠，就是一部超级无语的电视剧···            
(1星)	 台词雷人到极点，演员一个比一个丑~            
(1星)	 为了打个星吧封尘几年的账号找出来 烂的无以复加            
(1星)	 我总算忍不了了，电视剧只有1星 = =。多加个给张益达。小燕子的说话的感觉太奇怪了，总觉得重音不对。紫薇就是个悠嘻猴。。。。            
(NA)	 边看边吐槽最high~            
(NA)	 我居然看完了            
(1星)	 雷死人的电视剧，只想说这个紫薇长着一副丫头的模样硬是要演格格，琼瑶怎么就看上她演紫薇呢？想不明白            
(1星)	 我只能说 除了几个主角看不顺眼    我看谁都挺好   特别是容嬷嬷   求你干掉他们吧     我以前看还珠老想着    现在 看一眼就要吐             
(1星)	 实习期间没玩找茬用~            
(3星)	 我实在实在是不还意思跟别人说我正在追看还珠格格，我怕被别人耻笑，怕被别人看不起...现在都追到84集了，尼玛，绝对的伤不起，媒婆痣的小燕子斗鸡眼的紫薇面瘫的永琪，还有神神叨叨的四大才子，最正常的恐怕是可爱的皇后了吧~！尼玛，我追看了这么多集这是怎么了？尼玛可是我为什么会一直追下去呢？？            
(1星)	 越看越讨厌小燕子啊，这什么脑残剧本！！！永琪真是亏大了            
(1星)	 麻痹，你妹的，浪费我时间            
(NA)	 我弃剧了！            
(1星)	 对不起，我只看了第一集的前10分钟就被初登场的紫薇给雷到了，紧接着又被武功盖世的红衣裳少女小燕子给雷到了。            
(3星)	 其实没那么糟，还是挺好玩的。发现“五阿哥”和“尔康”居然都是辽宁人，哇塞！终于熬夜看完，最后的5阿哥作为终于有点爷们了。            
(4星)	 没有那么糟糕吧。超喜欢尔泰和柳红。            
(1星)	 吐槽神剧            
(1星)	 晴儿还是很可爱的啊，喜欢            
(1星)	 确实低智商化            
(2星)	 这是恶搞吗！！！！            
(1星)	 见过雷的 没见过这么雷的。。。一星给林心如            
(1星)	 琼瑶奶奶,尼玛你眼瞎了么,选的一群尼玛啥么演员!            
(1星)	 翻拍``````            
(1星)	 强烈建议豆瓣设置不打分不想看选项！！！            
(5星)	 给我带来欢乐            
(1星)	 此生看过的最最雷人的电视剧了，台词雷到无语，演技恶心到几点，有五星的评价，我想给-5星            
(1星)	 天雷滚滚劈死你们这帮妖孽 NMD打五星的大部分是托儿            
(2星)	 色情片儿= =            
(5星)	 。。。            
(1星)	 救命有人天天在看忍不住来吐槽..简直就是哗众取宠无理取闹莫名其妙一部就够了还来拍第二部....故事没亮点笑点没笑点,这种被时代淘汰的东西为什么还会上演简直是理解不能，            
(1星)	 无神眼VS招风耳            
(1星)	 啊哈，极度郁闷的时候，你还有新还珠喔！            
(1星)	 烂透了            
(NA)	 不觉得很搞笑么。。。完全当成搞笑片的话。。。            
(1星)	 连这一星都不想给啊！冲着剧情去的，也是因为林心如，秦岚，张嘉倪去的！哎主角没配角有吸引力啊！            
(4星)	 当笑话看不好么？当小电影，当恐怖片，当啦啦片，当搞基片，都行啊！！            
(1星)	 就是为了来给它打最低分，怎么木有零星            
(NA)	 闹剧一场            
(1星)	 雷得我内焦外嫩            
(NA)	   看不下去啊  就这还是收视率第一  从哪里能看出来啊  他们想的吧            
(1星)	 可以考虑改名叫《犀利姐姐》            
(1星)	 大型励志剧 大型色情片！            
(1星)	 怎么都和王宝强一样都是本色出演吗？没有表演吗？现在的演员都趋近于这种形式了吗？都是那些电影节的评委的错             
(1星)	 为民意出一份小力            
(NA)	 。。。。。            
(1星)	 这颗星呢 是为了里面出现的林心如给的，，作为一部史无前例的烂片实在不想多说，            
(2星)	 不至于太差，不过模仿的没亮点。该让翻拍风停了。 那句“你满了我就。。”笑喷了            
(1星)	 看完之后，果断一星！            
(2星)	 果然我对儿子不娶母亲哭闹的戏码比较感兴趣，看完这段后再也看不下去了，在也看不得小燕子瞪眼睛了，你是故意的吧。            
(1星)	 傻逼燕子一直干瞪眼睛，那个紫薇的大黑手好像熊掌，看到尔康总觉得嘴巴像是小龙虾过敏一样，那个五阿哥仿佛说话用力点嘴巴马上撕裂            
(1星)	 这颗星是给林心如的！！            
(1星)	 这样的垃圾不给一星？？不能理解啊。难道那些给五星的都和“小燕子”一样，属于未开化的阶层。也只有这个解释了.................            
(1星)	 老子没看过，老子是来站队形的。老子要亲眼见证并参与豆瓣最低分影片的诞生。你们就不能加把劲刷到三分以下呢。            
(1星)	 你满了 我就溢出来了 为了这句打个星            
(1星)	 胡来卫视，这一部比硫酸雨腐蚀性更强！            
(1星)	 虽然一个片段没看，但是光是看吐槽我就已经够呕了，鄙视我吧，我就是来刷低分的。            
(2星)	 其实绝的那个剧情太做作，越演越觉得无聊，过来过去就那点玩法，没什么 意思，还有那个紫薇从说话，就感觉太做作了，感觉她就是一个傀儡，背台词呢，四大才子就感觉是在抢镜头呢，没有太大意义，也不搞笑，好像就是在补片长，总的来说无聊啊            
(1星)	 不是特别的雷  一般般            
(5星)	 看了才知道，把它当成新片来看，拍的还是不错的            
(3星)	 主要是演技问题，长相我可以忽略            
(2星)	 再精良的制作也不能弥补剧情的二，当年还珠怎么就没觉得剧情这么幼稚呢……成年人看觉得扯淡，又教坏小盆友。这片跟宫一样打着古装的幌子拍现代言情，各种不靠谱，白瞎某些还凑合的演员了。            
(1星)	 实在太内个了！！！一代人的记忆啊，生生毁了，主创还一直说，有攻击才说明有关注，靠这个搏关注，太不要face了吧            
(3星)	 一星给张益达，一星给张大炮，一星给snake,哇咔咔~            
(2星)	 赵薇经过十几年证明了一件事：小燕子不是是个人就能演成功的。            
(1星)	 紫薇真的好招风耳。。。            
(2星)	 个人觉得雷度尚好，紫薇是真丑，小燕子却还是挺像的，比黄奕那部强，五阿哥气场不足，尔泰还比较有阿哥的范儿，不习惯张益达演的这么正经，但还行，配角都长得不错...喜欢这部的晴儿...越到后面越不行，看不下去了            
(3星)	 还算好吧，没网上说的这么差。不过那“四大才子”只能说有神经病，一会孙悟空，一会玉皇大帝的。数码天空反制，看不到华视了，最后三分之一看不了了。            
(1星)	 实在无聊，想起新还珠，以前好奇看过第一集，结果没几分钟实在看不下去了。刚才，有看了22集，天啊，这些人没一个会演戏的。我去演都比他们要好，这是些专业演员么？我草！！！            
(5星)	 太好看了、哎黑色星期五啊、什么破快女把还珠都给排挤了！！支持李晟、海路、还有那谁、五阿哥            
(1星)	 为了那个做作的老燕子，那个强壮的长得不知道像什么的紫薇，还有穿越的张益达，以及搞基的五阿哥与老外，另外还有郭冬临饰演的容嬷嬷，炮灰的尔泰.....            
(NA)	 太精彩了            
(1星)	 咱看的是五阿哥和欣荣那洞房那一集（只此一集！）我谢谢你奥芒果台！你是靠胸器搏收视是吧！我让你搏！少儿不宜！你洞房我不管关键是你这么详细干什么啊！咱那纯洁的小心灵啊~~~            
(5星)	 那些评1星的··我想你们部分可能只是站在老还珠的角度，看老还珠的人看惯了，看顺了，现在看新还珠的演员不顺眼            
(1星)	 一星送给容嬷嬷            
(4星)	 干嘛要求这么高呢 看个乐儿呗            
(1星)	 为了来评分给的注册的。最低一星，你妈为什么不能零星了，新还猪零星必须的，零星才实至名归，零星才万众所归，零星才心神合一。            
(NA)	 不是能用语言形容的各种尼玛的雷啊            
(1星)	 瞅了一眼那紫薇就直接给了一星            
(NA)	 呵呵 呵呵呵呵 呵呵呵呵呵            
(1星)	 poo~~~            
(3星)	 闲着无聊，，，我竟然每天都在看==            
(1星)	 可以打负星吗！            
(1星)	 光是听到那老外不停得飚英语，我就知道芒果台又赢了。。。             
(1星)	 没看过但是我就是想这么打            
(2星)	 斗鸡眼和媒婆的故事            
(1星)	 每晚无聊时收看一下            
(2星)	 一边看还珠一边看金枝，简直就像在电视机前玩穿越。            
(1星)	 大夏天的看着，让人慎得慌，鸡皮疙瘩都起了。也是我见过的最做作的片子，每次看着小燕子夸张的表演，就堵得慌。啊，我现在只想对老天爷说，你收了我吧，我不想活了。            
(1星)	 雷            
(1星)	 适合在土豆网上播放的给大家消遣的山寨版《还珠格格》视频            
(1星)	 我昨天看了一集，靠！这什么乱七八糟的啊，剧情太不靠谱了，有必要这样吗？无休止的翻拍，黑心的商家，新版的实在看不下去！            
(1星)	 每天晚上都看嫩么一点点= =和蘑菇一起吐槽纸威新龙神马的            
(1星)	 老燕子去死吧，再瞪眼睛也丑，改名叫黄珠格格算了！恶心死了！            
(1星)	 琼瑶阿姨永远在YY丈夫不爱原配爱小三。。。唉            
(1星)	 这一颗心仅给美丽的紫薇妈和邓皇后= =            
(NA)	 我不敢给分我怕被吐槽致死...但这部其实真的可以给个三星的...虽然雷，但看得开心就挺。。好的呀……            
(1星)	 人长的老气就算了吧 演技也不行 同样的化妆老师 比这些主演更老的林心如化出来都比主演年轻 我就不评论你演技的差距了 还有各种成人镜头 不是说给00看的么 小心孩子家长告你哦 亲~            
(1星)	 没看过 为豆瓣最低分而努力！            
(1星)	 尼玛为什么没有负分！！我从以前就一直视为标杆的容嬷嬷何在，霸气的皇后何在？尼玛在新版的都是吃软饭的炮灰吗！！再说这个剧名“燕儿翩翩飞”“风儿阵阵吹”“人儿何处归”，我擦你语文白学了！至于内在的其他演员，除了林心如，谁来替群众一巴掌抽SHI他们，打死了算他们活该啊亲！！            
(1星)	 能打0分吗？            
(1星)	 努力！            
(1星)	 我居然看完了我居然一集不落的看完了。！！！！！！！！！！！！            
(3星)	 怎么会有欣荣呢？有就有了 那么讨人厌  都不想再看下去了            
(1星)	None
(1星)	 我还是打一星吧。            
(1星)	 除了雷人剧情，雷人演员，雷人话语，雷人表情，其他的都还算好            
(1星)	 恐怖片。。。。慎入！！！！！！！            
(4星)	 为什么我觉得蛮好看的。。。为什么我还看的要哭了啦。。永琪你不是说好不圆房的嘛怎么还生了个儿子。。你就这么受不住诱惑啊。。            
(1星)	 可惜豆瓣不能给负分            
(1星)	 还能更雷更恶心一点么，芒果台，大众期待你的下一个惊喜啊！！！            
(1星)	 看了半集。。有零星么亲？！            
(3星)	 没有想象的差            
(1星)	 我就是来打个酱油的            
(3星)	 结局太草草收场的感觉            
(1星)	 为史上第一低分而努力······            
(1星)	 除了晴格格……            
(NA)	 我还是在看非诚勿扰广告时间看了- -。小燕子比较OK&gt;&lt;话说永琪娶欣荣时，大家一起含泪唱《当》我也含泪了= =            
(1星)	 没看啊 但是影评很欢乐啊~            
(1星)	 NC爱看新还珠            
(3星)	 我之所以打三星,实在是觉得她果然是一个不需要一点大脑的纯娱乐电视剧            
(3星)	 大家评分都好低！我喜欢马脸五阿哥鞋靶子！            
(1星)	 一星献给13年来心中的林心如            
(2星)	 每次看到女人们穿的那套从头红到脚的统一服装就想shi。。。就像朋友说的，压力大的时候可以看看绝对管用            
(2星)	 个几脑盲。。。竟然看完了。。。看的时候发现自己除了吐槽还灰常容易爆粗口 果然不能经常看这种片纸的 老外 你太杯具了             
(1星)	 居然还3分上 我擦 打5分得异次元啊 瞎了你们的狗眼啊 我只爱第一集兔草的小胖纸  一分是给人家明日之星的             
(1星)	 恨没有负分            
(1星)	 新紫薇绝对是一个奇迹，招风耳，斗鸡眼，大板牙，天哪~~她是从哪个星球来的？多啦A梦星吗？            
(3星)	 晚间温暖家庭剧。            
(1星)	 如果想更雷 可以看这个..信新还珠格格 ;雷得永生~~~            
(3星)	 为何对新还珠都这么厌恶，貌似不看就自以为智商高，BS.这是一部吃饭、洗衣服还是上厕所都可以播，回来不会错过任何情节的优秀电视剧，多棒呀！            
(3星)	 其实这是一部配饭剧啊。不过看到人家五阿哥的时候小心肝还是撞了一下~不管是有朋版还是什么版~只因为那童年时代的五阿哥啊~            
(1星)	 给林心如1星。。。            
(2星)	 偶尔看看，晚上睡前的催眠节目，我在相似的故事里感怀我逝去的青春，当初为了看它与父母斗智斗勇，如今我在异乡随心所欲的过活，我开始想念有人管着我的生活。            
(1星)	 琼瑶奶奶的90后传说！！            
(1星)	 真心受不了。。。死活不能坚持1分钟以上以前没觉得老版怎么好，现在明白了，经典就是经典啊            
(3星)	 ...我觉得没那么难看啊=_=            
(1星)	 某天小表妹来我家住，晚上她看这个，我陪她看了两集，看到了小燕子冲皇上的疯狂咆哮，回来我和我小表妹说：老妹啊，你要是以后敢像小燕子一样冲你爸爸（也就是我舅舅）那样乱喊，我第一个揍死你！她回答说她绝对不会，还说感觉这个小燕子怎么那么自私呢。我妹妹是90后。            
(2星)	 毁人不倦的芒果台，收视率倒是高得很。            
(3星)	 平心而论 拍的还行啊 剧情有改动 画面也精美 没有大家说的那么糟糕 我觉得人嘴巴还是不要太毒 放宽心么 就当是接受新事物就好了            
(1星)	 一星送给张益达            
(1星)	 为何小燕子的声音是林志玲状            
(1星)	 却是很差            
(1星)	 一星的价值终于体现了。。。如果有半星或是零星。。。            
(1星)	 我想知道是哪些人给这片子打五星的，估计是那这片看着乐的吧，可是，这也不至于啊~~~~            
(5星)	 很好看。李晟演绎的很好！  力荐！            
(2星)	 虽然搜视绿很高，但还是有不足。比如小燕子活拨可爱，紫薇聪明伶俐，班杰明得不到的爱还要保护那分爱。。。。。。。。。。。每个演员都有自己的角色但还是要注意各位演员的神情这是最主要的            
(1星)	 毁人不倦！            
(5星)	 说实话，本来很喜欢，可是越来越搞不明白，为什么每天晚上开播的时候都要重复头天晚上一大部分，湖南卫视是这样拼出来98集的吗？现在让我感觉这部电视剧有太多浪费时间的地方，广告就算了，干脆每天把一集放两遍得了，这样岂不是有200集了！！希望大家顶起来，在改观之前都别看了···            
(2星)	 哈哈 俩星给李晟   心如  和皇后。            
(1星)	 本来这剧就差强人意到几点，你看反正也没什么事儿，看着玩好了，这雷人的剧情与表演已经挑战我的极限了，在看到那群自以为天下无敌的粉刺，满口脏话、胡说八道、到处喷粪，还自诩所向披靡，等我再看到被奉为天神的永燕，看着就恶心、反感，这下真的让我不弃剧也不行了。            
(1星)	 今年夏天看得最有惊喜的片子。场场都是亮点～～一星给夏雨荷和晴儿            
(1星)	 這是給林心如面子            
(4星)	 这评分。。。。看得我好心酸。。。。。。。            
(1星)	 直接当喜剧看了……            
(1星)	 这颗星星投给场景，场景很大气很美。            
(5星)	 看在新剧情的份儿上，其实还是蛮好看的            
(1星)	 无意中看了一集，雷翻了，什么北京，中国人~~都出来了，这特莫都是什么啊什么啊~~            
(1星)	  你妹啊 嘻哈猴啊 全你妈招风耳啊 恶心死我了.            
(1星)	 。。。什么东西啊            
(1星)	 炯炯~            
(1星)	 你满了！！！！我就漫出来了！！！！            
(3星)	 其实我一直看的都是老版里没有的情节，比如做饺子，比如踢足球。。我觉得有的拍的还是挺不错的，虽然演员会被大家吐槽，不过我觉得令妃娘娘的扮相有点像《家，N次方》里的薛之荔，哈哈 不知道别人怎么想的            
(1星)	 胡闹卫视            
(3星)	 单纯看，就还好~~            
(1星)	 算了，你们也有你们的风格，可能是我过了喜欢你们的年纪。。。            
(1星)	 其实还没看完呢不是..            
(1星)	 雷的我外焦里嫩啊~            
(2星)	 一星给邓萃雯 0.5星给张益达 0.5星给拉小提琴的班杰明             
(1星)	 你妹妹的，我的步步啊！！！！！！！！！！            
(1星)	 每天都看哦 快虐死我吧！！！！            
(1星)	 为了评一颗星，特地注册的豆瓣，全部的回忆都被这部雷剧给毁掉了……            
(1星)	 +_+            
(3星)	 虽然对新还珠褒贬不一，很多剧情看得出演技确实还有很多提升的空间，但是仍然衷心地祝愿里面的每个人物都能够借此得到更好的发展，每个人在事业的成长中都有会有艰辛，不能期待每个人都认可自己，我愿意支持他们。            
(1星)	 为降分贡献。            
(1星)	 我没有撑过 5 分钟，真的，我还尝试了两次。            
(1星)	 一星，虽然我只看过半集            
(1星)	None
(1星)	 坚持到香妃蒙丹这一段，实在坚持不下去了            
(NA)	 我连一颗星都舍不得给！！！            
(NA)	 实在是不忍目睹。全剧就连一个能亮眼的美女和帅哥都没有，真可悲。想想老还珠，个个都亮眼            
(2星)	 太他妈二了，每个演员表情都是那么苦逼。生怕别人不知道你是雷剧，还拖个老外下水。同事看的乐此不疲啊～            
(1星)	 胡闹台你敢不胡闹了么.........            
(1星)	 唉，总是翻拍，没意思啊...            
(1星)	 我冒着性命点下了在看、其实我是在微博上看搞笑配音                 
(2星)	 人家好歹拍了98集啊            
(4星)	 刚好在我们那么大的时候有了还珠格格。想想00后们，她们也该有那么一部属于自己的还珠格格。            
(1星)	 当初看了还珠三，果断打了一星，私以为琼瑶奶奶已经到达了烂片的极致。现在我终于见识到了，新还珠果然才配荣膺烂片之王。            
(NA)	 不是一般的烂啊，神啊，宽恕我忍不住去看了一眼吧！            
(1星)	 容嬷嬷不给力啊            
(1星)	 申明没有完整看过一集，就是换台时无意中飘过看了几眼，第一感觉就是想吐，然后就是看到有微博：当年看还珠恨不得小燕子紫薇赶快把皇后容嬷嬷弄死，新还珠恨不得皇后容嬷嬷赶快把小燕子紫薇弄死。            
(1星)	 老子也是为了打分才来的。。。            
(1星)	 肥皂剧中的偶像剧            
(1星)	 给雯女和林心如的1星            
(1星)	  亚洲恐怖电视剧新高峰            
(1星)	 紫薇实在是。。太像海绵宝宝了！！            
(1星)	 看过什么精彩花絮，连精彩花絮都让我提不起兴致，果断不看！            
(1星)	 你们这群瞎了眼的，温文儒雅英俊潇洒的公子哥一直都是尔泰呀！！！            
(1星)	 新还把我心中的小燕子，紫薇，金锁~~~都毁了，最重要它把张益达也毁了，天吖，容么么皇后啊，弄死这班妖孽吧！！            
(2星)	 看到该导演简介里出现了......一起来看雷阵雨.......我也就淡然了..........看在张益达的份上..........两颗星一闪一闪......            
(1星)	 小燕子你赶紧歇了吧。紫薇你真的不是跟金锁换了身份么。五阿哥你是你妈跟谁生的……本杰明你的中文好的尼亚根本就是中国人吧！晴儿晴儿你肿么了！你是为了配合萧剑整容了么……            
(1星)	 我好奇了噻，怎么还有人投五颗星的，我觉得那个五颗星应该是零滴。。            
(1星)	 打个分就走~            
(1星)	 1. 我是来刷1星的   2. 我是来看吐槽的  3. 尼玛居然还有3.1分？！            
(1星)	 这种片还要翻拍？ 我嘞个去            
(1星)	  亚洲恐怖电视剧新高峰             
(1星)	 我手欠，我犯贱，我干嘛要去看那个新还珠，我干嘛要去看那个小燕子！！！坑爹啊！！！！！！！            
(1星)	 我是为了给一星才来的。。。            
(1星)	 万能的豆瓣吖  你应该给个0分或者0点几分的选项嘛   orz 我竟然也看了！！！！ 表示十分讨厌小燕子  一点都没有赵薇版的好  旧版的小燕子是淘气 新版的小燕子完全是弱智到爆 各种无理取闹 讨厌到死……   还有 各种配角都比主角好 比如塞娅 我要永琪绝对要塞娅……  不过这个永琪也是弱到了极点……            
(1星)	 其实我没看过,但我觉得看这个真的时浪费时间,我想问看的人,到底有什么好看的, 演员丑,故事还听说很雷人.我宁可看书做research,也不想看.personally,我对这部剧真的很讨厌,因为我的隔壁室友经常看,看还不用耳机,我在隔壁看书,唯一能想到的就是四个字,毁人不倦.            
(1星)	 我還沒評過這麼低的分數呢。。。事實上我想給負數的= =            
(1星)	 雷就一个字.            
(1星)	 基本懒得看，偶尔看了一集半集就忍不住要鄙视自己手贱，并被雷得两眼发黑，上帝保佑他快点下画，坐等步步惊心呢！！ps：唯一的一星是给邓萃雯的。            
(3星)	 除了有些剧情有点儿雷人，小燕子很矫情外，其实还可以看..            
(1星)	 我居然陪他们看了10分钟。。。            
(1星)	 我是来看评论的好吗            
(1星)	 彻底毁了我的小燕子和紫薇。。            
(1星)	 瞥过两眼才发现林心如、赵薇的演技怎一个棒字了得~            
(1星)	 亚洲恐怖电视剧新高峰            
(1星)	 小燕子 装的有点过了 不自然 晴儿和金锁还不错 里面是个女的 都比紫薇好看            
(1星)	 心情不好的时候倒是可以看一看==……            
(NA)	 还不错~            
(1星)	 为神马木有负分?            
(2星)	 给点面子，两个星~            
(1星)	 WTF!            
(1星)	 恩，不好意思的说，居然看了一集。            
(1星)	 讲的好听是要给人快乐，难听点就是恶搞瞎搞            
(1星)	 我本来想给2星的。。。但是百分之七十三给了1星我决定顺从民意。。。张益达，芒果对不起你。。。            
(NA)	 刚看了含香，很受打击，所以又来骂了。她可是我最期待的女人啊，妈的，你找一个丑的我都不想讲了，这个舞太不符合她了，含香，冷香暗暗，是清冷的昙花一样的女子。为什么会是这把死德性，感觉是巴不得献舞，在说了回族人跟敦煌搭边吗，那不是甘肃吗？            
(1星)	 自从看了新还珠，心烦，气躁，每晚失眠。对着一帮妖孽我快要崩溃了。芒果台尼玛把这帮妖孽放出来是荼毒祖国的大好青年国家的花朵是不？是要毁了我们这帮80后对曾经风靡一时的还珠的美好回忆是不？悟空！快来消灭这帮妖孽为民除害！别再奸污了我们的视野~紫薇一有镜头我就说句好丑，真的好丑！            
(5星)	 此剧只应天上有，人间能得几回观            
(1星)	 丫的，皇猪囧格            
(1星)	 马桶出品，必为垃圾。继雷阵雨之后又创新高峰            
(NA)	 删掉之前忘记是看到第13集还是第17集了，mark为看过吧....            
(1星)	 就能给一星 真的            
(1星)	 当我还在为哈利的结束而悲剧的时候，我看见这个，我突然觉得我这十年没有白过！            
(1星)	 我真是没事找事啊，好好的回忆都毁了。            
(1星)	 不要再拍了，老版的还珠无可取代了。再比较下去木有意义鸟。            
(1星)	 毁死了            
(1星)	 没有更低得了  - -            
(1星)	 怎么没有一星的......            
(1星)	 只能是一星，真的太恶心了            
(1星)	 弱智无下限            
(4星)	 纯属娱乐，哈哈            
(1星)	 尼玛毁童年！！！            
(1星)	 话说紫薇的耳朵。。。是挺恐怖            
(1星)	 现在不管是导演还是编剧是不是都想把自己的辉煌毁的一干二净。。张艺谋是，张纪中是，陈凯歌是。。你们为自己留点名声，不要被骂好不好？            
(1星)	 老娘想弄死那个班杰明            
(1星)	 这绝对是琼瑶奶奶顶着十年前已经金盆洗手的压力，变相出的狗血新剧。请不要再拿出来和还珠格格比好吗，你以为带个新字就能让无知儿童忘记当年大内深宫里的容嬷嬷吗？            
(3星)	 本子真不错            
(4星)	 把紫薇删了，就打5星            
(1星)	 要不是里面有邓萃雯 我TM一集都不想看 邓萃雯以后能不能不接这种片TT            
(1星)	 不点看过都对不起我浪费的40分钟，我真的看过第一集！！！            
(1星)	 尼玛为什么不可以打0分为神马！！！            
(1星)	 张益达我爱你！！            
(1星)	 求求你们赶紧结束吧，太恶心人了！            
(1星)	 娘来！那些打五星的，你们的内心各种黑暗有木有？            
(2星)	 不要再在经典的伤口上撒盐了            
(3星)	 也不是特反感啦.把它想象成是另外一部电视剧,和旧版的不挨边就行了.其他的也不做评论,反正就是凑合着看看,还行吧...            
(3星)	 其实还可以啊，就是有点儿假。紫薇是众女角中最难看的，晴儿挺甜的。刚看完了第一部，容嬷嬷挺卡通的……            
(1星)	 憎恶这种感觉，这饭都装了十多年了还来炒，全是腐臭味。            
(5星)	 你们懂得。在都市沉重的压力下，也就这剧能让我们sb的笑笑了。。。            
(1星)	 翻拍不是错，将爱真的也很失败，但是我们看将爱开头眼泪还是会一下子涌出来，好不好效果达到了，追回我们失去过的青春。而新还珠的价值在于我们需要重温正版还珠。            
(2星)	 就这样吧，改来改去反正还是背叛，琼瑶你不是一直说山无棱么。。。            
(2星)	 抛开对演员的偏见不谈，琼瑶真是疯了。            
(5星)	 看到现在已经差不多哟一般了吧,所以我觉得总体而言这些新生力量还是演的不错的,请大家不要用太苛刻的态度来对他们.我也会继续关注新还珠的,加油加油加油.....            
(2星)	 那啥，废话的剧情也太多了点，填歌词都要拍。。。进度慢的放了一半了还在认爹。。。真是坑爹阿。。。            
(1星)	 悠嘻猴紫薇~            
(1星)	 真的是天雷滚滚来啊。。。。            
(NA)	 这帮人都太难看了尤其是那个紫薇还不如晴儿那           这部电视太次了            
(NA)	 这是给沙必看的么            
(1星)	 一星为了林心如。。。。。。。。这尼玛是芒果训练营千挑万选的一个比一个垃圾的演员么。。抛去一切长相的问题，演技，演技啊！！！差了多少档次啊！！！            
(4星)	 其实我觉得还可以⋯⋯            
(1星)	 台词真是绝比的雷啊，虽然我没有看过原版还是觉得新版好坑爹啊。。。            
(1星)	 时代在进步可为什么我们还是看还珠格格？不错四大名著是翻拍了可是人家是“四大名著”琼瑶奶奶您沾的到边吗？            
(1星)	 尼玛的98集坑爹阿  还想强奸民众的眼睛多一点吗            
(2星)	 呵呵,别这样~~~其实还蛮恶搞的.            
(1星)	 芒果台找了这么多人来这里给4星5星？            
(1星)	 尼玛。。。。才13年。。。。时间就是一把杀猪刀            
(2星)	 支持下校友 我只看欣荣 不过别说 这欣荣还真比其他那些歪瓜劣枣好看            
(1星)	 太TM恐怖了，阔怕shi了            
(1星)	 一直觉得一起来看雷阵雨已经是巅峰了，没想到芒果台又一次超越了自己！            
(5星)	 新有新的看点，不错。            
(5星)	 超越经典。。继续加油            
(1星)	 天雷滚滚             
(2星)	 三个人坐在宾馆无聊看新还珠，两个人吐血晕倒，一个傻呵呵呆看            
(1星)	 一星给林心如            
(1星)	 小燕子疯起来不是人 受不鸟啦！！            
(1星)	 为了这垃圾剧，特意注册了个号，真是3.1分都觉得高啊！！！            
(1星)	 吐槽太欢乐~~            
(1星)	 跪求皇后容嬷嬷整死这群山炮......            
(1星)	 亚洲恐怖电视剧新高峰            
(1星)	 本来不信有这么差的，手贱点开看了一集之后，雷得里嫩外焦啊，芒果台你是要挑战烂片底限有木有啊！！！一颗星给当年的紫薇现在的雨荷！！            
(2星)	 好吧。。。边吐槽边看。。。真的很没谱            
(3星)	 不知道如何评价 在好奇心的驱使之下看了一点            
(1星)	 唉！            
(3星)	 多少年了 林心如还是各种好看。刘雪华阿姨最高！            
(3星)	 看这部片像是大家来找茬。可吐槽的点太多。茶余饭后看看也挺欢乐的。            
(3星)	 一般般吧，也没有特别烂，只不过是赵薇版的太好了。如果小燕子能弄个配音最好了。            
(1星)	 你妹啊！坑爹呢！这一星纯粹为了心如啊。            
(1星)	 因为穷摇奶奶，一星不解释            
(1星)	 琼瑶奶奶的裹脚布——又长又又雷            
(1星)	 雷声滚滚 这个是故意拍着给大家娱乐的吧            
(1星)	 小燕子你还是忘了赵薇做自己吧！            
(3星)	 也不是那么的差劲，，，            
(3星)	 只看皇后。看得心碎。            
