http://movie.douban.com/subject/4135704/	来不及说我爱你
(5星)	 遇上你，这么迟。 此去经年，终拿流年，乱了浮生。 幸而，你们还可以，琴瑟在御，莫不静好！            
(4星)	 还不错啦~我就是喜欢happy ending~            
(NA)	 床戏拍的还不错，其他方面马马虎虎了。            
(5星)	 这么多年 还是无法抵抗钟汉良的小样儿…&gt;&lt;年少有为多金真是通吃形象            
(4星)	 家国万里，关山如雪，乱世惊梦，半生繁华，她与他终究是情深缘浅，长恨如歌。             
(3星)	 只能说对原作的大爱了.虽然钟汉良很有感觉.            
(5星)	 里面那感人肺腑的爱情真是时间难见啊，很久没有看到这样的好的电视剧了            
(5星)	     匪大的书相信都是女生在看，小说很虐但比电视剧要真实。但不得不说，电视剧剧本改编的很好，情节变得更加紧凑，剧情冲突更加有力，给观众一个相对完满的结局。另外许多镜头画面都很细腻，不愧是女导演的手笔。钟汉良的表演很出彩，尤其是眼神的特写，美中不足是李小冉，总觉得她要比钟汉良老。            
(4星)	 钟汉良尊帅啊！            
(3星)	 哎！            
(4星)	 30.满眼都是无权无势小市民的悲哀。36.一生只能爱一个，我顾不了太多。31.幻影都被打破，生活还能留给我们什么？            
(5星)	 我爱民国剧，更爱钟汉良            
(NA)	 无大感            
(NA)	 还是那么的美，美的比过去更加明亮，更加凛然。             
(3星)	 各种K 实在是让银心潮澎湃啊。。。            
(5星)	 静琬，我给过你的，我再也给不了别人了            
(5星)	 小哇。。。            
(5星)	 很喜欢，很好看！            
(5星)	 四少的那句：静婉，我遇见你，这样迟。---让我当场飙泪~~眼神让我心痛            
(4星)	 钟汉良适合所有的匪大楠竹            
(5星)	 第一次通宵。。。            
(5星)	 钟汉良真是各种帅啊...            
(3星)	 实在是要在家里承欢膝下，所以陪母亲看了这部言情剧。言情剧向来是我讨厌的。不过当年就很喜欢碧甃沉这部书，今天看看，倒也不讨厌。归根结底，所有悲剧都是六少造成的——他太贪，又要江山又要美女，让所有人痛苦。我很喜欢程谨之，只是她犯了一个根本错误，女人不要和不爱自己的人在一起。            
(3星)	 讨厌李小冉！！断断续续的看完···            
(4星)	 李小冉在小哇面前完全败了，到底谁是美人啊~~~            
(4星)	 结局虽然很美满，但是，我更想看到四少，而不是沛林。作为一个如此有担当的男人，在这样的小山庄里，就不是原来的四少了。            
(NA)	 觉得比小说好一点？……            
(3星)	 快进着看完的…蛮dj钟汉良的，李小冉太老了…戏拖得太长了…            
(5星)	 好罗曼蒂克~~~！！虽然有些小瑕疵，但它真的是在这个雷剧泛滥的年代里不可多得的精品啊~~PS：爱死场景了~            
(4星)	 钟汉良那个帅啊~~ 不过剧情十分之狗血~~ 实在是坚持不到结局啊~~            
(4星)	 中国的小虐言情啊，终于有部像样的啦！！！当霸气军装男遇上柔情闺秀女：你把我们的孩子怎么样了~~~~  匪大的虐总是大家所喜闻乐见的虐，没有虐就没有那么多人民群众的关注，虐虐更健康啊。    无视掉那些为了满足广电总局口味的特殊改动情结，这部剧是难得的言情好剧。            
(5星)	  前段时间完全沉迷此中。。。将对于小说，我更爱电视剧。我是那种看不得悲剧，又忍不住要看的人。这部电视剧，除了音乐不足，对于国产电视剧，堪称完美~~！！            
(5星)	 虐人的电视剧！！            
(4星)	 今天终于看完了大结局- -            
(5星)	 挺好看的一部电视            
(3星)	 在沒有看片的時期中，算部能看的了            
(4星)	 虽然改编后喜剧结局心里舒服些 不过有些牵强             
(5星)	 很不错的            
(3星)	 跟着老妈看完了=A= 小哇你好美            
(4星)	 真心喜欢李小冉。因为静婉而喜欢。            
(5星)	 如梦似幻。            
(NA)	 小说更好看呢！期待第二部            
(5星)	 很感人的爱情。。。            
(5星)	 如果能这样轰轰烈烈地爱一次，死而无憾            
(5星)	 世间这样的爱情，太让人羡慕了。            
(1星)	 把小说糟蹋了，不知道匪我思存怎么想的，李小冉我很喜欢            
(5星)	 先是看的小说，后来发现的电视剧，钟汉良将慕容沣演绎的很好。            
(3星)	 好吧，果然还是很纠结。看完后给我更多的感觉是两个字：隐忍！额...曾经看到一个预告片说钟汉良要拍何以，不知道是不是真的。总之，他还是不笑看着比较舒服。            
(4星)	  钟汉良太帥  結尾收的太匆忙            
(4星)	 粗略看了前三集和结局.对男女主木有异议..改编后的结局啊.女主成了党员.男主落魄了....真是符合光电总菊的口味..            
(2星)	 小说看完，看电视剧，拍的真差。没法看~~~ 失望~~            
(5星)	 好久没有看过这么好看的一部电视剧了！除了配乐有点雷，其他都是10颗心（可惜这里只有5星）            
(NA)	 不行啊…钟汉良老了啊！            
(5星)	 绝对经典 直接上升到我的最爱之一！            
(5星)	 因为是李小冉主演才开始看，没想到钟汉良的表演给了我大大的惊喜啊，好久都没看到过这么好看的电视剧了，国产的偶像剧水准终于赶上高丽剧了            
(NA)	 大概是半年前看的吧，当时是受老妈的影响才渐渐迷恋上了……哈哈            
(5星)	 不得不说~演员到位。。。很怕看到喜欢的小说被演绎的乱七八糟。。。这部片给了我很大的惊喜。。剧情很好。。虽然不是很喜欢那个有点狗血以及戏剧的大结局。。但是`大团圆总是有爱的。。。            
(5星)	 四少，演绎的太好了！            
(4星)	 为了某个天天在爷耳边嚷嚷“钟汉良好帅啊啊啊！！”的女人看的o(╯□╰)o            
(4星)	 从此迷上李小冉，纯净无暇。            
(3星)	 小哇... = =            
(5星)	 钟！汉！良！            
(5星)	 满足了言情的梦            
(1星)	 这电视剧太蛋疼了            
(4星)	 再在哪去找那么用力的爱……            
(5星)	 真好看            
(5星)	 心中的慕容沛林~~不知道什么时候能见到……            
(5星)	 就是喜欢男主角~~            
(5星)	 是要有多适合军装啊你!!!            
(NA)	 当初看完之后有点不能自拔，喜欢四少的霸气，可是最后的结局有点惋惜，四少变得傻傻的，但仍然记得天丽花，到最后恢复记忆，但已经没有当初的霸气了，有点可惜            
(5星)	 深深深深动容            
(1星)	 剧情很无聊，人物很养眼~            
(NA)	 。。。            
(4星)	 感觉静婉没有我想象的美            
(5星)	 第一次看到电视剧比小说更好看的作品！演员演的太棒了！小哇太帅了！            
(4星)	 钟汉良太帅啦，啊啊啊            
(5星)	 什么叫悲催？什么叫绝恋？什么叫有男人味又帅气的万人迷？看这部片吧！！相信我，开头剧就会吸引你.......            
(5星)	 超级喜欢李小冉，最爱啊~~~            
(5星)	 好看、喜欢小哇！            
(NA)	 结局太雷了            
(NA)	 莫容四少，一个错误的抉择，后悔半生。            
(4星)	     我认为电视剧的人物塑造方面还是比小说差了一些。特别是沛林为了江山暂时放弃静婉那一段，电视剧里描写成了对百姓的责任，其实作者更是想表达慕容沣的权倾天下的野心，真是因为这野心，他才能成为独一无二的他，他才会有对爱情的狂热。电视剧里面更偶像化，更符合观众对理想的追求。            
(3星)	 矮油～有帅哥就有女观众～            
(5星)	 作为电视剧相当不错了，中间很拖沓我开始拉进度条，好吧，其实是我自己没耐心看电视剧了，意境味道有几分，演技不错，虽然有些地方处理生硬，不过好吧，不错。            
(5星)	 有小爱到大爱，有个人到民族，虽然受过伤，依依然记得最初的美好和曾诺。            
(5星)	 还在看。不知道结果怎么样。            
(3星)	 假==            
(5星)	 在这个乱世，纠缠一生，许下一辈子……还好这本电视，给了我们一个，好的结局。            
(5星)	 我承认我少女之心没死............            
(2星)	 演员选成姐弟恋了……            
(4星)	 偶像剧神马的就得找这样标准的男女主啊，站那不用演都是一副赏心悦目的画面            
(5星)	 小哇真帅 - -            
(5星)	 看完心情真纠结            
(5星)	 喜欢钟汉良            
(5星)	 创造了我看电视剧的速度之最，主要是因为 - 钟汉良，你也太帅了吧！            
(NA)	 小哇和小冉的对手戏很给力，第一次目不转睛的看别人哭。。            
(4星)	 一直没看到最后一集，有点悲伤，幸好最后是好的结局。ps，钟汉良挺帅~            
(NA)	 啊~~~世界上怎么会有如此痴情的男人啊。。。 深情的四少啊。好感人。 我里小哇实在是好帅啊。 深情的。冷酷的。温柔的。忧郁的。霸气的。颓废的。不管哪一面都帅死了。 特别是穿着长衫吹口琴的样子。让人好心疼啊。  真的是很荡气回肠的一段感情啊。所幸结局是完美的。 还有信            
(4星)	 还蛮喜欢的  越来越觉得 钟汉良很帅 嘿嘿   剧情也不错吧  就是第一集开始的时候觉得有点假 哈哈            
(5星)	 钟汉良演技略差了点，不过还是动人的言情剧            
(5星)	 谁人相伴梅花瘦            
(5星)	 太棒了。看了就忘记了两个人本身的身份，完全融入剧情人物了。            
(NA)	 还是电视剧版的结局比较和谐，小说那是一个大虐啊            
(5星)	 好看的国产电视剧，纠结又感人            
(NA)	 温柔的霸气！            
(5星)	 爱上军人，小哇，靓.... 难得好看的战争片            
(5星)	 那怀表真是电力充沛，太阳能的吧？   吻戏真的是太棒了。            
(5星)	 TMD！豬腳！帥啊！好看！難得看一回國產片！            
(NA)	   好看啊~            
(4星)	 我遇上你，这样迟，真是让人心酸            
(4星)	 万年小受~~~~当个将军还这么小受，开始几集很出彩，属于抛开剧情也可以纯HC型，后半部分弃剧了，故事节奏明显不对。            
(2星)	 原谅我只看了半集就绝望了。。。            
(5星)	 温婉不缺智慧，大方不失礼仪——尹静琬年轻不乏睿智，霸气不欠柔情——慕容沣他们经历了儿女情长到无私大爱的蜕变，他们是荧屏佳人才子！！！            
(5星)	 我爱怀表先生            
(4星)	  好久没有这么好看的电视剧了~剧情和演员选得特配，特民国的感觉！            
(3星)	 像是在看言情故事片            
(5星)	 爱~            
(4星)	 爱到失去理智            
(3星)	 乱世出英雄，我可喜欢民国轶事了。可惜我党的故事都被重门深掩，他匪的故事大陆这边又不兴讲。这蒋介石+张学良版的钟汉良还是很够我花痴一阵的，最精彩的故事往往来自生活啊。            
(4星)	 以爱之名，其实爱的都是自己。            
(5星)	 四少是唯一一个在电视里给我感觉想四爷的人，爱极。            
(3星)	 就这些吧，看了以后没啥特别感觉。            
(4星)	 钟汉良的吻戏我爱你！！！！            
(4星)	 霸道的男人给你的霸道的爱情，我喜欢。            
(5星)	 霸气帅气英气的小哇配如画如诗如梦的小冉，服装、场景华丽，台词精致，一往深情，花痴必备！不看不行！            
(4星)	 在同类的战争爱情片中，略有新意。            
(5星)	 非常好看，希望这部剧火呀活呀            
(5星)	 哇！！！！！！！！小哇真的好帅嗷 ！！！！！！！！！！！            
(4星)	 其实我觉得电视剧比小说好看，除了结尾太扯，人物都有血有肉，这算是改编小说比较成功的一部戏了。小哇和小冉的搭配实在是太养眼太有爱了            
(NA)	 妈的 ··不看了··················虐死爹了······            
(5星)	 迷恋过一阵子。            
(5星)	 哎            
(5星)	 何必纠结细节与狗血，纯粹的为爱而爱不行吗？力挺！            
(4星)	 又一个男女主角都符合我心理定位的片子，对小哇的喜欢可以说是压在记忆中很久了，看了这个后，一下爆发了，呵呵，没看错人啊~小哇，加油！            
(5星)	 so touching            
(2星)	 原著挺好，编著台词剧情太烂了，生生拉长到36集            
(NA)	 钟汉良也太帅了！            
(5星)	 娃娃脸。。。小太阳！！            
(4星)	 看了开头和结尾  中间不是我喜欢的剧情，，  爱情的开始和结尾是完美的，，            
(5星)	 上一次熬夜看电视剧时,都不知道是N久前的事了,来不及可能在剧情上谈不上是多经典的电视剧,但当一部感情戏来看,真的很不错,而且男女主角的表演也相当的棒,特别是钟汉良,哇,眼神........            
(4星)	 真喜欢钟汉良！            
(4星)	 总感觉有些地方太虚了，不过钟汉良还是很养眼的            
(NA)	 钟汉良真是帅气            
(4星)	 至今为止看过最好的改编了！钟汉良的确很有魅力，第一个集就俘获我了！（PS：里面主题曲的演唱者让我恶心！）            
(4星)	 小哇真的很有杀伤力            
(4星)	 钟汉良好帅啊。。            
(5星)	 小说中人物的情感被演员演绎得淋漓尽致，太好看了！唯不喜欢小说中慕容沣最后竟然有儿孙几个，好像对静琬也不显得那么情深至极。还是电视剧改编得好，有情人终成眷属（战火中的沛林活下来令人有点恍惚）！            
(5星)	 超爱超爱。慕容沣、            
(NA)	 静婉是搞暧昧的高手，四少很吃这一套。            
(5星)	 编剧比匪我思存灵多了            
(5星)	 遇上你，这样迟。（5月26日 20:55 来自腾讯微博）            
(4星)	 ╮(╯▽╰)╭            
(4星)	 垃圾剧情 毁了我对民国时期的美好幻想。。。怂人编剧 毁了后妈的一篇好文 ！！看看男女主的对手戏足矣。。。千万别动脑子！！越想越生气~！            
(4星)	 嗯，看过，钟少真是很迷人，其他的没什么，李小冉演的很好，静琬的纯真美好淋漓尽致            
(4星)	 没有看完...最后被剧透...差不多了吧应该...            
(4星)	 钟同学帅则帅矣，无奈完全木有演技。。。。搞的我老是出戏。。。。            
(3星)	 比起其他翻拍小说这部勉强可以。。。就是剧情改的无语            
(4星)	 钟汉良很帅。。            
(3星)	 为钟汉良而来，因李小冉而走~~            
(5星)	 真男人就应该这样，我要给你所有女人都仰望的幸福，琴瑟在御，莫不静好;真女人就该这样，生生世世，永不分离…            
(5星)	 感动的一塌糊涂,电视剧比小说好看很多很多            
(5星)	 這五顆星都是給鐘漢良一個人的.!!!            
(5星)	 连配角和群众演员都让人满意，难得            
(5星)	 因为看过书所以才关注。 钟汉良看起来有点可爱了，跟我想像的慕容霈林比起来钟汉良看着太善良。 静琬温婉美丽有余但灵气智慧不足 李小冉白的跟鬼似的皮肤很好吓人。 台词微雷 总体良好。            
(4星)	 小哇还是很帅的。。好歹是个HE。。            
(3星)	 三颗星给钟汉良的颜            
(NA)	 去年看得好入戏 喜欢钟小哇 。小冉很漂亮            
(4星)	 比佳期如梦改的好，所以值得推荐，过程很原著，结束很NC            
(5星)	 演员的演技都很深情，就不像是演的，就像是真实的，尤其是钟汉良，太深情了，感动。李小冉也演的很好，优雅、温情、含蓄！            
(NA)	 “爱哪有惧怕”，尹静婉说过的一句话，她也做到了。在困难面前，她舍弃了自私、狭隘的小我，把爱情放在一边，让慕容沣勇敢对抗敌人。尽管两人的爱情经历了重重的阻挠，彼此也伤害过，但是两人的爱是永恒的。挺感人的电视，演员的表演也很到位，就是结局有点仓促……            
(5星)	 大爱啊~~最后那集我都看哭了。。            
(NA)	 仅仅看作者 就让我有看下去的意愿            
(5星)	 爱一场，恨一场，往事都烟消云散了吧。又看了一遍，哭了，人生若只如初见。            
(NA)	 只能说很美啦 他们的爱情太感人了！大爱小哇            
(5星)	 喜欢啊 好喜欢啊 这个男猪脚啊~~ 啊啊啊啊啊            
(4星)	 觉得原型人物应该是张学良。            
(5星)	 有被虐到！小哇，李小冉真是不错战火纷飞的年代，一世情种，温柔委婉的女子，轰轰烈烈的爱情，一生一世，无怨无悔。            
(4星)	 因为男女主角选得很好，所以从头看到尾了可是后面的剧情真是无语了，哎白瞎了两个好演员不过导演很强，这样的剧情都能拍得让我不觉得很雷无语的失忆，无语的两个长得一模一样真是给这个剧抹黑啊不过我还是想说，钟汉良为毛演个这么man的角色都让我觉得友书卷气心水啊心水            
(5星)	 电视剧和小说的内容还比较相符~木有改的太过火哦！关键是~小哇很帅哦~^_^~结局有改动~没有小说那么虐了~让人有点小欣慰~~不得不说~不喜欢那个建璋~~还有那个谨之。。。。            
(5星)	 大爱！！            
(5星)	None
(4星)	 完全是为了言情小说式的爱情而喜欢，四少太酷了，满足了无数女人被疯狂去爱的狂热啊！            
(NA)	 叹服程谨之的演技，这样令人深恶痛绝却又可悲可泣，对于四少和静婉，一直怀着祝福的心情，所以看得相对平静，最后那一幕，四少记起静婉，那一刻，他心里永远清楚的记忆。。。            
(4星)	 我是冲帅哥去的，李小冉气质不错            
(4星)	 好喜欢四少啊            
(5星)	 还好结局是美好的，看到中间看的我的心都跟着着急。很赞的一片部，超爱            
(4星)	 将一部言情小说拍出看书时幻想的意境            
(3星)	 各种虐，配乐很垃圾。四少这种霸道的爱最让人感动了！充满了网络言情小说的气息，我猜是女作家吧？因为女主受到各路男人喜欢。没看过书的人瞎猜~最后，爱，是付出，不是占有，信之，你做的很对，可惜选错了人。            
(NA)	 刚看完的一部电视剧，很感人。            
(3星)	 看了第一集和最后一集可以叫看过么。光看人还是有三星的。            
(3星)	 钟汉良还是挺帅的，李小冉的颜真是适合苦情角色啊            
(5星)	 是言情改拍电视剧最成功的一部了吧~就该找酱紫的男女主啊！最能体现男人气概的果然还是军装啊！            
(5星)	 钟汉良太帅了。李小冉演出了尹静婉的精髓！            
(5星)	 喜欢里面深情的四少。除了主角，其他配角演得也很好！沈副官，许建璋，男二号，女二号。。。            
(4星)	 太虐了!            
(2星)	 虽然钟汉良很帅，帅到毙了！但是依然不能掩盖这戏的烂，剧情怎么能假成这样啊，细节刻画都哪儿去了？当枪都是玩具呐，最后一集被连开这么多枪都死不成？？！！            
(5星)	 从没看过如此感人的电视剧，超越小说！哭成泪人了            
(4星)	 唉 有时看着看着想着结局就木有力气了！小哇同志何必如此苦逼            
(3星)	 就是配乐有点奇怪！            
(5星)	 我去锦绣解簪环，布裙荆钗，风雨相依共偕百年。            
(4星)	 看到大家给的好评而来看这部片子，虽然不像好评说的那么好，不过片子还是很不错的。第一感觉该片是以少帅为原型的，片子中描述的爱情很美，但我还是觉得有些悲了。个人认为如果当事人对对方能够再坦诚一些、信任一些，有些悲剧应该可以避免。            
(5星)	 剧情有点虎头蛇尾，名字非常狗血...但是真的很不错！            
(4星)	 哈哈 言情            
(5星)	 挺好的片子，慕容四少，尹静琬，谱写军战时代的真爱情~            
(5星)	 喜欢钟汉良和李小冉啊！感情戏太多了吧囧！最后那个伤兵临死前说“中国必胜”把我给雷的。。还有沛林失忆叫她“大姐大姐！”哈哈～～ 。。。哎油！我怎么会陷入其中的啦！！            
(3星)	 看完就觉得还好~            
(4星)	 纯粹是顶小太阳            
(5星)	 肝肠寸断……荡气回肠！            
(4星)	 欣慰~最后是happy ending            
(NA)	 好久不看这个年代的戏了。。每次都是国恨家仇下的儿女情长。。永远烂俗的无语。。不过这次是真的喜欢了。。            
(3星)	 整体说来除了片子剪辑的不顺畅让我感觉相当不舒服之外，其实还是挺好看的。最后结局的时候编剧和导演一起内急么？有点虎头蛇尾的感觉。很喜欢李小冉的感觉。            
(4星)	 啊 配乐太痛苦了 其他还好 小说太仓促了            
(5星)	 制服军装强吻舌吻爱的死去活来各种给力有没有！！！！！！            
(5星)	 大爱钟汉良饰演的慕容沣，超有感觉！            
(NA)	 以后民国时期的电视剧都要这么拍！            
(5星)	 愿琴瑟在御，莫不静好            
(NA)	 昨天刚看完，好看。            
(5星)	 痴迷过一段时间，后来又觉得很假            
(1星)	 男主都酱了 这片子还要啥好指望的            
(5星)	 虐爱。眼泪。心痛。纠结。这就是爱。            
(3星)	 太慢了！纠结！我是来看钟汉良的！~\(≧▽≦)/~啦啦啦            
(NA)	 还是小说经典些            
(4星)	 要说看点，也许就是钟汉良了            
(5星)	 大爱！            
(NA)	 遇上你，这样迟。。我愿回到民国            
(5星)	 此剧不火 人神共愤~            
(5星)	 钟汉良精彩的表演支撑了有些狗血的剧情和狗血的台词，当然李小冉也不错，不得不说这真是部靠演员撑起来的剧。            
(4星)	 还成吧。。。钟汉良帅啊            
(4星)	 无意之中电视上看的，然后一口气就看完了，好久没看过这么言情的电视剧了，钟小哇太灵了            
(5星)	 你仍旧只对我说这一句。听说你要结婚，我就发了疯似地到处找你。我豁出这条命不管。我豁出前线水深火热的战事不管。我豁出半壁江山不管。你仍旧只对我说这一句。。。            
(3星)	 难道我已经Out了吗？为什么大家都在说好的这个电视剧，我看着这么没有感觉呢？人物选角是不错，看来很可能是我已经无法接受这类风格了！            
(5星)	 一失足成千古恨，这是我看此剧时最深刻的想法。不过想追女生的男生可以参考前面，慕容沣如何追女生的哈。            
(NA)	 怎么看这个都能哭啊……哎……            
(5星)	 国产爱情大坑，陷进去就爬不出来鸟            
(NA)	 每个女孩渴望过的            
(NA)	 奇怪 对兰花小姐很没有爱 但是怀表先生你实在是大大大帅锅呀(*^__^*)             
(4星)	 好看。。。推荐            
(5星)	 大爱小哇！！在我们这地方台放了~~~            
(4星)	 认识你，这样迟……            
(5星)	 人生多舛，情路坎坷。情不知所起，一往而深。            
(4星)	 爱情 从来都会经历坎坷都不会一帆风顺 世上仅此一个的慕容沛林 兰花小姐 我怎么看都觉得你的爱并不坚定 所以请珍惜请深爱 那个因为你 而开始害怕死去的男人 那个说和你在一起的日子 是他能想到的最好的时光的男人             
(NA)	 好好的本子，还好，没被编剧糟蹋的太过不堪～～～            
(3星)	 不行我看不下去了...            
(5星)	 很喜欢的人物            
(NA)	 只能说匪大遇上的导演都不错TvT            
(5星)	 从此我便喜欢上了这个叫钟汉良的香港男演员            
(5星)	 朋友给我推荐这部剧是因为我们都喜欢这部小说，当时心里觉得改编成电视剧一般都不尽如人意，勉强地看了，第一集的冰面打斗场面很让我啼笑皆非，但当四少着军装从楼梯上走下来时，我开始认真了，剧情神马的都不想复述了，单单就钟汉良演绎的四少这个人物，是我坚持看完整剧的原因。。钟汉良，真棒。。            
(5星)	 繁华褪却,愿得一人心,风雨同归,白首不相离.            
(3星)	 一边被剧情和配乐雷的半死，一边被美貌的男女主萌的半死，在半死不活间，挣扎的看完了。。            
(4星)	 oh！钟汉良的脸比李小冉的小！！！！！！！！！！！            
(2星)	 许久不看电视后，随着我娘撇了n集。。。期间俺笑场无数。。。。剧情之狗血，男女猪脚之腻歪矫情连琼瑶阿姨都无法望其项背。。。额。。。也许所谓的晋江爱情电视剧就是这样的吧。钟汉良的粉丝真的很可怕，四星半？！！娘诶。。。            
(4星)	 匪大惯以虐人，这片怎么都不像她的风格，过于完美的结局，被雷到了，，基本就是有点时代背景的言情剧，但是呢，由于时代太宏大，显得背景知识弱弱的，例如四少身份的烘托，战事。。。其实谨之才是真正强大的女子，总觉得比静婉有魅力多了。。            
(5星)	 只为你，温良如玉的你            
(4星)	 看着看着就把爱情片当成励志片了            
(NA)	 钟汉良和李小冉，三十好几的人了，脸上却看不到岁月的痕迹。除了前面的台词有点……剧情还是很不错，剧本改编地不错，结局感觉比书好            
(4星)	 钟汉良的确演出了慕容沣的霸气十足，李小冉就有些差强人意了，新社会的女子被她演的像受气的小媳妇，还好在后面的剧集里搬回一些            
(3星)	 减一颗星给雷人的结局            
(5星)	 经典不解释。。。            
(5星)	 李小冉演出了静婉的坚强温婉和独立 钟汉良。。就不说了。。。一辈子的最爱。。。绝世恋曲啊啊            
(4星)	 我喜欢的男女主角(为此给四星)，但不是令我感动的故事了。看了这么久，终于看完了，不似小说这般一鼓作气地好看。            
(3星)	 后面的剧情越来越不靠谱了啊。匪大内牛满面了吧= =            
(5星)	 男1：慕容四少【名：慕容沣，字：沛林】女1：尹静琬程信之对尹静琬充满说不出的爱意，完美的饰演了男2号的角色。爱四少，爱信之。。。兰花天丽见证了静琬和四少的爱情。感谢沈副官的细心体贴。电视剧版当中的配乐非常之好，恰到好处，死死扣住人心深处那抹寂静。“静琬，我爱你，一辈子！”            
(5星)	 很值得一看            
(4星)	 一切源于爱。一路走来，面目全非。            
(4星)	 无法容忍虐心的部分，不看了            
(3星)	 虽然没看过书，因为一直对民国的故事没有兴趣，但是电视剧实在是很矫揉造作            
(5星)	 不知怎么了，不再喜欢那些韩剧，不再喜欢那些花痴片，开始喜欢这一类电视剧！            
(5星)	 钟汉良扮相帅气，演技没得说，李小冉大气婉约，演技同样没得说！看了好多遍，制作的很精良，也可以算偶像剧了，不过是超一流的哦！两位的演技真是太到位了！            
(NA)	 多年之后，她偶遇慕容沣，躲在帘后，对着人影伸出手…… 那种想见却不敢见的心情。那一幕感动我了。            
(4星)	 结局改成这样都不像后妈的孩子了，不过我喜欢这种大团圆，就是信之太杯具了。。            
(5星)	 匪大的书好看，难得的是改编成电视剧一点都不逊于书。再次证明好演员的重要性啊！            
(4星)	 节奏有点慢，我是真老了看不了感情戏了，不过男女主角养颜~            
(2星)	 碧甃沉，到了电视剧怎么这个名字就改得俗成这样了，剧情也是抗日救国了。。。乱七八糟的。无感。我人贱啊，竟然看了电视剧还看了原著小说。。。找抽。            
(4星)	 果然原创剧情还是不能看，后期偏离原著的部分总觉得发展得有些莫名其妙有些拖沓……            
(4星)	 男女主选的是真不错~~改编的结局很符合大众心理啊~~            
(4星)	 从“四大名捕”到“逆水寒”一直不明白那么多人说钟汉良帅，到底是帅在哪里，在“来不及说我爱你”却终于领略到了。虽然情节一般，拍摄潦草，但他的确是我见到的影视剧里最帅的军阀啊！            
(NA)	 终于有电视看了！两只的颜都是我的菜啊！！            
(5星)	None
(5星)	 红果果的民国时代的偶像剧，哭死我了。。            
(5星)	 非常喜欢的电视剧。只能用两个字来形容就是精致，剧中人物刻画的很好，关键是把观众难以接受的悲剧变成团员结局了。虽然有点狗血，但是丝毫不让人讨厌。很不错。。            
(3星)	 一集弃，觉得太假！            
(3星)	 结局比书上的要好，可还是感觉书写的到位....            
(3星)	 没耐心,看到一半,弃之            
(5星)	 不容易啊！从书改编的电视剧能拍的好真是难得啊！！爱死小哇了~~~            
(5星)	 男主各种帅，女主各种美，服装各种给力，第一集剧情各种不靠谱，不过还是好看......            
(5星)	 就因为四少，爱死小哇了~~~而且李小冉也很不错哦、好配啊            
(4星)	 其实我还是喜欢小说的结局~~~~            
(5星)	 小钟。。。。            
(NA)	 陪老母看的~            
(5星)	 上次有这种感觉还是2008年吧。明知是毒药还是义无反顾的吞了下去，然后再慢慢解毒。能淋漓尽致的把小说中的人物演绎的如此丰满靠的还是扎实的演技。            
(4星)	 信之，真正的男人            
(5星)	 他蹙起眉的時候，我便想到了納蘭。            
(4星)	 虽然我觉得原著悲剧结尾实在太悲，但是改编的故事结尾发展就太什么了，我都不知怎么讲了。有时会觉得静婉有点老。四少霸气痴情。            
(NA)	 戎马倥偬本是男人的事,但我就是要让你知道我是有怎样的抱负.静婉,我要给你全世界女人都仰望的幸福.            
(5星)	 这几年看的少有的好片子。。如果改编成电影可能也会很棒。            
(4星)	 剧本细节真是一般 总让我觉得差一点点就要感动了 可就是很难共鸣 为了这个把原著也看了 更是一点感觉没有 难道我现在铁石心肠了~无奈男主女主都是我喜欢的演员 演技道具剧情也是无可挑剔 相对于原著没有的结局我倒是有了一点小感触 估计还是编剧之前对白太遵循原著了 让人觉得感情有些单薄            
(5星)	 唯美的爱情，博大的胸怀！            
(4星)	None
(5星)	 爱得如此深刻，演技如此好，观看的人如此中毒            
(4星)	 我爱的男人都要有相似的鼻梁…花痴ing…            
(5星)	 匪大的故事写得好。小哇和小冉演的到位。被小哇的帅气震住了的说~            
(5星)	 他媽的，想砍死許建璋和程谨之！！            
(3星)	 这结尾改的            
(4星)	 我妈强烈推荐滴！            
(3星)	 算看过？因为听说是悲剧就没看完。一些片段，觉得还行。            
(NA)	 直让人看的觉得女人怎么这么贱，除了钟汉良的确在这里面的扮相很帅            
(5星)	 哦~我醉了呀~            
(4星)	 我花痴我花痴我花痴。虽然结局超级囧人，但是还是好开心他们终于在一起。            
(4星)	 HC这个男人啊             
(NA)	 一天看完的，还好。            
(4星)	 好一个怀表先生 兰花小姐            
(3星)	 完全是冲着顾美人来的~            
(4星)	 钟美人你肿么最后又傻了啊！其实我还满喜欢后妈结局的呀~            
(5星)	 赞啊！！钟汉良！！虽然结局有点狗血，但是弥补了我们被匪大虐的惨滴滴的小心脏啊~            
(NA)	 很喜欢！我很喜欢的电视剧！            
(3星)	 多么“和谐”的结尾啊。。。俩人在社会主义世界幸福得在一起了。。。某些情节真的是狗血。。。不过我妈喜欢            
(3星)	 还是喜欢小说的感觉            
(4星)	 喜欢服装和演员            
(5星)	 上半部贴近原著，下半部基本就是原创了。我还是没出息地喜欢小情小爱，不喜欢和抗日救国民族大义联系在一起。            
(4星)	 算是哭惨了吧。到后面            
(5星)	 小太阳！我又沉沦了好吗！我可以无耻地把自己幻想成女主角吗！吻戏真多真精彩好吗！好喜欢钟汉良！！！            
(4星)	 小太阳！胡杨林的《是我在做多情种》很好听            
(4星)	 個人認為，只看前19集足矣，後面的就不要看了，太虐人了，而且和原著有差別            
