http://movie.douban.com/subject/5279587/	玛丽外宿中 매리는 외박중
(2星)	 演员很好，剧情狗血            
(3星)	 后面不那么让人喜欢的安排~有点仓促了            
(NA)	 超级喜欢文根英在里面的造型~很像我的一个同学            
(5星)	 一切为了文文            
(4星)	 演的很好啊 就是编剧很纠结            
(5星)	 张根硕！！！！            
(NA)	 编剧你老实说 这其实是一部女一和男二争夺男一的内涵剧对吧！张根锡的造型直逼我家hyde，海爷为什么要毁在身高上呢anyway！不然像这样无脑的花瓶剧海爷还能比张根锡更不演技派嘛！张根锡的正面is perfectly my type！但侧面的骨骼总是偏畸形            
(2星)	 看不下去            
(3星)	 漂漂衣服多多的！            
(3星)	 就喜欢男主女主两人……他们穿的衣服也喜欢……有那么几幕，很warm~            
(1星)	 要多恨张根锡才给他这么个矫情装纯的角色，这就是个腐片！！腐片            
(NA)	 因为张根锡一直看下去了,之前也没有很迷他,可是看了这部剧就很喜欢他了..虽然文根英不是我最期待的女主角形象~            
(5星)	 其实多想看两男主角在一起的~~~            
(NA)	 我的最爱            
(3星)	 两集弃之            
(NA)	 烂！            
(3星)	 原来韩国人睡觉都不换衣服······哪怕在外面被淋关了个透。            
(4星)	 友爱-。-两男争一女  哈哈哈。            
(3星)	 演员呢 是我喜欢的 可是情节有点。。。            
(3星)	 双根实在完美 造型实在完美 剧情巨大失败&gt;&lt;            
(NA)	 大爱张根锡。眼线男，阴柔额外表，很man的声音。我一度也想化眼线            
(4星)	 张根锡笑起来多帅啊、我是多爱他那尖尖的脸长长的头发啊~~            
(2星)	 除了张根锡            
(3星)	 It is for teenages.            
(3星)	 抓心挠肝的看完了，最后终于明白一句话，期望大，失望就大。            
(4星)	 张根锡好帅 张根锡好帅 帅到窒息啊。。。            
(3星)	 没钱的女主角衣服换得可勤可勤了。            
(3星)	 我是男二控这一点又被华丽丽的证明了...........但是，好吧，这部剧还是有些无聊.......            
(3星)	 剧情不行            
(2星)	 剧情无聊，什么都无聊，造型也很雷            
(2星)	 主角很养眼，剧情很狗血~            
(3星)	 很无聊，无非是两个男人抢一个女人，一个灰姑娘变公主的故事罢了~            
(3星)	 很闷的剧情，还是喜欢（是美男）中的黄泰京。            
(3星)	 好傻缺的剧情= =但是有我家小帅……啊啊啊 ！            
(3星)	 为了张根锡看的，故事很一般            
(NA)	 超喜欢小帅            
(3星)	 女主是多余的，强大的帝王攻和女王受，其他几本没什么看点.........            
(NA)	 因为张根锡的《美男》，所以继续《玛丽》，纯粹是为了养眼而看的            
(5星)	 帅哥呀，帅哥，演技也不错            
(3星)	 剧情有待加强呀~            
(2星)	 剧情没亮点，无法继续。            
(1星)	 在朋友电脑上看了一点，看到男主的性格我就看不下去了。            
(NA)	 决定来统计一下到底看过多少部韩剧            
(5星)	 喜歡里面的音樂,喜歡雙根,即使編劇有時候很狗血..            
(NA)	 文根英好可爱~张根锡好帅~            
(3星)	 某只很帅气、 摇滚很给力            
(NA)	 就是为了小帅才看的，结果小帅太不给面子了~            
(5星)	 帅哥啊。。而且还是会唱歌的帅哥啊～～～哈哈            
(NA)	 有点失望，女主角多少欠缺那么点味道·······            
(4星)	 为什么韩国片的男2都比男1要揪心呢            
(NA)	 中间有段时间真是天天追着看。喜欢小帅就真得只是因为帅而已。。我是肤浅的女人。。不得不说，四个主角的腿真是一个比一个细阿。。            
(3星)	 最初，看这部电视剧是因为文根英。还记得《蓝色生死恋》中，那个总是眼睛通红，楚楚可怜的小恩熙。仿佛转眼间，懵懂的少女已然亭亭玉立。刚看到名字以为是校园爱情剧。刚看前几集时，真的怎么看“玛丽”都很难找到“恩熙”的影子。原来时间真的就这么一去不复返了，仿佛在提醒着在时间的洗涤下，物是人            
(3星)	 勉强···国民妹妹长大了···            
(NA)	 太帅了 张根锡 歌也好听。            
(3星)	 比较喜欢里面的男二号，绅士。            
(NA)	 不知道为什么一看到代表出场就有点心疼的感觉，剧情设计的有点变扭，虽然现实中很难发生，但是也还是希望符合常理！            
(2星)	 剧情太烂了，为了小帅也还是看不下去呀            
(5星)	 很好看啊 轻松又温情 张根锡在里面演得很自然            
(2星)	 一般的一般，不好看，就是韩剧的模式            
(4星)	 编剧确实不给力……但是演员真的没话说            
(NA)	 最主要的是我喜欢长的漂亮的男人            
(4星)	 啊。音乐服装都不错。人物很养眼。剧情一般。            
(3星)	 看到一半就不太想坚持下去了，第四季到第六集比较精彩            
(NA)	 好看啊，喜欢张穿的所有衣服。。。            
(3星)	 冲着张根锡去看的却意外喜欢上男二号。            
(NA)	 一般　主题曲还不错            
(NA)	 纯粹为了帅哥            
(3星)	 同名漫画相对精彩，真人版完全是想看小帅，整部剧没有什么新意，所以。。。            
(3星)	 额            
(NA)	 张根锡好像汤唯            
(4星)	 其实是一个有点俗气的电视剧 但是还是开开心心的看完~happy ending            
(3星)	 女主角狠可爱。 还好 还好            
(1星)	 剧情烂 实在欣赏不下去 停步于第一集            
(3星)	 恋爱的幸福终点就是结婚吗？好像在最后不是这样的呢 嗯，不得不说，韩国的婚姻登记太可怕了，闹的一群人心力交瘁啊 不过，只要幸福就可以了            
(2星)	 ........            
(3星)	 编剧不给力啊，两个好演员浪费的典型。但歌曲还不错！所以因为小锡给3分啊。            
(5星)	 正！！！！！！！            
(5星)	 喜欢最后的结局。            
(NA)	 不咋地            
(3星)	 预告片还以为是日剧。。            
(4星)	 小笑一会            
(4星)	 张根锡的，嘿嘿，不过那个剧情稍稍不够给力            
(2星)	 在看了十多集之后果断弃剧 实在不明白自己到底是以何种毅力把前面那十多集给看完的 对女主无爱 对张根锡无爱 对情节同样无爱 ……            
(NA)	 烂编剧 狗 血             
(2星)	 这都是神马啊？            
(NA)	 张根锡帅，吼吼~            
(3星)	 其实不是很好看啦~~~就是根锡同学的魅力太太太太大了。。。            
(5星)	 在一起过要靠义气的            
(3星)	 完全是觉得文根英很可爱一直看下去的，很可爱的女孩子啊            
(3星)	 冲着张根锡和文根英去的，结果没有想象中好。。。            
(4星)	 想让男二跟女一好啊~~            
(4星)	 男主角帅的一塌糊涂~@特林~！            
(3星)	 就是突然想看脑残的爱情剧……T_T衣服还是蛮好看的            
(NA)	 喜欢张根锡..            
(NA)	 张根硕——妖媚            
(4星)	     青春音乐剧，个性鲜明，浪漫纯情。特别是剧内音乐的烘托更加动人。相信爱情，青春万岁！            
(1星)	 很烂            
(3星)	 只看帅锅！            
(3星)	 (*^__^*) 嘻嘻……帅哥。。。。不过确实都是童星捏，有点不习惯            
(3星)	 剧情挺无聊的，女主来回折腾，为了张根锡的脸才给3颗星            
(4星)	 真的是与现实太远了            
(4星)	 一般般，没看完，张根锡没有在原来是美男里帅            
(3星)	 太童话了            
(5星)	 张根锡帅死了啦！            
(3星)	 能在年轻的时候，遇到自己爱的人，并且也爱自己，真好~！            
(3星)	 哎呀呀 男一男二什么的在一起吧。。。噗。。。哈哈            
(1星)	 實在不想說看的有多累啊..要不是我的性格就是看了就要看完....我就早把你删了!            
(3星)	 室友再看，想不看都难...            
(3星)	 张根锡真是妖艳美丽啊            
(3星)	 文根英变好看了            
(3星)	 额，忍着头疼看完了。男二果然干不过男一。            
(3星)	 唔 因为某人去看的。。。果然符合一贯的韩剧剧情            
(4星)	 公主没和王子结婚            
(3星)	 很无聊很无聊没有片子看的时候看的，就是为了文根英去看得，反正看了没有几集就直接看最后一集了~~男2不符合我的审美。。            
(4星)	 忽略剧情，单看精美的男主和时尚的冬日装束            
(3星)	 音乐不错            
(3星)	 看的就是个潮流            
(4星)	 轻松，打发时间的韩剧，喜欢张根锡的调调~            
(NA)	 本来是冲着张根锡去看这部剧的。可是张根锡没有演出角色的特点。倒是男2让我很迷啊。！~            
(NA)	 结局意外，只是男猪脚，你敢不敢再瘦下去，还是喜欢开始的你。。。            
(NA)	 怎么会有那么 有爱的男生。            
(NA)	 文根英里面的打扮挺好看的张根锡那个娘啊，我的天            
(NA)	 看完美男只想回头再看看张根锡，愕然发现这部剧味道全变了，还是男二号好啊            
(3星)	 四集弃            
(NA)	 接受无能            
(5星)	 俊男美女，又是一个成功的第二男主角。            
(3星)	 2011年01月27日——02月02日。我是花痴，我是冲着张根锡（张根硕）            
(NA)	 可能是当初期待太高了  看到结局就有些失望了  总是感觉结局很仓促的            
(1星)	 除了几个演员，绝对烂片一部。            
(3星)	 纯粹因为金童玉女而看的韩剧。追剧时觉得剧情很纠结，但回味时还是感受到了那冬日里的一丝温暖            
(NA)	 张根锡太妖孽了~那长发~那露香肩的，那小蛮腰，那围着床单的小受样,口水哒哒滴。。擦擦口水！            
(4星)	 太帅了            
(4星)	 两颗星给张根锡，一颗星给文根英，一颗星给OST，老子三百年才看一部PC剧，拜托，剧情能不能不要这么白目！！！！！！！！            
(3星)	 剧情很老套            
(4星)	 看了之后超想吃泡菜的说……            
(3星)	 喜欢文根英的声音~            
(3星)	 很一般的电视剧，看过有些失望            
(NA)	 喜欢听张根锡 唱的拜托了 my bus!             
(1星)	 还可以更烂一点么            
(1星)	 眼線男，我居然還是把你給忍到了最後一集            
(NA)	 国民妹妹果然长大了不过根系同志和她感觉match一般            
(2星)	 除了两个男的都很好看，其他算了            
(3星)	 有点让人失望的剧情，但是喜欢文根英的朋友可以看看~            
(4星)	 挺喜欢她的，蛮耐看的~            
(4星)	 义气嘛~            
(3星)	 冲着张根锡看的，情节一般，男主角这脾气~文根英怎么看怎么就是小朋友            
(3星)	 剧情一般般吧，但就是为了看张根锡滴。。。哈哈，超帅！            
(NA)	 玛丽 我也有跟你一样的标志            
(4星)	 超喜欢玛丽的角色，但结局与预想正好相反，不再看了            
(1星)	 恶心！！！            
(2星)	 这三星纯粹是给魏大韩的搞笑功力            
(4星)	 里面的服装风格很统一，不错，我喜欢            
(4星)	 完全就是冲着锡哥去看的 帅呆了~            
(3星)	 泡沫始终是泡沫。            
(2星)	 冲着张根硕和文根英去看的。但素剧情太过老套。            
(3星)	 还行            
(5星)	 剧本很烂，但是姜武玦真的被小帅童鞋演活了……            
(2星)	 两男两女的俗套。除了在宏大遇到张根锡本人比较兴奋之外没有什么可圈可点的地方。            
(4星)	 看完原来是美男接着看这部，感觉男主更帅了。只是韩剧老套的男二号都比较被催。剧情比较拖沓，不过里面的音乐还不错。            
(4星)	 看在张根锡份上            
(1星)	 不好看，打发时间看了一些，受不了张根锡，还有文根英为啥要打扮地乱糟糟的呢。。。            
(3星)	 [我是为了男2号和男一号的同人情节。]            
(NA)	 主要系睇偶像,劇情好無聊...            
(NA)	 真系好5中意男主个长头发  我真系觉得 我更加愿意噶系女主同男二一齐  男二甘好  点解要中意个死穷鬼！            
(NA)	 第三集结尾部分，某男半裸身子从床上爬起来挂着床单，某男穿着黑色睡衣，擦着湿头发从浴室里走出来，，我不免对此幻想翩翩啊。两个人还喝同一瓶水。。。XD            
(3星)	 二根组合很赞呐~            
(3星)	 前面还不错，后面越来越无聊，有点乱七八糟的。            
(5星)	 太帅了            
(2星)	 没眼光的小女生。。。            
(3星)	 张很帅很摇滚，其他也没什么了            
(2星)	 这部剧让本人比较失望。。。对张根硕形象举止很难接受。。娘。！ 但是开始欣赏金材昱~~ 低调的大帅哥~ 但是文根英让我实在很难看完这部电视剧。。。一切都变得不真实了。。            
(4星)	 哎~血淋淋的卖女儿            
(3星)	 我的结局就停在12集            
(2星)	 除了男主角的外形，实在没有别的神马可看了，纯情漫画就不能找个安静点的萝莉来演么            
(2星)	 除了帅哥美女能看，这部东西真的不咋地。。。            
(3星)	 提高审美吧 最多这样了            
(1星)	 好像是灰姑娘的姐姐之后文根英的又一部电视剧 本来很期待的 那了那么一两集 觉得还是不要浪费时间的好 韩剧看多了才发现 剧情真的很重要             
(3星)	 没坚持看完~~~~            
(4星)	 奔着张根锡看的~笑的太致命了            
(2星)	 真无聊。。            
(4星)	 编剧是不是会脑残一下，特别是最后两集，好在演员都挺养眼的~            
(NA)	 前面还不错啊~很可爱的，但是后面就不太喜欢了            
(4星)	 天啊。怎么又是我的抽抽。剧情太烂，但是主演都喜欢。            
(NA)	 两个男主  各种秒杀            
(3星)	 张根锡的笑容 其实是很温暖的~~~            
(3星)	 很喜欢张根锡~~男二号也不错~~但是剧情实在是TAT特别是后面几集            
(2星)	 虽然我有韩剧男二综合症 就也没看下去             
(4星)	 超喜欢小帅            
(NA)	 就算光看男主的颜我也撑不下去了这什么破编剧啊啊 啊啊啊啊啊            
(4星)	 文根英特可爱 这就够了            
(3星)	 受不鸟张根锡了= =敢不敢再娘一点！            
(4星)	 演员喜欢。。但剧情太扯拉            
(NA)	 好喜欢里面玛丽的服装，给我的感觉是，原来两个人拍拖还有那么事情可以去做的，喜欢玛丽，喜欢姜武诀，哈哈！            
(4星)	 给张根锡。            
(3星)	 主要是喜欢演员    内容老套  没有印象了            
(4星)	 很有爱的一部片子，剧情有起有落，男主和女主都是我滴菜O(∩_∩)O哈哈~总之，这部片子很对我的口味，我喜欢（*@ο@*）            
(3星)	 歌很好听，男主角帅气，剧情比较老套            
(2星)	 剧情和ost都很不好，只能看看张根硕了            
(4星)	 看人家的穿衣搭配。。            
(NA)	 ····            
(4星)	 玛丽 merry christmas             
(5星)	 文根英一开始演的有点过于白痴了，不过看到后面就觉得挺自然了。剧情挺搞笑的，不算太拖拉的那种吧。通宵看了，呵呵。            
(2星)	 看了第六集就看不下去。。无语            
(3星)	 我只能说无论是男主还是炮灰都帅的不得了。。。            
(5星)	 好好看啊！            
(2星)	 韩剧总是看几集就看不下去了- -            
(4星)	 有的时候真的分不清男女。这个世界真混乱！            
(NA)	 一般，没有看完就不再看了。            
(4星)	  张根锡太帅了，就这样....            
(3星)	 里面演员们的造型挺潮的。。。            
(3星)	 无聊            
(5星)	 除了结尾太匆促以外 其他的没挑儿            
(3星)	  所以说我看到这样的爸爸真的很烦            
(1星)	 编剧还能再脑残点吗，中国的言情编剧看到希望的剧~            
(4星)	 还不错，毕竟俊男美女，里面的衣服也挺流行趋势的            
(2星)	 有点失望！            
(NA)	 还好吧。            
(4星)	 剧情有点老套啦、但是张根硕真的越看越帅~            
(4星)	 冲着文根英看的，却被张根硕迷倒了……话说，他唱歌的样子真滴很迷人很深情……歌也好听            
(4星)	 两名主演的卓越演技与艰苦努力最终未能弥补编剧的荒唐走板，哎            
(NA)	 不好看 ╮(╯_╰)╭            
(3星)	 我是喜欢男二来着!!            
(3星)	 越看越觉得没意思，没坚持看完            
(NA)	 开了开头 不想结尾               
(4星)	 &lt;&lt;my precious&gt;&gt;~~~            
(5星)	 真的很不错，看着特别幸福，看了两遍呢            
(4星)	 郑仁太唯美，不过太假 还是喜欢武玦 有很多缺点  最喜欢那首hello            
(NA)	 服装不错，前部分剧情挺温馨的，可惜后面太无聊            
(NA)	 最后几集没看男二号是不可多得的人才支持！            
(3星)	 小帅三星 文MM一星 情节扣一星。。。            
(3星)	 你个妖孽            
(4星)	 纯喜欢造型            
(4星)	 喜欢里面的歌曲、            
(5星)	 超级喜欢张根锡的...  还有ost也很好听            
(4星)	 大爱文MM            
(3星)	 喜欢张根锡啊，不过除了他之外，这电视剧真是不能看~            
(4星)	 很帅啊 为什么不喜欢            
(NA)	 由于在学校里呆着没事干所以看了这部貌似很火的片子，大概是2011年2月19号开始看的，看到了20号。本人觉得张根硕也不好看，妖里妖气的，倒是男配角比较可怜，令人同情，那个配角的老爸也太可恶了吧            
(NA)	 张根锡怎么这么娘了··            
(3星)	 看美人~            
(3星)	 感觉男一和男二蛮般配的~~ 干脆拍成gay片算了~~~            
(3星)	 小帅这个卷发造型很赞      PS我爱吉他..              
(4星)	 不错 文文可爱啊            
(2星)	 这年头最烦编剧没事就拿脑残剧侮辱观众的智商，两颗星只为某人强大的颜和给力的造型            
(3星)	 开始无聊，中间不错，结尾一般            
(1星)	 10分钟就弃，张根锡你肿么啦！！！！！！！！！            
(3星)	 要不是张根锡 要不是文根英             
(3星)	 对文根英的造型都很有爱            
(4星)	 看了几遍都为的是看文根英的服装 剧情缭绕 结尾很淡            
(4星)	 一颗星给男2，一颗给文根英，还有两颗嘛给小帅啦~\(≧▽≦)/~啦啦啦            
(3星)	 张根锡越来越妖孽了，太魅惑了            
(3星)	 女主角略带欧美复古风的服装风格让我很喜欢 主要是张根锡开场的冷酷摇滚歌手形象诱惑了我少女的心 但是后来就觉得编剧有点编不下去的感觉 期待变成了失落 结局一点惊喜也没有 剧情发生重复的三人纠缠毫无新意            
(3星)	 呃。。。假的太假            
(4星)	 一部喜欢的剧集，小帅和文文的表演自然并且平实，扮相也都是我喜欢的，故事未免有些许落入俗套，三角恋，契约婚姻，前女友等等，只是在看的过程中还是不知不觉被无缺和玛丽的快乐与悲伤感染。            
(3星)	 看的是衣服            
(1星)	 好难看！！！张根锡是怎么了?            
(2星)	 劇情狗血。。很一般            
(3星)	 为了阿爽的三星~~            
(3星)	 我总算是把它给看完了！            
(1星)	 对韩剧 很无爱 尽然看了几集..................            
(4星)	 演员很养眼是真的……            
(NA)	    卡哇伊的女主角            
(NA)	 张根锡好妖媚啊好妖媚啊好妖媚啊，跟男二在一起吧！男二多么腹黑啊！！！            
(3星)	 缺點是劇情太夢幻有點不切實際優點是張根碩很帥且劇中的服裝搭配得很好 :D            
(4星)	 小硕萌死了。            
(5星)	 真的很好看真的很好看的！张根硕永远都让我那么难以抵抗、            
(4星)	 多一星给张根硕            
(5星)	 我是美男控，还是眼线男控~！            
(4星)	 看这剧就是冲着文文去的，后面觉得男二还行，哎，我看我改不了了，一辈子喜欢男二的个性。。。            
(5星)	 我是男二控。            
(5星)	 喜欢张根锡唱歌的嗓音哦~ 哈哈~            
(1星)	 仅以此星献给张根锡的小细腿。            
(3星)	 刚开始好看，越到后面越不感兴趣了。。            
(3星)	 为了小帅看的 最后觉得一般···不过演员们还是很努力的说·            
(2星)	 情节空洞，就看见男女主角在那里搞来搞去，男2独自伤心，很无聊看了会很想睡觉=            
(3星)	 小帅笑起来很美~代表走路坚硬            
(4星)	 结局有点儿寡淡~~~            
(2星)	 追着追着就不了了之了~            
(4星)	 服装，发型值得借鉴~~~~可爱滴混搭   职业装也很赞~~~~            
(NA)	 韩国俩阴柔男分饰男一和男二……            
(3星)	 我不喜欢男主角~            
(5星)	 还是张根锡帅啊!!!!!剧里文根英的衣服好漂亮啊            
(1星)	 有够不好看的。。。。太把观众当二了吧。。。。连张根锡的脸都改变不了这部的水啊。。。。还是我年纪大了不能欣赏了？。。。。            
(4星)	 不错，就是后面有点没意思，结尾不是我想要的            
(5星)	 好看惨了。买了好多张根硕周边呢            
(3星)	 眼线男啊眼线男....            
(4星)	 当十年如一日坚持着的梦想突然一天和爱情相撞，该向左走还是向右走？这是剧情。剧情之外，我的关注点是张根锡在全剧中的服装和造型。            
(4星)	 剧情很狗血，不过小帅这发型实在是太帅了！！！            
(3星)	 完全接受不了最后一集的最后一句话......男主是我坚持的唯一理由            
(3星)	 冲着双根来看的，可惜看了一半就没看了，吸引力不够，虽然人物很美型。剧情啊剧情、。。。            
(3星)	 除了两个男主角的脸没任何看头            
(2星)	 爱情不如精神可贵。            
(NA)	 残了。            
(2星)	 时装大片啊。编剧完全忽略掉剧情了。玛丽这个角色真惹人厌。            
(2星)	 结局太不靠谱了。            
(4星)	 文根英很可爱啊，张根锡很帅啊            
(1星)	 我只是为了俩妖孽的男主去的，脑残白痴的女猪你给我有多远死多远！            
(3星)	 最初也是因为有张根锡和文根英才期待的剧 以为会延续 原来是美男的 风格 剧中人的确养眼 但可看度不够啊啊啊啊啊 。            
(1星)	 就为了看造型！            
(3星)	 編劇把這整個陣容都糟蹋了            
(3星)	 完全是为了张根锡和文根英 ....            
(NA)	 一般一般 就帅锅美吕养眼了            
(5星)	 快进着。。只看张根锡的镜头&gt;&lt;。。本来刚一开始是“啊！真好看真好看呢~”我处于淡定状态= =！但是！但是！！他一开口说话我就受不鸟啦&gt;o&lt;！！啊啊啊！！声音太好听了TAT含泪握拳！剧情就忽略吧~~演技真的很有~人不是很养眼嘛~衣服也很好看啊~歌也很好听~p.s跟男二好配啊= =！            
(3星)	 后面真是拖沓啊            
(2星)	 只能说是俊男美女集合的一部剧，但是剧情真的不给力，没有吸引人的地方。我实在不太喜欢文根英在里面的性格，特别是那句常挂在嘴边的“曹gi呀”很刺耳，很不自然            
(2星)	 剧情神马的是浮云！二根的服装造型是犀利哥？音乐还ok。实在不愿意看到文根英开始松掉的眼袋，貌似张根硕皮肤也开始松掉了。            
(NA)	 刚开始看时还是蛮有趣的，熟知，越看越没劲，蛮想让女一号和男二号在一起的。            
(3星)	 = =要是没有张根锡我才不看这狗血的剧情呢            
(NA)	 三个演员全是我的心!头!!!!肉!!!!!            
(2星)	 学生力荐的片子 剧情在套路中 服装造型挺养眼的  属于无聊解消遣的片            
(3星)	 剧情减两星，不过话说回来，小帅真是太可爱了。。。            
(3星)	 小鲜肉啊~思密达            
(NA)	
(5星)	 喜欢张根锡~~            
(4星)	 一般般也就 我是真心爱小帅的！mua            
(4星)	 喜欢男主，对女主的印象也不错。剧情稍有拖沓，但是华丽时尚的感觉还是不错的。            
(2星)	 结局真漏气！            
(4星)	 喜欢张根锡和文根英。编剧的另一力作是浪漫满屋~            
(4星)	 除了张根锡谁我都不想看~真的            
(NA)	 看了这边电视剧感觉很喜欢张根硕的演唱，喜欢他唱歌的感觉，竟然里面的音乐真的是他唱的，一阵惊叹，帅气的外表，迷人的嗓音，怎么会集中在一个人的身上。看完这部电视剧又看了他的《原来是美男啊》这部电视剧的名字真的很不喜欢，看了之后，真的发现特别好看，越来越喜欢这个帅气的男孩，迷死了……            
(3星)	 看张根硕，文根英····            
(2星)	 没什么意思啊~其实            
(3星)	 恩，还行吧，文根英很可爱。            
(4星)	 消遣看看不错 真的得夸一下文根英            
(3星)	 看着看着就没劲了，就喜欢张根锡在里面的样子，哈哈 男主角不错，女主角也不错，但是剧情实在看不下去了            
(2星)	 我喜欢男主，衣服，发型，配饰，但是都抵不过这个二13剧情。。。            
(4星)	 爱张根锡啦            
(1星)	 整个一个ppt，弃之            
(3星)	 后面越来越烂了            
(1星)	 扯淡幼稚伪颓废伪同            
(3星)	 剧情一般.....就看个人吧~哈哈            
(3星)	 同期的水木月火最讓我期待，但是也是最讓我失望的電視劇~~~竟然被我拋棄了~本來只想給兩星的~~但是沖著我家小帥和國民妹妹~~還是加一顆吧~            
(3星)	 里面的歌确实是不错的。。。张根锡还是很有魅力的。。。不过感觉导演跟编剧不行啊。。。把这一班演员给浪费了。。。            
(3星)	 纯粹是奔着文根英去的            
(3星)	 张根锡有时候真有点那个什么            
(NA)	 开头很抓人，剧中和结尾有些俗气~身边很多蜜友都很爱MR.张，我觉得男二很不错~            
(5星)	 大爱文根英            
(3星)	 OST很可爱~ 剧情很悲催  金材昱转型的还可以 嘿嘿=///=            
(3星)	 只能说张是妖孽……！剧情就真的……烂了某个部分……看到他们这么多Kiss戏 不知我大云锅看了作何感想~：）            
(NA)	 无聊产物            
(3星)	 男二4星，编剧把俩演员毁了，减一星            
(2星)	 其实是两星半，至少张根锡能看。。。我是直接去看结局了。。。            
(NA)	 只为金材昱            
(5星)	 可爱            
(NA)	 越到后面越不好看= =            
(2星)	 除了帅哥美女毫无新意啊  收视率不佳草草收场。。。            
(2星)	 韩国电视剧越来越脑残。            
(NA)	 姐是混着《灰姑娘的姐姐》看的，文根英的角色搞得我很纠结，一会很萝莉一会很御姐的。小帅越来越妖孽，可不得不说剧情差了点。第一集就没抓住我，我是硬着头皮看下来的！            
(3星)	 HELLO HELLO~~            
(NA)	 这是我看过最不现实最扯淡的剧情            
(4星)	 只看了开头和结尾            
(3星)	 之前看过浪漫满屋，因为是原编剧才看的，感觉上没有浪漫满屋好....            
(NA)	 其实还不错的，养眼的组合~~            
(3星)	 演员都挺不错的，很有韩剧的风范，只是男一号头发太长，导致觉得男一号和男二号很配。。。            
(3星)	 造型好看~剧情除了头两集其他瞎掰~            
(NA)	 纯打发时间            
(4星)	 曾经看完就疯狂得迷上了里面的歌和人。            
(4星)	 只能说除了男一，一点都看不下去。。。            
(NA)	 完全被张根锡的笑容迷住了。不过撇开政治立场，韩国明星的演技真的没话说，不像内地的各种雷剧，随便找个长得不错的路人上来演，真的是专业啊。            
(NA)	 虐啊            
(2星)	 真受不了~            
(3星)	 看了几集，剧情是越看越没兴趣，让人看下去的唯一吸引力就是小帅啦。。。。好帅好可爱的说。。。            
(3星)	 国民妹妹真灵            
(4星)	 两大心水的男人。。。哦哈哈~怎能不看~            
(3星)	 后一半太无聊了            
(4星)	 越来越觉得太缠绵了            
(4星)	 男一男二简直像是天上人间来的            
(5星)	 真好看啊啊啊 张根锡那张纯良的脸啊.......真是大爱吉他男！！！！！！！！！！看完后果断决定改为力荐 有时候我觉得豆瓣里太偏激了 搞得评分那么低            
(NA)	   看到后面觉得没有意思了            
(3星)	 结局很烂。张根锡很帅。            
(3星)	 文根英长变了。            
(3星)	 表示张根锡，真的很帅，            
(3星)	 就冲着张根锡看的            
(3星)	 给3星是因为绝对是混搭的学习剧，还有妖孽的摇滚造型            
(4星)	 主要喜欢根锡，长的很帅气，和浠澈比的话还是很爷们的            
(3星)	 2星半 剧情较弱~            
(5星)	 其实。。我真挺喜欢的。。。            
(3星)	 音乐不错……演员不错……编剧我不知道说你什么好了……话说金材昱同学你的身材去哪里了！！！            
(2星)	 小打小闹的偶像剧……文根英根本就是早恋的高中生啊~~~            
(NA)	 一如既往，韩剧幼稚的剧情，养眼的男主角。文根英剧中森女范儿的打扮也很有特色，张根锡卖萌无数次。            
(5星)	 美呀美~~            
(4星)	 张根硕唱歌真不错啊            
(3星)	 很喜欢这里面的衣服            
(3星)	 很是俗套的电视剧情。可是主角们的服装还是一如既往地吸引人。~            
(4星)	 前半段很搞笑，结尾太无语            
(3星)	 看完其实没太大感觉，本就是冲着双根组合去的，也无所谓失望，很中规中矩的电视剧我觉得。。。虽然男女主角还是很有爱。。但是与角色无关。。男二那个角色我本觉得应该很出彩来的，本大多韩剧设立的男二各方面都优于男一，但此剧男二总是憋着笑的演出的感觉，于是纠结了。。。            
(5星)	 情节很一般，不过双根真的很给力！            
(4星)	 好看。真心喜欢文根英的小圆脸 和张根锡！！！            
(3星)	 挺喜欢里面的歌，但看到夜班不想看了~            
(3星)	 果然是每看一部韩剧就会爱上一个男人啊！！！看到金材昱就知道不行了……太好看了这人……话说我还是觉得他是成宫宽贵和玉木宏的合体            
(5星)	 额 很喜欢根锡 所以只有是他的电影感觉都很好看O(∩_∩)O哈！            
(4星)	 还不错的啦 张根锡还是很帅的 文根英还是很可爱的             
(NA)	 好吧...张根锡是看到最后的动力= =+            
(4星)	 小清新风格            
(3星)	 我其实还是蛮喜欢文根英的，但是还是无法接受她在这剧里的缺根筋，也觉得张根锡太女相了，反而代表才应该成为玛丽的另一半。剧情前面10来集都是还可以的，笑料也是有点，但是后面完全就没了兴趣。            
(4星)	 文根英显得不够成熟啊。。。            
(4星)	 非常喜欢张根硕LIVE  收放自如的感性演唱喜欢摇滚范  彻底沦陷在他的笑            
(1星)	 看了半集我就受不了的吐了，能看进去的估计都有点脑残            
(3星)	 剧情基本不在讨论范畴，文根英真的24岁了吗，看来这个年纪不该看也不该演这类偶像剧了            
(5星)	 这俩娃儿的剧叫我如何不支持？！            
(4星)	 张根锡好帅!            
(3星)	 姐不想给你三星的 姐当初不顾周围那么多人不喜欢坚持看 尼玛的            
(3星)	 不管别人怎么说文根英顶着怎样大山一样的卷发 移动垃圾桶一样的服装 我就喜欢!!!!!那双眼睛... 偶册那我爱你啊文MM!!!!!!!!!!(六年来看的第一部韩剧0 0 有点纪念价值的)            
(3星)	 小帅的就支持一下好了            
(3星)	 男主角衣服好好看~~~前十集還不賴，後面真是越來越難看，有種歹戲拖棚的感覺。小帥在這好媚。            
