http://movie.douban.com/subject/4905040/	吸血鬼日记  第二季 The Vampire Diaries Season 2
(4星)	 我要看3p！！            
(3星)	 第二季不如第一季。期待第三季            
(NA)	 我就只喜欢梅森            
(NA)	 大爱Damon 支持 DE 组合            
(5星)	 这是最好看的吸血鬼电影了，最爱的美剧啊啊啊。。姐绝对力荐~！            
(5星)	 大萌我爱你            
(4星)	 很想看三            
(5星)	 如果美剧不要出得那么慢的话。。。。            
(5星)	 哎呀~~~深陷不能自拔            
(5星)	 这个剧的好还用说？            
(4星)	 继续ED配            
(5星)	 真的很喜欢stefan！            
(3星)	 看不下去就是因为stefen和elena的性格，导致看到他们滚床单都恶心。katherine戏份有点少不过瘾，damon,小c还不错,美剧什么还是喜欢腹黑、干脆利落的角色。            
(5星)	 很不错的片子，剧情够跌宕起伏、精彩波澜。看的时候爱Damon，后来回头想，其实圣人比浪子更辛苦，猛然间就觉得Stefan很值得爱，红了眼眶。            
(5星)	 超级心疼Damon。。。            
(5星)	 K和E一正一邪很好看            
(5星)	 看这一季的时候真是觉得damon越来越迷人。一副痴情种子却死不承认的相。看完这一季，仔细想想，真的应该选择damon吗？虽然他很痴情，但他也很我行我素，他很聪明，所以他习惯按着他自己的套路来，而不去管别人受不受伤。若哪一天，他不爱你了，他还会在乎你的想法吗？还在乎你的感受吗？            
(4星)	 追美剧就是伤身。。特别对于Damon这种销魂的要人命的吸血鬼。。。            
(5星)	 五颗，必须。。。Damon成功进入观众心里啊，尽管之前的恶行让人发指。。。喜欢他的敢爱敢恨，他的直接，他的坦然。真的很迷人的说            
(NA)	 DE最后kiss了~我基本上也就心满意足了~            
(4星)	 期待下一季。。。。            
(5星)	 这是迄今为止我最喜欢的美剧了 怎么说呢 妮娜很漂亮 伊恩也很有型 而且剧情紧凑 跌宕起伏 满足人们对吸血鬼的各种幻想和需求 当然也少不了狼人的加入 很期待第三家~            
(5星)	 听说很好看，好久没看美剧了///还是美剧看得过瘾，悬疑惊悚感情，一样不缺，原来吸血鬼也是有感情的~            
(NA)	 后面越来越精彩啦~期待第三部。。            
(3星)	 除了其中某些人的演技有点假~~~~情节还是很扣人的~继续消磨时光~欣赏帅哥靓妹~            
(5星)	 好多DE党   我肿么就觉得Damon特别碍事呢= =            
(4星)	 看了一半看不下去了            
(4星)	   DE黨比較多吧，我覺得S是表面很善良其實非常自私的人！            
(5星)	 第三季快点更新！！            
(5星)	 看到最后一集 Demon说的那些 让姐姐哭的稀里哗啦的 难得有一部剧 谁也不讨厌 能接受每一份感情！ 真的很好看！            
(NA)	 damon超级帅            
(5星)	 大赞，期待下一季……            
(4星)	 不完美仍不失精彩，想问下有人跟我一样讨厌stefan的吗？为什么他每次扬起大脸的时候我总想去抽他嘴巴呢？            
(5星)	 超喜欢啊~~~            
(5星)	 第二季也完结，悲剧收场，最后死去的和离去的吸血鬼的出现，存在的吸血鬼的即将离去，为下一季打下了引子            
(5星)	 等            
(5星)	 真虐人            
(5星)	 我他么爱死damon了~~~！！！！            
(5星)	 除了男主里面的人物都很喜欢0.0            
(5星)	 - -第二季真心好看呀……            
(5星)	 这一部让我喜欢K，即使再怎么自私还是无法自拔地爱上男一S。为什么D就那么可悲所有女的都只喜欢他弟弟。女主的亲生父母在这部发扬了母爱父爱。都为E挂了。对于那黑鬼女巫，我真的提不上兴趣，总是自以为是的态度让我很反感。C和狼人在一起真的就美女俊男了。            
(5星)	 等第三季啊，等            
(3星)	 一气呵成的全部看完感觉蛮好看看完之后就觉得一般般啦可供消遣            
(4星)	 一口气看完第二季的，不追此剧，等出完一起看比较好。            
(4星)	 Everyone loves Damon ，for Ian Somerhalder            
(4星)	 两天看完两季，没什么推理，但每集都有出乎意料的点            
(4星)	 这导演的目标是让这里面每一个男人和每一女人都kiss一遍            
(5星)	 隐藏在心底的深深的爱。虐恋啊~            
(4星)	 大萌啊~            
(4星)	 让我当呗~            
(5星)	 最喜欢的美剧之一。            
(NA)	 怎么越演越抽抽啊，剧情越来越虐，尤其是第二季，开始加入更多的元素，整个混乱啊......            
(5星)	 只能更纠结有没有……俺家Stefen要是再变坏了可怎么办……            
(4星)	 越来越混乱，编剧要的效果            
(5星)	 吸血鬼始祖和狼人始祖究竟为什么产生的？为什么偏偏是张成这样的女人是二重身，和始祖们的产生有什么关系？二重身究竟是代表什么？如果克劳斯的血能治狼人咬伤，那二重身的血可以吗？第三季！第三季！！            
(5星)	 女主角真漂亮            
(4星)	    浪子一回头满车南瓜载。剧情很紧凑跌宕，有时候，男主是用来推动剧情发展的，而男二是用来让人爱的。Damon Damon ,it&#39;s always u ,not stefan.            
(4星)	 偶像剧么= =            
(5星)	 我必须忘了VAMPIRE DIARIES .重新开始。            
(5星)	 大爱呀，无与伦比的赞！            
(5星)	 错综复杂的故事情节。期待第三季中……            
(5星)	 好看~~~            
(NA)	 很不错的片子。。超级喜欢Damon. 希望第三季能早点上映。。别让我们在等了好不好。。            
(4星)	 很少看美剧，这个不错看~            
(4星)	 吸血鬼偶像青春剧，Damon素偶的菜~~            
(5星)	 第三季快来啊！            
(4星)	 Damon            
(5星)	 Damon            
(5星)	 DAMON我爱你~            
(4星)	 I am soooo into damon!!            
(4星)	 = =It&#39;s ok……            
(4星)	 四星给精彩的尔虞我诈。其他没什么。Elijah的变卦太突兀了，完全是为了拍第三部。。。这么多年了还不能认识Klaus的真面目吗？他不像这么笨的            
(4星)	 Damon太虐了            
(5星)	 NINA还是很漂亮~~            
(5星)	 大爱DAMON。虐死我了。            
(5星)	 damon让人看的好揪心啊            
(5星)	 看完TVD后，再次陷入片慌。            
(5星)	 纠结的剧情已经依然很帅的男女主角们            
(5星)	 九月就要回归了。。快点 。。            
(4星)	 怎么看怎么羡慕elena            
(5星)	 仍然很好！            
(NA)	 哇哇哇哇哇哇哇            
(4星)	 Damon我爱你，Jeremy你个忘恩负义的家伙，见一个爱一个啊            
(5星)	 必须强烈推荐啊！看就是了~~期待第三季！            
(5星)	 比第一季还好看、剧情设计的很好、            
(5星)	 好看极了            
(5星)	 啊～于是只好很无奈地坐等第三季了！！！            
(NA)	 很刺激 我想要个男巫 哈哈~            
(NA)	 大爱Damon。。。。Katherine            
(NA)	 第三季我等你！！！大萌，我等你回归！~            
(NA)	 大爱达蒙！话说第三季要等到九月份！看美剧的人你伤不起啊！            
(NA)	 我分外爱DAMON!!            
(4星)	 ......            
(3星)	 无聊时看看            
(3星)	 感觉到了后面人物关系好混乱啊=。=            
(5星)	 介个季的结尾算什么？？？？？编剧是天蝎座的吧！！！！            
(NA)	 期待第三季！            
(4星)	 不如第一部剧情好            
(5星)	 女主漂亮，男主深情。情节跌宕起伏。期待下季！            
(5星)	 答辩完就看完了。。。            
(5星)	 喜欢看=。=            
(5星)	 期待第三季。。。。            
(5星)	 俊男靓女，玄机重重，值得一看            
(NA)	 各种劈腿，各种原地满血复活。            
(5星)	 SE            
(5星)	 希望后续不要变的像GG一样混乱狗血            
(5星)	 我的爱.❤.希望快快出第三季。。。            
(5星)	 boss大叔好有爱~            
(5星)	 damon，我爱你damon            
(NA)	 大爱不解释！            
(3星)	 太长了，看得有点儿闹心。编剧有点编不下去的感觉，创造出了很多新的物种，感觉跟吸血鬼日记这个主题差了好远，而且是越来越远哦。剧情么纠结得一比，看得我揪心死了，第三季我还在考虑要不要看哦.........真是的。            
(5星)	 哦哦，原谅我这个外貌协会的人对此剧的无比热爱~            
(5星)	 矮油。。兼爱党            
(5星)	 越来越精彩了，在情节上还有那么几处解释不通的地方（期望第三季能够圆过来），但瑕不掩瑜。一直钟爱这类超自然剧情的片子，Vampire类型尤甚。（暮光之城是个例外，当初是被男女主角的封面照吸引去看的，但结果很让人失望，美型固然重要，但个性更为关键，没有鲜明的特性，美人只会沦为鸡肋）            
(3星)	 美剧的特点，拖了太久，会让人失去看的激情。            
(4星)	 从这里知道妮娜·杜波夫，就真的好喜欢她~            
(5星)	 Damon is the best            
(4星)	 成功吸引了第三季的继续~~            
(4星)	 美女帅锅啊~！魅力啊~            
(5星)	 大爱Damon~~             
(3星)	 越来越不靠谱了~~            
(4星)	   剧情都最后有点无厘头，但悬念设置的还可以的            
(5星)	 我已经非常期待第三季了~顺便期待E和D的恋情呀！流口水流口水~            
(NA)	 终于看完了 最后我开始喜欢Demon了            
(4星)	 矮油点都不喜欢主角啊= =就喜欢看配角啊！Jeremy神马的好喜欢啊- -Caroline,Tyler,Matt三角恋也喜欢- -Damon跟Ric腐来腐去也能戳中萌点啊！            
(4星)	 人物关系太混乱了好吧            
(5星)	 D ~♥~ E ~♥~ S            
(5星)	 收视率这么高果然是有道理的，不过我倒喜欢的是，里面的配角卡洛琳~~            
(4星)	 正在看。。。感觉D变傻了。。。恋爱中的人智商为0啊！包括暗恋单恋之类的！            
(NA)	 ！！！各种希望S和E分手！！！            
(5星)	 达蒙 你也太萌了            
(5星)	 期待第三季~~            
(5星)	 暮光之城后被我紧追不舍的美剧。我讨厌女猪在两个男人中间徘徊不坚定！            
(4星)	 喜欢女主角，也喜欢Damon            
(5星)	 我喜欢邦妮……            
(4星)	 昨晚刚刚看完。不过一直对男女一号都没有太多感觉，喜欢的还是那些配角，总的来说，还是很期待第三季，总感觉第三季会轰轰烈烈一点，不像1、2季都稍显平淡了一点。作为吸血鬼题材的片子就应该是充满了震憾惊奇。            
(NA)	 硬是在考试前一晚熬夜看完了……唉，我还没背书……            
(4星)	 不知道为什么就看不下去了，9月或许不跟了吧。。。            
(5星)	 等第三季的人伤不起啊 ！！！！！！！！！！            
(4星)	 这季就是完全虐Damon...            
(NA)	 好看！            
(5星)	 快出第三季吧            
(5星)	 吼吼吼，这个是我最最喜欢的美剧了            
(5星)	 这一部兄弟俩冰释前嫌，，开始同心协力保护elena。加上狼人，巫师，元老等人物陆续出现，使整部剧集更加丰富多彩了。另外还有katherine时不时冒出来假扮elena，对damon他们来说真是困难重重啊。            
(5星)	 俊男美女十分养眼            
(5星)	 Damon眼睛微眯嘴角上扬的样子最吸引人！            
(NA)	 彻底中毒..            
(5星)	 等3！！！！            
(5星)	 不会想往五季里跑吧 我很伤心啊 | 女巫死了又复活了 女主弟死了又复活了 女主死了又复活了 Damon差点死了 大BOSS差点死了 女主弟喜欢的两女同时复活 女主姑（还是姨？）死了 女主亲爸亲妈死了 还死了几个出镜率比较低的 | 坐等回归啊             
(5星)	 比第一季更赞的说            
(2星)	 除了人设 就是一坨屎            
(5星)	 第三季给我快点滚出来。            
(NA)	 S党~~坚持最初喜欢的。希望第三季不要太虐我S (ToT)/~~~            
(4星)	 消磨时间的肥皂剧……            
(5星)	 没得说的！！！！！！！！            
(3星)	 DE              
(4星)	 必须的~~卡在14集，一直没有追，给我一个冲动~~兴头过了啊~~不行，给我一个冲动~~我继续追，哇哈哈~~            
(5星)	 第十二集 被Damen感动了            
(4星)	 不知道为什么感觉不如第一部，可能是剧情太过戏剧了，演员们依旧养眼。菜鸟姨妈终于不会再出现了，希望Matt也尽快消失，我要TC在一起。不知为何小狼不红，明明很帅。期待第三部。            
(5星)	 Oh~Damon~            
(5星)	 Tyler 好帅            
(4星)	 第二季前半部分比较精彩，甚于第一季，可是后半部分一直围绕着Clus要杀Elena说了半天，有些若然无味了，Elijah和Tyler是两种不同风格的帅气~            
(4星)	 damon帅得一塌糊涂啊            
(5星)	 最后一集直逼泪点啊亲！！！第三季要不要快点出！！！Damon,bite me!!!            
(4星)	 尾巴挺纠结的 不过我喜欢的Anna又出现了            
(5星)	 Damon~~~~            
(5星)	 爱上Damon了= = 本来是爱男主的！另 女主很美╮(╯_╰)╭             
(5星)	 还是喜欢danmon            
(NA)	 大爱Damon啊。。            
(5星)	 好吧，我就是为了damon 来的。虽然他没有华丽丽的帅，坏坏的男人很可爱            
(4星)	 damon             
(5星)	 2季已追完。坐等第三季。            
(4星)	 哎呦喂~第三季第三季呀呀~            
(5星)	 第一季很赞。第二季绕圈子喽。第三季感觉要打酱油。。。            
(5星)	 相当期待第三季            
(5星)	 近两年来，难得地，让我痴迷的美剧~            
(4星)	 我表示不会再看第三部了。            
(4星)	 LOVE love love Katherine. how can anyone not love her            
(5星)	 等的我好辛苦，两个她都这么美！！！            
(5星)	 期待第三季            
(4星)	 各种....路人帅哥。            
(5星)	 超赞！！！！            
(3星)	 觉得没有追第三季的必要了，美剧的通病，越来越多的包袱，然后再自圆其说，已经厌倦了~~            
(3星)	 还真想看看第三季又有什么不同。            
(5星)	 喜欢达蒙和S一对，期待着第三季快快来~            
(3星)	 还是觉得有点肥皂，像《星座宫神话》            
(5星)	 有了大boss后，果然比第一季精彩了。            
(5星)	 让人意想不到的结局            
(5星)	 Damon..................            
(5星)	 很想看第三季            
(4星)	 期待stephen变坏 一直当好人显得不真实            
(4星)	 就是喜欢Demon            
(4星)	 虽然还是乱七八糟一堆，看完都不记得什么剧情谁死了都忘了……但是比第一季好点儿，Caroline越来越有爱了嘛~            
(4星)	 原来Klause不只是BEN HUR的主角，更是出现在mansfield park里，完全没发现~            
(5星)	 1.上学基本没有上课和考试，净玩吸血鬼去了，老师也不找谈话，哈哈！2.打完一个boss，永远都有下一个更强大的boss等着你。3 极其血腥和残忍，各种亲朋好友接二连三挂掉4 protect永远是这类美剧的主题词 5 导演是个外貌党啊！无论主角还是配角，男角还是女角，都真他妈有型！            
(NA)	 喜欢哥哥            
(5星)	 哪有木有第四季啊？            
(3星)	 其实呀，这部剧已经比较鸡肋了，我完全是冲着DAMON去看的呀            
(4星)	 期待9月第三季...每一集都出乎意料            
(5星)	 反正就是很喜欢啦            
(5星)	 我爱Damon            
(4星)	 还没看完~            
(5星)	 难得的编剧，目前为止，还值得一追            
(5星)	 其实可以停在21集的，相比于拯救Stefan，我更想看拯救Damon            
(NA)	 爱死damon了            
(4星)	 哎呦= =最后那个结局是什么呀，J的各路女友大集合嘛。。。            
(5星)	 第二季 比第一季给力 剧情不错            
(5星)	 很激情~~~好看            
(5星)	 第二季比第一季丰富            
(5星)	 我熱衷的吸血鬼。            
(NA)	 Damon！            
(NA)	 期待第三部大萌表现啊            
(5星)	 太好看了！！！！！！            
(5星)	 大爱···男女主角都是迷死人不偿命类型的瓦·····爱美剧的小盆友们···看吧···会让你欲罢不能的            
(5星)	 无限爱Damon中            
(5星)	 第二季依然是那么精致            
(5星)	 第二季超级好看，剧情什么的，都出乎意料，我都怕编剧以后编不下去了。            
(5星)	 一如既往，痴迷vampire！！            
(5星)	 这部吸血鬼非常只好看,至今还未出结局,折实一个非常煎熬的事情...            
(NA)	 十分不错，等待第三季            
(4星)	 完全是冲俊男靓女去的，当然吸血鬼的那点故事也让人蛮纠结的            
(5星)	 超棒！            
(NA)	 夏天看到冬天。。。            
(NA)	   很精彩，，值得一看。。            
(5星)	 很久没被爱情感动到哭啦！！damon赛高。赶紧出第三季！matt也该死了！            
(NA)	 剧情有时候都是可以猜到，但是总的来说还是很精彩。期待下一季。            
(5星)	 Elena要是能跟Damon在一起就好了,每次一看到Damon就觉得他好可怜..            
(5星)	 有人说，编剧把男一写来给女一恋爱的，男二是写给观众的。是的，他已经深入我心了！编剧简直是后妈啊，怎么可以那么虐Damon啊！~            
(3星)	 直接从18集看就行了，编剧已经开始滥竽充数，胡编乱搞了。估计下一季播不完就被砍了            
(4星)	 这一季情节复杂纠结得哟~            
(5星)	 skinny love原来出自这里，可是也太催泪了；这段时间来我一直每天都在努力，I am trying everyday，to live，to persist，to be happy，但是昨晚，那么晚又一个人哭了个天昏地暗；说不清为什么，也许发泄也是有利身心健康的一种方式。            
(5星)	 不说别的，单是演员就够漂亮了            
(NA)	 我是大萌控            
(4星)	 开始入迷。。。。            
(5星)	 用了半天时间煲完了剩下一半的第二季，疯了！这部剧最令我赞叹的是里面几乎每一个角色都有它的关键之处，一点都不浪费，而且总有让人意想不到的细节。undoubtedly，最让我心痛的还是Damon，他是痛苦的，他付出的爱不比别人少，但似乎没有谁愿意爱他，至少他们都不愿意承认自己爱他。            
(4星)	 Elena，爱死你了            
(5星)	 So enjoy....Keep tracking            
(5星)	 bad boy,perfet man,beautiful girl,每个角色都很有爱            
(5星)	 继续爱大萌~~~越来越期待历史老师和Jer了~~~以叔啊求您复活吧！！！            
(5星)	 揪心的结局啊！快出3啊粉淡            
(4星)	 连着把两季看完了，还是期待第三季的纠结剧情吧！            
(3星)	 看到13集实在难以继续了，也不想看damon怎么被虐了，还不抵第一季好看，编剧越来越脑残了，对女主我实在无力吐槽。别拍了，散了算了。cw的还是最爱spn 。            
(5星)	 期待第三季！            
(5星)	 很好很强大！            
(3星)	 katherine！！期待这一季~//对剧情无语了……            
(NA)	 等待第三季~我也开始越来越喜欢D啦~哈哈            
(5星)	 demondemon..            
(3星)	 还可以，也不指望电视剧有营养，无聊的时候看看无妨。            
(4星)	 越虐，越狗血，看得越开心哪~~第三季再接再厉呗~~            
(5星)	 越看就越喜欢Damon～            
(4星)	 死了好多人啊！兄弟情神马的最有爱了！最后三集好反转啊，赚了我不少眼泪呢！            
(5星)	 迷上所有的吸血鬼，无论他们是温柔的还是邪恶的。            
(4星)	 结尾把我调足了胃口~！            
(5星)	 太爱，第一部让我很痴迷的美剧啊            
(5星)	 美女帅哥！！！            
(3星)	 觉得没有第一季好看了，有点强遍的味道~ 还有，编剧，垂青下我们可怜的D吧            
(5星)	 超喜欢damon的。            
(5星)	 期待第三季吧~            
(5星)	 大爱之片~强烈期待第三季~            
(NA)	 曾经看过。却未结束。            
(5星)	 美的美，帅的帅，热烈期待第三季            
(5星)	None
(NA)	 demon ~~~            
(5星)	 期待第三季！            
(4星)	  看到16集 越过~  22集            
(4星)	 还不错            
(5星)	 悬念什么的最讨厌了！！三快点出啊啊啊啊啊！！！            
(5星)	 一发不可收拾            
(5星)	 开始喜欢贱贱的Damon~              
(4星)	 我的美剧生涯由此开始，惊悚、刺激、感动ing            
(5星)	 总之爱死了～            
(4星)	 女主角很漂亮的哦，O(∩_∩)O哈哈哈~            
(5星)	 不错，剧情很紧凑，故事很曲折            
(4星)	 For Damon            
(3星)	 难得安宁的双休日 横在床上就怎么也不想动了 于是一口气把22集都看了╮(╯▽╰)╭ 还是觉得除了汤哥的其他都不符合我对吸血鬼的美好想象啊 可惜汤和布拉德那个剧本实在小媳妇的感觉。不过Damon是个好男人            
(4星)	 就是喜欢奇幻，吸血鬼是外衣，剧情才是王道            
(5星)	 过瘾！不过看到结尾担心不知道这部剧该怎么发展了，BT混血Boss强大的有些过分了呃            
(NA)	 我爱d爱s爱t            
(5星)	 期待会有第三季~~            
(4星)	 看到第七集 我尚未陷入男女主角的爱情中 仍因为“总是死人”的剧情 备受折磨            
(NA)	 记得当时是看完暮光之城以后看的这个剧，当时硬是没看下去，原谅我的外贸协会，当时觉得除了男2能入眼，其余没啥看头哇，在某一天无聊至极，偶犹豫的看起来这片，坚持看完了，我太爱女王K了，不过我咋觉得这剧3个人物的关系会让我想到LOSE里的三个猪脚的关系啊            
(3星)	 挺好看的，只不过总想跳着看，有的地方有些无聊，有的就很吸引人，不会一直牵着我的情绪。。。            
(4星)	 nina好美！            
(4星)	 第二季 最大的转变是对caro从讨厌变成感动。            
(NA)	  虽然主题有点偏离 编剧到后面有点扯 但还是很好看~~大爱DAMON            
(5星)	 唯一有空看的电视剧            
(5星)	 天底下还是父母对孩子最无私啊...结局太揪心了....坐等第三季.....            
(5星)	 第二季依然在追，不过比第二部更黑暗些，故事情节更纠结。我可怜的达蒙啊，编剧不要再折磨他了哦            
(5星)	 每周都让我苦等啊！                
(5星)	 第二季的线索无比之复杂 不过看下来的最大感触就是每个角色都有亮点 每个角色都会有人爱！            
(NA)	 千篇一律            
(3星)	 S03会很狗血嚒？……            
(5星)	 大爱damon！！！还有elena！！！            
(5星)	 爱D&amp;E            
(5星)	 以后爱的一定是长的像梅森一样的男人！            
(5星)	 越来越精彩            
(NA)	 正爆            
(5星)	 只想说第三季快点出来吧~~~~            
(4星)	 超级喜欢damon   现实生活中damon 和女主走到了一起 好喜欢  可是为什么第二部演到一半就结束了啊 第三部什么时候上映 美剧怎么都这样啊  无语了            
(5星)	 力荐啊亲！都来喜欢damon吧亲！！！            
(4星)	 看到第七集，开始觉得有点点假啦呀。。。她的力量至于那么强大吗？？？三个吸血鬼再加上女巫和姐弟俩，六个人啊，居然斗不过一个人，至于呢该？？？            
(5星)	 太喜欢啦！太太太喜欢啦！一口气看到底啊！S最后好可怜，心疼！D也很好！K真的是比E要迷人啊！年纪大果然不一样！期待第三部！！！            
(4星)	 最后一集编剧狗血了……            
(4星)	 Daman 很酷             
(3星)	 妈的我要没耐心了            
(NA)	 看美剧可以磨练你的忍耐性            
(5星)	 Damon！            
(NA)	 Damon，嗲man...            
(4星)	 明显第二季加重了D的戏份~~制片也得按照观众的喜好走啊~~            
(3星)	 年轻真好啊；就如此的高中生活有点扯，另外“日记”这个元素有点被遗忘了呃，跑题跑得好开心~            
(5星)	 剧情，演员，音乐。都是顶级的享受、            
(4星)	 DAMON越看越吸引人            
(5星)	None
(5星)	 这季觉得女巫这个职业好型啊            
(5星)	 好看的不得了~            
(5星)	 大愛damon。啊啊啊啊            
(3星)	 这个小三横行的世界，人人心里都有一座小三山            
(5星)	 第二季剧情明显来劲多了。            
(3星)	 拥有超能力真是件超hot的事情！都要出现幻觉了！原来对头脑简单喋喋不休的金发C不是蛮好感，变成Vampire后自信乐观善良，还是蛮讨人爱的~~            
(NA)	 一直喜欢的剧子。控迷            
(3星)	 剧情有点狗血了···哪冒出来的这么的聚会····            
(4星)	 比第一部略好。            
(4星)	 第二季喜欢的是Damon，他痞痞的坏坏的笑简直秒杀。然后还传出他跟女一号的绯闻，觉得很有爱。anyway，对吸血鬼题材的影视剧木有一点点抵抗力。期待第三季。            
(5星)	 希望以叔和K女王在一起~            
(5星)	 每个人物都能担当主演 故事精彩 期待            
(5星)	 麻烦能不能更新快点？            
(4星)	 越看越喜欢D，编剧给力点，让这俩在一起吧！            
(4星)	 希望第三季以叔可以复活 大boss克劳斯快点去屎            
(5星)	 IAN~~~~~~~~~~~~~~            
(5星)	 希望Damon能跟Elena在一起！！！            
(4星)	 第三季有点不忍心看啊！！S , my love!!!            
(3星)	 有多少人是为了D看的？！            
(NA)	 Elija大神句句触心。            
(5星)	 喜欢。推荐            
(4星)	 结尾太烂了。。。            
(4星)	 期待第三部            
(NA)	 Damon啊 大爱啊.....            
(5星)	 为了达蒙给五星            
(4星)	 还是第一部比较有感觉、            
(5星)	 结尾看到stefen变成原来的样子让人很不爽！！！anna和viki也完全莫名其妙地出现~╮(╯▽╰)╭~期待9月份快出新吧❤。~            
(5星)	 五颗星            
(5星)	 Damon让一众女爆发雌性母爱= =            
(4星)	 为神马有萌点的人物都要死翘翘啊，Anna那么萌编剧你是哪里看不惯她了啊摔。幸好还有Caroline和大萌，这两个要是再死了就不看了哼。            
(NA)	 嘿，咬我一口吧！            
(5星)	 我爱DAMON~~~~~~~~~~~~~~~~~            
(5星)	 坐等第三季！我预测：D和S的善恶形象在第三季里面肯定会互换，克劳斯全家复活，S有望变大BOSS！            
(5星)	 Damon不虐杀时要比弟弟可爱的多～            
(4星)	 没第一季好看            
(5星)	 ian。。。            
(5星)	 真是一部比一部上瘾~~            
(NA)	 很精彩。。。            
(3星)	 比不上第一部            
(4星)	 我对吸血鬼的祖先比较感兴趣~~~只是都没有想象中的这么强大            
(5星)	 达蒙~^ ^~            
(5星)	 第三季你快点嘛            
(NA)	 等第三季!!            
(4星)	 比第一季好看了~            
(5星)	 还是喜欢Damon            
(5星)	 一口气看完了            
(4星)	 冲着男二而来~            
(NA)	 第三季。第三季。。等待等待。            
(NA)	 很喜欢达蒙            
(4星)	 第二季的确还是蛮精彩的            
(5星)	 你会渐渐爱上            
(5星)	 当然是爱 达蒙 大萌&gt;&lt;            
(3星)	 吐个槽，最后一集，Elena没有邀请katherine，k也进到房子里了……            
(NA)	 谁能告诉我怎么才能不纠结？Damon怎么才能不伤心啊            
(2星)	 E先生有一颗少女的心啊。            
(2星)	 一塌糊涂的剧情，把观众当白痴么？            
(5星)	 剧情美演员美音乐美各种美。。。            
(4星)	 damon damon damon!!!  他流眼泪那集好感动            
(5星)	 超级好看，剧情惊心动魄            
(NA)	 超喜欢Katherine，太有女王范了！            
(4星)	 I wanna be a vampire            
(5星)	 看完了，早点完结吧，追一个剧很辛苦的            
(5星)	 喜欢吸血鬼题材。            
(5星)	 真的很好看~~            
(4星)	 气数快尽了吗？有点早            
(4星)	 编剧再这么虐大萌真想抛了，那些BON啊JER啊死了活活了死的累不累啊            
(NA)	 蛮无聊的啊，不过我知道我的神经病又要迫使我“看一看第三季”了……我也不想这样啊            
(4星)	 剧情更虐，主角怎么都不会死，配角一死就成吸血鬼。这个小镇，已经没几个是人类的了。最重要的是跟Elena搞好关系，你就能成吸血鬼。            
(5星)	 这季可以尽情嘲笑twilight的无剧情了 每集的悬念都很吊人胃口~            
(NA)	 大爱。。。            
(5星)	 我家以叔shi掉了…不过大概也就睡一会儿…大Boss一笑，我都忍不住想要投怀送抱，真是太不矜持了！大D我就把你托付给E了，你们就给我好好在一起吧，S跟老K走了，要抓住机会啊！！摩根！我来了～            
(5星)	 damon哦~~~damon哦~~~            
(5星)	 第三季第三季            
(5星)	 我爱Damon！！！！！            
(5星)	 妹的 第三季还要等到9月底 ....等死我~            
(4星)	 终于补完了，妈的累死我了。这个纠结的结局，血魔STEFAN即将登场？            
(5星)	 DE党~~~~~期待第三季啊！！！            
(5星)	 第二季比第一季更好看！            
(4星)	 第二季又开始纠结这么多了，刚开始就够纠结了，到中间终于稳定点了，到后来又开始了，美剧的编剧们啊，你们能不能为了拍下一季不要这样。换女主吧，卡洛琳都比她好啊。不要看到后来尼玛的变成的暮色，那就够无聊了。            
(5星)	 美翻了的女主，帅爆了的两个男主~~哎···期待第三季~~~            
(5星)	 最美的吸血鬼，最美的Nina Dobrev和最深情的Ian Somerhalder。强烈期待下一季中！            
(5星)	 看得偶是欲罢不能啊。。。快点出三啊。。。            
(4星)	 这应该是我看的第一部不喜欢男一猪的片子。。。诶。。。还是Danmon比较灵。。。我承认了。。。            
(5星)	 Damon！！！！！！！！！！！！！！！！！！！！！！            
(NA)	 大爱大爱~~~D。。            
(5星)	 本季看过最佳美剧 没有之一。。。            
(5星)	 够虐             
(3星)	 這就紅了····            
(4星)	 为了第三季，老boss不能死掉            
(NA)	 自始至终我都只喜欢Damon一人~现实也是~            
(4星)	 年轻 美女 帅哥            
(5星)	 超爱~            
(5星)	 我说我不能看没有大结局掉的美剧吧，这不，又上瘾一个！            
(1星)	 剧情太扯，演员真的很性感，尤其狼人            
(NA)	 大爱            
(5星)	 Damon，Damon，Damon            
(5星)	 最愛DAMON            
(4星)	 学英语啊有木有- -            
(4星)	 惊喜是 每隔几集就有hurts的歌当背景音乐 整体来说OST很赞 剧情嘛 额~            
(5星)	 为什么到处都是DE党。。。。            
(4星)	 这一季的故事很紧凑 集集是爆点呀！  期待下一季 希望继续保持水准！            
(4星)	 我就知道Damon 不会死，他要是死了我就不看了，什么时候出第三季啊？            
(5星)	 for damon.            
(NA)	 My love..            
(4星)	 Damon,Tyler,Elijah,Bonnie……            
(NA)	 快出第三季...            
(NA)	 非常非常好看            
(5星)	 Elena扎起头发来 太美丽了。            
(5星)	 最喜欢的美剧没有之一。             
(4星)	 演员都很养眼，剧情嘛……对三角恋的设定基本无感了（除了《蜂蜜与四叶草》！）            
(3星)	 那个BOSS太叫我失望了            
(5星)	 终于看完了。            
(5星)	 第二季比第一季更好看啊,喜欢变成吸血鬼后的Caroline,还有大爱Tyler啊,不知道这2人能不能在一起            
(5星)	 Damon！！！！！！！！！！！！！！！！！！！！！            
(3星)	 但是这第二部。。。剧情怎么越来越狗血 越来越说不通了。。。            
(4星)	 苦逼的等待第三季中……            
