http://movie.douban.com/subject/2148850/	战神
(NA)	至今最喜欢的台剧~
(5星)	仔仔的突破演出
(5星)	出色的演出，难得主角这样可心的温柔与坚定，让人觉得不愠不火，动情之处留有余地，平淡的对白反而让人觉得真挚，看过之后只留下心底深深的感动，和勇气。对亲情、爱情、友情拿捏得很到位，是一部很流畅的作品。
(4星)	漫画好看
(5星)	我的最爱
(5星)	周渝民真是让人刮目相看
(5星)	不是一般的偶像剧。 剧本不错演员的诠释也深入人心…注意每个细节，定会被深深打动…
(5星)	这是我最爱的电视剧。这里面的大S是最美的、仔仔是最帅的。
(5星)	很有内容的剧~
(4星)	冲着仔仔去看的。大S附带，也不错。
(5星)	绮罗  我的绮罗  .    love is beautiful  
(3星)	MARS 带领大家穿过悲剧的黑暗英雄。。。。
(4星)	仔仔的突破 换个女主角好不好&gt;.&lt;
(4星)	作为偶像剧 真的很好了
(4星)	帅哥们
(4星)	当年真心觉得零帅得没天理
(3星)	其实没有感觉中那么好看，就记得一句话，战神-带领人们冲破悲剧的黑暗英雄。
(4星)	当时觉得很好看呢。
(5星)	我对Mars的爱坚守很多年了
(5星)	台剧里少数能看的好片
(1星)	简直瞎搞！不管是哪方面都很差
(5星)	这大概是我最喜欢仔仔的一部片子了
(3星)	很喜欢仔仔的感觉不过，更喜欢花泽类版仔仔
(5星)	最爱
(4星)	N久前了~看完流星花园后的仔仔~再看Mars~成熟了哦
(5星)	只喜欢开始的部分
(5星)	和斗鱼一样，都是我最爱的台偶。带点悬疑，是情节最出色的台偶。战神里仔仔的演技真是突飞猛进啊。
(5星)	Mars-带领大家冲破悲剧的黑暗英雄！！！
(NA)	6年前看的。。。。。。。。那时候很很很喜欢！！！！！！！
(5星)	多般配
(5星)	超爱
(4星)	坚强的绮罗、互相扶持的爱情
(5星)	我对台剧和韩剧都不感冒的。但是，永远也喜欢这部MARS
(4星)	漫畫更好看
(5星)	我所看过的最好看的偶像剧！嗯，是这样
(5星)	蠻有深度的一出電視劇。。而且仔仔同大S在這出戲擦出愛火花！
(4星)	看战神 精神比较薄弱的人要注意  容易陷入进去
(4星)	 修杰楷，修杰楷，修杰楷
(4星)	呵呵，周渝民配上演技派的徐熙媛呵呵 只能是引人深思的思考型电视剧~\(≧▽≦)/~啦啦啦
(NA)	大爱仔仔！！
(4星)	我们从各自的悲剧中出发然后相遇，在人群中一眼就认出了彼此，除非我们手牵手，否则我们都将失去冲破的勇气。
(5星)	mars 走出悲剧的黑暗英雄
(4星)	大S只有在这部里让我不烦她
(NA)	最喜欢的电视剧，至今在走不动的电脑里没舍得删。
(2星)	看不下去的东西
(NA)	很不一样的剧，支持！仔有大突破！
(4星)	克服障碍获得明天的过程.
(NA)	音乐不错
(5星)	很好很棒很经典
(4星)	从来不相信我的世界可以有多完美，痛苦寂寞还有一些疲惫，不原意让他人随意进入我的零度空间，宁愿孤独懒得再去想谁。两个人一起是否只是得到一种安慰，挣脱过去然后忘记一切。
(4星)	看过周渝民演的这么多角色，这是我觉得他演的最好的一部，造型我也比较喜欢
(5星)	最爱~看过N多遍~
(5星)	还记得绮罗在旁边不无尴尬的听他们聊记忆中的彼此，陈零一边微笑着应声附和一边在桌子下握住绮罗的手。这招贾宝玉也用过，果然宝二爷才是情圣么
(5星)	另一种帅
(5星)	配乐尤其赞。
(4星)	全世界独一无二的信任。。义无反顾。。
(5星)	以前对仔仔没有感觉，这部剧让我发现他其实是实力派的
(4星)	让人心疼的故事 我就是喜欢这种不可替代的爱情 只有你懂我 我们是彼此的生命
(5星)	经典偶像剧。周渝民演的非常好。
(3星)	当年S的片子我可是一本都没落下啊
(3星)	有点白痴 有点恐怖 但还不错
(4星)	~\(≧▽≦)/~
(4星)	最爱片头曲~
(5星)	一起看天空好吗 最后一分钟
(5星)	本来想给五颗星，可惜它是偶像剧。大S最美的时刻在此剧。
(3星)	...................
(5星)	好喜欢仔仔的  呵呵  演的蛮好的
(NA)	爱情究竟给了我们什么
(NA)	YY说：这是一部复杂的，有内涵，有深度的电视剧~^_^
(5星)	除了对这部神作内流满面之外，还想发自内心的嚎一句：周渝民你丫真他妈的帅！
(3星)	瘋狂迷戀仔仔的時代。
(4星)	漫画在先所以当做重温
(3星)	很喜欢这部片的主题曲
(5星)	渴望的救赎。
(5星)	赤裸裸 （意会~
(NA)	好怀念...
(5星)	仔仔和大s绝配的剧~大爱之一~
(5星)	是台湾偶像剧里面另类的神剧了，虽然我没看完~~~
(4星)	一帮疯子，有点意思
(4星)	喜欢仔仔。
(4星)	MARS 帶領大家冲破悲劇的黑暗英雄
(4星)	我们大S发质真好啊~
(5星)	我喜欢战神里爱情给人带来的那份勇气~
(4星)	仔仔的演技让我惊艳了~
(5星)	让我爱上仔仔的一部电视剧
(NA)	还不错
(4星)	我很喜欢仔仔
(5星)	很久以前看的，也是经典。
(4星)	涉及的话题还是挺深刻的
(4星)	有始有终吧~~~ 一部电视剧总会给我很多感想和启发~~
(3星)	人的生命有限，我希望我会是第一个得知你要离开的消息。
(5星)	带领大家冲破黑暗的悲剧英雄～人性中都有善与恶的两面吧，可正因如此，才要更努力的走出悲剧跟黑暗，走到美好跟光明拍得很美～
(3星)	依然是看帅哥和美女
(5星)	这部剧出来的时候，被同学拉着去上了第一个通宵，还记得那是个夜黑风高的晚上，我们偷偷从学校后门溜出来。然后奔向网吧。可惜那会我还是没看，一直在看仙剑。。。直到听闻大S和仔仔分了，，，如此般配的一对啊，真可惜。特意去租了碟回来看了一遍。。。感觉还好，，
(4星)	漫画版更好看些。
(4星)	接触的第一部台剧~
(4星)	第一部通宵看完的偶像剧啊
(NA)	  总是好感动总是好心酸。
(3星)	我想说··原作很好··但男主角演技太差···
(5星)	看好多遍了
(4星)	华丽丽的情节...算是偶像剧里情节挺不错的了...
(4星)	对那首对唱记忆深刻~
(4星)	真的很好看，仔仔把零演的很好，疯狂的、洒脱的、随意的、悲伤的。。。
(3星)	看完《痞子英雄》再返回来看这部电视剧的，以前有看过，记得当时被感动的一塌糊涂，现在重温觉得就那样。。。很偶像！时代在变，口味也在变么？PS:小马和达也都不错！
(4星)	仔仔不错
(3星)	zzz
(5星)	仔的头发 很很很销魂 好好好丑 电视剧的功能是能让我记着单词 好吧 火星=战神=mars
(5星)	偶像片拍成这样真的不错。
(NA)	十七岁时看过~虽然从F4出来时我就很对这种帅哥美女偶象片不感冒，甚至BS爱F4的同学们~起初对该片也很不屑。。一度无聊时看了~不是某些片那么白痴~零~~~一首听过N*N的歌
(5星)	经典啊经典
(4星)	台湾漫画改编还算不错的了 发现周渝民演技还不错
(5星)	这么多年来啊，不脑残的偶像剧是多么的难得
(4星)	挺考验仔仔演技的！
(5星)	彼此救赎，彼此相爱，互相扶持。
(NA)	MARS
(5星)	仔仔，在这部戏里，开始了他的实力派生涯~
(3星)	挺阴暗的
(4星)	互相扶持的感情总是不会错
(5星)	这部戏不用多说，是我最喜欢的一部偶像剧了，看过很多遍呢！
(NA)	从此爱上仔仔
(5星)	仔仔超帅
(4星)	他们都是都是对方的 MARS~
(3星)	大S和周渝民
(3星)	微经典
(4星)	很多年前啊看过的电视剧，印象很深刻的……
(5星)	想当年 
(3星)	一般般吧~
(4星)	剧情较云云台剧吸引人，在加上帅哥~~
(3星)	不喜欢赖雅妍。。。
(NA)	高一时候看的
(3星)	人性的阴暗面。。。
(5星)	演得很真、
(5星)	你是我心目中永远不倒的骑士，带领我冲出黑暗
(5星)	当你不再惧怕
(5星)	Mars，屬於NNUの美好回憶。
(4星)	在这部里 我觉得仔仔演技很不错
(4星)	冲着仔仔,怎能不看``
(5星)	不错~~
(4星)	配乐很好听，就是色调偏黑主题有点黄=。=
(5星)	让我彻底对仔仔改观的一部戏，，，很感人
(NA)	冲达也看的，太青涩了那家伙
(NA)	初中三年，高中两年，看了这么多年都不记得看过几遍了
(5星)	是爱的救赎
(5星)	vs。熙媛和周仔的“让我爱你”为另一个世界的声音和人类的合作
(3星)	老里吧早看的。。哎。。
(5星)	很不错的故事……原声带很不错……
(3星)	还好吧，喜欢头几集，喜欢那个会走路的生殖器的说法。喜欢小坏的男人，和那头黑发。至于感动，不太多，也却是有。
(4星)	从这部剧开始对仔仔改变看法。
(5星)	当时看觉得很棒
(NA)	仔仔
(3星)	不喜欢、、、
(3星)	特早是看的，一开始觉得超酷后来就觉得一般了，不过这部剧中周渝民演的超好！他就是从这部剧开始蜕变的吧！
(5星)	觉得这是仔仔演的最好的一部剧~
(2星)	仔仔虽然很帅，但是缺乏情圣的气质
(5星)	仔~  惊叹！！！
(5星)	大爱！
(3星)	我就是冲仔仔同学看的，哈哈。
(NA)	又一对分手的小鸳鸯
(4星)	仔仔肥的太可耻了~~~~因为仔仔抛弃许玮伦而转投大S而不那么喜欢此剧，所以只给4颗星好了
(4星)	我突然特懷念這個劇
(4星)	仔仔~加了很多分。
(3星)	结局有些仓促，但好在一切都在意料之中
(5星)	比较经典的偶像剧吧
(4星)	第2部看过的偶像剧
(3星)	看仔仔
(4星)	剧情不错
(5星)	喜欢仔仔的开始 啊 第一~
(5星)	想再看一遍！
(5星)	MARS是黑暗中的一道光芒
(5星)	超级爱，因为仔仔
(5星)	主题曲很好听
(5星)	仔仔在这里的演技很好
(3星)	先看了漫画再看了电视，实在谈不上多喜欢，女主演的不自然
(3星)	没想的好。
(4星)	有很多关于心理方面的故事，阴暗的人心和敢于同命运抗争的勇气！情感夹杂纠结！
(3星)	冲着大仔恋去的
(4星)	好像有点悬疑 仔仔演的还不错啦
(NA)	至今都很爱的一部剧
(5星)	我觉得是仔仔演技最好的一部
(5星)	带我穿越杯具的黑暗英雄。
(5星)	一部有营养的偶像剧
(5星)	非常非常喜欢。
(4星)	这是我在网上看的第一部完整的偶像剧
(3星)	MARS——战神，带领我们穿越悲剧的黑暗英雄。两颗悲伤的心相互依偎。喜欢晴美和达也。其实不喜欢周渝民。
(4星)	通宵的深夜一群人在讨论变态几号该出来了？
(5星)	勇氣
(5星)	我最愛的偶像劇。少了漫畫中入骨的邪惡，多了天空中耀眼的陽光。
(5星)	很爱这部剧
(5星)	Mars,战神! 多年前看过的台剧.非常得喜歡! 依稀片中处处细节的感动和富有哲理而再平實不過的台詞與告白..~   &#34;喜歡他就去追啊,,,不要就這樣放棄!,即使去哭去鬧,,,什麼都是值得的!&#34;..:)   喜歡片中的每一個角色~
(4星)	既然这个世界用不公平的标准来评判一个人，我们都只好用不公平的眼光来对待这个世界
(3星)	嗯，里面的心里状态还是比较吸引我的，就是故事不怎么样啦，对爱情剧的设定不是和喜欢，最重要的是演技太烂了！！希望漫画不会让我失望
(4星)	有点吓人 吓到我过
(4星)	其实超希望这两人可以复合。
(5星)	你是我的Mars
(5星)	仔仔……于是在里面很帅。。虽然这部偶像剧看起来有够诡异的。
(4星)	我喜欢片头音乐
(4星)	仔仔的，最狂野的一部，哈哈。看了3遍，只为仔仔。
(4星)	让我惊讶的仔仔，让我太喜欢的仔仔，复合吧！复合吧！！！
(3星)	不错不错，有仔仔
(5星)	好看！很好看，这个时候的小周确实比较帅
(3星)	纯粹因为那首《零》而去看的 一般吧 
(3星)	MARS 代领大家冲破黑暗的战神
(3星)	因为比较喜欢仔仔才看的这部，还好。大S和仔仔是我喜欢的一对，因为这部戏在一起但最后还是以分手告终，有些可惜！
(3星)	我就记得那首歌“走入零度空间等到一切分裂~~就算爱的危险我们一起面对~~来不及的防备没听过的誓言~~要我怎么学会多了爱的明天”..柯有伦唱的撕心裂肺的。。
(4星)	还不错~不过仔仔长头发感觉很一般~
(NA)	让我想起了PTSD，的确是很不一样的感人偶像剧~
(5星)	好看的台剧，爱仔仔就看呗~
(3星)	战神，当然是原著最好。台湾偶像剧把它糟蹋了。但是你若是没看过原著看这部片子，还是可以的。我不是不喜欢仔仔，实话是他的演技是真的没有。但是不得不承认，他已经在努力了，我还是欣赏他的。这部戏是他从男孩到男人的第一次尝试，我看出来了，这也是他的成功点。
(3星)	带给人光明的黑暗之神
(4星)	不错的偶像剧
(4星)	冲破黑暗的战士
(4星)	毁灭而壮观···
(4星)	从这部剧开始觉得周渝民还不错
(5星)	零度空间~~~
(5星)	爱上了仔仔的不羁
(4星)	在偶像剧中算不错的了
(4星)	角色都好的，剧本有点做。。。矛盾。绮罗说没有右手我可以用左手画，两只手都没有还可以用脚（还是嘴- -|||），难得啊。。。
(5星)	好片！
(4星)	人心都有黑色的一面，而爱情和爱情却大不相同
(3星)	很喜欢周渝民
(4星)	mars，带领我们冲出悲剧的黑暗英雄 
(NA)	不同于一般的偶像剧～
(NA)	比流星花園不知道好看多少倍~~
(5星)	Mars   带领大家冲破悲剧的黑暗英雄
(NA)	可怜的大仔恋啊。。。喜欢仔仔不为演戏却成了戏神，仔仔加油！
(5星)	毫无疑问这是我看过的台偶list里唯一的五星。因为它，我对仔仔有了新发现；因为它，我对大仔恋恋恋不忘；也只有它，任何时候打开任何一集，都可以津津有味地重温
(4星)	零
(NA)	都是一个个有病的孩子
(5星)	Mars带领大家冲破黑暗的英雄！四年了 还记得，伴随我的高二生活。
(4星)	只有彼此，才能将彼此从苦难中解救。你们不仅是对方的依靠，更是彼此灵魂的另一半。
(5星)	超爱原作漫画
(5星)	大S和仔仔的定情之作，写了很多内心黑暗面得东西，不过很好看，很震撼
(3星)	其实看的时候很纠结。一直觉得像恐怖剧，害怕安均璨。
(2星)	没觉得好
(5星)	我喜歡這部戲裏面的仔仔
(5星)	当年，只是冲着仔仔看的~~
(5星)	那时花开，今时不同往日了
(5星)	最吸引人的是剧情，不过好像应该是日本漫画作者的功劳吧。
(5星)	我喜欢飙车
(4星)	经典~~~
(5星)	就是那么好看，开头的诙谐，中间的迷惑，结束的怜爱。仔仔，哭了我
(5星)	很喜欢里面那幅画，和两人合唱的主题曲
(4星)	安钧璨是这部戏开始出柜的吗
(5星)	仔仔胖点后性感了,不再是那种不食人间烟火的美少年样,而且开始会演戏了
(3星)	刚不拉几的周渝民- -。
(5星)	不是一部太俗的台剧，主旨走出黑暗的阴影。
(4星)	蠻喜歡的..當初超迷戀F4
(2星)	整个剧给我压抑的感觉
(2星)	我發現真的，零這角色太好了，太震撼女人了。
(NA)	Mars 不单单只是一部偶像剧吧。。。
(2星)	请饶恕我看不下去
(4星)	还不错哦~~
(3星)	喜欢最后那句话那个场景。
(5星)	台湾剧里。最最喜欢的一部！
(NA)	 恩
(4星)	周渝民的演技有突破，不过更喜欢漫画一些。
(3星)	····
(4星)	仔仔真是帅。恐怖爱情偶像剧。
(5星)	比一般的台湾偶像剧好多了比较有内容更喜欢这个导演了
(5星)	高中时候疯狂向人推荐，片头曲“零”一直觉得不赖。偶像剧中少有的不赖
(5星)	上面的周渝民换了一个风格，更酷
(4星)	你看，这就是台湾偶像剧刚刚兴起的那个时代会有的作品。浓浓的日本漫画的风格，慢慢的节奏，男主角和女主角之间层出不穷的各种各样的难题跟危险，第一男配一定要喜欢女主，第一女配一定要喜欢男主，但，男配跟女配要finally在一起。且，最后，happy ending啦，一定要的。
(5星)	陈零到底是放荡不羁，还是真的怕受到伤害。当遇到绮罗，他们才能一起勇敢的向前跑，不活在以前自己阴暗的角落
(NA)	话说剧情还是很狗血的  拍起来也算大胆了
(5星)	最喜欢的一部
(5星)	仔仔作品中最喜欢的一部戏...不得不说，大s不错，他们很配
(4星)	第一次看的时候接受不了。。。觉得有问题的人太多了。。。后来觉得有点味道。
(4星)	虽然已经分手了，但两人确实很配
(4星)	真的好看 但是有让人纠结 看了两遍  觉得自己也要不正常了
(4星)	剧里面的人就没一个是心理正常没问题的~⊙﹏⊙b汗
(5星)	我超喜欢这部的~~不知道为什么还看了好几遍
(4星)	电视上放的不是很全
(2星)	当初没看下去...
(NA)	有深度
(4星)	喜欢说爱我
(2星)	没有那么好啊 为什么那么多人喜欢。。orz
(4星)	拍的不错，大s演技有进步~
(4星)	定情作.. 保护.. 安全感..
(NA)	关注人性，值得推荐
(5星)	流星后，冲着男女主角看的。呵呵，还是好看呢...不过那首歌唱得太牵强了，那种也可以呀
(NA)	零！
(4星)	这是我唯一耐下心看的一部台湾偶像剧 不呕
(5星)	看到过最忠实于原著的剧……漫画很精彩……表现很到位，没有台剧一向的矫情，至今还挺喜欢的一部剧
(3星)	主题曲好听，内容也不错
(4星)	爱情的本质不就是灵魂的相互吸引，心意相通吗。两个人在一起，一起克服彼此内心障碍，最后完美契合。真是完美的爱情啊～～有这样一个男生，此生何求。
(NA)	S
(4星)	相信你，一如相信我自己。
(4星)	周渝民简直是长得太标致了 ！
(4星)	范桐岛很妙
(5星)	很不一样的台湾偶像剧
(NA)	Mars，带领大家冲破悲剧的黑暗英雄。
(5星)	看的比较不一样的一部偶像剧
(5星)	支持大s。
(5星)	不一样的偶像剧2
(5星)	超级喜欢的一部剧！！！顶大S和仔仔！！
(5星)	我心中最有腔调的仔仔~
(NA)	主要为了看周渝民。
(5星)	无比喜欢。
(NA)	还好啦 当年很酷的感觉
(4星)	看得心里挺压抑的
(4星)	大爱
(5星)	想说，主题MV比剧更好看~
(2星)	太拖拉，没看完
(4星)	漫画改编 蔡导的戏无须多表 喜欢《零》
(4星)	我喜欢的仔仔！！！！！！！！！
(4星)	插曲很好听
(4星)	很好的一部偶像剧！
(3星)	改编失败
(5星)	唯一欣赏的台剧，不仅仅是一个爱情故事，更是对社会背逆面的投射其实我们每个人都可以拥有幸福
(NA)	是什么能那么坚定那就是爱
(5星)	这两个没的说啊~里面还有修小楷~嘎嘎
(5星)	Mars，带领我们冲出悲剧的黑暗英雄 
(3星)	不是很喜欢剧情，不过当时很喜欢仔仔
(5星)	这个其实可以说非常忠于原作，仔仔和大s的互动也跳出面瘫的境界·非常有感觉·
(5星)	MARS 带领人们冲出悲剧的黑暗英雄 最最美好的仔仔 最最美好的大S  那场美丽的相遇成就了一段美丽的恋情 直至结束 他依然说 她很好 战神中的仔仔 很男人 
(5星)	喜欢~ 
(5星)	超级好看
(NA)	还是喜欢忧郁男子
(4星)	说实话 色调不太符合我的风格 微费眼睛。
(5星)	更像是心理方面的电视剧……
(3星)	饿.....怎么说呢，这部里面太多的精神病患者了呢，让人会有一种病态的眼光去看待了........
(4星)	当时看的时候太投入，情绪变的好阴暗～～被主人公的双重人格影响
(4星)	OST很好听，仔仔很帅
(5星)	我最爱的电视剧
(4星)	零，听了很久很久。
(4星)	超爱的。
(5星)	爱死仔仔了。。。
(4星)	没想到，小时候看的漫画会变成这样。当然看了很久，因为看了很久但漫画中的悲伤和希望却依然随着记忆源远长存。每个人都有着不同的颜色，漫画中的那幅零的主题画让我们相信这个世界上我们也有自己不一样的颜色。在漫画的世界里也许没有什么真人版能体现自己所想像的故事
(5星)	我们在一起，是为了抚慰彼此的伤痛，一起得到幸福
(4星)	看漫画的时候很喜欢那个故事,那个受伤的心灵相互依靠汲取力量的故事但是让仔仔演......怎么可能体现零那个臭痞子精髓!!!!
(NA)	不知道要如何形容这部电视剧......虽然在《流星》中很希望他们两个在一起，但是这部他们在一起的很......
(4星)	当时是冲着周渝民才去看的、还不错、蛮感人的~
(4星)	不知道为什么的情况去看的，并且第一集觉得有点闷，但是后来越看越好看。就是这部剧使我喜欢仔仔。很man很勇敢。
(2星)	木有感觉。。。一点也木有。。。印象中就是很阴暗惊悚的感觉
(4星)	当初挺喜欢这个剧的，大S演的挺好的，而且剧情也挺吸引人的，尤其喜欢他后半部分，虽说他有些恐怖，遗憾的是我没有看完这个片子，等有时间一定要看完它。
(4星)	不像那些说着爱爱爱的 为着所谓的事争吵欢笑着的一般校园偶像剧 里面涉及到了一些比较敏感的问题 一个人不可能是一个彻彻底底的悲剧 无论如何 活着 痛苦并快乐着
(5星)	说教是一定的了，但是很多东西是我们潜在的。只是我们未发觉而已。男主角虽然玩世不恭，但是很欣赏那种负责，努力的态度。相信，他们的爱情在诠释着人与人之间最基本的信赖
(5星)	喜欢蔡导的剧 虽然看时年纪不大 却也挺感同身受的
(5星)	在这个世界上找到一个如此与众不同又如此合拍的人，很难很难。
(4星)	让人震撼
(4星)	阴郁的 感觉有时候觉得有点恐怖
(4星)	j曾经很迷恋S和仔的恋情
(5星)	每个人都有心理阴影，只要找到那个可以接受你的，互相依靠的人一直走下去。
(4星)	第一次对仔仔改观
(5星)	仔仔
(5星)	觉得这是台湾 最自然最好看最有内容的偶像剧。
(5星)	大爱！！！！
(4星)	银幕情侣！
(5星)	啊啊啊啊啊啊啊啊啊啊啊啊啊经典来啦啊啊啊啊爱爱爱爱爱爱冲破悲剧的黑暗英雄
(5星)	最好看的台湾偶像剧
(5星)	主题曲不错
(5星)	仔仔扮演的角色好好，相爱的两人为对方而改变，共同帮对方忘记彼此的伤痛。
(5星)	适合结婚后的妇女做做梦呵。
(3星)	06年高考后的七月。看完了一直想念的偶像剧。
(5星)	当初多喜欢仔仔和大S 呀，被剧情感动过
(NA)	看的时候完全是凑巧,重新看时竟觉还是很好的片子.||无论怎样的黑暗,鼓起勇气,总会走过去.
(4星)	零与圣，双面战神。
(4星)	以台剧的水平来看，还不错吧
(5星)	谁拯救了谁
(5星)	这是一段让我非常感动的爱情 彼此残缺的两个人 只有在一起 才能有继续生活下去的勇气 不过依旧还是没看到结尾 也许 我只是想留个美好的未完成在心里吧~
(5星)	大爱！认为是仔仔最棒的一部
(5星)	台剧里难得的好作品！
(4星)	蛮深刻的一部
(5星)	里面的仔仔很让人着迷啊
(4星)	毕竟有过青春年少
(3星)	还在熬。不看时没有看的欲望。看的时候又进入台剧的吸引人的状况。哎 我弃剧了。大S都婚了。
(NA)	仔仔的表演仍是一如既往的生涩~``可是我却觉得塌实,我常在想,太会表演是不是件好事~~``剧还是可以~~~`人间情爱~~~永恒的话题~~`
(5星)	相见恨晚。
(4星)	很多年前看的，记忆中幼小的我很喜欢它
(5星)	那些黑暗与光明。
(4星)	仔仔和大S的定情作，也是仔仔最胖时期的作品了
(5星)	不DJ台湾呕像剧，但这部除外
(5星)	不错
(4星)	都有点神经怪怪~~~~~
(NA)	勇敢！！！！！！！！！学习！！！！！！！！！
(3星)	当初看的时候觉得仔仔这发型好帅-v-但是大S难道除了那个样子就没别的样子可以进化么？演技真是很囧
(5星)	台剧经典
(3星)	触动。
(3星)	漫画好！
(4星)	明菁的重要性...
(5星)	仔仔的一部经典之作 至少我这么认为 看了不知道多少遍 但每次看到他深邃的眼睛 忧郁的眼神...Ok 很棒 很blue
(4星)	仔仔
(NA)	所谓好学生，所谓好老师，有时，真的令人作呕。
(4星)	还不错大S和仔仔 喜欢
(5星)	修杰楷！
(4星)	臉腫的仔仔配上衰臉的大S，但還是蠻好看的。
(5星)	是周渝民演得最好的一部  喜欢陈零
(5星)	经典
(4星)	一直很般配的俩人。在戏后真的在一起了，只是……
(5星)	两个各有残缺的人在人群中找到了对方Mars，带领我们走出悲剧的黑暗英雄
(3星)	我记得我曾经很喜欢里面的一首插曲
(3星)	好久以前的片子，演的神经巴拉的。也不知道中心是什么。
(5星)	黑暗的剧情传达的都是美好的东西。
(4星)	其实漫画更好看···
(5星)	仔仔啊~~
(5星)	阿仔啊`
(4星)	好看~
(4星)	比较复杂的剧情，酷帅的造型，赛车的场面，都是不错的看点
(5星)	兩個悲劇人物彼此相遇，又彼此帶著對方走出悲劇
(4星)	高一的时候还挺喜欢看的…… 喜欢里面的插曲《说爱我》
(4星)	算是剧本比较好的一部了
(3星)	为了完成当年类和杉菜遗憾的心愿...
(4星)	只记得当时很感动，苦命的人总是可以相互慰藉。。。OST很棒！
(5星)	仔仔和大S的华丽浪漫，想当初我是多么的迷恋仔仔啊
(4星)	这对偶像组合·喜欢·
(NA)	仔仔演的最好的一部...
(5星)	仔仔成功转型
(3星)	仔仔系入面佬到爆
(5星)	唯一一部让我觉得男女主角必须遇到彼此才能够得到幸福的片子
(NA)	喜欢大S
(4星)	仔仔的身材赞啊
(5星)	好棒啊~
(5星)	看完就爱上周渝民
(5星)	[2005]　Mars，带我冲破黑暗的力量 ...　(5★) 
(5星)	神经质的一群人
(3星)	在B家的通宵~
(4星)	大s和仔仔的定情之作.又是通宵在煲的劇
(5星)	最喜欢的偶像剧
(5星)	先看的漫画。最喜欢的仔仔的一部剧。
(5星)	感觉还挺好的喜欢零这首歌···
(3星)	沒看完
(4星)	S
(5星)	最好看的台湾偶像剧没有之一
(4星)	好看
(NA)	好看
(5星)	不错的偶像剧
(NA)	这个故事，讲了很多故事。不可多得的经典。
(5星)	目前为止个人认为最好的台湾偶像剧，胜过痞子英雄
(4星)	零的调调一直很有印象.....
(5星)	看仔仔的华丽蜕变
(NA)	非常好看！
(4星)	就算那样很累，我们一起面对。。
(5星)	最最喜欢的偶像剧，唯一从头看到尾的，ktv必点它的原声带，手机里存它的mtv。
(3星)	没看完
(NA)	周渝民脱离偶像剧的一个立志片
(5星)	两个内心残缺的人 相互温暖
(5星)	真的探索内心的偶像剧。真的让人有发冷的感觉
(4星)	那时候 大爱 你们俩..
(NA)	看了一半，不想看了，没劲的说
(5星)	时隔4 5年后 再次重温了它还是很深刻 很感动 “我们开端于各自的悲剧我们能一眼认出彼此只有我们手牵着手否则我们永远也无法走出悲剧”我无法用任何语言来表达无论是4年前 还是现在因为我太浅薄了 我怕我的感动都是浅薄的
(4星)	仔仔帅啊！
(3星)	不喜欢仔仔的造型
(NA)	看這部片子剛好大學畢業,很無助的一段日子,但現在卻很懷念
(2星)	勉強看完,貌似看了半年左右
(3星)	MARS-带领人们冲破黑暗的悲剧英雄。。。
(5星)	两个存在于同一空间的不同生命体因为生与死之间的千丝万缕，命运的邂逅，注定的相遇，一起承担彼此的痛苦，一起走过对方的阴影，爱的力量就只这样。
(NA)	我最爱的仔仔~~~╭(╯3╰)╮~~~
(4星)	以为相似，所以相爱！
(4星)	当时看的很爽，因为还没知晓过社会的黑
(NA)	看不完～～
(5星)	看了很多次
(5星)	我觉得这部片子有些地方真的超越一般偶像剧……
(NA)	看完还想看。
(3星)	因为仔仔和大S的组合看的，真的没有漫画好看
(5星)	恩，又看了一遍。。。
(4星)	真羡慕零对绮罗的爱
(NA)	大S与仔仔的定情作，值得一看
(5星)	这部台剧让我对仔仔完全改观。台剧中少有的非脑残偶像剧~~
(5星)	每个人心里都有一个黑暗的角落，但它也是唯一的出口，等待着Mars出现拯救。。。。
(4星)	说爱我 真的很好听。
(4星)	零
(4星)	仔仔，你的演技出乎我的意料了。。。可以说是很棒的台剧
(NA)	给人勇气
(3星)	喜欢这样的仔仔
(5星)	那个啥,最最最最喜欢的一部台湾电视剧。
(2星)	总算熬完了...零&gt;在天但是不好笑
(2星)	完全记不得内容了,但歌曲还不错
(4星)	不像偶像剧的偶像剧。有出彩的地方
(5星)	大爱
(5星)	超爱
(NA)	姐姐推荐的还在节目里面放了呢台湾的偶像剧还能看
(3星)	在经历台湾偶像剧和F4大行其道的岁月后，对于我们不再新鲜的形式也自然不会有太多的欣喜
(5星)	谁带着谁冲破黑暗？
(5星)	虽然是讲一群疯子的故事，但是喜欢。
(5星)	买碟收藏
(4星)	还挺喜欢的~
(4星)	看完之后觉得短时间内还是不要看偶像剧了吧。。。而且男女主角都让我很失望啊。。。不过桐岛的演技太绝啦。。。顺子的《说爱我》增色不少哦。。
(4星)	很无趣的剧情，大概就是奔着仔仔取得吧。。
(4星)	唯一记住的是那首《零》
(5星)	最爱之一
(4星)	算是台剧里正常能看的了
(NA)	难得好看的偶像剧
(NA)	没有漫画中绝望有力但节奏还算不错
(5星)	有人性的黑暗，爱情的温暖，一部不像偶像剧的偶像剧。
(4星)	感觉是仔仔演的最好的一部
(4星)	偶像剧中算不错的水平，结局略显拖沓
(NA)	仔仔超帅
(5星)	仔仔演得最好的一部
(5星)	Mars-带领大家冲破悲剧的黑暗英雄很震撼 很感动 非同一般的偶像剧!
(4星)	看壮硕的仔仔
