http://movie.douban.com/subject/3227335/	仙剑奇侠传三
(3星)	 哈雷一族大胡，雷雷更健康。            
(3星)	 内个 我不玩这个游戏 所以没啥太大感觉 不过内个霍建华我倒是挺稀罕的 内段儿看哭了             
(3星)	 因为看了第一部            
(4星)	 超爱杨幂啊啊            
(4星)	 歌曲都很好听，也很好看，推荐            
(1星)	 终于看了，群众的眼光是雪亮的观点是绝对正确的！导演是来卖腐的吗，为神马女角都选得跟屎一样，强迫关注承认俩男的在一起吗！            
(5星)	 虽然这是个商业味很浓的作品，但是一口气看完之后，哥真的觉得，人生真就应该轰轰烈烈一次            
(5星)	 太美了！            
(NA)	 看不完。。。            
(3星)	 我还是只喜欢林月如丫林月如            
(3星)	 一般般吧，有点胡乱瞎编了......展开想象的翅膀呀！            
(5星)	 喜欢紫萱，尤其是第一世紫萱的模样很漂亮~            
(5星)	 赞！！糖糖、大胡、诗诗。其实最喜欢的是楼哥！！！那份洒脱！@Home            
(4星)	 茂茂 很感人其中一星是给他的。            
(NA)	 终于看完了。。。= =这持续的是有够长的。。。骂编剧的话就不多啥了，个编剧整个就。。。&gt;/////&lt; 为了搞纠结，非要把这么多人给整死，过分了噻！！！！老子还是喜欢李逍遥！！！以上            
(3星)	 杨³再回不到上书房里敦儿那小样了吧            
(NA)	 算不错吧~            
(3星)	 这些个演员还不错            
(5星)	 和我弟一起看的，在一起干什么都有味道，哈哈            
(5星)	 仙三可看之处就是徐长卿 林业平 顾留芳            
(NA)	 我已经无聊到在看这类型的了，腐啊~~~~~~~受不了，直接跳最后去了。            
(NA)	 中间一关关冒险~            
(3星)	 没第一部好看，而且剧情更加煽情化了，显得做作，听起来很肉麻            
(4星)	 景卿。。            
(4星)	 雪见            
(4星)	 因为有仙剑一在，所以仙三我给四星            
(5星)	 原声制作非常精良            
(4星)	 三颗星给白豆腐的颜，一颗星给景天和雪见还有几百年前有刘海的女娲后人。茂茂死得真是太惨了，景天哭的撕心裂肺时候我都要哭了~            
(3星)	 我居然十一期间花了三天时间不眠不休地看完了这部剧，我就是个神人~~原来游戏也不尽数是无聊的嘛~~·这么好看的故事~~            
(4星)	 比第一部好            
(2星)	 改个名字多好            
(2星)	 大雷剧一个 除了胡歌一帮人的演技和茂茂的感情 不是冲着仙剑真是没法看            
(2星)	 就当成腐片看吧。。。无视掉【仙剑奇侠传】，不然会掀桌的~~~            
(2星)	 如果你不叫仙剑三 分数还可以更高             
(NA)	 被某朱鼓动了去看，真的很不错            
(4星)	 三世情缘，缘定三生。            
(5星)	 爆笑，惊艳，经典，动人，生死之恋，养眼啊~ 2010年经典得不能再经典的偶像奇幻武侠爱情喜剧，每一个角色，每一段剧情，每一句对白，我都大爱！！（除了最后邪剑仙那段雷死人的）            
(4星)	 话说我蛮喜欢胡歌            
(5星)	 当初那个眼泪流的稀里哗啦            
(3星)	 每个女主角各得一星…特效剧情什么的应该扣分的…被其他女演员补回来了…            
(2星)	 只对我家紫萱的扮相表示满意            
(4星)	 狗血泼得人好开心……虽然没有原作的面貌，但改编得也算不错了。            
(4星)	 星主要给雪见            
(5星)	 徐道长！            
(3星)	 没玩过仙三,对剧情无感            
(3星)	 龙阳龙葵            
(2星)	 胡歌演的不错。。。很没溜的景天。。。可是编剧你有玩过游戏么？景天根本不是一副流氓样的小混混啊！o(╯□╰)o还有女神一样的紫萱变成了一个很放荡的。。。崩溃~~~~(&gt;_&lt;)~~~~ 长卿角色设定比较成功。感觉杨幂演的不是雪见。。。邪剑仙用过修改器了，竟然比重楼还厉害。。。天雷滚滚            
(3星)	 和老公一起看的电视剧~            
(4星)	 挺乐呵的，没玩儿过3            
(5星)	 5分是打给霍建华的。2个女主角都不错。虽然和游戏出入还是很大的。            
(4星)	 看了两遍，喜欢龙葵。            
(4星)	 抛开游戏，这部剧的确不错，虽然有些情节多多少少有点矫情，但是在可以接受的范围内。看完后压抑了几天。PS下，我大爱游戏仙剑，小重楼神马的最可爱了。            
(5星)	 白豆腐！            
(4星)	 喜欢这部。            
(4星)	 还是最喜欢杨幂：）            
(NA)	 美女            
(4星)	 挺好玩的            
(2星)	 说真的，跟游戏不能比            
(5星)	 看在仙劍的面子上給個5星            
(2星)	 雷的人家一天开PPS20遍，雷焦的时候关了            
(NA)	 我也认为这个是腐剧 啊哈哈哈            
(4星)	 虽然剧情混乱，但是，我被谷德昭弄哭了。            
(1星)	 JB编剧，我要把你妈拍成荡妇            
(4星)	 比仙剑一好看点。杨幂和胡歌可配了..哈哈，长卿抢过了胡歌的帅，紫萱也比杨漂亮点///=-=怎么办，我是不是miss重点了...            
(4星)	 很有爱的一部剧。            
(5星)	 唐人的剧，通常就是赚人热泪的，这部剧又哭死我了。。。            
(4星)	 看配角看配角~~            
(3星)	 还没出来时期望太大。演员选得太好了。            
(5星)	 喜欢里面的音乐  每首都很好听啊             
(NA)	 游戏原著改的太多，失去了仙剑的韵味，没第一部好看            
(5星)	 可爱。            
(5星)	 为了增加对仙剑3的理解 决定玩通仙剑3游戏 那才是原著            
(3星)	 ……            
(3星)	 雪见sb，恨不得扇死她外加两脚。要不是莫雪鸢拯救杨幂，完全崩塌。。就看得上龙葵和茂茂            
(5星)	 我喜欢龙葵，额，什么杨某真是无感啊            
(5星)	 唐嫣啊~~~~~~~            
(4星)	 部分的狗血剧情 -1星            
(5星)	 不错！蛮新鲜            
(4星)	 胡歌还是不错的= =然后，茂茂！！！            
(3星)	 太闹腾了.....乱啊            
(4星)	 逍遥果然来客串啦~哈哈哈~            
(1星)	 廖哥 下次旅游不要再看了。。。。            
(2星)	 虽然从整体来看算是拍的很烂，故事也无趣，不过多亏胡歌比较滑稽的表现也有己精彩之处            
(4星)	 虽然一开始就知道结局  站在别的角度 这帮人是在扯淡 可还是喜欢看特爱听里面的歌            
(5星)	 太雷了 不看不行            
(3星)	 霍长卿萌史了……            
(3星)	 雪见很失望，歌曲依旧很好听            
(5星)	 因为长卿和紫萱而力荐。基本上我只看这一对的。。真够虐的。。。            
(2星)	 叮……景天痞子，紫萱YD，重楼白痴……姐二了……            
(3星)	 第一部是风景好，第三部是恶搞好，总之，都不管剧情的事儿。            
(4星)	 插曲很不错~~            
(4星)	 还我重楼            
(2星)	 !@#$%%&amp;^&amp;            
(5星)	 看了好多遍。。好啊~~胡歌帅气。歌曲好            
(2星)	 人漂亮，剧情弱智            
(NA)	 越看越神奇啊            
(5星)	 超爱的！！            
(4星)	 剧情比仙一差太多，前半部就像西天取经，后半部就是纯粹游戏里面打老怪，胜就胜在腐气冲天~~~~~~~~~~~~~            
(5星)	 茂茂~~            
(5星)	 还不错~            
(3星)	 还是2个前世的故事比较有爱            
(3星)	 霍建华~            
(3星)	 演员不错，剧情奇烂，权当消遣            
(NA)	 很好看            
(1星)	 歌好听            
(NA)	 刘诗诗。            
(NA)	 from 甲鱼的MP4            
(4星)	 刚看时觉得挺山寨的，看完觉得还是不错的。喜欢上杨幂了            
(4星)	 雪见是打酱油的吗？me只看着景天和长卿在暧昧来暧昧去            
(4星)	 实在是被唐嫣吸引来看的，没玩过游戏，看起来还是挺好的嘛            
(NA)	 这辈子老娘都不想看仙剑系列的电视剧了…………            
(5星)	 紫萱和白豆腐的结局好好啊            
(5星)	 =0=我仙剑三啊 虽然搞得雷人了点儿            
(2星)	 完全是一部90后会大爱的脑残非主流片 真对不起游戏啊 听到杨幂的声音就想骂三字经            
(5星)	 最喜欢的是长卿与紫萱的三世情缘            
(4星)	 比第一部有点进步..前面NC后面尚可,紫媗像是天上人间来的,雪见暴力过了,景天无语了,比较满意龙葵。最无语是邪剑仙，游戏中重楼大爷的大配角华丽丽地抢戏...最末,李逍遥大哥和那SB玉佩你怎么又来了...            
(4星)	 我没玩过游戏，来看美女的。            
(1星)	 胡歌演谁都是痞子……一颗心给杨幂美女……            
(1星)	 一颗星，给游戏中最不喜欢的长卿，电视剧中唯一的亮点长卿大侠=。。=            
(3星)	 很少看古装，这个看了几集，杨幂和胡歌还真是配～            
(1星)	 真的很讨厌这种装扮~            
(4星)	 人生若只如初见，一个情字，六界情缘~            
(3星)	 紫萱真的很美~兔子眼光不错~            
(3星)	 长卿兄的萌相加分.            
(4星)	 怎么说好呢            
(4星)	 白豆腐和紫萱啊...太残念了....            
(4星)	 我的长卿            
(4星)	 这部戏，只为看紫嫣和长卿·· 　　 为了他，紫嫣等待了两百年，经历两次生离死别，纠葛三世·· 　　 第一世，世俗容不下，只得相约跳崖殉情，结果看着爱人死去，她却因着女娲后人的身份，无法死去，真是生不如死，却又求死不能·· 　　 苦苦追寻三世，最后还是要被迫放手，永远无法相守，什么            
(5星)	 哎哎哎~            
(4星)	 虽然不靠谱，但它打最好的游戏之名到处招摇撞骗。            
(4星)	 哈哈哈哈~~我竟然看完了~~~有腐才有爱~~~ye~            
(4星)	 仙剑系列的歌都很好听啊~~~到最后真是虐身虐心啊~~大侠救世主也不是随便什么人就可以当的，如果可以，你还愿意回去当初那个时候吗。。。。            
(NA)	 我是一俗人            
(4星)	 虽说很少看国产电视剧……真的挺好看XD            
(4星)	 胡歌把景天演活了。超爱龙葵            
(2星)	 某人演所有人都是一个样。            
(5星)	 很喜欢、不解释            
(2星)	 我都不好意思给标签仙剑了= =            
(3星)	 大部分的电视剧都是这样的结局，续拍的收视都不怎么可观。            
(5星)	 龙葵 龙阳 不解之殇            
(NA)	 后面雷人            
(5星)	 看到最后几分钟，突然觉得心酸。。。            
(3星)	 基础分：一星给最爱的龙葵：一星给仙剑的名号：一星给编剧：0星给天上人间来的紫萱：0星            
(4星)	 不要救我，让我感受他带来的痛，痛得深，才能坚定我恨他的心~里面的美眉都很好看~            
(4星)	 先看的电视剧才玩的游戏，没有先入为主的印象，感觉比仙一好了很多。比起景天，更喜欢重楼这个角色。            
(4星)	 紫萱 重楼 在一起吧            
(4星)	 超爱 杨幂            
(4星)	 紫萱和长卿的爱情是亮点啊~还是喜欢逍遥哥哥~            
(5星)	 最后的结局就是充满遐想= =            
(3星)	 胡歌杨幂配在一起看就已经很好了，可是小胡同学车祸整容了…故事依然很机车，看得人懒洋洋的，就当成偶像剧看吧//想起韩志导演貌似在剧中演过一个角色，难怪当时见他时总觉得好像在哪儿见过来着。。            
(5星)	 满粉杨幂的            
(4星)	 杨幂好看！            
(5星)	 我喜欢那段折腾了几百年的爱情。。。。            
(2星)	 人物特点给这部增添了色彩，我还是喜欢第一部            
(5星)	 妈的白豆腐侬哪能可以这么帅的啦。。            
(5星)	 无敌好看，最爱龙葵            
(4星)	 最喜欢景雪这对欢喜冤家了，，可惜传说中的38集找不到了            
(4星)	 杨幂刘诗诗超美。            
(2星)	 猪婆菜牙。。。囧            
(NA)	 喜欢霍建华和唐嫣这一对儿~              
(NA)	 ♥ 成长的过程或许布满荆棘，但请相信最后，那一道属于幸福的光芒不散”            
(4星)	 比仙剑一好看 不过我想说我怎么那么烦唐嫣呢？那么丑 受不了！！！还是杨幂可爱 哈哈哈！！            
(3星)	 额额。帅哥美女们。            
(5星)	 好看            
(3星)	 景卿才是亮点            
(3星)	 看在胡歌的面子上给个 还行            
(4星)	 还想再看一遍            
(4星)	 茂茂！            
(5星)	 因而喜欢上唐嫣···            
(4星)	 龙葵好漂亮啊，最喜欢刘诗诗演的龙葵了            
(4星)	 总体来说，还是不错的。            
(3星)	 一分给让我感动的可爱的可怜的茂茂，一分给霍建华。还有一分给后面几集，前面是在是不堪入目。            
(3星)	 雷翻了翻了翻了翻了翻了翻了翻了。。。。            
(5星)	 徐长卿你才是灵魂！！！            
(4星)	 演员什么的真的蛮给力的            
(3星)	 回忆过去的那几部分都还不错，但现实中的剧情实在看得很雷人。            
(3星)	 把音量调小，快进吧……            
(3星)	 杨幂那个国字脸扣了不少分            
(4星)	 本来一直抗拒着不太想看 但是被一切关于等待的故事吸引 居然熬通宵看完            
(4星)	 有机会玩玩游戏            
(3星)	 和游戏有出入。。            
(4星)	 经典到不行            
(4星)	 电视剧不太感兴趣~冲着诗诗和龙葵这两个人物去的~~            
(3星)	 三生爱情故事很感人，人物服装很靓。喜欢胡歌，杨幂和茂茂。            
(3星)	 比起仙1有差距。            
(4星)	 茂茂，嘿嘿            
(5星)	 纠结的三世情缘。因为玩过游戏，所以更想看游戏的真人会是如何。            
(3星)	 搞笑的成分大于感动            
(4星)	 不能容忍重楼变得那么弱！！！还有紫萱。。。            
(4星)	 电视剧里的徐长卿我还挺喜欢的~            
(3星)	 这是一部集千里传音、隔空传物、远程协助、预知未来、起死回生等高科技于一身的扯淡电视剧，看剧过程中我感觉泡剧功力以秒速迅速提升。耶。            
(3星)	 胡歌杨幂是mark元素 霍建华瞎.配音瞎.造型半瞎不瞎.作为仙剑圈外人表示事不关己            
(4星)	 悲啊悲~            
(5星)	 服装华丽，演员也好，大爱！！！！            
(5星)	 虽然种种分析下来没什么特别之处。但偏偏就是打动了我。看到了瑕疵，更看到了里面的精髓。力荐            
(4星)	 能把仙剑拍出来就很好了，虽然和游戏不太合拍，但活在当下的宗旨还算抓到了。。。            
(NA)	 看这剧完全是靠景卿才坚持下来的……            
(4星)	 我喜欢三世情缘那段。            
(4星)	 长卿为何就不能为了紫萱放弃蜀山呢？            
(5星)	 三遍，除了不喜欢景天和唐家大小姐的恋情之外，上面所有的爱情，都让人感动、杨幂饰演女主角实在是不讨喜，任性没有大脑还娇蛮无理，杨幂很漂亮，这个角色很讨厌。            
(4星)	 赶在上映前去玩了仙三 然后看了电视剧 蛮感动 值得看            
(3星)	 全校都在看= =            
(5星)	 千年，那只是在等待！相望而来的不在于长相厮守！足以！            
(5星)	 考试期间急急忙忙看完的            
(5星)	 继续的风华绝代，永远的仙剑不朽……            
(2星)	 让我又哭又骂= =            
(4星)	 还不错，本来觉得结局挺悲，看多了也就看开了。            
(2星)	 景兄弟，其实最爱你的是白豆腐            
(3星)	 我讨厌，聒噪的女人，            
(5星)	 我爱仙剑。我爱蜀山。            
(4星)	 看得我累死了= = 这么长            
(3星)	 整体制作多好的, 就是剧情...嗯            
(5星)	 我真怀疑广电有我们的人混进去了，这么腐都能通过审核~~            
(4星)	 根据游戏改编成功的魔幻剧集。            
(2星)	 显然是破绽百出，各种矫情。却还是忍不住为那些俗烂的宿命轮回爱恨情愁唏嘘和哀伤。最BUG的长卿和紫萱一段，最令我惦念            
(5星)	 也是去年看的，也是一集一集在网上看的。            
(5星)	 喜欢景天            
(4星)	 四颗星全给长卿            
(5星)	 看完了很心疼茂茂 很喜欢云霆 很看好雪见AND胡歌 觉得魔尊重楼很可怜 龙葵很悲剧。            
(5星)	 相当有爱。喜欢里面美女如云啊。白豆腐太可爱了~            
(5星)	 我就是为了长卿啊~为了霍建华啊~            
(4星)	 就是喜欢龙葵妹妹            
(5星)	 还是喜欢雪见和景天。。。。            
(NA)	 我爱紫萱            
(4星)	 我觉得很不错啊.我们要用发展的眼光看国产电视剧.已经很不错了.不要说我脆弱,我看哭了好多次....            
(5星)	 电视剧不评价 满分是给游戏的。            
(3星)	 喜欢卿萱的爱情            
(NA)	 传说，长卿大侠风度翩翩，正直稳重，与紫萱那段情缠绵悱恻，闻着伤心见者流泪，于是，我就看了他们的剪辑版，结果，我竟然喜欢上了重楼大人，这是为神马？~~~~            
(4星)	 不喜欢紫萱，景天一般般，但是长卿和雪见绝对的亮点。            
(5星)	 《仙剑奇侠传三》是胡歌二次出演仙剑系列了，这个故事很感人有点悲也有搞笑元素……我比较喜欢这部，虽然仙剑一比较经典，但是我觉得仙一实在太悲了，最后全死光光了，还是这部好，给人以自己想象的方式决定结局。至少不是全死了……三段感情令人太感动了，不看你后悔！            
(4星)	 奇幻戏能拍成这样，已经很好看了。长卿真是惊艳。景天真是……活泼。可惜了重楼的演员了（他的化妆师可以去切腹= =）            
(4星)	 很喜欢的故事，也是很喜欢的游戏。虽然编剧有点无法理解、里面现代化的东西也不太……好吧。我很爱这个电视剧。            
(3星)	 。。。。剧情我不说。。。演的。。真的是有点假- -。。喜欢茂茂！！！            
(3星)	 没选的两颗星是因为没看到结局！            
(4星)	 4星全部是给霍建华的。。。米丽啊米丽。。。            
(5星)	 剧情有较大改动，基本还是忠于原著。杨幂主演的雪见很像原著。主要看点是具体演绎了龙葵、夕瑶与景天前世，紫萱和长卿前世的故事。龙葵和龙阳的最后令人落泪。本片风格轻松，用了很多现代的工具和流行词汇，稍稍雷人。            
(3星)	 画面漂亮，很多动作非常帅气，蜀山白衣飘飘的弟子美好非常，就是剧情方面薄弱了些。            
(4星)	 相比其它的作品，这部《仙剑3》算是拍得比较好的吧，虽然和游戏比差远了。            
(4星)	 紫萱长卿的恋情感人至深。茂茂……            
(NA)	 剧情有些抄袭《我和僵尸有个约会》就是那个九字真言            
(4星)	 蛮喜欢的            
(2星)	 一颗星给霍建华。前十集完全可以不看。后十集就算有基情我也坚持不下去弃了。景天和雪见的性格实在不DJ。女演员们的演技是和美貌成反比的吗？作为一个没玩过游戏的人来说，仙三比仙一差得不止一个档次。            
(5星)	 我很喜欢，看的很过瘾啊。。继续拍啊。            
(4星)	 那个，不考虑游戏给四星。龙葵造型崩溃。            
(3星)	 自己看 。            
(3星)	 吸引我的只有景天和雪见之间的对话..            
(3星)	 不喜欢紫萱            
(4星)	 两天看完全剧，忽略一些说不过去的剧情细节，能拍到这个水平还算不错了，最喜欢的角色：长卿，紫萱，重楼，演员也很养眼啊~            
(4星)	 白豆腐。。你太好了。。好到伤人。。            
(4星)	 喜欢紫萱跟白豆腐。还有臭茂茂，你太伟大了            
(2星)	 胡歌老了，杨幂丑了，特技更雷了，唯一惊艳的，是水灵灵的霍建华！            
(4星)	 长卿啊长卿，要不是为了你，我才不看呢。。。            
(5星)	 5星for紫萱和长卿。            
(4星)	 没看过前几部，主要源于好奇，解密之后其实也就一般            
(5星)	 好。            
(5星)	 各种雷各种穿帮各种低质量。。。            
(4星)	 大！悲！剧！            
(3星)	 喜欢白豆腐和紫萱的结局            
(5星)	 太好看了~            
(NA)	 在海大第一个小学期的记忆~            
(3星)	 帅哥 美女 雷            
(3星)	 最美是紫萱，最难是长卿，最爱是雪见。            
(4星)	 单看感情，也还好。反正最后我是难过的不行。            
(5星)	 终于看完了，很好看，很感人。。。            
(5星)	 长卿大侠~~白豆腐~~            
(4星)	 蛮好看的蛮好看的...            
(5星)	 对于仙剑还是不可自拔..            
(5星)	 - -。完全是冲着霍建华饰演的徐长卿去的。            
(4星)	 很仙~~呵呵呵~~            
(3星)	 其实是部腐剧吧，景卿楼之间…………雪见和紫萱让人频频想竖中指…………胖子舍身割肉那段真CULT！            
(5星)	 最爱夕瑶飞蓬这一对~可爱的茂茂感动了我~            
(3星)	 前半部不错，和游戏差别有点大            
(4星)	 只爱紫萱和长卿。。。            
(5星)	 真是一部很感人的电视剧，景天的勇敢，雪见的善良，紫萱的执着，长卿的坚持。都让人记忆铭心。可是却一直想起紫萱和长卿无疾而终的爱情。特别是他们彼此“喝下”忘情水的那个场景，让人哭红了眼睛，是啊。三世的记忆又有谁舍得割舍呢？            
(4星)	 大爱徐长卿            
(5星)	 真的很好看，很喜欢，每个人都演得好……就是有时候回忆太长了，每个人似乎都被前世今生牵绊着。            
(NA)	 哭的稀里哗啦            
(2星)	 雷得人是外焦里嫩...最大的乐趣是看老娘对于这里台词的反应~XD                
(4星)	 本来想从头好好再看一遍的，结果被YSM叫出去导致错过四集，再就没心情看了            
(5星)	 纠结ing……            
(NA)	 哟，这不老邢嘛~            
(4星)	 情节一般了。音乐很不错，很好听。特别喜欢里面紫萱，演得真的很有仙骨。雪见感觉就很一般。            
(4星)	 我承认纯粹是追长卿才看的,很萌这个角色.明明我从前都觉得霍建华长得太言情,演的也假,不过这部却很喜欢,后来看到他在胭脂雪里的表现也不俗嘛            
(4星)	 帅哥美女一大堆~~            
(4星)	 化妆好的那个好 喜欢            
(3星)	 女的长的好看男的演的好，最爱茂茂            
(4星)	 只喜欢三世情缘那几集~~~其余一般啦~~~            
(5星)	 此生不换            
(3星)	 还是第一部最好看，这里面的话，紫萱和长卿的三世好好看，很喜欢茂茂            
(5星)	 游戏好玩，电视剧也好看，里面的歌也好听，故事也很感人！紫萱和长卿的三世之恋，景天和雪见的旷世情缘，龙葵为龙阳等待千年，每个故事都很令人感动。还有茂茂一生的愿望，也是他终生的遗憾，他到死都没能去到长安，找到他的父母，而他却因割肉换米拯救苍生，换来了他的死亡！感动！感动！            
(4星)	 白豆腐。。。            
(2星)	 好吧，我是去看美女的            
(NA)	 就是比一搞笑             
(3星)	 bug太多            
(1星)	 游戏改编。。。。            
(4星)	 三生三世，三年再三年            
(5星)	 景天景大侠，嘿嘿，结局似乎还没有完！            
(5星)	 是我想太多吗？总觉得魔尊神将好有爱啊~~·            
(3星)	 本来很烂，但是霍建华太帅了            
(NA)	 毀了            
(4星)	 喜欢徐长卿跟重楼            
(5星)	 超感人！如果说你要看关于爱情的诠释，她，是你最好的选择！！            
(5星)	 再等一世又如何，至少知道下一世还会遇见，还会相爱            
(3星)	 都给霍同学分。。其他的。。哎。。            
(5星)	 很喜欢充满爱的电视剧不完整的看了两遍那些为了爱而放弃的人们值得尊敬            
(4星)	 不喜欢唐雪见，其他的都还好~            
(3星)	 看了个大概            
(2星)	 加剧情？好吧，是为了使电视剧更丰满。但请不要连人物性格都改好不好！            
(3星)	 星星就给帅哥美女的演员们吧= =...结尾干嘛要悲？剧情可以忽略...            
(4星)	 剧情便紧凑了，但感觉少了很多感情，不太喜欢了            
(5星)	 内地少有的            
(3星)	 伟大的征途有点快            
(2星)	 被逼看的~            
(2星)	 比起仙一来差远了            
(3星)	 杯具~            
(4星)	 感觉还是不错的、            
(5星)	 有很感人的爱情：卿萱恋。            
(3星)	 反正是没玩过游戏，所以不知道和游戏情节有多大出入，有些场景真的很雷人啊！还有雪见，我都不知道说什么好了，太多场景中无理取闹了，喜欢不起来啊……            
(3星)	 当时科技是相当的发达！            
(4星)	 美人无限多，服装很靠谱，音乐麦振鸿是唐人的最大吸引力。            
(4星)	 轮回的主题，我没有抵抗力。爱紫萱和长卿的故事，不爱雪见。            
(NA)	 真的蛮雷人的。。。怎么女的都如此地痴情！！！！这部剧之所以让我觉得好看，只因紫萱和长卿的三世恋情，还有帅到爆的霍霍霍建华            
(NA)	 看在卖相还不错的份上给的            
(4星)	 我爱白豆腐！            
(5星)	 杨幂            
(3星)	 没有1好看            
(3星)	 差不多只有霍建华能看            
(5星)	 三世情缘            
(4星)	 仙三的电视除了里面紫萱的设定让我有些不舒服  但是众人的扮相都让我十分惊艳  特别是紫萱 以至于我再次玩仙三的时候心里想的都是唐嫣的紫萱  虽然诸多的人在说这是一部雷剧与游戏不同 可是游戏是游戏 电视是电视 只看电视倒是唐人一部不错的制作            
(5星)	 wonderful            
(4星)	 讨厌结局            
(3星)	 结局太桑心了。雪见很吵很烦人。            
(3星)	 什么剧情？完全记不得了。没有仙剑一好看。            
(3星)	 国内的游戏产业和传媒业发展很快嘛，选角都蛮养眼的（虽然女主很二），超过港片了。            
(5星)	 本不喜欢修真类型的电影，仙剑例外，第一次出现的六界观：人、鬼、仙、妖、神、魔，还有那穿越千年的情。            
(3星)	 喜欢龙葵霍建华太扯了            
(3星)	 跟游戏差距太大了，雪见是败笔啊！！            
(2星)	 太差了!!!            
(5星)	 感動的無奈多?還是無奈的感動多?            
(3星)	 超喜欢徐长卿白豆腐~前面几集的景天真欠揍，龙葵让我有点难以忍受，借用花楹的话来说：哭哭哭，你就知道哭！            
(5星)	 超喜欢仙剑系列            
(4星)	 音乐也很好听            
(5星)	 喜欢~            
(2星)	 这算个什么。。。            
(NA)	 黄志玮帅到不行啊            
(5星)	 很不错，最后挺感人的            
(5星)	 道长，等等我！            
(4星)	 重楼啊，他们居然这样辱你，来把他们灭了吧！女娲啊，你的后人居然如此感情用事，再派个妲己来报仇吧！其他……还不错            
(NA)	 去年6月底七月看的，感觉超级好看。配乐也超级好，。当时把23集之后又看了一遍，我保存有原声带。再看也不烦。很经典，带给我2009年幸福的感受            
(4星)	 俊男美女们足够养眼。            
(3星)	 比仙1好。            
(5星)	 胡老大的神作。百看不厌。            
(5星)	 喜欢搞笑的部分，煽情的就算了。紫萱的衣服真是惊艳！赞。。            
(NA)	 飞蓬和重莲  景天和长卿 蛮河蟹            
(4星)	 因为喜欢杨幂才看的，看后觉得还可以            
(3星)	 相比较 仙一好得多             
(5星)	 演员演技超好 剧情感人至深            
(3星)	 三天左右断续地看完了。没玩过仙剑3网游，但此剧还算不错，虽然距仙剑1有点距离。            
(5星)	 剧本很棒，罕见的优秀。细节的处理上，鉴于将比较原创的魔幻性纳入历史，难免遭人诟病。国人总是抓不住重点仿佛是改不了的毛病。            
(4星)	 剧情虽然俗套，却犹如炎热夏天中珍贵的清爽，在越来越现实的今天，看着紫萱和长卿的三世情缘，满是羡慕与感动~            
(5星)	 很爱很爱！！！！喜欢这个剧的风格和题材，很好看，很感人            
(3星)	 不是游戏派，只想说徐长卿还不错，雪见你还能再难看一点，胡歌不是当年的李逍遥了。            
(1星)	 。。。我错了  我悔过            
(1星)	 啊啊啊啊啊啊啊！            
(4星)	 我爱的杨幂呀  好乖的孩子            
(5星)	 竟然觉得很好看，海报做的真不错啊。而且让我想起了张国荣和林青霞的白饭魔女传            
(5星)	 為了楊冪和霍建華給五星了……            
(3星)	 我讨厌看这种东西，所以勉强一看            
(5星)	 超棒，里面的人物都很有个性，很让人欢喜，大家看看吧            
(2星)	 高科技泛滥+胡歌一成不变的痞子形象。。。总结下来除了结局有点感人其它真是一般般中的一般般            
(3星)	 只是剧的话 其实还是不错的……作为仙三粉丝 我只能说抱歉 ……重楼啊 重楼 毁了……            
(4星)	 去年最火的電視劇 老大終於不那麼悲劇的做留下來的那一個了            
(3星)	 比TV仙剑1剧情丰满些~   哎呀，徐长卿就是一道士命呐，而景天基本是武将命。仙剑就是混混出英雄呐~            
(5星)	 唐嫣            
(4星)	 内地和港台的合拍剧一向见光死 两地的演员混在一起也一向显得格格不入 不过仙3蛮不错 这部剧N个台在同期播 喜欢长卿和紫萱的纠结爱情 真纠结            
(4星)	 多拍几部吧 那么美丽的女主角            
(4星)	 紫萱的百年执着，感动自己。同时，也觉得了辛酸。因为过往的一些事情，无法放下。            
(3星)	 凑合着看            
(4星)	 长卿长卿！            
(5星)	 很喜欢~~喜欢这个游戏~~喜欢这个电视剧~~            
(4星)	 我爱紫卿恋~            
(4星)	 如果雪见能不那么叫喳喳我会觉得更好。基本上前半段的雪见我是很想抽她的。            
(3星)	 N师兄也在看的 嘿嘿里面的歌真的很好听PS：有天中午，我在梦里给仙三接完了一个穿越版的续集~            
(4星)	 感动于紫萱和长卿的三世情缘，亦同情重楼的痴情。呵呵，很美呢！            
(5星)	 好看哪！大爱雪见！            
(4星)	 主角们都很不错！            
(NA)	 美女很多            
(4星)	 好好笑啊啊啊            
(2星)	 作为一个仙剑迷，实在不能忍受，害我又打了第30+1次仙三            
(3星)	 我萌的是 长卿和重楼 = =             
(NA)	 只怪长卿太可爱。。。            
(1星)	 灵猪婶贱 还留一星是给雪见的 就像看自己的初恋被人强奸一样 不想多说了            
(5星)	 你说编剧不腐我都不相信！景天X长卿。重楼X飞蓬。嗤嗤、总之是个雷萌并存的电视剧啊。            
(3星)	 - -            
(3星)	 蛮好打发时间滴片            
(4星)	 冲着游戏去的，童年的回忆，李逍遥出现的好以外啊。。。。            
(4星)	 有一对是我的爱            
(5星)	 制作上明显比第一部要好很多，还是喜欢胡歌的李逍遥角色            
(4星)	 我爱杨幂            
(3星)	 为了景卿有大雷我也看了            
(5星)	 之前完全无视内地古装剧~不过这次也花痴了一记~长卿哦~带着娱乐精神看,仙三确实是我看过的最好的一部内地古装剧啦~            
(3星)	 对你偏爱。            
