http://movie.douban.com/subject/2983434/	我和春天有个约会
(5星)	 经典啊……            
(5星)	 若是情未冻，请跟我，哼这首幽幽的Saxophone。 　　它可以，柔柔将，真爱为你送。若是情未冻，始终相信， 　　我们与春天有个约会， 　　I have a date with spring， 　　We have a date with spring。 　　             
(4星)	 当年超级哈江华啊；就觉得里面万绮雯所托非人啊            
(4星)	 小学里看的，虽说妈妈禁止。            
(4星)	 矮油...            
(5星)	 重温...            
(5星)	 看了好多遍，还是很喜欢。那些歌曲响起的时候，回忆就浮现在眼前……            
(4星)	 很庆幸，有你们三个。            
(5星)	 小时候最爱看的            
(5星)	 关于友情，关于爱情，和小时候的记忆一起，永远挥之不去            
(5星)	 貌似是上小学时候 和麻麻一起看的            
(NA)	 印象深刻！            
(5星)	 童年回忆            
(5星)	 经典中的经典            
(4星)	 最近才翻出来又看了一遍            
(5星)	 当年看的时候还真是爱啊~            
(3星)	 印象里结局很悲剧..            
(5星)	 超五星的电视剧 经典中的经典            
(3星)	 年少记忆            
(5星)	 TVB系列的启蒙电视剧 至今还喜欢里面的歌曲 无法接受里面的主角都到了出演妈妈阿姨们的级别了 岁月不饶人啊            
(4星)	 最近又重温一遍,哈哈            
(5星)	 很小的时候看过，最近又看了一遍……感动啊            
(NA)	 不可超越的经典！！！！白、红、金和蓝            
(5星)	 五星给当年的自己            
(5星)	 突然又想重温一遍            
(5星)	 那个时代最好的电视剧。片头片尾曲至今仍爱。            
(5星)	 有点想重温~~            
(5星)	 好好看！            
(NA)	 没全看            
(5星)	 四个女人四段情            
(5星)	 小时候的超级回忆！            
(5星)	 小時候什麽都不懂，只期盼和童話一樣，最後王子和公主在一起幸福生活，所以小時候對這部片子的結局一直很有怨念，不明白爲什麽最後小蝶不能選擇原諒家豪，然後幸福永遠  長大以後，明白了人生的很多無奈，再回頭看這部片子才明白，什麽是無法原諒和釋懷……錯過了就是錯過了            
(NA)	 大爱啊。            
(5星)	 这个我小时候就喜欢看，十几年以后再看还是好看。羡慕那四个女孩子的关系，回味70年代的香港。            
(5星)	 群众的眼睛是雪亮的，几乎所有人都选了5颗星。            
(5星)	 ！经典            
(5星)	 小时候跟着姐姐看了好多的港剧，记得姐说过，她最喜欢的电视剧是这部，我和春天有个约会            
(NA)	 经典            
(4星)	 夜闌人靜處 響起了 一厥幽幽的saxophome 牽起了 愁懷與 深心處            
(5星)	 当年和爸爸一起看的，姐妹们的友情，小蝶和家豪的爱情。。。长大了才知道邓萃雯和江华的那一段  唏嘘啊            
(5星)	 歌好听。。            
(5星)	 电视剧的最爱            
(4星)	 朦胧印象美            
(5星)	 很早之前看的,在电视里看到主演访谈,感慨颇多~            
(5星)	 永恒的最爱            
(4星)	 小学时，每天中午回家吃饭时看=v=            
(4星)	 当我还看ATV的年代            
(4星)	 童年的记忆。            
(NA)	 童年记忆里的各种蝴蝶 有没有            
(5星)	 最爱蓝凤萍~            
(5星)	 经典啦            
(5星)	 我爱它！！            
(5星)	 最动人的是四姐妹一起疯一起闹，一起鲜明的度过青春。四种性格，四种命运。南希最悲剧，凤萍为情所苦，幸好最后小蝶坚决了，没和家豪在一起，那种对谁都有情有义唯独对等了自己二十年的女人没交代最后连挽留都不会的男人是不值得小蝶陪在他身边的。            
(5星)	 那时候 迷死了            
(5星)	 那个年代，那首歌，那些女子，那几段爱情            
(5星)	 从以前到现在一直喜欢看！            
(4星)	 当年看过            
(3星)	 小学时必看剧。            
(5星)	 原来是亚视的！！ 好吧！还是最好看的！！            
(5星)	 儿时的怀念啊~            
(5星)	 那時候可喜歡小蝶了好嗎！嘉豪你可帥了好嗎！你們沒在一起可難受了好嗎！            
(NA)	 好像是幼儿园时期的剧。 讲什么也记不得了。            
(5星)	 经典forever            
(5星)	 很怀念            
(5星)	 很早喜欢的，到现在歌曲都换会唱。            
(4星)	 最深刻是那四只美丽的蝴蝶,所有的坎坷与伤痛都有了华美的气息......不错,盲目而华。            
(NA)	 童年！回忆起来真是热泪盈眶！我到现在还会唱主题曲！            
(5星)	 我怀念的，不仅是那个时候的她们，更是那个时候的自己。            
(5星)	 经典            
(4星)	 经典            
(NA)	   万绮雯是最漂亮的单眼皮女生，因为她才觉得单眼皮也不错            
(4星)	 这么经典的TVB剧到现在才看，第一次喜欢上了商天娥，虽然被告认为史上最丑的阿珂，但在此剧中才知道美貌真的不是打动人心的唯一。            
(4星)	 想当年主角一个都不认识但还是屁颠屁颠追着看~            
(NA)	 最爱之一            
(5星)	 我觉得这个版本最赞            
(5星)	 太多回忆……演员最好看的一个版本……            
(5星)	 小学的爱片            
(5星)	 真难以相信当年我那么爱的小蝶竟然是邓萃雯演的==还有江华啊亲！！！！！            
(5星)	 怀念。            
(5星)	 露露是田蕊妮？？？            
(5星)	 小时候的回忆            
(5星)	 凤萍要把我气死了 一次又一次原谅WSN Donny!! Donny 简直让我边看边骂Fxxx!! 真不是人！~！！  星哥也不争气啊 当年不管Donny的高利贷 让Donny去死好了 然后就可以给凤萍幸福了 让我就这样想吧 能好受点            
(NA)	 在大英帝国的思想摧残下 吾们仍旧清晰看见最中国的封建思想 年轻的女子迫于旧俗 不耻追求自己真正的幸福归宿 shit             
(5星)	 经典！            
(5星)	 你们没有在一起            
(5星)	 突然很想再看一遍            
(5星)	 再次重温，还是那么好看，那么多感动，最爱洪莲茜。            
(5星)	 永远是经典。            
(5星)	 居然忘了加这个！！！            
(NA)	 忘不了的经典。            
(4星)	 邓萃雯年轻的时候，真可爱啊            
(NA)	 感情就是这样，你伤了别人，无论有意无意,就总会有一个人来伤你            
(4星)	 那些歌 记忆犹新            
(5星)	 赞一个！！            
(5星)	 我的童年T^T            
(5星)	 忘记了所有人和剧情，只记得雯女            
(NA)	 配音让我很头疼            
(5星)	 超好看的！！！            
(5星)	 这是我心目中的港剧top3            
(5星)	 在哪个纯真的年代 温暖了我们的心            
(5星)	 小学的记忆啊            
(4星)	 最喜欢凤萍，小时候就跟站花一样只喜欢评价谁最美谁最丑。觉得凤萍最漂亮，露露跟傻妞似地！            
(5星)	 最爱的电视剧            
(3星)	 很小的时候看的，只记得那时觉得非常好看            
(5星)	 我的最爱            
(5星)	 不错呀~这才是真正的电视剧~            
(5星)	 太好看了，童年的回忆            
(5星)	 矮油！！！！            
(NA)	 那个时候上初中，是中午演的电视            
(4星)	 少数好看的亚视剧，当时蛮喜欢的。            
(5星)	 无意中翻到重温，5分钟已泪流            
(5星)	 小学那年逃课、不写作业三分之二的原因都是因为他            
(5星)	 如今演技如此纯熟的雯女还记得当年那个青涩的自己吗？            
(5星)	 它证明了拍女人戏不是只有拍成勾心斗角才好看似的～            
(4星)	 命运无常 歌声依旧            
(5星)	 经典            
(5星)	 經典的東西，永遠忘不了            
(4星)	 四星只因怀旧            
(5星)	 唯一还记得的镜头是一个男人知道他爱的女人喜欢萨克斯风，跑去学了后在路上堵住女人吹给她听，结果触动了她伤心事。            
(4星)	 那个时候超喜欢            
(5星)	 充满回忆的剧集。后来还看过舞台剧版的，音乐很棒。            
(4星)	 这个真的很经典，我现在都没忘记。            
(NA)	 童年记忆            
(5星)	 啊~~大爱            
(5星)	 这就是我的青春            
(3星)	 就看过几集 还行            
(5星)	 当年每天放学往家赶着就为了看这部戏~            
(5星)	 为什么你不可以对不起全世界的人，唯独可以对不起我。            
(5星)	 小时候和妈妈一起守在电视及面前看的。还记得当时经常幻想自己就是那个眼睛会放电的纯情女主。            
(4星)	 重温！记得里面好听的歌...            
(5星)	 经典!            
(4星)	 很有味道的剧            
(5星)	 小时候每天晚上陪妈妈看的~            
(5星)	 赞！结局怎么这么憋屈呢            
(4星)	 主演没万绮雯的名字？以前看过 有些忘了 先给个4星 过些日子再重温下            
(5星)	 现在流行追老剧 行复古            
(5星)	 无法超越的经典。            
(4星)	 小时候喜欢学里面的歌            
(5星)	 我的最爱            
(5星)	 前阵子无意和老妈说起以前一起看的剧 她竟然不记得这个了?! 我的港剧启蒙啊好像。。。            
(NA)	 很多很多年前看的吧            
(5星)	 很羡慕这样的友谊            
(NA)	 心中永远的经典            
(5星)	 言情剧里的佼佼者            
(NA)	 算是个童年的回忆吧            
(5星)	 都是经典歌曲，喜欢金露露那一对儿            
(3星)	 年轻时代的邓萃雯偶~~~真可爱            
(5星)	 小时候很爱看。万般纠结过的呀            
(5星)	 很温馨 · 很温馨·  看完了很怀念··· 四个姐妹的情谊·很伟大。 他们的爱情 ···· 很刻骨铭心·            
(5星)	 这就是经典中的经典，当时看重播很积极地可不只我一个。            
(5星)	 重温了一遍，人生际遇，各种唏嘘            
(4星)	 重温才发现国语版和粤语版在一些情节上有所不同，相比爱情更喜欢四姐妹之间的友情。@2011.春节            
(4星)	 儿时的回忆来。。。            
(3星)	 很小的时候看重播。不大喜欢啦，因为都是大人情感戏            
(5星)	 戏里戏外，沈家豪都是一个不够勇敢的人。戏里戏外，无论是三年，还是二十年，你们都唔可以同埋一起。            
(5星)	 I have a date with spring.            
(5星)	 经典作，不解释。            
(5星)	 最喜欢的还是凤萍。多年后小蝶回到香港，不知道是否会想起四姐妹一起在外婆那里修面时有多快乐。。。            
(4星)	 除了觉得雯女演少女时期小蝶微老了一点之外，其他完美！            
(NA)	 现在只记得那首同名主题曲了！！            
(4星)	 夜阑人静处...            
(5星)	 小时候的记忆啊~            
(5星)	 凤萍嘴角也有颗痣            
(5星)	 已经不记得剧情了，但是那一首“梅兰梅兰我爱你”一直记得。            
(5星)	 还是至爱。。我只是怀疑爱上 沈家豪 这种不懂拒绝的男人，女人的命途是否也就多舛了啊。。。。            
(5星)	 过了多久，我还是那么喜欢看。            
(5星)	 原来真的不是个好结局，姚小蝶，你就是那么执着的一个人            
(5星)	 哎呀两天时间又重温了一遍，我还是爱看电视剧的嘛。。            
(5星)	 爱啊！！！            
(4星)	 钻石钻石亮晶晶~~            
(5星)	 亚视精品！            
(4星)	 经典~            
(5星)	 我的最爱。。            
(5星)	 还是露露有福。            
(5星)	 这个还用得着说吗            
(5星)	 因为这部剧认识的邓萃雯，当年的邓萃雯演的小姑娘，娇俏可爱，水灵灵的，再加上还很苗条的商天娥、一直很萌的万绮雯和很开心的蔡晓仪。四个女人的一生，因为选择不同性格不同所以最后的结局也不同，记得有一集她们碰到个算命的，这个人预言了她们的结局。            
(5星)	 和老妹看的最动情的一部剧……            
(NA)	 少时的经典。最爱。            
(3星)	 感慨自己竟然看过这么老的剧            
(5星)	 这几天地方台重播中TVT            
(5星)	 经典中的经典            
(4星)	 还是觉得好看，还是记得小蝶的爱情            
(3星)	 当时年纪太小了，看过却没有太多记忆了            
(5星)	 演得真好~            
(5星)	 童年美好回忆啊~特别喜欢小蝶和家豪。            
(5星)	 童年的痛啊！            
(4星)	 为什么最近总是在回忆。也许我确实对现在的生活很厌倦。虽然曾经的也许也不那么美好，但是过去了，总是让人怀念，而现实却让人忍耐限度很低。            
(5星)	 经典            
(5星)	 最近电视台又播了            
(5星)	 小蝶            
(3星)	 除了小蝶这个名字好像一切都不记得了……今又重看了4集好像已全无当年迷恋之情。江华还是老了一些更好看了。            
(5星)	 江华长的可真是好看~~            
(4星)	 小学三年级的时候特别爱看这部电视剧！有一天晚上做梦还梦到白浪和姚晓蝶呢！太投入了！            
(NA)	 借用影评一句话，既没有什么大牌明星，也没有什么紧张的情节、刺激的场面，有的只是看似平淡如水的情节，有的只是毫不时髦的粤语老歌，年少的我何以会如此难忘呢？            
(5星)	 重温中。。。竟然真的比小时候看懂了不少，其中一颗星是为了萨克斯的帅的一塌糊涂的家豪            
(5星)	 当时最喜欢瑞茜，也是从那时记住了萨克斯的音色            
(5星)	 大爱            
(4星)	 春天一闪即逝~~转眼就成回忆。。。            
(5星)	 呵呵.超爱邓萃雯~            
(5星)	 喜欢！！！            
(5星)	 小时候不知道有多喜欢！！！！！我还记得我最喜欢凤萍啊！！！            
(5星)	 小学的美好回忆~现在还是经典~            
(5星)	 经典，好看            
(5星)	 儿时的美好回忆 现在看都泪奔的经典啊            
(5星)	 镶着金边的童年回忆            
(5星)	 小白，你一定要幸福哦            
(4星)	 這部真的好感傷的，那時候看的時候真的還太小了，港劇的黃金時間啊            
(4星)	 港剧的里程碑            
(4星)	 真的开始复古了我，当年的电视剧的质量比现在的高很多啊，小感动            
(4星)	 儿时的回忆            
(4星)	 之前很老的电视剧了，看起来虽然有些很搞笑，但是单纯的东西动人心弦啊~~~~~~~            
(4星)	 想不起啥时候看的了...= =            
(5星)	 常州台在放诶            
(5星)	 小时候除了新白娘子传奇，就是这个了。。            
(4星)	 经典撒            
(5星)	 很小的时候早晨五点爬起来看的剧，后来因为一直想不起来叫什么名字深感遗憾。大一跟室友聊天发现原来是这部剧，马上拾起，感觉依旧            
(5星)	 姐妹情的那份真，之后就很少能在萤幕上看到过            
(5星)	 记忆~            
(5星)	 最喜欢，没有之一！            
(5星)	 没什么好说的了，儿时的回忆，经典！            
(5星)	 童年的记忆啊~  片头片尾曲的调调还是很熟悉的说            
(5星)	 夜阑人静处。。。当听到这一阙幽幽的saxophone。。。            
(5星)	 小时候看卫视中文台的回忆。。。            
(4星)	 喜欢这剧，虽然是很久以前看的了            
(5星)	 小时候看的，后来才发现小蝶是邓翠文演的。最后只是露露的终局是幸福的。真是人生如戏，戏如人生啊。            
(5星)	 这部电视剧是ATV的，不是TVB的！！！！            
(5星)	 内牛经典!!!!!!!!!!!!!!!!!!!!!!!            
(5星)	 再次回味~还是那莫经典！雯女演技锋芒初露。            
(5星)	 我最最最爱的港剧！！！            
(4星)	 矮油那时候迷死江华了啊！！            
(4星)	 突然的就看到了这部。。好熟悉的歌啊            
(4星)	 每天中午看完才趕著去上學。            
(5星)	 那年九岁。四年级的暑假，四姨打麻将时，我在旁边乖乖的看我和春天有个约会。            
(5星)	 每曲OST都有段回忆，时间真的不曾改变什么            
(4星)	 童年啊！！！不过不是tvb的啊！！！            
(4星)	 经典啊！！！喜欢可爱的小蝶~你你你为了爱情，今宵不冷静，哇卡卡卡            
(5星)	 经典@！！！            
(5星)	 我记得幼儿园的暑假 东方卫视告诉我 越战时期的香港 有个夜总会 叫丽花皇宫            
(4星)	 现在看起来很有当年看动画片的氛围，结局仍然让我难受了好一阵子。            
(5星)	 经典            
(4星)	 又一童年回忆   2or3年级时            
(NA)	 洪莲茜,Love u            
(4星)	 小时候的回忆            
(3星)	 还记得那个时候和哥哥抢电视~~            
(5星)	 小时候看过不太记得。大三暑假重温一遍，实在经典！邓萃雯演小蝶那时真是清纯。            
(5星)	 我咋把这片子挖出来了咧～            
(5星)	 经典            
(5星)	 小学的爱 当年的港剧真是迷人~喜欢凤萍~            
(5星)	 当别人都在动画片的时候，我在看它！！            
(4星)	 钻石钻石亮晶晶            
(NA)	 小时候最喜欢的电视剧。四个女人，四个颜色。姚小蝶是女主中的女主吧。只可惜现实生活中的感情也如同戏一样，爱上江华却最终没在一起。而现实更是残酷，江华居然反咬她一口，演艺事业随之一落千丈。情场事业两失意。邓是小三破坏他人家庭是不对，可一个巴掌不响，江华你怎么可以这样辜负她。            
(5星)	 小时候的回忆            
(5星)	 少时的记忆            
(5星)	 经典 虽然剧情都忘的差不多了 kaka            
(5星)	 少时的回忆啊~~~            
(NA)	 年轻那会还挺迷恋的            
(5星)	 不知饱含几多我儿时的回忆，最爱月亮代表我的心！            
(5星)	 最经典            
(5星)	 小时看看得非常感动，小小年纪就会为言情感动了，叫我情何以堪            
(5星)	 除了经典 不知道如何评价            
(5星)	 重新看了一遍 哎 还是好喜欢那首歌啊……            
(NA)	 喜欢！！小时候的最爱~~            
(4星)	 童年的回忆，浓浓的怀旧风清，四个女人一台戏，百看不厌。最终只有露露获得了永远的幸福吧。其他人不是与爱人分别二十载、就算死于战乱或者疾病...            
(5星)	 有一种记忆无法磨灭            
(5星)	 小时候觉得江华特别帅。还和姐姐装睡再偷偷爬起来看。。。            
(4星)	 i have a date with spring~            
(4星)	 算是小时候看的，现在还想看呢            
(5星)	 经典之中的经典，仍记得每首歌            
(5星)	 好喜欢！            
(5星)	 多少年了，再看竟仍会流泪            
(5星)	 小时候真的好喜欢那喜欢那            
(4星)	 沈家豪这样的男人真是要不得，走了不声不响，还在那边等着你等他，二十几年青春就没了。对姚小蝶无太多赶脚，邓萃雯郑九妹比较犀利，露露虽没什么脑子，但是傻人有傻福，嫁了个剧中最帅也是我最喜欢的大鸡，成功圆满，也是唯一一个好结局的人。很多年后的今天我再看这个，也只是记得露露第一次去大鸡家            
(5星)	 小时候很喜欢看，现在忘记里面的剧情了            
(5星)	 小时候最喜欢看的电视剧...记得那时候还太小...看不大懂男女之间的感情...可是还是雷打不动的守电视机前...儿时的回忆啊...相比那时候更喜欢现在的经过岁月的沉淀了之后的雯女...比以前更有味道了...            
(4星)	 友情爱情            
(5星)	 华丽的丽花皇宫。            
(5星)	 经典永远是经典，太爱这部剧了！            
(5星)	 经典的一部剧，怎么看都看不厌，讨厌的马桶台翻拍，害的娜娜和灏明烧伤。真该规定下，经典是不容翻拍的，翻拍后就变山寨和盗版剧了。            
(5星)	 十多年前看过这部电影，当时好像是学校放假，和几个发儿小一起住，调好闹钟，凌晨三点起来看这部电视剧，看到六点多，然后睡觉。现在回想起来，还是觉得那么好，记忆犹新！小蝶和现实中的邓萃雯，都因为感情，让她陷入了低谷。我讨厌那个不要脸的江姓某男，敢做不敢当。永远支持姚小蝶，永远支持邓萃雯            
(5星)	 看了至少有六遍            
(NA)	 小时候唯一看不懂却还是坚持要看的片子            
(5星)	 经典。只是结局。。。            
(5星)	 为了邓萃雯重温，歌曲经典，小蝶说，沈家豪很伟大，可是她的痛苦也是有血有肉的，是啊。。。伤害就是伤害，男人不能这么自私。。。。            
(5星)	 正！~            
(5星)	 14年前的经典，14年后同样的经典！            
(5星)	 依稀记得我很喜欢莲茜            
(5星)	 经典的电视剧，看了无数遍，还是感动……回看几个主角生活的境遇，最悲的凤萍、莲茜，衣食无忧，有爱人做伴，生活还是幸福的；小蝶只要事业，最幸福的露露已经芳踪难觅了~~~~~            
(5星)	 万年不老的经典！从小到大都爱！！            
(4星)	 在初二以前看了无数遍,印象有些模糊,再次重新看时不忍看下去,不能说这个电视剧很现实,但是就是让人害怕一些会发生            
(4星)	 曾说过 明年春天 重逢就在眼前，TAT            
(5星)	 听到歌时想起来了 我看过。            
(5星)	 這個也是，沒看過的人童年不完整。            
(5星)	 在当时，是多么给力的一部电视剧啊！当时多么希望自己就是白小蝶啊！当时，会唱里面的歌是件多么牛B的事情啊！            
(4星)	 初中的女同桌推荐我看的            
(4星)	 永远忘不了小时候对它的钟爱！！            
(4星)	 伴着我童年的电视剧            
(5星)	 好像也是从小看到大的一部片子            
(5星)	 小时候超爱看！~            
(5星)	 經典~            
(5星)	 小时候的记忆啊            
(5星)	 家里的孩子都爱看            
(NA)	 傻傻笨笨的露露果然命是最好的！            
(5星)	 永恒的经典！            
(4星)	 小时候必守的电视前看的            
(4星)	 人生得一知己足以、何况我有三个。            
(5星)	 小时在电视里看的  断断续续看的不全，，但是记忆如此深刻，，，还记得那首忘不了。。到现在还会唱  。。。。。 对剧中的几个女子的印象如此之深。。。。真想再看一遍。            
(5星)	 经典绝对的经典。我小的时候哇，美好的回忆之一。            
(5星)	 那个时候的邓萃雯好纯~            
(4星)	 当年的记忆····            
(NA)	 很老的片子~~~很经典~~当年的雯姐 还很纯情呢~~            
(5星)	 有些故事，十年二十年都忘不了            
(4星)	 1988让我回忆起的又一部少女情怀            
(4星)	 记忆深刻的红白蓝金。rose rose~            
(5星)	 永恒的记忆。            
(5星)	 小蝶 露露 蘭鳳萍…… 媽媽咪呀 我當年愛死了            
(5星)	 小时候的回忆……经典            
(5星)	 永远的怀念~            
(5星)	 经典小时候看的            
(5星)	 我小时候就是看这种剧长大的= =            
(5星)	 大爱大爱，，，一切翻拍都是浮云，，，            
(5星)	 丽花皇宫，四种颜色，四种人生...            
(5星)	 可惜当时年纪小，如今才看懂这部剧里的很多感情            
(5星)	 人生中有如此知已，不枉此生啊。。。            
(5星)	 四個女人的友情 很感人。            
(5星)	 细细个噶回忆。            
(5星)	 我要再看一遍            
(5星)	 I have a date with spring             
(5星)	 小时候的梦            
(5星)	 桃花依旧笑春风。            
(NA)	 忘不了忘不了那段迷死人的萨克斯            
(5星)	 经典中的经典            
(5星)	
(4星)	 当年迷恋啊            
(5星)	 幾年後再看仍舊有感觸的電視 有些人有些事是一輩子也忘不掉的             
(4星)	 记得是小学时候看的、、、现在看依然很感动、、、喜欢邓萃雯的坚定、你永远是我心里那个坚强的小蝶、            
(5星)	 经典港剧，港剧中的港剧！            
(5星)	 这辈子我最爱的电视剧。不会有超越了吧。            
(4星)	 怀念            
(4星)	 他戏里戏外都是特么的讨人嫌。            
(5星)	 重温经典，感动依旧，儿时美好的回忆            
(4星)	 记得小蝶的“你你你你你为了爱情，孤单的看星~~”雯女和小江的爱情啊。。诶。。。            
(NA)	 能看一眼 幸福好久            
(5星)	 吹着萨克斯，爱着小蝶的家豪令人心碎。小时的日记里我写着满满对家豪的喜爱，说以后要嫁就嫁家豪。刚才看到有人这么评论“若干年后再看，再不觉得家豪和小蝶是天造地设的一对”，我鼻头一酸。            
(4星)	 我们的人生不会跟她们一样的，人生不是复制是自己走出来的            
(3星)	 莲茜            
(NA)	 童年的记忆 。。            
(4星)	 我要重温            
(5星)	 曾经的四个女孩            
(5星)	 凤萍&amp;DONNY。真心不喜欢你们的结局。            
(4星)	 重温，想起以前的事儿、朋友，哭的稀里哗啦。。            
(5星)	 流光容易把人抛，红了樱桃，绿了芭蕉。            
(4星)	 小时候看的，和妈妈一起～非常好看～            
(5星)	 继续小时候的最好            
(NA)	 人生里的第一部港剧～            
(NA)	 我喜欢商天娥哦            
(5星)	 早年，我还是哈过一阵港剧的。            
(5星)	 十几年过去了，却还能清楚记得最后他们在树下相遇的片段            
(3星)	 小时候比较喜欢大团圆结局，所以总觉得这部片子有点沉重 &gt;&lt;！            
(4星)	 乃乃乃为柳爱情~            
(5星)	 经典不可复制，再看一万遍还是经典！            
(4星)	 当年很迷恋            
(4星)	 双雯女 0.0            
(5星)	 不死港剧~又看了一遍 真好            
(5星)	 小学。讲起这部剧就想起姑姑。经典至极。你你你为了爱情，今宵不冷静！            
(5星)	 那段时光，离我过于遥远            
(5星)	 四个人截然不同的命运 即使是年龄尚幼的我 也懂那就是宿命 看了N遍也不厌的经典 主题曲现在都一直听            
(5星)	 歌很经典            
(5星)	 很久我用这部电视剧的主题曲做了手机铃声，一直以来我都希望姚小蝶能够有个好结局，但是造化弄人。邓萃雯的演技非常值得肯定，而商天鹅只能演妈妈桑了，万绮雯仍然在亚视，但是那个演璐璐的人我却不是很了解她            
(5星)	 经典中的经典            
(4星)	 友情岁月～            
(NA)	 太经典了~~            
(5星)	 长大了之后才懂结局            
(4星)	 补看大结局。。。            
(NA)	 太久太久前看过的．因为名字好，所以一直未曾忘记            
(NA)	 你肯定记得。            
(NA)	 经典！            
(5星)	 曾经和现在都看到废寝忘食。            
(5星)	 一段过往时光的怀念            
(5星)	 虽然我记不清了，但是邓萃雯当年真是。。。。小蝶！！！            
(4星)	 怀念~            
(5星)	 小时候的回忆啊            
(5星)	 我爱小蝶,我爱莲西，我爱Jonh，我爱凤萍，我爱露露，我爱大基，我爱那个警察            
(5星)	 那时候，一般女孩都有的梦~还有一首首经典复古的歌曲            
(5星)	 经典            
(4星)	 童年的记忆。            
(5星)	 这个可以给满分！            
(5星)	 小学每天中午趴在沙发上看这个，还会唱粤语的“你你你为了爱情…”给班里的同学听.....现在重温一下哈~            
(5星)	 ATV剧中的最爱，没有之一。            
(3星)	 梅兰梅兰，我爱你，灿烂阳光照大地.......            
(5星)	 儿时的经典。回忆满满当当。            
(5星)	 回忆回忆~            
(5星)	 最爱            
(NA)	 还记得和小朋友开开心心地看这个！            
(NA)	 小学时看一次，记忆模糊。现在看，有种感同身受的感觉。人就这么长大了。            
(5星)	 初中时候的闭路电视，每天放两集，趁做作业的空隙，吃个什么水果，然后赖在父母房间偷着看会。第二天去学校，和同学相互补充故事情节，当时觉得，里面的歌很好听， 女主角好漂亮，故事也很感人，好喜欢看啊。            
(4星)	 倔强善良爱管闲事的小蝶，大大咧咧敢爱敢恨的露露，温柔体贴却很命苦的凤萍，坚强自我会照顾人的莲茜；很有才华、为他人着想，但又辜负小蝶的家豪，可爱傻气、脑筋转不过弯，与露露天生一对的大鸡，胆小懦弱、死爱赌钱，却能得凤萍真爱的Donny，帅气幽默、缺乏安全感，珍爱莲茜一生的John……            
(5星)	 里面的老歌真的挺经典的。            
(5星)	 年轻气盛时。。。啊            
(5星)	 爱到不行的。四队耳环，还有最后小蝶唱歌凤苹儿子吹sax，唱发唱发一转头变成了我江华哥。。那个震撼            
(5星)	 小时候看的 后来上大学又回味了一遍 喜欢里面的歌            
(NA)	 玫瑰玫瑰我爱你~            
(3星)	 没啥印象了            
(5星)	 小时候大爱，现在看还是很有感觉，歌也好听            
(5星)	 小时候印象很深的片子~            
(NA)	 怀旧时节，凑热闹。            
(NA)	 经典的港剧。。。四种人生。。            
(5星)	 四个女人在成长中建立起的真挚的友谊，让我想起我在老家时的好朋友            
(5星)	 亚视的巅峰之作            
(5星)	 当年很火的片子 月亮代表我的心            
(4星)	 这真是儿时的记忆            
(5星)	 96年，这部电视剧深深地打动了一个正在读小学2年级的我。。。            
(NA)	 我就记得谁把谁的演出服给划破了，然后谁唱的挺好听的            
(5星)	 曾说过明年春天，重逢就在眼前，却是离春天多么远，夏与冬……            
(NA)	 邓萃雯一直都很美~            
(5星)	 江华！！！好有范~！！！哈哈啊哈哈            
(5星)	 回忆啊回忆。。。            
(NA)	 藍鳳萍            
(5星)	 经典，绝对是经典。            
(4星)	 小蝶啊小蝶~~            
(5星)	 童年回忆啊            
(NA)	 只是小学时的零星记忆 并没看全            
(NA)	 小时候的经典。。。            
(5星)	 美丽的人，美丽的故事，美丽的人生。            
(5星)	 一曲幽幽的saxophone....  想起小学时代  夏天的时候天天等着看....那个时候觉得 小蝶是世界上最美的人...            
(5星)	 老娘小学升初中的那个暑假，天天中午要飞奔回去看啊！！！            
(NA)	 小时候觉得那红衣女子很大妈十几年后再看惊觉白某人挺JP的那抹红却是最深的叹息            
(5星)	 时光的印迹，深刻的情谊。            
(5星)	 很久以前好喜欢看！            
(4星)	 怀念！            
(5星)	 童年的记忆，影响中是非常之好            
(5星)	 超赞  最爱            
(4星)	 小时候看过,印象很深...            
(4星)	 以前很喜欢小蝶的            
(5星)	 小学时候看的，到现在都是我最喜欢的电视剧之一。喜欢里面的姐妹情，也喜欢里面的主题曲，怀念啊！            
(NA)	 小学毕业的暑假，每个上午，听她唱那首歌。            
(5星)	 夜总会噶灯红酒绿，仿似浮华盛世。春天这么近，又那么远            
(5星)	 超爱的一部,当年暑假就窝在姐姐家定时定点的看呐~小蝶和家豪也是我很残念的一对啊..            
(5星)	 每当音乐响起的时候，眼泪都不自觉得掉下来，这部电视就像有魔力一样，每次看完都久久不能释怀。            
(5星)	 这是一部十年后再回味依然温情满心、感动如昨的剧。四姐妹的友情、飘零辗转的命运、擦肩而过的爱情、每一样都能让你回味无穷。曾几何时，自己也有这样的好姐妹，曾几何时我们也有信誓旦旦的约定，然而当岁月流逝，繁华一梦，早已昨是今非，但人生的美好已经定格在了暖风微醉的春天。            
(4星)	 yeah~！            
(5星)	 只有在小时候才看得下去港剧 @@            
(5星)	 钻石钻石亮晶晶            
(NA)	 这个居然也有            
(5星)	 小时候的歌，最喜欢你你你为了爱情            
(5星)	 无法改变的经典，太多回忆，又在重温            
(5星)	 怀念            
(5星)	 重温了一遍，才知道我和春天有个约会这么的洋气，四姐妹的感情让我羡慕。。。只是以前很爱的家豪，瞬间让我厌恶至极。。。            
(5星)	 经典啊            
