http://movie.douban.com/subject/3901418/	倚天屠龙记
(3星)	 其实苏有朋还是不错的，然后喜欢这里的杨不悔，殷素素，小昭。对了，这里面的师姐丁敏君我觉得也演得不错的。赵敏气场太弱，高圆圆的周芷若我真的不喜欢。            
(5星)	 百看不厌啊            
(5星)	 没看过的可以拉去斩了。。。如果是贾静雯+佘诗曼的组合我会打六颗星 = =             
(NA)	 差不多，马马虎虎            
(NA)	 基本是我的童年的回忆了吧 暂且不说它于原著的关系 仅仅是在电视上的重播 就足以让我想起曾经在家中偷偷坐在电视前 躲避爸爸妈妈的日子 紧张 可是很满足 在听到家里的门钥匙的声音时 心情扑通扑通的跳的感觉            
(4星)	 好看。不深究。            
(4星)	 小时候看的了 当初的感觉还可以 那时候刚看完还珠 很喜欢苏有朋呢            
(1星)	 因为当年没电脑            
(4星)	 好多BUG            
(4星)	 喜欢赵敏~贾静雯演得很好，很感人            
(5星)	 还是苏有朋版本的倚天屠龙记最好看！很经典！现在看来高圆圆在那个时候应经很红了。当时我也很喜欢她！苏有朋有灵气！            
(3星)	 算大陆拍最好的金庸了吧..            
(4星)	 女子一个比一个美，男子一个比一个唑，这版的特点，最受不了那个将军肚的皇阿玛，饶了我的左使吧。            
(4星)	 这版女人都很漂亮~            
(NA)	 这一版真的好看~~            
(3星)	 虽然没有黎姿漂亮 贾静雯的赵敏也很形象            
(4星)	 偶像派的倚天屠龙记            
(5星)	 这应该是最好的一部倚天，演员很出色！            
(5星)	 我爱贾静雯版的赵敏            
(4星)	 最具张无忌气质的苏有朋！高圆圆够索。            
(4星)	 最爱这版            
(5星)	 不错，和TVB版的不相上下。            
(2星)	 感觉很垃圾啊~            
(3星)	 高圆圆的嘴让我很郁闷。。。这化妆把一个美女的缺点化那么明显            
(4星)	 苏有朋的眉毛会讲话。            
(3星)	 贾静雯的赵敏不错！            
(5星)	 我愿一生为你画眉.            
(3星)	 看的时候，竟然看到苏有朋穿凉鞋，昏。。。            
(5星)	 我去做我的掌门，偏安一隅；你去爱你的赵敏，浪迹天涯。            
(5星)	 最喜欢贾静雯版的赵敏              
(3星)	 还不错。。。俊男靓女            
(4星)	 比较不错的一部。            
(5星)	 我觉得是很难得的 书反而没电视剧好的 金庸作品            
(5星)	 只喜欢这一版的。            
(5星)	 超喜欢            
(5星)	 苏有朋长生不老？？            
(3星)	 还是原来的好看点            
(3星)	 忠实于原著。演员选得不错。            
(3星)	 第一次看很好，后来被电视台N次重播糟蹋了            
(NA)	 很爱            
(3星)	 哈哈 赵敏有爱            
(4星)	 喜欢贾静雯~不喜欢赵敏~            
(5星)	 jing dian~            
(5星)	 周芷若好漂亮。            
(3星)	 那时候觉得贾静雯好看。。现在一看觉得她脸真大。。苏有朋越来越2了            
(3星)	 两女主不错            
(4星)	 其实人物都很美型。就是贾静雯太乖乖女，演赵敏那种让人又爱又恨的感觉出不来啊            
(5星)	 赵敏！！！！            
(NA)	 美人真多啊            
(5星)	 最爱金庸这部~            
(4星)	 芷若妹妹~哎~            
(4星)	 蛮喜欢这一版的~            
(5星)	 我最喜歡的版本！！&gt; &lt; 賈靜雯演的趙敏最有味道了~ &gt; &lt; 敏敏特穆爾威武！            
(5星)	 喜欢贾静雯            
(4星)	 怎么说 这部我觉得还行            
(1星)	 贾版敏敏艳丽有余，贵气不足            
(3星)	 喜欢贾静雯~            
(3星)	 这个版本，真是浪费了众多美女。最喜欢的金庸的一部书，但是没有一部完全和我心意。            
(3星)	 当时觉得贾静雯漂亮，不过没黎姿女扮男装好看啊            
(5星)	 觉得是看过的版本中最好的一个，还看过马景涛和吴启华的。            
(4星)	 看苏有朋那大鼻孔、五短身材不顺眼            
(5星)	 贾静雯很美，特别喜欢这个版本啊            
(4星)	 嗯，不错            
(NA)	 诠释张无忌还比较好、值得看看            
(3星)	 比起港台那部差远了。。。            
(4星)	 当时吾怎么天天追着看= =||            
(4星)	 最爱的一个版本。。            
(4星)	 果然倚天屠龙记还得看这个╮(╯▽╰)╭            
(NA)	 没看过这个青少年时期就不完整了            
(4星)	 我也最爱这一版！            
(4星)	 比较喜欢贾静雯            
(4星)	 我记得初中高中的时候，中午经常看，当时觉得，苏有朋挺符合张无忌的感觉。。嘿嘿。觉得出彩的是演小昭。杨不悔。等配角女星。还有，演殷素素的那个演员也让我觉得，长得真好看。            
(4星)	 这一版看得最顺眼了= =            
(4星)	 由于种种原因，没有看过马景涛版，这部也不错，贾静雯有点意思            
(4星)	 最爱这里的贾静雯            
(5星)	 我爱贾静雯            
(4星)	 ...全是美人~            
(4星)	 苏有朋演这种优柔寡断的性格得心应手            
(4星)	 也还不错~            
(5星)	 我爱这版赵敏。            
(4星)	 超喜欢赵敏！            
(3星)	 不喜欢这版的赵敏，一点蒙古女子的感觉都没有。圆圆的演技此时还基本上米有，长得很清秀。苏的武术基本上不是弓步就是弓步，所以还蛮悲剧的。@Home            
(2星)	 不够经典……            
(4星)	 我喜欢。            
(4星)	 张叔叔的杨逍还真让我汗颜过。            
(5星)	 最喜欢的一部倚天！！！！！！！！            
(4星)	 美女如云            
(4星)	 V3的最爱……            
(3星)	 当某人抛弃芷若选了赵敏的时候，我他娘的咬牙切齿了。            
(5星)	 超爱、超喜欢的一版无忌哥哥。            
(4星)	 当然要看苏有朋版的            
(3星)	 个人觉得这版张无忌演的很好            
(3星)	 我要怎能忘记曾阿牛的深蓝色白点袜子配草鞋啊..            
(2星)	 其实这片子应该能值到4星的，但是张铁林一个人就要扣掉2星。            
(4星)	 美女如云~~不过男的就很一般了……            
(3星)	 好讨厌贾静雯 - -            
(4星)	 华丽丽            
(3星)	 纯青春偶像剧,赵敏太小女生,周芷若演技太差.美女倒是成群结队.            
(NA)	 毁了            
(5星)	 这个要赞的！            
(3星)	 几个女主演选的挺好的，苏有朋在表演感情戏的时候很做作，有点《还珠》里尔康的味道，过了            
(3星)	 苏有朋惟一好看的古装。            
(4星)	 这部确实比从前的好            
(3星)	 最后看的几部吧             
(4星)	 贾静雯美啊 ...             
(4星)	 多少童年的回忆啊            
(5星)	 赵敏            
(4星)	 贾静雯，一眼就喜欢上了这个版本的赵敏            
(5星)	 评分怎么会这么低，贾静雯的敏敏很出众好吧，这版的剧情也不错，女子就应该像敏敏特穆尔一样            
(4星)	 张纪中武侠系列中唯一让我喜欢的~            
(4星)	 喜欢这个版本,高圆圆很有当年周海媚的气势,贾静雯演的也很好.            
(4星)	 不错不错            
(4星)	 喜欢赵敏这个角色            
(4星)	 给高圆圆            
(5星)	 金庸笔下多女儿，今生最爱是赵敏。            
(3星)	 还是苏有朋版的不错            
(4星)	 喜欢苏版。。            
(5星)	 里面美女超多，我喜欢，哈哈            
(4星)	 冲着贾静雯去的！            
(3星)	 改的太多了 把书里暗表的内容都狗血的解释了            
(4星)	 当年迷过这部，还不错            
(3星)	 贾静雯演的就是我心中的赵敏            
(5星)	 最喜欢赵敏了            
(4星)	 回忆吧……            
(3星)	 贾静雯不够美艳啊！！而且，哪里FH了！！简直就是一只小白兔            
(4星)	 亮点：贾静雯很美。败笔：杨逍太恶心。还是喜欢TVB的，就因为黎姿。            
(4星)	 相当心水贾静雯的赵敏，足矣。虽然其他无感，特别是杨逍，太恶心了            
(4星)	 三个主角选得不错。            
(NA)	 我看的第一部阿，小学时很迷的！很喜欢周芷若阿。             
(4星)	 一开始没觉得多好，但是看过了邓超版本的《倚天屠龙记》，顿时觉得这个版本拍的不错            
(4星)	 反正我觉得这版还不错            
(5星)	 这是我最喜欢的一个版本造型  演员  音乐都很喜欢尤其喜欢贾静雯演的赵敏            
(5星)	 最好看的倚天屠龙记！            
(3星)	 苏有朋在里面好cuo……            
(NA)	 初识贾静雯.             
(NA)	 让他一生为你画眉。            
(3星)	 扫了N眼            
(4星)	 拍得最好的版本！            
(NA)	 这么多版本还是这部最赞。然后看了书。            
(3星)	 铁三角你们来干嘛？回家纪晓岚去！            
(4星)	 算拍的比较好的一部倚天了吧            
(5星)	 大赞此版，大赞贾静雯，大赞铁三角            
(4星)	 苏有朋扣一星，其他都很好~            
(2星)	 嗯，“玄冥二老”这名字令人印象深刻啊        圆圆姐演得挺好            
(NA)	 4.5            
(5星)	 喜欢贾静雯，不过更喜欢周芷若愁眉苦脸的样子，好无辜吖~~~            
(2星)	 穿帮镜头超多 制作粗糙            
(NA)	 一般。。。但看了新版后还是觉得这版好            
(5星)	 各种经典啊！            
(5星)	 大爱贾静雯= =            
(3星)	 其实这部翻拍的还是可以的。            
(4星)	 和马锦涛叶童版比，我还是感情用事，让第一印象说话啦            
(5星)	 看完电视，感觉心里空落落的，像是失去了什么。            
(3星)	 这片播出时 那会班里一男生 见人就说我觉得周芷若超美            
(4星)	 受张纪中的刺激，便觉得这一版本太好了......            
(2星)	 更讨厌苏有朋了，可惜了贾静雯和高圆圆            
(4星)	 这部还行~高圆圆美~            
(4星)	 不知道为什么，还是比较喜欢苏有朋            
(5星)	  贾静雯 贾静雯 贾静雯 贾静雯 贾静雯 贾静雯 贾静雯 贾静雯 贾静雯 贾静雯            
(5星)	 不知道看了几遍……            
(4星)	 后来还是觉得 贾静雯比高圆圆好看            
(3星)	 美女的质量与比例笑傲其他各版，但是，皇阿玛，你为毛毁我的杨逍            
(4星)	 最好看的一般美女啊            
(2星)	 武术动作太差，剧情跟演员表演也不行            
(3星)	 有几个美女可看苏有朋还行            
(5星)	 言情部分台长，但是总的来说人物还不错            
(4星)	 我喜欢贾静雯姐姐            
(4星)	 爱上张无忌。            
(5星)	 所有版本中最经典的            
(5星)	 挺好的内地武侠片            
(3星)	 贾静雯你最勾人。。            
(4星)	 这是我最喜欢的一部倚天。            
(5星)	 我看过最好的倚天。贾静雯演赵敏的扮相很美。            
(NA)	 爱上张无忌~让他一生为你画眉~            
(NA)	 最爱一版，大胡子版毁了芷若啊~~~            
(4星)	 这部倚天屠龙在我们心中的印象是最深的。那时上高中，还傻傻的的觉得周芷若很可怜，很喜欢周芷若，对赵敏这么死缠烂打很是不解。可是，生活中的赵敏能有几个，大家的都是周芷若，拿不起放不下。最后最可悲的是自己。            
(5星)	 既得宋青书 何求张无忌            
(4星)	 这是一部很低调的作品，好多美女，最重要的是都不是花瓶.....不做作...            
(NA)	 皇阿玛好销魂            
(4星)	 贾静雯··我大爱的女子···            
(NA)	 贾静雯！            
(3星)	 和宿舍一群寂寞男一起追完。还行            
(4星)	 多美好的美女们。            
(5星)	 周芷若赵敏贼漂亮啊，我都不知道选哪个了。。。            
(4星)	 张无忌和赵敏很传神            
(NA)	 我爸每次看到电视有放 他就霸占着频道不放            
(4星)	 很喜欢这个故事这个版本已经不错了 尤其张纪中版本一出            
(4星)	 最喜欢这个版本            
(4星)	 少有的每集都看过的电视剧 喜欢贾静雯演的赵敏！            
(4星)	 只看过这一版。只喜欢这一版。片尾曲不错。            
(4星)	 女演员们真是养眼啊            
(4星)	 贾静雯我很喜欢。喜欢这样的赵敏            
(3星)	 张无忌的标准动作太二了。。。            
(5星)	 看了张纪中版，我才知道此版有多令人怀念~恨不得给10星！            
(5星)	 这个是我看的第一部倚天，以前的版本没看过，但已经觉得这个拍的很好了，每位演员的挑选都很合适            
(3星)	 我最待见的一版倚天屠龙记。。特别是当我近期发现了张超的版本时越发怀念当年的你了            
(4星)	 最美的赵敏和最美的周芷若。。大爱贾静雯！            
(4星)	 喜欢的            
(4星)	 我是看美女们的            
(3星)	 第一次认识贾静雯啊.那时觉得挺美丽的.            
(3星)	 高圆圆演的还行。            
(5星)	 看完了。一下子空虚了。            
(4星)	 我觉得女的都演挺好滴丫～是不是…贾静雯～是不是…蛛儿（读文字的时候就兮罕这角儿）～            
(4星)	 漂亮的两大女主角 张纪中那版的周芷若让我有死的冲动            
(5星)	 敏敏啊            
(5星)	 这版好看啊！            
(5星)	 还是最喜欢这个版本的，赵敏太有灵气了            
(3星)	 有现在的对比这版就很好看了好不好。。。            
(3星)	 我觉得人物都还算讨喜 比较喜欢的版本            
(5星)	 我是看这部倚天大的，心目中的张无忌只有苏有朋，心目中的赵敏只有贾静雯，心目中的周芷若只有高圆圆！            
(5星)	 还是这个版本的最好看哈美女最多了。            
(5星)	 内地目前拍得最靠谱的金庸剧。            
(4星)	 挺喜欢这一版            
(4星)	 算是两岸三地合作效果比较协调的一部戏了            
(3星)	 不咋地。。            
(4星)	 演得还算专业，还不错            
(5星)	 比起邓超这一版。。。这版真的值这五颗星了。。。            
(4星)	 这个版本的倚天屠龙记倒是我心目中的最爱            
(4星)	 我觉得还不错。贾静雯演的赵敏很可爱刁蛮，而且漂亮啊            
(4星)	 贾静雯很pp，高圆圆很像周芷若            
(3星)	 三位主演的表现还让人满意，尤其是贾静雯。不过皇阿玛出来演杨逍老让我觉得别扭。            
(4星)	 只是因为我看到了新倚天，不得不说这部拍的还是很有诚意的，美女也都很美啊。            
(4星)	 这部演员都很棒啊            
(4星)	 美女真多            
(3星)	 好歹扮相还能让人接受啊            
(4星)	 喜欢贾静雯            
(4星)	 喜欢贾静雯的赵敏            
(2星)	 不待见            
(3星)	 帅锅美女            
(5星)	 最爱的周芷若            
(4星)	 冲着美女给个四星            
(4星)	 这版是三个主角最养颜的，很偶像。            
(4星)	 最喜欢这个版本。            
(4星)	 其实这个电视剧有很多的版本，个人比较喜欢的是吴启华黎姿的那版，与苏有朋贾静雯的那版，关键不在于演的如何，只要是演出自己的味道就可以了            
(4星)	 那时候，好喜欢苏有朋的张无忌，还有这个赵敏。只是贾静雯现在……唉            
(4星)	 最喜欢这版            
(4星)	 冲赵敏            
(5星)	 最让人怜惜的芷若            
(NA)	 红成那样，想不看都不行的...            
(5星)	 真不应该在要考翻译的早上看啊。            
(NA)	 高三之前的每年寒暑假。我所有的时间。无论如何不能逃过不能回避的一本电视剧。            
(4星)	 大爱贾静雯            
(4星)	 有高圆圆！和贾静雯的造型像的不~咯咯吱~连个都是我中意的大美女吖！            
(5星)	 这部是真的好，各方面都好            
(5星)	 最喜欢的一个版~            
(3星)	 这个我还挺喜欢。贾静雯真漂亮～            
(2星)	 拍的太差！！            
(5星)	 对比了09版更加的发现 这个版本是如此的经典从主到次 女主角的美色也选的恰到好处大爱啊。            
(4星)	 其实觉得唯一的遗憾就是张无忌不怎么够高。            
(4星)	 围观贾静雯的赵敏。            
(NA)	 也很美好            
(3星)	 电视台放了无数遍，一次又一次，虽然有看完，可俺还是一次又一次断断续续的看着            
(4星)	 人物很美型，片尾很好听，看的最完整的一版            
(NA)	 感觉是我心目中最接近原著的倚天屠龙记，苏有朋演的张无忌很不错，但还是比较喜欢孙兴演的杨潇，皇阿玛去演看上去很奇怪了            
(4星)	 還在善良期的周芷若清純柔美的……愛…哈哈……也喜歡賈靜雯版的趙敏…不過更喜歡黎姿版…            
(4星)	 喜欢上了贾静雯            
(3星)	 高圆圆真好看。            
(3星)	 张铁林每次出来我都想笑            
(5星)	 当年可是看了好多遍            
(4星)	 苏有朋和贾静雯演得还是很好的~            
(3星)	 也就是看下帅哥美女            
(3星)	 张无忌，纳命来！            
(3星)	 没香港版的那个好看            
(3星)	 我还是比较喜欢黎姿演的赵敏            
(3星)	 有美女PS. 杨逍=吐   和旧版差太远了！！ 那才真的是误终身啊~~            
(3星)	 姑娘们都蛮漂亮            
(4星)	 算不错的。            
(3星)	 最后看的几部吧            
(3星)	 狂爱贾静雯版赵敏            
(4星)	 就为我mama也要四星。            
(5星)	 五星给赵敏的~我爱这个女子~            
(4星)	 看得我浑身充满了侠义~~            
(4星)	 我老爸的最后一部最爱了~~他尤其喜欢围攻明教，张无忌挺身而出那一段。。。可以看很多遍。。。其实觉得改编得挺不错的~ 美女很养眼~~ 呵呵~            
(5星)	 贾静雯版赵敏和黎姿版的赵敏真是不分轩轾啊！            
(4星)	 苏有朋呀 贾静雯            
(4星)	 各种美女            
(4星)	 觉得重拍的版本里面算是比较不错的了~            
(5星)	 没看过其它版本，没看过原著。气质高圆圆，可爱贾静雯，美丽郭妃丽，幸运苏有朋。            
(5星)	 里面好多美女，呵呵，超级喜欢贾静雯。嘿嘿，苏有朋好suo。            
(4星)	 当年很是喜欢看。为此3个礼拜天大门不出二门不迈的就为守着这部电视剧。。一直很喜欢贾静雯所饰演的赵敏。            
(4星)	 喜欢贾静雯，也喜欢苏有朋            
(5星)	 算是武侠电视剧中唯一痴迷的.            
(4星)	 贾静雯演出了我心中的赵敏            
(4星)	 很喜欢贾静雯的赵敏，算是张纪中翻拍金庸作品中比较好看的一个~~            
(3星)	 俊男美女很多的            
(5星)	 帅哥美女大云集~            
(4星)	 喜欢            
(4星)	 最经典的倚天。比书中的好。贾静雯很可爱。            
(4星)	 是近几年出品的上乘倚天。高圆圆真是做作得要死，只是眉宇间周海媚的影子，让人可以稍稍淡忘她的戏拙。其实全靠贾静雯的赵敏在那拿分的。大陆的铁三角也来凑热闹，真是很不合适啊。节奏还不错。若不是小昭的左右逢源，也凸显不出赵敏其实是那么率真，有几个心眼全放在脸上的。            
(4星)	 虽然和原著大相径庭，但是有些剧情改得还是挺符合现代偶像剧的，圆圆演技平平，但是依然大爱            
(5星)	 有朋演的电视里面,除了老房有喜以外,最喜欢的了!            
(5星)	 高二, 第一次出去打夜市那晚看的就是这部剧. 对赵敏的喜爱促使我在高二的语文课上陆续读完金庸. 有那么一段时间, 高二晚上熄灯后避过老师的巡查就开始说话, 几个人聊的都是贾静雯. 现在想来那是如此多二且如此多美好的时光.            
(5星)	 感觉这版的倚天最好            
(5星)	 百看不厌，尤其是这个版本的赵敏，特别有印象。            
(5星)	 超级喜欢贾静雯演的赵敏。金庸的武侠小说里，我最喜欢这部。            
(2星)	 不喜欢贾静雯的赵敏，不知道为什么那么多人说好。也不喜欢一个娘受演的无忌哥哥。            
(5星)	 挺喜欢赵敏的            
(4星)	 贾静雯 高圆圆            
(3星)	 分打给高圆圆，不然我会直接拉到一星            
(4星)	 高圆圆眉目间有些周海媚的影子            
(4星)	 我觉得还不错，翻来覆去看了大概七八遍，当然那是小学的事情了            
(3星)	 断断续续看过不少            
(5星)	 这是我最爱的一版倚天 贾静雯太出色了            
(5星)	 四个女人我都喜欢[喂]            
(3星)	 我是来看美女的。。over。            
(4星)	 感觉这个版本的还是很顺眼的，新版的不行啊            
(3星)	 杨逍就这么给毁了..减一颗..            
(1星)	 1星——衬托了tvb版的好——有功            
(4星)	 主题曲很好听，苏有朋演得还行，最喜欢芷若妹妹！            
(2星)	 看这片只为看美女            
(4星)	 在周芷若和赵敏中摇摆            
(5星)	 和其它版本相比,            
(4星)	 敏敏特穆尔            
(5星)	 武侠片里看过最经典的，完美的贾静雯演绎了一个完美的赵敏，当然还有苏有朋，高圆圆，张国立，王刚...剧情和演员都堪称经典！            
(3星)	 我看过的第三个版本的倚天屠龙记，喜欢贾静雯演的赵敏，不过剧情刻画一般            
(NA)	 最经典            
(5星)	 最接近原著的一版，角色最合适的一版，除了张国立和张铁林两人……            
(3星)	 两个女主长相终于可以媲美一下了= =            
(NA)	 在大学，和棍子一起看完的电视剧            
(4星)	 因此爱上了高圆圆            
(3星)	 金庸小说里面最不喜欢的男主角            
(1星)	 必須給一分            
(4星)	 翻拍里面。觉得这部是唯一算是超过TVB的...JJW使我们院子里男生当时的性幻想对象            
(4星)	 清新亮丽的倚天屠龙记，不错            
(3星)	 剧情其实很省略 原著都改没了            
(4星)	 苏有朋演的很好！            
(3星)	 美女不少            
(4星)	 喜欢贾静雯演的赵敏            
(3星)	 高圆圆好看~            
(4星)	 最喜欢的一版赵敏            
(4星)	 始终觉得不及港版两版            
(1星)	 记得有次去吃饭，那个姐姐跟我讲这个版本很好看，我内心无比鄙视，只觉得TVB黎姿饰演的角色无人能超越            
(4星)	 这部只能说：可以看。但是跟原著相比，差距还是比较大的。            
(4星)	 超爱贾静雯            
(4星)	 有朋好帅 贾静雯好漂亮            
(5星)	 高一高二的记忆。很喜欢这版。            
(4星)	 tv            
(NA)	 这是我最爱的金庸剧。却怎么也忘不了黎姿演绎的赵敏。            
(4星)	 美女如云的版本            
(3星)	 苏有朋的气质挺符合张无忌人物性格的就是编剧导演太差，主线不突出，太多旁支末节，人物内心独白也太多了            
(2星)	 苏有朋从来没这么丑过            
(5星)	 演员选得好！            
(4星)	 喜欢此版            
(3星)	 苏有朋的凉皮鞋，贾静雯很美~~            
(3星)	 明显没黎姿版的好看。。            
(4星)	 苏有朋演张无忌这个特别的金庸角色最合适···            
(NA)	 赵敏~~            
(4星)	 还是最喜欢这一版的，个个都是美女            
(5星)	 周芷若演的太好了            
(4星)	 众多版本中最喜欢这个 美女的诱惑力。。。 贾静雯。。。 高圆圆。。。            
(4星)	 这版女人都很漂亮            
(4星)	 欣赏赵敏这样的女子，三分剑气七分柔情            
(4星)	 贾静雯❤            
(4星)	 记得初一那个夏天我们一起看，天天讨论。赵敏的确可爱，但是也蛮喜欢没变坏前的芷若以及善良的小昭。还记得阿丛说方便面是小昭第一个发明的？            
(5星)	 狗血！5星給賈靜雯！            
(4星)	 其实电视剧真的没必要以是否遵循原著评价。相比张纪中的版本，这个真的很不错了            
(5星)	 经典版的倚天。一直喜欢很多年。张纪中版的有人看吗？？呵呵            
(5星)	 最好版本的倚天！            
(5星)	 好喜欢贾静雯            
(NA)	 很喜欢的一个版本 个人有朋情节            
(2星)	 不喜欢这个版本，看了没味道，不想看。            
(4星)	 有史以来最好的倚天屠龙记。            
(4星)	 贾静雯的赵敏比安以轩好看，经典！！！！            
(3星)	 我爱高圆圆美女            
(4星)	 我最爱高圆圆的周芷若......            
(2星)	 我还是喜欢马景涛版本和吴启华版本的            
(3星)	 一般            
(5星)	 有美女，别的一般            
(2星)	 故事还不错，不过，就是不喜欢苏有朋扮演的张无忌```            
(1星)	 本来是一部很不错的版本，可是一个法国旗来回来去在我面前飘来飘去，其结果就是4颗星变成没有星            
(5星)	 每次江苏卫视放都会看。从头看从中间看直接看结尾所有方式看过N遍。            
(3星)	 主要是为了看贾静雯            
(5星)	 美女们相当养眼            
(4星)	 啦啦啦，美女            
(NA)	 演员都不错，只是杨逍没有孙兴的杨逍那么帅。。。            
(1星)	 真是···糟蹋好东西···            
(5星)	 喜欢~            
(4星)	 基本符合原著的，除了几个角色演员选的有些失败，因此扣一星            
(4星)	 美女多啊            
(3星)	 张无忌看得我窝火，赵敏没有演出风味            
(3星)	 美女是看点，苏有朋应该是最不帅的张无忌了吧            
(5星)	 最灵性的赵敏            
(3星)	 我喜欢贾静雯            
(4星)	 像赵敏一样恋爱吧！喜欢贾静雯版～～            
(5星)	 乱花渐欲迷人眼。            
(3星)	 贾静雯输给了高圆圆            
(4星)	 贾静雯的赵敏真好看 真呀真好看            
(4星)	 我看的第一部阿，小学时很迷的！很喜欢周芷若阿。            
(3星)	 3.5星。            
(4星)	 喜欢贾静雯版的赵敏            
(4星)	 年轻元素，拍得也挺好的……            
(1星)	 最最最不喜欢的一版            
(4星)	 因为看过这部剧之后就觉得金庸的所有女主角中 赵敏最让我欢喜。不知道为什么喜欢。贾静雯真是漂亮。但喜欢赵敏又是另外一回事。            
(4星)	 鲜少の内地成功金庸剧....            
(5星)	 喜欢 看了好多遍 全是美女 尤其贾静雯演的赵敏 极有原著神韵            
(3星)	 这算不算雷片？？？？我就觉得苏有朋在这里的扮相就很雷，还好有贾静雯和高圆圆两个清新的美女撑着~            
(NA)	 [2004]　            
(3星)	 都是美女            
(4星)	 非常讨厌张无忌。            
(3星)	 杨逍，，无语了            
(1星)	 。苏版的我一看是张铁林演的，就不想看了            
(4星)	 小时候看完这一版，经常梦到苏有朋哈哈。            
(3星)	 这一版怎么说也还算是合心意的一版，选角和造型都不错，比后来的啥啥好看多了            
(3星)	 这个版本殷素素很赞，妖女感觉强烈啊            
(5星)	 贾静雯            
(4星)	 看的是美女..            
(3星)	 还算不错，但没有超越。高圆圆就是按着周海媚的版本来的，贾静雯很漂亮            
(NA)	 又被张纪中毁掉的一部戏            
(3星)	 金庸的小说我很喜欢，但最喜欢倚天屠龙，可能是张无忌学武太厉害了吧，哈哈！从光明顶密道学成乾坤大挪移出来的那刻，最爽了！            
(3星)	 在几部中，最好的吧？！            
(4星)	 不错的版本            
(5星)	 喜欢听，两两相望            
(NA)	 两个女主都喜欢。            
(5星)	 除了贾静雯，其他的赵敏总觉得做作            
(3星)	 贾静雯也很靓诶。。。            
(4星)	 喜欢赵敏            
(NA)	 00            
(3星)	 是不是每个男人都最爱赵敏？            
(5星)	 “焚我残躯，熊熊圣火,生亦何欢，死亦何苦？为善除恶,唯光明故，喜乐悲愁，皆归尘土。怜我世人，忧患实多!怜我世人，忧患实多！”            
(5星)	 也从头到尾看了1、2遍            
(3星)	 高圆圆！            
(4星)	 赵敏呃 大爱妖女            
(3星)	 还算经典。            
(4星)	 喜欢贾静雯            
(4星)	 其实是我喜欢贾静雯呢            
(5星)	 这是我看过美女最多的一部电视剧=v=            
(NA)	 周芷若为什么一练九阴白骨爪就……            
(4星)	 O贾静雯O            
(4星)	 与其说看金庸，不如说看美女            
(5星)	 最爱贾静雯版的赵敏!!!            
(3星)	 配角都是大牌。            
(3星)	 所有人都感叹于贾静雯的清纯美丽，我还是最喜欢张无忌大战光明顶那一段            
(4星)	 好男人太少见 所以才这么抢手            
(5星)	 金庸小说中技术最好的一部，这个电视剧拍得也不错。            
(4星)	 其实这部我也很喜欢，忠实原著赵敏拍都不会难看。贾静雯的赵敏也很赞，还是这是我看到过最好的小昭。决战光明顶一役百看不厌。            
(4星)	 雯雯雯雯~            
(5星)	 太爱看了，除了红楼梦，看得最多次的一部。也是无论从哪个片断都可以开始看的。自已都搞不清为什么这么喜欢。            
(5星)	 有贾静雯就是好看的！            
(4星)	 小昭小昭原来喜欢的是你            
(4星)	 结局改成了败笔            
(5星)	 只是看贾静雯而以            
(4星)	 这部剧的跨度好久，我记得高二晚自习下课的时候就跑到小卖部，边吃面边看，这都多久了电视上还是常放。好吧其实我很想演张无忌，苏有朋演得那叫什么啊。            
(3星)	 最后跟了赵敏真是人心所向啊~            
(4星)	 美人儿不少。            
(4星)	 贾静雯演的赵敏着实迷着我了。            
(5星)	 大爱敏敏……            
(5星)	 喜欢这部的各个演员            
(4星)	 这个看了几遍也还是可以再看的片子，喜欢            
(3星)	 苏有朋有点傻..            
(3星)	 !            
(4星)	 看了这部剧，爱上了贾静雯。只因为她演的赵敏是清丽的，不坏，为了自己爱的人愿意付出所有。            
(3星)	 张无忌也太多情了，要不得            
(4星)	 花了好几个周末看完的，喜欢片头曲，喜欢贾静雯的赵敏，却还是会为芷若叹息            
(5星)	 最喜欢这个版本的。。            
(4星)	 美女多            
(4星)	 看了很多遍 不知道为什么            
(5星)	 我最喜欢这个版本，喜欢贾静雯演的赵敏。            
(4星)	 因为贾静雯看的            
(3星)	 贾静雯还是美…            
(3星)	 爱死高圆圆            
(4星)	 葫芦娃？            
(2星)	 受不了阿牛哥那个傻呀。            
(2星)	 看得我和我妹睡着n次~也算不易~只能说~我心中的敏敏~真不是这样·~无论有多少人说贾静雯敏敏怎样经典~not my cup of tea~当然我也很喜欢贾静雯~            
(3星)	 一般吧，演员都不错，但没有原著的感觉            
(4星)	 看了至少三遍了            
(3星)	 一般般啦            
(3星)	 这版还行了……现在真是越来越离谱            
(4星)	 这里面的殷素素好好看。。。            
(3星)	 喜欢赵敏的个性~~尤其喜欢贾静雯演的~不喜欢张无忌~~感觉很懦弱的~花心~            
(4星)	 我很爱这戏！虽然张铁林雷死我可是三个主角我都爱&gt;&lt;！！！            
(5星)	 最爱里面的赵敏——贾静雯            
(4星)	 很多遍“再滅武當”，太喜歡張三豐的太極劍！！            
(4星)	 最初的盯着美女看电视吧            
(4星)	 花瓶美芷若美            
(4星)	 内地的比较亲切~背景比香港拍的好~            
