http://movie.douban.com/subject/3619100/	IRIS 아이리스
(2星)	 为啥一渲染感情就拖沓得要死...不停回放回放...唉，就当我不懂欣赏吧。            
(3星)	 只是想尝试下韩国电视剧而已 结果是那么大失所望- - 剧情太老套了 碟战又不精彩 想模仿老美的动作片画虎不成反类犬  女主角实在太丑 唯一的亮点是金mm            
(3星)	 情节太拖沓了……            
(4星)	 我喜欢那短发喜欢那短发！！！！！            
(5星)	 演技、情节、逻辑、场景、画面，无一不能称作是精良制作，韩国的演艺水平的确已经上升到一种高度，摆脱了俗套的卿卿我我、哭哭啼啼的悲情剧情，转而讲求紧凑、精炼的情节~这些值得中国演艺界反思，编剧市场在中国的狭小，而造成了很少有优质的剧本可供艺术家们去发挥，转而国产剧市场充斥偶像派~            
(4星)	 李大叔还是蛮帅的，金泰熙很漂亮            
(NA)	 巨好看的一部剧！            
(3星)	 虽然有漏洞有烂尾，但好歹也看完了。爱上了金素妍            
(4星)	 幸亏爱情够坚强,否则太虐了.            
(4星)	 虚构圣手！太能虚构了！金委员长您被指名道姓地虚构了！            
(4星)	 总是韩剧的美形啊。            
(4星)	 挺有感觉的韩剧，其实也没什么可以说的，虽然不合理的地方很多，但是连续剧嘛，也用不着非得合理。结局。。。有点诡异。不过复合这种韩剧的基调            
(5星)	 阴谋，爱情，间谍，南北统一，金泰熙            
(4星)	 剧情扣人心弦，结局却很突兀，主角突然就死掉了，给点铺垫行不？            
(3星)	 太太太一般了。。。。            
(4星)	 难以接受这样的结局。            
(NA)	 电视剧超赞的呀            
(4星)	 最后真的蛮心疼的            
(3星)	 我决定只看2集  太 YY了  各种误导。。            
(4星)	 明明是瞄了两眼来着，居然陪着舍友看完了............而且看后还觉得还不错- -？            
(NA)	 自己看的唯一一部韩剧，拍的挺好的。            
(2星)	 只要看金崔的感情戏就恶心 偏偏戏份又多又长 金素妍惊艳了 T.O.P居然莫名其妙的被李秉宪解决了 凭什么哇太无语了            
(5星)	 你好像从来没叫我的名字-------我的泪点。。。。善华啊。。。            
(4星)	 结尾确实恶心 整体不错 韩剧经常这样 我习惯了            
(5星)	 比痞子英雄都好看            
(5星)	 紧张刺激~我中意。            
(5星)	 近年来，最精彩的韩剧~            
(5星)	   商业和艺术的完美结合体            
(4星)	 虽然烂尾，仍旧很难得。            
(5星)	  超好看。。。最后奔泪了。。。            
(4星)	 金泰熙~~            
(4星)	 标准的韩版 痞子英雄么~            
(4星)	 还不错            
(5星)	 啊啊啊，我的李秉宪啊，还是那么帅啊！！！去你奶奶个北韩，南韩，打死算了。。。            
(4星)	 五一的时候看了一点，寒假的时候再补吧。据说李秉宪最后死了。╮(╯▽╰)╭看过的朋友推荐我过。是个不错的选择。            
(3星)	 看了两集，剧情还是不太紧凑，如果没有对某位演员的关注，很难不拖着看下去。再加上金泰熙实在是。。。她脸上的表情，除了笑就是不笑，从她的脸上看不出一点表现力，唉唉，还没看到素研mm就坚持不下去了            
(5星)	 很喜欢这部韩剧~            
(4星)	 为了善华，我打四颗星            
(4星)	 这结局也太不给力了。。            
(5星)	 大爱李秉宪大爱top            
(4星)	 主要是李秉宪太帅了,看到结局的时候本来是很悲剧的,但是因为有你在,没有觉得特别悲伤            
(4星)	 场面对于韩国来说难得的大· 金素妍 不错            
(5星)	 GREAT。            
(1星)	 棒子的模仿能力简直了……只不过不是什么都可以用感情解决的            
(5星)	 各种爱。。            
(5星)	 讨厌IRIS电影版 第二部~~~~~            
(3星)	 主角无敌de剧情实在太狗血，神马杀手、陷阱、黑涩会，都素浮云。影射六方会谈的调调有意思，OST还行，严重模仿谍影。第二季是不会再跟了，思密达。            
(3星)	 没能坚持看下去。。。            
(NA)	 IRIS出续啦，不过主角都换啦，不给力            
(4星)	 情报工作            
(3星)	 美女美男美景            
(4星)	 最后的任务            
(5星)	 集韩国当红明星，好看！            
(NA)	 obscure ambiguity...            
(5星)	 主角是帅哥美女没得说，李秉宪的演技真的好好，眼泪都是像豆子一样大颗大颗的往下落，一点都不比女演员差，金泰熙演技进不了！里面的画面无论是枪战、逃生还是Ending的时候的画面都好美，但是Ending部分金泰熙的画面会让人似曾相识，因为您会觉得她去拍步步高音乐手机也不！可惜结局是伤心            
(3星)	 虽然对结局灰常无语，但是，李秉宪的演技和金泰熙的美貌就足够支撑我看下去了。            
(4星)	 每次想到被最好的朋友背叛，我的心就好痛，因為在我的字典里，朋友不應該有背叛。朋友比戀人更值得信賴，被他們背叛，那會是多么的痛？結局太。。。。了，降星。            
(4星)	 看此片要有分析判断能力，故事情节精彩，人物关系错综复杂。层层谜团勾住人心。结局不是我想要的。刚才又看了电影版，没有突破，谜团没解开不说，又留下了新的悬疑。            
(3星)	 演技还不错，剧情还可以，剧本很垃圾。。            
(3星)	 韩版24小时            
(4星)	 不喜欢结局，不喜欢女猪脚。虽然剧情有些狗血，但还是比较吸引人，捏一把汗啊。            
(4星)	 准备再看一遍！            
(5星)	 今早又看了电影版，最后明朗了很多电视版模糊的概念，韩国人很大胆，爱情很感人，画面很唯美，情节曲折回荡，好看！不过，有一点，就是大部分时间俊贤是打不死的小强，最后死的时候又是这么轻易，让人唏嘘不已！            
(5星)	 我为各种男配们。。            
(3星)	 前面特好看，但后面就不怎么吸引我了            
(5星)	 金泰熙大美妞啊 秉宪哥演技不俗。            
(3星)	 因为名字看的             
(3星)	 整个剧情生硬的很，结局更是狗屁不通，唯有演员和风景养眼            
(4星)	 唉，要是能在一起多好~！            
(3星)	 悲凉的感觉有点没看懂            
(3星)	 所谓的韩国首部谍战电视剧，虽然依旧狗血，倒也算和其它韩剧有所区别了。金泰熙基本上木头美人一个，当然咱不能对美女要求太高。倒是金素妍，依旧冷艳地特别是那么回事儿。李秉宪这张农民脸，怎么看也还是那么不好看！！！倒是金南珠的老公，时隔情定大饭店这多年后我终于发现了这位大叔的魅力。。。            
(3星)	 头两集金素妍童鞋跑来~~跑去~~时不时biubiu几下，好辛苦啊，可惜啥事情都没干成。头一反应就是“绣花枕头一包草”。还有恐怖分子啊杀手神马的，出场是不是该低调点，真正出去干杀人灭口勾搭的能把头发擦那么亮么。            
(NA)	 棒子们对于自己的事业是很用功很用功的。            
(NA)	 韩剧到最后总是要死主角 看完会觉得很不高兴  还是美剧欢乐             
(5星)	 听说有电影版的，而且善华杀了贤俊！……不解            
(5星)	 好久没看这么给力的动作片了。紧张的节奏里透着淡淡的忧伤，果然是韩国思密达区别于好莱坞大片的风格。喜欢里面的男猪脚超帅超man的，眼神坚毅中带着丝丝忧郁。金泰熙也依旧美丽动人。本以为终于受得云开见明月，结果还是悲剧一场。。。害我悲痛欲绝。不喜欢不完满的结局。            
(4星)	 金泰熙很漂亮 李秉憲很男人 金素妍很冷豔            
(5星)	 秉宪哥的，。改日看电视！！            
(NA)	 脑残剧情，只为看金泰熙~            
(4星)	   一直以来我认为男孩子流泪是懦弱的象征，但我彻底觉得我大错特错。当看见贤俊因为他最好的朋友拿枪指着他，他留下的眼泪，那一刻我的新都软， 至今才明白刘德华的《男儿哭吧不是罪》写的多么让人透彻心扉。那是性情的泪，有骨柔气的真男人。            
(5星)	 超好。两个女主角都喜欢哈哈            
(2星)	 大老爷么特工怎么老喜欢掉眼泪.....            
(3星)	 就一电视精华版            
(5星)	 精彩            
(5星)	 死亡才是最美的结局            
(NA)	 IRIS电影版杀死李秉宪的狙击手是金素妍，流着眼泪杀死了李秉宪，然后给她的上司，就是剧中曾经访问过首尔的北韩政治局委员，他想在首尔搞核爆炸，剧中人们认为他计划失败回到北韩一定被整肃了，结果电影版，他不但活着，还升官了。电影版还回顾了委员交代金素妍真正任务的过程。             
(5星)	 超帅的            
(4星)	 南韩啊北韩啊 精彩啊            
(5星)	 我承认我落后了，但是还是可以            
(3星)	 各种莫名其名的段落，不过总的来说还不错            
(3星)	 懒得看了 弃...            
(5星)	 大爱~            
(4星)	 最后两分钟把贤俊弄死了有意思吗。。。            
(5星)	 结尾有点。。。            
(5星)	 精彩            
(3星)	 逗趣的开头5星。扯淡的中间2星。悬疑的结尾4星。            
(5星)	 扣人心弦            
(5星)	 我最爱的一部韩剧            
(5星)	 哦，我的女神，金泰熙~也很喜欢金素妍了...            
(5星)	 秉哥终于靠着毅力练就了华丽丽的腹肌啊~就为这，五星            
(4星)	 画面确实确实电影感，比电视剧好。演员也电影感。            
(4星)	 思雨 最可怜。！            
(5星)	 一口气看完的片子..很喜欢~            
(5星)	 斥巨资拍摄，大场面，强阵容，制作上面的优劣果然是一分钱一分货的~拍得很好，摄像师对战争片镜头运动的把握很到位~ 唯一的缺憾就是结尾太仓促了，虽然这可能是最快最点题的结尾方式，留给观众对这个最大悬念的无限遐想。            
(4星)	 T T这个结局实在不能让我打到五颗心啊。。。枪支、动作、谍战。都素我喜爱的元素。so cool~            
(5星)	 很好看，和剧情一起推论，不错，比中国内地的好看，废话不多，言简意赅，很喜欢一句话，白山说的，请求原谅是因为想和解，哈哈，男女主角都很喜欢，金素妍，和检察官公主里一点都不像，真是演什么像什么。            
(NA)	 一切都是虚的……            
(NA)	 不喜欢悲剧            
(NA)	 只能看人。。。别的没有            
(NA)	 太精良的制作了！太华丽的演员阵容了！太狗血的编剧了！除了结局太过狗血，其他都非常非常的perfect！            
(3星)	 金泰熙和李秉宪气场不在一个频道上，总觉得最配金泰熙的是金来沅，而李秉宪只适合那些干巴瘦的熟女们，比如金素妍。            
(4星)	 关于南韩北韩的谍战，还有帅哥美女 值得一看            
(4星)	 守得云开未见月明！这样的结局很喜欢，有点出乎意料            
(5星)	 男女主角肯定没话说，最重要是剧情吸引好看，结局让我难过了一把。。为什么续集不让李秉宪和金泰熙来呢，绝配啊。。            
(4星)	 虎头蛇尾            
(3星)	 刚看完，还不错，只是结尾实在让我有点不能接受，难道这世界真的只有权利才是最大的吗？谁都逃不出去。            
(4星)	 投入可不小啊  跟美剧似的了            
(NA)	 大爱，喜欢这种类型的片子的大家一定要去看！            
(5星)	 太好看了！            
(5星)	 2009年冬天看完的，里面的金泰熙很知性很美，和李秉宪很配。            
(5星)	 一开始左死右死死不了 最后莫名其妙地死了            
(4星)	 烧钱的一部片，不过，还不错。            
(4星)	 太帅气了~            
(4星)	 饼哥死得不明不白！！！！！            
(4星)	 哎呀，看得让我欲罢不能呀~            
(4星)	 这部韩剧也很特别。            
(3星)	 虎头蛇尾。。。。韩国人还是不适合这么紧张的题材= =            
(5星)	 虽然最后结局令我很吐血。。但如此大的明星阵容：李秉宪、金泰熙、金素妍、郑俊浩、T.O.P等等，还有如此大的投资：中日韩意大利。。真系难怪历经左两年我都还要看啊！            
(5星)	     赞~！                 
(3星)	 其实我真的是看金泰熙的            
(NA)	 帅气，从这部开始迷恋起政治背景的剧            
(5星)	 一部悬疑加动作片，这是我看韩剧很少发现的类型。编剧还不错，但是结局很让人郁闷，或许它意味着还有第二部吧！            
(5星)	 喜欢金泰熙啊            
(5星)	 让我改变了对韩剧的那种爱的死去活来的看法 还是有好电视剧的            
(4星)	  两个星星给李秉宪~            
(5星)	 看完金素妍的《检察官公主》后，看的本片。反差很大，是个亮点。            
(2星)	 觉得没意思，拖着看的。            
(NA)	 赶紧出第二部吧！！！            
(5星)	 韩剧转型之作，冲着金泰熙去的，完了喜欢上了金素妍            
(4星)	 冲着金泰熙和TOP去的。难得的谍战剧类型，有悬念，一改韩剧以往的形象。            
(5星)	 说实话过程真的很刺激，可是这个结局让我很无语，说什么因为宋承宪不能节拍二了所以让他死了说，我就想不明白了            
(4星)	 结尾好烂啊~            
(4星)	 最后很狗血，前面真的很大片            
(5星)	 李秉宪叔叔你怎么当兵去了，害BJ把你写挂掉了= =            
(5星)	 这几年来唯一心动的！            
(3星)	 虎頭蛇尾            
(2星)	 FUCK！！T.O.P死了？？？！！！            
(4星)	 看的比较好的韩剧，情节紧张 剧情多变 演技不错 外景漂亮 音乐很舒服            
(4星)	 场面很大，剧情也很好，演员也很棒，只是结局为什么这么惨~            
(4星)	 编剧。。为毛让贤俊西特啊。。。            
(4星)	 李秉宪好man!!!            
(4星)	 还蛮不错的，想不到后面会发生什么。            
(NA)	 金泰熙真是太漂亮啦～～～T^T            
(5星)	 好看 就是棒子太恶心了            
(NA)	 “剧”好看......            
(NA)	 经典啊！            
(4星)	 MB！我又剩最后10集没看- -            
(5星)	 唯一一部我看了五遍或以上的電視劇 秉憲哥讓我無地自容 泰熈也是小可愛－ － 難得不棒子的韓劇            
(5星)	 群星合作，很出彩的片子！可是为什么结果是酱的呢？            
(2星)	 在大卡丝和大制作的诱惑下去看的 但是交代不清的结局太让人不知所谓了 对之前付出得时间有种上当的感觉 作为一部完整的作品 太失败了 搞不懂此剧还在日本得了一个什么最佳电视剧奖 我俯身地上拾眼镜            
(5星)	 一部很紧凑的连续剧，有点欧美的风格，期待第二部            
(NA)	 这个是我这几年看的唯一一部韩国电视剧。            
(3星)	 喜欢里面露面不多画烟熏的帅锅            
(4星)	 8错            
(5星)	 韩国人拍这种片子就是灵。。            
(3星)	 金泰熙也老了，不过金素研还是很漂亮的。            
(5星)	 真的很不错~喜欢~            
(4星)	 头一次觉得韩国的间谍剧拍的不错。女的长得挺好看的            
(4星)	 结局是什么            
(NA)	 結局讓我覺得徹底被TMD騙了            
(5星)	 集特工、枪战、爱情、明星于一体的，不一样的韩剧。情节牵动人心，环环紧扣。演员演技不俗！顶！！！只是，里面演到中国部分，用的应该是韩国演员，中文说的实在是不敢恭维，有点笑点作用！不过，瑕不掩瑜，这仍然是一部非常棒的韩剧！            
(5星)	 大爱，从这部开始疯狂喜欢韩剧，跟以往的韩剧不同，节奏很紧凑，就是编剧有很多地方都没圆上，编得太大了，不知道怎么说了，头一次觉得李秉宪那么帅啊！~            
(NA)	 很好看            
(4星)	 北山为何选择贤俊还没有交代，还有最后贤俊究竟是不是死了也没有交代。相信会有续集。关键是安排秉哥在最后集最后30秒突然身亡的感觉，实在是太做作了！一定要安排男主死么？若没有续集，这个结局实在是破，狗血至极了。            
(4星)	 虽然摆脱不了韩剧的模式 但是没有那么俗套……            
(5星)	 好看!看了2的预告,完全不想看.            
(5星)	 让我家男人头一回看韩剧头一回看韩剧一晚上看了五集了还说再看一集，看完了的第二天穿一身黑衣服上街目光炯炯看谁都像iris，囧翻他不知道我看上了李秉宪，灭哈哈            
(3星)	 ╮(╯▽╰)╭耍酷。            
(5星)	 结局很悲伤，也很突然。听说会拍第二部，知道接下来会如何发展。以前不是太喜欢李秉宪，但是看完《iris》后，真的感觉他很man。故事情节也很不错。            
(4星)	 李秉宪~cool guy!!            
(5星)	 结局让人心碎，但是现实、            
(NA)	 破编剧！！什么破结尾啊！太不负责任了！戏弄观众吗？            
(5星)	 TOP            
(3星)	 大概看过剧情之后就不想看完了= =            
(4星)	 期待续集..第一部最后结局很无语...            
(3星)	 本剧中最让我讨厌的就是男主角和女主角！            
(NA)	 和以往的韩剧不同，期待第二部            
(5星)	 金泰熙演技真的是。。            
(5星)	 真是力荐啊~~！！            
(5星)	 超好看            
(5星)	 绝对扣人心弦..李秉宪太帅了..编剧真的很棒。最让人伤心的就是..李秉宪在向胜熙求婚的路上 中枪了...为什么是这样的结局。做了怎么多还不放过人家！有时候真的痛恨，人不能做太多..            
(NA)	 因为这部剧，韩国大街上到处都是金泰熙呢            
(5星)	 李秉宪 金素妍 希望是你们在一起。            
(4星)	 整部剧除了结局，其他都很赞。            
(5星)	 美！            
(4星)	 编剧啊，你这个结尾太bt了吧...            
(4星)	 还行 主要是先看了痞子 后来看24小时 后来又冒出来iris 有点累；各有风格 外貌差异不大 看点之一：各自的演员成为各自的特色看点            
(4星)	 印象最深的是白智英的那首不要忘记我            
(4星)	 凑合了            
(4星)	 爱情很盲目，金泰熙很会放电，但是大爱金素研            
(5星)	 情节非常精彩，结局让人纠结。            
(3星)	 太狗血了。。挑战IQ和EQ的底线。。            
(4星)	 完全是因为李秉宪的演技，给了这部电视四颗星。尤其是他看到女主车子爆炸的那一幕，演技真是神了。电视前半部的确很吸引人，后面的情节就真的太狗血了，完全不能自圆其说。            
(NA)	 金素妍和李秉宪 完完全全实力派             
(5星)	 中间一直都很纠结~~结尾还是很纠结~~但是李秉宪好帅啊            
(4星)	 如果结局停留在倒数第五分钟 这剧应该有五颗星了...            
(5星)	 又有帅哥又有美女，又是朝韩问题，间谍中的间谍。喜欢！            
(4星)	 金素妍很出彩            
(3星)	 最后几集弃了，被同事剧透了。但总体而言偶不是很喜欢的说！！            
(4星)	 对于棒子编辑的智商较为满意。没有过于弱智nc的地方。            
(4星)	 近年来看过的韩剧中值得推荐的一部，节奏比较快，剧情也很紧凑，主要是我喜欢特工片儿，呵呵！            
(4星)	 结局。。。            
(5星)	 嘴角男最赞！            
(5星)	 快点出第二部            
(4星)	 结局虽然受广大喜剧饭抨击，可纵观剧情，也只有这样才是最完美的~            
(4星)	 期待第二部。里面的歌曲很好听。            
(4星)	 金泰熙最美了@~！不过还是更期待我家票子出演的第二部！！！！！            
(4星)	 韩国电视剧中难得的大制作，大场面。情节不错，画面不错，只不过如果男一号能换个再帅点的就更好了！我不喜欢李秉宪！            
(5星)	 经典  真的很经典              
(NA)	 我好奇心太重了，不适合看这种悬疑片。不过还算是韩剧中比较好看的。            
(4星)	 最后的部分不错 虽然韩国能把谍战片拍的那么没有逻辑那么像爱情片 那么奉承美国 不过由于自己已经融入了这个剧情 结尾确实也算得上惊心动魄 还是四星吧            
(NA)	 大爱李秉宪，世间男人都像他那样，就完美了            
(2星)	 开始几集觉得能给五星，开始发展剧情后给三星，最后几集让人几乎是忍耐着看下来的，最终能打出两星真的已经非常不错了，无厘头死了。。。感情戏还可以，剧情？烂得真的不是灿烂能形容的，想学美剧，棒子们还是歇歇吧，老老实实蹲在家里拍爱情剧得了。。。            
(NA)	 虎头蛇尾 总算看完了 朝鲜正好也换代了            
(5星)	 看了这里的金素妍，终于知道什么叫帅女人            
(5星)	 爱疯了            
(NA)	 看了几集，没能进入剧情啊            
(4星)	 我有点害怕这片子            
(NA)	 喜欢谍战片啊。。。。            
(5星)	 无论是演员还是场景。。个人觉得是韩剧里面很有料的。。。推荐看。。。            
(4星)	 挺好看的一部电视剧，演员演的也挺好。刚看的《检察官公主》，又看IRIS 让我认识了金素妍，演什么像什么。            
(5星)	 不同于平日的韩剧印象，有电影的感觉，很不错。好喜欢金素妍在里面的的感觉，然后李秉宪的演技的确不错，那个男杀手也好帅。恩，，，不过，最后结局很白目。。在剧情上和痞子英雄好像。            
(4星)	 “啧啧~~~”叹两口气……            
(4星)	 有点虎头蛇尾            
(5星)	 好看好看。一向喜欢这样的题材。剧情在韩剧中也算不小的突破吧。最惊艳的是素妍jj啊，太帅气了～～哇咔咔            
(5星)	 是要出2了吧啊？            
(4星)	 只是剪辑了电视剧的片段，没有任何新的，有点失望            
(4星)	 还不错，很好看            
(NA)	 挖坑不少            
(NA)	 美女啊！            
(4星)	 暑假的时候花了将近一周的时间看完了这部韩剧，总的感觉是相当赞啊，特别是韩国第一次拍出谍战电视剧就能够取得如此惊艳的效果，虽然我觉得李秉宪其实一点都不帅，而且拿枪执行任务的时候还很装逼，但是金素妍是绝对值得赞一个的，冷艳之美技惊四座，比当年的《顺风妇产科》和《女主播的故事》强多了。            
(4星)	 秉秉还是可以的～女主角太美了～～喜欢故事的前半段，他们俩谈恋爱的时候还是挺美的，后面就是各种纠结⋯⋯而且我不爱结尾⋯⋯            
(5星)	 那一杯黄油咖啡的温暖 抵过了蚀心之痛 是么            
(4星)	 ！！！！李秉宪！！！！！            
(5星)	 李秉宪，很帅的老男人            
(4星)	 这个结局是多余的，多余的，画蛇添足啊，画蛇添足。            
(5星)	 男朋友大力推荐我看的，情节很吸引人，觉得李秉宪好帅，金泰熙很美，只是可惜为什么解决为什么不是李秉宪和金素妍饰演的角色在一起，很惋惜。            
(3星)	 不错不错...不过吧，剧情不如我们大陆的谍战剧~            
(NA)	 金素妍。喜爱。            
(4星)	 喜欢金素妍~李秉宪的演技太强大了~            
(4星)	 中间太悲催了            
(5星)	 金素妍这个正，结局还能不能再惨点儿            
(4星)	 颠覆了韩剧的一贯作风。            
(4星)	 有点不靠谱，中国上海和日本怎么可能让韩国人这么轻易进出。            
(3星)	 情节衔接有些勉强,最后的收笔也太突兀,完全搞不懂状态.有点学越狱的味道,不过还是没有美剧那样专业.唉,看不到一个让我满意的答案.            
(4星)	 剧情不错，唯一遗憾的是结局。            
(5星)	 极力推荐！ 非常好的一部连续剧            
(5星)	 top            
(3星)	 看到后头 竟然觉得饼叔有点帅            
(5星)	 我觉得非常好看！            
(5星)	 超赞的！            
(4星)	 除了是该死的棒子剧，这部电视剧，真的没话说！            
(5星)	 一个字，好            
(5星)	 李秉宪帅啊~怎么可以man到如此可爱呢?            
(2星)	 片子很烂，不过李秉宪的演技没的说。金素妍在这里表现的很赞，很帅气。整部片子唯有善华回北韩时和贤俊的告别让我感动。            
(3星)	 韩国人就算拍谍战也不忘缠绵悱恻一把····            
(5星)	 台湾痞子英雄，日本血色星期一，韩国就是这部iris了            
(5星)	 我依然多希望善华和贤俊在一起呢~~~好希望好希望啊            
(NA)	 对韩剧不太感冒的我冲着某人的极力推荐看了IRIS，故事背景是我喜欢的，但看了一半还是看不下去，韩剧果然不是我的菜~不过李秉宪和金素妍真的没话讲，很棒，如果另外一位女主金泰熙小姐换人演演看可能会有动力看完~            
(5星)	 期待第二部.贤俊重生            
(5星)	 强烈推荐！ 很有美国大片的感觉！大赞！            
(5星)	 真不错，可惜最后死了。。。。            
(4星)	 我喜欢这个            
(5星)	 从剧情到演员都爱到爆，等待下季            
(4星)	 完全是为了TOP  TOP演的杀手不错 眼神很到位            
(4星)	 情节紧凑，有别于一般韩剧的慢慢悠悠，结局的一枪啊，将从此过上幸福生活的苗头生生掐死了。。。李秉宪的演技真是没得说啊，喜欢看他的片。金素妍在这里面给我的感觉是很冷艳，演的还可以，直到偶然看了检察官公主后，对金素妍好感大增，完全不搭的类型居然都演得有声有色。            
(5星)	 结局很遗憾，为什么李秉宪之前这么强悍，却在结局中离奇被杀了呢            
(5星)	 很强大，很少有            
(3星)	 题材不错 但是一向唧唧歪歪的韩剧真不适合谍战模式 除了主角全世界的特工要员都跟大傻子似的            
(4星)	 漏洞很多，不能当谍战来看，还是要以偶像剧来看，整体都不错，到最后iris还是没有结局，iris如果是国际组织，那么没结局很正常的。最后那一枪有点闷，玻璃碎了一大块，好似砖头拍的，是导演故意不来个童话，其实童话没什么不好，连续剧么，你来个闷枪，其实很尴尬，提不了神的。            
(5星)	 第一集开始就是高潮。唯一一部可以吸引到整个宿舍跟我一起看的连续剧。            
(3星)	 很奇怪，我那么爱李秉宪的一个人，这片子竟然没看进去！            
(5星)	 跌宕            
(2星)	 看到没一半就看不下去了，剧情拖沓冗长。倒是李秉宪的演技让我坚持了那么多集。落俗了。            
(3星)	 棒子实在是太邪恶了吧。。。            
(3星)	 看不大懂            
(5星)	 剧情 演技 一切的一切都无比的推荐            
(2星)	 这样的烂片怎么得这么多分？男猪脚也不好好挑挑            
(5星)	 李秉宪好帅啊            
(4星)	 建议快进着看~还是不错的·            
(5星)	 李秉宪很大气，有一哥的风范。在这个剧里知道了金泰熙这个演员，金素妍的演技也迸发出来，她总是演女二，爱得深而无法得到最终内伤不已那个，演得让人心痛。很多人对编剧和剧情很着迷，我觉得该剧就是那场面和其中的人物，剧情很烂，但场面堪称韩剧里面最华丽和一流的。            
(3星)	 金素妍金素妍金素妍....            
(3星)	 再看只会看思宇，男猪脚你那么不容易死怎么最后就死了呢？            
(4星)	 金泰熙太美了 无法自拔了            
(4星)	 对韩剧无爱，这部题材特殊点，想着跟传统那种应该不一样吧，但是叙事缓慢的节奏还是跟美剧差别很大，有点受不了，其他的，也算是韩剧的最高水准，还不错。            
(5星)	 ......            
(5星)	 大制作，大场面，秉宪近乎完美的表演，泰熙犹如女神。            
(3星)	 鉴于这个眼子结局，我把评星由四星降到三星==！            
(4星)	 羡慕嫉妒金泰熙李秉宪            
(4星)	 虽然还是有很多不成熟，对于韩剧来说进步还是很大            
(NA)	 等第二部等得都不想看老~~            
(3星)	 看人不看剧情……剧情不咋的            
(NA)	 不过韩国人拍这种题材不灵，也就看看李帅哥和金美女的表演吧            
(3星)	 金素妍的发型嗷嗷嗷嗷嗷！            
(4星)	 拖沓太长了...内容还是不错的...            
(5星)	 结局是在是让人难以接受 贤俊走了 剩下胜熙独自等待 剧情既刺激又感人            
(5星)	 超喜欢这部片子。            
(4星)	 最不一样的韩剧外表，一样出彩的感情戏。啊，善华啊！            
(5星)	 蛮想看有关中国NSS的            
(4星)	 因为金泰熙而去看的，但看完后发现了一个不一样的金素妍。            
(5星)	 我看过最让我入迷的韩剧。            
(5星)	 大爱熙熙!            
(4星)	 韩剧永远是王子与灰姑娘的故事，或者一看开头就知道结局。IRIS似乎是不同的，与以往的韩剧戏路和情节不太类似！金素妍的短发造型，惊艳！！！            
(4星)	 3+1颗星 那一颗给top的惊艳造型            
(5星)	 相当精彩,相当好看,期待续集            
(3星)	 韩剧硬伤。后面拖着跟老太太的裹脚布似的。            
(4星)	 模仿美剧的痕迹还是非常重，有些情节显得生硬牵强或者理想化，这都可以理解，毕竟是开创了韩国谍战剧的先河。特别让我厌恶的是，男女主角身为要员在这么紧张的时候还有闲情谈情说爱（真韩剧），煞风景。结尾也不尽如人意，最终大BOSS并未揭晓，男主角又莫名其妙车祸死了。另外很爱金善华这个角色。            
(5星)	 难得的经典韩剧，先不说他们多么的自我，单从艺术效果和敬业程度，剧情结构，演员表演等，这部电视剧都算的上经典。            
(5星)	 善华是最喜欢的角色,总让人心疼            
(4星)	 不懂的点有很多  所以女神的复仇还得看            
(5星)	 太好看了                 
(NA)	 有点想不明白。怀疑友情了            
(5星)	 咆哮！！！！！！！爱！！！！ 男猪脚控！！！我叔控的启蒙人！！！！！！            
(4星)	 看韩国拍谍战有点别扭，不过演员很强势，好歹不磨叽            
(4星)	 想不通男主为什么会死            
(5星)	 剧情很特别的韩剧。场面大气。            
(4星)	 谁说这是韩剧？谁说的？？            
(5星)	 突破,分水岭似的作品            
(5星)	 其实...但是结局让人欲罢不能            
(4星)	 俊男靓女很养眼，不过情节有点……            
(5星)	 画面和音乐都很好            
(5星)	 一切为了TOP            
(5星)	 相当精彩的            
(3星)	 美女与肌肉男的纠结爱情，结尾很仓促            
(4星)	 韩剧中少有的快节奏            
(5星)	 大制作            
(NA)	 我只爱金泰熙            
(4星)	 韩国人的演技我总觉得做作，但是此剧情节紧扣，投资牛c，值得一看。            
(4星)	 不拖沓，韩剧中少有            
(5星)	 节奏很紧凑，剧情也还不错            
(3星)	 换个男主角可能我会更喜欢这部剧，男主角太老太丑            
(4星)	 因为金素妍才看的，但是感觉还是蛮不错的，韩国还是造型很成功的            
(3星)	 一星李秉宪 一星金泰熙 一星金素妍            
(2星)	 思密达的推理真是一点逻辑都没有            
(4星)	 金泰熙真漂亮。            
(NA)	 好看好看好看，很精彩！            
(NA)	 每集都是噼里啪啦的 很危险 结局。。。  杯具            
(4星)	 这四星投给善华的，金素妍演的太好了，这部剧只为你落泪。            
(4星)	 山寨美剧的大制作,不过棒子敢于把朝韩关系这么敏感的题材拍成电视剧,也是值得肯定的....近年来仅有的不靠无厘头搞笑,不靠哭哭涕涕地感情戏大卖的好片子.....            
(4星)	 唔...故事背景和痞子英雄有点像的么            
(4星)	 大爱金泰熙啊！！！！！情节嘛，有点做作。            
(NA)	 GOOd            
(5星)	 结局太悲惨了吧  伤感            
(5星)	 没话说，，很好，，            
(5星)	 最喜欢的韩剧，没有之一。            
(5星)	 李秉宪 金泰熙 金素妍 TOP 不看才怪            
(4星)	 可以            
(2星)	 莫名其妙            
(4星)	 终于不是那种情啊爱啊的了 很酷很刺激的韩剧 OST也都很好听            
