http://movie.douban.com/subject/1419297/	越狱 Prison Break
(NA)	 1~2 不错            
(NA)	 全部看完了 很喜欢 但是后面几季没有前面的好看了~            
(5星)	 剧情很紧凑，步步为营。            
(5星)	 现象级电视剧            
(5星)	 很好·            
(NA)	 米勒。             
(4星)	 其实也就第一季好点儿            
(5星)	 第一季真是太强悍了~后面都是LJ~            
(5星)	 1.2部好看 3.4部不是我喜欢的菜 .最后迈克居然挂了?最后一越的时候难道他不会事先换电池么?            
(5星)	 认识了米帅~~~            
(3星)	 一季起，二季止，三季纠结，四季挑战            
(5星)	 我爸也喜欢的电视剧            
(5星)	 T-Bag！            
(5星)	 第一季无疑是经典，后面则是褒贬不一了，美剧通病啊，难免狗血…… 不管怎么说，都算是引我进入美剧殿堂的启蒙剧了，还有酷酷的米帅，给个有纪念意义的五星~ PS 里面挺多角色让人印象深刻啊，T-bag，马宏……            
(NA)	 很喜欢看            
(NA)	 看到第三天早上五点半 头昏脑胀            
(5星)	 好看   ………………   麦克好帅啊！！！            
(5星)	 美剧启蒙，还记得08年通宵达旦观越狱的疯狂。            
(NA)	 不喜欢女主演的类型的            
(5星)	 经典呢 ~            
(5星)	 第一季让人欲罢不能            
(NA)	 第一季就完结了多好··            
(4星)	 后来的故事很悲壮听说，没再继续            
(4星)	 剧情紧凑，让人欲罢不能~~            
(NA)	 美剧入门篇。曾经很迷米勒。。。那个眼睛会变色的男人。。。            
(4星)	 只推荐第一季            
(4星)	 Tbag！！！            
(5星)	 唯一一部让我和我妈都战斗通宵的美剧Michael 你敢再聪明点 再帅点么？你敢么？            
(4星)	 曾经看过的一个电视剧。            
(NA)	 很多年前很有爱，现在无爱            
(5星)	 玩的就是高智商            
(5星)	 米勒太帅了，一举一动都散发着魅力和智慧。。            
(4星)	 第一季是绝对的经典，后面编剧依旧强大，但故事的发展开始诡异了            
(5星)	 模仿肖申克的救赎，太牛逼了            
(5星)	 第一季绝对称得上是最好的美剧            
(5星)	 前两季最好看            
(4星)	 前半部紧张，后半部略显拖沓。最后一集则太悬念了，逼着我们看第二季麽？既然这样，只好不看第二季了。恩恩，就是这样···            
(4星)	 好看，爱mahone！            
(5星)	 第一部相当经典            
(5星)	 只看了第一季，兄弟之情很让人感动            
(5星)	 只看第一季            
(5星)	 装X装的最成功的一部            
(4星)	 4部+电影 高考前被我追完&gt;&lt;            
(5星)	 越狱就是那个别人都说越怕越烂但是每个人都会坚持看下去的传奇。。俺喜欢小M！小M是极品啊极品。            
(5星)	 第一季最经典            
(5星)	 入门美剧，通宵看的，情节很紧张很精彩~~            
(4星)	 高中和莹莹一起看的~看到3季停了就再也不想看了。。。不过前两季还好啦~            
(4星)	 只能说：第一季不错            
(5星)	 its the best, no one of.             
(4星)	 真的大爱男主的眼神！上帝啊，告诉我该用神马形容词？？            
(5星)	 好看，嘻嘻            
(5星)	 看第一季就可以了。。。哪有越狱几次的啊            
(5星)	 看的最认真了！            
(5星)	 第一次看的时候就被那脑子震撼到了！！！            
(5星)	 很喜欢，，每一集都叫我紧张，，只是后来情节发展有点慢。。早就该逃出来了            
(5星)	 经典之最。            
(4星)	 对于我这个没有看过剧直接看了个尾巴电影的人来说 还是值得推荐的            
(4星)	 S1确实经典= =..S2开始不解释..            
(5星)	 心惊肉跳~            
(5星)	 仅限第一季            
(4星)	 看过集数最多的连续剧之一            
(3星)	 他娘的，终于看到结局了，感觉之前看看的断断续续的，这次一次性看完，感觉看出来点东西了，这个电视剧本可以成为经典的，只怪导演爱钱胜过爱名，本可以在大家逃出fox river的时候就结束的，结局就是大逃亡了。。。后面都是多余的，第一季还行，后面三季都是多余            
(NA)	 结局。。。。还好吧            
(5星)	 anyway, my favorite tv series            
(NA)	 第一部让我上瘾的美剧            
(4星)	 亡命天涯的最后绝唱 他的存在，是为了证明世界上还有个东西叫做正义            
(3星)	 不是很感冒            
(5星)	 06年让刚毕业的我面试都顾不上的美剧，浑身紧绷绷的坐在电脑前昏天暗地地看到第二季完结，这种疯狂很过瘾，再没过其它            
(NA)	 其实还是最喜欢第一季~~~            
(5星)	 最爱            
(NA)	 恩，结局还没看            
(NA)	 热血 ..            
(5星)	 还有比越狱更吸引人的美剧吗            
(5星)	 我紧张得不行！！！            
(5星)	 这个，不需要解释的。。。            
(5星)	 经典！            
(5星)	 好看好看            
(3星)	 就是在玩噱头。            
(5星)	 大愛呀            
(5星)	 只推荐第一季            
(4星)	 昨晚终于看完了。老师说只要看第一季就好。嗯。            
(NA)	 第一季前半部是经典，后面就越来越差了            
(5星)	 第一季确实要看            
(5星)	 那年高三，迷上了这部电视剧。            
(5星)	 赞~~哥哥很帅            
(5星)	 米帅~            
(NA)	 “我只向上帝下跪，但他不在这里。”            
(5星)	 很多人都看过了吧 呵呵            
(5星)	 只有前两季可以看看，第一季看麦扣，第二季看马猴            
(NA)	 拥有最棒的剧情，没有之一。            
(5星)	 多年以后终于有时间把PB看完了~还是无法抵抗wentworth miller的魅力~            
(5星)	 初中时候看得了。变成了我的口头禅……            
(5星)	 4:45 喜欢，就是喜欢！！！Sucre: Why do you want to see him so hard anyway?    Michael: Because he&#39;s my brother.             
(5星)	 刺激~            
(NA)	 大学时期看的，剧情逻辑性很强，越看越有意思.            
(5星)	 很好看！！！米勒很帅！！            
(5星)	 考试前个月重温了一遍第一季 就像约会那样 四年过去了 虽然后面越来越乏味 但结束的那刻还是很伤感的            
(4星)	 也就1、2季好看了……            
(4星)	 目前为止完整看过的一部美剧 我那个不容易啊            
(4星)	 没法再多坚持跟季            
(5星)	 买了全四季的720p            
(5星)	 我的美剧第一次。Michale Scofield，T-bag，浑身tatoo的震撼在我心中永远无法被超越。            
(5星)	 第一季            
(5星)	 当初看的那么有激情！第一次追美剧            
(5星)	 无可争议的满分，代表我们走过的大学四年            
(5星)	 经典中的经典,美剧的鼻祖之作.            
(5星)	 这个真的要力荐            
(4星)	 精彩。聪明的迈克。            
(4星)	 前两季还是不错的，帅哥，啧啧            
(5星)	 确实有传说中的那么好，每个角色我都喜欢            
(5星)	 唉~~~~            
(5星)	 各种赞。            
(NA)	 他就是太帅了            
(5星)	 和马马一起的日子里来着            
(NA)	 只有第一季值得看            
(5星)	 米帅让我着迷            
(4星)	 唯一追过的一部美剧            
(5星)	 牛逼的剧！            
(5星)	 一发不可收拾            
(5星)	 看了才知道电视剧可以这么拍。            
(NA)	 经典            
(5星)	 一直跟着看了，太喜欢这部剧了，不过这个结局有点失落            
(5星)	 第一季前八集有兴奋点 (五星)。此后可惜了，太拖沓，只是带着余兴看完的 (所以减一星)。            
(4星)	 越往后越不好看了            
(5星)	 打开了我的美剧之门             
(5星)	 看的时候就陷进去了，好几次想拿出本子把所有线索给勾勒出来，然后研究，哈            
(4星)	 很多人都在看哦~            
(5星)	 最爱~看了这么多美剧 最爱的还是PB啊~            
(5星)	 紧张刺激 好看 过瘾 好吧~其实我最喜欢T-bag~            
(5星)	 第一季必看            
(3星)	 前面不错，后面不行            
(5星)	 节奏不是一般的紧凑            
(5星)	 第一季5星，第二季4星，第三季3星，第四季3星            
(5星)	 这个不用说了吧....追了四年的牢狱生活！            
(5星)	 看过第一季就无法看下去了。。。            
(4星)	 I Love Paul Adelstein            
(NA)	 第一次看的美剧。            
(5星)	 第一部很好            
(5星)	 从此走上美剧之路            
(5星)	 第一次感觉到原来电视剧还可以拍出电影的感觉。   力荐               
(5星)	 经典经典经典经典经典、、、怎一个经典了得？！！！！            
(4星)	 四季里第一季最好看，而第一季里又以前五集最好看。            
(5星)	 大爱MichaelScofield ~~不仅仅是帅，还智商超高！！PS：他的手超级超级漂亮的~~            
(NA)	 越吧            
(4星)	 只拍一季多好，经典中的经典那是            
(5星)	 第一季最好看！            
(5星)	 当年迷死M了~            
(5星)	 米帅！！！！！！！            
(NA)	 連續幾個通宵達旦的把四季看完，·瘋狂的日子，突然著迷            
(5星)	 总算看了传说中的越狱啊！！！！            
(NA)	 米勒帅死了～            
(3星)	 为什么我看不下去？            
(5星)	 无论如何要看的美剧            
(NA)	 不错不错            
(5星)	 牛牛牛你妈逼了！！！！！！！！            
(NA)	 断断续续用了2年时间看完，啥也不说了~            
(5星)	 太吸引人了。            
(3星)	 看不下去            
(5星)	 精彩            
(4星)	 第一季相当不错,尽管剧情很刻意.第二季挺无聊的.            
(5星)	 呵呵，我总是跟不上时代的步伐，最近才看完，看的时候有点像看小说一样，直接就不想停下来，一直看一直看一直看完。。。            
(5星)	 情节相当紧凑。            
(4星)	 第一季好看，后面是鸡肋            
(5星)	   怎么能不爱            
(5星)	 启蒙美剧，各种牛逼，我心中美剧NO.1            
(4星)	 第一季可以看            
(5星)	 作为一部大多数中国人的美剧入门剧，虽然剧情明显狗尾续貂，米帅的身材如同吹气球般膨胀，但是不容否认，这是一部无比精彩，足以让人天天惦念的剧集。            
(NA)	 米勒。            
(NA)	 军校生活，大学四年，越狱四年            
(5星)	 追着看的好剧，第一季开始一天无数集的恶补，到最后守着电脑等更新。            
(NA)	 太帅了            
(5星)	 编剧大人，请接受我至极的膜拜！            
(5星)	 米帅带我走进美剧            
(5星)	 到现在为止，我认为是我看过最最最完美的片子，很遗憾是在出了很多年以后才看的，力挺！！！！！            
(5星)	 其他的绝对无法取代它在我心中的位置            
(5星)	 酷！帅！            
(5星)	 经典            
(4星)	 也能成为一代历史了            
(5星)	 非常不错的电视剧，值得推荐            
(NA)	 fantasitic!!            
(5星)	 追了四年，煎熬了四年。。。结果，最后一越还没等看呢就被剧透了！shit!            
(4星)	 在那个每个人都会看的年代看得,第一季赞,后来Michael就越来越胖了。            
(3星)	 只完整看了第一季 其实没传说的那么好             
(5星)	 这是我第一部美剧，也是我最爱的一部美剧真的拍的超棒！            
(4星)	 聪明、帅气、善良、有责任心。charming!            
(5星)	 米帅太帅，情节太酷，不过不免有些柯南后期智商越来越跟不上的感觉……            
(NA)	 最爱            
(4星)	 虽然我只追了第一季，不过在越狱之前我还没有看过那么暴力和血腥的东西~            
(5星)	 我的最爱            
(3星)	 没意思 完全没有英雄好看看不下去            
(5星)	 精彩            
(5星)	 只有第一季和第二季好看            
(5星)	 米勒 你是有多帅啊！！！！！            
(5星)	 帅 暴力 智慧 悬疑 惊心动魄 就是酷毙了的美剧 米帅 我承认我对你没有抵抗力。。。            
(5星)	 强烈的节奏感            
(4星)	 唯一一部追着看完的美剧            
(3星)	 第一季还是不错滴 后面就越来越瞎编了            
(5星)	 较早看的美剧，快节奏一路到底，太刺激。只是第二季看了三集就烦了，没再继续追下去。            
(5星)	 剧情紧凑 悬疑 太好看了！            
(5星)	 无法忽视它在中国美剧迷中的里程碑式地位，尽管看完第一季我就没力气再往下看了            
(NA)	 追了四季，失望~            
(5星)	 米帅不解释            
(3星)	 第一季好看            
(5星)	 开启了美剧新纪元。            
(5星)	 就这一部能给5星            
(5星)	 全季。还是一如既往的大爱。            
(5星)	 再也看不到这么好看的东西了            
(4星)	 又是只能看第一季的            
(5星)	 看了这么多年,第一季到第四季,他们演着演着就老了.            
(4星)	 第一部，(*^__^*) 嘻嘻……，啥也不说了            
(5星)	 主人公人格魅力太震撼！            
(5星)	 爱爱爱爱爱死啦            
(4星)	 看不下去了后面~~~            
(5星)	 好吧我承认我很奥特曼。真的很棒            
(4星)	 本科时追的。。            
(5星)	 CLASSIC! 想起大学时整个班追这部剧的那段日子，年轻真好！            
(5星)	 男人的故事。            
(5星)	 最精彩的一季            
(5星)	 无疑是一部神作，认为仅此一部足以秒杀各大美剧。            
(5星)	 米帅在这部剧里简直帅到人神共愤！剧情紧凑。米帅脱衣亮地图的一幕差点流鼻血，哈哈。            
(5星)	 T T就没看过比这个更好的美剧。            
(5星)	 高智商美剧 第一季最经典 Michael  Scofield 我喜欢 当然T-Bag也有很多fans~            
(NA)	 爱死他了            
(5星)	 这个美剧勾起了我对理科的强烈向往            
(5星)	 也就第一季经典,中后期还有点拖沓.后面几季是越来越差了.            
(5星)	 光从第一季来说，无懈可击            
(5星)	 哇，米帅，迷死人            
(5星)	 废寝忘食的看光整的第一部。太吊了！            
(5星)	 没话说的好看            
(3星)	 太狗血的剧情了。如果缩写的话……            
(5星)	 我的最爱！！！编剧太有才了！！！            
(5星)	 惊险，刺激            
(NA)	 迈克，天才，推理，疏漏！            
(NA)	 可能是继还珠格格后我唯一看完整的一个电视剧。可看性很强            
(4星)	 只看了第一季。。。米帅一去不复返            
(NA)	 惊心动魄 环环相扣            
(4星)	 结尾太狗血。大败笔。            
(NA)	 入门美剧            
(4星)	 一开始不错            
(5星)	 超好看~情节严密而富有创造力，演技出彩，音乐有感染力，内容深刻···            
(5星)	 完美。            
(5星)	 太好看了！            
(5星)	 第一季最赞！！            
(4星)	 挺好看的            
(5星)	 太佩服了            
(3星)	 越来越难看……最后自己也演不下去了            
(5星)	 第一季果然名不虚传。Michael很神，值得信赖！            
(4星)	 很精彩的编剧，只可惜我没得看完几季的电视剧            
(4星)	 结局那季不了了之了            
(3星)	 虎头蛇尾，是绝大多数美剧的硬伤。            
(5星)	 我从这片开始美剧道路。            
(5星)	 装13时代接触的第一美剧,影响力无敌            
(5星)	 第一季神作不解释~~~其余几季无视吧            
(4星)	 那时候米勒还不肥..            
(3星)	 第一季還好，第二季開始就越來越不想看了            
(NA)	 嘻嘻，第一部偶看滴美国电视剧            
(3星)	 随便看看            
(5星)	 一季不比一季，但仍然经典            
(4星)	 不是我的菜~~            
(5星)	 就第一季好看            
(5星)	 第一季总是经典            
(NA)	 第一季很经典，米帅特有型。第二季感觉太扯了，怎么成天越狱啊。应该只拍一季。            
(NA)	 曾经的他，好帅好帅            
(5星)	 我的欧美情结好像是从越狱开始的。            
(5星)	 比国内警匪电视剧 强到天上去啊~            
(NA)	 唯一一部让我一集都没落下的长篇大剧            
(5星)	 主角帅 股市悬 一集不过瘾            
(4星)	 现在回想起来，这也只能算还行...            
(5星)	 这部是我的美剧入门剧集！好看不解释！            
(4星)	 是和朋友一起看的，之前非常火，不过自我感觉还可以吧，没有太吸引我了，但还是推荐一下，至少能看得下去            
(5星)	 第一季最棒，非常不错的构思，good            
(5星)	 好吧  经典就是经典            
(5星)	 紧凑的情节、紧张的气氛、吊人胃口的故事、英俊智慧冷静的男主角是导致对这部影片欲罢不能的原因所在~            
(5星)	  be the change you want to see in the word  ----M.S.墓志铭足以解释一切。            
(5星)	 第一部最经典            
(NA)	 代价            
(4星)	 从高三开始，，，我居然坚持下来了            
(4星)	 其实我没觉得很牛B            
(5星)	 第一季太好看了，第二季看了2集就没追下去了，似乎美剧对我的吸引力一直只有1季            
(5星)	 第一季永远是最经典！            
(5星)	 看过之后 我觉得他演什么都 prison break..            
(5星)	  看了就没hold住 一口气看完的             
(NA)	 你说我当初咋就没瞧出这对兄弟的JQ呢            
(5星)	 美剧启蒙帖            
(4星)	 重温。            
(NA)	 第一季是经典            
(3星)	 只有第一部可以看看            
(5星)	 看过，经典！            
(NA)	 最有一些东西，能让你深沉的怀想，我想《越狱》，大抵属于这类            
(5星)	 我喜欢两个叫米勒的人，一个叫温特沃斯            
(5星)	 大学时代相当迷了            
(NA)	 Michael 经典塑造~            
(5星)	 嫁人要嫁工程师！            
(5星)	 最爱的美剧            
(4星)	 人物个个鲜活            
(5星)	 经典美剧~            
(3星)	 回想起来我怎么看了这么这么多越狱            
(5星)	 智慧，正义，计划，拼搏            
(5星)	 肖申克的救赎，前传。            
(5星)	 第一季永远是经典            
(5星)	 第1,2季非常棒，后面就……            
(5星)	 看到第二季的结局，其实心里很想剧情就停留在Sara从船里走出来的画面…… 到这里就够了，很怕再入狱再越狱，怕《越狱》从经典开始狗血……可是第三季还是开始了 第四季的最后，看到Sara笑着叫到“Michael”，心里的不安被验证了，果然镜头里出现的是小Michael~ （真不想矫情的，可是看到小Mi            
(5星)	 帅            
(4星)	 只有第一部还行，后面就是垃圾了            
(5星)	 还想再看一遍！！！！            
(5星)	 第一季沒得挑。是我第一次在網絡上看的美劇。            
(5星)	 一直看了3年，3年来我一直关注，这个 迈克比 诸葛亮还要聪明            
(5星)	 带我进入美剧世界的，除了老友记，还有越狱（仅限于第一季）。            
(4星)	 前三部部很好，第四部比较烂            
(NA)	 第一部让我追的美剧            
(5星)	 第一季绝对是经典            
(4星)	 还是第一季最精彩            
(5星)	 此剧极大的影响了我思考和解决问题的缜密性，并对几个主人公的身材羡慕不已，锻炼锻炼长肉。            
(4星)	 差一点就可以给五星。            
(NA)	 高潮太多，紧张死了= =            
(4星)	 大多数美剧控的入门剧 第一季是神剧 后面他妈编剧脑残了 不带这么玩的啊 进了出 出了进 T-bag是大师级别的演员 第四季看了好几次啊都烂尾了 看不下去 就这样吧 留个悬念 越不完的狱哦            
(5星)	 第一季的确非常好看            
(NA)	 就第一部好看~            
(5星)	 这部片子完成我大一到大二寒假的整体时间过度 作为肖申克救赎的改编版吧 我觉得 能超越如此优秀的原作 极其不易 神作啊 虽然有一阵子 已经不好看了 但是最后的解决 哎 就算不辱名声吧            
(NA)	 经典            
(NA)	 所以，还是第一季经典~            
(4星)	 第一季第一次看时觉得很过瘾，但在看过肖申克之后就感觉有点拾人牙慧的意思了            
(5星)	 michael~~michael~~            
(4星)	 第四季实在看不下去 = =            
(4星)	 我恨自己爲什麽看完第一季后繼續追……            
(5星)	 超爱！            
(5星)	 我看的第一部美剧，由此走上了美剧之旅，最爱的一部了！            
(4星)	 花了一季的时间来越狱……EP11很赞啊            
(4星)	 第一季很赞，第二季就有点不行了，后来不看了            
(5星)	 第一季最经典,属于力荐,但越往后...就老太太的裹脚布了...            
(3星)	 第一第二部不错。            
(5星)	 第一部美剧            
(5星)	 只看了season1, perfect            
(5星)	 不算《成长的烦恼》，美剧入门必看            
(NA)	 让我想起了···基督山伯爵            
(5星)	 从没这么看过电视剧            
(5星)	 前面让人欲罢不能，越到后面越不给力。            
(5星)	 当时沉迷= =            
(4星)	 只有第一集好看            
(4星)	 呃……没有太多时间的话，看前两季足矣了，后面的不是很精彩！            
(4星)	 好看。            
(5星)	 唯一一部我追到底的全部刻盘的爱到心底的美剧            
(5星)	 众所周知，第一季完美。            
(NA)	 第一季耍大刀的，惊心动魄；第二季忽悠老实人；第三季打酱油的，受不了~受不了；第四季纯粹是客气！            
(5星)	 这是我看的第一部美剧！            
(5星)	 绝对的高智商帅气的迈克~~！！            
(5星)	 想看想看想看            
(5星)	 至少给第一季打满分当仁不让            
(5星)	 一集不差看完，经典！！            
(5星)	 第一次看的美剧，当时震惊了            
(4星)	 美剧启蒙呀。已经想不起来结局鸟。。            
(NA)	 我的最爱！！！            
(NA)	 经典啊！            
(3星)	 美剧的惯病，看多了也就这样。。            
(5星)	 这个绝对的五星级，想都不想！            
(5星)	 第二季不好看            
(3星)	 男主不错            
(5星)	 非常好看 、米帅米帅 。            
(5星)	 对你无法用一两句话形容的情感！            
(5星)	 太他妈的好看了。。。还我忍不住熬了好几个通宵            
(NA)	 非常喜欢，尤其是第二季            
(5星)	 紧张的节奏，扣人心弦的配乐            
(5星)	 大学就是因为他才爱上美剧的，老友记虽然也好，但是毕竟跨越的年代太久了~            
(5星)	 第一季很不错，后面就一般了，特别是第三季不眨地            
(4星)	 越来越2了            
(4星)	 美剧的启蒙~~~第一季超级好看。第二季没什么意思 第三季超级无聊 第四季好不容易看完了 最后的特别版很好看~~             
(5星)	 帅锅!            
(5星)	 第一季是最赞的            
(4星)	 在朋友家看的第一集,此后我热心于黑金家族了.            
(2星)	 垃圾吧            
(5星)	 第一季不错，后面还行！高智商牛人            
(5星)	 大三时一周一集等的看的。那时候每周都在期待。出来了特激动。这是我看的第一部美剧，从那时起开始喜欢上美剧。顺便说下，我觉得Lincoln Burrows 和Jason Kidd他们俩很像；还有Fernando Sucre跟Shane Battier他们俩很像。            
(NA)	 第一季不错。。。            
(5星)	 超好看的，勇气与智慧充斥着整部片子。没有人会觉得米勒不是一个帅哥，不仅帅，而且是很帅很帅。            
(5星)	 无需多说！~            
(4星)	 还是没能追完整剧......o(╯□╰)o            
(5星)	 爱上美剧的开始            
(NA)	 We are free..Finally..            
(5星)	 最好看的还是第一季，后面越来越扯。但还是追着看完了，追了好久啊。很紧张刺激，好看。就是最后的结局很见鬼。            
(5星)	 看到第四季就不想再看了。剧情、节奏没得说。            
(4星)	 就2季就好了~            
(5星)	 太棒了            
(4星)	 只看了一季多。总之第一季是非常精彩的！紧张得心脏跳动的声音都很清晰!但是我受不了那么紧张的片呐。。            
(4星)	 永远的michael            
(5星)	 力荐第一集和最后一集            
(4星)	 1-5季连续看很上瘾            
(4星)	 美剧生涯的开启者，如果没有24小时，我会把第一名给你的            
(5星)	 前两季很经典            
(4星)	 当太多的不可能合在一起，也就没什么喜好了。。只能说一二季比三四季好            
(5星)	 很赞。            
(5星)	 第一部完结的美剧  第一季貌似看了两遍            
(NA)	 看第一季就可以了            
(NA)	 陪我度过大学生活            
(4星)	 睿智            
(5星)	 2。3季有点缩水，但是还是爱看，当时一周一更新，天天盼着            
(5星)	 永远的经典！            
(5星)	 第一季就是赞啊            
(5星)	 永存于我的移动硬盘            
(5星)	 后面太牵强            
(5星)	 就第一季最赞，看了华丽丽的两遍！            
(5星)	 完美。。。            
(5星)	 美剧当中经典中的经典！            
(4星)	 情节紧凑 惊险刺激 看了一集就想看下一集~  停不下来的喜欢            
(NA)	 第一季最精，之后越来越渣            
(5星)	 爽啊~米帅演绝了~            
(5星)	 米勒！            
(NA)	 经典            
(NA)	 精心的策划啊            
(5星)	 米帅怎么就发福了呢，当年真是很帅啊            
(5星)	 第二季以后就算了。纳闷这个咋美国人自己不看呢？            
(3星)	 虎头蛇尾啊虎头蛇尾！！！第一季高开，之后低走…………我第四季终究是没坚持看完…………都不好意思点看完了…………            
(4星)	 到第二季为止            
(NA)	 全民狂欢中的平凡剧（一 一            
(5星)	 这个是带我走上看美剧之路的导师。            
(4星)	 越拖越长……第一季推荐。            
(NA)	 不知道为什么...看了越狱我就很想去学习= =knowledge is power....            
(5星)	 其实比越狱好看的美剧很多            
(NA)	 只看了两季。文特沃斯•米勒是我在银屏上见过的最帅的男人。。。可惜现在发福了= = 不给力            
(NA)	 第一季是最棒的，多看几次也还是觉得经典~            
(NA)	 惊心动魄            
(5星)	 一双多么睿智的眼睛。            
(5星)	 经典            
(5星)	 极品啊~            
(5星)	 好！            
(5星)	 第一季就是惊艳            
(5星)	 经典··            
(NA)	 还记得每个星期焦急等下一集的日子            
(5星)	 帅锅啊！！！            
(5星)	 很多人说不怎么样~~我觉得还是不错的一部剧~~            
(5星)	 第一季我簡直驚為天人 神作。            
(4星)	 监狱出来之前很好看啊   怎么会有那么长的故事在越出来之后呢            
(5星)	 好怀念            
(5星)	 绝对是堪称经典，值得一看。你会爱上米帅的            
(5星)	 最初是因为喜欢看帅哥。中间喜欢看斗志斗勇。到最后喜欢看人与人之间不灭的感情。            
(4星)	 怎么会这么聪明呢            
(5星)	 真的好的无法比喻了            
(5星)	 还是第一季最帅~            
(5星)	 看《越狱》的时候我就特别的喜欢Michael 。我觉得不仅仅是长的帅气、然而他也演出了决定聪明的样子、O(∩_∩)O我喜欢他深邃迷人的眼睛            
(5星)	 没有看过这部剧的人，肯定落后啦！            
(NA)	 超级性感的米勒            
(5星)	 唯一看的美剧，至今还存在硬盘里，不时拿出来看两集回味下！经典~！            
(NA)	 第一季最好看！！！米勒超级帅！！！！            
(4星)	 耐心看完第一二集，彻底被Mike迷住~~~~~            
(5星)	 超喜欢~            
(5星)	   深深被吸入 其他的都不想看了            
(NA)	 我爱第一部和第二部，可是后面越来越拖沓……连续剧难道一定要如此吗？            
(3星)	 gay情            
(5星)	 第一季还是强烈推荐的，绝对扣人心弦！            
(NA)	 一部越狱，岂止是打开了中国市场。            
(NA)	 米勒好帅、、、            
(5星)	 第一部最精彩            
(NA)	 那会疯狂追这部剧，第一部超吸引人！第二部以后没有认真追了。第三第四我甚至都不知道它出了。            
(5星)	 那年的我和小浣熊 捧著PSP的小日子 是看著越獄過的四級 感情深啊            
(5星)	 挺好的，蛮有意思 还有个连口语的借口。            
(NA)	 大爱Michael，大爱Wentworth Miller。。。            
(5星)	 第一次感受到美剧的厉害就是这东西。            
(5星)	 陪了我四年啊            
(3星)	 其实接触的美剧多了就会觉得它其实JUST SO SO 啦~            
(5星)	 miller~~~            
(5星)	 陪伴我2年~大爱。            
(5星)	 值得去看看~~            
(5星)	 第一季真的超级完美            
(5星)	 那时候心里只有米帅米帅、            
(5星)	 疯狂哈              
(5星)	 第一季还是很不错，很好看，比较出彩的~            
(5星)	 让我想起了肖生克救赎，拍摄的地方好像都是一样的            
(4星)	 当时看的如此着迷，欲罢不能，第一季实在是经典！            
(NA)	 敲开枚举的大门            
(5星)	 第一季还是不错的~            
(NA)	 太好看了，第一部看的美剧。            
(5星)	 美剧启蒙篇            
(5星)	 剧情的确有的时候让人想不到，里面的认为博弈的方法也很高明，只是有不少的不严密和漏洞，以及很多无法解释的事情，有很多人物凭空冒出。但是，最最重要的是吗，他不是最最优秀的电视剧，却是陪伴我渡过高中，大学的电视剧，我我青春的一部分            
(5星)	 可以说这是偶真正滴意义上的美剧启蒙，从此有了通宵K剧的记录，有了每周焦灼的等待；第一季算是最上乘的了，扣人心弦，出人意料，如果就此收场，直接以字幕的方式交代各路豪杰的结局，那就完美鸟            
(5星)	 好看~~好聪明~            
(NA)	 越狱第一季。。。永恒的经典。。。情节扣人心弦。。。超欣赏米勒的高智商。。。结构学工程师。。。赞！！！万人迷米勒。。。            
(5星)	 好看的越狱，百看不厌。让人惊心动魄的情节。            
(5星)	 刚看完  果然很给力啊~             
(4星)	 当时看的如痴如醉            
(4星)	 第一部很强大            
(5星)	 清新...自由            
(5星)	 直到现在，我还停留在第二季            
(5星)	 1-3季都可以            
(NA)	 旷世之作            
(4星)	 每一集都能让人揪心，米帅也很养眼，虽然有点女性化            
(5星)	 美剧入门啊            
(NA)	 深深爱上你 米勒            
(4星)	 第一季最好看            
(3星)	 拖戏            
(5星)	 喜欢这部戏的原因是因为米勒和我初中暗恋的男生长得很像……我好囧……            
(5星)	 经典中的经典            
(4星)	 好看。            
(NA)	 我的第一部美剧            
(5星)	 看来看去还是第一季最好看            
(5星)	 恩 你应该看看其他角色，比如TB他的角色演的够绝            
(4星)	 我就能看得下去第一季            
(5星)	 完全应该见好就收            
(5星)	 很多人的入门剧吧，可惜我不是，我的入门剧是天赐~~~             
(NA)	 越狱1，是我看的第一部美剧，也掀开了我的美剧情怀！            
(NA)	 从第二季第6集开始编剧就不给力了。外挂就开始横行了。            
(5星)	 很给力~~~            
(5星)	 经典的当然要看，十分经典，继续第二季！            
(4星)	 第四季实在不想看了！！！！            
(NA)	 风靡一时            
(3星)	 只推荐第一季………………            
(NA)	 超喜欢，尤其佩服主角的头脑            
(5星)	 大爱            
(5星)	 真的是好看，太好看了            
(5星)	 从这开始，把美剧加进来。越狱当然是首位了。紧张刺激的情节和迈克的无所不能。            
(5星)	 米帅！！            
(4星)	 就第一部最好看，后面剧本越写越差= =  可观众还是要追到底，这就是烂坑的典范……            
(NA)	 爱上美剧从越狱开始            
(5星)	 强烈推荐的美剧            
(5星)	 尤其喜欢第一季，那种紧张的气氛和紧凑扣人心弦的情节            
(4星)	 scofiled..            
(NA)	 承认庸俗了，高智商，重情感，情节曲折，关键还帅，哎，齐活了。            
(5星)	 我看的第一部美剧，被震撼到！不可超越……            
(5星)	 惊异于某人的智慧啊～～            
(NA)	 只看过Season 1，之后的就看不下去了！            
(NA)	 刚开始看的时候觉得太不可思议了。情节如此紧凑环环相扣。看完一集还想看下一集，一口气把22集全看望了。回过头来再看第二遍的时候。O。满是漏洞……不过，还是一部好片。记住了一句话，貌似是 Prepare can only take you so far!            
(4星)	 很刺激            
(5星)	 很不错！！！            
(5星)	 从此爱上了美剧的跌宕起伏            
