http://movie.douban.com/subject/6013893/	城市猎人 시티헌터
(5星)	 看完后爱上了这泡菜男猪脚            
(5星)	 前十三四集真是精采過癮，之後開始疲軟，結局尤其草率，可惜了。李民浩（李敏鎬）由花美男晉身為演技派，配樂一流，所以，還是給五星。            
(3星)	 嘗試拋開所有成見欣賞,但結果仍是令人失望。豆瓣評分之高代表了什麼?            
(5星)	 别人推荐了很久都木有看 最后还是尝试着看了 发现确实不错 比诈欺好看额 韩剧这两年貌似有突破啊 秘密花园也是 这个也是            
(4星)	 我还是第一次在这给星。我的第一次阿，MINHO OBBA~            
(5星)	 被李民浩迷死了。。他在这部里看着无比顺眼~~            
(NA)	 我承认这部戏让我花痴了、            
(5星)	 好好帅啊！！！！            
(4星)	 其实一直觉得说起来看棒国电视剧有点丢脸，不过这部还算有所突破，复仇什么的，比全是情情爱爱强些||难道棒国帅哥的标准着装就是紧身衣裤+不穿袜子么            
(4星)	 虽然偏离原著太多，但是还行吧，下好了看的，很多地方会小快进下            
(5星)	 i can&#39;t remenber the day when i suddenly became too anxious to wait for the ending of a Korean TV series. But this one&#39;s special, it somehow makes me patient enough to cry.........It&#39;s worth watching!!!!!!!!!!!!!!!!!!            
(5星)	 前段时间看完，对第二季有期待，比情啊爱啊题材的韩剧有意思。            
(5星)	 我觉得挺好~            
(4星)	 又是一部虎头蛇尾的剧……            
(5星)	 好看的一米            
(3星)	 的确是比较少见的韩剧类型，不过和之前看的《坏男人》比起来，还是后者更出色。之所以减分是因为和原版基本没啥关系，只不过在自己的情节中能够自圆其说罢了。女主角虽然可爱但是在男一和男二之间实在有点多余，不是我腐，是片子走势已经如此，否则何必让男二“宛转蛾眉怀里死”呢？目前专注男二，嘻嘻            
(4星)	 其实还蛮好看的 就是结局太狗血了一点 期待第二部 lol            
(4星)	 幸好不算是悲剧            
(5星)	 对，我是外貌协会的。            
(4星)	 在韩剧里面还算不错了~            
(NA)	 金三角什么的最有爱了！其他都快进…            
(4星)	 很久没看到这么喜欢的韩剧了，尤其是对这种有担当的坏男人，根本没有抵抗力…            
(NA)	 如果说坏人都能得到惩罚，可是那些逝去的人们，却再也回不来了...            
(5星)	 中毒过深。。。            
(3星)	 纯属为了看帅哥            
(5星)	 啊哈，这部片子，荒废了我几天的时日，不过真的很好看，剧情很有吸引力。            
(4星)	 有点虎头蛇尾            
(3星)	 剧情各种吐槽，人物长相不错            
(5星)	 帅哥美女思密达。            
(4星)	 过程很喜欢，其实之前一直因为是李民浩演的再纠结是否要看，但是看了之后发现剧情很棒，是我喜欢的复仇类型，还有很多很酷很帅的武打动作，只是后面有些拖沓、有点不知所谓，但是总体是部不错的片子，有点想翻看一下之前的《魔王》了            
(4星)	 我是觉得看得不错，可惜被剧透后，真的看不下去了。还有李民浩，我就是无法喜欢你。。。            
(NA)	 摄像大叔，你一定爱上他了吧            
(4星)	 李民浩真的很帅有木有~            
(4星)	 冲着人去看的 =。= 还有四五集貌似看不完的样子了，尤美长大了真好看呀~男主看到后面有点审美疲劳了说~剧情是越看越无聊啊，刚开始还觉得蛮紧凑的，到后来BUG好多……            
(4星)	 擦！李民浩啊李民浩！！！！！以下省略几万字。。。。            
(5星)	 刚看完《痞子英雄》总统的私生子。。怎么就那么巧这部又是总统的私生子。。悲剧。一个一直对你说我不爱你你走吧的男人你能够等待吗？金娜娜可以，好执着的女主角啊~~            
(4星)	 果然是model，形象气质佳            
(3星)	 最近火爆到极致的韩剧，都不好意思跟身边人说不喜欢。。。可惜我真不是特别喜欢。。。女主角自《成均馆绯闻》后便吸引了我，但男猪的确不是我的菜，身材很好就是了。            
(4星)	 So goodbye don&#39;t cry and smile！            
(4星)	 算是不错的一部韩剧了，至少打破了一点路线，男主是帅啊啊，可惜结局为什么那么潦草！？            
(4星)	 一颗给剧情，不再是常规缠绵悱恻的恋爱故事，，剩下三颗全给男主角。。            
(5星)	 完全为了看李敏镐。            
(4星)	 帅哥是王道。。。            
(4星)	 虽然武打比不上港台片，但是李敏镐的身段还是胜过了以往韩剧里的柔弱男主们。。。。            
(4星)	 帅哥和美女,其实感动我的不是复仇什么的,就是坏人也有父子情.            
(5星)	 检察官很讨厌，好讨厌，十分讨厌。。。。            
(4星)	 小毛说···有帅哥的电视剧和电影我是绝逼会看的···好吧···我承认了···可是过去了这么久我才知道原来言承旭才是我的真爱···因为我看整部电视剧的过程中一直觉得男主角是言承旭···好吧···我土鳖···我不认识李民浩···            
(2星)	 除了花痴 你能有点别的么？             
(5星)	 我爱city hunter!            
(4星)	 为李敏镐的基友们一个个挂掉哭死            
(3星)	 李民浩的颜1星，腿2星，好了！            
(4星)	 零死角美男的壁虎漫步            
(4星)	 都是苹果儿4咧            
(5星)	 真的不错            
(5星)	 实际上前10集很精彩，但是不知道为什么后面就渐渐陷入瓶颈            
(4星)	 其实吧，就是润成爹为了润成爸让润成向润成亲爸复仇的故事，润成爹和润成爸那是火果果的JQ啊，润成和检察官之间其实也有JQ            
(5星)	 还是挺好看的，一口气用了两天看完！            
(3星)	 由于舍友的疯狂追戏 所以我就看了 男一男二的确感觉还不错 但是打戏实在有够烂 镜头拉的感觉太过了 不过整体感觉还可以 诚实说 金检死的时候我哭得稀里哗啦地 还有女主很可爱 女二给人感觉气质很好 我认为它还可以演坏人 因为她的眼神适合            
(3星)	 李民浩简直就是女版的白歆惠！            
(5星)	 很值得一看哦哦            
(NA)	 又泡沫了我(¯﹃¯)            
(5星)	 大爱...            
(3星)	 边打僵尸边看完的，只是为了杀死时间。好久没看韩剧了，这泡菜剧还是没长进，动作部分基本靠慢放，剧情也狗血，这种类型的片子还是要看米国的呀~~嗯，3分是给帅哥的，虽然经过了20集，已经疲劳了…            
(NA)	 一个字 帅！！！ 神马？这部导演叫陈赫？哈哈哈            
(4星)	 说是因为朴敏英才看的，会不会比较特殊，事实正是如此。给4星，一来是看的太虐心，骗了我不少眼泪。二来是还是落入了韩剧的老套情节，男女主角神奇的住在了同一屋檐下。。            
(4星)	 看完了哒！            
(4星)	 不错的电视剧，金检死得好惨啊。。。润城太可怜了。。。            
(5星)	 嗯，内心的挣扎与无奈，让我也很难受            
(4星)	 80后帅哥入青瓦台复仇            
(5星)	 五集之前，润成都是那么完美的形象，尤其是在公交车上和女主家里拿泡菜的时候，大赞大赞呀。完全是刀子嘴豆腐心无微不至身手超神风度翩翩！可为什么中枪之后所有所有的事都那么苦逼呀！！！润成好惨呀，感觉没哪天哪时没事的，所有的事都要让他出马，而且还越来越麻烦！！！            
(3星)	 三颗都是为了帅锅。。。            
(5星)	None
(4星)	 剧本写的还挺圆满的...就是结局过渡有点太硬了吧..韩剧如果更多采用日本非少女漫画/小说的漫画/小说来进行改编其实还不错的....            
(4星)	 如果没有李敏镐，也就1颗星吧            
(4星)	 只是去看帅哥来着，加一句，靠，小韩的民族主义极度狭隘，显露无疑            
(4星)	 题材算比较出新的韩剧了…………是的是的，李民浩太帅了！无抵抗力啦啦啦！            
(5星)	 经典的韩剧            
(5星)	 刚开始是呗剧情吸引，可是到了12集就没怎么想好好看了，编剧太狗血，坚持就下纯粹为了看李民浩，真不知他妈吃了什么，怎么能生出这么完美的儿子，不管是身材还是样貌，气质都是花美男中的佼佼者，更何况还比较man，这就更难得了。现在才发现韩国男人妖孽太多，随便说句，花痴无罪！            
(3星)	 剧情俗套，胜在演员出彩。韩剧已经不适合我了。            
(3星)	 偶像剧，呵呵。            
(5星)	 整个剧充斥着bug 剧情从12集开始就疲软了  但素但素 单看民浩儿纸不就已经足够了嘛 ！！！            
(5星)	 给了5颗星 可我还是很想吐槽！            
(4星)	 其实真的觉得李敏镐像言承旭啊有木有！！！！            
(5星)	 很久没有好好看完一部韩剧了！            
(5星)	 毕业后就没怎么看韩剧了，还是一如既往的赏心悦目，爱死李民浩啦            
(NA)	 和有爱的玲玲姐一起看            
(5星)	 李民浩！李民浩！李民浩！            
(4星)	 还真是挺帅的……李民浩同学的脸和身材加一星，功夫加一星=。=！            
(NA)	 李润城   我喜欢你  要是全天下的男子都像你这样该多好            
(5星)	 韩剧里唯一看到一部敢拿政治说话的片子，男女猪脚都很欢喜，期待第二部~~            
(5星)	 剧情很不错的说            
(5星)	 民浩oppa，只有你的长腿九头身材是我看完这脑残剧的唯一动力！！！            
(4星)	 不错，不过没有超过狗狼            
(5星)	 难得的女一没有在男一男二之间选择，难得的男二没有喜欢上女一，难得的女二没有在男一女一之间使坏，难得的男二只对男一执着，难得的男一拥有四个爸爸，难得的没有过多的男女爱情纠葛，难得的不是以男女爱情为主线。啊！好难得！            
(3星)	 美男            
(5星)	 李敏镐 你个妖孽！！            
(3星)	 消遣~            
(4星)	 我爱死你拉            
(4星)	 烂尾~            
(3星)	 自打见过女主的整容前。。一切都变了            
(NA)	 亮点就是男猪脚            
(3星)	None
(5星)	 李民浩蛮帅的呀~            
(3星)	 结束的有点仓促，朴敏英的演技有待加强，还是喜欢搞笑一家人里不当女一号的她。虽然剧情跟演技有点差强人意，还是感动的内牛满面。。。            
(4星)	 比不上那年IRIS            
(5星)	 为了李民浩而力荐的！哈            
(5星)	 舍为爱的最高境界！            
(5星)	 不一样的韩剧 不过依然是纯纯的爱             
(4星)	 最后两集最精彩。男人之间的感情。            
(5星)	 虽然夸张，但还是很不错。4.5颗星            
(5星)	 结局的好仓促 没交代清楚思密达            
(4星)	 前面几集真的不错.后面略显拖沓            
(5星)	 这结局还是不错的            
(5星)	 没有苦逼的女二号。只有李明浩。李明浩！！！！！！！！！！！！！！            
(5星)	 严重令本男成为花痴！            
(5星)	None
(1星)	 !!!!!男主角逊爆了好么！故事假死了好么！女主角呆死了好么！！！男２号不错！            
(3星)	 这部Bug百出，弱智脑残，男主角越看越受不了，女主角倒是越来越耐看。和去年的秘密花园没的比啊~~            
(4星)	 李民浩思密达，你有我喜欢的酒窝，穿西装很帅，笑起来很迷人～            
(4星)	 他无所不能，什么事情都可以搞定            
(5星)	 从搞笑一家人开始知道朴敏英，这部剧是李民浩自韩版花样男子至今拍的最好的了，能驾驭绿裤子的男子！            
(5星)	 养眼了            
(4星)	 矮油！怎么那么帅的啦，又沦陷了……            
(4星)	 节奏快的韩剧值得一看            
(3星)	 哪里有很好看啊...不觉得啊.            
(5星)	 好久没有看过给力的韩剧了~中间看的我那个叫揪心啊~~里面现代的那辆车太帅气了！我收了~            
(3星)	 这部剧我最不喜欢的人居然是润城他妈~每次看都有种不爽的感觉~特窝火            
(3星)	 弱弱的問一句，中國會給拍這種題材嗎？ 若果在中國肯定好看很多            
(3星)	 都猜到了 - -真是的            
(4星)	 我的槽点在无处不在千变万化的镇表大叔            
(4星)	 久违的花样男            
(4星)	 我是冲着李民浩去的，电视剧衣服好看，人好看。但是最后两集我真的看不下去了，对于能够预知的结局就没有看下去的必要了。总之力挺李民浩            
(5星)	 看完此剧，暑假无憾。被民浩哥攻陷内心，象征着本人花痴指数飞速直升！            
(NA)	 韩国都拿总统说事了。。！！！！基情满天飞！！！            
(1星)	 这一星是给长腿叔叔的 男二啊！我爱你！            
(NA)	 主要看人！！！真是帅啊            
(3星)	 韩剧咯，就那样吧。萌检察官才看的~            
(4星)	 脱水无泡沫韩剧            
(4星)	 李民浩是蛮帅的，不过看韩剧真的很累思密达~            
(NA)	 情节的话 不能说是完美当然有牵强的地方但是电视剧嘛 本来就是用来消遣的 不能较真 男主角最喜欢他的地方是第一集出来救大叔的地方 笑着逗那些人，感觉特别特别让人难忘，真的长的很大气 love            
(5星)	 我承认因为李民浩加了一颗星⋯⋯orz            
(5星)	 李民浩真的帅啊！md我不喜欢女主角啊！            
(3星)	 要不是有李民浩小盆友那小脸蛋和小身板撑着，我早弃剧了            
(5星)	 不光是帅~            
(5星)	 李民浩帅得无可救药。            
(4星)	 如果不是李民浩我大概就不会看了，帅啊！！！！这个剧情么就算了，全是漏洞，随便看看吧            
(5星)	 有帅哥看嘛~还有最后那个镜头终于看懂了啊亲~            
(2星)	 第6集果断弃            
(4星)	 情节稍嫌拖沓，还有点矫情，不过总体还行。个人觉得男女主演的演技都挺不错。男主挺可爱，女主的性格不错，坚强乐观隐忍，难得的没有踩到我的雷点。            
(5星)	 原谅我这个花痴又一次爱上李敏镐吧。            
(5星)	 ...外貌协会的........棒子想打北韩想疯了吧...            
(1星)	 最受不了的除了剧情还有养父那张苦逼的脸，每次在画面里背对着我，我的心就开始揪起来，一转头，果然又是这副苦逼的表情，吐血~~~~~导致我现在看到电视剧里有男人皱眉画面超过三次就想进电视机里去挠他！！！！            
(4星)	 演员个个养眼，还都是演技派，能有这么一部韩剧不容易。俩主角还恋爱了……            
(4星)	 最后落入了俗套            
(3星)	 凭啥一吃泡菜的鼻子那么挺！？weil？？大长腿真心稀罕！            
(5星)	 有些没看的或只看一两集的小看我们这些迷，看过的才有资格说什么            
(4星)	 完全就一个神话人物思密达，不会还是花痴了.... 好帅气的男纸.....             
(4星)	 蛮好看的棒子剧~~            
(5星)	 好身手~            
(3星)	 仇恨啊，究竟能大到什么地步啊。            
(3星)	 检察官居然死了             
(5星)	 各方面都不错,但是如果是为了看漫画改编的人就不建议了,和原作没啥关系            
(NA)	 思密达            
(5星)	 绝对的好看！大爱李民浩~❤❤❤❤李润成是我喜欢的类型。。。            
(4星)	 一部充满亲情，爱情和友情的韩剧            
(4星)	 巨蟹男~~               
(4星)	 小伙子笑起来很好看             
(4星)	 完美            
(3星)	 没想到我还会看韩剧……喜欢检察官。男主是挺帅气的，总是会想起言承旭的道明寺。            
(4星)	 电视剧的视角很独特，复仇计划是整个故事的主线，李振彪传统复仇者的代表，他们将不惜一切代价将仇家置于死地，而李润成是现代复仇者的代表，他们维护现代社会的法律，将罪行公之于众，将罪人绳之于法。不取人性命，即是避免了新一轮的复仇，也是众生平等的现代思想的体现。            
(4星)	 It is so so pretty that I am sad because of the death of Mr.JIN.            
(4星)	None
(4星)	 李敏镐够有型            
(NA)	 好想说：终于看到了脖套！多年不见啊脖套！            
(5星)	 从头到脚的帅思密达            
(3星)	 苦儿复仇记。韩国人就是喜欢做包装。            
(1星)	 和城市猎人有一点关系吗？            
(5星)	 李民浩打架时候的那个配乐真棒            
(4星)	 李民浩很帅！            
(4星)	 怎么说，演的可以！导的太差，漏洞百出！很多不现实的！            
(4星)	 帅锅,我喜欢!            
(3星)	 终于看完了，忍不住吐槽一下，这评分也太高了吧，至于么至于么。对男主角长相无爱还能坚持看下来，都被自己感动了。看到最后觉得，男女主角在不在一起有什么关系啊，人家女二女三都打酱油了，女一太幸福也不合适。            
(5星)	 男猪脚太善良了，女猪脚很自然讨人喜欢，真不愧巨蟹男和双鱼女            
(5星)	 李民浩！帅！            
(4星)	 男主很帅~~就是剧情等不起，典型的童话小说，我不适合等韩剧啊，等着等着就不想看了！            
(4星)	 想了很久还是不太接受结尾...            
(3星)	 男主角太帅了，女主角太美了。但最难得的是一部剧情不错的韩剧。            
(4星)	 好吧不得不承认两大男主演才是看点。嗷呜英株NC粉不解释╭(╯^╰)╮但其实说起来李真彪大叔也很帅啊捂脸&gt;&lt;就是结局太渣了！！接受不能！！期待第二部。            
(4星)	None
(1星)	 真是侮辱了城市猎人漫画            
(4星)	 偶尔随大流看下NC的韩剧美男还是有益身体健康的。            
(5星)	 刚刚看完 剧情紧张刺激 检察官先生走的太快了 接受不了啊 期待第二季的到来 李明浩 帅啊 加油啊 值得一看的电视剧 太棒了            
(1星)	 看了第一集，20个特种兵就这么被干掉了？脑残的编剧啊，大晚上的不知道潜水啊，不知道靠近潜艇啊，不知道占下潜艇啊，还傻乎乎的和平名一样往外游            
(4星)	 虎头蛇尾啊，可惜了。            
(3星)	 男主腿好长啊！！！！！！！！！！！！！！！！！！！            
(4星)	 唯一一部从头看到尾的韩剧，李民浩很帅，情节也还行，给个好评吧！            
(4星)	 给帅哥和美女的            
(3星)	 3星是根据和国产同类型电视剧对比给出的。不和原作做对比，单从剧情上讲有点拖沓，在手法安排上也不算精妙，除了帅哥靓女和“城市猎人”的名号实在找不到理由给高分。            
(NA)	 不错的电视支持了            
(3星)	 只能看到10集            
(2星)	 男主角是长得不错。。但是剧情真的不怎么样。。我觉得也没多好看。。            
(4星)	 表示很喜欢检察官大人。哈哈。            
(4星)	 为了民浩的长腿。。。也要4星啊~ 男二还好意思自称长腿叔叔=。=            
(4星)	 罒ω罒补美剧荒的空虚 仔细看李同学还是长的不错的            
(NA)	        带着仇恨，却选择更为人道的复仇方式。我爱上你的笑容了~            
(4星)	 擦 男主角帅死&amp;女主角美死             
(5星)	 没事看看的好韩剧~            
(4星)	 偶尔花痴一下还是有必要的~            
(5星)	 挺好看的，但是并不迷恋男主角，还是喜欢玄彬。。            
(5星)	 真的很好看，很喜欢。            
(3星)	 韩国MM们无论什么季节什么时间都喜欢露大腿。。。            
(3星)	 不错。可以看看的偶像剧~            
(5星)	 喜欢润成，喜欢李敏镐            
(5星)	 确实是不错的韩剧            
(5星)	 萨狼黑~            
(4星)	 看这部剧最后悔的就是看到一半时去看了一些影评。我觉得广大群众对偶像剧的要求是不是太多了点。那么些说编剧脑残什么的人去看看市面上的偶像剧。。。总的来说，我觉得，这部还算不错的了。            
(3星)	 被骗了，以为是完美结局。            
(4星)	 看到十二集了···估计暂时不会再看下去了···评论看太多果然不好，可是也觉得很多地方都吐槽无力！！要搞基就完全搞基，明明有男女主就表乱来嘛~~还是这么个绝世苦逼好男人，帅得要死一样！苦大仇深的剧情看得人心累·····之前那么惊喜，结果慢慢失去感觉鸟····            
(3星)	 太纠结了，在检察官死的时候流泪了。下一部打算看轻松又小清新的日剧或韩剧。            
(NA)	 就是为了看帅哥            
(5星)	 编剧有点白目，男人还是帅的。            
(3星)	 金英株一棒子就被敲死了，李明浩胸口接子弹都不死，差距啊！            
(5星)	 爱爱爱爱爱我爱LEE MIN HO            
(3星)	 不像韩剧的韩剧蛮不错            
(NA)	 大爱minho!            
(4星)	 男2你死的太坑爹了，你脑袋不带弯儿的！！！！            
(5星)	 太帅了。。。。李民浩。。            
(NA)	 帅哥还是喜欢检察官那型的。。。            
(5星)	 =。=白血病是万用理由么？孩子生父问题也加入了呃，不过还是很新颖啊好看吼吼~            
(5星)	 ！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 这和漫画已经没关系了吧……这些全不论，他公然穿黑色风衣配粉红色裤子啊，粉红色啊！            
(5星)	 有点眼熟哦。。。            
(4星)	 美男zhi~帅shi了哇...萌的哇...唯一一部从头看到尾的韩剧...            
(5星)	 其实我是冲着李敏镐去的...            
(3星)	 为什么我觉得李民浩卷头发的时候很像言承旭，男2有点像宋承宪            
(NA)	 帅啊~            
(5星)	 好看~            
(4星)	 挺好看的一部 但还是有点狗血             
(5星)	 太帅啦            
(1星)	 一集没看完，看到男猪爸爸朋友在泰国种鸦片说什么除了韩国不能卖，妈的，立马关掉。男猪这也叫帅？除了身材还行，那外翻的嘴唇            
(5星)	 李明浩太帅了！！            
(4星)	 女主角很有爱，也很有个性的，很喜欢            
(4星)	 这剧即使不看韩剧的人也应该看看的剧集，韩剧中很少的类型，会火不奇怪，各种元素放在哪里都适用这点很值得一看！            
(4星)	 只为帅哥，剧情都是浮云            
(4星)	 好看。因为是棒子剧，所以拍到这个份上我认为已经很好了，只是结局好仓促啊。            
(4星)	 帅死了            
(5星)	 纯粹为了李民浩不解释。。。            
(3星)	 终于看完了 结局完全无感了！好吧 我庸俗的被男一的美貌秒杀了 我花痴了...            
(3星)	 我只能说看美男看美男看美男。。看美男啊。。。。 还是离IRIS差好远。。。我只能说无法超越的IRIS 。。。。            
(NA)	 和男主惺惺相惜滴小受怎么就能死掉呢...!!!真难过            
(5星)	 帅哥，让世界更美好……。HLL的长腿让我流了多少口水，第一部完全忽略剧情而打分的韩剧，5分，为了帅哥，哈哈            
(NA)	
(2星)	  just waste of time            
(3星)	 看的头疼死了。果然如朋友所说，你已经不适合看韩剧了！但是，李润成的大长腿我还是蛮稀饭滴~            
(4星)	 男女主角都不是我的菜            
(3星)	 烦死了，自从和坏男人是一个编剧以后，大家就比哪部好？我只能说编剧是一向的nc，但这两部剧能比吗？唉，皮蛋，没人能欣赏你的美，哈哈。            
(3星)	 我竟然完整看完了一部韩剧。一句话，没有爱情部分就好了，爱情实在是太韩剧了。一个在美国学习了7年的孤儿应该是对人很热情礼貌的，结果又韩剧化。整部片子拍摄技术水平很高（想想裸婚时代那拍摄质量）。好多女生觉得20集结束得戛然而止，我觉得刚刚好。最后和爹握手很感人，虽然有仿创世纪的嫌疑            
(5星)	 很好看，剧情紧凑虽然有些部分还是有点闷。动作的戏份拍的很好，李民浩打得漂亮，看得出下了不少功夫，练了不少日子。结局蛮悲剧的，蛮悸动人心的。还算是happy ending啦~            
(4星)	 韩剧的套路：男主又帅又有钱，女主是灰姑娘。不过男主真的很帅！！剧里所有人用的手机都是一个同一牌子，同一款式，车也是。。。估计都是韩货吧。            
(4星)	 男二号居然死了....            
(NA)	 陪女人-。-。。。            
(4星)	 虎头蛇尾            
(3星)	 苦大仇深的纠结了20集，真有棒子特色~最后那颗星完全是鼓励一直在努力的具俊表~            
(NA)	 西提亨特            
(5星)	 剧情很特别 喜欢李民浩            
(3星)	 目前是我完整看完的韩剧。就这一个。长腿长脚的人打起架来是比较赏心悦目。对男主角感觉一般，鼻子太大。整体剧目要比以往的韩剧好些。算八错啦            
(5星)	 剧情很狗血，但男主是在养眼，很惊诧为什么韩剧中的各色帅哥层出不穷，偌大的中国就没有这样，即长的好，眼神有那么清亮的帅哥呢？韩国帅哥的眼神我最喜欢了！            
(3星)	 帅哥靓妹的剧，不能当谍战剧来看            
(3星)	 越到后面越不知所谓！            
(4星)	 一星送给因为不断支持和善解人意才能够使大家度过很多关键时刻的美女医生；一星送给无公害纯真水汪汪 爱情戏码奉献得满满当当的nana；一星送给九头身无敌帅720°无死角的cityhunter润成（好像有点不公平）；最后一星送给本人从头到尾最偏心的木鱼脑袋一根筋到底维护正义付出了生命却失去最爱的金检察官            
(4星)	 可惜了男2死了..            
(4星)	 一，最深刻的感情除了父母就是一同出生入死的战友了；二，如此贩卖毒品赚取大把钞票，有没有想过间接害了多少人，不买给棒子是恨还是爱祖国？三，帅哥果然是要运动起来的才有感觉，居然同属兔啊~~~ 剧终感受：生命之完完全全不能承受啊..但无论如何都觉得最后那个对视而笑的镜头完美了              
(5星)	 是看了那篇什么ABC爸爸去看的。。忒搞笑了。。            
(3星)	 原来，这部电视剧中令人唏嘘的爱情，应该是属于检察官的。可是，他死了。            
(4星)	 男主真是适合戴面罩啊……检察官就不能活着么……            
(NA)	 刚看完《城市猎人》，记住了李民浩。            
(4星)	 男主很偶像~~~            
(3星)	 剧情的漏洞就不说了，就只想问导演，为什么每次男一不管是逃跑还是救人，总是在慢慢踱步？            
(4星)	 终于断断续续地把这部剧给看完了。制作得还算精良,但其实我觉得也就一般好看啊!倒是最后一集泪点多多~其实我比较心疼男二和女二~多好的人儿~~T^T            
(3星)	 剧情太狗血            
(5星)	 好久不看韩剧了。。。被这部剧深深地感染。。。suddenly灰常好听O(∩_∩)O~            
(4星)	 长腿叔叔应该是李民浩            
(5星)	 赚了我多少眼泪。            
(4星)	 剧情很反动嘛，这样的题材在咱这估计是难拍的。总觉得这样的题材适合tvb，能驾驭得很好。男主帅翻了            
(4星)	 这部电视剧还是在开始的时候深深地吸引着我，虽然对于结局的处理很不解，但是我仍把这部韩剧永久的收藏在引动硬盘中，觉得还是会再看的。            
(4星)	 男主角不错，有刘海就是不一样~~女主角就是一标准的韩国整容脸，看一眼就很够了，还是女二号气质比较好~            
(NA)	 还好最后的结局不是男猪脚为女猪脚死了            
(4星)	 个人觉得结局怪怪的。。。            
(NA)	 不错！女主很口爱！            
(5星)	 李润成是我的第二个初恋，金娜娜我也很爱，总之我希望李润成幸福。            
(5星)	  如果是男主角的粉丝，那你一定要看！！！如果你不喜欢男主角你还是应该看！！！            
(3星)	 真的老了，看不了韩剧了...到第三集忍无可忍霸气关了，想着其他韩剧也给个两星什么的，更别说李民浩这长腿这脸了，勉强三星了....PIA飞了 这是犯什么毛病看什么韩剧啊。            
(5星)	 还不错，值得一看，只是结尾死的人太多了。            
(4星)	 男主很帅。            
(NA)	 结局真是让我无语，史上最酱油的女主。。            
(3星)	 李敏镐啊……            
(5星)	 虽然有点头重脚轻。但是相对于只讲情情爱爱的韩国片来讲。还是非常不错的、因为男主这造型实在是酷毙了啊啊啊            
(5星)	 剧情不错，男女主角很好看。喜欢李民浩            
(4星)	 好吧，看完之后我确实想说：这个男人好帅呀……            
(4星)	 不喜欢女一怎么办……弱智且做作啊-。-            
(1星)	 尼玛劳资没看剧透剧情简介就点开看了啊，正吃着早饭就看到血腥的生孩子和血腥的爆破杀人啊，忍着恶心等男猪出场就看到大叔脸1和大叔脸2啊，然后又看到大叔脸们的温情家庭戏，劳资就失望了啊难道就是主角吗？！继续看到碟中谍画面劳资终于忍不住跳起来把它关了啊，于是劳资就活该没看到帅锅出场啊~~！            
(5星)	 很喜欢里面的润成的动作戏,他对娜娜的好不是在嘴上说的是行动,里面的插曲很感人,这是我看过比较特别的韩剧吧,女主角没在男一男二中选择不定,女二没在男女主角中间使坏,男二没有追着女主反而老跟着男主...好吧,推荐!            
(3星)	 韩剧能拍成这样也差不多了，其实我觉得李民浩第四集就应该可以发现了，又没什么伪装，要是自己不是偏执狂，可能就不会坚持看完了。            
(3星)	 就经典韩剧情节呗。。   不过确定两件事：男人一定要会打架；电子产品还是apple最给力            
(4星)	 不同于以往的故事背景 不是爱来爱去的韩剧 有新意！~            
(5星)	 太爱了，每星期等两集，折磨啊~            
(3星)	 完全外貌协会，快进看李民浩了。            
(4星)	 打斗场面简直就是有点有违客观规律，不过场面是挺帅气的。。。            
(5星)	 为了李明浩            
(4星)	 帅气的李民浩~~漂亮的衣服，车子，还有房，典型的韩剧，挺喜欢的            
(3星)	 冲着朴敏英的，还行。韩国人总能用5个演员演出50个角色，还都能在同一个血亲、关系网中联接             
(NA)	 怎么能整得这么完美喃            
(5星)	 帅的~            
(4星)	 帅哥！美女！！！！！            
(NA)	 李民浩很帅的            
(3星)	 冲着视觉系的男女主角去的，没想到还是受不了爱情剧的速度下的碟战片的调调。终于完整看到第四集的时候直接看最后一集。            
(4星)	None
(4星)	 主角都很养眼啊，偶像剧看的就是不真实、看的就是靓丽            
(NA)	 越來越有型的李敏鎬            
(3星)	 星星都是给天使面孔魔鬼身材的男主的，剧情真的很一般            
(4星)	 还不错。            
(4星)	 润成xi~~~            
(NA)	 一晚上能看十集，我容易吗            
(4星)	 虽然有点夸张，但是，还是忍不住看完了            
(3星)	 怎么说.看多了怎么觉得来来回回都是这样阿....~~我也想整容整成kim nana.            
(4星)	 言承旭和李民浩长相相似 但是李民浩更帅 本剧男一号有型有帅又痴情 难得 女一号温柔坚强还会柔道 男二号死了可惜 对韩国敢于拍现代的贪污腐败的致敬            
(4星)	 昨晚看的最后一集，真彪大叔全身中弹的时候我哭了，28年的复仇终于结束了，以惨烈的结局结束了            
(2星)	 男主不是我的菜 觉得有点像言承旭 片子里只有打架的镜头我喜欢的 男女主一会儿相爱一会儿不能在一起 然后 白血病 亲身父母兄妹  催悲的男二号 反正怎么狗血怎么来 实在受不了 和北条司有啥米关系啊非要给这么个名字 反正就是偶像明星出来玩帅的 剧情啥的都是背景 小mm尖叫就算完满了            
(NA)	 剧情很紧凑，不错。            
(3星)	 唉。。。            
(2星)	 囧……我偶像剧看到满负荷了把            
(5星)	 真是很棒的一部剧，大爱！！            
(3星)	 受不鸟 。。。真不该看女主整容前的样子            
(5星)	 唯一一部韩剧没有什么拉拉扯扯 勾心斗角抢男主角什么的~ 然后还是有各种苹果在里面~~李民浩怎么能那么帅~            
(3星)	 怎么看主角都不像MIT毕业的            
