http://movie.douban.com/subject/2300194/	甜蜜蜜
(NA)	 喜欢那首沁人心脾的甜蜜蜜            
(NA)	 般配的一对。。。            
(5星)	 喜欢那个时代的爱情，很纯粹，很甜蜜，很虐心            
(NA)	 可怜啊            
(5星)	 誓死的爱情，悲惨的结局，不喜欢结局            
(3星)	 想推荐来着，但结局不太好。唯有这样才能化解一切，最后在一起？            
(4星)	 叶青她妈简直就是有毛病，最后的结局有点不爽啊            
(NA)	 那个年代因为邓丽君的一首《甜蜜蜜》让两颗心慢慢靠近，再也不能忘怀.......那我的故事呢？是否也曾经是因为一首歌而引出一段至今令人难以释怀的故事呢......            
(5星)	 真爱永恒、此生跟定了一个人便会懂得顽强固守情愿心甘、进而我的爱刻写在生生不息里、执着坚定是爱不变的姿势。她会一直等他睁开眼睛、陪她说笑、娶她回家。            
(5星)	 那个感动啊            
(5星)	 那么爱邓超！            
(4星)	 好看            
(NA)	 在寝室看的  在激动的时候  我的好几个衣服架都壮烈牺牲了            
(5星)	 雷雷啊雷雷。            
(3星)	 还行            
(5星)	 好喜欢这个剧，小时候幻想中的爱情就是这个样子：情侣经历种种磨难和波折最后依然忠贞不渝，多荡气回肠。。可惜现实很无奈，所以看这剧过下瘾吧~~推荐！            
(5星)	 从此爱上这对儿            
(5星)	 男二号相貌英俊心地善良有人性有知识有前途，可是就是让人爱不起来；邓超你太帅了 除了沈浪大虾 本姑娘只花痴你一个啊            
(3星)	 爱情不曾苍老，老去的是我们胆怯的心。             
(2星)	 编剧脑残            
(5星)	 导演你韩剧看多了啊？！            
(5星)	 金童玉女~            
(5星)	 两只都很赞            
(NA)	 结局真是很悲惨的说~            
(5星)	 觉得他俩真是绝配。            
(4星)	 我也不知道我的爱情到来时会是什么样子！希望像雷子一样的！            
(NA)	 大陆版稚嫩纯洁的爱情剧            
(NA)	 甜蜜蜜的时间太短，惨兮兮的时间太长            
(5星)	 导演可以改结局不            
(5星)	 爱邓超！！！真的好喜欢雷雷。。。但是这两个家庭，尤其是叶青她妈，太不开化了。。。啊我还是想说我爱雷雷啊。。。老公你说要介绍邓超给我认识的~！            
(NA)	 为什么不懂得珍惜呢            
(5星)	 纯真的爱情永远让人心疼。            
(5星)	 太他妈的文艺了            
(4星)	  甜蜜蜜             
(NA)	 何苦呢 我们还是在一起 这来之不易的爱啊            
(3星)	 你的声音，像一个我挣脱不掉的魔咒            
(NA)	 加入了自己的生活细节，小情侣吃棉花糖，很有爱！！            
(4星)	 都说他们会在一起。结果呢            
(4星)	 一个凄美的故事，与它的剧名恰恰相反。            
(NA)	 雷雷            
(3星)	 戏内戏外，他们是多少人心中的金童玉女？            
(4星)	 我喜欢这口味的            
(5星)	 豆瓣猜还是强大的。知道我喜欢~            
(4星)	 结局让我有点失望，有点残忍            
(3星)	 他俩在一起之后拍的            
(5星)	 最爱的一部电视剧            
(3星)	 和爸妈一起看的，我爸还挺喜欢看的，我就没什么胃口            
(4星)	     甜蜜蜜的回忆。。。。。            
(NA)	 对这对不爱            
(NA)	 好看。。。            
(1星)	 实在是厌恶邓超.什么玩意            
(5星)	 电脑里唯一一部不愿意删掉的电视剧。我喜欢叶青坚强隐忍的性格。            
(5星)	 不能不看！！哭！！            
(4星)	 没看完，反反复复很累了，即使是你俩演的            
(2星)	 我会一直陪着你，一辈子也不分开了。。。。            
(4星)	 高希希啊高希希，你有才是不假，但千万得注意时代背景，但凡外景基本bug...            
(NA)	 沙溢就是这部剧里面起来的..            
(NA)	 结局啊，结局，真不给力            
(NA)	 叶青的妈妈的改变让人讨厌 雷雷的直白与执着让人感动 韩老师的放手也让人感动            
(5星)	 好久没有看样的电视剧了，那样的时代，那个时代的人，那些人的感情，简单而又令人感动。再也找不到了。            
(5星)	 过后就真的甜蜜蜜了！            
(5星)	 邓超和孙俪超配的。            
(4星)	 原本以为会很傻逼的，没想到看了之后渐渐迷上了甜蜜蜜。            
(5星)	 从这部开始，觉得邓超不错。            
(4星)	 他们俩只。。。            
(4星)	 刚出来的时候看过几集，最近电视放又看上了，刚才打破了我坚持了3天的早睡习惯，把后面几集都看完了。这剧给我最大的收获就是——以后不管我女儿爱上“小流氓”还是“大流氓”，我都不反对！多糟心啊，那叶青妈搞得人家中年了才破处，还变一植物人，导演是虐心派的，最后也没个好结局。            
(4星)	 天生一对啊~            
(4星)	 邓超，够爷们~祝邓超，孙俪幸福ing。。。            
(5星)	 若为爱情故。            
(5星)	 幸福啊            
(NA)	 纠结死了~~~            
(4星)	 始终记着骑着摩托车的雷雷            
(5星)	 好感人阿 哭了好几次            
(4星)	 回家之后又看了一遍。演员真是演的很好哇。            
(3星)	 那些永远不会回来的纯情年代.            
(5星)	 很赞！当时推荐男朋友看，我有东西跟他交流，但他始终没看。            
(4星)	 爱的死去又活来，却又欲罢不能~            
(3星)	 破结局！            
(5星)	 受不鸟了，，太心酸了。怎么特么就那么纠结            
(5星)	 让人横冲直撞 被误解  被骗             
(3星)	 又是跟我妈一起看的。            
(5星)	 初恋都是美好的，但有多少是这样撕心裂肺的？唉。            
(NA)	 看了中间几集，什么妈啊，实在看不下去了，想看到他们的幸福结局直接看结尾两集了，可没想到居然是这样的结局，一路坎坷，苦涩的甜蜜，不禁大呼导演至于这样嘛            
(5星)	 绝对的经典            
(NA)	 孙俪和邓超版本的。。。最后两集没看到。            
(4星)	 年代剧 某人说他爸小时候就雷雷那样的 我对谁会像雷雷对叶青那样呢            
(5星)	 喜欢孙俪和邓超——绝配~~喜欢雷雷的孩子气、倔强、不服输、坚持~~            
(5星)	 貌似很久没有看到这样纠结，这样荡气回肠的电视剧了。中间好几次看不下去，是因为他们的爱情太坎坷太艰难，无数次潸然泪下，无数次扼腕叹息，无数次感慨万千，但愿有情人终成眷属，但愿爱情都以美好结局。。。            
(5星)	 我的最爱啊，看得我哭了又哭 %&gt;_&lt;%            
(5星)	 喜欢他们一对。。。            
(4星)	 就像豆友说的那句：“每当看到那些为爱痴狂的歇斯底里，我热乎乎的小心脏还是会被感动撞得怦怦跳动。永远不会丧失感受爱的能力是一件多么美妙的事~~~这是青春赋予我们的神力。”当我看见自己成人的当口还能感知这种爱，是一种多么值得珍惜的幸福。 证明我的心底还有纯真。            
(3星)	 我看的最快的一部连续剧，一个下午加一个晚上。            
(NA)	 知青时代的爱情……            
(4星)	 喜欢他们演绎的这段爱情，爱着痛着~~~            
(5星)	 我们得在一起            
(NA)	 老妈喜欢邓超，我是陪她看的            
(3星)	 为什么雷雷这种无法无天让我难以忍受            
(5星)	 彼时和某人一起看过的电视剧。邓超和孙丽。这类剧，大概 我再也不会去触碰了。            
(5星)	 雷雷            
(5星)	 超喜欢            
(NA)	 灰常喜欢 ~            
(4星)	 有点悲            
(4星)	 一向是不看这种年代的电视剧的 这部看的最认真 喜欢他们俩            
(5星)	 喜欢邓超            
(4星)	 还不错吧            
(3星)	 ···            
(3星)	 苦喳喳            
(3星)	 你俩假戏成真咯？            
(2星)	 结局那个狗血得            
(4星)	 韩阳太压抑...            
(4星)	 如果爱，请不要怀疑。            
(5星)	 一个年代养育一代青年            
(4星)	 雷雷、            
(5星)	 使劲使劲地想内地有什么好看的偶像剧，好不容易想出了这一个，容易么我            
(3星)	 专为孙邓二人打造            
(NA)	 和妈妈一起看             
(5星)	 戏里戏外幸福的一对儿            
(4星)	 孙俪 邓超 加油幸福啊~！            
(3星)	 剧情有硬伤，但是演员不错            
(5星)	 很喜欢那个时代，真觉得自己生错了年代！            
(5星)	 结局实在太惨了 一点儿也不甜蜜蜜            
(4星)	 邓超和孙俪，绝配啊！            
(NA)	 有点悲情，但是一直喜欢的情侣组合            
(4星)	 结局不能接受！            
(4星)	 纨绔子弟也可以是好孩子。            
(5星)	 认定了。。。所以就够了            
(4星)	 喜欢叶青的性格，讨厌她妈妈，超喜欢雷雷的坚持！！！            
(NA)	 孙俪 邓超 必看            
(NA)	 感动的哭了很多次最后一集看了不下20遍            
(4星)	 他俩闹到哪时候才能不这么纯情了尼？hoho            
(4星)	 喜欢邓超。。。            
(1星)	 本来很有兴致的开始看，中途打断了，当我准备再接着看的时候，当时的心情太过糟糕，以至于，我觉得这是天意，看不下去的《甜蜜蜜》，就这样吧~~            
(5星)	 喜欢雷雷啊，应该是很多女孩子想要的类型吧            
(5星)	 太喜欢他俩在一起啦！            
(5星)	 这一对很配~但是却总传出分手的消息，如果爱情真如这电视剧，那么那些因现实问题而分手的情侣就不存在了吧~爱情如甜蜜蜜，婚姻如幸福像花儿一样~            
(4星)	 这情节仅限于小说。不过很喜欢雷雷拿着棉花糖笑着走来的那一瞬。            
(NA)	 恩  看完了更想要孙俪和邓超在一起了。            
(NA)	 好激烈的爱            
(4星)	 他俩挺配。            
(4星)	 孫儷鄧超是我最看好的一對，但我就不明白，爲什麽經歷了千辛萬苦，最後弄成這樣的結局，實在不明白。            
(5星)	 这个夫妻档！从最开始你就知道他们会在一起，you deserve each other，但是当最后甜蜜到来的时候似乎有那么点苦涩            
(5星)	 有的时候我们需要理解 去理解雷雷叶青这样的爱情 去理解韩阳对叶青的执着 去理解家人的阻拦 我羡慕叶青有雷雷这样的爱人            
(3星)	 那是孙俪和邓超的甜蜜蜜 不属于我            
(4星)	 太喜欢邓超了            
(NA)	 明明就是苦涩涩            
(NA)	 我爱痞子~            
(3星)	 大一的時候在農大拍，恰好路過，看到孫儷，那麼嬌小可人。            
(4星)	 真希望所有的爱情都有个小团圆的结尾            
(3星)	 高希希式爱情            
(5星)	 看完甜蜜蜜，爱了上孙俪            
(NA)	 我的大爱～            
(3星)	 经典：流氓与装逼女的狗血生活             
(3星)	 貌似这个年代的片我都爱。            
(4星)	 官配呀，就是和谐            
(4星)	 认定对方后就要坚定。一起在走的幸福。            
(5星)	 越来越觉得邓丽君的那首歌唱的味道刚好，一个人路过音像店听到都会停下脚步。            
(5星)	 大头说，伟大的爱情大多不会有好的结局……            
(5星)	 当时哭的不行了。。。            
(3星)	 剧情比较拖沓，男主角还是让我没什么好感            
(5星)	 一起的回忆            
(4星)	 他们俩真是 拍什么纠结戏 纠结死了            
(3星)	 奔着这两个人去看的，感觉很多地方都能找到幸福和花儿一样的影子            
(3星)	 这结局也太刻意了吧            
(NA)	 本就是冲着孙俪去的，结果没有想象中好看            
(NA)	 我就纳闷了这俩人怎么就不能在一起，都这样了，天都动容了。            
(4星)	 让人心碎的爱情故事。。            
(4星)	 当一切触碰到爱，犯些傻又如何。。。            
(4星)	 比电影好看不知多少            
(5星)	 好吧，好吧，那些年            
(4星)	 遇见你之前我不相信遇见你之后我不怀疑我目睹周遭的改变适应 并且好好的活着我不向别人打听你的情况虽然你不在我目光所及这段感情不会跟人提起因为我已不再需要被别人了解因为我们两个人都明白已经很好            
(4星)	 不喜欢这个结局            
(4星)	 爱死了！！可我爸非说 明明是 甜宝宝……            
(4星)	 这一对演得让人无话可说～喜欢且欣赏            
(3星)	 就是没耐心看完，，，，，            
(5星)	 我爱雷雷.........            
(4星)	 本就是应该如此的坚守。            
(NA)	 结尾是心酸的，过程是甜蜜而心酸的            
(NA)	 一部分            
(NA)	 这个催泪.            
(3星)	 没看完 不过还可以吧             
(4星)	 如果爱情有榜样, 我一定最迷信你们俩的朝朝暮暮.            
(4星)	 很不错的电视剧，文革时期的纯纯的爱，最后的结局虽然不太好，但孙俪和邓超却将幸福在现实生活延续了，嘿嘿,不错...            
(5星)	 就冲俩人的表演            
(NA)	 我喜欢孙俪的表演            
(4星)	 从未看过此类国产剧，却是难得的好看，‘甜蜜蜜’在脑际萦绕久久难以散去。。。            
(5星)	 让我记住的是一段岁月            
(5星)	 这是一部 我百看不厌的中国电视剧尤其是他们最后一次的重逢 看完可以哭的一塌糊涂很好            
(4星)	 也是因为孙俪和邓超            
(4星)	 这个结局是我最不能忍受的...起码也动一下手指啊...够纠结的...            
(5星)	 悲惨的结局            
(5星)	 看过这个故事，就是登上了纠结界的珠穆朗玛峰            
(4星)	 好幸福的俩人。。            
(5星)	 超赞，喜欢邓超和孙俪，祝他们甜蜜蜜！！            
(4星)	   他们两个演得也的确不错 .孙俪真的适合演这类片子            
(4星)	 纯真年代甜蜜爱情记录！            
(4星)	 开始是冲着邓超和孙俪去看的 后来被雷雷和叶青的爱情感动了。。。            
(4星)	 电视剧名称很甜蜜，里面甜蜜的实在是很少            
(4星)	 甜蜜蜜，最后却甜蜜不起来，让人嗟叹            
(5星)	 某个夏天傍晚，走遍大半个城市，终于找到这个片子            
(4星)	 冲着男女主，还有那个时代的浪漫情怀，这戏还蛮不错的            
(4星)	 很不错的爱情故事，，喜欢他们两个人的表演。。。            
(5星)	 爱情不曾苍老，老去的是我们胆怯的心。            
(5星)	 爱情真甜蜜 多少年都不变。            
(4星)	 希望他们能真的在一起就好了            
(3星)	 实在是太粗糙 穿帮太多了 白瞎这部戏了~            
(5星)	 之后，天天和老公念叨邓超            
(4星)	 里面的打架有些太过狠辣了，可能是现代导演没有打过掌握不好火候吧，其他还都不错。的确甜蜜蜜，因为这个电视剧孙俪跟了邓超也是情理之中。            
(2星)	 你就不该取这个片名            
(5星)	 loving you and want you happy forever~            
(5星)	 执子之手，与子偕老，一个哀婉动人的爱情故事，不过结局令人唏嘘。。。            
(5星)	 很好~            
(3星)	 还可以~俗套的故事~出于对于这对银幕情侣的喜爱还是看完了~            
(5星)	 只愿对你俯首帖耳的桀骜不驯、唉、、、虐心之作。。            
(5星)	 演的超好 建议大家看            
(NA)	 喜欢！            
(3星)	 看着看着就直接最后一集了            
(4星)	 开始一直觉得邓超配不上孙俪，看完这个片子，到最后觉得还行，邓超越沧桑越帅啊            
(3星)	 真爱是不可能被忘记的，多年以后，所有错误都能被轻易原谅。            
(5星)	 本质是韩国的剧情，中国的国情。问题在从三九农场到城镇镜头变化衔接不好，具体表现在着装变换上等。关于甜蜜蜜可以这么总结：一个听到破鞋就暴走的男人和一个听到流氓就抓狂的女人之间发生的惨兮兮的故事            
(5星)	 俩人太纠结了             
(NA)	 如果不是孙俪和邓超主演，我怀疑是否有人看            
(4星)	 很美的爱情,我需要一个完美的结局。            
(4星)	 最喜欢他们搭戏。然后演这种类型的电视剧。            
(5星)	 他们俩演过的戏，都是那么的让我印象深刻            
(3星)	 老白啊老白，你怎么变成了一个医生了啊老白；天啊；            
(4星)	 too many bugs            
(5星)	   曲折艰难，却还是让我看到了一种潜伏的巨大力量，让我对爱情的理解不再那么梦幻-不现实，在一定程度上可以反映现实中的爱情，很受感动。            
(NA)	 那个年代的感动            
(3星)	 很甜很蜜`~~            
(5星)	 喜欢他们的演技，很自然那个年代的爱情或许多少还是不太能理解，也许电视过于理想化了还好一切都有坚持！            
(5星)	 唯美 不过看得很纠结，也许，我也会遇见男主角那样的人吧            
(3星)	 纯粹因为邓超而看            
(5星)	 看过这部戏后，邓丽君的《甜蜜蜜》听出了另一种味道，缠绵并且久久回味，爱情是一种戒不了的毒品！            
(4星)	 结局不好，放弃            
(4星)	 看过几集，挺有意思的，真情流露啊            
(3星)	 后面有点谬            
(4星)	 国产也有我喜欢~~            
(4星)	 这部剧真的好看，就是有点虐！            
(5星)	 执着的爱            
(4星)	 挣扎的父母，两个人甜蜜蜜的很多苦恼。            
(3星)	 看着老白那张脸，我这叫一个窝心呀！            
(3星)	 等待话剧版            
(NA)	 当时看这个片很是感动  两个人 那么多年 一直不离不弃             
(4星)	 喜欢邓超和孙俪，没办法。            
(3星)	 希望现实生活中孙俪和邓超能够幸福的一直一直在一起……            
(3星)	 一路抑郁  如果你诚心找抑郁 请看。。。            
(4星)	 有些俗套，有些夸张，有些感人。喜欢孙俪和邓超。            
(3星)	 剧情有点儿俗套，情节有点儿拖拉。            
(4星)	 这是爱情吗？？？？？？            
(4星)	 只看了一点点，真的不喜欢年代戏            
(4星)	 结局太假但故事太真            
(5星)	 太让人心酸了            
(4星)	 曾经看的哭的鼻涕一把泪一把的。            
(NA)	 因为那一对才去看的……            
(2星)	 编剧不行。            
(5星)	 浪漫的两口~            
(NA)	 喜欢雷雷~            
(NA)	 那年，到访。喜欢这部剧，你为我下。我一个人傻傻地哭。只便是期待我们也会此般不离弃。可是，你没有。            
(5星)	 很好            
(NA)	 多配的一对~            
(4星)	 知青总是有很多故事，孙俪总在演知青            
(5星)	 好不容易在网上找了一个在线看高清版本的，超清楚http://tv.sohu.com/s2009/tmm/邓超疑似穿越            
(NA)	 没什么感觉            
(5星)	 除了结尾~            
(NA)	 没有《幸福想花儿那样》甜蜜            
(5星)	 超感动，为爱情！            
(5星)	 落后分子对落后分子！            
(5星)	 很好看，真的很不错啊            
(5星)	 大爱这部片子。孙俪和邓超都是实力派演员，邓超把雷雷的蛮劲演的淋漓尽致，只可惜最后的结果，真的是一个绝对的悲剧；孙俪的大眼睛把叶青的清纯和倔强都说了出来，他们是绝配。看到他们终成眷属，真好……我祝福他们！            
(5星)	 感人，纯粹。            
(4星)	 主要是喜欢两个主角演员~            
(4星)	 坎坷再多 心里也是甜蜜蜜的吧            
(3星)	 纠结死了，最后也没个美好结局。            
(4星)	 個人覺得還不錯的連續劇，第一部國產連續劇讓我看了好幾遍··            
(3星)	 怎么这么矫情？            
(5星)	 我爱甜蜜蜜 我爱邓超孙俪 要幸福！！！            
(5星)	 相逢很让人感动！~错过也让人扼腕啊！！~            
(5星)	 很喜欢这部片子，即便结局让人痛心，但至少他们终于在一起了            
(5星)	 超爱雷雷            
(5星)	 孙俪的戏很好             
(5星)	 我以为我也可以像他们            
(4星)	 还是有浓烈的感情存在吧？            
(4星)	 一遍遍重温结局篇……胜过幸福像花儿一样，这才是生活，甜蜜充满爱的生活~            
(5星)	 其实韩阳很好啊。好吧。又一高齐式的人物            
(5星)	 看得我太糾結了，每次兩人一好上不是葉青她媽搞破壞就是雷雷被打得頭破血流，最後好不容易沖破阻礙了雷雷又植物人了。打着甜蜜蜜的旗號怎麼可以這麼悲慘。最愛孫儷和鄧超了，我覺得他們看彼此眼神都放光。最喜歡鄧超流氓兮兮的大老爺們儿樣了，我怎麼就這麼喜歡死貧死貧的男人哇。            
(3星)	 纠结死了            
(4星)	 真的不错  就是有点凄凉            
(3星)	 冲着孙俪和邓超，还有那部同名的电影，那首同名的歌……            
(NA)	 大一の时候窝在宿舍看の，怀念            
(5星)	 很少能追着一部电视剧看完的            
(3星)	 伴着甜蜜蜜的片头曲，曲曲折折的爱情，美好的开始，艰难的过程，感人的结局，越来越喜欢孙俪了！            
(NA)	 经典。。。            
(4星)	 相爱太辛苦，那就结婚吧，            
(4星)	 喜欢孙俪塑造的形象            
(5星)	 真的很好看。很喜欢。特别的他们2个还是真实的情侣，祝他们幸福啊。            
(NA)	 我喜欢叶青            
(3星)	 很凄惨的，很美的爱情片。好人好到无话可说，坏人坏到恨之入骨。            
(3星)	 结局比较郁闷            
(5星)	 一份很执着的爱情，不变有爱情，令人感动的故事            
(3星)	 觉得邓超演技不错            
(5星)	 爱的结局总是悲凉！            
(4星)	 不如幸福像花儿一样好看~~~            
(5星)	 就是喜欢看他俩 爱就坚持到底            
(5星)	 妈妈的大爱..            
(5星)	 超赞 雷雷很血性很爷们！！她们对感情的执着让人感叹！！            
(5星)	 向往那样纯洁的爱情            
(4星)	 祝他们的爱情永远甜蜜蜜。            
(4星)	 真的很甜蜜啊，可惜结局太悲了，雷雷居然死了            
(4星)	 喜欢的一对            
(4星)	 有很多不足，但是还是很感动。看哭了好几次。真是纠结啊            
(3星)	 剧情不太合理。沙溢在上海滩里就喜欢孙俪，没得到。这次又是。            
(NA)	 希望现实中的他们一如幸福            
(5星)	 喜欢~这就是爱情~            
(5星)	 邓超只有跟孙俪搭戏才有火花，这样可不行哦            
(4星)	 和家人看。            
(5星)	 曾经沧海难为水，除却巫山不是云            
(4星)	 不错，有点执着，有点神经的爱情            
(4星)	 我特别喜欢孙俪和邓超，你们好好滴昂            
(3星)	 始终觉得要是悲剧吧。            
(NA)	 这样的男人我喜欢    这样的爱情憧憬但不愿经历        这样的父母，如果是我的我仍然爱他们                        
(NA)	 ！！！            
(5星)	 结尾太烂，其他满分            
(NA)	  喜欢影片中的孙俪，好有个性            
(3星)	 两个人的爱情太痛苦了，因为时代、因为命运、因为性格。在时代面前，个体是显得多么渺小            
(3星)	 孙俪的外形清纯健康，有次看她上快乐大本营的表现，感觉挺男孩气的…复杂娱乐圈，祝福她跟小邓，戏里戏外一直甜蜜蜜…            
(5星)	 看在眼里就拔不出来了            
(3星)	 纠结的有点儿过了。。。            
(5星)	 剪不断的爱            
(5星)	 太喜欢了            
(4星)	 苦哈哈            
(5星)	 喜欢上孙俪，也喜欢上甜蜜蜜……每一首歌背后都有一段爱情            
(4星)	 还是很看好 邓超 孙俪的            
(4星)	 少悲一点会更好            
(4星)	 怎么说呢，不太喜欢这么有悲情有坎坷的青春爱情剧            
(4星)	 绝配            
(5星)	 很甜蜜又很纠结的片子.看完后总让人情不自禁的唱起甜蜜蜜这首歌.            
(5星)	 我就是喜欢就是喜欢，就喜欢看他们俩腻。还特别喜欢甜蜜蜜这歌……            
(5星)	 经典的歌，经典的故事，除了结局不喜欢，其余都好，一路的甜蜜，一路的坎坷，真的好辛苦            
(3星)	 唉。红颜。            
(4星)	 他俩最相爱的时候（maybe）的真情流露，所以感人。 剧情狗血……            
(4星)	 嗯   很喜欢他们之间的爱               
(4星)	 他俩将爱情演绎到事业中了            
(4星)	 非常复古的浪漫~            
(5星)	 难道甜蜜蜜的爱情总要经历坎坷么？            
(4星)	 爱情不仅有甜，还有酸，苦，辣......百味重生......很好看的年代爱情戏！孙俪邓超沙溢于滨李依晓还有几位家长演的都很赞！            
(4星)	 我们都曾这样爱过，用力的爱直至都哭出了声。             
(4星)	 有些地方的剧情不是很好，但是演员真的是不错            
(4星)	 还好吧             
(4星)	 雷雷这样的男生，最好还是不要碰，他的爱像烈火，虽然光彩夺目，可是伤人啊！            
(5星)	 甜蜜蜜，你笑得多甜蜜……            
(5星)	 让我想起曾经和现在 属于我的那个“雷雷”。 我爱“雷雷”，就是一边生气，也能一边被他逗笑的傻孩子。            
(4星)	 看得人纠结的呀，            
(5星)	 心酸的浪漫            
(4星)	 有空挺想看完它            
(4星)	 其实我没看多少。只是单纯喜欢邓超和孙俪的搭档。            
(3星)	 落后分子对落后分子算不算一种门第 好吧 我在搞笑了            
(4星)	 虽然不太喜欢高希希的风格，但为了邓超还是看了几集，推荐下~~            
(NA)	 生活是不一样的            
(NA)	 喜欢            
(5星)	 喜欢雷雷，就是喜欢            
(4星)	 本来是准备下了给外婆看的，后来演变成自个从头到尾看了一遍，汗            
(4星)	 开头到结尾都很揪心的一个片子~~            
(4星)	 这样的结局或许真的是最好的甜蜜            
(4星)	 我不喜欢这样的结局！            
(5星)	 对爱的执着...这样的爱一定还存在，一定            
(4星)	 喜欢这种淡淡叙述的感觉，喜欢雷雷劲儿劲儿的感觉还有他的回眸。            
(NA)	 看过一点点。。            
(NA)	 现在为什么很多电视剧都是个不好的结局呢！两情相悦，积攒了多年的激情终于释放。得到的应该是美满幸福，而不是植物人！有的时候观众真正喜欢的就是欢喜的结局！观众的泪光在结局处得到了最好的诠释，但我希望那样的泪光是幸福的，并且是彼此快乐的！            
(5星)	 很好看，越看两人越般配，这才是恋爱的感觉啊，很感动            
(2星)	 不喜欢            
(NA)	 动人~~阳光~~坚固的爱情            
(4星)	 喜欢邓超            
(NA)	 不得不承认，我们都很虚伪，我们总想物质与精神双丰收，所以我们很难幸福            
(4星)	 就不能弄个好结尾吗            
(5星)	 还记得雷雷说，你这辈子到死都是我的女人。            
(5星)	 为了看邓超和孙俪            
(4星)	 甜蜜而纠结~            
(4星)	 诠释了由幼稚到成熟的过程。            
(3星)	 他们俩在一起，似乎不需要演，就已经是部好戏了。但似乎结尾比较无力。            
(NA)	 很好看！            
(4星)	 一路坎坷的甜蜜            
(4星)	 好看　但是很悲哀            
(4星)	 执着的年轻人，经典的重新演绎            
(4星)	 圣经说。爱是永不止息。            
(5星)	 希望邓超别劈腿。            
(3星)	 看的越来越后，就觉得是在故意卖弄悲情。我爱悲剧，但不爱拧巴的悲剧。如果没有孙俪，这只是部烂片。            
(NA)	 2008暑假            
(2星)	 多烂呀...            
(5星)	 雷子太爷们儿了。            
(4星)	 有点拖沓，很理想化～            
(2星)	 我只针对导演和编剧...            
(NA)	 有血有肉的角色            
(3星)	 别人推荐说我很适合看这肯定会喜欢，可惜我没啥共鸣来着 其实还不错的            
(3星)	 最近，看完邓超和孙俪的《甜蜜蜜》感觉不错，虽然孙俪还是演着自己的本色没有多大的改变，却恰恰合了这部片子。看完之后有感动、有心痛也有甜蜜。  像其他的爱情剧一样，真心相爱时总是奋不顾身，虽然过程会让对方担惊受怕，事后会静静的被这份勇气和心思感动。  痛的感觉穿插故事中，一生当中最难的莫过于抉择，当两者不能兼得时决心放弃需要多少的痛来表达。  整个片子的音乐就仅仅是《甜蜜蜜》感觉有点受不了，但是故事的细节却是真切的甜蜜，能够找到真情，恒久不变，再多的辛酸都淹不过那份甜蜜蜜            
(4星)	 比较喜欢孙俪，呵呵 超哥也很帅~            
(NA)	 很喜欢他们的爱情            
(NA)	 这样的时代与时光都尘封了            
(4星)	 喜欢邓超。            
(5星)	 喜欢...            
(NA)	 a Chinese romance in a tough time            
(3星)	 其实是知道结局后就没再看下去~~            
(4星)	 最后的结局...呃...            
(4星)	 死心裂肺的爱情，让俺几次几欲落泪            
(5星)	 太砍人了。。。 真好！             
(3星)	 可怜的雷子！            
(4星)	 二十多集 这样的故事很辛苦 爱情很辛苦 人也很辛苦             
(4星)	 我妈妈比较喜欢~            
(4星)	 我觉得很好看啊，在那个时代才有真正最纯最真的感情，那个时代，他们做为成年人，活的像孩子。            
(3星)	 有点忧伤，无奈            
(5星)	 特别喜欢，甜蜜，感人~            
(5星)	 喜欢邓超            
(3星)	 我妈在看            
(NA)	 08夏天看的            
(NA)	 纠葛，未知的结局            
(4星)	 邓超孙俪甜甜蜜蜜            
(4星)	 结局我不喜欢            
(4星)	 为什么一定要谈恋爱            
(5星)	 为什么以悲剧结束？让我郁闷了好几天。            
(4星)	 因为孙俪才看的，看完也喜欢上了邓超            
(4星)	 纠结             
(3星)	 年龄跨度是不是大了点，大结局的时候怎么计算这俩人都小五十了。。。。。。。            
(4星)	 间断地看到的都是悲剧            
(4星)	 就是甜蜜蜜            
(4星)	 很喜欢很喜欢雷雷。            
(5星)	 好            
(4星)	 等待是不是值得，爱情是不是真切            
(5星)	 超喜欢邓超！！理想型···哈哈            
(5星)	 我喜欢70年代那群人的故事            
(5星)	 很像我和刘潇            
(5星)	 好爱邓超    好登对的2个人   要幸福哦            
(5星)	 不老的爱情            
(5星)	 很凄，很美，很苦涩            
(4星)	 喜欢邓超那个角色 雷雷 林林 哈哈            
(NA)	 只看了 最后几集。最后是悲剧。。。 我喜欢。            
(4星)	 邓超好像挺适合演这种有点小坏小坏的男生角色            
(4星)	 咋说？            
(4星)	 苦。            
(4星)	 喜歡那首淒婉的背景音樂~從沒想過【甜蜜蜜】可以被交響樂團演奏得如此淒婉，猶如【梁祝】            
(NA)	 什么是爱情？不舍弃不离弃            
(NA)	 不管是播第几遍都看！！            
(2星)	 粗制滥造！            
(5星)	 有些事情，注定要到老            
(4星)	 喜欢邓超孙俪            
(3星)	 这是孙俪和邓超好了之后合作的第一部戏 很多人说看着原汁原味才有感觉 但这部剧有虐的倾向 因为看那时心情一直不佳 所以没有看下去 但在电视上看到过最后一集 不得不感叹 这俩人绝对够得上实力派 偶像加实力 怎能不红啊            
(4星)	 雷雷那小子最后死了，真划不来            
(4星)	 看过的为数不多的连续剧            
(4星)	 是很纯真的啊……            
