http://movie.douban.com/subject/2078864/	绯闻女孩 第一季 Gossip Girl
(3星)	 关系错综复杂，剧情“跌宕起伏”。            
(3星)	 除了衣服可以忍,其他实在忍不下去...            
(4星)	 第一季不错的哇~~            
(5星)	 好东西啊！            
(3星)	 在第三季前可能会给四星，故事的主线比较单一，比较有看头的还是BLAIR AND CHUCK之间的纠葛~just like blair said, their love is different, it&#39;s not happy but it is great love,,,            
(5星)	 第一季真的很亮眼。。重新看了一遍，S不愧为现在的时尚新宠，有着各种傲资            
(NA)	 Ed Westwick 迷死人了！            
(NA)	 第一季            
(2星)	 这群人真无聊            
(5星)	 就第一季还行 以后越来越墨迹            
(3星)	 一个有关S和B的故事 我好像看到第二季来着的 各种淫乱            
(4星)	 每看一集就能推翻我上一集的期望，果然中式的天荒地老是骗人的。            
(NA)	 wow，只能说一个字，糜            
(4星)	 很华丽很强大 但是越看越没劲 就那么几个人 还能排列组合 还到了第四季。。。            
(3星)	 是不是bitch自己心里都清楚            
(4星)	 上东区的男人都是襟兄弟？            
(3星)	 喜欢Blake Lively。            
(4星)	 很时尚 很贵族  情感很纠葛  活在梦幻中的人  最爱查尔斯            
(4星)	 自从恰克拜斯不和B一起，D和B居然差点出事，我就对这部戏好感全无了。            
(3星)	 看到第三季看不下去了，米国人的生活太乱啦            
(4星)	 当做时尚剧看吧~            
(1星)	 什么破片啊，不知道为什么有人喜欢看，觉得这就是上流社会？扯淡，纯粹是YY,真正上流社会的美国人和中国人一样，天天想着孩子学这学那，竞争一流名校，家教非常严格            
(4星)	 第一季还是有点意思的            
(4星)	 还是第一季好= =            
(2星)	 太过美国式的青春，可看性内容较少~纯粹的观看式。只有部分桥段值得回味。            
(4星)	 为什么会喜欢N呢？            
(5星)	 第一季看了好多遍            
(NA)	 喜欢俊男靓女！哈哈。。xoxo。。            
(5星)	 B and S             
(4星)	 看的第一部美剧。回忆啊回忆。            
(4星)	 除了乱 还是乱！            
(4星)	 咱们高中的时候敢这样？皮给你剥了！            
(3星)	 里面的感情太纠结了，啊啊啊~~~~~~不够里面的男女主角都超有范儿的~~~~~~~            
(4星)	 B            
(4星)	 曾经的第一季是多么吸引我啊。单纯的却又小心机的J。矛盾的B，回归的S            
(5星)	 唯一一部我追完的美剧            
(4星)	 挺好看的，就是有点乱。刚开始非常不喜欢Chuck,总觉得他很花，很脏。就以典型富二代形象，只知道花天酒地，挥霍父母的钱。但是，到后面发现其实不是这样的。他的叛逆只是因为缺乏爱的表现。后来他爱上了Blair后就一心一意是爱她保护她，对朋友也两肋插刀，对他是事业也非常的上心。            
(4星)	 前三部是挺好看的，各种诡计和误会，以及有爱的BC。不过只能说，不断地出令人有些受不了，总感觉是旧饭不断重炒，有些厌烦            
(2星)	 这是炫富大会么？            
(NA)	 纠结 纠结 纠结~~ 整部剧想当的又深度啊 ~~佩服编剧啊 怎么可以这么变态啊~~            
(NA)	 表示一季都看不下去            
(4星)	 第一季还是不错的。只是这人物关系你敢不敢再复杂一点。            
(3星)	 可以当时装秀来看，剧情一般            
(5星)	 看了你就会爱上它！            
(4星)	 排列組合有點亂了。不喜歡Serena。I&#39;am Bass, Chuck Bass            
(4星)	 好不容易跟完第四季了……            
(4星)	 C你就跟B在一起吧！！！！            
(5星)	 あーもうこれはS1－S4まで見てるし・・・ｗカンペキではないけど、個人的にセットとかファッションとかの雰囲気がもうそれで完成している。でもストーリーラインとしては、私が嫌いな方向に進むばかり・・・仕方ないけど・・・セリ―ナ美人だけど配役ミスですね・・・            
(4星)	 NS啊！！！实在对DAN无感TAT            
(4星)	 喜欢Chuck喜欢Chuck            
(5星)	 大爱！B&amp;C~~I will love you both forever.            
(5星)	 非常喜欢 有时候生活里面纠结的事情在里面都可以得到释怀~~            
(3星)	 M下纪念四季完结            
(4星)	 真正动容的是 between  Serena Blair Nate and Chuck&#39;s friendship!            
(5星)	 第一季看的时候饱含热情啊！两天看完的...想想现在...都没那个赶脚了。哎            
(4星)	 I&#39;m Chuck Bass~每当听到这句话，坏坏的眼神让我激动鸟兴奋鸟            
(NA)	 其实第一部最经典            
(3星)	 我只是喜欢QUEEN B            
(4星)	 第一季看得我眼花缭乱。。。觉得很好看看第二季开头的时候，感觉他们的生活怎么总是这么乱  而且是在沿袭前面的套路      除了让人感受一下富家子弟的生活是怎么糜乱，感觉不到神马大的意义            
(4星)	 我就说女主角有潜力            
(3星)	 就不愛看這種            
(4星)	 又爱又恨呐            
(4星)	 怎一个乱字了得            
(4星)	 哇哦，英语太动听了            
(4星)	 恩很喜欢chuck            
(5星)	 练习英文            
(3星)	 太太太混乱了，为了B和C一起而看的，知道B和D最后也搞在一起后坚决弃剧            
(5星)	 喜欢            
(NA)	 他们生活的真累，个人感觉是没意义的累，为此，我决定不看第二季。            
(4星)	 上东区的纠结时代            
(2星)	 又是一部莫名其妙的美剧。。。真不知道这一帮有钱的主儿每天在纠结什么。。看了Skins觉得gossip girl弱爆了。            
(3星)	 衣服都挺好看的~            
(4星)	 爱情 青春 剧情            
(4星)	 终于看完了~ 人性哟~ 那段三个人一起帮S解决麻烦还是很感人的~Blake rocks！            
(3星)	 其實當時看的時候覺得很爛可是我居然看下去了            
(4星)	 人物关系各种复杂~早已看不下去了。。            
(4星)	 喜欢那时的SD 还有甜美J  KristenBell的声音好有FU 什么叫抢戏啊 演着演着完全B主角了            
(4星)	 糜烂的上东区生活 &#34;Because I am Chuck Bass!&#34; C老霸道了            
(5星)	 第一次发现感情还可以这么乱~~~            
(4星)	 第一季开头Serena回来 当时还不知道神马是围脖 现在中国也开始火起来了 经典的GG第一季 现在关系太乱鸟            
(2星)	 第一季看了9集看不下去了......            
(5星)	 很好看，无论是服饰还是剧情，最重要是演员的挑选很符合。            
(NA)	 看过前2季            
(4星)	 第一季还是可以看的            
(NA)	 时尚            
(5星)	 很喜欢            
(3星)	 - -曾经全季下载下来，不过越看越乏味，只看了几集就全删了。            
(5星)	 我喜欢看 演员都是各种美各种帅 但关系真的好乱啊            
(NA)	 其实表面乖张的娃内心都软弱的紧，而他们往往都经历着更为苦逼的内心世界，是畸形的家庭生活造就了他们无比诡谲的思维模式，so家庭教育对一个国家的未来简直太重要了，师大有人发系就显得太为明智了。是应该更多地原谅，还是以牙还牙？            
(3星)	 高三暑假一直追过来。            
(4星)	 为喧闹和燥热加一星            
(NA)	 乱七八糟的关系，中西文化的差距很大            
(NA)	 只能看前两部……就够了……            
(3星)	 木有兴趣            
(5星)	 还是第一部拍得最好            
(5星)	 从第一季到第四季 真的很好看 虽然关系有点乱……             
(5星)	 看的第一部美剧，情节上很多爆点很吸引人。            
(5星)	 超爱BC            
(NA)	 国产剧越来越没意思了，看看美剧还不错            
(3星)	 让他们背政治理论。。            
(NA)	 08年就当看时装秀，三天就可以看完            
(NA)	 那样的生活，我们只有看的份。            
(5星)	 第三集开始就喜欢C，这是个性所在啊。            
(NA)	 每次看到B和S，都隐约看见自己的影子，尤其看到她们坚强乐观的一面时都像充电一般立刻恢复能量。在她们的世界，犹如我羡慕的那样，queen是自我精神自我主张！            
(5星)	 大学唯一一部追了四年的电影。。到现在越看越纠结但还是放不下。。XOXO,THE GOSSIP GIRL            
(3星)	 看到后面就真心没意思了。。。。不过 或许只是把青春的躁动过度暴露了而已            
(3星)	 没看完，等不起            
(4星)	 仿佛是为了华服人偶秀看到第四季。            
(4星)	 BC一定要在一起啊~            
(5星)	          没有理由不顶！！！！！！！&gt;o&lt;!!            
(4星)	 看衣服看美铝 without you，i&#39;m only ass.            
(4星)	 从第一集开始到最后一集结束，是一个从无聊到激动地过程。            
(NA)	 xoxo. gossip girl ❤             
(5星)	 追了好久了，不多言            
(NA)	 几集            
(4星)	 纸醉金迷            
(NA)	 搞不明白            
(5星)	 回去看第一季Dan丑死了            
(NA)	 为什么可以纠结这么久。。看不下去            
(4星)	 噗嗤 四个主角的名字连起来：SB+NC 我也在想这个            
(NA)	 Gossip,噶色舞~无聊透顶~            
(3星)	 编剧崩溃的 BD SD NS NB BC CV 都阻止不了我追剧··我这是肿么了            
(3星)	 当时很美            
(4星)	 一直追追追            
(3星)	 我喜欢。            
(5星)	 两女主我喜欢～            
(5星)	 little &lt;sexy and city&gt;,S/时好时坏  C/钟爱B B/GG中绯闻最少   N/最近老和黑妞一起被party抛弃了嘞   .......            
(3星)	 脑残剧            
(5星)	 养眼            
(3星)	 排列组合。。。            
(5星)	 最最迷恋的高三！            
(NA)	 好想化身其中            
(3星)	 更适合女人看的片            
(4星)	 S是那种一出场就成为焦点的女主            
(5星)	 友情，爱情，亲情。gossip girl把美国式的感情生活用一种很现代的方式去诠释。喜欢B&amp;C的爱情。S&amp;B的友情~~~~            
(4星)	 drama，恩，too much drama. 好吧，我就是喜欢里面的帅哥美女而已……            
(5星)	 Josh这个编剧真是越来越狗血。跟The O.C.有的一拼。            
(5星)	 好看            
(5星)	 上瘾            
(NA)	 我爱你，你爱她，她爱他，他爱她，咦，怎么这世界已经没有人相爱了呢            
(5星)	 恋爱可以这样玩啊~这个世界……            
(5星)	 B太棒。            
(5星)	 有美女帅哥，有青春感情的纠葛，有利益有诱惑，真实人性。            
(5星)	 陪我成长的一部剧，明白了很多人生的事啊~            
(4星)	 那个时候还觉得这尺度特大。            
(4星)	 到现在还在继续追，还可以的            
(3星)	 Serena的bf一茬接一茬接一茬接一茬接。。。            
(3星)	 不知道为撒 一直么看下去的兴致。。            
(3星)	 第二季的剧情太重复拖沓.弃            
(3星)	 乱。            
(4星)	 三季以后就完全看不下去了，即使华服依旧……            
(3星)	 真的是纸醉金迷，不过blair跟s是真美啊！！            
(2星)	 实在是看不下去了TT            
(3星)	 真尼玛纠结            
(3星)	 也就第一季能勉强看看|||            
(4星)	 不知不觉第四季了。刚看完第十九集，越来越不喜欢S了，越来越喜欢B了。            
(NA)	 这根本就是排列组合            
(5星)	 chuck            
(4星)	 看美剧学英语，剧情确实满狗血的，不过里面女生都好漂亮            
(4星)	 我的第一部美剧！海报乍一看还以为是project runways            
(5星)	 Fashion Class            
(3星)	 why do i always like the bad guys in the movie?            
(4星)	 虽然我是在受不了她们分分合合，各种关系各种排列来一遍，可还是一直追看下去，不能自拔            
(4星)	 靠谱的好吗            
(3星)	 随机组合的一对对。拥有S的性格，B的脸蛋，男友拥有D的质朴，N的长相，C的富有就完美了。            
(4星)	 I am a bitch when I want to be.            
(3星)	 曾经追过3季，后来实在太混乱了放弃……            
(3星)	 一个圈子的人 排列组合的 上床            
(4星)	 一个个谎言的拆穿与弥补，一次次对感情的失望与希望。看多了不免有些厌倦这纷纷扰扰，如果每个人都能诚实地面对自己面对他人，就不会有那么多无谓的伤害。            
(4星)	 还好啦 `            
(3星)	 第一部的关系其实还不算太混乱，后来都不想看了~爱S，后来又觉得她也一般了--！我是多变的O.O            
(3星)	 只看了一季，青春越来越远，唉。。。            
(NA)	 SBNC。很庆幸自己从第二季开始弃剧。            
(3星)	 情节那叫一个乱啊，都是走这种所谓的时尚路线，但是这很难看下去。就是布莱尔还比较漂亮            
(5星)	 一直追的剧            
(4星)	 养眼            
(NA)	 喜欢恰克和布莱尔，有气质            
(NA)	 一部值得深思的电视剧            
(4星)	 迷人呢S 但我更喜欢Queen B            
(NA)	 第一、二季还好，后来就....乱腾            
(3星)	 打个飞机都要十分钟呢。换个男人比打个飞机还快。            
(4星)	 ok, I&#39;d have to tell that I &#39;ve done, finally.            
(3星)	 反正就是帅哥美女            
(3星)	 = =前半段都还不错 后面就开始乱了····            
(3星)	 为什么开始看？无聊了!            
(4星)	 只有这一季值得看            
(NA)	 看了两季了。。。不过有的时候真是有点无语~~~对美国人的某些方面~~~            
(NA)	 乱            
(2星)	 俗套            
(NA)	 大爱啊，超喜欢            
(3星)	 看了六集，看不下去了。            
(5星)	 单凭乱伦这一点.我就给他5个星星            
(4星)	 很棒的剧，布莱尔很可爱哟            
(3星)	 08：衣服衣服……            
(4星)	 回头再看第一季是多么美好~            
(4星)	 fashion            
(5星)	 妈妈妈妈的这也实在太好看了!!!昨晚连续看了最后两集,这部美剧算是我看到现在最好看的美剧了,男争女斗神马的我最喜欢了.好期待第二季..(如果有十粒星的话我也会给的..)            
(NA)	 些许共鸣。            
(4星)	 服装美死了，演员美死了，剧情狗血死了……大家轮流睡与被睡啊……            
(4星)	 Chuck            
(4星)	 看到后面越觉得搅和了- -            
(4星)	 虽然明明知道剧情白烂，但还是控制不住自己啊            
(3星)	 缠头剧            
(4星)	 有点刺激 有点混乱！            
(NA)	 第一季最好啊 喜歡s 越到後來沒一個好的。。            
(4星)	 第一部比后面的几部有感觉            
(5星)	 稀饭稀饭            
(5星)	 复杂的人物关系告诉我们美国人口太少了。            
(5星)	 QUEEN B！！！            
(4星)	 很久之前看的  现在接着追。            
(4星)	 第一季还行~~            
(2星)	 一堆脑残女人的生活            
(4星)	 第一步还不那么混乱，哈哈。。。            
(3星)	 愿意看的一部美剧            
(4星)	 看的人很轻松            
(4星)	 FOREVER QUEEN B&amp;S            
(2星)	 第一季第二季还能看 第三季第四季完全是狗血 看得要吐了都            
(3星)	 编剧sb            
(5星)	 从初中追这部剧追到现在 真心喜欢。            
(4星)	 第一季很讨厌vanessa!!!!!!            
(4星)	 第一步起,就迷上了GG，上东区的生活,有女孩子想要的一切            
(5星)	 所有的人都冲着C AND  B            
(4星)	 残酷的美国- -            
(5星)	 被催促了好久才开始看 不得不说不错！！！            
(5星)	 评分一般啊，看着很好啊，杀时间用，都是些鸡毛蒜皮之事，学了不少口语句子~~~            
(4星)	 怎么会喜欢上Dan？想不通...第一季不错，第二季看不下去            
(4星)	 仅仅为了辅修英语，还有好友推荐。            
(5星)	 服装~            
(5星)	 第一季是最经典的了、各种觉得chuck帅啊！喜欢blair！            
(3星)	 看不懂美國人的思維邏輯            
(5星)	 吼  美剧永远不会让我失望            
(NA)	 chuck！            
(2星)	 表示当年花了那么长时间看此剧的自己真是2到蛋疼啊            
(5星)	 不错，我喜欢珍妮            
(3星)	 看帅哥看美女看混乱   当时的我为了学英语而看的美剧  这十几集我看了十几个星期..            
(NA)	 不知道该说什么了，本来还说要看四年的，结果看完大二的，大三就退役了            
(4星)	 越来越狗血的剧情，发现美剧里没有从一而终的爱情。            
(NA)	 偶像剧，颜正            
(4星)	 太凌乱了。。。            
(4星)	 女孩和gay才会看下去的混乱故事～            
(NA)	 我喜欢s            
(4星)	 虽然很不靠谱，但是时装很美。            
(5星)	 chuck和blair绝配啊！！！            
(5星)	 偶像剧拍成这样当然是满分了            
(4星)	 最喜欢第一季            
(4星)	 乱~            
(3星)	None
(4星)	 最終我還是開始看了。( ⊙ o ⊙ )第一季、用了十一天。            
(5星)	 爱CHUCK            
(4星)	 真是乱糟糟            
(NA)	  S1才是真正意义上的赏心悦目。            
(NA)	 不得不承认美剧比中国拍的那些无聊的穿越以及翻拍了不知几遍的电视剧要强的多 绯闻女孩在全球热火了一把 大多数人看绯闻女孩都比较喜欢S其实我个人觉得B还不错 在现实生活中这样的女孩让人不怎么喜欢 但是B我觉得她倒是演的蛮真的             
(5星)	 让我看到美国的奢华生活。            
(5星)	 fantastic~!            
(5星)	 喜欢GG，因为养眼……各人见解不同，可能是因为我追的第一部美剧吧            
(4星)	 女王b最爱~~~            
(4星)	 看了两季 就是来回搞 每个人都搞一轮            
(3星)	 看了一二季 服装什么的很好看 就是太乱了。。            
(4星)	 看了一季，大概了解一下他要塑造的上流社会。对八卦不感兴趣，于是算了。            
(3星)	 想说的是第一部还比较好看。但是到了后面就显得越来越胡乱了。没有可看性。            
(4星)	 夸大 复杂的关系链 练口语的不错选择            
(NA)	 哎。。剧情越来越狗血了啊。。            
(2星)	 不好看。完全是被Chuck个人魅力所吸引。。。            
(NA)	 喜欢bc            
(4星)	 C62组合            
(3星)	 第三季还米有看嘞            
(3星)	 少男少女们的爱恨情仇，浮云呐~~~~            
(5星)	 你的每一季每一集 都没错过,,,            
(3星)	 不是特别对我胃口吧            
(4星)	 乱            
(2星)	 一群无聊的有钱小孩........            
(3星)	 实在喜欢不起来==+            
(NA)	 GG 一群靓女美男 在那里没玩没了  但是吸引我的亮点还是里面现实的关系还有nate~            
(5星)	 第一季很美好 帅哥美女 当剧中每个人都跟主角们互相搞过之后我就再也看不懂了。。。            
(5星)	 看第一集的时候，就一直看下去了……            
(2星)	 看了一点实在看不下去，剧情是有多扯啊。            
(1星)	 看了第一集，没觉得好看，看了第二三四集，还是没觉得好看，下了又舍不得删...花了大半年看完第一季，果断不再折磨自己了....            
(5星)	 混乱的生活交际圈下培育着真挚的情感，在不断的处理问题的并不断的成长，可在成熟的外表下永远无法改变的是那个年轻躁动的心             
(3星)	 这傻剧怎么红的 nc土财的sb生活么            
(4星)	 第一季还不错   越来越烂            
(3星)	 第一季还Ok，后面就看不下去了，这些人的感情生活实在是太乱了。            
(4星)	None
(3星)	 两两互相睡，没了            
(4星)	 谁和谁和谁都有一腿 美国高中真复杂            
(4星)	 看看光怪陆离的上东区的生活，很好很强大，期待第五季            
(5星)	 只看过第一部。也不想看后面的了。            
(4星)	 好像期中考试那段时间用了2weeks追完了.。 每晚看1-2h才做作业。 T_T (不是好学生啊)            
(5星)	 与很多电视剧越看越没意思相反，这部剧在第一季时实在难以吸引人看下去，可是到2、3季后，想弃剧都难。总是一环扣一环，让人忍不住期待下一集的到来            
(4星)	 哈哈哈 我就爱这种混乱狗血神马的。。。            
(3星)	 以前觉得超级无趣，看不下去的片……Dan灰常灰常可爱，黑卷卷头，高眉骨，小鼻子小嘴，哈哈。。。            
(5星)	 我最喜欢S            
(4星)	 那些认认真真的找自己，挺好的。            
(3星)	 我是个只看过一季的人啦~看多了应该会无聊的！            
(NA)	 美版流星花园？无非女主不是灰姑娘还是富家女。给少男少女们看的~据说后几季大家自由组合了个遍            
(3星)	 一个星星给衣服，一个星星给花容月貌的阵容，一个星星给CHUCK BASS. 感觉情节不给力，完全是视觉。难道上流社会的都是谁和谁都配下对么？ 不在其位不谋其政，我是不懂了。            
(4星)	 第一部还好 是我很不错的回忆 男女主角都是有爱啊 第一次看美剧 很喜欢。            
(3星)	  1还可以，后几部就乱了感觉            
(4星)	 矮油我喜欢nate诶。。。一开始就觉得“哇，这小哥好美少年好受啊！”后来越看越顺眼嘛哈哈！！！            
(4星)	 totally soap...            
(3星)	 第一季还是可以看看的.            
(5星)	 其实是一个远看越纠结的社会剧。无与伦比的配对游戏            
(4星)	 练听力还可以吧，剧情实在不是我等凡人可以理解的....            
(5星)	 大爱            
(4星)	 看了很久，还是不错的，不过最近觉得有点没意思了。            
(4星)	 第一季真好看            
(4星)	 前两季还不错，后来就有点拖了，明明该在一起的不在一起，从高中到大学，不知道以后会不会一直拍到主角们工作。。。呀！那不是变成欲望都市了吗            
(5星)	 XOXO gossipgirl......love the way you lie....            
(4星)	 Queen B            
(NA)	 越看越无聊            
(4星)	 为什么关系越来越混乱。不爱了。            
(3星)	 怎么这么多人看厄。。。            
(3星)	 多重排列组合……            
(4星)	 the people the fashion the setting the plot(though becoming more and more weird) still watch it            
(3星)	 在第二季结束多好，越演越混乱，剧情简直鸡肋只有看衣服。直到最后被GAGA风吹过，连衣服都让我提不起兴趣了。。            
(4星)	 第一季真的还是不错的            
(4星)	 BC王道            
(4星)	 gg            
(4星)	 华丽丽滴美女帅哥时尚片儿，nate真帅...            
(5星)	 大爱~            
(4星)	 我现在是BD党            
(5星)	 非常不错的美剧            
(3星)	 第一季还是非常好看的，剧情也不错，第二季没看完就看不下去了            
(5星)	 well...so cool！            
(NA)	 感觉还不错，不过很多季，到后来就烂了，想问下，这里面男男女女的，谁和谁没上过床，乱，很乱、、、、            
(4星)	 Queen B            
(5星)	 i like it~            
(NA)	 群魔乱舞...            
(4星)	 just like leighton meester            
(3星)	 一开始惊奇于她们的生活方式 看到后来就坚持不住了 太乱了            
(NA)	 很混乱~~很美剧            
(5星)	 dream            
(NA)	 一直在追             
(3星)	 人物之间仿佛排列组合般配对一遍，有点无聊不过没事做的时候还可以看看，个别时候剧情还算吸引人            
(4星)	 混乱的爱情   第一次认识到 美国的  自由 也是混乱            
(4星)	 我真不喜欢Jenny啊…            
(4星)	 一个神秘的八卦女孩，总是关注着那些上流社会女孩的绯闻，以此来当作一种消遣：复杂的交际圈，复杂的关系圈，还有一群复杂的人。很值得一看。片中的主角们的一举一动，一言一行，穿着打扮也是受到很多人模仿。            
(4星)	 即使狗血似的编剧，但就是爱看··            
(4星)	 前两季还挺有意思的，从第三季开始就没劲了~ 主要是让人对有钱人的小孩生活有一种好奇感~ 到后边就十分做作了            
(3星)	 都闲得滥情了            
(5星)	 美国上层社会，美国学生的生活不只是活在题海里            
(5星)	 尼玛的各种乱搞            
(4星)	 还是看看第一季吧，看看美女帅哥衣服，情节还没发展到那么SB            
(4星)	 太混乱             
(3星)	 渐渐地各种排列组合，弃之            
(NA)	 看了skins以后，完全不想看这个            
(4星)	 也就第一季好看            
(3星)	 我是去追求好看的衣服和华丽丽的视觉的            
(4星)	 展现美国少年的生活~            
(3星)	 我自己也开始狗血的看完它了            
(5星)	 帅哥靓女以及混乱成网状的关系绝对吸引眼球            
(3星)	 当j还乖的时候            
(3星)	 喜欢配角成为我看剧的惯例了吗？            
(4星)	 纯粹是跟到了现在不忍心断了。。。            
(3星)	 当时尚剧看就好            
(4星)	 我看的第一部美剧？？？ 好吧 这样的开端很糟糕 即使俊男美女华衣美服            
(5星)	 重新开始看，觉得开头这三位姑娘好朴素            
(4星)	 Chuck Bass            
(5星)	 很喜欢很喜欢很喜欢。。。。CHUCK&amp;BLAIR            
(3星)	 看到第四季的冬歇实在是完全没兴趣了，果断弃剧。            
(5星)	 严重推荐！我爱Queen S&amp;B            
(3星)	 为了B&amp;C     第一部以后令人更味同嚼蜡            
(4星)	 第一部确实好看~             
(3星)	 关系真的好乱...            
(NA)	 最爱的美剧。            
(3星)	 弃剧何其英明！            
(NA)	 编剧越来越NC了，整部剧到现在就是所有男女演员之间的多次连线题。据不完全统计，貌似快没线连了，估计也快终结篇咯~~            
(4星)	None
(NA)	 第一季挺好，后面就乱套了            
(3星)	 &#34;四个主角的名字连起来：SB+NC.&#34;            
(4星)	 很视觉。。但关系太混乱了            
(4星)	 谁和谁还没搞过？            
(5星)	 ssssss我            
(4星)	 最爱  CHUCK BASS            
(5星)	 那段追美剧的空虚时光……            
(3星)	 文学老师说啦  rubbish            
(NA)	 华丽丽 你演的华丽丽~            
(4星)	 我喜欢QUEEN B            
(5星)	 欲望都市 ~~劲爆~~ 混乱~~~            
(4星)	 虐            
(3星)	 我能追下去 完全是强迫症使然...            
(3星)	 就看了第一季，还不错，但也没追下去的特别理由            
(NA)	 混乱啊 混乱啊 lily坐牢了 chuck 喜欢一个黑妹了 dan和blair 要搞在一块了 无比的纠结            
(4星)	 对剧情表示无力。。编剧，能出现DAN&amp;chunk or nate&amp;chunk的组合么···            
(5星)	 给第一季打的分数            
(3星)	 第二季没看完就弃掉了，无非是N男N女的排列组合~            
(4星)	 人物比较美型，可以养养眼。            
(NA)	 陪伴我那么多年...            
(4星)	 看了第一季，就一直没停            
(3星)	 简直在考验人的排列组合能力。。。            
(NA)	 额  太混乱了 看了一季 弃之            
(4星)	 美女帅哥，奢华舞会，华丽服饰，这些足以            
(NA)	 我老了。。。不是我的type...就看了几集            
(3星)	 只看了第一季。服装不错。            
(NA)	 S1            
(4星)	 剧情是越来越狗血了，接受不了            
(2星)	 完全无情节，满眼各种奢侈品，一个小圈子的人互相睡，不如拍群P            
(4星)	 青春活动 服装也很捧~喜欢            
(4星)	 曾經多好的劇啊            
(5星)	 美国的青年人思想特成熟了吧            
(NA)	 人物都不错，就是关系太混乱了，毫无章法可言，不过还是期待新的一季            
(4星)	 衣服美，人美            
(5星)	 第一季还是很好看的            
(4星)	 当初连看了几天，后来却突然没兴致看了。            
(3星)	 乱七八糟的男女关系，但可以看看时尚            
(4星)	 关系很乱 我喜欢bass            
(4星)	 第一季真的很好。养眼，新鲜。            
(5星)	 ◤女王◢ ——S。            
(3星)	 还是喜欢skins多一些            
(2星)	 这真不是什么好片子。干嘛给8.0?            
(NA)	 很好看的。            
(4星)	 人们火热，城市何必寂寞。            
(3星)	 越来越2B            
(5星)	 学美语有木有！看服饰搭配必须得啊！            
(4星)	 唯一看下去的美剧            
(5星)	 第一季感觉还是不错的，各种情节~            
(4星)	 美剧是不是都不太应该动脑子来看。。。。            
(5星)	 第一季明明很好嘛 serena的确是 迷人！            
(5星)	 Three words eight letter latters then I&#39;m yours~~大爱chuck bass            
(NA)	 还是有值得借鉴的地方滴！            
(4星)	 女的还真是越贱越招人喜欢 不喜欢S            
(4星)	 好看            
(3星)	 拿我的话来说，就是编剧不断地洗牌理牌，加上所谓上层社会            
(5星)	 喜欢Blair and Chuck!            
(3星)	 对于大中华区的青春偶像剧都没有好感，但是初看这部却感觉很不错。造型场景都很好，但是后面为了追求收视率而乱点鸳鸯谱却是编剧的失误            
(4星)	 season1还是不错的。            
(3星)	 曾经因为说Chuck是兔唇男而被最好的朋友K，可他难道不是吗？            
(3星)	 最喜欢的是旁白！！越到后面越拖越乱……            
(4星)	 有帅哥啊！！有美女啊！！有ooxx啊！！！你还等什么啊！！！            
(3星)	 纠结的剧情。。            
(5星)	 好看好看！有木有！            
(4星)	 只爱第一季            
(2星)	 除了女孩的美貌。。其他无语。。。我已经老了。。。囧。。            
(3星)	 俊男靓女。混乱关系。Chuck很坏很迷人。            
(NA)	 用来练英语也不错            
(5星)	 第一季还是不错滴            
(4星)	 第一部 觉得S和D挺好，不过也就是一笑而过第二部 觉得太乱了，像我们这种传统毒爱的妇女有点勉强，纯粹为了衣服第三部 大爱B和D，好可爱，好矛盾的一对，除了服装以为的看点第四部，继续爱            
(4星)	 第一季看完，第二季看完，后面关系越来越混乱，崩溃啊~~于是暂停了追剧~~~帅哥，美女，时尚，恩，都很不错~~除了关系，唉~~~            
(3星)	 好混乱，我觉得一般            
(5星)	 一到四季都看过了，最爱的当然是B和C，得出的结论就是，在这个舆论八卦的社会，若要人不知除非己莫为            
(4星)	 一还是个完整的故事，可以一看。二三四就……呃……不说啥            
(3星)	 各种排列组合            
(5星)	 很炯乱的关系，每一集都让我的神经受考验，后来一想，这是在美国，立马又释然了            
(4星)	 。。。我我我为什么看过这个呢？寝室活动            
(5星)	 第一部让我难以忘怀的美剧。。            
(5星)	 一直追着看这几个人的关系还能怎么纠结下去。还有最重要的是里面的服装，相当亮眼阿。            
(4星)	 我亲爱的S,我亲爱的B,超喜欢她们的友情！            
(NA)	 -_-第一季——精华自此之后——垃圾            
(4星)	 b党            
(5星)	 这个句对我来说的意义现在就是看c和b            
(4星)	 那时候的gossip girl还是很靠谱的。。。无论BC还是SD都很让人怀念，Nate虽然小坏总还是坏气逼人，little J虽然有心计也还是可爱之处。。。只是慢慢。。。无趣了。。            
(4星)	 第一二季还挺喜欢的，后面就越来越乱搞。。。            
(NA)	 够帅够美            
(4星)	 越来越扯 越来越乱 B竟然跟D一起了。。。            
(3星)	 一群富家子弟的炫富盛宴。            
(4星)	 学英语不错 任务都个性鲜明            
(4星)	 gossip            
(4星)	 绚丽            
(4星)	 本想只是练口语，没想到剧情也能有让我想连着看两集的冲动嘛！            
(4星)	 我的智商越来越跟不上剧情了...            
(NA)	 已果断弃剧            
(NA)	 S--like life ； Lily--as a women            
(3星)	 。。。            
(2星)	 很无聊的剧情。不适合所有男性。            
(3星)	 狗血的极致            
(4星)	 最近很爱~一开始有点乱            
(4星)	 节奏紧凑，很喜欢，帅哥美女，养眼！            
(5星)	 纠结得。。。。            
(4星)	 情网就像泥沼，愈挣扎，显得愈甚···            
(4星)	 s和n。其他无视。            
(3星)	 第一季 还有点新鲜感            
(5星)	 妖孽啊妖孽~            
