http://movie.douban.com/subject/3402975/	败犬女王 敗犬女王
(4星)	生活，其实自己主宰
(5星)	好，从此喜欢上阮经天的电视剧，台湾的偶像剧真不错
(4星)	卢卡斯弟弟
(4星)	后面几集咔嚓掉多好。还是不认同阮的演技
(4星)	本质是一部剩女励志片。
(4星)	难得一部看的下去的台剧
(4星)	去年看的
(4星)	前面还好，后面不怎么看得下去。。
(4星)	还真不一样
(4星)	拍得很好，喜欢卢卡斯
(3星)	感觉没有传说的那么好看
(4星)	开头唔错。。可惜后来走老土偶像剧路线啦。。。勉强四星。。。看在败犬份上
(4星)	这题材很受剩女的中意呀
(4星)	鳖女！！！
(4星)	阮经天很赞！
(5星)	加深爱上小天~
(NA)	不错的电视剧！
(4星)	女王的气场还是很强的滴，顺便给小天星星
(4星)	如果你让我推荐一部台剧 那就是它了 与我爱阮经天无关
(5星)	姐以后会不会也败犬··
(5星)	哭了N次呢！
(5星)	就像我和你的爱情一样。。。感动！警醒！
(4星)	好好看好好看~肉体肉体！！！
(4星)	看到十五集以后一直在快进，结尾太拖沓，后面的每一集其实都可以是结尾。 
(NA)	还不错看的说～
(5星)	作为偶像剧~真的拍得不错
(5星)	喜欢和我爷爷一起看...
(4星)	觉得还是很好看的。年龄不是距离阿。-0-
(3星)	又是一部小女人尋求愛護的片＝＝
(4星)	单无双是摩羯吧？
(5星)	不要当“滥好人”啊……
(4星)	允浩在教堂离开的那段超feel
(5星)	很早间断看过，最近翻出来，发现是部难得好看的台剧，是因为越来越御姐控了么，要坚持真爱，要坚持还有，要全力奔驰，还有，千万不要在晚上睡觉时听歌…
(4星)	林夕都有看过耶！！
(4星)	我也快成败犬了~
(4星)	因为这个电影喜欢上阮经天 和 杨谨华演技都很棒~
(4星)	回憶，是回不去的從前~~爱情本就如此，弱水三千只取一瓢饮，只在乎你于我的意义……勇敢地去追寻属于自己的爱吧~~也许是老了，也许是成熟了，偶像剧的冗长拖拉的狗血剧情及极度夸张煽情的对白实在让我很难静下心来好好看了，也许是最后一部了……
(NA)	坚强
(4星)	好久好久没有看偶像剧了...最近加班完，回到家里，打开电视就是这部戏...断断续续看下来...好舒服...
(4星)	和金三顺里面玄彬没有选美丽的前女友一样，无双也没选择允浩，一开始就没想过信任对方，没有想过争取挽回，几年过去，再见也是徒然，或者说是彻底的完结
(5星)	杨谨华超美的！
(NA)	偶像剧言情化
(3星)	看它只是因为无聊
(5星)	打不倒的败犬女王。
(5星)	不知道为什么就是觉得好     觉得要像无双学习来着
(4星)	阮经天帅爆了!!!!!!!!!
(5星)	没有如果
(5星)	五星给完美情人卢卡斯
(3星)	我也有过一段追湾湾泡沫剧的日子...
(5星)	不错不错~按照网上说的，看到了第十八集~然后打住~
(4星)	学长还是小草莓，大概这样的选择，是每个女人想要的。
(3星)	早知道女主角这么丑就不看了，那张大驴脸的矫揉造作的表情哦，现在想起来还想吐，所幸几个配角不错，喜欢开始的眼睛妹
(4星)	七年级生的感情就不是感情了吗？
(4星)	很不错的电视剧~
(4星)	嗯，阮经天很不錯，杨谨华氣場很強大，本來這部戲的前半段不錯，可惜敗筆在1，后面拖太長2，讓温升豪演了男二學長 結果温升豪演得太好，導致很多觀眾都倒向他，到最后在網絡上展開了討論戰，很不幸，我也喜歡温升豪演的學長，所以我必須要說，我對結局很失望，我的學長~~~~~~
(3星)	一个调调非常舒服的偶像剧
(NA)	好看！
(5星)	可爱女人单无双。
(4星)	竟然让我不小心想看第二遍，细节这么差，小剧情这么烂。我果然很喜欢带点可爱的熟女，而且是相当爱啊哈哈。
(NA)	如果我三十岁还像她这么漂亮，我也敢不嫁。。。。
(4星)	lucas。。可惜烂尾。。
(3星)	死过一次就知道珍惜生命了
(5星)	爱卢卡斯，爱单无双！！
(4星)	时间太多人生太无聊，所以有了偶像剧。笑笑就好
(2星)	也就一般的爱情片吧
(5星)	谁说单身就是拜犬？Ｏ（∩＿∩）Ｏ哈哈哈～我就喜欢女王！！！
(5星)	感同身受的败犬心情，凭感觉而不是凭条件，即使开始一路都很有偶像剧的风格，波折而最后终于在一起，但情感却很真挚感人，凭着相爱在一起后面对生活存在的问题也很现实
(2星)	。。。。。。。。。。。。到后期很烂， 编剧很烂，剧情很烂。。。。。不合逻辑。。。。烂。。。
(5星)	蛮搞笑的，阮和杨都演得不错 杨谨华还是挺御姐的～
(5星)	太好看啦！杨谨华把单无双表现的入木三分啊！阮经天虽然有点小耍帅，但是演技也真不赖，好多地方真的让我好感动，永久收藏的电视剧！
(4星)	很爱啊很爱，这么狗血的剧情，最后还是哭了。杨谨华和阮经天，嗯，第一次觉得，姐弟恋也可以这么般配的。
(5星)	如果是我我也会用很快很快的脚步去追逐我们失去的这六年~而不是让你一个人努力的去追
(3星)	前半部分好看。！后面很拖沓、！
(5星)	多好看啊，才这么点分！
(4星)	开始不错 越往后越拖沓... 
(4星)	大四的时候看的吧，感觉现在我的心态相比较大四已经老了很多了
(NA)	对爱情来说 年龄不是问题 爱情要一起努力争取
(3星)	自从跟学长误会解释清楚后就不想看了 前面好看
(4星)	这样的女人其实很有魅力
(4星)	开头很精彩，到了第十集觉得有点拖了~
(3星)	梁静茹唱的主题曲很好听~
(4星)	不错
(4星)	结尾部分的反转还不错 
(3星)	只是不喜欢这种剧情
(4星)	偶像剧情剧还是合格滴~
(4星)	梁静茹一整张专辑啊。。。
(5星)	我不是败犬！
(4星)	前面十四集就该结束了，后面就不想看了，也没看下去。。前面看的还我还哭了好几回，后面拖拖拉拉，就是硬给拖到二十几集。
(5星)	太赞了！看到哭！都是逞强女啊。。。
(3星)	小天的身材真好，吼吼~~
(NA)	就算女猪不是台偶标准女猪。。故事还是标准台偶故事。。Lucas不是打工达人吗？！！他的老爹出来的一刻。。我裂了。。。原声蛮好听的。。完全是梁静茹的个人大碟了。。
(4星)	那一星是给允浩学长滴~~~
(4星)	 我33岁的时候能遇上卢卡斯这种小鬼么
(3星)	后面太老套了，肥妈妈很可爱
(5星)	只为经历相同，哭过一鼻子。5星
(3星)	给大龄女青年一个希望
(3星)	看之前也是听了室友大赞小阮扮演的卢卡斯是个好男人。记忆最深刻得应该是风信子的置之死地而后生，和8年的差距。
(4星)	啧啧~~好电视剧~败犬也很精彩啊
(5星)	我最爱的电视剧~还有我最爱的小天~
(4星)	怎么每一集都在过圣诞节  ！！！！
(4星)	她真的好像松島楓啊－ －
(5星)	虽然你鹾了点。虽然你爱得卑微了点。虽然你经常不经意沾花惹草。虽然你有的时候幼稚了点。虽然你色情了点。但是阿你的演技真的很好真的很催泪真的很用心很棒了阿。不是校园剧但是很现实。有人觉得 嫁不出去是败犬。有人觉得 相亲了就没有资格谈感觉。女人的价值 只有结婚生孩子才能被体现吗。
(3星)	很适合我这样的大龄剩女 27岁以下的妹妹就别自称剩女了
(4星)	与《回家的诱惑》同时看。败犬真的很好很好，无论逻辑，演员演技以及剪辑。小天真会挑剧本。
(3星)	现在你看好，面前是我们八年的距离，现在我要跨过来了
(4星)	总之我看睡着了
(NA)	这个世界真的有如此单纯的爱情吗？
(5星)	很喜欢！
(NA)	很好看很多经典台词，情节很搞笑
(4星)	刚开始看到这个名字，有些不以为然，觉得不过是那种无甚意义的台湾偶像剧。但后来，可能是无聊，可能是那一段喜欢阮经天，因为《命中注定我爱你》，所以看了，但的确不错，不是一般意义的剧，有现实性，有一定的内涵，看完后不会后悔……
(4星)	千万千万不要做败犬啊。。。因为现实中的败犬没有阮经天和温升豪来配的。。。
(NA)	世界上人都在追逐爱情，可是爱情就跟北极熊一样，隔着镜头觉得它很可爱，实际靠近它被它狠狠踩过一脚，就知道什么叫做痛到想死。
(5星)	想高三了还每个星期追着看。
(5星)	之所以给5星不是因为恶俗的剧情····而是配乐····哇靠·后来才知道是严爵的配乐···后来这孩子出了专辑后····感觉不怎么样·········
(5星)	我也喜欢小草莓！
(4星)	不是败犬，是女王！
(5星)	最棒的台剧~男女一号演技好，形象好，台词好，剧情好，反正就是我最爱的台剧！
(3星)	美国华语电台放的
(3星)	讲述的故事还不错
(5星)	我就是爱小天，没办法。
(5星)	谁说败犬不可以有幸福？
(NA)	我要做女王，。
(5星)	人生教科书。
(4星)	看的那阵子真是迷上他俩了。
(4星)	喜欢杨谨华
(4星)	这里的歌太好的听了，小天太可爱了
(5星)	这个世界上有单无双，可是却没有卢卡斯！！！！！！！
(4星)	因为此片喜欢的阮经天
(4星)	彷彿看到10年後得自己 而且是沒有小男人愛得自己阿..
(NA)	此生看过的唯一一个偶像剧。主题曲很好听
(3星)	没有如果
(4星)	上面一个圈，下面一个圈，合起来是个8
(5星)	正走在通往败犬的路上，边看边流泪
(4星)	这部姐绝对推荐，当时看的时候可感动了
(4星)	阮经天和杨谨华的演技都非常赞！这部剧追着看的，所以刚开始觉得挺好看的，后来追着追着就倦怠了哎。。但是里面的歌曲都不错！有的部分也很感人。
(4星)	LUCAS
(3星)	我也是败犬了
(5星)	宋允浩。。
(5星)	我也要小狼狗！
(5星)	看的我的心拔凉拔凉的！介就是我以后的人生。。。
(3星)	只能说是剧情比较完整的一部偶像剧。
(2星)	看完心里暖暖的
(4星)	阮经天着实又帅了一把！~~~他俩实在很般配，不如就张了吧囊~~~~
(5星)	我真的很喜欢啊啊啊！！
(3星)	其实就是一本少女漫画，只是当年的少女已经变成了大妈，明明什么大场面都见过了，还强矜持
(NA)	每天寝室熄灯后的一个小时，一定要看一集，否则心里痒痒，就算做败犬，还是自己的女王。
(4星)	又是季可蔷
(3星)	很多桥段抄得厉害，结局那场有点雷。还好演员够出色
(1星)	那个山寨天海的女主怎么看怎么不爽
(4星)	人家反差八岁都不是问题，正差四岁又会是问题，当初那个借口真的好烂。
(5星)	很好，杨谨华演得很好
(5星)	值得重温~
(4星)	败犬女的白日梦，呵呵。
(5星)	适合所有真性情的女人去编织纯真浪漫爱情的梦想
(4星)	更喜歡楊謹華的發行﹐有女王的風范
(3星)	看的时候与你说88
(5星)	想当年一周一集的追，后来还重温了三遍！~相当经典啊！~
(5星)	大爱小天。比较少有能让我回味几遍的偶像剧，除了惯有的偶像剧的表现手法之外多了很多思考的部分。
(5星)	小天~~~~死小孩性格代表作呵呵
(4星)	前半部比较精彩嘛 后半部看的我有点想睡觉 不过是我喜欢的欢乐大结局哈哈
(4星)	剧情，背景音乐都爱~~
(2星)	看不下去= =。女主好做作！！！
(NA)	噢，阮经天
(5星)	只有全力奔驰，才是有价值的人生，嗯嗯，我差点给忘了
(5星)	我很爱
(4星)	好看，不是太做作。女主太出彩了。
(4星)	= = 我不要爱情 我要做败犬
(3星)	为了小天
(4星)	阮经天好帅~
(5星)	台剧……这是第二部。应该不会再追了吧
(5星)	后面有些拖沓...
(4星)	和宿友一块儿看的，有感觉，不是因为剧，上是因为人
(4星)	我喜欢外表吊儿郎当的，骨子里却天真和成熟参半的半熟男~自信、有担当、对感情认真、有时却有些孩子气~女主爱上他理所当然~后面的剧情有些狗血额~剧情设定的太假
(2星)	虽然单无双很丑很sb，可是小天的桃花眼。。。这电视是越看越差诶。。。
(4星)	前面不错，有女王的感觉，后来就渐渐有点小言了...
(5星)	他们俩好称~
(4星)	很久没看过还算好看的台剧了，又一个供女人yy的完美男人
(3星)	实在看不惯这么帅的弟弟落在这样一个老女人手里
(3星)	跟风去买了风信子。
(5星)	作为一部泡沫偶像剧，前半段立意和情节可圈可点，后半段略微有些狗血嫌疑，但整体来讲，瑕不掩瑜。“为什么？因为你是一个值得被真心对待的人。”“一旦结了婚，你就要对别人的人生负责，你以为结婚是什么？拿来宣告只要有爱情就能解决一切问题的保证书吗？就凭现在的你，有能力给她幸福吗？”
(2星)	看了头三集，就再也没看下去，算“看过”吗？
(4星)	台湾为数不多认真拍摄的电视剧，不错
(5星)	杨谨华气场啊,女王范太足了,小天虽然眼睛太小了,演的还是不错滴.整体比别的偶像剧有营养些,4星,还有一星给梁静茹,大爱没有如果这样的甜蜜情歌.
(3星)	终于完整看掉
(1星)	大学生宿舍肥皂剧。with 小白&amp;小菲
(4星)	看到了我自己的影子
(3星)	  北极熊出现后我终于不打哈欠了，北极熊消失后我睡着了，阮经天到底哪里好看，默……
(4星)	看了一半。。。又弃了~~~
(4星)	大爱杨谨华
(5星)	在我心里，你是女王
(NA)	剧情在6、7集左右就可以结束了，后面几集太繁琐了，像是加上去的后缀的，收视率最高的最后一集，根本就是演他妈结婚，整体看还是觉得阮经天很温馨 啊。。。
(4星)	阮经天加上梁静茹的歌曲.
(3星)	某人觉得我以后就会是剩女。反正我又不反感败犬。
(NA)	发现安东尼也看过这个!!
(3星)	看完这个开始看命中注定的 但这一切都是因为看了艋舺
(5星)	哭的稀里哗啦。。。我也不知道怎么了
(4星)	刚开始只是因为有静茹的歌作插曲而开始看这部剧。不过其实也很好看的啦，很多让人感动的部分，优秀的女孩其实很不容易。
(4星)	我本来以为这就是完美结局，谁知道，戏才演到一半
(5星)	超爱~
(3星)	主营业务YY。
(5星)	最爱的台湾偶像剧，期待超越。喜欢里面的歌，梁静茹专辑的完美植入。
(5星)	人是应该自己长大，小时候以为读好书，事业爱情就会随之而来，但发现，最后还是我一个人。我决定自己成长，自己独立，自己过好自己的每一天
(NA)	算是最近几年台湾偶像剧里的精品啦~~蛮喜欢的~
(5星)	无双很美很狮子&gt;&lt;。音乐超赞！画面很舒服。怎么看怎么有爱。
(4星)	噗··
(5星)	我的最爱~
(4星)	梁静茹的歌作插曲的电视剧啊，听着就觉得好温暖，从此爱上阮经天。。。
(4星)	单无双 我的最爱
(5星)	偶是单无双
(4星)	流口水～～
(3星)	我米有在看台剧我是为了看小天帅锅///3//
(5星)	近期难得的好片
(2星)	挺不怎么样的..我小时候怎么喜欢这种剧..
(3星)	shit！屁啊！哪里来这么多的卢卡斯！哪里有这么痴情的学长！
(3星)	女人无论什么时候都不要变成性格古怪行为乖张的怪卡，保持永远的可爱和优雅
(5星)	非完全理性地看的话，这部剧还是值五星的，至少我很喜欢
(2星)	一开始是因为喜欢梁静茹包的片尾曲，台湾的偶像剧还不就那副死相。
(4星)	台剧可不可以不要都烂尾。。。
(4星)	杨谨华，这女人我在白塔里就很看好她 果然凭借小天上位。我对姐弟恋不来电 完全是为了演员
(4星)	狮子女的爱情故事。。
(4星)	人生还能有几个六年？及时行乐才是王道。。“曾经我把你当成我的终点，所以我很难放手；现在我知道你是我的过客，就变得容易多了。也许我在下一个路口，就会遇到我的终点也说不定。”
(3星)	拖沓了点。。
(4星)	好看..
(4星)	小天的演技现在渐渐炉火纯青了，杨谨华是意外的本色出演啊，剧情演员都很好，这部剧就错不了，但是很多大龄女青年不知道有没有这么好运气，遇到自己生命中的卢卡斯呢。
(4星)	台湾片，怎么说呢，明明知道很狗血，但是就是忍不住看……觉得是一种别样人生吧虽然自己不能经历，但是看看别人经历也不错
(3星)	太长了
(5星)	謝謝那個曾經給我, 如此單純和美好的幸福的人.希望你幸福.
(4星)	最喜欢的偶像剧神马的~
(3星)	其实就是想念阮小天同学了~~~~
(5星)	我很喜欢哦~无双喜欢质感的生活~喜欢一个人什么都冲在最前面，也许有些超过，但是啊，女人啊，最好还是独立的好
(5星)	姐弟恋神马的最有爱了
(4星)	我愿意成为这样的败犬
(3星)	电视剧中的歌曲好听……这是我唯一觉得好的地方。
(2星)	男女主角 很不配
(5星)	太好看了吧
(4星)	幸福由自己决定。
(4星)	到位
(5星)	感动到哭，温暖我的姐弟恋
(4星)	太多剩女了。。。悲剧
(5星)	小天的嘛，咋个都要支持，而且看完之后好喜欢杨谨华！
(4星)	败犬还是女王，更喜欢梁静茹的音乐，配合的很好
(5星)	说实话，这是我追的第一部偶像剧，它开创了我追偶像剧的先河！！！力荐！！
(3星)	还好啦
(4星)	好看，不解释
(4星)	不要成为败犬你，毕竟还是电视剧，普通人没那么好的事发生~
(3星)	只能说还行！
(4星)	前几集很不错，最后还是不落俗套的拖沓。。。
(3星)	我 不是 公主 是女王
(5星)	还蛮不错的，情节也蛮紧扣的。有些情节也比较现实吧。OMG，希望我自己不要成为败犬女王就好~阮经天真是越来越帅~~口水~~~~
(5星)	。。。。
(5星)	杨谨华演的真好
(NA)	好看
(3星)	小天的演绎日益娴熟~喜欢小天
(4星)	比大多数偶像剧好 但又和大多数偶像剧一样后面拖沓 不过结尾还是不错滴
(4星)	仍然心存的感动。
(3星)	喜欢前部分。阮经天在里边的角色太迷人了~
(4星)	我又不小心偶像剧了一下。。
(3星)	姐弟戀。。不喜勿入
(4星)	还不错~~不过我还是最喜欢学长~~
(4星)	姐弟恋要承受的压力是很大，8年的差距，代沟啊代沟~
(NA)	阮小天啊，阮小天！！
(NA)	2009
(4星)	偶像剧和现实的区别在于，偶像剧中，女王不可以会成为败犬，而现实生活中，女王很难避免不成为败犬。
(4星)	恩。。不错的一部
(4星)	为何无双不能与学长再续前缘呢？有校园里的共同经历，有婚约有海誓山盟。而真空的几年各自生长，于是那个时间一旦过去，此情只待成追忆？小草莓与无双妹不搭不搭，愿在学长的眼神和微笑里沉溺...
(5星)	O(∩_∩)O哈哈哈~剩女的心声
(5星)	给力啊，阮小天同学帅着嘞……给力……
(3星)	比命中注定我爱你好看
(5星)	这部偶像剧值得一看 杨谨华漂亮 嘿~人生终究还是一个人的人生呀~卢卡斯无处寻哟~单无双也是独一无二的
(4星)	大爱杨谨华  女气质啊~~~
(3星)	算是开启了最近多到爆炸的老女人恋爱电视剧的鼻祖。。。
(5星)	你不是绊脚石，是我找了好久的钻石。
(4星)	大龄女性单身女性强烈推荐看此片，坚定信心，自强自爱！
(3星)	印象中这该是电视剧吧= =...打发时间很不错
(3星)	男女猪都不是我的菜啊我的菜，表示中间被学长虐出过几滴眼泪水，然后...无亮点。
(NA)	我剩者为王。好了。
(4星)	三立的偶像剧真得很不错。剩女话题。小天演技越来越赞。
(4星)	(⊙v⊙)嗯 是我看过的为数不多的偶像剧里相当不错的一部·~~~
(4星)	怎么做一只不呆的败犬呢。
(5星)	很喜欢！~一口气看完的~
(4星)	谁说单身就是败犬，败犬也有春天，记得败犬教给自己的那些事。
(4星)	喜欢杨谨华嘛。不做作。喜欢小天天嘛~没道理~
(5星)	小天！
(3星)	谁说单身就是败犬
(3星)	本来是要给四星，可是后半部分实在太糟糕了，看得人老是想快进，拖戏也太严重，不过前面还是很好看的。
(4星)	也期待一个小我8岁的。。。才9岁。。。。发育不要太好。。
(3星)	11集之后狗血的猩红一片···
(NA)	喜歡前一半 那時的單無雙還多有格調 後面你儂我儂的淪為俗套。
(4星)	看完败犬女王，害我痴迷了好一阵子杨谨华
(4星)	很久米有看台剧了~这部还不错啦。男女主角蛮喜欢
(3星)	还是达子最经典
(4星)	你们可以那么好。。。。
(4星)	败犬也无敌`
(5星)	阮经天！！！
(5星)	《流星花园》之后最好看的台剧
(4星)	虽然现在还不到20岁 可是看到无双妹仿佛看到了十几年后的自己 不过应该不会有那么那么的卢卡斯出现吧
(4星)	18集结尾多好.
(4星)	没想到还挺不错的
(4星)	剩女的故事，也许会有一些启示
(3星)	就是喜欢杨谨华嘛
(4星)	因为...你值得被爱...
(4星)	很好看。这么大岁数还是很给力的出演 。赞一个！
(4星)	虎头蛇尾
(4星)	小天
(3星)	世界上哪来的命中注定的爱情——阮经天语。
(3星)	这种偶像剧只能跟着室友一起看才看得下去。
(4星)	“我，单无双，全力奔跑三十三年，不曾让任何人跑在我的前面，成功的事业，质感的生活，但我回头一看，追我的男人只剩下这个根本不该存在在这个世界上的圣诞老公公。但是只有全速奔驰，才是有价值的人生。”如果这部戏停在无双和允浩结婚那里我觉得会比较好，后面再继续下去就是成人童话了。
(4星)	软今天表演比较做作 败笔啊。。
(4星)	很多台词不错
(2星)	  完全冲着阮经天看的 可是还是没看完。 女主那个脸长着跟什么似的 剧情也很狗血 完全没有看下去的欲望了... .. 
(4星)	这是台剧最爱的那过
(4星)	我喜欢小天。
(4星)	阮经天~
(5星)	我真的不喜欢看台剧但我真的很喜欢这个!喜欢小天也喜欢这女的!!
(5星)	情节与演出都很有张力，小天演技被磨练得很好
(4星)	你值得被真心对待。
(NA)	不错，很好看的台剧，不过貌似前半部比较好看~~红了杨谨华，红了小天，也红了学长，哈哈
(NA)	爱情励志片 我电脑里存的唯一的看完没删的连续剧
(3星)	但愿我不会被男人剩下，然后去挑别的女人剩下的男人。。
(5星)	她不是公主，她是女王
(4星)	對傲嬌木有抵抗力..... 看的不多
(5星)	后面有点拖沓，但是前10集真的非常的精彩！无双女王我爱你❤
(5星)	不管几岁，女生的爱情，就是比男生多了一些不勇敢，在你们眼里就会称作想太多
(5星)	63集。全看完了。又空虚了。
(5星)	我爱阮经天！！！！
(4星)	人生终究还是一个人的人生。偶像剧终究还是一个模式的美好结局。
(4星)	败犬不怕 因为已经被剩下。总有个更好的等着。这就是补偿。补偿你遗失的时光。
(5星)	你值得被真心对待
(NA)	年岁的增长一点不可怕,可怕的是一颗老去的心.生活中,有再多的不平顺,都要乐观去面对,过往和伤痛都是成长的良药,自信充实地过好每一天,幸福便会不经意间降临.善良的女孩是值得被人好好爱的.看完了&lt;败犬女王&gt;,喜欢单无双那样上了年纪仍然没有危机感的女人,是的,谁说单身的人就是败犬呢?
(4星)	唯一一部从头看到尾没有快进的台剧。杨谨华又帅又大气又有女人味，就喜欢这样的。单无双和我很像。But where is my Lucas?
(4星)	蛮喜欢杨谨华的  谁说单身是败犬，在爱他的人眼里，她就是女王　
(NA)	难得不错的台剧
(4星)	咦，曾经一度感同深受
(5星)	情节有点拖沓  但还是很催泪
(4星)	爱没有说出口的时候，吸引我，爱摊在桌面上的时候，不感兴趣了
(4星)	这年头女王遍天下，卢卡斯却只属于偶像剧~姑娘们，看看有助于加强气场。
(5星)	这部真的不错。。反应了很大的剩女问题啊！@Home
(4星)	深有感触。下一个败犬女王会不会是我。。。。。。
(3星)	放开自己的心，没什么好怕，勇敢去完成生命中一个又一个的梦想
(4星)	到后面看的有点急人 恨不得克帮他们演~~
(4星)	这部剧是用来看演技的
(4星)	還不錯喔。
(3星)	剩女致哀。
(3星)	女王和小草莓
(3星)	故事一般~~最后竟然还很俗
(4星)	杨谨华红了~
(4星)	恶俗的偶像剧居然就我一个人看哭了……
(4星)	阮经天就适合搞姐弟恋嘛~
(5星)	哦哦哦 我要嫁给 卢卡斯
(4星)	不怎么喜欢杨谨华，不过这部剧真不错，比命中好看。在我看来，女大男8岁还真不是什么问题。不喜欢那个学长，不过温升豪气质不错。
(3星)	很喜欢杨谨华 五官长的真TM好看 百看不腻的脸 身材又好 还有那个宋新妮也很喜欢 不过居然是宪哥的X 有点瞎 
(4星)	败犬长的像我姐，学长长的像我同学XX，看他们的对手戏看的我好心酸……
(3星)	阮经天好看呀好看。前面十级还不错，自从学长归国后也太拖沓了吧，都是X2~4看的。杨谨华为何让我越看越觉得像杨怡。前十级可以到推荐，后十级是较差，故平均之
(4星)	今年看過還算特別的偶像劇。
(4星)	额 启蒙我看台剧的之一
(4星)	真心，珍惜别人的真心。
(5星)	阮经天太性感!
(5星)	非常励志,非常感人!
(5星)	这部片子，有两段让偶感动落泪。。一段时Lucas与无双在环岛日出时复合的场景，一段是无双在爆炸现场失踪，Lucas通过电台告白的场景，可以说是整部戏的高潮，第一看的时候，看到第一集，觉得没啥意思，后来越看越精彩，杨谨华 和 小天的演技可圈可点，很不错啦，大力推荐。尤其适合感情疗伤
(4星)	后面拖
(NA)	我觉得是最好看的为数不多台剧！
(5星)	巨好看！！！！
(4星)	8，倒下来，就是无穷大。
(4星)	开头让人无法忍受，看在梁静茹的歌的份上继续看下去，刚被剧情吸引又开始拖沓。。一个大龄记者剩女。。仿佛看见了自己的未来
(5星)	迄今为止最爱的台剧~
(4星)	自我价值和生活的追求，不委曲求全
(4星)	差八岁的恋爱。虽然不实际，就当是一个美好吧。
(4星)	恩，艳子看了迷上阮经天，逼着我看
(3星)	纯粹为小天
(5星)	看完了。觉得是很好的电视剧。然后就想说：我们难道一定要经历一场死后重生，才能明白自己早就该明白的事吗？才知道要对自己好，才有幸福的能力？可是上天不是给每个人这样的机会。
(5星)	曾经以为早就过了看偶像剧的年龄,但是这部剧唤起了我看偶像剧的鸡情,
(4星)	音乐很好听！杨谨华 很有气质！
(4星)	之后有点拖拖拉拉，不过还是很好看~
(4星)	我还蛮喜欢的
(4星)	没看完.猜到结局.
(NA)	华丽丽的三天用2倍速看完
(5星)	为什么我曾经那么爱看杨谨华....好诡异.好诡异...
(5星)	回味中 反正就是喜欢
(4星)	是不是真的有那么一个男生等待着你。。。
(5星)	只有看过才知道，是有多喜欢。无双哭的时候我也哭。即便做不到她那样，我也在努力。
(4星)	看到她和她学长再见面但是没有在一起后就没看了。本来就应该是以前完美的爱情，为啥不要了。其实我是冲着静茹的歌去看的
(NA)	我是败犬吗
(5星)	女王控……
(4星)	三十岁是更好的二十岁。而又有多少人懂得。
(2星)	台湾剧情
(3星)	哎~话说这种被普遍认为弱智滴电视剧，我起码看了有个5,6遍~
(3星)	阮经天的演技很好。
(3星)	看完就完了
(NA)	19  我讨厌这部电视剧的导演，还是编剧！！！
(3星)	前面还不错，后面允浩出现后要扣分。感觉就是导演要把男女主角戳和在一起，太多巧合，太多以外，差强人意。卢卡斯是人，不是神，没那么完美。
(4星)	皮囊好 别浪费了享受美感的机会卢卡斯一步跨过了单无双八年的界限 这是有点可笑
(4星)	8 and 无穷大
(5星)	我记得我看得很欢畅
(4星)	风信子开花不能用Google搜啊……还有，我居然认出了客串DJ的梁静茹……
(4星)	阮经天那个死小孩的销魂眉毛啊~
(4星)	我喜欢这个独立坚强的女人。
(4星)	单无双其实不是败犬，因为她还够美；真正的败犬是没有办法遇到卢卡斯的。
(4星)	珍妮弗小姐在斯里兰卡快过不下的时候看了它，又过下去了
(4星)	被看
(NA)	你是谁的女王，又是谁的公主
(4星)	第一次感觉姐弟恋也不错~
(5星)	Bye, Lucas
(NA)	欣赏单无双
(5星)	看过之后喜欢上了杨谨华
(5星)	女人的骄傲和年纪无关！
(3星)	偶像剧果真没什么油盐，不过这部还好，至少看到了对生活的热爱，还有，对自己的爱要满溢才对......
(5星)	……我要去写一个从来没写过的评论！！！什么都不能概括我对卢卡斯的爱！！！！！！！！什么都不能！！！！！！日哟苏死我了TAT
(3星)	呃。~~(╯﹏╰)b
(5星)	8岁。。。这太华丽了.，当时正大二失恋。。
(4星)	或则这样的爱情只有在电视里才会出现
(NA)	还不错
(4星)	不说神马！虽然有些洒狗血 但还是很给力哈！
(5星)	挺好看的
(5星)	台词超赞
(4星)	杨谨华气质还是蛮特别的~~
(5星)	尤其推薦獅子女看~~最後兩集我一直留著，偶爾會看看~~
(3星)	这年头剩女是多了点啊
(5星)	你还相信童话故事吗 会被比你小八岁的圣诞公公骑着自行车因为讨厌而追着因为牵挂而骄纵着保护着 勇敢地为你为自己负起未来的责任 八年又算什么 跨过去吧。生活 就是敢爱敢恨吧。他是你的王子 不会再错过了。  
(4星)	真是不错。虽然还是有偶像剧里弱智的东西，但已经完胜了~喜欢~
(4星)	我不告诉她真相，是因为不想让她认为我把受伤当做这一切的借口。女王啊、我信了。
(NA)	因为小天才去看的，不过杨谨华我一直也很喜欢，感觉她长的很有特点。故事还好，剩女没有什么，我们要做不败的女王。
(NA)	找个小帅哥谈恋爱行`可惜结婚还是想找死胖子``哇哈哈``
(5星)	完美到发指的童话，极品的卢卡斯，哪来的败犬啊，还让人活不T-T
(5星)	难得的比较现实的台湾偶像剧~好看~
(5星)	这种搭档也很不错~
(3星)	推荐下吧
(5星)	我害怕 我也变成败犬
(3星)	我挺喜欢单无双啊...
(4星)	很喜欢里面的小天。
(4星)	看过最好看的台剧
(4星)	放大了都市人的孤独。
(5星)	完全就是在说我嘛……
(5星)	非典型偶像剧....
(5星)	独立的女人也可以有美好的爱情。是女王。不是败犬。
