http://movie.douban.com/subject/2124746/	溏心风暴 溏心風暴
(5星)	 妈的，哭得稀里哗啦的。。。话说常在心的性格和金刚真像            
(5星)	 貌似后面的没有前面好看            
(4星)	 家族剧~            
(3星)	 有点长            
(3星)	 林峰和钟包子，不可以不可以。            
(5星)	 有感触~            
(3星)	 上阵父子兵，这种感觉现实里很难找到吧？            
(4星)	 我问自己，如果我是常在心，会不会原谅Alfred，在我看到第27集，我对自己说：我誓死都不会原谅他。但是当我看到35集的时候，我开始骂常在心：你坚持什么劲？！最后，Alf死了，到死他都不知道常在心已经原谅他的时候，我心里像被塞进了一大堆卫生纸一样难受。            
(4星)	 很赚眼泪的一部戏啊，但是没啥突破，缺乏新意吧。            
(4星)	 Vincent ~~            
(4星)	 港剧之路            
(NA)	 好喜欢常在心和Alfred这对            
(NA)	 超级好看的  我喜欢            
(3星)	 卖鲍鱼的。。。。            
(5星)	 钟嘉欣漂亮~~~^-^            
(3星)	 到处都有钟包子~！            
(4星)	 大过节的我离家万里夜深人静地看着，要我命呢……            
(5星)	 好人很好 坏人很坏 演技很好            
(4星)	 每次看到常在心哭，都好心酸。            
(3星)	 就那样            
(3星)	 越到后面越吵…………            
(3星)	 喜欢Vincent            
(4星)	 家和万事兴很有钱很有钱是可以的但一家人同时有几个太太..that&#39;s the problem.但很钱很有钱的必然结果就是一家人同时会有几个太太..纠结的心情正如这纠结的电视剧.            
(5星)	 好看！！！林峰死得太狗血了，完全是为了成全陈豪。。。虽然两人我都很喜欢~~            
(5星)	 溏心系列的都好看 第一部更喜欢一点            
(4星)	 还好啦~~这种大家族的勾心斗角都会有个精彩的论战            
(3星)	 大家族间的琐事.            
(NA)	 吵吵闹闹。其中的爱情却令人牵挂。。。Alfred，常在心。Starry starry night.....            
(5星)	 后半部分有点作。。            
(5星)	 常在心，得得地。悲情的眷属。            
(5星)	 TVB历史上难得的好电视剧！！跌宕起伏，看得惊心动魄！！            
(5星)	 林峰死那会儿哭死了            
(5星)	 揪心的片子。。。            
(4星)	 這個不用說了，紅得不得了滴   不過我更喜歡第二部            
(4星)	 林峰林峰，那段时间和依嘉狂萌，现在我忘了。。            
(5星)	 从《金枝欲孽》开始喜欢陈豪，里面的角色刻画很生动，都蛮喜欢。呵呵，名字也很有创意。嘻嘻，my love will get you home！            
(5星)	 以前一直不太喜欢黄宗泽，看完溏心觉得TVB真的没有一个演员没有好角色~            
(5星)	 从此爱上这首歌~MY LOVE WILL GET U HOME~            
(4星)	 嗯~不错~            
(4星)	 不擅长如此长的剧 完全是为了认TVB人看的            
(5星)	 林峰。黄宗泽。            
(NA)	 又在重看，很不错。            
(3星)	 高三毕业刷的，太吵了点            
(3星)	 剧情实在烂得可以、 钟嘉欣还不错了~            
(4星)	 黄宗泽和杨怡的戏份太少了= =            
(4星)	 港剧都蛮好看的，幽默            
(3星)	 鐘嘉欣怎麼可能配得上峰少。            
(4星)	 家庭温馨情景很感动，其余无感            
(4星)	 如果没有程亮，只有得得地。收拾真的要得得滴了。不过TVB的感情戏什么时候那么猛了，又劈腿，又车祸的。泽怡配也微微失去了往常的光泽。            
(5星)	 生活中应该没有“还可以”            
(4星)	 久旱逢甘露啊~tvb长久的低潮后终于迎来一部溏心风暴。。。            
(5星)	 凌巧在教导孩子的同时也在教导着我们怎么做人。            
(4星)	 我好喜欢得得地啊&gt;&lt;。            
(4星)	 挺好看的            
(3星)	 林峰！陈豪！            
(4星)	 家嘈屋闭            
(NA)	 怎么还一夫多妻，讨厌            
(5星)	 好看呀好看。            
(3星)	 总是这几个人演。。。            
(5星)	 喜欢，喜欢，喜欢！！！            
(4星)	 当初租碟看的时候觉得剧情很冗杂，虽然以前很多40集的戏也看过来了，但唯独这部看得很烦。不喜欢大家族的争夺财产，唯一可看的就是感情戏。一直对陈豪没什么好感，但承认得得地是个大好人。也不喜欢程亮，因为一开始就有预感常在心受不住这个男人。带得出去带不回来。也许女人还是选择最爱你的人好。            
(5星)	 再看海报也能闻到上大学熬夜追看此剧的那阵味            
(3星)	 太纠结了！            
(4星)	 讨厌钟嘉欣 大爱少爷 为什么客串会出彩呢...            
(4星)	 大家族里的风波，大小老婆的恩怨。勾心斗角的片子tvb永远不缺的。里面还是大爱林峰，他死的时候真伤感。不过我还是更喜欢花好月圆一些            
(NA)	 家族剧~~~纠结~            
(3星)	 先看的花好月圆。这系列的剧人物好多，故事好薄弱。            
(4星)	 看常在心我就不舒服            
(3星)	 好神奇的大团圆结局阿。程亮实在太嗲了            
(5星)	 看得我经常想哭。。。            
(5星)	 一家人吵吵嚷嚷，家族纷争，剧情还是有噱头的，毕竟是年度热门剧            
(NA)	 没看完，也不打算继续再看。港片和美剧有很大的不同，港片更贴近中国人的生活，感觉上会更亲切；而美剧呢，却是能给你兴奋的那种，看多了美剧，回头看港剧，觉得甚有吸引力，可看多了，也觉得很厌烦。这部剧不打算再跟了。            
(3星)	 从此开始认识钟嘉欣，并无比讨厌。也知道长成徐子姗这样的，想扮好人都没人信。            
(5星)	 我可憐的Alfred，看一次哭一次~            
(3星)	 大一的时候天天陪同寝女生看累死我了……            
(3星)	 消遣消遣            
(4星)	 my love will get you home            
(3星)	 没有第二部感触大 还是觉得米雪演坏人比较像那么回事...再就是林峰死了这个结局我不喜欢唉..            
(3星)	 家里的纠结啊·            
(5星)	 经典            
(5星)	 港剧一直都是在争斗中            
(5星)	 我很感动很感动 这个片子太经典了~             
(3星)	 现在香港就喜欢这种描写大家族剧！            
(5星)	 常在心坚强漂亮和善良，演的很好，我超喜欢。            
(4星)	 我还是喜欢第一部。            
(5星)	 其实我是希望林峰跟蒙嘉慧在一起的   罪恶啊            
(4星)	 黄宗泽好帅~~~~鲍鱼。。。            
(5星)	 太經典了……大契的金句，常在心同林峯之間的愛情，還有爹娘好喜歡的細契唱的主題曲……嘻嘻……當年播到林峯死果集，係宿舍睇得不知幾激動，瓜兒好似翻咗屋企，之後一到片尾還打電話返嚟暢談觀後感~            
(NA)	 常在心，常在你心我心他的心            
(3星)	 演员表演夸张，编剧功底真是一流，因为，我是被故事情节气的无法在看下去才停止的。感慨于一家人，为什么能够共苦，不能同甘？            
(4星)	 如果没有钟嘉欣那该多好。。。。            
(NA)	 my love will get  you home            
(NA)	 一大家人，            
(3星)	 倒蛮喜欢大契的……痛爱程亮……不过常在心还是跟得得地好……            
(4星)	 稀罕黄宗泽            
(3星)	 TVB走下坡了，还是自己长大了            
(5星)	 經典~            
(5星)	 陈豪最帅的一部戏            
(5星)	 my love will get you home            
(5星)	 喜欢剧情的节奏。            
(3星)	 闹剧            
(4星)	 娇娇.            
(5星)	 家是一个最安心最可靠的地方  但是出现这样的人  家家有本难念的经            
(4星)	 港剧就是这样，闹哄哄的，不过我喜欢            
(4星)	 最不能接受的是貌似林峰的死只是为了把常在心留给陈豪....无法接受啊...林峰死得好冤啊...            
(NA)	 斗得有点喘不过气来了            
(3星)	 为了林峰和米雪看的            
(5星)	 争家产的故事。老艺人非常抢戏，年轻人看好陈豪。常在心实在太做作了。            
(4星)	 TVB就要出系列剧，还是第一部好看            
(4星)	 电视上都放了好多遍了。其实没什么，就想说，我家MO那年因为小鲍这个角色而拿了视帝。钟嘉欣在里面的造型我很爱。            
(1星)	 无聊            
(4星)	 一大家子，两个老婆，一群孩子            
(4星)	 喜欢TVB，喜欢my love will get you home,喜欢这种感觉，好看            
(3星)	 TBB真是一塌糊塗……            
(3星)	 家庭伦理，家人至上我喜欢！            
(4星)	 不错，都是年轻人的市场，大家乐一乐，高兴            
(4星)	 挺好看的，就是太长了，丧志啊~~            
(4星)	 实在不喜欢常在心。。令人崩溃的女人。。从此见到钟嘉欣就受不了。。            
(4星)	 前面还蛮好看的，后面郁闷到了            
(4星)	 没有家好月圆好看，            
(5星)	 经典中的经典。            
(5星)	 最爱alferd~            
(5星)	 正!            
(3星)	 能消磨时间的剧            
(5星)	 经典，我广东话突飞猛进的转折点            
(4星)	 我很喜欢Bosco            
(NA)	    蒙嘉慧也狠气质一女人            
(3星)	 不喜欢溏心风暴  觉得大家性格来回摆动好大            
(3星)	 亲情剧，有新意            
(NA)	 真不明白为什么这么多人讨厌钟嘉欣呢？我就不讨厌，反而还有点点喜欢。杨怡在里面也很漂亮，法拉也不错~            
(5星)	 还是不错的，近几年tvb的质量差了很多了，这部算可以的了            
(NA)	 不如家好月圆            
(4星)	 唯一的败笔,做作的钟XX            
(3星)	 觉得蛮一般的，不是很喜欢这种题材            
(5星)	 好看，有时间还会重头看，学到很多东西。            
(NA)	 觉得有太多钱真是罪孽啊~~~家庭真是不容易和睦啊~~~~            
(NA)	 好看            
(3星)	 如果李司琪拍完这部不再拍了，尤其不要拍《珠光宝气》，那么我还会很认同她。            
(NA)	 黄宗泽，呵呵，帅哥            
(5星)	 不愧是TVB的杰出之作，看的那叫一个揪心，但是也发现了TVB的片子不管过程怎样，都会给你个不错的结局，这还让我们很是可以接受，难得会看到陈豪柔情的一面            
(3星)	 超级喜欢陈豪            
(4星)	 My love will get you home。很温暖的剧情，却时时让人热泪盈眶。            
(5星)	 劈腿男~~但却掩盖不了他的帅气，命犯桃花啊···            
(5星)	 好片子，绝对值得一看。只是也是一样，结局太仓促了            
(3星)	 里头林峰居然喜欢钟嘉欣~~~无语了。。            
(5星)	 稍逊于家好月圆，但同样经典！很喜欢李司棋和关菊英！            
(4星)	 还可以与常在心。            
(5星)	 好好睇~~            
(3星)	 选角好有新意，有好多一，二线都在这部戏中，罕见。难怪，收视会高            
(2星)	 夏雨的演技啊，假啊。            
(4星)	 钟嘉欣不错的            
(4星)	 可惜林峰死了            
(4星)	 很好看...台词和感情戏很有分量.很有挑战            
(NA)	 佼佼~~~这部剧从新开启了我大追TVB的热情~~超爱            
(4星)	 前辈即系前辈~~滴演技真系好好~            
(3星)	 劇情好一般，笑點也没有，好多地方也很誇張。Bosco先森poster上不是很靚仔的麼，怎麼劇裏這麼挫？怪不得當年看這劇的時候没有對Bosco留什麼大印象了。            
(NA)	 好喜欢林峰啊            
(4星)	 家族片，勾心斗角的团圆片            
(3星)	 岁月证明你还青春过，哈哈。。            
(NA)	 我看过后  推荐给老爸老妈  他俩都很喜欢  我很开心            
(5星)	 这部TVB佳作真的很好看，很喜欢林峰和钟嘉欣的组合，不过嘉欣的演技还有待提高。            
(4星)	 还不错~这个家很大~            
(NA)	 我也很爱这部剧。林峰哇。。            
(5星)	 TVB最近期的经典，这么可以不看呢。            
(4星)	 喜欢里面那首英文歌，用萨克风演绎出来的感觉。。很柔美。。            
(4星)	 演坏人能演到你看到她真想抽死她，恭喜，成功了！－－＋            
(NA)	 那个水拜拜好漂亮~            
(3星)	 第一部没好好看~~~只是觉得常在心很丑！真是委屈林峰了            
(3星)	 貌似BOSCO是从这部开始告别酱油小生，步入了少爷帅哥的演绎生涯的……            
(5星)	 好看            
(5星)	 好看！            
(2星)	 这家人都有点二            
(5星)	 好看 典型的tvb            
(NA)	 哦..看了N次的电视剧..而且要知道正正喺這部劇讓我愛上澤的！哈哈~            
(NA)	 相当不错！            
(4星)	 陈豪越看越帅            
(5星)	 我说了我喜欢贱的了。。            
(4星)	 不错的电视剧，不过&#34;细契&#34;太狠毒，alfred死得太可惜了，看了让人心里不好受。            
(3星)	 一般，宣传得太厉害，但真的一般            
(4星)	 虽然程亮最后死掉了，但还是很喜欢这部戏~            
(NA)	 讨厌钟饼干 喜欢峰少~~~~            
(5星)	 很虐心            
(3星)	 反正就是典型的港剧            
(5星)	 好看            
(NA)	 太TVB了            
(4星)	 40集的电视剧终于看完了,虽然里面有很多内容似乎是为了凑数而胡编乱造,不过总起来说还可以,陈豪的表演很出色.            
(5星)	 TVB又一经典 家族勾心斗角剧。            
(3星)	 看吵架的恶趣味            
(4星)	 祖爸太可爱了。。可惜最后不是特圆满！            
(NA)	 常在我心~有的部分写的很感动~当时哭的稀里哗啦的。。            
(4星)	 喜欢陈豪演的“还可以”，默默的为常在心付出。            
(5星)	 哭有时、笑有时、欢乐有时、悲伤有时            
(5星)	 常在我心  林峰死的时候把我哭得            
(3星)	 看的时候还是很喜欢的，看过后想想也就那么回事。喜欢里面蒙嘉慧的姿态。            
(5星)	 家族。财产//            
(NA)	 越来越喜欢陈豪的演技。            
(NA)	 最喜欢这部剧关于林峰和钟嘉欣爱情描绘的部分，那几百封日记真的让人想不原谅林峰的劈腿行为都难，再加上男主角意外死亡，留下的只有对这段爱情的唏嘘。            
(5星)	 我顶            
(5星)	 多少年后 想起我跟我爸一起看的样子。多么温馨。            
(4星)	 其实主要是被林峰和钟嘉欣演的一对渣男贱女震惊了。。。相比之下关菊英李成昌也不是那么的奸了。。。            
(4星)	 期末谋杀复习时间专用。每天暗暗对自己说我再多看一集就看书。            
(4星)	 钟嘉欣演得不错            
(4星)	
(3星)	 如果没有钟嘉欣 这戏才比较完美            
(5星)	 堪称经典，都是有我最喜欢的演员            
(3星)	 我是为了女主角看的，她和我班上的同学实在太像了            
(4星)	 程亮和常在心的没有对方的日子蛮感动的,可惜他死了还是没有来得及说对不起            
(5星)	 这部电视剧在香港创下收视率的神话，值得关注哦，我相信里面的故事情节会深深打动你 ，懂得什么叫人性的另外一面。。。。。。            
(5星)	 看了四遍Alfred死掉，才原谅他。            
(4星)	 好看            
(5星)	 超级幸福的一大家子，，，一看“没有常在心的日子”就超级想哭的！！！为对方的付出，，，，            
(NA)	 我喜欢的TVB；还不错。            
(5星)	 很深刻            
(4星)	 老實說，我覺的蠻好看的            
(4星)	 常在我心催人泪下。            
(NA)	 一不是很好看啊            
(3星)	 开始节奏轻松愉悦 矛盾凸显后实在闹听 累心 吵啊争啊 无穷无尽的 无法忍受&gt;-&lt;!!!            
(5星)	 纯儿强力推荐  必须五星            
(1星)	 总是吵架～不喜欢            
(5星)	 不错的一部剧集            
(NA)	 看完溏心，我觉得我可以很长一段时间不用再看类似的家族情仇斗争剧了。虽然说家是最混乱，最没有秩序可言的地方。但是学学大奶，想赢斗争还是有很多方法可循的吧？            
(NA)	 我觉得第二部更好看  斗争更激烈一点              
(4星)	 值得收藏的TVB剧            
(NA)	 在别人看人肉LED的两天里看完了这部电视剧。TVB  or CCAV, it&#39;s a question.            
(5星)	 TVB大剧，很喜欢里面林峰的角色，喜欢他和林嘉欣的爱情~~可惜有点小小的悲剧~~            
(5星)	 很喜欢钟嘉欣啦~~            
(5星)	 你当我是浮夸吧            
(NA)	 打发时间            
(2星)	 都不想評分了。。            
(NA)	 还是钟意第二部多些            
(NA)	 不错，林峰很赞            
(NA)	 林峰是口帅锅            
(NA)	 实在是看不下去了···真的是坏的可以·虚伪的可以····            
(5星)	 看到程亮跟在心分手的时候就一直哭 因为在心的痛我曾经感同身受            
(5星)	 对于这部电视剧我是跳着看的，还好看到了结局。没有多余的话能去评价这部电视剧，好剧就是好剧，大家都是能看到的好。            
(5星)	 明星多，家族剧，很好看            
(3星)	 个人觉得第二部更经典            
(5星)	 第五顆星絕對是給林峰的....想當初真的哭的那個慘啊            
(3星)	 bobo。。。            
(3星)	 陈豪很可爱            
(3星)	 前半部可以看看            
(NA)	 林峰电视剧里最让人心痛的，每次看完都闷闷的说不出话，为什么要这样对他            
(3星)	 这部剧很有里程碑的一个意义就是让我知道了 my love will get you home这歌 哈喜欢            
(4星)	 大学时候一宿舍抱着电脑日夜奋看啊            
(4星)	 TVB……            
(NA)	 還是更愛看溏心風暴之家好月圓！！力薦~！！這是第一集也別錯過啊！            
(4星)	 稀罕林峰啊！            
(4星)	 喜欢这部剧 是因为喜欢程亮和水明霞             
(5星)	 好看好看            
(5星)	 最记得一句话，“甜的吃，苦的也吃”。            
(NA)	 怎么说，经典的套路，家业，争权，但是还是有很多人本分的情感            
(NA)	 抱歉，不怎么喜欢看电视。但借地方问下，最后一集最后部分的男声英文歌是什么。（快大结局时，常在心下了车还可以求婚那段的歌，不是片尾曲）声音太熟，但怎么也想不起。大谢。有知道的消息我，或者留言            
(4星)	 还成~            
(NA)	 喜欢他们写交换日记。。。            
(3星)	 长篇剧集，有点太繁琐了            
(NA)	 大一·挺揪心            
(4星)	 也许是死的人太多，即便最后小妈悔过自新了，还是觉得她不可原谅            
(4星)	 喜欢凌巧的为人处事~~            
(5星)	 喜欢常在心            
(4星)	 一个家庭，发生很多事情，让人明白：这就是生活            
(5星)	 新老演员！绝配合作！            
(4星)	 我也是因为这个才喜欢杨怡的哦!            
(5星)	 以前为了看这剧，高三时还安慰自己，不怕不怕，毕业后就有TVB看了。反正TVB就是我的动力。            
(5星)	 my love will get you home            
(4星)	 最喜欢钟嘉欣演的常在心            
(5星)	 BO在这里面真不讨喜~            
(NA)	 还可以。            
(2星)	 很吵很闹            
(5星)	 经典的TVB的片子 赞            
(4星)	 my love will get you home            
(3星)	 钟嘉欣和一首《My love get you home》。            
(4星)	 明星大阵容            
(4星)	 复杂的家庭构造，往往体现在富裕的家境。            
(3星)	 那歌不错。。            
(5星)	 TVB最拿手的家族大戏，勾心斗角、爱恨情仇，其实这类型的电视剧并不是我喜爱的，但冲着林峰，值了。            
(4星)	 老戏骨撑起来的戏。            
(4星)	 常在心程亮真配            
(3星)	 聽說林峰趕著拍另外一部戲去了 所以他死掉了= =            
(3星)	 沒有第二步好看。第一步把陳豪弄得像低能樣的。            
(5星)	 好喜欢这一部，好喜欢程亮，好喜欢林峰。            
(5星)	 得得地简直赶超丁善本            
(NA)	 看完第二部再看的第一部。            
(4星)	 去年暑假一口气看完的，很吸引人。            
(5星)	 林峰死掉了。有情人不能终成眷属。遗憾。            
(5星)	 30个小时没闭眼 一口气搞定的！            
(5星)	 常在心跟程亮的感情并不是剧中主线，不知道为什么只看到这个呢，我看这部剧觉得最精彩的是唐家子女和莉姨对家的维护            
(3星)	 额。。。Mose你也太浮夸了吧。。。还有那个发型。。。            
(NA)	 当时看的好感动啊~~            
(NA)	 mo和少爷...            
(4星)	 吵架时很过瘾，甜言蜜语时赶紧快进            
(NA)	 同学推荐的,期待中...            
(4星)	 家庭伦理剧~~~~拍得很好~~~            
(4星)	 陪我妈看的，唉……又堕落了&gt;&lt;            
(NA)	 还可以真的是还可以            
(5星)	 TVB一贯作风 喜欢            
(NA)	 精彩            
(NA)	 人人都爱看吵架            
(4星)	 不错不错，有几集真挺感人的            
(3星)	 林峰总是演情种。            
(5星)	 日记——“没有常在心的日子”            
(4星)	 看烂了。。            
(NA)	 那谁死得很感动。《讲不出声》很好听。            
(4星)	 没有钟嘉欣就够五星了- -            
(4星)	 近几年难得的好看的家族剧            
(5星)	 没第2部复杂            
(3星)	 很一般            
(5星)	 「笑有时，哭有时，快乐有时，悲伤有时。」            
(5星)	 TVB的剧都很好看噢.            
(5星)	 少爷很帅很帅            
(3星)	 拖沓            
(4星)	 没有常在心的N天，很感动~my love will get u home~            
(4星)	 还蛮经典额。。。疯狂了好一阵。。。            
(5星)	 莉姨、我聪明伶俐的莉姨。~            
(5星)	 林峰啊！！！！！！！            
(5星)	 好看的~~            
(5星)	 推荐~！！！这部剧火了一帮人是有道理的~            
(3星)	 还行吧，《my heart》和《vicent》现在还是我手机的保留铃声，准备等有了女朋友一起用。            
(2星)	 每个人犯了错咋都死不悔改？            
(4星)	 旧香港音乐库。            
(4星)	 好看！            
(4星)	 哭有时，笑有时，悲伤有时，欢乐有时            
(4星)	 开始很搞笑可越看越气人，一口气看完了。            
(4星)	 闹            
(4星)	 比家好月圓更氣人 氣死我了            
(NA)	 超级喜欢里面的“常在心” 更加欣赏 还可以 对常在心 的感情 这才是真正的付出和爱 但是现实中恐怕不存在这样的真爱吧            
(4星)	 没有常在心的第300天。MY LOVE WILL GET YOU HOME.VINCENT.AFTER STORM -THE BLUE SKY.ABSOLUTELY.            
(4星)	 为什么林峰要死？？？？？普及交通法规么            
(5星)	 我家小怡的都是我最爱            
(3星)	 剧情太狗血了，某女很雷很无语。米小姐，林生，黄生，陈生不错，主题曲不错            
(4星)	 喜欢林峰与钟嘉欣一对……            
(4星)	 If you ever find yourself Lost and all alone Get back on your feet and think of me My love will get you home Boy My love will get you home             
(4星)	 还是比较经典．有少爷林峰．　            
(4星)	 第二部更好看            
(5星)	 基本TVB的戏都会看每部有闪光点！每个角色不管大小都会都会有故事，我觉得比大陆剧号很多少了许多苦情成份！            
(5星)	 大爱的剧，高三为了这个熬夜看完的。林峰和钟嘉欣的爱情让我纠结万分，Vincent……            
(3星)	 还可以，一般般            
(NA)	 还不错的家庭气氛!            
(4星)	 林峰还是很帅滴            
(4星)	 我极度讨厌某只类人猿~！            
(3星)	 TVB的演员聚会。            
(4星)	 喜欢大妈~            
(4星)	 又是一场爱情的,华丽丽的错过...            
(4星)	 家族戏~鲍鱼~小鲍很白痴~但我很爱~            
(NA)	 程亮&amp;《沒有常在心的日子》            
(NA)	 bosoco            
(5星)	 感人,有内涵,比溏心风暴2的剧情成功得太多了,钟与陈之间的感情刻画得很成熟,很细腻.唐家一家的纷争也是很富戏剧性和观赏性.总的来说,让你看完一集就想接下来看下一集的这种,个人最喜欢陈豪演的唐至安,在现在,这种男人很少了.            
(5星)	 七星            
(5星)	 搞笑 好看            
(3星)	 没看完整过，一帮好演员的闹剧……            
(NA)	 研一时候看的，不错。喜欢蒙嘉慧，讨厌钟嘉欣。            
(4星)	 还可以...呵呵...            
(3星)	 明显没有第二部好看            
(3星)	 一般般，不过插曲蛮好听的            
(5星)	 喜欢得得地            
(4星)	 家族争产。暗流汹涌。            
(4星)	 一邊看一邊氣的劇情~還是為了常在心和程亮的愛情~少爺第一部好帥~            
(3星)	 港劇中的保持傳統倫理觀和正義，一夫二妻算是對傳統的繼承吧            
(4星)	 喜欢小鲍，为爱的付出～            
(3星)	 结局很烂！            
(4星)	 离开常在心的第XXX日            
(4星)	 my love get my home 这首歌很好听,用它作铃声很久...            
(NA)	 精彩。            
(4星)	 不错            
(5星)	 好看  特別喜歡            
(5星)	 当年看过的最好的港剧            
(5星)	 TVB很擅长的家族权利之争。但是。剧情里面充满这包容与宽恕。而且明星阵容强大。            
(NA)	  溏心风暴             
(3星)	 典型的肥皂剧，看完就不太记得了。算是TVB剧中中等偏上水平的。            
(3星)	 累~            
(4星)	 李司棋的演技绝对可以列出香港电视史上十个最值得重温的表演！            
(5星)	 超级喜欢常在心和Alfred这一对。。。。。无敌配            
(4星)	 tvb又一部经典力作~~看来我就是喜欢大团圆结局啊tvb就是喜欢过程折磨人啊，看的纠结死了            
(3星)	 突然觉得还没那么差            
(5星)	 非常好看！！            
(4星)	 说鲍鱼的这部还不错,但是之后卖月饼的就不行了~            
(5星)	 蛮精彩的            
(5星)	 常在心。我常常怀念。就因为你常在心            
(5星)	 那么红的戏怎么都要看下            
(5星)	 关于律师的部分让我更坚定了自己的梦想            
(4星)	 虽然很气Alfred的所作所为,但是林峯在里面真的很灵!            
(4星)	 喜欢林峰            
(5星)	 哭有时，笑有时，悲伤有时，欢乐有时            
(4星)	 my love will take you home.mp3            
(5星)	 太糾結了鼻痠呐            
(4星)	 大家庭复杂呀。            
(5星)	 能哭死你。看的牙痒痒！！！            
(3星)	 港片就那样了，家庭和睦永远是最重要的~~~            
(3星)	 现在的tvb跟以前不一样了。。。            
(3星)	 典型的TVB家族剧，有多少人是为了看林峰的请举手……            
(4星)	 近来蛮经典的一部了。。            
(3星)	 所謂的大製作            
(4星)	 少爷在里边真素很帅的呀～            
(NA)	 哭得稀里哗啦的。。。            
(3星)	 为什么林峰要死？？？            
(NA)	 不是你的 何必硬争……            
(NA)	 喜欢黄宗泽, 喜欢陈豪            
(4星)	 还是不错  很好看了            
(NA)	 一个家族的内斗            
(3星)	 还不错 喜欢林峰 吴卓羲            
(NA)	 大爱，喜欢黄宗泽            
(4星)	 不喜钟嘉欣            
(3星)	 看两集就弃。            
(5星)	 好看            
(NA)	 家里面搞阿            
(5星)	 2007大戏，富豪家族的恩怨纠缠            
(3星)	 家庭剧慢吞吞，少爷那么不讨巧的角色我都忍着看下来了，整整四十集……            
(4星)	 ~            
(4星)	 恩，我以前看过，标起            
(5星)	 看这个片的时候觉得有点痛心            
(4星)	 还蛮不错的呢            
(NA)	 感觉不错            
(3星)	 节奏有点慢 不如溏心风暴之家好月圆            
(NA)	 最喜欢得得地。。            
(5星)	 好看~~my love will take you home这首歌好听~~            
(4星)	 峰少还是在这里好看.            
(5星)	 心機中帶點好笑 ok的            
(3星)	 很一般，因为看了开头，所以才默默的看完的            
(5星)	 钟嘉欣和林峰很有夫妻相啊~~蛮顺眼的~陈豪这个角色有点太老实，太好了，不现实。蒙嘉慧虽然是个小三的角色，但演绎了一段不错的感情，还ok啊~            
(5星)	 好！！！！            
(5星)	 不错~            
(5星)	 搞得香港鲍鱼火了不是没道理啊            
(4星)	 最后的时候，林峰对钟嘉欣太好了            
(4星)	 第一部较第二部还是逊色一点            
(3星)	 本来以为很纠结 结果很拖沓。。。            
(NA)	 匆忙之间邂逅的经典，沉浸在他的日记里，和她的歌声中...            
(4星)	 挺好看的            
(5星)	 为什么程亮要死？第一部流了无数的眼泪，虽然还可以和大鲍总是那么搞笑，可是整个感情击倒就很悲...但是有很多做人的道理在里面            
(5星)	 剧情很有看头的！TVB我 喜欢！            
(4星)	 林峰东山再起            
(4星)	 家庭戏，很温暖的亲情，特别是片中多次响起的《祝福》的旋律，让时光回到了大学时代，我喜欢这样的亲情戏            
(3星)	 放假在公司值班时看的            
(3星)	 让我回想起童年看TVB的日子。            
(5星)	 眼泪水哒哒滴...感悟太多了！~            
(4星)	 哭有时,笑有时,悲伤有时,欢乐有时～            
(4星)	 讨厌小人当道            
(3星)	 很一般...不知道怎么红上的            
(5星)	 喜欢BOSCO在里面的造型            
(NA)	 典型港剧            
(5星)	 棒            
(5星)	 每天追這看~！            
(4星)	 07收视狂潮的诞生            
(5星)	 喜欢林峰饰演的程亮·喜欢陈豪··TVB编剧好强大            
(NA)	 最近难得让我哭的电视剧了            
(NA)	 吵得实在让人受不了。。但是HK的人们就是喜欢看闹剧。。            
(3星)	 欧~~~这片子太太太长了~~有点无聊。            
(5星)	 虽然有很多不足,但是大妈角色很吸引人,理性又真实            
(5星)	 个人认为比2好看            
(3星)	 家庭大剧始终没有创世纪的辉煌啊            
(4星)	 亲情。永远最珍贵！            
(4星)	 很曲折~太曲折得有些不大现实~过犹不及啊啊~有感动的地方~大妈很厉害~好妈妈~            
(4星)	 30集之后开始的精彩绝伦。            
(4星)	 my love will get you home真的很好听 一听就想到剧中没有常在心的日子            
(NA)	 自从金枝欲孽完毕厚，TVB好久没出经典剧集了，此剧则是可喜可贺啊！            
(3星)	 大学。            
(NA)	 溏心风暴            
(5星)	 有林峯的电视剧。            
(2星)	 這種水準也叫好看？！實在不中意大龍鳳，不如改名叫《家嘈屋閉》。            
(NA)	 常在你心            
(3星)	 凑合看看了            
(3星)	 收视率很高，我的期望也很大，其实不过尔尔            
(5星)	 很好看很好看～～            
(5星)	 有趣又感人            
(5星)	 很喜欢大契            
(4星)	 六亿的身外家财就让一个曾经的美满家庭走向分离            
(5星)	 好睇            
(4星)	 喜欢。。            
(NA)	 不好看但又追完的电视剧            
(4星)	 My love will get you home            
(NA)	 纯粹HC峰。。            
(2星)	 吵来吵去的，一点都不好看            
(NA)	 超级好看，溏心风暴2快点出完吧。等得焦急啊。            
(NA)	 难得觉得好看的港剧            
(5星)	 TVB,            
(NA)	 TVB今年经典作品之一，可惜剧情还是比较老套。            
(5星)	 惊心动魄的剧情_lulu.            
(NA)	 好长,四十集,后了之后就决定和他分手...            
(5星)	 看一集就会想看完全部.            
(NA)	 多年以后听到萨克斯我变得如此安静！            
(NA)	 感动了。流泪了。开始喜欢黄宗泽了。            
(4星)	 常在心间            
(4星)	 里面的歌很好听，my love will take you home            
(4星)	 my love will get you home             
(4星)	 剧情很香港．不过很好看．            
