http://movie.douban.com/subject/4195676/	巾帼枭雄之义海豪情 巾幗梟雄之義海豪情
(NA)	 我感动的稀里哗啦~~~            
(4星)	 去云南的飞机上看完了半部，去菲律宾的飞机上看完了后半部             
(3星)	 还不错，没有古装那部吸引人，不过两人间感情更加明确            
(NA)	 继续沿袭上一部剧，四奶奶的睿智，柴九的帮助。。。。。。资深演员 感情戏很细腻。            
(5星)	 这种关系便是完美。            
(NA)	 有一种再逢年幼时邵氏经典电视的感觉，十分过瘾            
(5星)	 期末考的时候硬是挤时间看完的 九姑娘太有气场了 爱爱爱~            
(5星)	 九姑娘是老戏骨~            
(5星)	 国仇家恨，乱世真情，结局的《红蝴蝶》，让人泪流。            
(5星)	 坚强的女人            
(5星)	 泪流满面！太给劲儿了~九姑娘~！            
(5星)	 有情有义有担当。            
(5星)	 比第一部好多了。九姑娘和刘醒，邓萃雯和黎耀祥，绝配，深刻的爱情即是这样无言。另外，排骨的演技真的不错，当然还有小强一般的非凡哥。            
(5星)	 2010最好看的港剧            
(5星)	 黎耀祥终于出头了~好看~            
(5星)	 他妈的太好看了！            
(5星)	 真是部好片子，力顶，很感人很感人，推荐大家看！！！            
(NA)	 如此爱情，让人心生向往。            
(3星)	 港到土的说            
(4星)	 老爸无意间播放的，结果让我和妈奋斗了三晚上              
(5星)	 比第一部好看哟~            
(5星)	 几个老人支撑起的好剧            
(5星)	 娘希匹的，哭死我了.....太他妈好看了~~我也想要生死之交!!            
(5星)	 看了三个通宵！嗲！！！！            
(5星)	 2010年度最爱的电视剧，没有之一，就是最爱。            
(5星)	 但愿人长久，千里共婵娟            
(4星)	 花了三天把它看完了  很不错的一部港剧            
(5星)	 经典呀。影帝和影后的杰作！故事也很精彩！            
(4星)	 TVB很久很久没有这么出色的电视剧了  难见的精品 看这部剧完全是冲着雯女去的             
(5星)	 中意！            
(5星)	 心目中前三名的TVB剧！！！            
(5星)	 我反而觉得呢部好体D咯            
(5星)	 演技派啊彪戏的            
(4星)	 十年 二十年 三十年 我依然爱你 最后一集看哭了            
(5星)	 人生得一知己，可以不恨。原来这世上最难得的，是一个懂你的人。            
(5星)	 剧情好，演技好。爱情戏竟然能把我都看哭了，不简单。            
(5星)	 好看！            
(5星)	 我好中意你呀，醒哥！            
(5星)	 内牛满面！            
(5星)	 醒哥和九姑娘真是般配~            
(5星)	 世间什么爱叫纯洁，你甘愿化振翅红蝴蝶！这两人的爱实在太有默契~~            
(4星)	 雯女要陷入这个戏路不能自拔了么？oh我的姚小蝶&gt;&lt;晴晴的戏让我想起安妮日记&gt;&lt;            
(5星)	 狗妹！！我好中意你哟&gt;33333333&lt;            
(4星)	 因为晴晴，扣掉一星            
(5星)	 很少有不按快进从头到尾认真地看完的。这剧是其中之一。因为每个人物都很出彩，看得时候就能很专注，心无杂念。            
(4星)	 邓翠雯和梁耀祥演的都不错，主要看演技了～            
(5星)	 鼎力推荐            
(NA)	 复习的时候看这个真的会死人            
(4星)	 所有的演员演技都很好，邓萃雯在剧中很漂亮。期待第三部            
(4星)	 前面比较好看   不过醒哥一直很有范儿&gt;0&lt;  男人四十一枝花。。。。            
(NA)	 这个女人演什么像什么 以前喜欢她的小碟 现在喜欢她的九姑娘            
(5星)	 极力推荐            
(5星)	 每一集都有高潮，非常紧张。。。。            
(5星)	 2010年TVB难得的好剧            
(4星)	 TVB近年來不多的好劇 看的過程中我說的最多的就是我醒哥我雯姐。。之前看過那個最後他們沒有在一起的線上活動看過他倆的照片還以為他倆沒有在一起 其實他倆最後應該算在一起了 而且還周遊列國 多么俗套的浪漫啊 只是那好日子也沒有幾年啊~            
(5星)	 大爱醒哥九姑娘，大爱邓萃雯～～            
(5星)	 九姑娘和醒哥地爱情最真挚。。。            
(5星)	 剧情很紧凑！演技真的很精彩！            
(5星)	 大爱~~~剧本好，大赞演技~~            
(4星)	 好看！！我就是纳闷怎么跟预告片差这么远？一直怀疑是不是有两个版本，谁能解答吗？            
(4星)	 结局比1好，至少九姑娘跟挚爱在一起了。            
(5星)	 不愧是蝉联视帝视后的两人啊 演技和故事情节都超赞            
(5星)	 确实好看            
(5星)	 我就是喜欢九妹的霸气！            
(5星)	 开头就很吸引人，有点小感动            
(NA)	 爱情很好            
(NA)	 这个倒是很好看的片子            
(5星)	 邓萃雯的演出很给力啊，演出九姑娘的那种气场，只是晴晴这个角色真的是令我很不解。之前有看过巡礼片，貌似更精彩，只是最后没按照那个拍有些可惜。            
(4星)	 九姑娘，是个传说！            
(4星)	 一生的感情，一生的等待            
(5星)	 好片啊~            
(4星)	 九姑娘，仗义至极。貌似里面那感情就是纯友谊            
(5星)	 邓萃雯的演技越来越好了！好看！            
(4星)	 无论是谁，在生命中走过，总会留下点什么！            
(5星)	 好看            
(5星)	 两人的关系  更胜第一部生死之交！            
(4星)	 比内古装的一部要好看多了            
(5星)	 風吹也不散  天空黑暗得到敬昂            
(5星)	 TVB这几年难得的好剧            
(5星)	 九姑娘，女人当如此            
(NA)	 极品@            
(NA)	 梦想在前 国家在前 我可以忽略不计庆幸的是 一路有你。友情？亲情？爱情？who care            
(5星)	 将柏拉图进行到底……他们总是少那么一个拥抱……眼神有时候真的太伤人了……            
(5星)	 感动死人啊飙泪！！！！            
(5星)	 喜欢。。很好看的电视剧！            
(NA)	 醒哥醒哥醒哥！            
(5星)	 看邓萃雯演戏真的是过瘾！            
(4星)	 就是戏骨飚演技，剧情很有时代感，全片让人觉得荡气回肠 唯一让我不是很满意的是结尾部分有些许冗长            
(5星)	 知道自己不是九姑娘，但就希望生命里能有个刘醒             
(5星)	 超棒的片子。也许情节有些纰漏，但是感情足以弥补～            
(5星)	 难得一见的好片啊。天天看到凌晨。看完后狂哭不止。。。T_T            
(5星)	 未懼身上被子彈留痕，唯獨我對你甘於捨身。            
(4星)	 喜欢九姑娘            
(5星)	 实至名归            
(5星)	 非常好看！            
(5星)	 这个竟然出奇的好看，TVB神作啊            
(5星)	 一部特别适合老爸看的剧            
(3星)	 不知道为毛，一直觉得第一步比较好看，当然依旧爱雯女。            
(NA)	 过程蛮精彩的，结局太牵强。男女主角演得太好了 值得一看            
(5星)	 荡气回肠，伤心悦耳            
(5星)	 乱世桃花逐水流，何必舍身取义，苦了自己。邓萃雯，无敌演技派，最佳女主当之无愧！            
(5星)	 黎耀祥爆发力真可以            
(5星)	 超好看            
(5星)	 绝对是经典 剧情 演技都是一流！            
(4星)	 挺好的！            
(5星)	 全剧没有“我爱你”三个字，却有着比之更深的情            
(5星)	 推荐            
(5星)	 我最爱的九姑娘，必须支持·            
(5星)	 非常规的爱情，更加刻骨铭心的爱情~            
(5星)	 多少年没有看过这么震撼的电视剧了。多少年没有看电视剧看到目瞪口呆了。雯女好演技，九姑娘就是个传奇。            
(5星)	 比较不错，推荐            
(4星)	 &#34;要生一起生,要死一起死&#34;邓萃雯演技比第一部更有突破了P.S晴的戏太拖沓了!            
(5星)	 视帝和视后的传奇。有年代，有性格，有刺激，有浪漫，纵然叙述琐碎了点，也是为了让我们多看刘醒和九姑娘几眼。            
(5星)	 但愿人长久，千里共婵娟！红蝴蝶！            
(5星)	 好看好看好看·            
(4星)	 邓翠雯演的很好            
(5星)	 好精彩啊~TVB就是比大陆剧韩剧神马的给力            
(5星)	 满心满肺的深情只在乱世才开得花。人间烟火太温吞，男男女女倒不如相忘在江湖。            
(4星)	 其实不错的，几乎每集都有高潮，但高潮多了多少有点腻，整体来说还不错，张华标水准之作            
(5星)	 九姑娘和醒哥。。吾简直大爱。。。祥仔和雯女的演技真的撑起整部剧。。。。我总觉得我好多年没看到如此好的剧集了教堂戏神马最有爱，铁汉柔情眼神最荡漾。。。吾。。编剧太狠心了。。虐人啊。            
(5星)	 为郑九妹才打这么高的分            
(5星)	 雯姐太帅了！            
(5星)	 绝对的实力！            
(5星)	 好吧,我就不喜欢现代偶像剧... 最近都在看些历史古装剧...            
(5星)	 看得我这感情激荡啊。好剧啊！！！！愿雯女，早日觅得像刘醒一样的男人。祝福~~~            
(5星)	 我就是喜欢坏人不是到最后才得到报应的剧情！            
(5星)	 我向所有认识的人，推荐这部电视剧。我坚定地认为这是TVB那么多年来，最好的片子，基本没有之一。等我静下心来，有空再写个评论吧。            
(4星)	 没怎么看港剧的人给五星可以理解，LZ看港剧长大的减一星            
(4星)	 前面还可以，后面没有巾帼枭雄精彩，估计是日记男女拖剧情拖的太厉害了把            
(4星)	 非凡哥！            
(NA)	 但愿人长久 千里共婵娟            
(3星)	 少见给力tvb剧集。说实话，目前香港的剧集和国内优秀剧集比起来差的不是一点半点，而且后备人才奇缺            
(NA)	 酷啊！            
(5星)	 太经典了！！~~邓萃雯啊....  九姑娘。  结局很好很好~~~~  ....            
(NA)	 所谓欲说还休就是如此吧。坚不可摧的一层窗户纸让我等观众萌中凌乱~            
(5星)	 乱世必有枭雄            
(5星)	 邓萃雯威武&gt;_&lt;&#34;            
(NA)	 巾帼枭雄两部都看过  确实好看  强势气场            
(5星)	 如果我不把你家搞得鸡飞狗跳 我郑九妹三个字倒过来写！！！            
(5星)	 剧情虽然不算新颖但是很给力，比第一部更精彩，而且雯女和祥仔那个气场太强大了，演技真是没的话说。            
(NA)	 欧 册那！！！这个绝对嗲 推荐额            
(5星)	 邓姐，祥仔，太给力了！Mua~值得细细品味的片子。会在看，必须的～            
(4星)	 2010年11月 冲着视后视帝来看的，结果有些失望，剧情有些弱智，幸好主演表现不错，勉强看了些，最终还是放弃，没看完。不过演员里还有喜欢的黄浩然，多少还是可以看看            
(5星)	 一根黄瓜赌黎耀祥以后的戏都不会超越这一部了！            
(3星)	 没有第一部巾帼枭雄好看，邓萃雯和黎耀祥终于可以在一起拉。            
(5星)	 邓萃雯绝对是只女模子！TVB的编剧好棒，结尾精彩合理！            
(5星)	 很不错，只不过男一号女一号年纪有点大            
(5星)	 一开始觉得黎耀祥演男主差了点感觉，最后觉得平凡男人如果认真起来也很帅。看到最后心里很羡慕九姑娘。听片尾曲《红蝴蝶》的时候听到那句“世间什么爱叫纯洁”的时候，有些惆怅又有些感动。好久没有看到这么感动的TVB剧了，顶一下郑翠雯            
(5星)	 无比好看，激动人心。happy ending。            
(NA)	 很好看,跟第一部一样,果然黎耀祥就是视帝,邓萃雯视后,九姑娘哈哈            
(5星)	 好戏！绝对没话说……今天宅了一天就一口气看完了……邓萃雯和黎耀祥的演技太好了~~~整部戏到最后看的我是热泪盈眶啊。时光错落30年，这种感情真的会让人记一辈子的……T0T~~顶醒哥&amp;九姑娘            
(5星)	 同巾帼枭雄一样十分不错，我喜欢。所以有时候TVB还时不错的。            
(5星)	 九姑娘。。。这货不是一般人。。。            
(4星)	 我…居然没能看下去==对不起雯女啊            
(5星)	 刘醒哥好野！！！！九姑娘无敌！！            
(5星)	 好看shi了            
(5星)	 好中意呢部剧啊~~！！九姑娘霸气外露！            
(5星)	 很感人的片子，虽然制作的不是很精致。 邓萃雯演技很不错，每每表现的情绪还是很有内涵的。 最后的结局也是一般的he~   斗智斗勇中 又有感人的感情戏， 不是一般的家庭剧， 有着当时的历史。            
(5星)	 在我的脑海中，没有一部电视剧，可以如此深刻的刻画各种感情，有亲情，有爱情，有国家情。  我感动。            
(5星)	 看到最后一集，早已泪流满面            
(4星)	 很喜欢看tvb的电视剧，邓萃雯和黎耀祥因为这个电视剧荣获2010年无线视帝和视后。值得看            
(5星)	 “要生一起生，要死一起死。”又是看得泪流满面啊。。。            
(4星)	 黎耀祥的演技很不错哦            
(5星)	 期末考的时候跟室友看的。一边看一边担心考试。o(╯□╰)o郑九妹很不错，衣服也很fashion。推荐推荐。。            
(5星)	 邓萃雯把九姑娘演活了~~            
(5星)	 年度好看电视剧            
(5星)	 巾帼枭雄之后又一部以“义”字为主题的tvb剧集，剧情很感人，很喜欢邓萃雯和黎耀祥等中心人物的精彩演技！希望在这个物欲横流的世间可以多一点义气，多一些讲义气的豪情儿女。            
(5星)	 前十集的九姑娘我真的好喜欢~最后一集的周游世界和最后镜头给我哭的稀里哗啦是生死之交，是灵魂伴侣，已经不是爱情那么简单的感情了有义有情，真的好给力！            
(5星)	 10年tvb最高剧            
(5星)	 第一集就完全吸引住我……演员很棒！            
(5星)	 九姑娘很给力            
(5星)	 好不容易又看到一部TVB好剧！            
(5星)	 要生一起生 要死一起死             
(2星)	 超级无敌大失望            
(5星)	 我真想穿越到那个年代体验一把动荡的日子啊!!!!!九姑娘真霸气!!!!!!!!!~~~~~~            
(5星)	 太棒啦！！！            
(3星)	 就没新桥段了吗。            
(5星)	 柴九 &gt;&lt;            
(5星)	 一群乱世中的悲情儿女，一对乱世中的苦命鸳鸯。。。            
(5星)	 好看~            
(5星)	 气场啊……人生啊……            
(5星)	 好看啊好看，感动阿感动。为刘醒和九姑娘的爱情，为猪笼里的兄弟情和亲情，为抗战的爱国情。            
(4星)	 前半部凶猛的九姑娘更给力啊             
(5星)	 尼玛太好看啦            
(5星)	 有点儿好看            
(4星)	 减少了情感纠葛的同时，却缠绕了N丢丢的恩仇。            
(4星)	 看的我可纠结            
(4星)	 最后一集，看到他们开心的走过那么多地方，感动了。世上最开心的事莫过于喜欢的人能够陪自己一起了，就算去不了远的地方，哪怕每天只是一起买菜，散步也会是幸福的。            
(5星)	 智慧美貌与气魄~~九姑娘是个厉害的角色，最重要的是，是个有情有义的角色            
(3星)	 最后几集太随便了……            
(5星)	 必看作品。。。正            
(NA)	   九姑娘。。很给力！            
(NA)	 2011的年剧，陪我妈妈看的，太精彩了            
(5星)	 除了N年前看琼瑶小说，再后来看韩剧会哭之外，这是若干年后第一次让人哭得眼睛都肿了的片子。30年后两位老人的重逢，再一次验证爱情无关容貌年龄。            
(5星)	 我爱九姑娘~            
(4星)	 觉得排骨比非凡演得更好啊，他也应该连庄            
(5星)	 深情与大义，感动的想哭。            
(5星)	 继金枝欲孽后再一给力的TVB剧            
(4星)	 如果只有前面十集，可以得五颗星。            
(NA)	 无与伦比的港剧            
(5星)	 非常好看            
(4星)	 第一部好            
(5星)	 迷恋到不行啊！            
(5星)	 五分给你们俩荡气回肠的爱情,乱世现真情啊.            
(NA)	 给力的九姑娘~~~            
(5星)	 除去情节的一些硬伤和心里的一些疑问，这部剧拍的大气！每一集真是可以把我看到心脏病发。最后一集节奏很慢，也很催人泪下。30年的坚持，最后几年的相依相偎。在复杂的时代背景下，人的命运身不由己。能再度相见，已是上天的眷顾。有此乱世，必有此传奇！            
(5星)	 黎耀祥和邓萃雯的演技没的说~近几年看过最精彩的一部港剧。            
(5星)	 内牛满面，我想我生命中也有这麽一个人，可惜这些只能在电视剧出现            
(NA)	 看完了，感觉蛮不错的！！！九妹是个厉害的角色！！！            
(5星)	 最后2集都哭得不行了．谁会在天堂等我呢？　            
(5星)	 最后一个桥段，准确戳中我的泪点。斗争中建立起来的感情，更加刻骨铭心，无法割舍。他俩永远在那个长凳之上，背朝着我，相互询问，如果上了天堂，到底是谁等着谁。            
(4星)	 雯女和黎耀祥的演技毋容置疑。看这部电视剧的时候我就太爱九姑娘了。她敢爱敢恨，敢做敢当。这部抗战片，让我觉得打仗真的太辛苦了。现在是太平盛世真的应该好好的珍惜这样的 。九姑娘说话的语气斩钉截铁，太有气势了。大爱。            
(5星)	 邓翠文演的好            
(5星)	 没什么好说的，很值得一看。黎耀祥和邓萃雯再演绎一次乱世恋情，剧情感染度比上次巾帼枭雄强不少，不枉我熬通宵看。            
(5星)	 我当真不在豆瓣上标记看过咩想看咩。。这个后劲实在太足了……我现在只要一听到红蝴蝶就会哭死= =            
(5星)	 不知道什么叫爱情，去看《义海豪情》；不知道什么叫友情，去看《义海豪情》；不知道什么叫亲情，去看《义海豪情》；不知道什么叫纯洁，去看《义海豪情》；不知道什么叫细水长流，去看《义海豪情》；不知道什么叫责任，去看《义海豪情》；不知道什么叫等待，去看《义海豪情》              
(5星)	 10年TVB的经典之作            
(5星)	 绝对力荐的片子！看完后好喜欢刘醒，好心疼九姑娘。喜欢刘醒的小眼神，喜欢九姑娘看着刘醒笑……三十年的找寻，看到他们周游世界各地真开心啊！TVB真厉害！            
(5星)	 雯女好赞好赞好赞啊啊啊啊啊啊啊啊啊            
(4星)	 前面给力，后面有点拖沓了。阳阳和晴晴真好看            
(5星)	 没有续集可以超过原集，但巾帼枭雄做到了。            
(NA)	 最爱TVB            
(NA)	 好看的一比            
(4星)	 好好看的電視劇            
(4星)	 还是觉得第一步巾帼枭雄 更金典            
(5星)	 近期最爱，看完没激情看其他片。。            
(5星)	 果然好看            
(5星)	 嗯，确实不错啊。男女主角的爱，我没话说…            
(4星)	 很多地方构思的都很不错~如果说教的地方再稍微少一点的话可能效果会更加的好。总的来说我觉得应该是2010最精彩最振奋人心的一部港片了~            
(5星)	 九姑娘 帅气哦            
(NA)	 呜呜呜看的我喉咙酸酸，觉得九姑娘捞家婆的时候太刻意了又想可能那个时候的人就这样~好喜欢刘醒好喜欢黎耀祥~觉得比巾帼枭雄好看，糅合民国史、争家产，又有比山楂更纯的爱情~~~~            
(NA)	 友情可以浪漫成这样，真是没话说！两位演员太到位了~            
(NA)	 在学校宿舍无聊时全靠这部戏打发时间，我看电视剧一直喜欢快进看，但是这部剧确实让我觉得快进是种浪费，里面每个演员都演得非常好，不快进是因为想欣赏他们的演技，确实了得，而且看了有让人莫名打了鸡血的感觉~            
(NA)	 的确好看。            
(NA)	 整体来说还不错。不过有些人物性格有点过火、            
(3星)	 邓萃雯的演技只能撑住前面几集 后面就乏味了。不知道为什么会被捧得那么高。o(╯□╰)o            
(NA)	 纪子评论：5星“老戏骨”一个字：好睇！            
(5星)	 从此爱上祥仔。。。            
(3星)	 没大家说得那么好看            
(5星)	 真是喜欢九姑娘。九姑娘你真有勇气呀~霸气满身。除了不喜欢这种太富历史感的背景之外。            
(4星)	 巾帼系列总是让人热血沸腾的，还是比较喜欢“萝卜头”来之前，喜欢看猪笼里那些人在一起，最喜欢两个场景：一个是喜姐他们十几个人同时向天花板开枪；第二就是公了私了；后面实在是在悲了，不过好在他们两个终于在一起了。“睇吓我行先定係你行先，如果我行先米我等你咯~”            
(NA)	 想做个九姑娘那样的女人。            
(5星)	 我想给五星+            
(5星)	 醒哥和九姑娘，柏拉图式的爱情啊            
(5星)	 太好看了!!            
(3星)	 黎耀祥熬出头了索            
(4星)	 挺好看的 其实我是为了学习粤语 哈哈哈            
(NA)	 很鼓舞人心，很激发人性中那种许久不在的激情，虽然有的情节bug存在，但是瑕不掩瑜。            
(5星)	 九醒经典..            
(4星)	 看到20多集了。开局很棒，中间好多集不带劲，拖着看完。希望结局精彩些。            
(NA)	 很好看            
(5星)	 永恒经典            
(5星)	 冲着邓萃雯来的，那个演技就是赞透了。            
(NA)	 从首播的时候开始追。。但到今日才看完整。若不是九姑娘与醒哥，也并没有耐心看下去。巾帼枭雄只看了一半。刑警2010看了三集。读心神探看了半集。倒是看完了公主嫁到。铁马寻桥也追完。好像也看了谈情说案。新出的隔离七日晴。有黄宗泽！有一点想追的心情。嗯。。            
(4星)	 老戲骨的演技~ 很喜歡！            
(5星)	 气场，绝对的气场。陈法拉这角色用来干嘛的，完全没用，就她这块的情节实在太拖拉了            
(5星)	 好好看啊。。扮演的角色超生动噶。。完全把观众带到剧情那里去了。。            
(5星)	 超爱雯女！            
(NA)	 蛮不错            
(4星)	 小蝶还挺有型的。            
(2星)	 好失望。。。。宣传片比较好看！！！！！！！！！            
(4星)	 还行。            
(5星)	 生要一起生，死要一起死...世间什麼爱叫纯洁,你甘愿化振翅红蝴蝶,饱经挫折,伤口淌血都不至会磨灭,世间什麼爱叫纯洁,处在绝望仍力竭,留守最尾一起,哪怕历劫            
(5星)	 晴晴日记果然...            
(5星)	 2010年tvb我唯一认可的剧集。虽然觉得没有第一部给力            
(5星)	 邓萃雯演技真的绝了。他们的感情让我感动。            
(4星)	 TVB的片子越来越缩水了。            
(5星)	 难得经典，重现港剧辉煌！            
(2星)	 我为毛会陪你看这种东西?!=。=            
(5星)	 真的真的特别好，不喜欢港剧的也值得一看            
(5星)	 我们的快乐时光~很美            
(5星)	 大爱！            
(5星)	 绝对好看！！！演技很好很到位！！！中间还哭了很多次，很感人啊！！！            
(5星)	 很神奇的一部连续剧，很好看，很有感触            
(5星)	 好看~！            
(5星)	 太棒了，，，，！！ 力荐！             
(4星)	 成功看完，邓萃雯、黎耀祥演技很给力！            
(5星)	 这个也超级赞，虽然结局有点让人无语            
(5星)	 好久没看过这么过瘾的港剧了            
(3星)	 没有第一部好看。战争场面拍得也很假            
(3星)	 太多經典台詞了………………太矯情了……………………            
(5星)	 邓萃雯太赞了！！太屌了！！            
(3星)	 只能说在港剧没落的年代看了它，激情没多少。晴晴的日记门我是跳着看的            
(NA)	 少了点陈旧感吧··还算完满的情义            
(NA)	 男女之间有超越爱情的友谊，难得            
(5星)	 没有一集冷场，比第一部好            
(4星)	 不错！义气子女！            
(5星)	 其实我觉得这部剧前几集完全可以打五星，简直可以说精彩绝伦，我从第一集就开始欲罢不能的追看。但是抗战戏码一开始，精彩度降到三星四星，虽然还是觉得好看，但是没那么激动了。所以总体这部片子应该打四星。但是雯女的演技实在太好太好了，所以加一星。            
(4星)	 看了N久也没看明白醒哥怎么勾搭上九姑娘的 不看了！摔门            
(5星)	 不错 不错            
(5星)	 和家人一起看的，超给力。            
(4星)	 这一刻,已经是一生一世...            
(5星)	 算得上难得的好剧了            
(4星)	 蛮想看完的，男主女主演技有保障。            
(4星)	 看完全剧，感觉是TVB近十年来的扛鼎之作，制作精良，故事跌宕，人物饱满。虽然难免拖沓、重复和画外音叙事这些通病，但总体来讲是高水准的剧集，尤其是在历史观上，突破了TVB一贯关起门来闹的叙事架构，人物有发展，演员阵容强大，像黄浩然、惠英红这样早已经脱离TVB演电影的实力派也来加盟。            
(4星)	 生死之交            
(5星)	 非常喜欢这部电视剧，故事情节很生动，邓萃雯对九妹这个角色演的极其到位，是部值得一看的电视剧            
(5星)	 猛好看~            
(4星)	 大团圆结局噢 害我纠结            
(NA)	 总的来说还不错   有些情节比较虚夸            
(5星)	 支持雯女  演的太好了            
(5星)	 这感情……让人总是很纠结的回味着            
(4星)	 邓萃雯，老戏骨，很赞            
(5星)	 不错  很好              
(5星)	 比第一部更好的片子，邓萃雯夺得影后真是毋庸置疑的            
(5星)	 跟第一部一样~~好看~~            
(5星)	 我一直觉得九姑娘和刘醒是柏拉图式的爱情~            
(5星)	 巾帼枭雄2比1更精彩..TVB的经典            
(5星)	 上一部成就了柴九这一部成就了9妹...            
(3星)	 作为一部打发时间的电视剧，还是挺不错的。            
(5星)	 醒哥嘛时候能不咆哮？            
(4星)	 前半部分很给力，后面不行啊~果然想要从头到尾突破还是很难滴            
(3星)	 冲着邓萃雯的演技去看的。可惜编剧前面还好 ，后面...有点雷啊            
(5星)	 这片子是越看到后面越激动人心的 真的tvb就出这样的片尤其是最后一集 真的让我太感动了 “视乎我先走还是你先走 我先走的话就是我等你”这句话真的感动到我了  还有晴晴和杨扬的那段一秒就是一生一世在乱世中有这样的真情真的是难能可贵 这片子绝对推荐 期待他们3次合作            
(5星)	 着实感动了一把~            
(3星)	 稀饭雯姐            
(5星)	 近年难得的佳作。            
(3星)	 比第一部差了些...            
(5星)	 过瘾            
(NA)	 一个人的命运始终是逃离不了时代的变迁。战争是人的耻辱和罪恶，原我们能用爱来洗刷。            
(4星)	 大爱啊~~~            
(5星)	 我觉得这个也是纯爱剧            
(5星)	 剧情很好，演得也很棒！邓萃雯女王范啊！！            
(5星)	 爱情的表现含蓄内敛，却细水长流~~~            
(5星)	 我爱死这一对了，都是实力派，看的我心花怒放的            
(5星)	 看的过程中虽然会觉得剧情有少许冗长，但细细回味这些细节才是在这个大时代中人性和关爱的展现，这是我看过TVB结局最好的，不完美但是却非常非常地感人，特别是最后的结局篇章，让人反省自己的爱情            
(5星)	 还是喜欢剧情，还有演员啊。。            
(5星)	 如果说四奶奶和柴久是挚友，那么九姑娘和醒哥就是挚情。看这部片子完全冲着第一部，很多演员没换。新加的演员也很给力。看第一集排骨只身广州，兴趣淡淡的。到中间九姑娘的种种计谋，上瘾了，无论真假，我是九姑娘体的。到最后，花甲的期盼，其实他们早就在一起了            
(5星)	 几个周五的晚上终于看完了..荡气回肠哪...就是写日记的戏霸不能忍..            
(4星)	 九姑娘~~            
(NA)	 最近几年最喜欢的港剧            
(5星)	 大爱。。。尽在不言中。。。            
(5星)	 好看，雯女和祥仔超级般配的，祥仔，既然你离过婚，那就再离次和雯女一起吧，江华你这个死人。非凡哥很灵的，难怪最佳男配，不过排骨也不差的，看好你。今年最好看的港剧，不过比起巾帼枭雄还是差点。            
(5星)	 希望越大，失望越大            
(5星)	 强烈推荐 感人肺腑             
(3星)	 比较爱第一部            
(NA)	 太喜欢这个女人            
(3星)	 邓萃雯气场很强大啊！            
(4星)	 泪飙            
(5星)	 总体水平又点下降，不过最后一集很感人，差点看哭~            
(5星)	 郑九妹的手段与柔情，邓萃雯演的淋漓至极。。。最后错过，三十年后再相遇，虽然处了只是四年的时光，但那是一辈子都要铭记的啊。。。            
(4星)	 终于全看完了,演得挺给力!就是结局逊了一点!            
(4星)	 喜欢邓萃雯            
(5星)	 最爱            
(NA)	 很多不合乎逻辑的情节推演，但总的剧情节奏把握不错，有吸引力。            
(4星)	 哭的稀里哗啦~~乱世中的爱情总是份外刻骨！            
(5星)	 是我好久以来看到的最震撼的一部剧。            
(5星)	 哎，被马丽华和晴晴浪费的时间太多了。要不就更好一点。            
(5星)	 也许你会觉得很狗血，但抗拒不了那爱的眼神、三十年的等待和视乎我先走还是你先走的承诺···            
(5星)	 到最后大结局，哭得一发不可收拾            
(5星)	 好看~！前面的精彩 邓萃雯太有范儿了~！            
(3星)	 一开始觉得真好看，有演技，有戏剧冲突。可看了20来集我吃不消了，这些人是胖大海当水喝的吧，整天吼，喜怒哀乐都要靠吼来表现，咆哮功力直逼马景涛。。。            
(5星)	 感动            
(5星)	 看过了巾帼枭雄后再次看了邓与黎的精彩表演，确实很不错，期待还有下一部            
(5星)	 民国时期的广州平民生活很有感看完后内心由然升起一股荡气回肠之情“世间什么爱叫纯洁/处在绝望仍力竭/留守最尾一起哪怕历劫”人生得一知己，可以无憾            
(4星)	 片头曲真是荡气回肠啊~            
(4星)	 对于不太看港剧的我来说它总是会给我一点惊喜！            
(5星)	 with 室友            
(5星)	 TVB近来来不可多得的好片子            
(5星)	 9姑娘            
(NA)	 最近很热衷于TVB的电视剧，感觉这部的剧情更加紧凑，人物形象也比较丰满~比第一部感觉好            
(4星)	 萃雯姐人气很高嘛            
(5星)	 就是那样的感情，在一起经历了那么多，难得，坚持，坚定，最终厮守到最后。            
(5星)	 想一口气看完的连续居，不喜欢晴晴这个角色。            
(3星)	 我觉得日本人入侵那段最无聊了            
(3星)	 总是能猜到剧情。。。。。。。。。。。            
(4星)	 负担啊。开心的时候不要看。            
(5星)	 人世间什么是纯真？很感人的片子。            
(5星)	 重口味！            
(3星)	 走马观花地看了一遍。男主妹妹去世的时候，我们一群观众很无耻地笑喷了……只是针对狗血的剧情套路而言……            
(NA)	 我            
(5星)	 你的美比繁花更美            
(5星)	 和第一部一样给力啊            
(5星)	  我爱这个 胜过 第一部 欣赏醒哥和九姑娘            
(5星)	 大气            
(3星)	 还不错，4～5星的样子。看完最后几集突然觉得没这么好看了。可看可不看……            
(4星)	 很喜欢黎耀祥。            
(5星)	 太给力的港剧了~~~            
(5星)	 太好看            
(4星)	 还是TVB的老戏骨比较给力  看着邓萃雯和黎耀祥表示很有看头.            
(5星)	 哇塞！太好看了吧~最后几集每集都得跟着哭！~            
(5星)	 怎一个惊艳了得            
(5星)	 我能像九姑娘这么吊就好了- -            
(5星)	 这女人。奇迹。。。            
(5星)	 还好吧...            
(5星)	 看得我一度很激动。            
