http://movie.douban.com/subject/3926132/	爱情公寓
(5星)	 这部很好看...看了两遍            
(5星)	 这个也有爱。            
(4星)	 没那么装逼的喜剧            
(4星)	 挺不错的国产喜剧不过借鉴比较多绝大多数段子网上看过            
(4星)	 唉。。虽然抄袭了big bang但还是不容易啊。。            
(4星)	 矮油，我超喜欢胡一菲呐，哈哈            
(4星)	 仅次于武林外传的国产喜剧片            
(5星)	 那时候每天上完自习和泉龙一起回来。然后小羽在等着我看爱情公寓，很稀有的美好时光。            
(5星)	 好看 好玩 你们太贱了            
(5星)	 慢慢的 我发现 曾小贤 真的太爱了            
(4星)	 虽然很多情节来自How i met your mother， big bang等美剧 不过有本土化 还不错            
(NA)	 很搞笑，开心就好            
(5星)	 中国版的六人行儿~            
(4星)	 纯粹搞笑的剧本来并不是我的菜，很多人推荐来着就看了，还不错~很多台词很经典~            
(NA)	 好男人就是我 我就是~~~曾小贤！            
(4星)	 让我的晚饭时间变得愉快一点            
(5星)	 虽然是仿的但还是蛮好玩的            
(5星)	 编剧精彩新鲜，演员表情极其到位！不落俗套。喜欢曾小贤和胡一菲            
(5星)	 超级搞笑            
(4星)	 哪个山炮说像生活大爆炸。。。。            
(5星)	 看到很多人都给差评  说抄袭神马的  这很重要吗？老友记毕竟是美国的，笑点上毕竟有差别的吧。。。。可能确实没什么内涵。。。可是我笑了。。这就够了            
(5星)	 好笑很好笑 哈哈哈 虽然有模仿痕迹 但很久没看到这么好笑的国产剧了            
(5星)	 很轻松            
(5星)	 第一季,经典~            
(5星)	 大爱            
(5星)	 最喜欢曾老师啦            
(4星)	 ~            
(4星)	 没第2部好看。剧情啊 演员啊 都有点生涩            
(5星)	 长期保留!看了一遍又一遍！！            
(4星)	 消磨时间必备。            
(5星)	 从头开始看 心情不好都时候笑笑也不错啊 美嘉最好看了            
(5星)	 太好玩了            
(5星)	 喜欢曾小贤            
(1星)	 搞笑，但却恶俗。总评只有一句话：二，很二，非常二，特别的二～～            
(NA)	 赞~            
(5星)	 笑死了            
(5星)	 很有意思            
(3星)	 為寫論文去看了五、六集。笑點不多，有時劇情推進得很生硬。            
(5星)	 我 需要 喜剧            
(3星)	 除少数几集外，不及第二部的编剧，你最稀罕其中的谁？            
(NA)	 挺好            
(5星)	 笑shi我吧            
(5星)	 太搞笑了            
(5星)	 充满着笑料,最喜欢的喜剧，既时尚又超搞笑            
(NA)	 难得看到中国本土的这么好玩的情景剧了，知道是抄袭的什么，但不想知道。就是我心中永远的《孤独的根号三》            
(4星)	 挺哏儿的            
(NA)	 无感            
(5星)	 很可爱的一群人，很喜欢。            
(5星)	 有后面没前面很痛苦，所以要找机会瞄完它。            
(5星)	 还是喜欢1的调调~~~~~~            
(5星)	 亲爱的推荐的~不错不错呀            
(5星)	 能看了开心大笑的电视剧            
(5星)	 各种搞笑            
(4星)	 笑点高的我本以为是部做作耍宝剧，其实，还不错哟            
(NA)	 俺们寝室全笑疯了            
(5星)	 很搞啊 哈哈            
(5星)	 爱情公寓，相遇恨晚呀~            
(5星)	 大爱            
(3星)	 虽有抄袭现象 但 挺好笑的啊            
(4星)	 看多了严肃的，可以看这个消遣消遣            
(NA)	 14+            
(5星)	 曾小贤你太贱了。啊西吧加，龚刚撇恰。            
(5星)	 结尾让我多给一星            
(3星)	 一的时候大家都嫩……演技实在待提高            
(NA)	 作为大陆情景喜剧能拍成这样觉得已经很不错了            
(4星)	 幽默搞笑的剧情足足让我抱笑不已，青春的生活让人觉得那么的平易近人，定位为喜剧就就不会出现因为无厘头而变成硬伤。总得来说，时间就是在开心中打发的！            
(4星)	 哈哈哈心情不好就看太搞笑了            
(5星)	 虽然抄的很多~~但拍得不错啊~~演员演得也很好~~没觉得做作~~笑点也很多~~哈哈~~            
(5星)	 有六星的话我也给了！            
(5星)	 山寨就山寨，还是很喜欢            
(4星)	 胡一菲你是爷们儿！            
(4星)	 第一部不错~~~~            
(3星)	 挺搞笑的，放松心情呗，笑~~~            
(5星)	 欢迎收听你的月亮我的心，好妖精就是我，我就是任妖妖~            
(4星)	 我喜欢这个结局~            
(5星)	 为什么我的标签中，第一个出现的词是山寨，虽然我在微博中已经说了两遍这个剧是山寨的老友记。            
(5星)	 找不到一个不看的理由。。            
(1星)	 垃圾            
(4星)	 喜欢婉渝这样的女人            
(5星)	 为数不多愿意看的连续剧……            
(5星)	 心情不好看看吧。虽然人物都挺傻...            
(5星)	 不管它是真的抄袭还是假的拼凑，也不管它是不是原创，至少它被很多人喜爱着。假的让你觉得真，生活其实就是充满讽刺和自嘲。无论怎样，朋友总是在第一时间站出来。            
(NA)	 有很多网络元素，不错            
(5星)	 看来看去还是第一部比较好，本身就是一个搞笑的，第二部有一些沉重了。好吧，虽然小贤很贱，但我还是喜欢他，他很痴情很体贴，虽然有时候很冷，但是谁又没点儿特殊的地方呢，剧里，小贤深爱着一菲，而现实里一菲你是不是喜欢师兄的？            
(5星)	 喜欢美嘉~            
(4星)	 男人们喜欢婉瑜，我就喜欢胡一菲            
(5星)	 喜欢新人演员的原因就是他们敬业            
(4星)	 无聊看看还蛮搞笑            
(4星)	 还蛮有意思的  看得下去，笑得出来            
(5星)	 给五颗星是因为真正给我带了了欢乐~~无所谓抄袭            
(5星)	 近几年看过内地最好的电视剧了            
(5星)	 给力            
(5星)	 小宇一遍又一遍的看····            
(5星)	 现在还在看 都好几遍了还能笑出来            
(1星)	 垃圾不解释            
(5星)	 比较有新意，相对而言            
(5星)	 真的超超超超赞的！            
(5星)	 我见过的最好的都市喜剧，没有之一            
(5星)	 老好笑了            
(5星)	 哎哟。。。笑死我了，寒假就靠它过日子了            
(5星)	 看完两部突然觉得大学时同学们的推荐不是没有道理的。。。确实不错。相当乐呵            
(5星)	 反正那个夏天就那样乐过了 最爱美嘉            
(4星)	 诶呀呀展博的长今            
(5星)	 剧中人物很有个性，真实、幽默，是解压的好片            
(5星)	 着实能让人从头笑到尾！应该说是老友记在中国的成功本土化。            
(NA)	 好看            
(4星)	 后面倒是搞笑和温情。            
(NA)	 每次看都觉得好笑 导致笑点都提高了            
(5星)	 搞笑！！！为数不多的内地好剧            
(5星)	 好！收藏了。。            
(5星)	 不错 逗            
(4星)	 最近几年看过最好的情景喜剧，很符合年轻人的口味！            
(NA)	 很喜欢这些人在一起的感觉。            
(5星)	 国产第一剧！！！！            
(4星)	 郑州电视台~~~            
(5星)	 难得会真的笑出来的            
(3星)	 主要是那种青春气息很好！            
(3星)	 很傻很天真            
(5星)	 经典 曾哥            
(5星)	 模仿的不错            
(5星)	 非常给力            
(5星)	None
(4星)	 好男人就是我，我就是曾小贤！            
(4星)	 这部山寨版FRIENDS其实还是挺出彩的            
(NA)	 超级搞笑            
(5星)	 曾小贤~            
(4星)	 最喜欢曾小贤、胡一菲、陆展博。个人感觉第一部比第二部好看，第一部的剧情设计的更好，演员我更喜欢。号称是闲的蛋疼的人无聊之余看的节目。确实还是挺逗的，不过某些剧情有点太扯了。小贤一菲暧昧的关系、一菲展博的姐弟关系以及吕子乔演的坏男人真到位。可以通过该剧学学怎么谈恋爱~提高幽默感            
(5星)	 不知道网络段子是从这里出来的，还是这里的段子是从网络来的不过确实好看，搞笑，让人放松            
(NA)	 如果你心情好，看了这部电视剧会更好~！如果心情不好，看这部戏会很变好的。。。            
(4星)	 一个赛一个贱。。就喜欢看贱片儿~            
(5星)	 大爱琬瑜！小贤贱贱地表情也很有爱！            
(5星)	 每一集都有笑点，每一个演员都很用心。每个故事都有自己的幽默~            
(4星)	 都是和我年纪差不多的演员噢。            
(4星)	 老友记  老爸老妈的浪漫史等各种美剧桥段的中国集结版，但是还OK 不生硬 看起来还挺开心            
(4星)	 各种笑死，太有劲了～一菲真彪悍！            
(5星)	 很不错。段子新颖。人物很符合演员原型。            
(4星)	 终于明白老美看friends为毛笑成那个样子了。。            
(4星)	 二也没比一难看很多呀            
(5星)	 展博~            
(1星)	 演技烂 不耐看 跟都市男女有点像 跟武林外传不是一档次 跟friends 没法儿比 给一星是给国产面子            
(4星)	 果然还是最喜欢第一部了啊~            
(5星)	 总算找到一个好看的国产电视剧了。            
(5星)	 百看不厌            
(NA)	 看了好多遍            
(5星)	 第一季，就是经典            
(5星)	 稀饭~            
(5星)	 看了心情会大好 期待第三部            
(3星)	 虽然是一股浓浓的山寨气，有些地方不是被笑到而是被雷到，但是20集看完之后发现人物性格设定的都不错，可惜第二季少了俩。            
(5星)	 大爱大爱            
(3星)	 笑过之后啥都忘了……            
(4星)	 应该这样生活            
(3星)	 适合笑点较低的朋友，看过就算，娱乐快餐            
(5星)	 大爱            
(NA)	 爱里面的人。            
(3星)	 谁动了我的情人节。。。孤独的根号三            
(NA)	 好男人就是我，我就是曾小贤。。。            
(5星)	 喜剧的背静下，蕴含着人生的道理，不错的一国产电视剧！推荐！            
(4星)	 =3            
(5星)	 美嘉....你快回来吧！少了你，爱情公寓像是有了残缺，子乔也不再是那个子乔了。            
(5星)	 美嘉！！！！美嘉！！！！美嘉！！！！美嘉！！！！美嘉！！！！美嘉！！！！            
(5星)	 爆笑情景喜剧            
(NA)	 好搞。。            
(4星)	 消遣~            
(NA)	 好男人就是我，我就是曾小贤。            
(5星)	 超级爱的，看过很多遍。我不管抄袭还是怎么样，喜欢就好            
(4星)	 妹妹推荐我看得 本来我觉得会很白痴很无聊。。。结果好几次都把我乐完了            
(NA)	 搞笑。。。            
(3星)	 老公爱看！我没的选择不看也得听~可是觉的太吵闹了。不是我的菜。不过电视剧还行吧，演员不错，台词很拿捏刻意，到是不乏笑点。            
(NA)	 哈哈哈            
(5星)	 无以言表            
(4星)	 青春啊            
(5星)	 太欢乐了            
(5星)	 开始喜欢婉瑜，后来喜欢一菲，最后喜欢曾小贱            
(5星)	 搞笑就好了            
(NA)	 很好的电视剧~！            
(4星)	 好好笑啊            
(5星)	 爱3继续给力啊            
(4星)	 尽管抄袭了很多老友记、生活大爆炸、老爸老妈浪漫史的剧情。。还是很喜欢这7个人的热闹生活~~            
(NA)	 good            
(5星)	 那时候回老家我弟在炕上笑的不行            
(5星)	 给力！            
(3星)	 被哥哥拉着看的，无聊时消遣用咯            
(5星)	 新欢出炉——陈赫！我看好你哦！            
(2星)	 看了一点,感觉演技生硬,有些笑料挺老了,不过在贫乏的大陆电视剧中,也算一抹亮色.            
(5星)	 内地电视剧的突破点啊！有木有！            
(5星)	 很喜欢里面那种清新轻松的感觉。合胃口            
(4星)	 搞笑情景剧在我无聊的生活中就是无敌            
(5星)	 帮倒忙，相互掐 爱情，金钱 是主题            
(5星)	 我一口盐汽水喷死你            
(4星)	 打牌那段很有爱~            
(4星)	 各种抄但是各种欢乐            
(5星)	 本片主要包含如下元素：网上过时的段子，山寨各种美剧，山寨各种电影。但是依然很他妈的有诚意！！！外景有木有！！！高级道具有木有！！！不太逼真但是也过得去的特效有木有！！！所以我给5个星作为鼓励有木有！！！！！！            
(5星)	 我也想想他们一样，和自己的朋友住在一所公寓里。我们都是上班族。到点回家一起吃饭，玩耍！            
(5星)	 很不错了，就国产剧来说            
(5星)	 很爆            
(5星)	 好男人就是我，我就是....曾小贤~~~~~            
(5星)	 情景剧中，中国还是有好的！！            
(5星)	 逗啊            
(5星)	 好久没看过 这么搞笑的电视了,太清新脱俗了            
(5星)	 每个人演技都很好。            
(NA)	 超搞笑。百看不厌的，都是笑点            
(5星)	 非常之好看，现代年轻人生活的体现~            
(5星)	None
(NA)	 我还是觉得第一部好看。            
(3星)	 连抄带改，抄袭的擦边球打得不错！            
(3星)	 段子好多都比较老套和似曾相识，总体来说还不错，希望能这么一直拍下去吧...            
(5星)	 haha            
(NA)	 一口盐汽水喷死你，美嘉，太有爱了、·            
(5星)	 好久没看过这么扯的影片了，觉得减压            
(5星)	 哈哈，很好看，我喜欢。我是先看了2再看1的，感觉1没2好看，不过也挺搞笑的。挺喜欢一口盐汽水喷死你的美嘉，嗲的可爱，作的也可爱。吕小布确实帅气，我也很喜欢。那个贱人曾小贤我也喜欢，哈哈哈哈哈。最不满意的是展博，什么傻男人。还有一个沈公子，这种老男人还好意思叫公子……，真是让我            
(5星)	 我最爱看的电视剧            
(3星)	 无论被批得有多厉害、起码给我带来欢乐！~当小贤站在一菲身后，那一个叫郎才女貌！！！~当美嘉坐在沙发上，关谷在沙发旁半跪着和她说话时的镜头杀到我了！！！！！            
(5星)	 刚开始觉得有点土有点俗。。。越看越好看。。。推荐            
(NA)	 直接笑SHI了            
(4星)	 曾小贤~你哈能再贱点不,,,            
(5星)	 2009年8月份看第一集时就很有感觉，怎么以前一直没看到过这部电视剧呢，呵呵，这是当时的感慨            
(5星)	 彪悍的小一 菲            
(3星)	 大杂烩，无聊的时候看看还行。            
(5星)	 大爱美嘉关谷的~！那时候一菲的造型不算很好看~但还是很喜欢。            
(5星)	 尽管模仿很多，但是还是相当的不错的。。            
(4星)	 终于看完啦，还有第二季等着我啦～总体还是挺好看的，画面在国产剧里已经算很养眼了，剧情也有意思，不山寨，真的不山寨，从里到外。最喜欢一菲了，虽然美嘉和宛谕都不错，就是觉得她是里边最最不做作的一个了，恩。。。            
(4星)	 国产情景剧能到这个水平，我觉得已经很棒了            
(4星)	 没有2好看            
(5星)	 挺逗的。。            
(NA)	 我去 那叫一个逗 逗得你各儿嘎的            
(3星)	 好白痴的一部剧            
(5星)	 笑            
(4星)	 挺搞笑的，但不是最爱的那种，看着消遣也不错。。            
(5星)	 中国版《Friends》，把很多经典情节改编成中国特色，很不错哦~~~扑克牌那段笑死我了，QQ、748。美嘉这个角色不错~！            
(4星)	 至少是一次不错的尝试            
(NA)	 曾小贤~            
(5星)	 看了2遍了都            
(5星)	 不错            
(NA)	 【E】            
(5星)	 搞笑片里加煽情，小贤你就从了一菲吧            
(4星)	 又几集抄袭得太完整了. -1            
(3星)	 也是被我妹逼得看了一集            
(5星)	 好好笑呀，            
(NA)	 好看好看            
(5星)	 好想和姐妹们一起搬进去~            
(5星)	 很棒！虽然很多模仿 但是很好看！            
(5星)	 太搞笑了            
(4星)	 原谅他是上帝的事情，我的任务是送他去见上帝……             
(5星)	 笑！笑！！笑！！！            
(NA)	 喜欢这种高效率的、低调的搞笑，生活至此，为何不洒脱搞笑一番？我乐故我在♡            
(5星)	 made in china!!            
(5星)	 哈哈哈            
(1星)	 明显抄袭《Friends》，受不了了。            
(NA)	 虽然是山寨剧，但演员都表现不错。虽都名不见经传，但个个都有出彩的地方。喜欢一菲的泼辣，喜欢美嘉的可爱，喜欢婉瑜的单纯，喜欢曾老师的猥琐，喜欢子乔的花心，喜欢展博的书呆子气            
(4星)	 可以算中国版Friends，同时也比较有中国特色，还不错！            
(4星)	 开心是真            
(5星)	 = =。这他妈也可以。。            
(5星)	 一菲~~小菲菲~~！！hahahah   没表白很不给力啊曾哥。。还有小美嘉！！！！！！！！！！！！！            
(5星)	 喜欢曾小贤挤眉弄眼            
(5星)	 陪伴我N个寒暑假~~~~吼吼~~~~~            
(4星)	 啊哈，就俩字---好看。慢慢才发现，最喜欢贱贱的小贤。            
(NA)	 嗯、这个很现代 很多的现代气息            
(4星)	 还不错！！！            
(NA)	 生活的调剂。            
(4星)	 第一季的胡小妞、吕小布、曾小贤这几条人还都挺嫩的~            
(5星)	 继武林外传后又一部能让我看完的国产电视剧了。超赞。            
(5星)	 和生活大爆炸一样爱的连续剧            
(3星)	 第一季差不多都看完了，觉得还好，和老友记相似，山寨的感觉，有的地方蛮搞笑的，但是总觉得有点做作            
(4星)	 虽然都是抄老友记的···但是演员还可以~            
(3星)	 有脑山寨            
(4星)	 “好男人就是我，我就是——曾小贤。”《爱情公寓》重燃了我对国产电视剧的信心，你看，除了抗战、谍战、婆媳关系，中国还有别的什么话题吗。你说它山寨也好，恶俗也罢，但它成功了。            
(3星)	 好男人就是我，我就是曾小贤            
(4星)	 宿舍一起看的~必须好看            
(5星)	 挺秀气的一部剧子，相当不错啊。虽然很多人都说是模仿《六人行》的，但丝毫不影响我对它的喜爱哈。在这个喝红酒要兑雪碧的时代里，它就像一片别在冰冻可乐上的柠檬。            
(4星)	None
(5星)	 始终觉得在爱情公寓第一季的时候就看了这部剧是一件很对的事情            
(4星)	 内地的作品里比较喜欢的,很搞笑哦~~~            
(5星)	 看着太欢乐了               
(4星)	 很搞笑            
(5星)	 这部电视剧实在是太好看了，希望第三季能来个大团结，最好能有第四季、第五季，与时代同步            
(4星)	 看了几集还挺搞笑的            
(5星)	 当年还是Rukd推荐的            
(5星)	 很搞笑！@            
(5星)	 好看，主演各有特色，这部戏肯定会红            
(5星)	 第一次看到这么搞笑的都市喜剧！公寓里的每个人都很有个性，婉瑜是聪明的美、美嘉是天真的美、子乔是淫贱的美、关谷是老实的美、小贤是善良的美、菲菲是泼辣的美~~当时真是一集一集珍藏着来看~            
(4星)	 好男人就是我，我就是曾小贤            
(NA)	 因为看了第二部才对第一部有兴趣的~比第二部粗糙一些,但是也很不错啊~            
(5星)	 国产片中难得一见的佳作，虽然剧中的段子都是网络上常见的，但是演员表现出来后一点都不造作矫情，反而让人欲罢不能。接着看第二季 嘿嘿            
(5星)	 很开心，很幽默，很能教会我们青年一代的生活，还有各种表达，我最佩服的还是吕小布，很机灵很变通很能说很能吸引人，哈哈，我的偶像            
(1星)	 如此无聊头顶的垃圾东西，豆友们居然给了这么高的分数，我操 豆瓣你太让我失望了。            
(1星)	 没看过 我就是不喜欢            
(5星)	 这是目前我最喜欢的中国电视剧            
(4星)	 每个人好入戏。            
(4星)	 我喜欢美嘉宛瑜关谷，哈哈            
(5星)	 我爱这个电视剧，虽说是抄袭好多国外的，但能抄袭已经不错了，怕有的电视剧连抄都不知道怎么抄            
(5星)	 感觉还是第一季有意思            
(3星)	 一个人要多寂寞才能把这剧集看完？            
(5星)	 完全喜欢曾小贤和胡一菲。            
(4星)	 为中国有这样的电视剧而惊叹吧            
(4星)	 嗯，国产Friends哈，没有第二部搞笑，我是先看的第二部            
(4星)	 先看的2  再看的一    作为一部现代喜剧电视剧   已经登峰造极 希望有更好的作品            
(4星)	 虽然挺山寨的，但是也给我带来了不少欢乐啊。。            
(NA)	 最爱的曾小贤啊，为什么你贱得这么招人喜欢呢？第二季就没那么给力了，展博快回来。。。            
(5星)	 在欢笑中让人体会到友情、爱情~很赞~            
(5星)	 能让人笑抽过去的剧。。第一季搞笑，第二季爆笑。。哈哈哈哈。            
(4星)	 中国版老友记。            
(NA)	 [2011.03]　&#34;好男人就是我，我就是——曾小贤！&#34;            
(4星)	 陈美佳这个角色很不错哟，哈哈~~            
(5星)	 除了展播实在演的不怎么样。其他的可圈可点。            
(4星)	 全是国产笑话 不错不错 十字绣绣了一半             
(4星)	 很多老友记的桥段，不过还蛮好笑的啦~            
(5星)	 燃起中国情景剧的希望之火！            
(3星)	 前段尚可            
(NA)	 每个人我都爱~特别是宛瑜~喜欢~太好玩了·            
(5星)	 好看！笑的肚子痛。            
(5星)	 展播真可爱            
(NA)	 笑点好低的一部片            
(5星)	 嗯。。曾老师。。            
(4星)	 竟然豆瓣也接受这口，并且评分不低            
(4星)	 抄袭什么的 浮云 真的不错            
(3星)	 拖啊拖终于看掉了。。。我真的没觉得好看orz            
(5星)	 很有意思啊     ！            
(5星)	 我有多爱一菲呀~            
(5星)	 国产情景喜剧最近不错。爱情公寓搞笑死了。那个曾小贤，那个吕子乔！！！笑死人了啊。            
(4星)	 对于国产剧，这个真的不错了~            
(2星)	 能飞点心思，搞点原创吗？            
(5星)	 一口盐汽水喷死你。不过还是最爱展博            
(5星)	 超级搞笑            
(5星)	 剽悍的人生不需要解释            
(4星)	 比第二部好看            
(5星)	 年轻人本应该对生活的态度            
(4星)	 轻松            
(5星)	 一口盐汽水~            
(4星)	 一年前的CC爽，怀念。            
(5星)	 不错的。。。            
(5星)	None
(4星)	 无聊时候的消遣，胡一菲是我喜欢的型！            
(4星)	 很好笑啊~            
(4星)	 出三了吗？            
(4星)	 好说歹说也算养眼了            
(5星)	 每季的最后一集才扯上了爱情……            
(5星)	 冷笑话猛片哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(4星)	 虽然山寨笑点很多很多，不过结合得还不错，挺欢乐的。            
(4星)	 山寨的还不错吧~我爱子乔            
(5星)	 好笑呗~            
(5星)	 中国版&lt;Friends&gt;... 超爱娄艺潇... But her role is much more attractive than &#34;Monica&#34; in that US sitcom...            
(4星)	 太太太太，太欢乐啦！            
(NA)	 看着满欢乐的~            
(5星)	 好好笑！浴火凤凰和烧熟的鸭子的比喻很好哦！~            
(5星)	 抄袭就抄袭吧，总有天朝特色的地方            
(4星)	 山寨老友记我也认了，一菲小贤等人还是很不错的            
(NA)	 第二季换人了，不喜欢，，，            
(4星)	 曾小贤 你个贱贱男。哈哈            
(4星)	 很好玩啊~~             
(5星)	 感慨于一个现代情景喜剧能够如此成功，让我爆笑在2011年初，喜欢这里的角色，他们的友情，他们之间隐约的爱情，加油，继续季啊！            
(5星)	 非常喜欢            
(4星)	 爆好睇~~~还有四集,舍不得睇完.留着一天一集...            
(5星)	 喜欢第一部。            
(NA)	 超爱            
(5星)	 太搞笑了            
(5星)	 实在是太有趣了。这个可以这么幽默哈哈~~            
(4星)	 好看，成功的国内现代室内剧，很搞笑。            
(4星)	 看的第一部此类剧。。            
(5星)	 被低估的青春剧。每一个人都可爱，用别人的故事记录自己的青春，你是否在其中看到自己的影子            
(5星)	 出第三季吧，热切期盼            
(4星)	 曾老师好贱我好喜欢。            
(3星)	 最美的不是下雨天，是曾和你多过雨的屋檐            
(5星)	 虽然是到处抄抄，真的好好笑啊            
(4星)	 呵呵,很赞的,虽然对于看过老友记得我来说里面尽是抄袭,但不是纯粹的: )            
(4星)	 太逗笑了!            
(5星)	 出人意料的好，5分为鼓励分数            
(4星)	 爱情公寓尽管缺乏原创能力，剧情也不够紧凑，但是，这些演员们的表演很真，让人想起生活中一个个普通的可爱的朋友~~            
(5星)	 乏味生活的调味剂            
(4星)	 剧情可以打三星，支持国产情景喜剧加一星 =0=            
(5星)	 太搞笑了！            
(5星)	 每一集都笑到喷饭 很有美剧的感觉 希望一直拍下去            
(NA)	 家 3月            
(2星)	 如果再給我一次選擇的機會，我一定不會看這部電視劇            
(5星)	 对内地喜剧有了新看法.            
(3星)	 二剧            
(5星)	 跟武林外传一样有意思            
(5星)	 欢乐无极限            
(5星)	 9星半！我不爱展博~            
(4星)	 什么都是第一部经典            
(5星)	 国内的经典喜剧，好多片段都值得一看再看，好看啊            
(NA)	 很搞笑··好看~~让我又开始看国产电视剧了···嘿嘿··            
(NA)	 太瓜扯了,            
(4星)	 还是不错滴~            
(5星)	 搞笑，不解释~~            
(4星)	 越来越喜欢他们啦！            
(NA)	 还是喜欢看第一部。。            
(NA)	 灰常诙谐            
(NA)	 为什么对快乐大本营就恶,对这就好呢,他们都一样的。            
(4星)	 比较喜欢第2部。            
(5星)	 很搞笑，跟当年的武林外传有得拼！            
(5星)	 逗死我了            
(5星)	 国产剧第一次这么搞笑，这么吸引人，虽然好多桥段是模仿美剧的，但是依然很优秀            
(4星)	 虽有老友记的影子 个个都那么不靠谱 让人抓狂 但也很可爱 不是吗？难得还有看得下去的电视连续剧。            
(4星)	 模仿friends的情景剧，语言贴近网络生活，作为大陆剧，根据观众参与衍生第二季，有美剧风。            
(5星)	 先看了第二季，再回溯的。            
(5星)	 非常值得一看, 你可以欣赏可以不欣赏            
(5星)	 其实还没看完 但已经很爱了 年轻人的经典！             
(4星)	 20话的那个牵手……心又柔软了。            
(5星)	 第一部经典            
(5星)	 很不错的大陆电视剧            
(NA)	 搞笑            
(5星)	 呃，有点像中国版的老友记，很清新脱俗~哈哈            
(5星)	 喜欢曾小贤。嘿嘿~~里面的女生都稀饭~            
(4星)	 喜欢大仲马那集还有曾老师跳舞~            
(5星)	 内地难得拍了这么好的一部电视剧~所有的角色所有的情节所有的台词我都喜欢的要死~赞！！！！！！！！！！            
(5星)	 大陆的喜剧往往都会抄袭，但抄袭的那么好，却是一种境界啊，希望更多的抄袭者能学学这部剧的精神，抄袭也能抄袭的那么精品！            
(5星)	 咋一听名字 觉得蛮土 很火的时候到是不屑看，寒假的时候无聊点出一集来看 确觉得真蛮轻松搞笑的 临睡前看两集都成了我的习惯 现在都看完了 睡前还蛮空虚的==。             
(5星)	 曾贤儿……曾贤儿啊……            
(4星)	 除了太做作的感觉，其它都很好            
(4星)	 恩，需要一个放松的心情，然后会更加放松，哈哈，真的很逗。            
(5星)	 哈哈哈哈，韦正你真的很有才            
(5星)	 现实生活中跟这群人住着就有意思了 不过这些不正常的人聚集在一起还这么搞笑的可能性微乎其微            
(4星)	 喜欢曾小贤            
(5星)	 我比胡一菲多半个男人。            
(1星)	 真的很烂，看了七集果断全部删掉了，不想再在这种烂剧上浪费时间……豆瓣居然还有人拿它和武林外传比……宁财神哭都来不及吧            
(5星)	 相当的搞笑，集网络桥段和荤段子之大成者。当然女主角也是相当漂亮的。另一个亮点是，植入式广告植入得如此之圆滑，没有生涩感，实属教科书式的典范。            
(5星)	 太搞笑了~            
(4星)	 其实我看着有点点六人行的味道，估计是想做大陆版六人行式的搞笑剧吧。。。            
(3星)	 实在没得看的时候 耗时间用 印象深的就是 三个女主角身材都很瘦            
(NA)	 然后又被笑死            
(4星)	 恩  。比2好笑多了。            
(5星)	 笑了，没有第二季厉害            
(3星)	 去年就看过了已经 笑点不少            
(NA)	 。            
(3星)	 我俗了~~            
(2星)	 第一集就看不下去了            
(4星)	 最稀饭里面的胡一菲。希望不是该死的双子座，双子座我的克星。            
(3星)	 很搞笑。但是剧情抄的也太厉害了。。。我还是喜欢创新，虽然自己这方面能力较低。。            
(4星)	 很轻松的电视剧 不过很多台词都是网络段子 创意略微欠缺            
(4星)	 清新、自然、时尚、搞笑爱情偶像情景剧！            
(NA)	 偶然看了一集，还不错！LG每次都笑到不行！            
(5星)	 相当好看，经典的，超爱一菲            
(4星)	 演员养眼，俊男靓女看着着实舒服，至于剧情，我们应以开放的胸襟允许借鉴，不生硬就行。毕竟剧吗，好看，舒服就行了。            
(5星)	 最爱啊。            
(5星)	 除了讲话有点怪之外真的不错~蛮好笑的，有很多镜头模仿friends            
(4星)	 好男人就是我，我就是...........Zenniss            
(5星)	 一菲算俩男人！            
(5星)	 超爱            
(5星)	 奇葩            
(5星)	 最给力的电视剧~            
(3星)	 不错 搞笑            
(4星)	 和鱼蛋的饭饭片            
(4星)	 让偶哈哈大笑的一部剧~~~~~            
(4星)	 2010-2011,02            
(5星)	   这部很赞！这样的情景喜剧早该火了，咱不追究抄什么，好看就行            
(4星)	 那些8090~~            
(5星)	 你好，我要一个强暴鸡米花……             
(5星)	 又搞笑又可以看帅哥美女，心情超好            
(5星)	 让人回味无穷的情景喜剧，个人最喜欢的一部            
(3星)	 我只看了第一部，还行。就是很多内容抄袭来的，有几集完全是照搬老爸老妈浪漫史            
(NA)	 无比强大            
(3星)	 符合我的笑点            
(5星)	 逗就一个字            
(5星)	 最后一集看得我哭死了~~~~            
(4星)	 很搞笑 都是美女啊……            
(5星)	 第二部依旧很给力！            
(5星)	 非常喜欢，看了1,2就盼着3呢            
(5星)	 好！            
(4星)	 大爱美嘉啊！！            
(5星)	 太欢乐了～            
(4星)	 美嘉你是懒羊羊吧！！！！曾老师我是你的粉！！！！！！！关谷你老可爱了！！！！！！！！            
(2星)	 这是一本书店里的笑话大全，没什么可说的了，再次见证中国编剧们的急功近利，浮躁和脱离生活            
(5星)	 第一部好看~            
(5星)	 哈！            
(NA)	 好喜欢第一步            
(5星)	 如果你不开心的时候看这个~~真的很好~~可以不用顾忌的想笑就笑~~            
(4星)	 是抄袭了六人行，演员也还行吧，但是还是有自己的特色的，看看也算开心的~~            
(3星)	 先看了第二部再看第一部似乎好像制作费很低的样子诶~            
(4星)	 很不错！            
