http://movie.douban.com/subject/1423043/	京华烟云
(4星)	对书，改动很大，强化了冲突，美化了木兰。
(5星)	没有看过书有点遗憾，不过赵薇的演技是越来越成熟了。很经典的片
(5星)	喜欢赵薇
(2星)	本来书就不咋地
(5星)	非常喜欢赵薇在里面表现的从容。
(4星)	赵薇演的还不错
(3星)	做女人就要像木兰一样成功
(5星)	喜欢赵薇演的木兰 很有气质   偶还囫囵吞枣似地吧林老的原著给啃了
(5星)	这不片子与当时的社会结合的很好，很可惜的一点就是没看过原著，有机会要看看林语堂在原著里是怎么塑造姚木兰这个角色的。
(5星)	看到木兰会让我想到唐婉，她们终究嫁了非己最爱的人，只不过，唐婉选择书下“晓风干，泪痕残”，然后，泪尽而死，木兰则选择吟下“爱如果回到从前，错过的花是否还美丽如初”，然后，安稳度日。徇情与嫁人只是选择的不同。嫁，与爱无关，但并不代表不会再爱；死，与爱有关，但并不意味爱就会因此而延续
(4星)	其实我还是挺喜欢里面的赵薇的。
(4星)	对原著的改动很大
(3星)	剧情缺少必要的转折，衔接的不够巧妙
(3星)	没看完
(4星)	一个女人在婚姻中的企望，人与人的遇合与挣扎，不知道林语堂真正怎么看，不过感谢他提出这个社会问题。
(4星)	除了不符合原著 没啥其他致命缺点
(NA)	赵薇的蜕变
(5星)	秋水无痕，聆听落叶的倾诉，红尘往事，呢喃起涟漪无数......爱在路上，从来的都风雨无阻，爱要幸福，哪怕从眼泪里流出，流出...
(2星)	误导……情节跟书相差太大了！
(3星)	贤妻良母
(5星)	忽略原著喜欢潘粤明 
(4星)	还是原著好
(4星)	喜欢赵薇的大气
(5星)	赵薇太漂亮了！ 完美的女性形象！
(4星)	相当不错……
(5星)	是赵薇转型之作吧。
(4星)	唯一一部赵薇演的好的
(3星)	赵薇比我想象中演的好 
(3星)	2008
(NA)	贤内助
(5星)	喜欢演曼妮（书里叫曼娘）的演员孙宁
(2星)	还是原著好看
(4星)	经典
(4星)	好想掐曹丽华~~~每每看到胡可就想笑~~
(3星)	那几年啊，电视剧里一堆姚木兰，干什么？宣传传统道德？女人传统了，小三就少了？小三不少，世界也和谐了？
(5星)	林语堂的~
(4星)	只是看过。~~~
(4星)	很喜欢林语堂的书
(4星)	看的时候应该是大四吧？让人怀念的日子。
(2星)	为啥要把琼瑶剧套在林语堂头上
(4星)	赵薇的演技提升了
(4星)	赵薇真的满适合演这类的，包括画皮的夫人
(NA)	冲着赵薇去的。。还有雅芝的演绎。。那个曹丽华真是让人气愤。。早死了好。。
(NA)	还是最喜欢赵薇，比以前电视上的赵薇成熟了，也漂亮了。
(NA)	不错，潘粤明，赵薇
(4星)	难得让我觉得好看的国产剧
(NA)	很有看头，因为赵薇
(4星)	这样的女子是不会存在的，是人都忍不了，我也喜欢立夫那样的男子哈
(5星)	赵薇在此剧中的演技，超赞～
(4星)	微微
(4星)	总体来说还是蛮干净的故事，还能看到一些纯情，祝愿真正的有情人终成眷属~
(NA)	请参看台视赵雅芝版
(NA)	一个伟大的女人
(NA)	赵薇的一部很反应功力的作品
(4星)	躺在病床上看的这部电视剧。真的很喜欢林雨堂的这部作品。单从演技上讲，赵薇还是非常优秀的。
(3星)	我喜欢姚莫愁。做不到木兰这样。。。
(4星)	我喜欢看，可能因为喜欢赵薇吧！
(NA)	恩
(NA)	看到了赵薇的成长！
(5星)	看过原著，虽然改的一塌糊涂，但是不得不说改的很好。赵薇在这部剧彻底蜕变
(5星)	女人与情感、与家庭的纷争，但感觉专为赵薇打造
(5星)	蛮喜欢赵薇的戏，很率真的一个人。很欣赏她戏里面的那个角色。
(2星)	一般
(NA)	赵薇演的很大气。
(5星)	演活了姚木兰
(4星)	很好看，喜欢赵薇
(NA)	对赵薇的肯定.
(3星)	这改编得……
(3星)	从头到尾看了一遍,觉得姚木兰太完美了,世界上怎么有那么完美的女人?曾孙亚接受木兰这个转变太快而不真实,任务性格刻画的不好
