http://movie.douban.com/subject/3197006/	越狱  第四季 Prison Break Season 4
(5星)	 很很好！            
(NA)	 like self            
(4星)	 《越狱》第四季，偏离了最初的剧情安排和让保罗复活是一败笔，不过作为结局篇起码做到了圆满，还给了大家一个交代，遗憾的是T-bag最后没有获得重生，鸡肋的最后一集宣告了越狱彻底结束了！第四季，是一部特工电影。            
(NA)	 莫名其妙的当特工了。            
(3星)	 米帅            
(4星)	 结果有点出人意料            
(4星)	 喜欢这几句话啊      Not everying is as it seems.be the change you want to see in the world            
(4星)	 死了好可惜            
(NA)	 看完了然后怎么办？我会感觉被抽空了一样。            
(4星)	 第4季很明确地让我们知道什么是电视剧，就是可以无数次峰回路转，死而复生！莎拉复活了，迈克的娘复活了，Paul也复活了……前11集还是比较精彩的，后面开始乱套了。希望给T-bag一个让人爽快的死亡却怎么也没盼望到。迈克最终英年早逝了……不尽完美的结局，也终于没有第5季了，很好！            
(3星)	 从第三季开始就有点不给力了饿            
(4星)	 第四季前头还很扣人心弦，可是从国安探员判变开始，看得我纠结死了，每个人的心机都那么重，每个人都只顾自己的利益，人心太险恶了，太灰暗了，让人感觉不到一丝光明。然后MS妈复活，情节不停反转，不断利用，威胁，折腾，故事一直高潮，反到最后大结局时显得太过平淡了。整个还是第一季最精彩啊！            
(5星)	 第二季没看  结局没看明白，将军的女儿曾为自己效力，将军还曾舍弃 锡拉 救女 ，他女儿不但没有报复绑架她的人，反而还告诉她Scofield的处境  她爸爸虽惋惜她不是儿子，但这样做是置她父亲于死地。            
(4星)	 终结。            
(5星)	 I&#39;m not leaving you,linc.you&#39;re my brother.            
(NA)	 最爱            
(5星)	 越个没完没了了...终于完了            
(NA)	 多么感动..            
(4星)	 温习终于结束            
(NA)	 这一部是整个越狱的高潮，是一次以正义来对抗强大的邪恶力量的斗争，之前Michael的各个敌人，全都和他联合起来，对付更厉害的邪恶组织，并且最终胜出，可最后他却死了，但他却留下了自己生命的延续——和莎拉的那个可爱孩子，结局是充满希望的，伴随着淡淡的悲伤。            
(3星)	 结局真的是......第四季前些部分还是比较精彩的，但是结尾就没什么意思了。迈克尔的妈妈复活，自己最终还是死了，真狗血啊！            
(5星)	 经典就是经典。。。            
(1星)	 FOX编剧我杀你全家！            
(4星)	 原来是happy ending啊。结局意外的简单。。            
(5星)	 我是越狱迷            
(5星)	 本来是跟着看，因为太慢了，着不了这个急，放到现在才完成，把前几集重温了一下，反正就是喜欢麦克。            
(5星)	 比英雄、迷失都要牛叉的片片            
(5星)	 T-BAG演得淋漓尽致。。。            
(5星)	 Yes!            
(4星)	 最好看的始终是第一季             
(4星)	 第四部其实吧，也很无聊，除了结局之外并不觉得这部有多好。尽管对michal的死、、、唉、、是非因果、、、            
(4星)	 第四季的剧情像是有点瞎掰了            
(4星)	 技术虽然越来越好 但是真的没有那么吸引人了。结局又因为电视台要切这部戏所以很潦草 有点可惜。            
(3星)	 总算把这坨破电视看完了            
(4星)	 尼玛、这看完嘞 也没有电视看嘞、空虚、            
(4星)	 最后的lay it down slow还是让我热泪盈眶。            
(5星)	 最后，最后，最后，哭的一塌糊涂            
(5星)	 You are here,I&#39;m here,we are together.            
(4星)	 虽然到最后有点磨磨唧唧            
(3星)	 必须一部不如一部了            
(2星)	 烂，浪费米勒那张脸            
(4星)	 终于看完了，舒爽。            
(3星)	 勉强给个及格吧。。要不是只希望个结局。。在网上看过一个网友给的评价：就像是眼睁睁看着自家孩长歪了 那也不能嫌弃啊            
(3星)	 这季完全是只图两下赶完            
(5星)	 继第一季后。再次吸引我眼球的一季。我爱。并且很喜欢这种突然的心跳。不可思议的发生。但仅仅是作为欣赏出现。我可不希望生活中会如此的变幻莫测。            
(NA)	 有点纠结冗长了            
(4星)	 前半部分很烂，没得拍，就是不断跑，不断开枪。 最后一点还可以。            
(3星)	 最后一句据说是甘地原话，很多人翻译成“欲变其世，先变其身”，            
(5星)	 淚了。Good Bye,,Dear Michael Scofield.Dear Prison Break.            
(3星)	 持續的驚心動魄會讓人屁眼發麻的            
(3星)	 全家一起打副本            
(5星)	 5555，我的miller果然是死了。我讨厌编剧！就不能让他们幸福的生活下去吗？            
(NA)	 我的最爱            
(5星)	 为什么完结了。。。我想看第五季            
(NA)	 大多故事情节都是一个套路，美剧亦如此。            
(4星)	 结局不完美啊~            
(NA)	 现在回想起来，看电视剧，尤其美剧，是一项多么奢侈的消遣啊！            
(5星)	 第一个让我为之追寻的美剧~~~            
(5星)	 统统经典             
(3星)	 太平淡的结局            
(5星)	 为了自由，为了freedom。            
(5星)	 结局了。不舍得啊。不过我会记得那句墓志铭的。Be the things you want to see in the world.            
(3星)	 还是第一季最好看            
(5星)	 喜欢，这季也挺精彩的，没有些人说的那么难看，安心去看还是会被剧情吸引，是否大家对越狱期待太高了？要超越已成经典的作品，有几人能做到，作为越狱一的续集已经很不错了，结尾温暖又伤感，仍然不舍得就这么结束了，我的麦克。。。            
(5星)	 -  -很为难我一个喜剧结尾控 TwT 还是那句话 男人当如是!            
(5星)	 六颗星！            
(3星)	 结局呀，唉~            
(3星)	 结局很匆忙，一些东西没有交代清楚。            
(4星)	 也算是圆满了~            
(4星)	 米帥在這一季發了福 劇集太冗長了。可是最後一集 我淚了。            
(5星)	 留名            
(5星)	  The end  is  so  disappointed.             
(2星)	 唯一的感觉是，我TM居然看完了            
(4星)	 米帅啊            
(4星)	 编剧们永远能把死的变成活的，坏的变成好的。            
(3星)	 感觉是编剧在肆意控制观众，该死的人死不了，又随意让死人活过来……很多情节不太合理，在关键时刻，总是有合适的人出现在合适的时间，是那么的巧合，内容多却有点虚假，一些个性鲜明的角色在犯一些不属于自己的错误……本故事纯属虚构，如有雷同，纯属于巧合……            
(3星)	 S3和S4其实不用存在的……            
(3星)	 情结决定。还好追完了。            
(3星)	 结局还比较温馨，让看完全部的人感觉还不错            
(3星)	 受不了这个结局！帅哥怎么能死！！            
(NA)	 额··看完了·发现每个人都有人性的·还是比较有感触··            
(4星)	 paul果然没死。            
(4星)	 不管怎样和老爹把它看完了。总体还可以，最后总会留下点遗憾。。。下载的蓝光720值得收藏            
(3星)	 3.5星    战线拖得还是有点长。。。。 看到最后也只能当做是一种坚持。    最优秀的第一季无法复制。            
(5星)	 虽然我们的迈克去世，但总觉得还是善有善报，恶有恶报的圆满结局 也是给越迷一个很温暖的交代。            
(5星)	 米帅变成米胖胖。。。            
(2星)	 看了几集，直接懒得看了            
(5星)	 完结的时候。。。都不愿意相信。。PB就这么完结了。再也看不到这个帅哥在这部剧里的表演了~~~            
(5星)	 很喜欢的美剧            
(3星)	 看到最后其实``已经只是强迫症作祟了````现在回想起来```就觉得``亮点不就是``both的`精神么```=.=            
(4星)	 没想到会这样结束，大团圆的结局让人舒服，但是总感觉少点啥吧，看过了让人感慨，这就是生活，别和政府对着干，太惨            
(4星)	 除了最后一集一集一集！其他XXOOOOOOOOOOO！！！            
(3星)	 越看越失望……尚存SARA的魅力让我坚持又坚持……            
(4星)	 2年前看的，我只记得第四季的米勒跑个步整身的肉都在抖啊抖            
(5星)	 “要和牛逼的人在一起” 就这样            
(4星)	 竟然在大学里让我追完了这部剧！！感慨一下！            
(2星)	 狗尾续貂，鱼目接珠。。            
(4星)	 美剧的敲门砖。不管最后是不是烂尾，早已深入我心            
(5星)	 一共四季，挑一个结局来写吧，就爱米勒！            
(NA)	 无语            
(4星)	 迈克胖了，但是终于自由了            
(2星)	 恶俗不足以评价本季的剧情，前半部分和后半部分有他娘的关系，一堆蛋疼突兀不必要的狗血剧情，但最狗血的是scylla难道就不能备份他喵的不就是一堆文件吗？            
(4星)	 it is over。            
(4星)	 还不错吧            
(5星)	 It&#39;s all over finally！还是觉得第四季michael生命的结束要好一点吧。。。静静的。。虽然不希望他die，但觉得比最后一越设置的结局要好一点点吧。            
(4星)	 难得看美剧            
(4星)	 其实，我喜欢将军的模样            
(3星)	 michale从第一季到第四季越来越肥了，米捞了太多了，油水也多了            
(5星)	 终究还是结束了            
(NA)	 后面有点扯。。。。            
(5星)	 结局好伤感……孤独的墓碑            
(5星)	 喂神马 michael 死了！！！！？！！！？！！！呜呜呜哇            
(1星)	 忍无可忍了，太恶心了这一季简直……呼哧呼哧跟头猪一样的林肯，你的SB还有下限吗？编剧们我要怎么说你们？一集一折腾，反反了又复复，复复又反反，看得要吐了简直是！！！            
(NA)	 终于看完了 好累呀            
(1星)	 越来越不好看了~            
(4星)	 属于越狱的最后一季，给故事一个不错交代，但是始终没有第一季那么吸引人了            
(NA)	 特工 当 的声音很好听   有点娃娃音     那个美女特工死的太早了                 
(4星)	 熬太久了···            
(3星)	 仅仅为了结尾.            
(3星)	 第四季的巧合太多了吧。。。            
(4星)	 韩剧有三宝。。。美剧也有            
(3星)	 编剧实在没创意了，整了个死而复生的妈出来，还变态的不行。            
(5星)	 SARA回来了 就更想看了  为什么最后两集这么揪心啊啊啊啊啊啊为什么最后没有人想着带迈克去治疗啊啊啊啊啊啊啊啊啊啊            
(4星)	 峰回路转，但最后还是狗尾续貂···            
(3星)	 Michael 咋变得那么胖了呢...死了的人都活了...这剧编得...            
(NA)	 看过的最好看的美剧。            
(5星)	 都怪第三季太垃圾。我觉得第四季很好看，怎么会收视率不高呢？？如果收视很好的话，也许还有第五季。。结果只有一个最后一越。md            
(3星)	 仓促 仓促的厉害            
(4星)	 米帅你真的能演别的么 嗯 不像生活剧 敢一次一次进了又出 所以就4季 最后电影结局其实挺圆满的。            
(NA)	 很喜欢看的一部电视剧            
(5星)	 越来越high            
(4星)	 those close-ups, very impressive.            
(NA)	 越演越气短            
(5星)	 尘归尘，土归土            
(3星)	 总算快进完了，好累！            
(5星)	 很棒            
(4星)	 终于自由还是到来了。            
(3星)	 最近才看完第四季，记得第一季还是在几年前看的，当时是几近迷恋的状态，怪我那时太年轻吧，后来的剧集拖沓狗血，我真的不懂剧，只是很主观的觉得，有第一季足矣。。。。。。            
(NA)	 太牛了            
(5星)	 这年大三毕业，电视剧也剧终了，迈扣史高飞死了，一切都结束了。            
(4星)	 进去又出来出来又进去。。。。。            
(5星)	 追得我要疯了……            
(3星)	 我纯粹是为了看michael死还有全集强迫症才忍着看完的= =最后我都不萌他们了= =            
(4星)	 终结篇，sara太可爱了，理想化的女人，最后一越成就了michael和sara            
(3星)	 也许是早就知道结局，最后看到michael的墓碑时并没有觉得难过。算是一个好的结局吧。除了michael的死，lincoln,sucre,mahon,.......该幸福的人都收获了一个美好的结局。            
(3星)	 sarah没死，别人呢？            
(4星)	 我很高兴萨拉没有死，不过迈克要死了~~~T3T            
(4星)	 我只是被最后一集的墓碑虐到了            
(5星)	 悲情结局～            
(3星)	 还不如差强人意的第3季     编剧开始乱来了 不喜欢半途而废  所以果断追完              
(3星)	 第四季对于我的唯一意义就是，终于可以看到结局了。            
(3星)	 淡得都没了。。。            
(5星)	 只看第一季就够啦            
(5星)	 一个时代的终结，开创了我开始看美剧的历程。            
(3星)	 越狱不负当年之勇            
(5星)	 第四季一直落下没看。这几天看得疯狂。            
(5星)	 绝对的牛逼            
(4星)	 Freedom is always what we&#39;re pursuing!            
(4星)	 唉~ 仓促结局            
(5星)	 同三            
(4星)	 &#34;captivity of negativity&#34;, there&#39;s no escape.            
(3星)	 竟然没坚持看完。。            
(NA)	 结束了。            
(NA)	 给你一个标签，因为这部戏，人生的一个新开始、、、            
(4星)	 为了悬念，该出来的都出来了，牛鬼蛇神总动员。好在结束了，一个Michael也足以成为传说。            
(2星)	 莫名加了一堆东西进来 最后收尾不紧凑 很拖沓            
(5星)	 看到最后一集和最后一越的时候 在凌晨 在黑暗里 哭的不成样子            
(2星)	 懒得看了、            
(3星)	 完全不给力。所以，总结下，越狱第一季是挺给力，，后面三季是不给力三部曲。            
(4星)	 四季的越狱,寝室人一起，看得很认真。四结束的时候,看特别篇Michael死的时候,感觉心里是什么落下了.还是什么结束了            
(4星)	 终于看完了越狱四季加特别篇。越狱早在2008年底结束，两年之后才将这部第一次追看的美剧结束。也许这个时候不会像许多一直实时跟踪的看友们那样纠结，但心中仍有不舍。结局虽然有些让人难以接受，但是还算合理，毕竟他们的双手已经变得肮脏，必须有人为这些付出代价，这样也许才算公平。            
(3星)	 就这么草草的结束了            
(2星)	 越看越晕。。。            
(2星)	 真是狗血到家了~            
(5星)	 其实我只看 了两集，一集是中间的，一集是结局。哈哈哈哈哈哈哈哈哈            
(5星)	 里面的各位都非常帅!!!            
(5星)	 米勒变胖了。 但是还是蛮优秀。            
(NA)	 越狱            
(NA)	 看到后来就疲掉了            
(2星)	 哎 越到后面越败笔 最后的逻辑一点也不严密了            
(4星)	 为什么是这样死呢              
(3星)	 有点将就了。            
(5星)	 当时都高三了、每周才更新一次。让我等的。天天都希望是更新的那天。但是一更新的时候又他妈的过了一周。那会考试和更新让我纠结了很久。。马宏也是后来我喜欢的男人。。吼吼。。找男人就要找这样的。。            
(NA)	 原来这么多是事情都是他们家搞出来的。。。可惜最后南竹死了            
(3星)	 美式完美大结局            
(5星)	 这是四部里面做好看的一部了，可惜最后结局不那么尽我意            
(3星)	 该活下去的活下去，该死的也都死了，这样的收场一开始就注定的，纪念一下唯一一部一集一集跟到结局的美剧···            
(NA)	 阴谋终究不能得逞。。。坏人终究会得到惩罚。。。可惜迈克不能和sara在一起。。。呜呜呜。。。            
(4星)	 Finally finish all of it...            
(5星)	 必须5颗星  我终于看完了。            
(3星)	 终于完了            
(5星)	 结束鸟！！！！！！！！就介么断网鸟！！！！！！！！！！！！！！            
(NA)	 好看            
(5星)	 看了这季，我开始坚信不移《越狱》就是描述一群为对抗黑暗权力集团的高科技破墙撬柜工的故事。            
(2星)	 提不起精神。。            
(4星)	 他最后还是死了，结局不能接受，可是如果他不死，此剧就没完~            
(5星)	 好看!            
(4星)	 这里的结局就可以了，何必再来个最后一越，太残酷。            
(5星)	 终于过上平静的日子了            
(3星)	 看到第10集不想看了            
(4星)	 哈哈，又出来咯。收视率越来越低，最后只得草草收场。            
(5星)	 还没看完时，已经感觉比第三季好看了，默契的行动配合还有革命同志般的情谊，真是让人来感啊。终于洗清了案底，这才是想要的结局。最后看到他们都将去一个地方，之前已经听说迈克死了，所以那时便明白了。泪~ 他们之间的情谊，谁能替代！你们都是好样的！            
(3星)	 其实四季对于美剧来说，真的不是长寿的表现            
(NA)	 最爱的电视剧            
(3星)	 看完第一季就足够了            
(3星)	 结局不给力。。            
(NA)	 这几天把屯在电脑里许久的第四季看完了。结尾太过匆匆。            
(4星)	 这个是没办法谁叫我看了前3季            
(4星)	 终于尘埃落定             
(5星)	 最后的音乐让人很感动....平静的生活....海边....多好...那正是我的追求...            
(5星)	 ooxx 真***的好看            
(5星)	 4季4年，我的大学~            
(5星)	 结局不欢喜……            
(4星)	 循环反复,有点腻了.            
(NA)	 并不满意的结局。            
(3星)	 越来越烂……            
(5星)	 结局有点意外、            
(3星)	 此片证明哥也曾追过剧            
(4星)	 之后的就不怎么样了            
(NA)	 一、二、三、四季都看了，唯独剩下第四季的最后一集，不忍看，不忍看到Micheal死去。永远的Micheal，完美的Micheal。            
(3星)	 不如人意            
(4星)	 好混乱的场面，好离奇的人物，好帅的米勒            
(5星)	 双语关不错            
(3星)	 明显扯淡了            
(NA)	 看完 over            
(5星)	 终于有了结局···            
(4星)	 一定要把Michael搞死他才爽心么 = =            
(5星)	 fat Wentworth            
(5星)	 加一星给片尾音乐            
(3星)	 无聊的结局            
(3星)	 Mahone才是MS的真爱！            
(4星)	 让人桑心            
(4星)	 不错！            
(5星)	 越狱真TM恶心，每次拍不下去就又丢出一个失踪多年的亲人。第一季是老爸，第四季是老妈。下一季度是什么。最后一越完了之后还有第五季？我要疯了。结局我很喜欢。所以给五星。拍的这么不容易，没有功劳，也有苦劳。            
(4星)	 比第三季又好了 但还是不如第一季            
(5星)	 结局实在有点小伤感            
(5星)	 没有前几季好看，但依然是我最爱的电视剧！            
(3星)	 典型的狗尾续貂~            
(5星)	 最然烂尾了，不过结局还挺圆满的。就是结的有点快。。            
(4星)	 最后的结局出人意料 最后一集的片尾曲好听            
(4星)	 米帅~            
(NA)	 米勒            
(5星)	 再见了米帅，再见了越狱，再见了我的大学生涯。            
(4星)	 已经偏离“越狱”这个话题了，因为故事编到没好编的了，就把“阴谋论”进行到底吧。我也要有始有终，看完它吧            
(5星)	 S4也不错            
(3星)	 继续一季不如一季~~~~            
(4星)	 有点拖沓了               
(3星)	 多少有点重复，该死的人还不死...            
(5星)	 Michael怎么能死了，哎……应该拍一点他和小Michelle一起的片段啊,幸福的太少了！！            
(5星)	 高中那会经常会跳墙，跑网吧看越狱..就像现在一些sb看海什么王一样。很men的电影，结局不太爽。            
(3星)	 脑残的编剧估计韩剧看多了。。。好在善良的Sucre和可爱的kellernan结局都不错，而又有人牵着T BAG的口袋了。。            
(3星)	 米帅，麻烦你减减肥吧            
(4星)	 贝里克和苏克雷如何变成铁哥们？导演草草的把他俩的友情迅速建立，让我怀疑贝里克是不是给“潜规则”了，让人感觉面目狰狞的贝里克这季却变得可爱而憨憨的，贝里克最后的牺牲的确觉得有点可惜…但安排的情节也太突兀了。            
(5星)	 算是一个完美的END了，比前两部要好看了点。            
(4星)	 终于到最后一季了，为了结局而看。与第一季时的火爆与期待已完全不同            
(4星)	 太富戏剧性了，每次都让你肾上腺素飙升            
(3星)	 不错的            
(3星)	 期待能快快看完~Sara  不要死！！            
(NA)	 温特沃什米勒~~~~~~~~~~~~~            
(4星)	 终于结束了 四季下来的感慨：米胖是帅 可是客观的说 是编剧赋予的这个角色很有魅力 而米帅演技不是很到位；SARA 我觉得她挺好看 冷静 客观；M&amp;S 实在感觉不到他俩的爱深啊 每每重逢我多希望你们热情些；马猴演技非常棒 尤其是进SONA之后 失去儿子之后的表演；琴琴很有味道.            
(3星)	 到头了，实在没有可越的狱了            
(4星)	 为了完整的故事加一颗星。好评也好恶评也罢，完结了。bye, michael。            
(4星)	 虽然已经很厌烦不停的入狱越狱，但还是抽泣着快进完了最后一集            
(4星)	 ……换他哥救他            
(NA)	 彪悍的人生不需要解释，结局那个怂啊            
(5星)	 我的美剧的启蒙剧````            
(3星)	 演员自己演着演着会笑吧，Michael的老妈都出来了。。。结尾倒是看哭了，Michael的墓碑，小Michael，好萌啊。。还算是一个完美的结局。            
(4星)	 虎头蛇尾。            
(5星)	 其他不说，直接到结尾处，一切都慢了下来，平和安好；与整部作品形成强烈的对比，一只纸鹤为线索穿插其中，处理得很妙。            
(4星)	 好让人释怀的片尾曲            
(3星)	 不痛不痒地看完，冲着那一句耗费半生才得以说出来的“we are free&#34;，还是小感动了下，可惜我知道，那只是一部美剧，仅仅是一部相对好看的美剧            
(4星)	 感觉无聊了，所以后面几集就没看下去了，现在还是没有补上……            
(1星)	 垃圾            
(NA)	 我爱米勒！            
(4星)	 。。。。。。            
(3星)	 还不错吧 mahone~难道我是大叔控？            
(1星)	 第四季完全就是扯淡……千万别看            
(3星)	 虎头蛇尾的第四季....越来越多的诡异人物的出场让人蛋疼            
(4星)	 还不错，至少随着剧情的展，我也终于知道背后的故事了。            
(5星)	 不要轻易相信人啊            
(5星)	 终于回归了第一季的节奏，大爱！如果micheal没有像韩剧的男主人公似的得了什么脑癌该多好！！！            
(4星)	 因为收视率匆匆收尾，这就不说了。虽然第四季情节有些过于紧凑，但结束得还算漂亮，给了观众一个说得过去的结果。Michael死不死都无所谓了，故事已经结束了，王子和公主没必要happily ever after了。            
(2星)	 水平下滑太厉害，让人有些匪夷所思。            
(4星)	 倒是挺紧张的，但是这也太神了点= =            
(2星)	 唉。狗尾续貂。            
(4星)	 最后一集最后一幕没看懂。。。            
(4星)	   终于结束了  片尾的歌很好听            
(5星)	 大爱！            
(5星)	 欲哭无泪地最高境界            
(5星)	 可惜没第五季了。。            
(5星)	 Mahone的出场，到后面就开始超喜欢Mahone了            
(4星)	 已经疲劳了。。。。。。            
(5星)	 Be the change you want to see in the world..            
(5星)	 看到22集还是忍不住哭了....——you and me， it&#39;s realMISA之恋~            
(5星)	 越狱终于又像第一次看到的那么精彩了            
(3星)	 比第三季更偏 结局更是虎头蛇尾            
(5星)	 最爱scofied            
(5星)	 可惜···            
(5星)	 ending终于不错！            
(4星)	 追的我苍老了无数岁.再不结局我就把导演嚼了..            
(5星)	 还是要坚持看完 呵呵 不错的            
(5星)	 改变人生的一部剧            
(5星)	 力荐！！！！！！！！！！！            
(NA)	 结尾曲超赞            
(4星)	 不伦不类的间谍片……不过还是挺好看            
(4星)	 结束后还是会有一些不舍…            
(5星)	 终于完结了。。。 很纠结 依旧沿袭了前两季的感觉 最后虽然Michael不在了 也算是个Happy ending吧 历时一年多才看完。。。 也是我踏踏实实看完的第一套美剧 值得了~~            
(5星)	 无论如何无可取代无与伦比            
(5星)	 这个结局我喜欢。。            
(NA)	 Sara没死太扯了史高飞的高智商妈终于出现了            
(NA)	 赞一个            
(5星)	 这季是我在高三的课堂上同IPAD看完的，映像最深。            
(5星)	 最后一集的最后五分钟那么让人感动            
(4星)	 就是愛美劇            
(5星)	 反正坚持了那么久            
(5星)	 结尾有点仓促            
(4星)	 剧情都忘差不多了 只记得是一起看的 好像觉得没什么意思了            
(3星)	 编剧也太随心所欲了吧            
(4星)	 三年了 终于看完了 恭喜我            
(NA)	 有点“凑字数”的感觉            
(4星)	 我超爱sara，但是最后一集穿帮也太明显了吧。            
(NA)	 越狱落下帷幕            
(5星)	 后面还是挺激动人心的，整个暑假看越狱，几乎夜夜做噩梦，不是枪战就是被挟持或者被虐待```1            
(3星)	 还是贴上吧 做个了结            
(4星)	 终于看完了            
(3星)	 该出现的没出现，不该出现的倒是回来了几个= =……到最后一季了，也就那样了……总感觉最后买口不应该死的……多可惜啊            
(NA)	 有情有义            
(5星)	 THE HIDE IS OVER.第五季无限期待。            
(NA)	 这季还是最喜欢paul。。。and，米勒好胖啊            
(3星)	 从十集跳到最后一集，哎，就这样吧            
(3星)	 对不起了Michael。。。我真心觉得你跟你哥还有sara还有马宏还是茶包都果断被编剧糟蹋了 我只好弃剧了。。。。            
(4星)	 高三啊。你一会出一会不出。闹的呀。            
(4星)	 终究还是结束了，以一个还算能接受的方式            
(4星)	 我看越狱有点迟，是在一二季出来三四年后，也幸运，刚好在这年越狱更新完毕。于是不用等就全部看完。给四星是因为这季里流露出的温情。            
(4星)	 无法象第一季一样打给满分，剧情继续到第四季难免有点混乱，经过第三季的味同嚼蜡，第四季总体还是让人满意的。M明显从第四季中途开始变胖了，悲剧。。。            
(4星)	 惊人的结局……            
(4星)	 高三迷上。。。            
(1星)	 鸡毛～            
(NA)	 赞..            
(3星)	 为了有始有终，我看完了            
(4星)	 Michael真的胖了             
(3星)	 没看完。            
(4星)	 看的太晚，早知道Michael最终死了，可是墓碑上面Michael Scofield的名字还是让我泪奔了。当自由的乐章响起的时候，也意味着惊心动魄的落幕，虽然那来之不易的祥和还意犹未尽。            
(4星)	 资料盒子            
(4星)	 终于看完了，虽然很多人评价3、4季不好看，但还是很吸引我，追得不亦乐乎。建议大家找有中英文字幕的片子看，可以学地道的美语，哈哈。            
(5星)	 最后的安静祥和让人心碎........            
(NA)	 四！            
(3星)	 farewell prison breake            
(NA)	 To find who you can trust            
(5星)	 我觉得这季很精彩             
(3星)	 最后一季 ，那些看《越狱》的日子，值得收藏...不过《最后一越》有点画蛇添足！            
(2星)	 感觉永远死不了            
(1星)	 真是烂尾，一秒钟出现一个新人物，然后新任务，死一个人，结束。无厘头。竟然那么多人给那么高的人，估计都是花痴小女生吧。            
(5星)	 You are free now.Bye Michael .Bye Prison Break.            
(3星)	 结束了            
(4星)	 看完了，伴随着考试周看完了，虽然第四季Michael显得有些智商降低，但还是好的。总感觉越狱试着将好人的阴暗面逼出来，又把坏人的善良面发掘出来，其实太……让人觉得不值。一颗星给了最后那首歌，I have tried,真的。            
(5星)	 事实证明，还是Michael最厉害。但用脑过度会长瘤哦！            
(3星)	 很早看了  Michael最后死了呀 我看的是不是第4季都忘记了。。。            
(4星)	 忘了有没有看完了            
(3星)	 对于Bagwell，我真的很感叹，他简直就是小强！比猫的命还多。若是可以，真希望他的死换回Michael。            
(NA)	 it is the end            
(5星)	 终于，看完了第四季。Micheal died in the end. And the series just tell me what the life is. ALL of the world is not completed. We should accept this.            
(2星)	 不说了            
(NA)	 第一部最经典 无敌的世界观            
(5星)	 my love forever！            
(3星)	 鸡肋了~第四季时米勒胖得像典狱长            
(4星)	 几乎完满的大结局，michael化成记忆留在大家心中。            
(5星)	 my favorite!            
(5星)	 有一小段时间非常迷恋 wentworth            
(3星)	 越靠近结局反而让人激动不起来了            
(5星)	 。。。喜欢动作片、聪明的人让我崇拜            
(4星)	 以后打死不看连续剧~~一看就是二年多~            
(2星)	 不喜欢看断掉的片.            
(4星)	 第四季仿佛是另一部剧@@            
(5星)	 经典之作            
(NA)	 一至四部全看了，的确证明一个道理，好的编剧是关键。为啥老美的编剧敢罢工了，哥们支持你们。            
(4星)	 结局很赞/ mahone/ 爱是一切故事中最美好的部分/ 人性有好有坏 好人可能会间歇性的坏 坏人也会间歇性的好            
(4星)	 ~~            
(4星)	 不知看没看到第四季，反正从头开始看的，前面还行，看到后面情节就都重复了            
(NA)	 没一好看比二好看            
(NA)	 想象力和人性的极限            
(3星)	 可能还没看的第四季            
(5星)	 好想看…            
(4星)	 结局有点儿失望。            
(5星)	 感人的结局。。。看到michael为sara。。。唉。。。可爱的michael的孩子。。。            
(4星)	 2010.5.29            
(NA)	 男主角发福的厉害            
(3星)	 感觉很扯淡。。。            
(4星)	 稍有改观            
(3星)	 虎头蛇尾，虎头蛇尾啊～～还是大爱sara.            
(4星)	 米勒胖了。。。哎            
(4星)	 万能Michael。前面还挺精彩的，后面就越来越狗血，扯出N多人，连前几季那些什么Kellerman黑人爸爸都出场了，汗...那些复杂的关系，看到后面都晕了。大概编剧自己编着编着也朦了，最后竟然摆出联合国，瀑布汗...Anyway，终于都结束了...            
(3星)	 中间的转折真 。。。            
(3星)	 结束太快了            
(4星)	 哎，除了偷锡拉是完美的，其他的乱七八糟，可惜了……            
(5星)	 看的心惊胆战            
(3星)	 michael已经被神化了            
(5星)	 红是有他道理的            
(2星)	 好吧。看了这么久。你们随便拍完就好了。。。            
(4星)	 经典的1.2季~            
(3星)	 为什么后面会是鸡肋            
(NA)	 男人中男人的另类体现方式            
(2星)	 第一季5分 第二季4分 第三季3分 第四季2分            
(NA)	 可惜还是死了……哎……            
(NA)	 闹腾的越狱终于温馨收场了。有人离去，有人幸福，有人罪有应得。鲜活的人物在观众的脑中。Farewell             
(3星)	 草草结尾            
(4星)	 能坚持看完的，也只有这部电视剧了。。。。不容易啊。            
(5星)	 MichaelScofield。。。。            
(5星)	 相比第二季第三极的平庸 第四季心跳的感觉堪比第一季 人物的本性全都凸现出来 呈现出来的是一个高效团结生死相依的队伍 很喜欢            
(NA)	 这个赞            
(4星)	 T-bag变傻了~一点都不犀利了~            
(NA)	 虽然你是如今的胖子,但我依然爱你~哇哈哈哈            
(5星)	 太棒了            
(4星)	 有一颗星是给Bellick的            
(5星)	 为嘛为嘛你要S            
(4星)	
(4星)	 收尾有D急，剧情就比较乱，总睇都可以既。            
(3星)	 you are so lucky            
(5星)	 永远的经典！            
(5星)	 越 继续越            
(3星)	 当“越狱”成为习惯……            
(NA)	 应该还有续集！！哈哈！！            
(5星)	 女主角回归啦，很好            
(5星)	 世上竟有 M.S 世上再无 M.S             
(4星)	 we are free.            
(2星)	 仍在追看，但只是想看它怎樣自圓其說...            
(4星)	 3.5 虎头蛇尾在找齐6张scylla card 之前都精彩，之后的剧情...哎大概编剧疯了，天马行空Cristina女士的出现太搞了 micheal那句&#34;he is much more than you are a ever mother SHOCK到我了            
