http://movie.douban.com/subject/2085721/	小龙人
(4星)	 今天看天天向上，顺便过来打个分，小时候喜欢看。。。2011.4.2            
(3星)	 这个给小朋友看不会太沉重了点吗。。。            
(3星)	 就不告诉你~就不告诉你~就不~告~诉~你~            
(3星)	 其实挺傻的            
(1星)	 他妈的童年噩梦            
(5星)	 我头上有犄角（犄角，犄角），我身后有尾巴（尾巴，尾巴）            
(4星)	 就不告诉你，就不告诉你，就不告诉你！            
(4星)	 童年            
(3星)	 哎，都不记得了……            
(NA)	 好像是几个孩子陪着一个孩子找妈妈的故事吧。。。小时候可爱看了。            
(4星)	 他最后找到妈妈了么？            
(5星)	 我的童年啊~            
(5星)	 我的童年啊。            
(5星)	 小时候的感动            
(4星)	 头上有鸡脚~鸡脚~~            
(4星)	 童年呐！            
(4星)	 怀念            
(5星)	 童年的回忆，那天去KTV还点了主题歌呢            
(3星)	 其实有点儿傻，不过当年谁没看过呢！            
(NA)	 小时候，小龙人小龙人，什么时候可以再看啊            
(3星)	 小时候我就觉得小龙人好丑···            
(5星)	 泪~再重播想看看            
(5星)	 我有一个小秘密，小秘密            
(4星)	 我弱弱的说句其实我小时候还真没看过小龙人还是去年在画室大家都鄙视我没看过然后晚上自己悄悄的看=。=            
(4星)	 小时候看的时候引发过无数遐想            
(4星)	 其实一直觉得这个结局是很压抑的，但是还是不记得最后结局了。。。            
(4星)	 这个片子都看过哦,年纪真的大了.            
(5星)	 记得那时天天期盼呢，就是感叹那时的国产片能有这样的奇思妙想            
(NA)	 忘了            
(1星)	 我小时候最害怕的电视连续剧之一，排名第一的是聊斋！！！！            
(4星)	 一去不复返的下午6点半啊            
(3星)	 怀念中的记忆            
(5星)	 虽然我已经完全忘了...但是我记得很好看！            
(4星)	 哇！！！！！好老！！！！！！！！！            
(5星)	 完全出于对童年的美好回忆！！！！！！！            
(5星)	 儿时感动的经典             
(5星)	 童年的回忆！            
(5星)	 小时候  幼儿园 旷课  看的  电视            
(5星)	 童年的回忆。            
(NA)	 就不告诉你。            
(NA)	 张女士说她那时候看很怕，造型诡异            
(4星)	 小龙人一直在找妈妈，结局似乎并不重要，关于童年，关于回忆            
(4星)	 我有许多的咪咪 就不给你摸 就不给你摸 就不～给～你摸～            
(NA)	 完全忘记鸟  就记得小龙人皱眉时很苦bi            
(3星)	 我有一个小咪咪……小咪咪……小咪咪……            
(5星)	 我们的童年比现在只能看几只羊两只狼的小朋友们幸福多了！！            
(4星)	 我的头上有犄角，犄角！犄角！            
(NA)	 当初看到后面居然会觉得剧情复杂到看不懂了……            
(4星)	 情节历历在目            
(3星)	 完全忘了讲什么了            
(4星)	 忘了            
(5星)	 童年的美好记忆            
(4星)	 就不告诉你 就不告诉你 就不告诉你            
(4星)	 小时候看总哭。            
(5星)	 走远了～～～～            
(4星)	 记不得结尾了 记得主题曲 ~            
(5星)	 儿时的记忆最好了~            
(4星)	 经典！！！            
(4星)	 我有许多小秘密.....            
(NA)	 完全不记得了。。            
(NA)	 年龄实在是太小了当时··   想起李奶奶和贾爷爷了            
(5星)	 是否还记得儿时常播的《小龙人》呢？小龙人找妈妈，“我头上有只角……”            
(5星)	 喜欢主题曲。好听，没事哼哼两句，反正我也是属龙的，也不会那么奇怪哦！            
(4星)	 哈哈，这个经典了            
(5星)	 就不告诉你！            
(3星)	 我也不知道，我妈说我一看这就哭            
(5星)	 昨天还跟同学唱到这首歌了呢            
(4星)	 “就不告诉你”            
(4星)	 ED美            
(4星)	 小时候的回忆，片头曲大家都会            
(5星)	 我有板磁带的封面就跟这个图一样啊，以前最喜欢唱里面的歌了XD            
(4星)	 现在还没事看两眼。。            
(4星)	 我记得小龙人为了要回家攒钱的片段，印象深刻啊 他有2毛钱~！绿色的票子~！            
(4星)	 童年永不磨灭的记忆啊            
(5星)	 小时候的回忆了            
(4星)	 那个时候儿童剧的幻想还是蛮地道的            
(NA)	 前几天还看了....好多回忆啊            
(4星)	 就不告诉你!            
(5星)	 我头上有犄角            
(5星)	 小时候我一直以为我不是被爸妈从垃圾桶捡来的，就是跟小龙人一样从石头里蹦出来的，区别只是我头上没有长角。。。            
(5星)	 现在超想看，去找资源            
(4星)	 应该，大概，也许，可能，看过。            
(5星)	 好            
(5星)	 据说有个小演员成了我们师妹，住在我们楼            
(4星)	 哈哈哈，昨天想到他的主题曲了~            
(3星)	 孤独的童年            
(4星)	 那时候的自己，承受能力多高啊……看着头上长角的竟然都不怕。            
(4星)	 我头上有犄角犄角，我身后有尾巴尾巴，谁也不知道，知道我有多少秘密...            
(3星)	 ......            
(NA)	 哇，愿意，你太厉害了，连这个都能想到。哈哈            
(3星)	 传说小龙人长得像李霞霞            
(5星)	 爸爸妈妈……            
(NA)	 好害怕            
(3星)	 我觉得这部电视剧非常恐怖，给我的童年留下了很大的阴影。            
(5星)	 我也是忘了结局，每到假期别老是放西游记啊，什么时候也把小龙人弄出来放放，80后绝对捧场            
(5星)	 當年覺得很好看啊            
(NA)	 。。。我好像是看过的。。。。            
(3星)	 記得我一聽到這個歌我就害怕 我也不曉得爲什麽小時候特別害怕看這部劇             
(4星)	 好可爱的动画片，记得记得            
(NA)	 哇            
(4星)	 我就不告诉你就不告诉你就不告诉你            
(4星)	 小时候就看这小子了            
(5星)	 经典            
(4星)	 哈哈哈  陈嘉男现在都好大了啊····            
(4星)	 就不告诉你，就不告诉你。。。。            
(5星)	 我是一个小龙人！小龙人！小龙人！            
(3星)	 伴随童年成长的故事            
(5星)	 已经不记得剧情了 小时候那叫一个爱 所以给五星 另外 前段时间和男友一起看了两集 记住句台词“我的咪咪呢 宝宝哥 我的咪咪不见了”......            
(5星)	 童年偶像呀。。            
(5星)	 找妈妈那块哭的不行……            
(4星)	 经典……            
(4星)	 那个夏天天天写日记            
(4星)	 找媽媽。不知道爲什麽每次想到這片子就覺得特傷心。            
(5星)	 小时候看哭了            
(4星)	 就不告诉你就不告诉你就不告诉你            
(NA)	 童年            
(5星)	 天啊 午夜看到这个陷入无限的回忆中 当年啊 一个当年就足够了            
(5星)	 每次必看！！！！！！！！            
(4星)	 小时候经常看。。。            
(5星)	 的确是儿时最爱。中国的孩子还真是好骗啊~~            
(5星)	 小时候的记忆 怀念小时候            
(2星)	 会唱那主题曲吧！            
(4星)	 多么多么童年的回忆            
(5星)	 没上幼儿园全看这了            
(4星)	 这个，这个，这个还有什么可说的。有人看了没哭过吗？            
(NA)	 剧情忘了……但是每集前放的八宝粥广告至今记忆犹新= =            
(5星)	 童年            
(3星)	  记不清了。。。            
(4星)	 呵呵 我头上有犄角··            
(5星)	 话说我还记得小时候专门去幺舅家翻录小龙人主题曲的磁带的说~记忆深刻啊~~~            
(5星)	 好怀念放暑假的感觉啊!            
(4星)	 一切有关童年的记忆。。。            
(4星)	 !!            
(3星)	 就不告诉你就不告诉你就不巫巫巫告！诉！你！            
(4星)	 我就不告诉你，我就不告诉你，就不告诉你。。。。。            
(5星)	 小时候用黑白电视机，扭着天线的回忆。            
(5星)	 那时候多爱看啊。。。            
(NA)	 结局，结局是什么？            
(3星)	 介个……            
(4星)	 只有在梦里对它有印象            
(NA)	 又是小时候的片            
(2星)	 麻痹的小时候觉得是恐怖片 心理阴影啊            
(4星)	 就不告訴你~~~~            
(4星)	 小时候的爱啊。可惜剧情忘记得差不多了            
(4星)	 就不告诉你            
(4星)	 这~童年的记忆啊！            
(4星)	 小时候看的心潮澎湃，大了重新看碟，看不下去嘛。也许可以给我儿子看。就怕他成天想着乱飞，还是大点好。哈哈            
(3星)	 童年            
(NA)	 小时侯认为是恐怖片的电视剧~~            
(5星)	 冲着童年的回忆也要给五星！！            
(3星)	 好遥远的记忆            
(4星)	 我头山有犄角。我尾巴米长好。哈哈            
(4星)	 简直就是80后童年的共同回忆..            
(5星)	 话说我都没看过结局，求真相            
(5星)	 小时候也不觉得小龙人长得吓人，还一直以为他是女的。。。            
(5星)	 儿时回忆            
(3星)	 放这个的时候我已经初中了，对这种幼稚片已经不太感冒了，看到邻居更小的小朋友看的特别起劲还有点居高临下的感觉呢。            
(5星)	 我有一个小秘密            
(4星)	 小时候喜欢的还是适合小时候看的好            
(3星)	 销魂。擦擦            
(4星)	 怎么什么都有            
(4星)	 小龙人，找妈妈~~            
(4星)	 不记得看没看到结局了，也不知道找没找到妈妈            
(4星)	 现在看来实在有些粗糙，但毕竟是童年的一段美好回忆            
(5星)	 我的童年时期，看了很多部电视剧，只有这一部让我感觉极度的压抑，痛苦。            
(5星)	 每天放学马上回家，只为看他。            
(5星)	 那个年代……总有些无法复制的儿童剧……你说您现在的拍给谁看？            
(5星)	 内牛            
(5星)	 童年最美好的回忆。            
(3星)	 穿的那叫一个性感啊            
(4星)	 就不告诉你 就不告诉你  结局好雷            
(4星)	 我们不只有小龙女 还有小龙人啊龙的传人就应该是最勇敢的人 最勤劳的人 最诚实的人            
(3星)	 小时候看的吧··忘记了吧··            
(4星)	 80后的回忆~            
(5星)	 小時候看得一把鼻涕一把淚的            
(5星)	 小时候啊！！！            
(NA)	 妈妈妈妈妈妈我要找我妈妈····擦擦擦擦擦            
(5星)	 给它五星，不是因为它拍的有多好，而是因为它所代表的童年时光实在是太美好了。            
(5星)	 必须推荐啊            
(3星)	 只记得当年看得很郁闷            
(5星)	 我头上有犄角，我身后有尾巴，谁也不知道，我有多少秘密            
(3星)	 这个对我来说没有什么特别的意义。            
(4星)	 我真的全忘了情节……所以不敢力荐了……哈哈            
(5星)	 我头上有犄角 身后有尾巴            
(5星)	 儿时经典。找妈妈那时的歌很好听：为了妈妈山高我不怕，为了妈妈路远我不怕。。。。            
(4星)	 和奇奇成了校友了还。。            
(4星)	 记得当时山寨的周边很多。。。            
(4星)	 童年时看这个哭的一塌糊涂。。。现在都记不起来是为毛了。就记着小龙人一直在找妈妈(￣_￣|||)             
(4星)	 童年            
(5星)	 我头上有犄角，我身后有尾巴，谁也不知道我有多少秘密            
(5星)	 记得是三四岁的时候看的，当时还哭了，搞得我妈挺郁闷的，怎么这么小一孩子看电视剧居然会看到哭哦            
(4星)	 大老龟，我们的大老龟，想念你我们想念你……            
(5星)	 我应该是都看完了的吧？            
(4星)	 本来想给五星的。那个造型。。有阴影了。            
(5星)	 小时候的经典啊 我还会里面好多歌嘞            
(4星)	 小时候睡着了母后在耳边轻轻一句：“小龙人开始啦！”我就能立马坐过来，逼闹钟还管用            
(2星)	 当时觉得很恶心的剧，那造型，雷人啊！不过时间久了，恶心耶成了一种回忆！~            
(3星)	 相当没意思了~            
(4星)	 我超想知道结局了 嘿嘿            
(3星)	 我还没有上学就看了。            
(NA)	 我有许多的秘密 就不告诉你  就不告诉你 就 不 告 诉你。。。            
(5星)	 丰满了我的童年啊啊啊            
(3星)	 按一下额头上的眉眉梢就能变形！好怀念呀…            
(3星)	 忘了            
(4星)	 喜乐太好喝了            
(3星)	 小时候的我，不懂什么叫逻辑            
(NA)	 原来这些童年的记忆很鲜活            
(5星)	 幼年时看的。真的看不懂。            
(NA)	 忘完了～～            
(NA)	 童年美好的回忆            
(NA)	 看哭过            
(5星)	 每看必哭            
(5星)	 小时候就觉得小龙人长的好丑。。            
(4星)	 很像里面的琦琦~            
(5星)	 找妈妈，好像还没有完整的看看过，断断续续的，但印象十分深刻，最深的记忆，记得最深的一幕就是就他妈妈的那段，一月圆就头痛得打滚，被困在树上            
(4星)	 都不记得了            
(5星)	 绝对经典            
(5星)	 我头上有犄角...我身后有尾巴.。。其实YY奇奇的那神马圈圈N年了。。大结局到现在也不知道            
(4星)	  我甚至都忘了他找到妈妈没。。。            
(5星)	 我们80后的儿童电视，实在是太好看了！            
(5星)	 小的时候老爱看            
(5星)	 忘了谁是他妈妈了。。            
(5星)	 头上长犄角～            
(4星)	 盟啊，追了，小学啊            
(5星)	 好怀念啊            
(5星)	 ！！小时候都说我长得像小龙人。。。            
(NA)	 http://movie.douban.com/pics/sth.gif            
(5星)	 我表示我也是那个时代的人，那个时代流行的一切我都爱看。            
(4星)	 我那快乐的童年啊～            
(4星)	 童年的记忆，我总是觉得，自己将有一个具有超能力的朋友            
(4星)	 小龙人找妈妈 童年回忆啊~  那首歌现在还记得“我头上有只角 我身后有尾巴 谁也不知道 我的秘密 我是一条小青龙 小青龙 我有许多小秘密 小秘密 就不告诉你 就不告诉你 就不告诉你”            
(5星)	 一直没看懂            
(5星)	 我是一条小青龙 小青龙~            
(5星)	 啥也不说了            
(3星)	 有印象，但好像记得没那么喜欢。            
(5星)	 头上长犄角,身后有尾巴,谁也不知道,我有多少秘密...我是一条小青龙,小青龙,小青龙...我有许多小秘密,小秘密,小秘密...            
(NA)	 小时候曾经因为喜欢小龙人，逼迫妈妈在额头上扎两个小辫儿！            
(3星)	 小龙人立波糖~            
(5星)	 据说里面的小女孩和我小时候很像，姥姥经常看着她来想念我。            
(5星)	 “我是一条小青龙，小青龙，小青龙，我有许多小秘密.....&#34;童年的记忆....            
(NA)	 童年            
(NA)	 就是看完这个才变得很好奇外星人的= =            
(5星)	 不代表什么只是代表我的童年我的幻想的记忆。。。            
(5星)	 儿时的回忆            
(4星)	 我是一条小青龙 小青龙~~            
(5星)	 头上有犄角，身后有尾巴            
(4星)	 怀念啊。。。。            
(NA)	 我有一个小秘密~小秘密~就不告诉你~            
(5星)	 “我有一个小秘密，小秘密，小秘密”            
(3星)	 老实说没神马印象了…………            
(4星)	 我对这个的记忆是灰色的，记不清情节只记得非常难过            
(5星)	 ！            
(NA)	 。。。。。。。            
(5星)	 看了很多遍，都没有看到结局，对我来说结局还是个迷啊            
(3星)	 我记得是窝在外婆家看了一整天的            
(3星)	 小时候觉得这个事故恐怖片。            
(5星)	 太有感觉啦。。。还有小龙人呢！            
(3星)	 这个必须看过。。。小时候整天看            
(5星)	 雪山龙女。            
(5星)	 小时候天天守在电视面前 然后还唱主题歌            
(NA)	 暑假必备良品            
(NA)	 唉，真搞不懂那时咋想的，着了迷似的追啊……            
(NA)	 小时候的理想，就是做个他~            
(5星)	 我妈说 奇奇是我小时候的偶像。            
(4星)	 太经典，以至于里面的歌现在都会唱            
(4星)	 我头上有犄。。犄。。我身后有。。巴。。巴啊~~            
(5星)	 内牛满面！！！！我的童年···················小时候他们说我像小龙人·····反正我不管了 我给五星了·········            
(5星)	 因为这部剧，我对大大泡泡糖无比热爱            
(4星)	 到最后也没弄明白她妈是谁            
(5星)	 我有一个小秘密 就不告诉你            
(4星)	 小时候，很喜欢很喜欢的。            
(NA)	 小時候超喜歡 總是用家裡的錄音機放這個卡帶 現在已經找不到了！...又開始懷舊了~~~            
(NA)	 不大记得剧情了就记得主题曲了            
(NA)	 突然怀念             
(5星)	 小学时代最迷的            
(4星)	 童年的小龙人            
(NA)	 我头上有只角...我身后有尾巴...            
(5星)	 那时候我很小小...........完全记不得了.........            
(5星)	 童年的记忆，小龙人奶糖，童年的味道。。。            
(4星)	 我有许多的秘密，就不告诉你            
(5星)	 童年啊！！！！！！！！！！            
(5星)	 儿时的电视剧，留下的是记忆中的痕迹，不会用好与坏来评论了：）            
(4星)	 小时候的电视剧了，好多都忘了            
(5星)	 我有许多小秘密 就不告诉你~            
(5星)	 小时候因为小龙人找不到妈妈伤心流泪。。。            
(5星)	 !!!!!!!!!!!!!!!!!            
(4星)	 疑问：他是男的还是女的？小时候真好，ccav不光播av，还会制作精美的儿童青少年剧            
(4星)	 我头上有犄角，犄角~我身后有尾巴，尾巴~就不告诉你~就不告诉你~~~            
(5星)	 呵呵~~ 童年的美好回忆~~ 好像再看一遍啊~~            
(5星)	 我头上有犄角犄角            
(5星)	 我头上有犄角，犄角~~~            
(3星)	 那时候太小了 好多都记不清了            
(5星)	 哇，儿时最美好的回忆的            
(4星)	 现在看来小龙人长得很骇人。。            
(4星)	 但是俺真的没看懂！~            
(3星)	 虽说是童年记忆，但还是不要现在回顾，会完全坏了美好            
(3星)	 多年后重温最后一集。差点雷死我。。。不过我想是这个曾经让我哭得稀里哗啦的小龙人造就了我对北京的初印象。            
(5星)	 儿时的回忆            
(1星)	 看过            
(5星)	 神剧！！！            
(NA)	 天啊……那是一个时代！            
(5星)	 经典的儿童剧            
(5星)	 神马都忘了，就记得歌了            
(NA)	 我就是小龙人。。。            
(NA)	 科幻大片。            
(5星)	 当时被唬住了，以为真有龙人....            
(4星)	 鹦鹉婆婆...            
(4星)	 这是绝对的儿时回忆！！！            
(4星)	 宝宝是小时候喜欢的男生类型            
(4星)	 俺小时候最喜欢看的电视剧~~~！            
(5星)	 相当好。尤其是主题曲。我是一只小青龙，小青龙            
(2星)	 我有许多小MIMI小MIMI 小MIMI，我有许多大JJ，大JJ。。。就不告诉你~            
(4星)	 儿时的回忆，至今仍记得，只是细节早已模糊不清。            
(5星)	 其实对剧情已经没什么印象了。            
(5星)	 唯一记得的场面就是小龙人站在山上，喊得什么都忘了。小小的我看到这儿哭了，哈哈哈哈～            
(NA)	 小时候会觉得这个很恐怖，但还是忍不住每天看。边看边哭，每天都是，因为妈妈要离开自己，我也会像小龙人那样孤单。看，我小时候就这样了。            
(4星)	 你是一条小青龙。            
(5星)	 如果让我回到7岁，我要打一百颗星！我有很多小秘密~小秘密~~            
(5星)	 小龙人。。。            
(NA)	 就不告诉你             
(5星)	 my age            
(5星)	 7岁时候的最爱            
(NA)	 坦白说有点忘了故事情，但记得后面唱“我是一个小龙人 ，我有许多的秘密……”            
(5星)	 小时候很喜欢看~~            
(NA)	 回忆。            
(5星)	 你有许多小咪咪。            
(2星)	 我不爱看，但是我爱唱那主题歌            
(NA)	 美女好多（¯﹃¯）            
(4星)	 小时候好喜欢看啊。。。            
(4星)	 小龙人的歌现在还在唱呢            
(5星)	 听我妈说我小时候看的哭得好惨啊···不过自己没印象了 嘻嘻            
(5星)	 当年拉了一集害我哭惨了            
(NA)	 这 歌儿我还会唱呢            
(5星)	 爸爸            
(5星)	 我头上有只角，我身后有尾巴。。。。。。。。。。。。            
(3星)	 现在看颇有些恐怖片的风味            
(4星)	 一听这名字~小时候的某段时光就被抽出来了~ 真好~ 就是记得小时候看的时候还有点害怕            
(4星)	 忧伤的小龙人甩着尾巴            
(3星)	 我就没看完过……什么结局来着？            
(5星)	 童年时代（好像6岁）最喜欢、印象最深刻的电视剧，“就不告诉你、就不告诉你”这句至今仍然常唱呢。一直在想，小龙人是男孩还是女孩，他的爸爸到底是谁，为什么不跟小龙人一起找妈妈呢？            
(5星)	 我的小时候 扎着小辫的时候            
(5星)	 头上有犄角，犄角~~            
(3星)	 其实记忆已经很模糊了，只记得当时红的还有连锁产品卖出            
(4星)	 我有一个小秘密 就不告诉你            
(NA)	 童年啊童年            
(4星)	 小时候的回忆            
(4星)	 我有许多小秘密~秘密~            
(4星)	 不太记得到底讲什么了，就记得一张它的明信片被我爷爷夹在书里当书签了。。。            
(NA)	 我擦，这叼神片啊            
(3星)	 暑假看什么呢，只能看这个            
(4星)	 看到这个，我就想起来小时候一听那主题曲就激动。            
(NA)	 恩 唱过             
(3星)	 我有一个小秘密。这个世界，最可怕的不是自己死去，而是自己爱的人的离开。其实我就在妈妈的怀抱里，却寻遍天下去找她。            
(5星)	 啊啊啊~~~做梦都是这个            
(5星)	 /(ㄒoㄒ)/~~            
(4星)	 忘记讲什么内容了。            
(5星)	 小龙人找妈妈的时候，我哭得一塌糊涂            
(3星)	 很丑的造型，小时候就不怎么喜欢。但实在太长了，一遍又一遍，现在都还记得那个主题歌。            
(5星)	 小时候演一遍看一遍的……            
(NA)	 就不告诉你,就不告诉你,我就不告诉你            
(NA)	 一些秘密            
(NA)	 童年梦魇之一。结尾部分太虐了。都不知道当年如何给看完的。            
(4星)	 我头上有支角            
(NA)	 我还记得它。            
(4星)	 结局是什么？重播N次，就是没看到！            
(NA)	 小时候到处看。            
(4星)	 童年回忆            
(5星)	 童年的回忆：我有许多小秘密            
(4星)	 小时候啊 哭得伤心啊            
(5星)	 就不告诉你，就不告诉你，就不告诉。。。。。你！            
(5星)	 远古啊远古啊，话说咱基本神马都不记得了，就只记得当时喜欢的感觉            
(5星)	 小时候那个哭哦~ 妈妈变成石头雕像什么的时候~            
(5星)	 童年呐~            
(4星)	 小时候那么爱看的啊啊啊现在怎么都忘了            
(4星)	 那片头曲怎么唱来着，多过了十多年了，忘了            
(5星)	 童年的至爱~~现在还会唱的主题歌。。。            
(5星)	 启蒙            
(NA)	 我是一条小青龙，小青龙，小青龙            
(5星)	 内流满面~~！我有许多的秘密，就不告诉你，就不告诉你~~            
(3星)	 想看又怕看下去，那时候。            
(NA)	 蓝飘带。。。黄飘带。。。            
(5星)	 每看必哭……            
(5星)	 小时候每次假期都放的            
(5星)	 小的时候 特别特别希望也能够遇到一个小龙人……            
(5星)	 插曲都好听            
(4星)	 找到了却不能在一起，悲剧的结尾啊            
(NA)	 记得以前小时候看这个不知道为什么每次都想哭...            
(5星)	 小时候大爱。            
(4星)	 曾经的正太。。。现在。。。。。。            
(4星)	 童年的记忆            
(2星)	 记得是5-6岁的时候，吵着要看，老妈不让，印象中只有几个片段，除了小龙人其他人都没印象。现在的小孩啊，上个网什么都看的到            
(5星)	 神作            
(NA)	 其实完全不记得剧情了，只是昊哥哥天天会对我唱：我有一个小秘密小秘密~~~  他说这是我小时候的最爱。            
(5星)	 啊啊啊啊啊            
(4星)	 小龙人的歌每每听来还觉得挺感伤，想必是当初看的时候很感人吧。            
(4星)	 小时候因为太伤感了一度不敢看！            
(5星)	 内容已经不太记得了，但是那样的感觉好熟悉好亲切            
(5星)	 我有一个小秘密~小秘密~            
(NA)	 记忆仅限于主题曲            
(5星)	 就不告诉你 就不告诉你             
(5星)	 重温之时，除了满满的童年回忆，还有就是久违的童真。            
(5星)	 就不告诉你 就不告诉你 就不告诉你~~~            
(NA)	 谁敢说小时候没看过这个？！            
(5星)	 找妈妈            
(5星)	 小时候的经典            
(5星)	 就不告诉你 当当当            
(5星)	 嘿嘿..            
(4星)	 就冲着儿时回忆给的四颗星            
(5星)	 我头上有犄角，犄角………………！            
(NA)	 “我不知道我从哪里来” 压抑啊。。。当时没看到结局，现在也不知道。            
(4星)	 小时候不忘的经典，就这个方面来说，感觉现在的孩子没有我们小时候幸福啊            
(5星)	 就不告诉你~~            
(5星)	 幼儿园时候看的            
(NA)	 我还！！我有一个小秘密小秘密。。。            
(5星)	 你懂的 感情分            
(2星)	 真的不咋滴，小时候就不爱看，但我还会唱那主题歌哪~~~            
(NA)	 我发现以前每次都没看到结尾            
(5星)	 我有一个小秘密 小秘密～            
(NA)	 就不告诉你，就不告诉你，就不~~~告诉你            
(NA)	 92年，我三岁，肯定是看不懂的，不过“头上有只角，身后有尾巴”还是刻在了脑袋里            
(4星)	 没什么印象了            
(4星)	 永远忘不了的主题曲            
(5星)	 童年最爱！！经典啊。。。怀念那时的美好岁月。。            
(4星)	 结局是啥            
(4星)	 小时候的模糊记忆            
(5星)	 现在看来再精良的制作也换不来童年的美好记忆~~完美!!!            
(3星)	 小时候看哭了，至今记得主题曲。            
(4星)	 让年幼滴姐姐飙泪……            
(4星)	 就不告诉你，就不告诉你            
(NA)	 我头上有犄角～我背后有尾巴～我有许多小秘密～就不告诉你～就不告诉你～就不告诉你～～～            
(5星)	 啥也不说，歌都会唱了            
(NA)	 几乎完全不记得剧情了其实……            
(5星)	 看哭了            
(5星)	 就不告诉你就不告诉你就不告诉你~~~            
(5星)	 1992年            
(5星)	 我是一条小青龙小青龙~~我有许多小秘密小秘密~~            
(5星)	 就不告诉你            
(3星)	 童年让我不爽的一部电视剧，凭啥千辛万苦找到的妈妈最后会变成一座大山？？            
(3星)	 1994            
(5星)	 啊啊啊啊啊啊啊啊啊啊啊！激动了！            
(4星)	 一直以为小龙人是曹俊。。。晕            
(NA)	 我有一个小秘密~~~            
(2星)	 诡异……            
(4星)	 北京的喜乐奶            
(5星)	 神作啊            
(3星)	 童年的记忆。            
(5星)	 吃过那个奶糖。。。            
(NA)	 天啊 居然还有这个片子。            
(5星)	 儿时经典            
(5星)	 哈哈 小龙人            
(NA)	 我儿时的最爱。。。。            
(5星)	 T0T!!!!!!!!!!            
(NA)	 现在想想 小龙人的造型其实挺雷人...            
(NA)	 我是一只小青龙，小青龙~~~就不告诉你，就不告诉你~~            
(5星)	 前阵子还和朋友聊起来，原来大家都曾经疯狂的追看过阿            
(4星)	 到现在都不知道小龙人到底有没有找到他妈妈头上有犄角犄角、身后有尾巴尾巴，谁也不知道知道，我有多少秘密，就不告诉你，就不告诉你，就不告诉你……            
(5星)	 你说这个谁没看过！！！            
(5星)	 记忆深处抹不掉的片子            
(4星)	 那首歌一直念念不忘。            
(4星)	 童年的回忆~~            
(3星)	 天哪，貌似我就木看明白，，，，            
(4星)	 细节几乎全部淡忘，你呢？            
(5星)	 小时候最爱的片子            
(5星)	 五星，纪念逝去的岁月。            
(5星)	 至今不知道结局            
(4星)	 推荐，只是因为那是我的童年。            
(NA)	 啊哈！都忘了好不好看了，就是有几集好恐怖            
(5星)	 我头上有犄角，犄角，我身后有尾巴，尾巴~            
(5星)	 话说，小龙人是男的还是女的？            
(3星)	 只记得小时候的消遣就是这个= =            
(4星)	 就不告诉你~就不告诉你~就不告诉你~~~            
(5星)	 我有一个小秘密哭过N遍            
(NA)	 我妈说我看过,但是我已经忘得一点不剩,所以不打分了= =            
(4星)	 我小时候的记忆呀。。天天就想着也来件隐身衣            
(5星)	 只因为怀念            
(3星)	 小时候的回忆啊。。我是一个小龙人小龙人。。            
(4星)	 小时候的记忆了。。记不太清了。。只记得当时还满爱看的。。            
(5星)	 华丽丽的童年回忆            
(4星)	 其实我已经忘记了剧情 但主题曲却常常在抽风时候唱给自己听            
(4星)	 童年记忆哇~~            
(NA)	 不管看多少遍永远看不到大结局            
(5星)	 心底最深最深最深处的感动，怀念。            
(NA)	 这是多久以前的事儿了啊。。。。现在就记得他找妈妈，还有那群伙伴，那个很久不见的四合院....            
(4星)	 好怀念啊！！            
(5星)	 经典啊~~小龙人找妈妈。。。            
(5星)	 每次小龙人的妈妈若隐若现时，我都特别揪心            
(3星)	 我有许多小秘密，就不告诉你。            
(NA)	 其实我最喜欢翠翠婆婆～～            
(4星)	 我还会唱那首歌。            
(3星)	 当时看的很伤心            
(5星)	 只为童年的记忆            
(4星)	 就不告诉你，就不告诉你，就不告诉你。            
(5星)	 小时候的经典，超级超级无敌好看，印象深刻。            
(NA)	 嗯，回忆            
(4星)	 哈哈哈哈            
(NA)	 要命！我终于找到了！太有纪念价值了！            
(NA)	 哈哈                
(5星)	 就不告诉你～就不告诉你            
(5星)	 哥哥姐姐现在还笑我当时霸占了电视看小龙人。嘿嘿。就不告诉你，就不告诉你。。。            
(4星)	 还是喜欢小龙人奶糖~~            
(NA)	 很有爱~            
(3星)	 ~~~~(&gt;_&lt;)~~~~ 被自己感动了            
(5星)	 头上有犄角            
(4星)	 小时候的记忆            
(5星)	 对我永远是一个传奇            
(NA)	 80后必看必爱。by the way，我觉得85后的人都不算80后，思想是截然不同两种层级。            
(4星)	 这片看着太虐心            
(4星)	 其实我都忘了讲什么了....            
(4星)	 不记得演的什么了 那时天天看            
(4星)	 陪我度过了多少个无聊的暑假            
(5星)	 最后一集忍不住哭了。            
(NA)	 啊啊啊啊啊 小龙人！！！！！！！            
(NA)	 小龙人能算是sm轻度爱好者吗，就不告诉你 就不告诉你 就不告诉你             
(5星)	 就不告诉你，就不告诉你，就不·····告诉你            
(5星)	 我是一条小青龙，我有许多小秘密。五星给了我们80后成长起来的人儿时的记忆，剧情已模糊，童真仍长存。            
(5星)	 泪奔            
(4星)	 就不告诉你~就不告诉你~就不~告~诉~你~            
(4星)	 哈哈，这都有！            
(3星)	 那个经典啊。。。            
(4星)	 我有许多小秘密小秘密……哈哈哈            
(4星)	 就不告诉你，就不告诉你，就不告诉你~：）            
(5星)	 童年就这样回不来了            
